cell_id,combined_p_no_response,combined_p_response,repetition
58,0.11286841795621147,0.8871315820437885,0
59,0.013774210924603875,0.9862257890753962,0
60,0.02582663371816318,0.9741733662818368,0
61,0.03455809266471825,0.9654419073352818,0
62,0.9999820001611086,1.7999838891391562e-05,0
63,0.13931192640558732,0.8606880735944127,0
64,0.04373758481385124,0.9562624151861487,0
65,0.04165484216743793,0.958345157832562,0
66,0.0320331072985489,0.9679668927014511,0
67,0.05290707855910564,0.9470929214408944,0
68,0.035537375837334524,0.9644626241626655,0
69,0.03936383354916861,0.9606361664508314,0
70,0.07029252702236172,0.9297074729776382,0
71,0.03110229540718619,0.9688977045928138,0
72,0.03598980542648641,0.9640101945735136,0
73,0.025814868414480597,0.9741851315855194,0
74,0.02530532779323337,0.9746946722067666,0
75,0.015179742531130132,0.9848202574688699,0
76,0.021941643245604187,0.9780583567543958,0
77,0.0090376202716249,0.9909623797283751,0
78,0.05039720453015287,0.9496027954698472,0
79,0.031877455722834985,0.968122544277165,0
80,0.02975229799385773,0.9702477020061423,0
81,0.06478164400930785,0.9352183559906921,0
82,0.04197853248746153,0.9580214675125385,0
83,0.03071831039320787,0.9692816896067922,0
84,0.03586213719010417,0.9641378628098958,0
85,0.04483787487237627,0.9551621251276238,0
86,0.03487390378562277,0.9651260962143773,0
87,0.0404885223322832,0.9595114776677168,0
88,0.027523616925161733,0.9724763830748383,0
89,0.026242557157365343,0.9737574428426347,0
90,0.02295700806832568,0.9770429919316743,0
91,0.021522194884703798,0.9784778051152963,0
92,0.020822675254928855,0.9791773247450711,0
93,0.04149762333463021,0.9585023766653697,0
94,0.028702796765578333,0.9712972032344217,0
95,0.025192869916808008,0.974807130083192,0
96,0.02176664837524267,0.9782333516247573,0
97,0.08099548648533096,0.919004513514669,0
98,0.1171274943001783,0.8828725056998217,0
99,0.02975907671535197,0.9702409232846481,0
0,0.03884700396469236,0.9611529960353077,1
1,0.07371480001523498,0.926285199984765,1
2,0.0511012331183264,0.9488987668816736,1
3,0.0255782758567077,0.9744217241432923,1
4,0.016308265887285504,0.9836917341127145,1
5,0.05853413763534787,0.9414658623646521,1
6,0.06383373881324675,0.9361662611867533,1
7,0.09501330471759359,0.9049866952824064,1
8,0.0351085538019145,0.9648914461980855,1
9,0.05630708108539144,0.9436929189146086,1
10,0.04681140149334915,0.9531885985066508,1
11,0.1762770235844009,0.8237229764155991,1
12,0.011964876917729824,0.9880351230822702,1
13,0.04826934157849302,0.951730658421507,1
14,0.04844370956250627,0.9515562904374937,1
15,0.05641872081365412,0.9435812791863458,1
16,0.0908628186515889,0.909137181348411,1
17,0.052976361052742886,0.9470236389472572,1
18,0.06713098700643895,0.9328690129935611,1
19,0.0253224880899147,0.9746775119100853,1
20,0.07051082106804259,0.9294891789319574,1
21,0.09793168934465245,0.9020683106553475,1
22,0.04516064134391525,0.9548393586560847,1
23,2.346245939162755e-08,0.9999999765375406,1
24,0.05339966101797098,0.946600338982029,1
25,0.034185357250100946,0.965814642749899,1
26,0.022388598563726395,0.9776114014362736,1
27,0.1209383354340899,0.8790616645659101,1
28,0.9999820001611086,1.7999838891391562e-05,1
29,0.11129840667891584,0.8887015933210841,1
30,0.057893199141384445,0.9421068008586155,1
31,0.018114138215178037,0.981885861784822,1
32,0.0585142502575447,0.9414857497424554,1
33,0.12646262890763618,0.8735373710923638,1
34,0.028020301239251498,0.9719796987607485,1
35,0.04045429850509314,0.9595457014949068,1
36,0.028553983547166793,0.9714460164528332,1
37,0.05106699245493947,0.9489330075450605,1
38,0.11031022867913513,0.8896897713208649,1
39,0.04325372648186965,0.9567462735181304,1
40,0.03227938475909487,0.9677206152409051,1
41,0.05118826628170878,0.9488117337182912,1
42,0.02392975120318731,0.9760702487968127,1
43,0.10384321927632441,0.8961567807236756,1
44,0.02644023347304657,0.9735597665269534,1
45,0.04805969550357009,0.9519403044964299,1
46,0.018724563686891803,0.9812754363131082,1
47,0.08122846016183088,0.9187715398381691,1
48,0.021626865619889527,0.9783731343801104,1
49,0.060325912470761654,0.9396740875292383,1
50,0.028136097533797394,0.9718639024662026,1
51,0.06512984803901826,0.9348701519609818,1
52,0.023020448552397935,0.9769795514476021,1
53,0.05034824256245658,0.9496517574375434,1
54,0.09159903017848443,0.9084009698215155,1
55,0.0500791994059374,0.9499208005940626,1
56,0.020891049308399027,0.979108950691601,1
57,0.15167652841063164,0.8483234715893684,1
58,0.07552235922843016,0.9244776407715698,1
59,0.06980569713168878,0.9301943028683112,1
60,0.06082555026314764,0.9391744497368524,1
61,0.03227938475909488,0.9677206152409051,1
62,0.07852342530842132,0.9214765746915787,1
63,0.06319538892646939,0.9368046110735306,1
64,0.018018269415841157,0.9819817305841588,1
65,0.01269195108862846,0.9873080489113716,1
66,0.05757067367783287,0.9424293263221671,1
67,0.017404334826793894,0.9825956651732061,1
68,0.04866044154868007,0.9513395584513199,1
69,0.029731630786589622,0.9702683692134104,1
70,0.0525652915440168,0.9474347084559832,1
71,0.060469174368652644,0.9395308256313474,1
72,0.02197406883490364,0.9780259311650964,1
73,0.09501330471759363,0.9049866952824064,1
74,0.10153557241006066,0.8984644275899394,1
75,0.0744594086811977,0.9255405913188023,1
76,0.04403974521426027,0.9559602547857398,1
77,0.08041615965568158,0.9195838403443184,1
78,0.06345973973685728,0.9365402602631427,1
79,0.05055631253147391,0.9494436874685261,1
80,0.023397974398121565,0.9766020256018785,1
81,0.1535724845465154,0.8464275154534846,1
82,0.12980402052579526,0.8701959794742047,1
83,0.03447810329468961,0.9655218967053104,1
84,0.028961607070946596,0.9710383929290534,1
85,0.06179103491823679,0.9382089650817632,1
86,0.03075820681398598,0.969241793186014,1
87,0.09707298352181756,0.9029270164781824,1
88,0.012303284755635809,0.9876967152443642,1
89,0.04061423566537128,0.9593857643346287,1
90,0.0571079592419903,0.9428920407580097,1
91,0.03754663917722881,0.9624533608227712,1
92,0.09730351231589118,0.9026964876841088,1
93,0.05036535607868758,0.9496346439213125,1
94,0.026221729198484135,0.9737782708015159,1
95,0.03446056982374509,0.9655394301762549,1
96,0.050374340457599566,0.9496256595424004,1
97,0.2555060531689814,0.7444939468310185,1
98,0.05383232914952534,0.9461676708504747,1
99,0.09535653041440784,0.9046434695855922,1
0,0.05007261137488431,0.9499273886251157,2
1,0.05595969899730304,0.944040301002697,2
2,0.09711051106015105,0.902889488939849,2
3,0.031209172666199703,0.9687908273338003,2
4,0.12965299192683832,0.8703470080731617,2
5,0.08198935642696929,0.9180106435730307,2
6,0.07500586904993424,0.9249941309500658,2
7,0.10023642478059862,0.8997635752194014,2
8,0.18969073173373296,0.810309268266267,2
9,0.08488383831954084,0.9151161616804592,2
10,0.0693512670521384,0.9306487329478617,2
11,0.07335640545383725,0.9266435945461627,2
12,0.11572333353667691,0.884276666463323,2
13,0.14027070390959823,0.8597292960904017,2
14,0.09038749433175369,0.9096125056682463,2
15,0.09431537454826797,0.905684625451732,2
16,0.06746154585109775,0.9325384541489022,2
17,0.16326266618472396,0.836737333815276,2
18,0.04380885756085951,0.9561911424391405,2
19,0.13393432256562804,0.866065677434372,2
20,0.06007505056046331,0.9399249494395366,2
21,0.16683278838305657,0.8331672116169434,2
22,0.08917088301549439,0.9108291169845056,2
23,0.05230758113827563,0.9476924188617244,2
24,0.122609958712455,0.877390041287545,2
25,0.12346739551754841,0.8765326044824516,2
26,0.06687816467666528,0.9331218353233347,2
27,0.16212886548942576,0.8378711345105743,2
28,0.05260152270379441,0.9473984772962056,2
29,0.09808797015782253,0.9019120298421774,2
30,0.05057839519533386,0.9494216048046662,2
31,0.15429777247703916,0.8457022275229609,2
32,0.08125634120902266,0.9187436587909773,2
33,0.1338349233513682,0.8661650766486317,2
34,0.08514580835107827,0.9148541916489217,2
35,0.02807897083443033,0.9719210291655697,2
36,0.09526805484906169,0.9047319451509384,2
37,0.08488383831954086,0.9151161616804592,2
38,0.08185164083168975,0.9181483591683103,2
39,0.09007159876899823,0.9099284012310018,2
40,0.07131166283709356,0.9286883371629064,2
41,0.10392512746423492,0.8960748725357651,2
42,0.19754782141420438,0.8024521785857957,2
43,0.08833036953092052,0.9116696304690795,2
44,0.08185164083168979,0.9181483591683102,2
45,0.04314507851309308,0.9568549214869069,2
46,0.11608048097412073,0.8839195190258793,2
47,0.11270206332259633,0.8872979366774036,2
48,0.07914578627575601,0.920854213724244,2
49,0.08941153052165454,0.9105884694783455,2
50,0.06373478693087524,0.9362652130691248,2
51,0.03386800817706804,0.966131991822932,2
52,0.15588767993779945,0.8441123200622005,2
53,0.1449026468632298,0.8550973531367703,2
54,0.07448498017516819,0.9255150198248319,2
55,0.06797736152941515,0.9320226384705849,2
56,0.10790056628604872,0.8920994337139513,2
57,0.06019035016518464,0.9398096498348154,2
58,0.09809142505567006,0.90190857494433,2
59,0.057158827686088494,0.9428411723139115,2
60,0.06373478693087525,0.9362652130691247,2
61,0.8520560237995968,0.14794397620040323,2
62,0.09270514036603726,0.9072948596339627,2
63,0.10790056628604872,0.8920994337139513,2
64,0.137185993037923,0.862814006962077,2
65,0.08452655054429448,0.9154734494557055,2
66,0.0930099502565612,0.9069900497434388,2
67,0.2720948411270398,0.7279051588729601,2
68,0.13718599303792298,0.862814006962077,2
69,0.16376076231334039,0.8362392376866596,2
70,0.1277378730710228,0.8722621269289772,2
71,0.07833857382549844,0.9216614261745015,2
72,0.08478741790786114,0.9152125820921388,2
73,0.1945937615591987,0.8054062384408013,2
74,0.2090255970990516,0.7909744029009484,2
75,0.11967970978881326,0.8803202902111867,2
76,0.09400628655379548,0.9059937134462045,2
77,0.08128321052576015,0.9187167894742398,2
78,0.1412516459592609,0.8587483540407391,2
79,0.13007928451556952,0.8699207154844305,2
80,0.08047037863183885,0.9195296213681612,2
81,0.22674570585202283,0.7732542941479772,2
82,0.12124597828875641,0.8787540217112436,2
83,0.03409679569045982,0.9659032043095401,2
84,0.08173997690255135,0.9182600230974487,2
85,0.04579114029934844,0.9542088597006515,2
86,0.10479485909548325,0.8952051409045167,2
87,0.08817889720884155,0.9118211027911585,2
88,0.142707124169672,0.857292875830328,2
89,0.0893819742735926,0.9106180257264074,2
90,0.128581479850131,0.871418520149869,2
91,0.06751164954961261,0.9324883504503874,2
92,0.03904025306760312,0.9609597469323968,2
93,0.07922491731796429,0.9207750826820357,2
94,0.11368516386624643,0.8863148361337536,2
95,0.05288876650255005,0.94711123349745,2
96,0.16677763944142074,0.8332223605585792,2
97,0.10520303173119648,0.8947969682688035,2
98,0.08188039446222996,0.9181196055377701,2
99,1.6567421094901562e-08,0.9999999834325789,2
0,0.02953462962325147,0.9704653703767485,3
1,0.015925241582537344,0.9840747584174626,3
2,0.042813543492381284,0.9571864565076187,3
3,0.022330450405729476,0.9776695495942705,3
4,0.07251804117109963,0.9274819588289004,3
5,0.09345889849096722,0.9065411015090328,3
6,0.08327604499253675,0.9167239550074633,3
7,0.015626005173266042,0.9843739948267339,3
8,0.06674957443685064,0.9332504255631493,3
9,0.022522835462226026,0.977477164537774,3
10,0.06880048010431523,0.9311995198956847,3
11,0.03597801645829135,0.9640219835417086,3
12,0.03830024609663223,0.9616997539033678,3
13,0.015544875431771894,0.9844551245682281,3
14,0.02326088669220035,0.9767391133077996,3
15,0.0626762846277727,0.9373237153722274,3
16,0.02533109527834636,0.9746689047216537,3
17,0.13111519817994804,0.8688848018200519,3
18,0.04577113921417141,0.9542288607858286,3
19,0.07949078580286492,0.920509214197135,3
20,0.1038432192763244,0.8961567807236757,3
21,0.08476136166332761,0.9152386383366724,3
22,0.0873656862374385,0.9126343137625615,3
23,0.020421080597991685,0.9795789194020084,3
24,0.11654684460719705,0.8834531553928029,3
25,0.04672945438572245,0.9532705456142776,3
26,0.06922881708153207,0.9307711829184679,3
27,0.0516908515767326,0.9483091484232674,3
28,0.10219204638130026,0.8978079536186997,3
29,0.07269025692025291,0.9273097430797471,3
30,0.07269025692025292,0.9273097430797471,3
31,0.17805763479604278,0.8219423652039572,3
32,0.03134055074034925,0.9686594492596508,3
33,0.03722783886467143,0.9627721611353286,3
34,0.031003975825222428,0.9689960241747776,3
35,0.12215995894243187,0.8778400410575682,3
36,0.150159733428264,0.849840266571736,3
37,0.04596029377118238,0.9540397062288176,3
38,0.07432906152254913,0.9256709384774509,3
39,0.2838956111623667,0.7161043888376333,3
40,0.043007975366067715,0.9569920246339323,3
41,0.15015973342826394,0.8498402665717361,3
42,0.02600658493046296,0.9739934150695371,3
43,0.033113600780742894,0.9668863992192571,3
44,0.02172120636513537,0.9782787936348646,3
45,0.062415199130435944,0.9375848008695641,3
46,0.06966048589276773,0.9303395141072323,3
47,0.1535724845465154,0.8464275154534846,3
48,0.04195687034046538,0.9580431296595346,3
49,0.032825446263049694,0.9671745537369503,3
50,0.10994396439194809,0.8900560356080519,3
51,0.02354364514942291,0.9764563548505771,3
52,0.042130261858939595,0.9578697381410604,3
53,0.017870265345760736,0.9821297346542393,3
54,0.02616849712892897,0.973831502871071,3
55,0.02990685327417715,0.9700931467258228,3
56,0.07021709794897935,0.9297829020510207,3
57,0.04137372243659132,0.9586262775634087,3
58,0.062190542254601175,0.9378094577453988,3
59,0.06980569713168877,0.9301943028683113,3
60,0.06164464130483856,0.9383553586951614,3
61,0.05173472901327388,0.9482652709867261,3
62,0.08830290438666118,0.9116970956133388,3
63,0.05594249105232137,0.9440575089476786,3
64,0.05139716394597874,0.9486028360540213,3
65,0.05437005449102878,0.9456299455089712,3
66,0.06368250568219534,0.9363174943178046,3
67,0.09535653041440781,0.9046434695855922,3
68,0.09138201628594574,0.9086179837140542,3
69,0.04350088183980125,0.9564991181601987,3
70,0.8264317521930865,0.1735682478069135,3
71,0.03964924228136062,0.9603507577186394,3
72,0.04468361927578584,0.9553163807242142,3
73,0.10256120453691167,0.8974387954630884,3
74,0.1285059549049126,0.8714940450950874,3
75,0.08307457770561007,0.9169254222943899,3
76,0.030103276079439745,0.9698967239205603,3
77,0.08974105573256815,0.9102589442674318,3
78,0.25550605316898145,0.7444939468310185,3
79,0.0339911291367886,0.9660088708632114,3
80,0.0524460864833145,0.9475539135166855,3
81,0.09951497515539132,0.9004850248446087,3
82,0.030758206813985972,0.969241793186014,3
83,0.04153729342190631,0.9584627065780937,3
84,0.022113333533732918,0.9778866664662671,3
85,0.1558177595562246,0.8441822404437754,3
86,0.09138201628594575,0.9086179837140542,3
87,0.11281730129896722,0.8871826987010327,3
88,0.020643830257298316,0.9793561697427017,3
89,0.04153307113100508,0.9584669288689949,3
90,0.07237454457469107,0.9276254554253089,3
91,4.513498238187618e-09,0.9999999954865018,3
92,0.049151970881449535,0.9508480291185505,3
93,0.07401120446047357,0.9259887955395264,3
94,0.06742382589740856,0.9325761741025914,3
95,0.116342819665517,0.883657180334483,3
96,0.051370536147319276,0.9486294638526808,3
97,0.030137377640170337,0.9698626223598297,3
98,0.04423677433397619,0.9557632256660238,3
99,0.030586559506247415,0.9694134404937526,3
0,0.015009377912893617,0.9849906220871064,4
1,0.028901924896188678,0.9710980751038113,4
2,0.013276829740570529,0.9867231702594295,4
3,0.004838495950829662,0.9951615040491704,4
4,0.13805497606752348,0.8619450239324765,4
5,0.033205909821852106,0.9667940901781479,4
6,0.006806973598011952,0.993193026401988,4
7,0.008712924288611753,0.9912870757113883,4
8,0.02211882062131788,0.9778811793786821,4
9,0.027179601162357174,0.9728203988376428,4
10,0.0038535923240023877,0.9961464076759976,4
11,0.015099778322865645,0.9849002216771343,4
12,0.009802041458361728,0.9901979585416383,4
13,0.023410568842279298,0.9765894311577207,4
14,0.015932196857046475,0.9840678031429535,4
15,0.00624021766080348,0.9937597823391965,4
16,0.002137568295490667,0.9978624317045093,4
17,0.0426933105950811,0.9573066894049189,4
18,0.06989037869368905,0.9301096213063109,4
19,0.015214235719017314,0.9847857642809826,4
20,0.012513031903525516,0.9874869680964745,4
21,0.004325800143176075,0.9956741998568239,4
22,0.05664776761730585,0.9433522323826942,4
23,0.06242815028439025,0.9375718497156098,4
24,0.01274044305609415,0.9872595569439059,4
25,0.014444939814530513,0.9855550601854695,4
26,0.0029583255278983456,0.9970416744721017,4
27,0.012093475494466857,0.9879065245055332,4
28,0.0591664371915598,0.9408335628084402,4
29,0.004537982701206757,0.9954620172987932,4
30,0.022236105642620515,0.9777638943573795,4
31,0.01200750281061491,0.9879924971893851,4
32,0.005929630582747884,0.9940703694172521,4
33,0.014592450859827114,0.9854075491401729,4
34,0.010423179662078935,0.989576820337921,4
35,0.023347915305264814,0.9766520846947352,4
36,0.030347026834677937,0.9696529731653221,4
37,0.014109054474800799,0.9858909455251992,4
38,0.020231350548739115,0.9797686494512609,4
39,0.030347026834677937,0.9696529731653221,4
40,0.16228499707980232,0.8377150029201976,4
41,0.010593039128328242,0.9894069608716718,4
42,0.01798341971275332,0.9820165802872467,4
43,0.004632524911927147,0.9953674750880729,4
44,0.012480431577477113,0.9875195684225229,4
45,0.018966893541916652,0.9810331064580834,4
46,0.0057803877152869864,0.994219612284713,4
47,0.030186960510745976,0.969813039489254,4
48,0.02323445237792053,0.9767655476220795,4
49,0.007924082582818414,0.9920759174171816,4
50,0.008320289105030835,0.9916797108949692,4
51,0.02613876328162097,0.973861236718379,4
52,0.007035649367588291,0.9929643506324117,4
53,0.010455508867520566,0.9895444911324794,4
54,0.01770243729376978,0.9822975627062303,4
55,0.013805508283003342,0.9861944917169967,4
56,1.7341158512424329e-09,0.9999999982658841,4
57,0.023782152149545627,0.9762178478504544,4
58,0.01638056777148532,0.9836194322285147,4
59,0.04046269300494126,0.9595373069950588,4
60,0.025412686717418597,0.9745873132825814,4
61,0.029872865920523493,0.9701271340794765,4
62,0.002501564653190698,0.9974984353468093,4
63,0.012447029458408946,0.9875529705415911,4
64,0.008958128741763162,0.9910418712582368,4
65,0.010455507124935776,0.9895444928750642,4
66,0.03162467008742042,0.9683753299125796,4
67,0.020745046884543625,0.9792549531154564,4
68,0.004354646529932495,0.9956453534700676,4
69,0.12079812994439368,0.8792018700556063,4
70,0.0626099617598765,0.9373900382401235,4
71,0.020012499214274535,0.9799875007857255,4
72,0.008670580994891828,0.9913294190051082,4
73,0.05780383245122592,0.9421961675487741,4
74,0.02972769395244026,0.9702723060475598,4
75,0.07046559559836948,0.9295344044016305,4
76,0.03319206638533167,0.9668079336146683,4
77,0.004502815205012388,0.9954971847949876,4
78,0.03397450009396671,0.9660254999060333,4
79,0.031214079304071263,0.9687859206959287,4
80,0.004667637758370078,0.9953323622416299,4
81,0.02860120107029445,0.9713987989297056,4
82,0.014333002260240108,0.9856669977397599,4
83,0.026553654170411292,0.9734463458295887,4
84,0.0256053141338832,0.9743946858661168,4
85,0.012706347170612687,0.9872936528293873,4
86,0.0036563791931852156,0.9963436208068148,4
87,0.015363190119069756,0.9846368098809303,4
88,0.06505644416723286,0.9349435558327671,4
89,0.012386541128696143,0.9876134588713038,4
90,0.012447029458408946,0.9875529705415911,4
91,0.012252551332850192,0.9877474486671498,4
92,0.055468545591005246,0.9445314544089948,4
93,0.011949148439394538,0.9880508515606055,4
94,0.006825238801029725,0.9931747611989703,4
95,0.0038103167842082194,0.9961896832157918,4
96,0.010802249461803824,0.9891977505381961,4
97,0.01892402509875953,0.9810759749012404,4
98,2.1637996714184757e-08,0.9999999783620033,4
99,0.009293784111051553,0.9907062158889485,4
0,0.033472636617517516,0.9665273633824825,5
1,0.03427599874813264,0.9657240012518673,5
2,0.014876150443220996,0.985123849556779,5
3,0.013059992870587133,0.9869400071294129,5
4,3.074598418450094e-09,0.9999999969254015,5
5,0.019594451572756178,0.9804055484272438,5
6,0.04998581907074437,0.9500141809292556,5
7,0.039058786716445366,0.9609412132835546,5
8,0.01606624859277774,0.9839337514072223,5
9,0.03656940205714566,0.9634305979428543,5
10,0.029752297993857743,0.9702477020061423,5
11,0.03701808625725556,0.9629819137427444,5
12,0.9999820001611086,1.7999838891391562e-05,5
13,0.046302441161427024,0.953697558838573,5
14,0.020424614119139442,0.9795753858808606,5
15,0.05101555633827122,0.9489844436617287,5
16,0.03374813061826222,0.9662518693817378,5
17,0.02998466252856511,0.9700153374714349,5
18,0.08856861564467293,0.9114313843553271,5
19,0.0677210707138157,0.9322789292861843,5
20,0.01161934345568863,0.9883806565443114,5
21,0.053996993990053165,0.9460030060099468,5
22,0.03306563381431213,0.9669343661856878,5
23,0.025941925754667708,0.9740580742453323,5
24,0.05693698247371573,0.9430630175262843,5
25,0.05289501850898315,0.9471049814910169,5
26,0.06855197693067015,0.9314480230693298,5
27,0.02879841071392316,0.9712015892860768,5
28,0.008228121931069346,0.9917718780689306,5
29,0.028665007105372523,0.9713349928946274,5
30,0.046487944695823166,0.9535120553041768,5
31,0.011900923032284141,0.9880990769677158,5
32,0.02040158084332358,0.9795984191566764,5
33,0.07907910783732038,0.9209208921626796,5
34,0.04606695785594618,0.9539330421440538,5
35,0.04047929958591815,0.9595207004140819,5
36,0.01619911066132644,0.9838008893386736,5
37,0.08264844024827869,0.9173515597517213,5
38,0.017491054425728254,0.9825089455742717,5
39,0.08776655347873942,0.9122334465212606,5
40,0.05356843698045392,0.9464315630195461,5
41,0.06199804600793723,0.9380019539920628,5
42,0.009917823656744559,0.9900821763432555,5
43,0.012493611018012094,0.987506388981988,5
44,0.029858209313721736,0.9701417906862783,5
45,0.08747515869330909,0.9125248413066909,5
46,0.00725555076844387,0.9927444492315561,5
47,0.02285066405481368,0.9771493359451863,5
48,0.07564667336163093,0.9243533266383691,5
49,0.016739485441737353,0.9832605145582627,5
50,0.026353697637472247,0.9736463023625278,5
51,0.012339363970932018,0.987660636029068,5
52,0.012697706049548617,0.9873022939504514,5
53,0.03264997074897694,0.9673500292510231,5
54,0.04373758481385123,0.9562624151861487,5
55,0.0410039854212859,0.9589960145787141,5
56,0.04388328990435405,0.9561167100956459,5
57,0.016066871333702337,0.9839331286662977,5
58,0.03374043640158367,0.9662595635984164,5
59,0.018512545726977844,0.9814874542730222,5
60,0.030258679935187688,0.9697413200648123,5
61,0.04217553601248303,0.957824463987517,5
62,0.011996603375050572,0.9880033966249494,5
63,0.036861971243117256,0.9631380287568827,5
64,0.13376997312115937,0.8662300268788407,5
65,0.03515291546597105,0.9648470845340289,5
66,0.08097703679179968,0.9190229632082003,5
67,0.03643967880408777,0.9635603211959123,5
68,0.030725309209600857,0.9692746907903992,5
69,0.0797117709082443,0.9202882290917557,5
70,0.030855433842811874,0.9691445661571881,5
71,0.9999820001611086,1.7999838891391562e-05,5
72,0.09840955216317351,0.9015904478368265,5
73,0.03455021983155189,0.9654497801684481,5
74,0.044087509915436814,0.9559124900845631,5
75,0.04197853248746154,0.9580214675125385,5
76,0.0364396851810325,0.9635603148189675,5
77,0.16874051388033523,0.8312594861196647,5
78,0.03809310703815825,0.9619068929618417,5
79,0.27549464471392604,0.724505355286074,5
80,0.07085490845809077,0.9291450915419093,5
81,0.029384979877574307,0.9706150201224257,5
82,0.06770564287476366,0.9322943571252363,5
83,0.05184895569057989,0.9481510443094201,5
84,0.05810991779504617,0.9418900822049538,5
85,0.047827075298831206,0.9521729247011688,5
86,0.021858832827246957,0.978141167172753,5
87,0.008500660030655636,0.9914993399693444,5
88,0.040812454253418055,0.9591875457465819,5
89,0.019931716325374264,0.9800682836746257,5
90,0.01961210548201405,0.9803878945179859,5
91,0.06246801448584048,0.9375319855141595,5
92,0.014630529669979025,0.985369470330021,5
93,0.05077923568240764,0.9492207643175924,5
94,0.0153729945343994,0.9846270054656006,5
95,0.0964011945295783,0.9035988054704217,5
96,0.02612695433438836,0.9738730456656116,5
97,0.06719626990702629,0.9328037300929737,5
98,0.0666477424693206,0.9333522575306794,5
99,0.016584113672998592,0.9834158863270014,5
0,0.03384554845159028,0.9661544515484097,6
1,0.07383953900571207,0.926160460994288,6
2,0.01956447474958997,0.98043552525041,6
3,0.04616895231902235,0.9538310476809777,6
4,0.02058791115968495,0.979412088840315,6
5,0.014186355613245544,0.9858136443867545,6
6,0.012352748178140298,0.9876472518218598,6
7,1.7483987319193802e-09,0.9999999982516012,6
8,0.02056470662321512,0.9794352933767849,6
9,0.06769109351863153,0.9323089064813684,6
10,0.07383953900571207,0.926160460994288,6
11,0.016170630709269072,0.983829369290731,6
12,0.03226839752666417,0.9677316024733358,6
13,0.002826672755957236,0.9971733272440427,6
14,0.03176419201717911,0.9682358079828209,6
15,0.009618535869098848,0.9903814641309011,6
16,0.020845255775903154,0.9791547442240969,6
17,0.02308447962218207,0.9769155203778179,6
18,0.06685541471141432,0.9331445852885857,6
19,0.03889492745872174,0.9611050725412783,6
20,0.025181268011201907,0.9748187319887981,6
21,0.05894190929684281,0.9410580907031572,6
22,0.43160419953412094,0.5683958004658791,6
23,0.03533337667774813,0.9646666233222518,6
24,0.06030230313145537,0.9396976968685447,6
25,0.01323508420929632,0.9867649157907037,6
26,0.037100044994885006,0.9628999550051149,6
27,0.00785513960704771,0.9921448603929522,6
28,0.022613367066300034,0.9773866329337,6
29,0.024640965612970116,0.9753590343870299,6
30,0.05199866777206381,0.9480013322279361,6
31,0.05019528208354164,0.9498047179164584,6
32,0.032745513105698745,0.9672544868943013,6
33,0.013415640719471919,0.9865843592805281,6
34,0.00873214191465728,0.9912678580853427,6
