ML,NO.,Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,Glass (kPa)_max,sheet,feature_sum,candidate_id,retro_mean,retro_std,archived_predicted_strength,nn_dist,penalized_score
RFR-GP,2,0.0,0.5052813906643826,0.0,0.07068748451055998,0.15105430447562626,0.27297682034942733,138.20240622788393,EI,0.9999999999999962,12,100.667700203584,12.167920590193928,138.20240622788393,0.2721719128264904,83.69686339542743
RFR-GP,3,0.0,0.1394755208280519,0.45021998254641005,0.10996599804341498,0.30033849858212264,0.0,125.35031847133757,EI,0.9999999999999996,13,92.99582196665253,20.396435267439813,125.35031847133757,0.3822634456883565,67.50706650539836
RFR-GP,4,0.0,0.5862277169858116,0.0,0.08070109448767526,0.33307118852651296,0.0,272.3849964614296,EI,0.9999999999999998,14,136.9087367163655,16.65307244664553,272.3849964614296,0.2862940294544062,117.13043931486649
RFR-GP,5,0.22026767528275587,0.31950915131503504,0.0,0.13017463865850953,0.3300485347437033,0.0,104.45859872611464,EI,1.0000000000000038,15,92.73628108442003,17.392626158467987,104.45859872611464,0.14047458915268246,78.42098443907874
RFR-GP,6,0.0,0.6694037395676202,0.1801772670242751,0.08059419584412708,0.06982479756398181,0.0,110.85633404104742,EI,1.0000000000000042,16,97.5803732754496,13.91940380671062,110.85633404104742,0.14991582805937215,84.6240382497194
RFR-GP,7,0.09019319805734387,0.6394575527072175,0.0,0.07022192728620198,0.20012732194923546,0.0,205.1238499646143,EI,0.9999999999999988,17,110.67778980579135,16.60054568072837,205.1238499646143,0.1492005389083859,96.40949540909173
RFR-GP,8,0.12007216990540996,0.499946645104958,0.0,0.06998318899510875,0.30999799599452477,0.0,258.1740976645435,EI,1.0000000000000013,18,117.93331562700894,16.59756303899065,258.1740976645435,0.20949047350751948,101.25491516721283
RFR-GP,9,0.0,0.48425920995183225,0.0,0.09102000698981905,0.4247207830583444,0.0,197.76362349610758,EI,0.9999999999999957,19,131.239634251008,13.820492053076011,197.76362349610758,0.3443591987947665,110.55502027267933
RFR-GP,10,0.0,0.6800526006189997,0.0,0.09985284603006436,0.2200945533509406,0.0,321.18895966029726,EI,1.0000000000000047,20,114.03443897583358,16.205909884208197,321.18895966029726,0.21408793444241303,97.36796665603296
GP-GP,1,0.0,0.2695054826505967,0.0499425117731952,0.12008353248247922,0.3505987978332005,0.20986967526052855,95.96602972399151,EI,1.0000000000000002,21,104.79938880064701,19.929585365514445,95.96602972399151,0.3177929250720949,82.12287911500599
GP-GP,2,0.0,0.43921356343284346,0.0,0.05996213303292419,0.13983642447619687,0.3609878790580323,72.13021939136588,EI,0.9999999999999969,22,98.71427545732912,11.71948363137878,72.13021939136588,0.3012899458216209,80.80293580877489
GP-GP,3,0.0,0.6866802313494658,0.0,0.10116700465156638,0.21215276399897148,0.0,216.1641896673744,EI,1.0000000000000036,23,114.03443897583358,16.205909884208197,216.1641896673744,0.2113939098888878,97.47572763817396
GP-GP,4,0.0,0.6696058409186365,0.0,0.10017596063123838,0.17015598826332723,0.06006221018679824,169.6815286624204,EI,1.0000000000000002,24,112.88236543226908,16.23577250405847,169.6815286624204,0.19373065936783615,97.0152528055264
GP-GP,5,0.0,0.6921834555062866,0.0,0.10968910475579655,0.16839063220806516,0.029736807529850716,248.54918612880397,EI,0.999999999999999,25,112.7242185548483,15.93786036836718,248.54918612880397,0.19445168944938696,96.97722079268924
GP-GP,6,0.0,0.6805383235345969,0.0,0.10992958475014866,0.14978719904546114,0.05974489266979317,164.41613588110403,EI,0.9999999999999999,26,111.98096457449451,16.061324341948183,164.41613588110403,0.19051304328576113,96.32978067208997
GP-GP,7,0.03981297918803201,0.15005038298283863,0.3800101218052041,0.11010533715715531,0.32002117886676795,0.0,109.32767162066526,EI,0.999999999999998,27,92.37428871768707,20.68321507359519,109.32767162066526,0.35060170324113143,68.00861305124421
GP-GP,8,0.0,0.6802319727129349,0.0,0.0999317619993385,0.16994452648896496,0.04989173879876124,134.80537862703468,EI,0.9999999999999996,28,112.85591372150357,16.21556534031903,134.80537862703468,0.1937263096989522,96.99907866338596
GP-GP,9,0.0,0.6698724083478642,0.0,0.09992410157279753,0.16034664571542787,0.06985684436391423,193.97027600849256,EI,1.0000000000000038,29,113.37875292147255,16.016713814317825,193.97027600849256,0.19309669917668004,97.64652804724643
GP-GP,10,0.0,0.729439933008693,0.0,0.11007404150995177,0.1400028008912618,0.020483224590092084,199.34890304317057,EI,0.9999999999999988,30,112.80093090113246,15.957331319667503,199.34890304317057,0.20079945075496472,96.79028721110012
GP-RFR,1,0.0692378865429358,0.3269641513459878,0.029726709642903068,0.3369543479492612,0.22736798017860224,0.009748924340310007,110.2901627742392,EI,1.0000000000000002,31,68.40347023471571,14.89850117109302,110.2901627742392,0.2609640865441126,50.5156561874047
GP-RFR,2,0.06043102568664179,0.28979046121354424,0.02962688890561993,0.05000242158040647,0.10002218431185886,0.47012701830192644,48.69072894550602,EI,0.9999999999999978,32,68.51887880798425,18.08908028065228,48.69072894550602,0.3128880467937466,46.95881679590825
GP-RFR,3,0.04972352737245708,0.2400799631010814,0.029760912926648043,0.08012129801856045,0.28995971170185686,0.31035458687939654,74.11181882519462,EI,1.0000000000000004,33,96.61918908342685,17.435772108492827,74.11181882519462,0.3464742069675304,74.04233475047923
GP-RFR,4,0.10061024173575601,0.4097312981358741,0.0496967656056116,0.04997852531172399,0.21021552666374288,0.17976764254729177,130.72894550601558,EI,1.0000000000000004,34,89.12548226239377,18.78693685852378,130.72894550601558,0.18204293449523415,72.45029645332252
GP-RFR,5,0.07887924971028838,0.5152114137076993,0.03967127739027571,0.03952070717234672,0.3066737384252711,0.020043613594118773,254.04104741684358,EI,1.0,35,106.09825570688952,20.7558984715938,254.04104741684358,0.2405341779022205,86.0989393550038
GP-RFR,6,0.059479369946234685,0.15959700831454746,0.11013292957208375,0.1702466547149691,0.37014010177039636,0.13040393568176872,136.2208067940552,EI,1.0,36,80.78071727536772,20.54442994654636,136.2208067940552,0.21459222300351294,61.924813381954024
GP-RFR,7,0.020486070904598756,0.3202515436670955,0.03969950138638956,0.040535607064567845,0.0600045549268573,0.5190227220504914,74.73460721868365,EI,1.0000000000000004,37,62.93605694775815,17.824479575512704,74.73460721868365,0.3639180367906433,39.46709568837606
GP-RFR,8,0.19012443032465587,0.13013187366362483,0.08983645080346277,0.16996133637818892,0.3302152284339405,0.08973068039612707,102.64685067232838,EI,1.0,38,72.82606434309184,22.939204531974607,102.64685067232838,0.11679833242903091,56.6845287799433
GP-RFR,9,0.11973067162975046,0.09030057988743488,0.10973673846413708,0.07998922755566634,0.15020440509944688,0.45003837736356406,42.40622788393489,EI,0.9999999999999998,39,72.67893694340563,13.917113952023387,42.40622788393489,0.27537373972551116,54.70543037837349
GP-RFR,10,0.119716575156047,0.1496158631863494,0.06968073195358354,0.11989999951338076,0.23020479110423533,0.3108820390864083,63.467799009200284,EI,1.0000000000000044,40,75.39454573166151,14.13726354549593,63.467799009200284,0.2638625211636636,57.771413112367
ENU-RFR,1,0.0076698542810283024,0.5908194969948446,0.09188271945307903,0.09522713289899284,0.18602374527201085,0.02837705110004133,118.55626326963906,EI,0.9999999999999969,41,127.16493641405066,10.5016226059454,118.55626326963906,0.15263479636758756,115.80873325637447
ENU-RFR,2,0.13200113246503298,0.5865731464642919,0.00728738191315575,0.07534488114498074,0.09658101745493361,0.10221244055760915,111.76220806794055,EI,1.0000000000000042,42,130.73815176184718,10.44848552999851,111.76220806794055,0.12538911937727923,120.49834422175675
ENU-RFR,3,0.03287831731405658,0.5899099580820163,0.08876638694710208,0.08851667303787093,0.1493610329381764,0.05056763168077526,111.76220806794055,EI,0.9999999999999974,43,122.39929019878593,10.710306981594739,111.76220806794055,0.12010755063899474,112.23983468242878
ENU-RFR,4,0.04770007044429061,0.5916451262972285,0.03582745648021076,0.07729956754504155,0.14629059011329415,0.10123718911993332,102.30714791224345,EI,0.9999999999999989,44,123.30389409421727,15.164279579416311,102.30714791224345,0.1524372216078572,109.62426544019483
ENU-RFR,5,0.03580603356186929,0.5899208919997038,0.020893913662986967,0.11540058049161582,0.17234749165836813,0.06563108862545615,122.12314225053079,EI,1.0000000000000002,45,124.83870179389274,11.549779238945549,122.12314225053079,0.15565501355980063,112.83761163202794
ENU-GP,1,0.0031130972360894145,0.5209649133930009,0.20697117125103442,0.09989648142802053,0.16687887720925684,0.0021754594825963455,91.38004246284501,EI,0.9999999999999986,46,110.91757084474594,9.316677394238303,91.38004246284501,0.19171341429186112,98.59069557595234
ENU-GP,2,0.01528745814645494,0.5784187222625344,0.08897746101655464,0.0984151012073523,0.1808930094039388,0.03800824796316653,136.10757254069355,EI,1.0000000000000018,47,127.53111788474739,8.029232986893621,136.10757254069355,0.14596428926689287,117.67792982062487
ENU-GP,3,0.002746382260607573,0.4926767687012718,0.1597665411373265,0.10694259813533503,0.211762013940233,0.02610569582522884,61.59943382873319,EI,1.0000000000000027,48,107.95299554024662,9.022015837536806,61.59943382873319,0.20662595584309515,95.17694938775442
ENU-GP,4,0.0005236960839860138,0.4599714558299957,0.2037498977332164,0.10388369722589721,0.17864989944769813,0.05322135367920881,114.93276716206653,EI,1.0000000000000022,49,105.38467847560999,7.4850061387291085,114.93276716206653,0.1815280892664036,94.38105183558929
ENU-GP,5,0.0019028579845820554,0.5729514090767938,0.03579944059130187,0.09798032458636836,0.14406670643449396,0.14729926132645627,127.95470629865534,EI,0.9999999999999962,50,118.57847104262555,12.099715005802663,127.95470629865534,0.19690246409122908,104.65251497607505
CLMax,1,0.2727129961052581,0.5251512121670532,0.050324860710620076,0.070913586061738,0.08089734495533045,0.0,123.42533616418967,EI,0.9999999999999998,51,78.32017743556636,8.825876736774156,123.42533616418967,0.12068360393822113,69.07989490965045
CLMax,2,0.1103522089490435,0.6299497149346583,0.04962589054630663,0.10004691836928029,0.08988259918717295,0.02014266801353781,132.88039631988676,EI,0.9999999999999994,52,104.68176074618809,14.727565962805501,132.88039631988676,0.05565575436803199,95.09174759006406
CLMax,3,0.09035686515760608,0.6898391619437658,0.059721829623666796,0.10015022979378264,0.05993191348118345,0.0,128.29440905874026,EI,1.0000000000000049,53,98.12754314209214,14.06211376995653,128.29440905874026,0.09165431549996848,87.43031363711513
CLMax,4,0.1198642120418433,0.4502153809025771,0.0699297442560839,0.08027117818202543,0.24001053482350546,0.03970894979396501,121.21726822363765,EI,1.0000000000000002,54,112.0697266814711,11.59128568771126,121.21726822363765,0.19377629539023372,98.52303202200612
CLMax,5,0.0,0.6970201882454375,0.010083299571405182,0.09070948756969056,0.10152379394381653,0.10066323066964568,145.84571832979475,EI,0.9999999999999954,55,116.23680112037178,16.624515868878266,145.84571832979475,0.1967534564369377,100.05440492845514
CLMin,1,0.0,0.3695976102710987,0.0,0.1399349291370532,0.4795553630002681,0.01091209759157822,198.21656050955414,EI,0.9999999999999982,56,121.30808584098509,13.729217832433468,198.21656050955414,0.33125775905627364,101.1931665625174
CLMin,2,0.0,0.19937068821830842,0.3707979399755839,0.09005216776364515,0.2803564407674301,0.05942276327502887,120.87756546355273,EI,0.9999999999999964,57,95.68286079697081,18.53475506615993,120.87756546355273,0.34209186967314986,72.73180847696486
CLMin,3,0.0,0.1801339715215124,0.0702086980601118,0.07013239349779174,0.2499423835321699,0.42958255338840984,71.56404812455767,EI,0.9999999999999958,58,75.6599318560022,14.141632146605376,71.56404812455767,0.37410905841019604,53.62475344629166
CLMin,4,0.0,0.3201491503123386,0.009693408996871882,0.15022111775922764,0.5199363229315608,0.0,171.0403397027601,EI,0.9999999999999989,59,118.84048848342486,14.414920449506806,171.0403397027601,0.3277107566854863,98.52459799125201
CLMin,5,0.0,0.2401486532429544,0.10994940264700406,0.060495335836426675,0.22988132841259373,0.3595252798610205,123.42533616418967,EI,0.9999999999999993,60,84.85018873405242,14.259773128682669,123.42533616418967,0.3470964411861533,63.836444522264955
LP_df,1,0.08012643627304614,0.5898369082531372,0.03976721977444278,0.13021460556611913,0.150088490271766,0.009966339861488887,115.32908704883228,EI,1.0000000000000002,61,124.9067720300998,11.96248655259678,115.32908704883228,0.09582621928694159,115.09247998232375
LP_df,2,0.09056945837772513,0.5554798455143414,0.04035248524031987,0.13133097685608386,0.15185796847644026,0.030409265535089748,107.2894550601557,EI,1.0000000000000002,62,116.87940914555209,11.570184491605337,107.2894550601557,0.10205280057137346,107.01220487689447
LP_df,3,0.14918261129691582,0.2305265980696533,0.08040810554340597,0.17988833818832858,0.35999434690169185,0.0,139.7876857749469,EI,0.9999999999999956,63,89.53770615108849,22.48617759099383,139.7876857749469,0.0838577195274819,74.94030857449229
LP_df,4,0.2601666954743901,0.24978520813496735,0.3099899812379255,0.1800581151527174,0.0,0.0,92.90870488322717,EI,1.0000000000000002,64,50.38908819466761,9.304654855648966,92.90870488322717,0.13437708917240396,40.36167719994697
LP_df,5,0.0504726611021973,0.4294863343830935,0.0,0.22978090922018446,0.2800003853226403,0.010259709971881196,116.80113234253362,EI,0.9999999999999968,65,99.53346662542097,11.991250259949643,116.80113234253362,0.27354799364213206,82.59592174976086
LP_df,6,0.08979049976874494,0.5440134459076447,0.03991615583699945,0.13852357302346827,0.1283401472353059,0.0594161782278392,120.36801132342534,EI,1.0000000000000027,66,115.99533852842737,11.847360648294975,120.36801132342534,0.10935253370496659,105.69755685608122
LP_df,7,0.12951825842145334,0.10864140108359957,0.20762502728673082,0.19788827089047695,0.31676702851550625,0.0395600138022286,87.64331210191082,EI,0.9999999999999954,67,74.11109760408726,19.681629185286436,87.64331210191082,0.17948120457005787,57.09103482864174
LP_df,8,0.07971471450684928,0.4901409634787216,0.0,0.1497001443367709,0.13042011805730983,0.15002405962034493,139.95753715498938,EI,0.9999999999999966,68,106.84515089090507,11.928387750668438,139.95753715498938,0.19610757806180612,93.03665389309862
LP_df,9,0.0707870459290299,0.5254581081837406,0.0504040735510668,0.14136330700685024,0.1813954868114702,0.030591978517842608,153.82873319179052,EI,1.0000000000000002,69,114.55001643219725,12.063634838112042,153.82873319179052,0.13765288601815615,103.01208357241498
LP_df,10,0.059071364764711795,0.5443228784748599,0.009804760079407358,0.11942060997329142,0.17835439680695842,0.0890259899007709,112.27176220806794,EI,0.9999999999999998,70,117.7499681536938,12.303878318755155,112.27176220806794,0.16915898031766108,104.83166978160978
old-SM-GP,1,0.020046971580007317,0.25027701084467574,0.0295662478169173,0.1198353405487493,0.30976504389277365,0.2705093853168772,153.5456475583864,EI,1.0000000000000004,71,99.75975973081879,19.458891006992346,153.5456475583864,0.34761252056669767,76.1258134046547
old-SM-GP,2,0.0,0.6598139129682237,0.0,0.11010760323534784,0.23007848379642823,0.0,269.10120311394195,EI,0.9999999999999998,72,113.43562154842633,16.158581144846778,269.10120311394195,0.2171838476583789,96.66897706966778
old-SM-GP,3,0.0,0.7799311208741685,0.0,0.10026676420724634,0.11980211491858285,0.0,247.0205237084218,EI,0.9999999999999977,73,113.75353889284244,16.09484786657869,247.0205237084218,0.22623937460553192,96.65653997533182
old-SM-GP,4,0.0,0.0,0.09019987158269828,0.13068486508832255,0.6793115071894001,0.09980375613957554,105.19462137296532,EI,0.9999999999999964,74,101.85045981891572,15.487754148761312,105.19462137296532,0.41942915622919585,77.32941649536724
old-SM-GP,5,0.0,0.4309329430216968,0.0,0.17970950741575445,0.389357549562547,0.0,189.83722576079265,EI,0.9999999999999982,75,119.82488440631064,14.201967718338356,189.83722576079265,0.3357910668267904,99.29225787406986
old-SM-GP,6,0.0,0.7496097843652806,0.0,0.09990444682738794,0.15048576880732684,0.0,252.965322009908,EI,0.9999999999999953,76,113.69240338675118,16.08945243238719,252.965322009908,0.2129383618608334,97.13014269612425
old-SM-GP,7,0.0,0.6199656655199758,0.0,0.14991526075534467,0.23011907372468274,0.0,260.38216560509557,EI,1.000000000000003,77,112.81008681896381,16.948736717300164,260.38216560509557,0.2161078112208385,95.69140601148018
old-SM-GP,8,0.0,0.6236185243788649,0.0,0.09925911223269186,0.2771223633884463,0.0,216.05095541401275,EI,1.000000000000003,78,118.11741479471979,17.781404583853643,216.05095541401275,0.2441839557055756,99.45935427456993
old-SM-GP,9,0.0,0.670098009545836,0.0,0.12023606117082955,0.06983834577647466,0.13982758350685942,167.64331210191082,EI,0.9999999999999996,79,98.4159849771239,13.493104706283486,167.64331210191082,0.21013320875936894,83.2641042736074
old-SM-GP,10,0.14996299355778708,0.22960385468129363,0.20996598236824385,0.11023387722483045,0.30023329216784966,0.0,90.70063694267516,EI,1.0000000000000047,80,101.76174102928356,21.62755949740961,90.70063694267516,0.15723776555273924,84.65845065846918
RFR-GP-2rd-ei,1,0.0,0.5501050144621554,0.0,0.06018156396831008,0.3098132536408657,0.07990016792866723,221.20311394196744,EI,0.9999999999999984,81,123.52067612683852,16.2020560025866,221.20311394196744,0.28297387582218125,104.10069309265798
RFR-GP-2rd-ei,2,0.3701803627954613,0.3896137273547119,0.0,0.030062217070744975,0.2101436927790818,0.0,130.89879688605802,EI,1.0,82,41.199131048455484,14.863383715432533,130.89879688605802,0.0610126594485907,31.32693281279559
RFR-GP-2rd-ei,3,0.20181492051173947,0.1819184218616567,0.20208277751936538,0.20180251893718562,0.010060494404668956,0.20232086676538388,47.8414720452937,EI,1.0,83,38.941299194066765,13.149238216474847,47.8414720452937,0.13633463307847,26.913294762690544
RFR-GP-2rd-ei,4,0.0,0.0501938722332982,0.0,0.31981147125166814,0.3103333570670893,0.31966129944794835,78.47133757961784,EI,1.000000000000004,84,45.48592946875246,17.26508481281837,78.47133757961784,0.42710435310073125,19.769212938314023
RFR-GP-2rd-ei,5,0.24995476525952784,0.029923659141684218,0.0,0.25013332887103407,0.22017000963190225,0.249818237095852,99.30644019815995,EI,1.0000000000000004,85,28.13088898419675,13.847967413910801,99.30644019815995,0.30052728296460585,9.185813958657118
RFR-GP-2rd-ei,6,0.0,0.02975272589343195,0.3501179384372687,0.35011143647983567,0.27001789918946384,0.0,89.7381457891012,EI,1.0,86,36.29148049836769,17.006863725464008,89.7381457891012,0.3992412603732348,11.818398220706293
RFR-GP-2rd-ei,7,0.0,0.42013150127315646,0.0,0.06993398264353465,0.12991557197333822,0.3800189441099705,69.52583156404812,EI,0.9999999999999999,87,98.78291546115258,11.911361599633455,69.52583156404812,0.31138386116811334,80.37188021461131
RFR-GP-2rd-ei,8,0.0,0.17174129687129278,0.1112116642900712,0.32304861041807176,0.2322458105515182,0.16175261786904635,97.0417551309271,EI,1.0000000000000002,88,49.361658476496906,13.868794620984943,97.0417551309271,0.30919376604438975,30.059510524228845
RFR-GP-2rd-ei,9,0.0,0.2621089769835839,0.2627249266170682,0.10088139072587356,0.111220656174369,0.2630640494991074,107.79900920028308,EI,1.000000000000002,89,82.69456726917863,11.929002963156629,107.79900920028308,0.30018401059412825,64.72270536383519
RFR-GP-2rd-ei,10,0.0,0.17171288689817044,0.0,0.32343811526525434,0.020201004379958185,0.4846479934566174,3.113941967445152,EI,1.0000000000000004,90,35.120110598819885,14.501877976157726,3.113941967445152,0.3287841806597198,14.717804384352227
GP-GP-2rd-ei,1,0.0,0.5501050144621554,0.0,0.06018156396831008,0.3098132536408657,0.07990016792866723,221.20311394196744,EI,0.9999999999999984,91,123.52067612683852,16.2020560025866,221.20311394196744,0.28297387582218125,104.10069309265798
GP-GP-2rd-ei,2,0.009907477744653136,0.605806079851102,0.0,0.060777477665002556,0.3235089647392457,0.0,263.722576079264,EI,1.0000000000000033,92,118.68108046885193,21.281995117023843,263.722576079264,0.27620479165175127,96.99189124426995
GP-GP-2rd-ei,3,0.0,0.43561740465979504,0.0,0.07916516851010148,0.13866238875747197,0.346555038072632,105.19462137296532,EI,1.0000000000000004,93,101.41827276811075,12.2480283908756,105.19462137296532,0.2975804669850883,83.39103989326942
GP-GP-2rd-ei,4,0.0,0.6361065807886185,0.0,0.13159196232562578,0.2323014568857508,0.0,239.26397735314933,EI,0.999999999999995,94,113.3685614021158,16.16436890152375,239.26397735314933,0.2178055603017066,96.57415453928567
GP-GP-2rd-ei,5,0.0,0.629477516904649,0.0,0.060727362401018864,0.30979512069433035,0.0,281.6135881104034,EI,0.9999999999999982,95,120.23354152675631,20.259107955660564,281.6135881104034,0.2718286968331139,99.23083967560147
GP-GP-2rd-ei,6,0.0,0.610219200084122,0.0,0.050019276625789845,0.3397615232900878,0.0,253.70134465675866,EI,0.9999999999999997,96,103.65781234461008,22.06457185044715,253.70134465675866,0.2956677825742891,80.79881511641494
GP-GP-2rd-ei,7,0.0,0.6500774895758523,0.0,0.009903284052116578,0.3400192263720315,0.0,152.9794762915782,EI,1.0000000000000004,97,66.04783386158704,20.277617824758536,152.9794762915782,0.30528902114922296,43.69746410323885
GP-GP-2rd-ei,8,0.0,0.6402880697187442,0.0,0.04991790454403562,0.30979402573722414,0.0,241.13234253361642,EI,1.000000000000004,98,104.14996539536597,21.420526881619843,241.13234253361642,0.2732298098547534,82.5105095603659
GP-GP-2rd-ei,10,0.0,0.3895955545517673,0.0,0.12995037241871144,0.480454073029521,0.0,197.53715498938428,EI,0.9999999999999998,99,121.9554370072918,13.52421045125968,197.53715498938428,0.3433471583072055,101.45944544937375
RFR-GP-3rd-ei,1,0.0,0.539657245652324,0.0,0.06001198946971338,0.25011739945820494,0.15021336541975822,101.3446567586695,EI,1.0000000000000004,100,111.68300172138338,12.19496132059578,101.3446567586695,0.2542402891676463,95.41590949437963
RFR-GP-3rd-ei,2,0.0,0.6097371466101064,0.0,0.08000005423721657,0.31026279915267724,0.0,229.69568294409058,EI,1.0000000000000002,101,126.0124324307372,22.03155453872351,229.69568294409058,0.2688439263321132,104.24289810809093
RFR-GP-3rd-ei,3,0.0,0.3026869124989193,0.0,0.1618195430236925,0.2628894011568846,0.27260414332050337,160.2830856334041,EI,0.9999999999999998,102,80.29607916298423,13.616047323019274,160.2830856334041,0.35518375047816914,59.28070548234783
RFR-GP-3rd-ei,4,0.0,0.17199235049354533,0.29250104540001787,0.07076399516267774,0.20260652106431945,0.2621360878794392,100.89171974522293,EI,0.9999999999999996,103,72.91314209499737,12.371116620681443,100.89171974522293,0.3682336048327762,51.998239591345595
RFR-GP-3rd-ei,5,0.23972116144187364,0.33040906267370485,0.0,0.050020296541016175,0.1498795124718861,0.2299699668715189,91.04033970276008,EI,0.9999999999999997,104,59.45887230865721,15.72736538539367,91.04033970276008,0.14445771771629268,45.81688090730867
RFR-GP-3rd-ei,6,0.0,0.24995972002507869,0.18005513403863244,0.19010301623658046,0.3798821296997081,0.0,127.67162066525124,EI,0.9999999999999996,105,98.39014633595043,21.771103647347026,127.67162066525124,0.2478685227467732,77.589853602406
RFR-GP-3rd-ei,8,0.0,0.4255505410460293,0.0,0.1385728403353752,0.38646157877441417,0.04941503984418106,117.310686482661,EI,0.9999999999999998,106,125.65992844034767,13.560691923384724,117.310686482661,0.3312899153348964,105.62798586525946
RFR-GP-3rd-ei,9,0.0,0.29695967595683287,0.0,0.20782084610479792,0.2973125132243898,0.1979069647139796,155.07430997876858,EI,1.0000000000000002,107,86.03615949902051,17.413234879842733,155.07430997876858,0.32398931378880746,64.36996950754684
RFR-GP-3rd-ei,10,0.0,0.2571294056185233,0.08910149880558355,0.1388090323697133,0.2574712241366586,0.25748883906952114,74.50813871196037,EI,1.0,108,91.66729363218435,15.080498697014374,74.50813871196037,0.3459121655687023,70.29055766092907
GP-GP-3rd-ei,1,0.0,0.5444484379756863,0.0,0.0603759927335358,0.25242859298617726,0.14274697630459565,101.6277423920736,EI,0.999999999999995,109,111.57250103020519,12.07449264637825,101.6277423920736,0.2539086956677935,95.37890688030433
GP-GP-3rd-ei,2,0.0,0.6097371466101064,0.0,0.08000005423721657,0.31026279915267724,0.0,229.69568294409058,EI,1.0000000000000002,110,126.0124324307372,22.03155453872351,229.69568294409058,0.2688439263321132,104.24289810809093
GP-GP-3rd-ei,3,0.0,0.3401435950239107,0.0,0.04989582013950206,0.1597702147754518,0.4501903700611349,75.1309271054494,EI,0.9999999999999996,111,74.63760936064875,18.781487739259067,75.1309271054494,0.36456958108546933,50.66408224760045
GP-GP-3rd-ei,4,0.0,0.6502067967256617,0.0,0.08003454420927895,0.2697586590650559,0.0,245.0955414012739,EI,0.9999999999999966,112,115.65092474149796,17.281041067939388,245.0955414012739,0.24138484197668023,97.35501052846107
GP-GP-3rd-ei,5,0.0,0.27740164771459935,0.0,0.14838874224588267,0.23782970219464653,0.33637990784487287,109.95046001415429,EI,1.0000000000000013,113,85.7530260496093,13.608278286249075,109.95046001415429,0.3513004546200716,64.89686872168191
GP-GP-3rd-ei,6,0.0,0.6299155888485775,0.0,0.05005227827225272,0.32003213287917,0.0,200.08492569002124,EI,1.0,114,104.1245605593065,21.39235451579535,200.08492569002124,0.28107188852042897,82.18550776059166
