Country,mean_cri,mean_slr,high_risk_pct,very_high_pct,n_points
Mauritius,3.923076923076923,8.097435897435899,100.0,92.3076923076923,26
Mexico,3.921584263689527,9.186842105263159,87.71929824561403,76.04997341839447,3762
Japan,3.913978494623656,9.062724014336919,97.84946236559139,93.54838709677419,93
"Tanzania, United Republic of",3.864734299516908,8.071417069243155,100.0,85.99033816425121,414
Sudan,3.85,7.0525,100.0,85.0,40
Guatemala,3.7846153846153845,8.794102564102564,100.0,78.46153846153847,130
Mozambique,3.705503931379557,8.204169644984512,87.3481057898499,74.69621157969979,1399
Viet Nam,3.6912,7.8268,96.24000000000001,76.48,1250
Cambodia,3.684887459807074,7.891425509110397,97.7491961414791,70.7395498392283,311
Puerto Rico,3.6551724137931036,8.432567049808428,100.0,65.51724137931035,87
Turks and Caicos Islands,3.6153846153846154,8.38846153846154,100.0,61.53846153846154,26
China,3.57396449704142,8.109270216962525,94.37869822485207,63.01775147928994,338
Trinidad and Tobago,3.5675675675675675,8.033333333333335,100.0,56.75675675675676,74
Dominican Republic,3.471830985915493,8.277230046948356,99.29577464788733,47.88732394366197,142
Haiti,3.4464285714285716,8.511904761904761,87.5,55.35714285714286,112
Papua New Guinea,3.2798020692757537,6.967356425251163,85.02024291497976,32.613585245164195,2223
Bangladesh,3.232291254451919,8.32845271072418,79.42223981005144,55.045508508112384,2527
Eritrea,3.088757396449704,7.134516765285996,63.905325443786985,44.97041420118343,169
Guadeloupe,3.07,6.865333333333333,100.0,7.000000000000001,100
"Taiwan, Province of China",3.0,8.472514619883041,61.40350877192983,36.84210526315789,57
Dominica,3.0,6.8,100.0,0.0,9
"Venezuela, Bolivarian Republic of",2.9472025216706066,7.977882847386394,84.94877856579984,9.771473601260835,1269
United Arab Emirates,2.923076923076923,6.468024132730015,93.21266968325791,0.0,221
El Salvador,2.8783783783783785,8.001351351351351,80.4054054054054,7.4324324324324325,148
Indonesia,2.8291406865906974,7.864303972861273,48.86404357485845,28.768006880240808,13953
Guyana,2.611111111111111,8.030976430976432,61.111111111111114,0.0,198
Thailand,2.581589958158996,8.460111576011158,46.10878661087866,12.05020920502092,1195
Egypt,2.5795454545454546,6.963257575757575,56.81818181818182,5.681818181818182,88
New Caledonia,2.539192399049881,7.646001583531276,51.306413301662715,2.6128266033254155,421
Malaysia,2.536798336798337,7.77920997920998,49.854469854469855,9.896049896049897,2405
Myanmar,2.464697738809414,7.552253499461622,41.393631748961695,5.0761421319796955,2167
Panama,2.4552332912988653,7.922908785203868,41.36191677175284,4.16141235813367,793
French Guiana,2.42911877394636,8.045849297573435,42.911877394636015,0.0,261
Kenya,2.402061855670103,7.863917525773196,30.927835051546392,9.278350515463918,194
Suriname,2.3358490566037737,7.951069182389937,33.58490566037736,0.0,265
Brazil,2.3328993862748746,7.988407414295457,20.848056537102476,12.441882090384974,5377
Sri Lanka,2.1517412935323383,7.812686567164179,14.676616915422885,0.4975124378109453,402
Saudi Arabia,2.0606060606060606,6.724377104377104,21.616161616161616,0.0,495
Brunei Darussalam,2.0185185185185186,8.037037037037036,1.8518518518518516,0.0,54
Costa Rica,2.009009009009009,8.136486486486488,0.45045045045045046,0.45045045045045046,222
Cameroon,2.0,7.61435732187612,0.0,0.0,931
Benin,2.0,7.866666666666666,0.0,0.0,45
Angola,2.0,7.893233082706766,0.0,0.0,266
Guinea,2.0,7.681065759637189,0.0,0.0,882
Somalia,2.0,7.810062893081761,0.0,0.0,53
South Africa,2.0,8.091964285714287,0.0,0.0,112
Sierra Leone,2.0,7.848374575448812,0.0,0.0,687
Singapore,2.0,7.65,0.0,0.0,2
Nigeria,2.0,7.768449197860963,0.0,0.0,3179
Gambia,2.0,7.562172284644196,0.0,0.0,267
Ghana,2.0,8.067375886524824,0.0,0.0,188
Guinea-Bissau,2.0,7.631422331422332,0.0,0.0,1221
Côte d'Ivoire,2.0,7.899635036496351,0.0,0.0,274
Djibouti,2.0,7.264516129032257,0.0,0.0,31
"Congo, The Democratic Republic of the",2.0,7.835159817351599,0.0,0.0,73
Congo,2.0,7.846886446886447,0.0,0.0,91
Equatorial Guinea,2.0,7.703100775193799,0.0,0.0,86
Bermuda,2.0,7.466666666666668,0.0,0.0,14
Gabon,2.0,7.8182373472949385,0.0,0.0,764
Kiribati,2.0,8.46923076923077,0.0,0.0,13
Sao Tome and Principe,2.0,8.299999999999999,0.0,0.0,3
Senegal,2.0,7.66831450094162,0.0,0.0,708
Togo,2.0,7.848958333333333,0.0,0.0,32
Mauritania,2.0,7.533333333333333,0.0,0.0,13
Liberia,2.0,7.9220551378446125,0.0,0.0,266
New Zealand,2.0,7.871871127633209,0.0,0.0,269
Colombia,1.9948453608247423,8.094639175257733,3.814432989690722,1.8556701030927836,970
Bahrain,1.9574468085106382,6.56808510638298,0.0,0.0,47
Yemen,1.8873239436619718,7.190610328638498,0.0,0.0,71
Qatar,1.859504132231405,6.6000000000000005,5.785123966942149,0.0,121
India,1.6524590163934427,6.890109289617487,21.9672131147541,2.2131147540983607,2440
"Iran, Islamic Republic of",1.514018691588785,6.49563862928349,13.551401869158877,0.0,214
Oman,1.4313725490196079,6.801633986928104,6.862745098039216,0.0,102
Peru,1.1875,6.967361111111111,0.0,0.0,48
Ecuador,1.1002949852507375,6.9274336283185844,0.0,0.0,678
Pakistan,1.0,6.289371980676329,0.0,0.0,69
