feature,clean_feature,spearman_rho,spearman_abs,spearman_p,mutual_information,anova_F,anova_p,trajectory_eta2,variance,spearman_abs_z01,mutual_information_z01,trajectory_eta2_z01,dynamic_score
Int_Med_AKT_cyto,Med_AKT,0.5277090749728307,0.5277090749728307,1.1398906507548469e-197,0.3227876255549065,162.42572177553785,2.222508452369682e-201,0.2924346414067916,1.000000000000004,0.7558722227196856,0.8580476462614429,0.5636247124881284,0.7531841189129892
Int_Med_RB_cell,Med_RB,0.6299602664330158,0.6299602664330158,4.994739697621717e-305,0.32303722010756175,41.28482030648556,1.2777284344703282e-55,0.09506392665843083,1.0,0.9033911391097501,0.8587111290020139,0.17368272129679277,0.741811452009451
Int_Med_p16_cyto,Med_p16,0.5783914404046446,0.5783914404046446,3.942485206239446e-246,0.2534494997308743,180.70259372911678,1.220694386367311e-220,0.3149760794256379,1.0000000000000069,0.828992227697796,0.6737301230688744,0.6081594512744356,0.7304839357930013
Int_Med_p16_ring,Med_p16_ring,0.5783914404046446,0.5783914404046446,3.942485206239446e-246,0.25268512195475346,180.70259372911678,1.220694386367311e-220,0.3149760794256379,1.0000000000000069,0.828992227697796,0.6716982219062214,0.6081594512744356,0.7297727703860728
Int_Med_cJun_cell,Med_cJun,0.6143364400001394,0.6143364400001394,5.027799382580935e-286,0.28689935768459573,61.69797499587916,1.1253670556745258e-82,0.13569001488611931,1.0000000000000175,0.880850473203262,0.7626479427517983,0.2539469983858096,0.7140988925817592
Int_Med_RB_cyto,Med_RB,0.6101595611045846,0.6101595611045846,4.0026504067918315e-281,0.27193018784192446,78.83600760745642,1.494675203603185e-104,0.16708349158685645,0.9999999999999931,0.8748244441686301,0.7228562657074531,0.31597056064889306,0.7098648050032708
Int_Med_RB_ring,Med_RB_ring,0.6101595611045846,0.6101595611045846,4.0026504067918315e-281,0.2687207066716759,78.83600760745642,1.494675203603185e-104,0.16708349158685645,0.9999999999999931,0.8748244441686301,0.7143246878344849,0.31597056064889306,0.7068787527477319
Int_MeanEdge_p38_cell,p38,0.555420330163481,0.555420330163481,3.957155093381459e-223,0.21673497517381435,174.73582121184617,2.0278751692214536e-214,0.3077766360397485,0.9999999999999987,0.795851554785709,0.5761340292730341,0.5939356324422331,0.6785672363875777
Int_Med_Bcl2_cyto,Med_Bcl2,0.5128262351693608,0.5128262351693608,6.063452246169627e-185,0.2526200066111395,143.7273264803155,5.108652828656672e-181,0.26778462617663396,0.9999999999999915,0.734400586357681,0.6715251295603565,0.5149240932802616,0.6684988778631336
Int_Med_pS6_cyto,Med_pS6,0.5249727983186178,0.5249727983186178,2.782002424396077e-195,0.22106805642363891,186.52032545837756,1.2099178581805542e-226,0.321852948489507,1.000000000000001,0.7519245663529615,0.5876524081485562,0.6217459654609304,0.6683935908030134
Int_Med_Bcl2_ring,Med_Bcl2_ring,0.5128262351693608,0.5128262351693608,6.063452246169627e-185,0.2511527183630955,143.7273264803155,5.108652828656672e-181,0.26778462617663396,0.9999999999999915,0.734400586357681,0.667624722209062,0.5149240932802616,0.6671337352901805
Int_Med_pS6_ring,Med_pS6_ring,0.5249727983186178,0.5249727983186178,2.782002424396077e-195,0.21922776938556066,186.52032545837756,1.2099178581805542e-226,0.321852948489507,1.000000000000001,0.7519245663529615,0.5827604797211454,0.6217459654609304,0.6666814158534196
Int_Med_GSK3b_cyto,Med_GSK3b,0.5202743642647933,0.5202743642647933,3.113260562211666e-191,0.2187170051596965,188.10803308471023,2.848368731412718e-228,0.3237057868330811,1.0000000000000002,0.7451460839660815,0.5814027447675707,0.6254065869161959,0.6638880158366256
Int_Med_GSK3b_ring,Med_GSK3b_ring,0.5202743642647933,0.5202743642647933,3.113260562211666e-191,0.21697491739376673,188.10803308471023,2.848368731412718e-228,0.3237057868330811,1.0000000000000002,0.7451460839660815,0.5767718537767306,0.6254065869161959,0.6622672039898316
Int_Med_pH2AX_cell,Med_pH2AX,0.49199478708220434,0.49199478708220434,3.687499883510338e-168,0.22970068805851085,197.54161280582002,7.420410437063577e-238,0.33450921750839424,1.0000000000000016,0.704346827523489,0.6106000327441712,0.6467507426314963,0.6600162323723293
Int_Med_BP1_cell,Med_BP1,0.521087411882962,0.521087411882962,6.2678845516000475e-192,0.2820551791491397,76.75845617200962,6.117281214315841e-102,0.16339983913754869,1.000000000000006,0.7463190766901073,0.7497709435692158,0.30869283065348174,0.6600019808904702
Int_Med_DNA_ring,Med_DNA_ring,0.5265164395492623,0.5265164395492623,1.2594186704205072e-196,0.2354101336566461,135.90114731267047,2.7426794971107095e-172,0.256949995293411,1.000000000000008,0.7541515945018548,0.6257771212354535,0.49351829584058754,0.6570938691263608
Int_Med_p53_cell,Med_p53,0.5327229653654366,0.5327229653654366,4.215100209938551e-202,0.22850464533301373,132.50803078750553,1.83020795400178e-168,0.25215224701501543,1.0000000000000049,0.7631058174294723,0.6074206616524924,0.4840394655120982,0.6528027425240546
Int_Med_DNA_cyto,Med_DNA,0.5265164395492623,0.5265164395492623,1.2594186704205072e-196,0.230753427481869,135.90114731267047,2.7426794971107095e-172,0.256949995293411,1.000000000000008,0.7541515945018548,0.6133984689691852,0.49351829584058754,0.652761340833167
Int_Med_pRB_cell,Med_pRB,0.610468934826243,0.610468934826243,1.7452352579276274e-281,0.258587161669678,20.950758993506017,1.189778596361108e-27,0.05061171779089474,1.0000000000000107,0.875270781033041,0.687387272181388,0.08585924221196499,0.6516292451707472
Int_MeanEdge_pS6_cell,pS6,0.4969665898523138,0.4969665898523138,4.6344474590804304e-172,0.20918709958062642,202.87538514187267,3.2984237735669705e-243,0.3404661279867598,1.0000000000000007,0.7115197019582798,0.5560699488242393,0.658519710161679,0.6465122900020455
Int_Med_pS6_cell,Med_pS6,0.5187127227924793,0.5187127227924793,6.682301035648283e-190,0.198144731615006,155.79431576881854,3.089181086800252e-194,0.28388471106987073,0.9999999999999952,0.7428930866709326,0.5267166617341131,0.546732759371493,0.6279992724831579
Int_Med_CDK6_cell,Med_CDK6,0.5195979516536812,0.5195979516536812,1.1773047516287762e-190,0.17992389272892773,166.733379674294,5.645754797374875e-206,0.29788000095923395,1.0000000000000067,0.7441702160666576,0.4782812612374821,0.5743830174845882,0.6171516421600323
Int_MeanEdge_S6_cell,S6,0.4702807017698534,0.4702807017698534,7.364702032230417e-152,0.19972380382523447,181.75645972482815,9.875951632891784e-222,0.3162321304084973,0.9999999999999997,0.6730196782752896,0.5309142179165539,0.610641010009826,0.6108070334966393
Int_Med_pRB_ring,Med_pRB_ring,0.5680219686657093,0.5680219686657093,1.5988807636026255e-235,0.21441942507300515,53.78595674342057,2.559890248491824e-72,0.12038417038767547,0.9999999999999982,0.8140320769883466,0.5699787365774602,0.2237074996425559,0.6105484923753781
Int_Med_pRB_cyto,Med_pRB,0.5680219686657093,0.5680219686657093,1.5988807636026255e-235,0.212176868893327,53.78595674342057,2.559890248491824e-72,0.12038417038767547,0.9999999999999982,0.8140320769883466,0.564017479393967,0.2237074996425559,0.6084620523611555
Int_Med_BP1_ring,Med_BP1_ring,0.48919138615675417,0.48919138615675417,5.469350092947673e-166,0.22783386528863758,100.75388200435509,1.8477406237715714e-131,0.2040568908447922,0.9999999999999901,0.700302330233789,0.605637565918117,0.38901828176665554,0.6049128530298771
Int_Med_BP1_cyto,Med_BP1,0.48919138615675417,0.48919138615675417,5.469350092947673e-166,0.22616708926976958,100.75388200435509,1.8477406237715714e-131,0.2040568908447922,0.9999999999999901,0.700302330233789,0.6012068717817601,0.38901828176665554,0.6033621100821522
Int_Med_pp21_cell,Med_pp21,0.47469896542319745,0.47469896542319745,4.4168115051390895e-155,0.20731881579831013,145.2008819730071,1.1983327830564282e-182,0.26978937946127246,1.000000000000008,0.679393955749804,0.5511035982734428,0.5188848505215574,0.6023905095874282
Int_Med_STAT3_cell,Med_STAT3,0.47721050538324095,0.47721050538324095,6.199214985989913e-157,0.23341407115079527,99.77406868594669,2.7850332370708673e-130,0.20247426767404506,0.9999999999999953,0.6830173820207852,0.6204711039059735,0.3858915198694131,0.6017010122503267
Int_MeanEdge_Bcl2_cell,Bcl2,0.48834951163297347,0.48834951163297347,2.4323027355424985e-165,0.20126491587426099,122.82386276767434,2.0496095627141733e-157,0.23811202162819256,1.0000000000000016,0.6990877486165871,0.5350108668014641,0.45630042909480056,0.5931033760769366
Int_Med_cycA_cell,Med_cycA,0.46679538211728927,0.46679538211728927,2.374866175570711e-149,0.21459788873565655,101.79120420624271,1.0513712952188615e-132,0.20572557341543457,1.0000000000000093,0.6679913693521661,0.5704531361936722,0.3923150697683212,0.5787177278299244
Int_Med_p53_ring,Med_p53_ring,0.4776962040330049,0.4776962040330049,2.705491964321032e-157,0.19810266889039063,114.52994341108943,8.644368800589488e-148,0.22566145091132558,1.0000000000000056,0.6837181047945946,0.5266048488299179,0.4317020465891002,0.578325253565859
Int_Med_p53_cyto,Med_p53,0.4776962040330049,0.4776962040330049,2.705491964321032e-157,0.19702305196501158,114.52994341108943,8.644368800589488e-148,0.22566145091132558,1.0000000000000056,0.6837181047945946,0.5237349656982675,0.4317020465891002,0.5773207944697812
Int_Med_p21_cell,Med_p21,0.4554381243919415,0.4554381243919415,2.242047413065525e-141,0.1919690298123342,144.68394572833807,4.464793729098793e-182,0.26908734560105085,0.9999999999999972,0.6516061289566215,0.5103001513840479,0.5174978540682712,0.5753273818285507
Int_Med_p27_cyto,Med_p27,0.45209775589987106,0.45209775589987106,4.3583205078703846e-139,0.21384949023455224,109.03056322527259,2.5320207599489208e-141,0.21717913452282786,0.9999999999999987,0.646786942663955,0.5684637118121327,0.4149436772096167,0.5730051587749495
Int_Med_p27_ring,Med_p27_ring,0.45209775589987106,0.45209775589987106,4.3583205078703846e-139,0.21327869235560737,109.03056322527259,2.5320207599489208e-141,0.21717913452282786,0.9999999999999987,0.646786942663955,0.5669463928762606,0.4149436772096167,0.5724740971473943
Int_Med_DNA_cell,Med_DNA,0.5635220974545287,0.5635220974545287,4.9069081705752295e-231,0.20301011959780935,18.727240582561933,1.5089472094282932e-24,0.045484579927391584,1.0000000000000075,0.807540063394288,0.5396500407619377,0.07572964243747,0.5674164712816018
Int_Med_pp38_cell,Med_pp38,0.40688530649943333,0.40688530649943333,1.6508390407405175e-110,0.21111556031738132,153.61434039674316,7.187199850427006e-192,0.28102874191929716,1.0000000000000024,0.5815584455907423,0.5611962642870317,0.5410902693051447,0.566338046877324
Int_Med_CDK4_cell,Med_CDK4,0.4487059826496579,0.4487059826496579,8.654235101697986e-137,0.18055561847779078,147.2029922025227,7.435003477194578e-185,0.2724956994450266,0.9999999999999993,0.6418935941624162,0.4799605412004697,0.5242316812538242,0.5616846430440166
Int_Med_p27_cell,Med_p27,0.49123942369995416,0.49123942369995416,1.4247734651886941e-167,0.19465947311708298,74.98345588240288,1.063728823022543e-99,0.16022672370120078,0.999999999999996,0.7032570564798559,0.5174520009664814,0.3024237600210578,0.5580586277584152
Int_MeanEdge_pCHK1_cell,pCHK1,0.4909708921281434,0.4909708921281434,2.3018351113904208e-167,0.17135503507961403,107.78165930577157,7.614354724423993e-140,0.2152268504704988,0.9999999999999993,0.7028696430333782,0.455503163333316,0.4110865825453608,0.557934763040753
Int_MeanEdge_GSK3b_cell,GSK3b,0.4473165821057206,0.4473165821057206,7.430918521767374e-136,0.18399710914312362,117.9259090028993,9.491602711822032e-152,0.23080823838634118,1.0000000000000016,0.6398890907454247,0.4891088564741519,0.44187046776954225,0.5475122841553027
Int_Med_pH2AX_cyto,Med_pH2AX,0.43970304483581696,0.43970304483581696,8.159579362753954e-131,0.1691627385892991,150.49778388714213,1.8040854383437404e-188,0.2769059752383334,1.0000000000000069,0.6289049569479335,0.44967550857056554,0.5329449887307597,0.5469826563724199
Int_MeanEdge_pGSK3b_cell,pGSK3b,0.45763146606342786,0.45763146606342786,6.822210438023224e-143,0.16955101749735757,126.45721844092081,1.3887234130458317e-161,0.24344106492631803,1.0000000000000013,0.6547704870636547,0.45070764789926443,0.4668289300300344,0.545760181949394
Int_Med_pH2AX_ring,Med_pH2AX_ring,0.43970304483581696,0.43970304483581696,8.159579362753954e-131,0.16559477695949365,150.49778388714213,1.8040854383437404e-188,0.2769059752383334,1.0000000000000069,0.6289049569479335,0.44019100285835716,0.5329449887307597,0.543663079373147
Int_Med_p21_cyto,Med_p21,0.4153044879897723,0.4153044879897723,1.6664916655241679e-115,0.18571835436102102,141.8012380282084,7.001050489725442e-179,0.265147550052472,0.9999999999999928,0.593704891149078,0.49368434292694474,0.5097140664731443,0.5418995343361446
Int_Med_CDK6_cyto,Med_CDK6,0.46119718019373124,0.46119718019373124,2.2100023350656283e-145,0.16289887365323796,123.24769942385,6.6660736654737536e-158,0.23873752766627063,1.0000000000000022,0.6599147819823492,0.43302463927021007,0.4575362308210158,0.5400275218008338
Int_Med_CDK6_ring,Med_CDK6_ring,0.46119718019373124,0.46119718019373124,2.2100023350656283e-145,0.16288041529029496,123.24769942385,6.6660736654737536e-158,0.23873752766627063,1.0000000000000022,0.6599147819823492,0.43297557247327245,0.4575362308210158,0.5400103484219057
Int_Med_pp53_cell,Med_pp53,0.4270525000793561,0.4270525000793561,1.0168610946373775e-122,0.16920504384886925,149.10275042498256,6.084756369946649e-187,0.275045183423425,0.9999999999999759,0.6106538771554424,0.4497879661913813,0.5292686537363659,0.5380737636342057
Int_Med_Fra1_cell,Med_Fra1,0.4648138931367828,0.4648138931367828,6.149660341166491e-148,0.21228726532958353,49.26579390885575,2.505621887790731e-66,0.1113940860617601,0.9999999999999944,0.6651326534480391,0.5643109398453171,0.20594594171591535,0.5380077113406616
Int_Med_p21_ring,Med_p21_ring,0.4153044879897723,0.4153044879897723,1.6664916655241679e-115,0.179783560615963,141.8012380282084,7.001050489725442e-179,0.265147550052472,0.9999999999999928,0.593704891149078,0.4779082245108813,0.5097140664731443,0.5363778928905224
Int_Med_Fra1_cyto,Med_Fra1,0.4212936277273881,0.4212936277273881,3.799436470254976e-119,0.17479956413818254,140.87388842703288,7.528096036361832e-178,0.26387109667808145,0.9999999999999837,0.6023454887947863,0.46465955539172565,0.5071921990770246,0.5351247541601627
Int_Med_Fra1_ring,Med_Fra1_ring,0.4212936277273881,0.4212936277273881,3.799436470254976e-119,0.17245444195150217,140.87388842703288,7.528096036361832e-178,0.26387109667808145,0.9999999999999837,0.6023454887947863,0.4584256529333605,0.5071921990770246,0.5329428882997349
Int_Med_cycA_ring,Med_cycA_ring,0.4222213122010458,0.4222213122010458,1.0207826489197305e-119,0.16778790028981616,143.64402913300907,6.317758626765423e-181,0.2676709724415965,0.9999999999999987,0.6036838693686613,0.4460208555620017,0.5146995495134553,0.5307049505652892
Int_Med_cycA_cyto,Med_cycA,0.4222213122010458,0.4222213122010458,1.0207826489197305e-119,0.1667587231600547,143.64402913300907,6.317758626765423e-181,0.2676709724415965,0.9999999999999987,0.6036838693686613,0.4432850536171167,0.5146995495134553,0.5297474198845795
Int_Med_STAT3_cyto,Med_STAT3,0.45284548222944776,0.45284548222944776,1.346558273586891e-139,0.17756119418438931,87.62908234083228,1.7331107067613645e-115,0.1823216396187428,0.999999999999997,0.6478656956478596,0.4720006365652031,0.34607631262530897,0.5259550483644198
Int_Med_STAT3_ring,Med_STAT3_ring,0.45284548222944776,0.45284548222944776,1.346558273586891e-139,0.1763027270075126,87.62908234083228,1.7331107067613645e-115,0.1823216396187428,0.999999999999997,0.6478656956478596,0.46865532617060535,0.34607631262530897,0.5247841897263105
Int_Med_Cdh1_cell,Med_Cdh1,0.42251367407970164,0.42251367407970164,6.740262614807797e-120,0.16393803163405263,136.87246011102658,2.2276526077859208e-173,0.25831208529378374,1.0000000000000036,0.6041056630604233,0.4357869727332695,0.49620935407384337,0.5236148596486034
Int_Med_pGSK3b_cell,Med_pGSK3b,0.41465427071438116,0.41465427071438116,4.099855073668085e-115,0.1814377946240402,96.72183071434894,1.3476133902734402e-126,0.1975036125574848,0.9999999999999963,0.5927668155480601,0.4823055789464986,0.3760710804179569,0.5107662357114929
Int_MeanEdge_pH2AX_cell,pH2AX,0.3831143643659703,0.3831143643659703,3.6935471604884737e-97,0.16771931163785858,133.53269907350494,1.273714039728411e-169,0.2536076093820405,1.000000000000001,0.5472638464274178,0.4458385303217721,0.48691480038650575,0.49969517658225937
Int_MeanEdge_cJun_cell,cJun,0.44465474037127944,0.44465474037127944,4.446108858459947e-134,0.16473108272235581,69.83934086517212,3.6702431920461235e-93,0.15089326835230432,1.0,0.6360488224545705,0.4378950945006818,0.28398380975749254,0.4962820151312939
Int_Med_pp65_cell,Med_pp65,0.3561478465360665,0.3561478465360665,2.666485471243256e-83,0.20382345803781554,91.37035327214552,4.4019831490438936e-120,0.1886373776902253,1.0000000000000047,0.508358955127156,0.5418120912211568,0.3585542097772585,0.49010660369007675
Int_Med_CDK4_ring,Med_CDK4_ring,0.3941210314510253,0.3941210314510253,3.3292245821038745e-103,0.15204686049891603,105.69061395587782,2.3149888351768646e-137,0.211936240623187,1.0000000000000013,0.5631432858575758,0.40417736134790244,0.4045853801875007,0.4757936311451751
Int_Med_CDK4_cyto,Med_CDK4,0.3941210314510253,0.3941210314510253,3.3292245821038745e-103,0.1496363010948656,105.69061395587782,2.3149888351768646e-137,0.211936240623187,1.0000000000000013,0.5631432858575758,0.3977695109253123,0.4045853801875007,0.47355088349726854
Int_Med_CDK2_cell,Med_CDK2,0.3431185414449558,0.3431185414449558,4.534448653673691e-77,0.1733678120841251,110.80338855218938,2.0479370947272575e-143,0.219933789787742,0.9999999999999976,0.4895614336419944,0.460853611846331,0.42038600314138336,0.46567860991339
Int_Med_PCNA_cell,Med_PCNA,0.42394549059062037,0.42394549059062037,8.776186834915489e-121,0.1381760884348715,77.67729005016365,4.2658682437214196e-103,0.16503301028584785,1.0000000000000067,0.6061713604586036,0.36730549148944075,0.3119194593371543,0.46371792609510676
Int_Med_Skp2_cell,Med_Skp2,0.42201580224190005,0.42201580224190005,1.366262646656318e-119,0.1549968611956558,56.24621074158045,1.479535772249447e-75,0.1252013025301507,0.9999999999999938,0.6033873778946,0.41201917730957605,0.23322462634427277,0.46237595737977616
Int_Med_PCNA_ring,Med_PCNA_ring,0.37821289234293254,0.37821289234293254,1.5333460273545153e-94,0.1478895665380584,97.80679392608525,6.5651286551736e-128,0.19927758771166232,0.9999999999999905,0.5401924389334886,0.3931262676394665,0.3795758932004707,0.4565959698339772
Int_Med_PCNA_cyto,Med_PCNA,0.37821289234293254,0.37821289234293254,1.5333460273545153e-94,0.14519719590985858,97.80679392608525,6.5651286551736e-128,0.19927758771166232,0.9999999999999905,0.5401924389334886,0.385969294764751,0.3795758932004707,0.45409102932782686
Int_MeanEdge_cycA_cell,cycA,0.3997393884816276,0.3997393884816276,2.2212761962793902e-106,0.15105273795995267,68.6587751553006,1.1876797552280556e-91,0.1487219107493494,1.0000000000000029,0.5712489512215797,0.40153474299106007,0.27969389517536114,0.4535379671316541
Int_Med_cMyc_cell,Med_cMyc,0.3808358399645872,0.3808358399645872,6.1680352563429276e-96,0.1475344298368073,79.82830721478048,8.527217371246e-106,0.16883148914034607,0.9999999999999977,0.5439765942608625,0.3921822283192302,0.3194240499240084,0.4459380573139204
Int_Med_pp53_ring,Med_pp53_ring,0.3502976041933823,0.3502976041933823,1.820049361073776e-80,0.1482963962846089,105.84253681811367,1.526917991259115e-137,0.21217624602190963,1.000000000000002,0.49991874627787236,0.39420771958749795,0.40505955480450956,0.4439480486415688
Int_Med_pp53_cyto,Med_pp53,0.3502976041933823,0.3502976041933823,1.820049361073776e-80,0.14508869071494068,105.84253681811367,1.526917991259115e-137,0.21217624602190963,1.000000000000002,0.49991874627787236,0.38568086169069377,0.40505955480450956,0.4409636483776873
Int_MeanEdge_cycB1_cell,cycB1,0.4070136456101258,0.4070136456101258,1.3887434596888853e-110,0.10239701556580538,100.98302110150043,9.804721122740583e-132,0.20442609722966787,0.9999999999999996,0.581743601834591,0.2721960547260518,0.38974771659219454,0.4350027832981229
Int_MeanEdge_pERK_cell,pERK,0.3676889359518464,0.3676889359518464,4.537553608048222e-89,0.12124484153555493,107.24417168105174,3.3028415121759615e-139,0.21438365052942393,1.0000000000000009,0.5250094115205137,0.3222981386664969,0.4094206866478141,0.43094272104706793
Int_Med_pp21_cyto,Med_pp21,0.3710747642598624,0.3710747642598624,8.294100073595922e-91,0.13175528548475368,87.29949296710792,4.418542339509928e-115,0.1817605353439055,0.9999999999999806,0.5298941831886836,0.35023744295757414,0.3449677483761751,0.4300290371452936
Int_Med_pp21_ring,Med_pp21_ring,0.3710747642598624,0.3710747642598624,8.294100073595922e-91,0.1317135263236371,87.29949296710792,4.418542339509928e-115,0.1817605353439055,0.9999999999999806,0.5298941831886836,0.35012643699864265,0.3449677483761751,0.42999018505966763
Int_Med_pGSK3b_ring,Med_pGSK3b_ring,0.36143508420212206,0.36143508420212206,6.49466191448778e-86,0.14364930419481414,76.03380975317336,5.014045700228851e-101,0.1621073111833574,1.0000000000000027,0.5159869109490396,0.38185462388640423,0.30613920498125163,0.42707106928355965
