scenario,time,bus,carrier,curtailment_mw
base,8,Bus17,onshore wind,-0.0
base,8,Bus18,onshore wind,-0.0
base,8,Bus19,onshore wind,0.0
base,8,Bus20,onshore wind,-0.0
base,9,Bus1,onshore wind,6922.8021
base,9,Bus2,onshore wind,-0.0
base,9,Bus3,onshore wind,-0.0
base,9,Bus4,onshore wind,-0.0
base,9,Bus5,onshore wind,0.0
base,9,Bus6,onshore wind,0.0
base,9,Bus7,onshore wind,-0.0
base,9,Bus8,onshore wind,-0.0
base,9,Bus9,onshore wind,-0.0
base,9,Bus10,onshore wind,-0.0
base,9,Bus11,onshore wind,-0.0
base,9,Bus12,onshore wind,-0.0
base,9,Bus13,onshore wind,-0.0
base,9,Bus14,onshore wind,-0.0
base,9,Bus15,onshore wind,-0.0
base,9,Bus16,onshore wind,-0.0
base,9,Bus17,onshore wind,-0.0
base,9,Bus18,onshore wind,-0.0
base,9,Bus19,onshore wind,0.0
base,9,Bus20,onshore wind,-0.0
base,10,Bus1,onshore wind,-0.0
base,10,Bus2,onshore wind,-0.0
base,10,Bus3,onshore wind,-0.0
base,10,Bus4,onshore wind,-0.0
base,10,Bus5,onshore wind,0.0
base,10,Bus6,onshore wind,0.0
base,10,Bus7,onshore wind,-0.0
base,10,Bus8,onshore wind,-0.0
base,10,Bus9,onshore wind,-0.0
base,10,Bus10,onshore wind,-0.0
base,10,Bus11,onshore wind,-0.0
base,10,Bus12,onshore wind,-0.0
base,10,Bus13,onshore wind,-0.0
base,10,Bus14,onshore wind,-0.0
base,10,Bus15,onshore wind,-0.0
base,10,Bus16,onshore wind,-0.0
base,10,Bus17,onshore wind,-0.0
base,10,Bus18,onshore wind,-0.0
base,10,Bus19,onshore wind,0.0
base,10,Bus20,onshore wind,-0.0
base,11,Bus1,onshore wind,-0.0
base,11,Bus2,onshore wind,353.7685
base,11,Bus3,onshore wind,-0.0
base,11,Bus4,onshore wind,-0.0
base,11,Bus5,onshore wind,0.0
base,11,Bus6,onshore wind,-0.0
base,11,Bus7,onshore wind,0.0
base,11,Bus8,onshore wind,-0.0
base,11,Bus9,onshore wind,-0.0
base,11,Bus10,onshore wind,-0.0
base,11,Bus11,onshore wind,-0.0
base,11,Bus12,onshore wind,-0.0
base,11,Bus13,onshore wind,-0.0
base,11,Bus14,onshore wind,-0.0
base,11,Bus15,onshore wind,-0.0
base,11,Bus16,onshore wind,-0.0
base,11,Bus17,onshore wind,-0.0
base,11,Bus18,onshore wind,-0.0
base,11,Bus19,onshore wind,0.0
base,11,Bus20,onshore wind,-0.0
base,12,Bus1,onshore wind,-0.0
base,12,Bus2,onshore wind,-0.0
base,12,Bus3,onshore wind,-0.0
base,12,Bus4,onshore wind,-0.0
base,12,Bus5,onshore wind,0.0
base,12,Bus6,onshore wind,-0.0
base,12,Bus7,onshore wind,-0.0
base,12,Bus8,onshore wind,-0.0
base,12,Bus9,onshore wind,-0.0
base,12,Bus10,onshore wind,-0.0
base,12,Bus11,onshore wind,-0.0
base,12,Bus12,onshore wind,-0.0
base,12,Bus13,onshore wind,-0.0
base,12,Bus14,onshore wind,-0.0
base,12,Bus15,onshore wind,-0.0
base,12,Bus16,onshore wind,-0.0
base,12,Bus17,onshore wind,-0.0
base,12,Bus18,onshore wind,-0.0
base,12,Bus19,onshore wind,0.0
base,12,Bus20,onshore wind,-0.0
base,13,Bus1,onshore wind,6.8877512
base,13,Bus2,onshore wind,-0.0
base,13,Bus3,onshore wind,-0.0
base,13,Bus4,onshore wind,0.0
base,13,Bus5,onshore wind,-0.0
base,13,Bus6,onshore wind,-0.0
base,13,Bus7,onshore wind,-0.0
base,13,Bus8,onshore wind,-0.0
base,13,Bus9,onshore wind,-0.0
base,13,Bus10,onshore wind,-0.0
base,13,Bus11,onshore wind,-0.0
base,13,Bus12,onshore wind,-0.0
base,13,Bus13,onshore wind,-0.0
base,13,Bus14,onshore wind,-0.0
base,13,Bus15,onshore wind,-0.0
base,13,Bus16,onshore wind,-0.0
base,13,Bus17,onshore wind,-0.0
base,13,Bus18,onshore wind,-0.0
base,13,Bus19,onshore wind,0.0
base,13,Bus20,onshore wind,-0.0
base,14,Bus1,onshore wind,-0.0
base,14,Bus2,onshore wind,0.0
base,14,Bus3,onshore wind,-0.0
base,14,Bus4,onshore wind,0.0
base,14,Bus5,onshore wind,-0.0
base,14,Bus6,onshore wind,-0.0
base,14,Bus7,onshore wind,-0.0
base,14,Bus8,onshore wind,-0.0
base,14,Bus9,onshore wind,-0.0
base,14,Bus10,onshore wind,-0.0
base,14,Bus11,onshore wind,-0.0
base,14,Bus12,onshore wind,-0.0
base,14,Bus13,onshore wind,-0.0
base,14,Bus14,onshore wind,-0.0
base,14,Bus15,onshore wind,-0.0
base,14,Bus16,onshore wind,-0.0
base,14,Bus17,onshore wind,-0.0
base,14,Bus18,onshore wind,-0.0
base,14,Bus19,onshore wind,0.0
base,14,Bus20,onshore wind,-0.0
base,15,Bus1,onshore wind,1901.8647
base,15,Bus2,onshore wind,-0.0
base,15,Bus3,onshore wind,-0.0
base,15,Bus4,onshore wind,0.0
base,15,Bus5,onshore wind,-0.0
base,15,Bus6,onshore wind,-0.0
base,15,Bus7,onshore wind,-0.0
base,15,Bus8,onshore wind,-0.0
base,15,Bus9,onshore wind,-0.0
base,15,Bus10,onshore wind,-0.0
base,15,Bus11,onshore wind,-0.0
base,15,Bus12,onshore wind,-0.0
base,15,Bus13,onshore wind,-0.0
base,15,Bus14,onshore wind,-0.0
base,15,Bus15,onshore wind,-0.0
base,15,Bus16,onshore wind,-0.0
base,15,Bus17,onshore wind,-0.0
base,15,Bus18,onshore wind,-0.0
base,15,Bus19,onshore wind,0.0
base,15,Bus20,onshore wind,-0.0
base,16,Bus1,onshore wind,0.0
base,16,Bus2,onshore wind,-0.0
base,16,Bus3,onshore wind,-0.0
base,16,Bus4,onshore wind,0.0
base,16,Bus5,onshore wind,-0.0
base,16,Bus6,onshore wind,-0.0
base,16,Bus7,onshore wind,-0.0
base,16,Bus8,onshore wind,-0.0
base,16,Bus9,onshore wind,-0.0
base,16,Bus10,onshore wind,-0.0
base,16,Bus11,onshore wind,-0.0
base,16,Bus12,onshore wind,-0.0
base,16,Bus13,onshore wind,-0.0
base,16,Bus14,onshore wind,-0.0
base,16,Bus15,onshore wind,-0.0
base,16,Bus16,onshore wind,-0.0
base,16,Bus17,onshore wind,-0.0
base,16,Bus18,onshore wind,-0.0
base,16,Bus19,onshore wind,-0.0
base,16,Bus20,onshore wind,0.0
base,17,Bus1,onshore wind,1487.6189
base,17,Bus2,onshore wind,-0.0
base,17,Bus3,onshore wind,-0.0
base,17,Bus4,onshore wind,-0.0
base,17,Bus5,onshore wind,0.0
base,17,Bus6,onshore wind,0.0
base,17,Bus7,onshore wind,-0.0
base,17,Bus8,onshore wind,-0.0
base,17,Bus9,onshore wind,-0.0
base,17,Bus10,onshore wind,-0.0
base,17,Bus11,onshore wind,-0.0
base,17,Bus12,onshore wind,-0.0
base,17,Bus13,onshore wind,-0.0
base,17,Bus14,onshore wind,-0.0
base,17,Bus15,onshore wind,-0.0
base,17,Bus16,onshore wind,-0.0
base,17,Bus17,onshore wind,-0.0
base,17,Bus18,onshore wind,-0.0
base,17,Bus19,onshore wind,-0.0
base,17,Bus20,onshore wind,0.0
base,18,Bus1,onshore wind,-0.0
base,18,Bus2,onshore wind,0.0
base,18,Bus3,onshore wind,-0.0
base,18,Bus4,onshore wind,0.0
base,18,Bus5,onshore wind,-0.0
base,18,Bus6,onshore wind,-0.0
base,18,Bus7,onshore wind,-0.0
base,18,Bus8,onshore wind,-0.0
base,18,Bus9,onshore wind,-0.0
base,18,Bus10,onshore wind,-0.0
base,18,Bus11,onshore wind,-0.0
base,18,Bus12,onshore wind,-0.0
base,18,Bus13,onshore wind,-0.0
base,18,Bus14,onshore wind,-0.0
base,18,Bus15,onshore wind,-0.0
base,18,Bus16,onshore wind,-0.0
base,18,Bus17,onshore wind,-0.0
base,18,Bus18,onshore wind,-0.0
base,18,Bus19,onshore wind,-0.0
base,18,Bus20,onshore wind,0.0
base,19,Bus1,onshore wind,-0.0
base,19,Bus2,onshore wind,0.0
base,19,Bus3,onshore wind,-0.0
base,19,Bus4,onshore wind,0.0
base,19,Bus5,onshore wind,-0.0
base,19,Bus6,onshore wind,-0.0
base,19,Bus7,onshore wind,-0.0
base,19,Bus8,onshore wind,-0.0
base,19,Bus9,onshore wind,-0.0
base,19,Bus10,onshore wind,-0.0
base,19,Bus11,onshore wind,-0.0
base,19,Bus12,onshore wind,-0.0
base,19,Bus13,onshore wind,-0.0
base,19,Bus14,onshore wind,-0.0
base,19,Bus15,onshore wind,-0.0
base,19,Bus16,onshore wind,-0.0
base,19,Bus17,onshore wind,-0.0
base,19,Bus18,onshore wind,-0.0
base,19,Bus19,onshore wind,-0.0
base,19,Bus20,onshore wind,0.0
base,20,Bus1,onshore wind,-0.0
base,20,Bus2,onshore wind,0.0
base,20,Bus3,onshore wind,-0.0
base,20,Bus4,onshore wind,0.0
base,20,Bus5,onshore wind,-0.0
base,20,Bus6,onshore wind,-0.0
base,20,Bus7,onshore wind,-0.0
base,20,Bus8,onshore wind,-0.0
base,20,Bus9,onshore wind,-0.0
base,20,Bus10,onshore wind,-0.0
base,20,Bus11,onshore wind,-0.0
base,20,Bus12,onshore wind,-0.0
base,20,Bus13,onshore wind,-0.0
base,20,Bus14,onshore wind,-0.0
base,20,Bus15,onshore wind,-0.0
base,20,Bus16,onshore wind,-0.0
base,20,Bus17,onshore wind,-0.0
base,20,Bus18,onshore wind,-0.0
base,20,Bus19,onshore wind,-0.0
base,20,Bus20,onshore wind,0.0
base,21,Bus1,onshore wind,-0.0
base,21,Bus2,onshore wind,0.0
base,21,Bus3,onshore wind,-0.0
base,21,Bus4,onshore wind,-0.0
base,21,Bus5,onshore wind,0.0
base,21,Bus6,onshore wind,-0.0
base,21,Bus7,onshore wind,-0.0
base,21,Bus8,onshore wind,-0.0
base,21,Bus9,onshore wind,-0.0
base,21,Bus10,onshore wind,-0.0
base,21,Bus11,onshore wind,-0.0
base,21,Bus12,onshore wind,-0.0
base,21,Bus13,onshore wind,-0.0
base,21,Bus14,onshore wind,-0.0
base,21,Bus15,onshore wind,-0.0
base,21,Bus16,onshore wind,-0.0
base,21,Bus17,onshore wind,-0.0
base,21,Bus18,onshore wind,-0.0
base,21,Bus19,onshore wind,-0.0
base,21,Bus20,onshore wind,0.0
base,22,Bus1,onshore wind,2719.0802
base,22,Bus2,onshore wind,-0.0
base,22,Bus3,onshore wind,-0.0
base,22,Bus4,onshore wind,0.0
base,22,Bus5,onshore wind,-0.0
base,22,Bus6,onshore wind,-0.0
base,22,Bus7,onshore wind,-0.0
base,22,Bus8,onshore wind,-0.0
base,22,Bus9,onshore wind,-0.0
base,22,Bus10,onshore wind,-0.0
base,22,Bus11,onshore wind,-0.0
base,22,Bus12,onshore wind,-0.0
base,22,Bus13,onshore wind,-0.0
base,22,Bus14,onshore wind,-0.0
base,22,Bus15,onshore wind,-0.0
base,22,Bus16,onshore wind,-0.0
base,22,Bus17,onshore wind,-0.0
base,22,Bus18,onshore wind,-0.0
base,22,Bus19,onshore wind,-0.0
base,22,Bus20,onshore wind,0.0
base,23,Bus1,onshore wind,3499.3994
base,23,Bus2,onshore wind,-0.0
base,23,Bus3,onshore wind,-0.0
base,23,Bus4,onshore wind,-0.0
base,23,Bus5,onshore wind,-0.0
base,23,Bus6,onshore wind,-0.0
base,23,Bus7,onshore wind,-0.0
base,23,Bus8,onshore wind,-0.0
base,23,Bus9,onshore wind,-0.0
base,23,Bus10,onshore wind,-0.0
base,23,Bus11,onshore wind,-0.0
base,23,Bus12,onshore wind,-0.0
base,23,Bus13,onshore wind,-0.0
base,23,Bus14,onshore wind,-0.0
base,23,Bus15,onshore wind,-0.0
base,23,Bus16,onshore wind,-0.0
base,23,Bus17,onshore wind,-0.0
base,23,Bus18,onshore wind,-0.0
base,23,Bus19,onshore wind,-0.0
base,23,Bus20,onshore wind,0.0
base,24,Bus1,onshore wind,1832.1251
base,24,Bus2,onshore wind,-0.0
base,24,Bus3,onshore wind,-0.0
base,24,Bus4,onshore wind,0.0
base,24,Bus5,onshore wind,-0.0
base,24,Bus6,onshore wind,-0.0
base,24,Bus7,onshore wind,0.0
base,24,Bus8,onshore wind,-0.0
base,24,Bus9,onshore wind,-0.0
base,24,Bus10,onshore wind,-0.0
base,24,Bus11,onshore wind,-0.0
base,24,Bus12,onshore wind,-0.0
base,24,Bus13,onshore wind,-0.0
base,24,Bus14,onshore wind,-0.0
base,24,Bus15,onshore wind,-0.0
base,24,Bus16,onshore wind,-0.0
base,24,Bus17,onshore wind,-0.0
base,24,Bus18,onshore wind,-0.0
base,24,Bus19,onshore wind,-0.0
base,24,Bus20,onshore wind,0.0
base,25,Bus1,onshore wind,511.70813
base,25,Bus2,onshore wind,3420.3612
base,25,Bus3,onshore wind,-0.0
base,25,Bus4,onshore wind,-0.0
base,25,Bus5,onshore wind,-0.0
base,25,Bus6,onshore wind,-0.0
base,25,Bus7,onshore wind,-0.0
base,25,Bus8,onshore wind,-0.0
base,25,Bus9,onshore wind,-0.0
base,25,Bus10,onshore wind,-0.0
base,25,Bus11,onshore wind,-0.0
base,25,Bus12,onshore wind,-0.0
base,25,Bus13,onshore wind,-0.0
base,25,Bus14,onshore wind,-0.0
base,25,Bus15,onshore wind,-0.0
base,25,Bus16,onshore wind,-0.0
base,25,Bus17,onshore wind,-0.0
base,25,Bus18,onshore wind,-0.0
base,25,Bus19,onshore wind,-0.0
base,25,Bus20,onshore wind,0.0
base,26,Bus1,onshore wind,1516.0075
base,26,Bus2,onshore wind,4662.2191
base,26,Bus3,onshore wind,-0.0
base,26,Bus4,onshore wind,-0.0
base,26,Bus5,onshore wind,-0.0
base,26,Bus6,onshore wind,-0.0
base,26,Bus7,onshore wind,-0.0
base,26,Bus8,onshore wind,-0.0
base,26,Bus9,onshore wind,-0.0
base,26,Bus10,onshore wind,-0.0
base,26,Bus11,onshore wind,-0.0
base,26,Bus12,onshore wind,-0.0
base,26,Bus13,onshore wind,-0.0
base,26,Bus14,onshore wind,-0.0
base,26,Bus15,onshore wind,-0.0
base,26,Bus16,onshore wind,-0.0
base,26,Bus17,onshore wind,-0.0
base,26,Bus18,onshore wind,-0.0
base,26,Bus19,onshore wind,-0.0
base,26,Bus20,onshore wind,0.0
base,27,Bus1,onshore wind,-0.0
base,27,Bus2,onshore wind,2999.928
base,27,Bus3,onshore wind,-0.0
base,27,Bus4,onshore wind,-0.0
base,27,Bus5,onshore wind,-0.0
base,27,Bus6,onshore wind,-0.0
base,27,Bus7,onshore wind,-0.0
base,27,Bus8,onshore wind,-0.0
base,27,Bus9,onshore wind,-0.0
base,27,Bus10,onshore wind,-0.0
base,27,Bus11,onshore wind,-0.0
base,27,Bus12,onshore wind,-0.0
base,27,Bus13,onshore wind,-0.0
base,27,Bus14,onshore wind,-0.0
base,27,Bus15,onshore wind,-0.0
base,27,Bus16,onshore wind,-0.0
base,27,Bus17,onshore wind,-0.0
base,27,Bus18,onshore wind,-0.0
base,27,Bus19,onshore wind,-0.0
base,27,Bus20,onshore wind,0.0
base,28,Bus1,onshore wind,-0.0
base,28,Bus2,onshore wind,244.15503
base,28,Bus3,onshore wind,-0.0
base,28,Bus4,onshore wind,-0.0
base,28,Bus5,onshore wind,0.0
base,28,Bus6,onshore wind,-0.0
base,28,Bus7,onshore wind,-0.0
base,28,Bus8,onshore wind,-0.0
base,28,Bus9,onshore wind,-0.0
base,28,Bus10,onshore wind,-0.0
base,28,Bus11,onshore wind,-0.0
base,28,Bus12,onshore wind,-0.0
base,28,Bus13,onshore wind,-0.0
base,28,Bus14,onshore wind,-0.0
base,28,Bus15,onshore wind,-0.0
base,28,Bus16,onshore wind,-0.0
base,28,Bus17,onshore wind,-0.0
base,28,Bus18,onshore wind,-0.0
base,28,Bus19,onshore wind,-0.0
base,28,Bus20,onshore wind,0.0
base,29,Bus1,onshore wind,2948.652
base,29,Bus2,onshore wind,990.10538
base,29,Bus3,onshore wind,-0.0
base,29,Bus4,onshore wind,-0.0
base,29,Bus5,onshore wind,-0.0
base,29,Bus6,onshore wind,-0.0
base,29,Bus7,onshore wind,-0.0
base,29,Bus8,onshore wind,-0.0
base,29,Bus9,onshore wind,-0.0
base,29,Bus10,onshore wind,-0.0
base,29,Bus11,onshore wind,-0.0
base,29,Bus12,onshore wind,-0.0
base,29,Bus13,onshore wind,-0.0
base,29,Bus14,onshore wind,-0.0
base,29,Bus15,onshore wind,-0.0
base,29,Bus16,onshore wind,-0.0
base,29,Bus17,onshore wind,-0.0
base,29,Bus18,onshore wind,-0.0
base,29,Bus19,onshore wind,-0.0
base,29,Bus20,onshore wind,0.0
base,30,Bus1,onshore wind,878.79687
base,30,Bus2,onshore wind,4377.0525
base,30,Bus3,onshore wind,-0.0
base,30,Bus4,onshore wind,-0.0
base,30,Bus5,onshore wind,0.0
base,30,Bus6,onshore wind,-0.0
base,30,Bus7,onshore wind,0.0
base,30,Bus8,onshore wind,-0.0
base,30,Bus9,onshore wind,-0.0
base,30,Bus10,onshore wind,-0.0
base,30,Bus11,onshore wind,-0.0
base,30,Bus12,onshore wind,-0.0
base,30,Bus13,onshore wind,-0.0
base,30,Bus14,onshore wind,-0.0
base,30,Bus15,onshore wind,-0.0
base,30,Bus16,onshore wind,-0.0
base,30,Bus17,onshore wind,-0.0
base,30,Bus18,onshore wind,-0.0
base,30,Bus19,onshore wind,-0.0
base,30,Bus20,onshore wind,0.0
base,31,Bus1,onshore wind,3015.4788
base,31,Bus2,onshore wind,2633.8014
base,31,Bus3,onshore wind,570.18892
base,31,Bus4,onshore wind,-0.0
base,31,Bus5,onshore wind,0.0
base,31,Bus6,onshore wind,-0.0
base,31,Bus7,onshore wind,0.0
base,31,Bus8,onshore wind,-0.0
base,31,Bus9,onshore wind,-0.0
base,31,Bus10,onshore wind,-0.0
base,31,Bus11,onshore wind,-0.0
base,31,Bus12,onshore wind,-0.0
base,31,Bus13,onshore wind,-0.0
base,31,Bus14,onshore wind,-0.0
base,31,Bus15,onshore wind,-0.0
base,31,Bus16,onshore wind,-0.0
base,31,Bus17,onshore wind,-0.0
base,31,Bus18,onshore wind,-0.0
base,31,Bus19,onshore wind,-0.0
base,31,Bus20,onshore wind,0.0
base,32,Bus1,onshore wind,2607.7731
base,32,Bus2,onshore wind,4042.8098
base,32,Bus3,onshore wind,1051.973
base,32,Bus4,onshore wind,-0.0
base,32,Bus5,onshore wind,-0.0
base,32,Bus6,onshore wind,-0.0
base,32,Bus7,onshore wind,0.0
base,32,Bus8,onshore wind,-0.0
base,32,Bus9,onshore wind,-0.0
base,32,Bus10,onshore wind,-0.0
base,32,Bus11,onshore wind,-0.0
base,32,Bus12,onshore wind,-0.0
base,32,Bus13,onshore wind,-0.0
base,32,Bus14,onshore wind,-0.0
base,32,Bus15,onshore wind,-0.0
base,32,Bus16,onshore wind,-0.0
base,32,Bus17,onshore wind,-0.0
base,32,Bus18,onshore wind,-0.0
base,32,Bus19,onshore wind,-0.0
base,32,Bus20,onshore wind,0.0
base,33,Bus1,onshore wind,1500.6543
base,33,Bus2,onshore wind,4651.5123
base,33,Bus3,onshore wind,-0.0
base,33,Bus4,onshore wind,-0.0
base,33,Bus5,onshore wind,0.0
base,33,Bus6,onshore wind,-0.0
base,33,Bus7,onshore wind,-0.0
base,33,Bus8,onshore wind,-0.0
base,33,Bus9,onshore wind,-0.0
base,33,Bus10,onshore wind,-0.0
base,33,Bus11,onshore wind,-0.0
base,33,Bus12,onshore wind,-0.0
base,33,Bus13,onshore wind,-0.0
base,33,Bus14,onshore wind,-0.0
base,33,Bus15,onshore wind,-0.0
base,33,Bus16,onshore wind,-0.0
base,33,Bus17,onshore wind,-0.0
base,33,Bus18,onshore wind,-0.0
base,33,Bus19,onshore wind,-0.0
base,33,Bus20,onshore wind,0.0
base,34,Bus1,onshore wind,1202.9236
base,34,Bus2,onshore wind,3241.922
base,34,Bus3,onshore wind,-0.0
base,34,Bus4,onshore wind,0.0
base,34,Bus5,onshore wind,-0.0
base,34,Bus6,onshore wind,-0.0
base,34,Bus7,onshore wind,-0.0
base,34,Bus8,onshore wind,-0.0
base,34,Bus9,onshore wind,-0.0
base,34,Bus10,onshore wind,-0.0
base,34,Bus11,onshore wind,-0.0
base,34,Bus12,onshore wind,-0.0
base,34,Bus13,onshore wind,-0.0
base,34,Bus14,onshore wind,-0.0
base,34,Bus15,onshore wind,-0.0
base,34,Bus16,onshore wind,-0.0
base,34,Bus17,onshore wind,-0.0
base,34,Bus18,onshore wind,-0.0
base,34,Bus19,onshore wind,-0.0
base,34,Bus20,onshore wind,0.0
