scenario,time,bus,carrier,curtailment_mw
tight_lines,10,Bus19,onshore wind,-0.0
tight_lines,10,Bus20,onshore wind,-0.0
tight_lines,11,Bus1,onshore wind,5847.7183
tight_lines,11,Bus2,onshore wind,2418.5502
tight_lines,11,Bus3,onshore wind,-0.0
tight_lines,11,Bus4,onshore wind,-0.0
tight_lines,11,Bus5,onshore wind,0.0
tight_lines,11,Bus6,onshore wind,-0.0
tight_lines,11,Bus7,onshore wind,-0.0
tight_lines,11,Bus8,onshore wind,-0.0
tight_lines,11,Bus9,onshore wind,-0.0
tight_lines,11,Bus10,onshore wind,-0.0
tight_lines,11,Bus11,onshore wind,-0.0
tight_lines,11,Bus12,onshore wind,-0.0
tight_lines,11,Bus13,onshore wind,-0.0
tight_lines,11,Bus14,onshore wind,-0.0
tight_lines,11,Bus15,onshore wind,-0.0
tight_lines,11,Bus16,onshore wind,-0.0
tight_lines,11,Bus17,onshore wind,-0.0
tight_lines,11,Bus18,onshore wind,-0.0
tight_lines,11,Bus19,onshore wind,-0.0
tight_lines,11,Bus20,onshore wind,-0.0
tight_lines,12,Bus1,onshore wind,6806.3548
tight_lines,12,Bus2,onshore wind,-0.0
tight_lines,12,Bus3,onshore wind,582.25206
tight_lines,12,Bus4,onshore wind,-0.0
tight_lines,12,Bus5,onshore wind,0.0
tight_lines,12,Bus6,onshore wind,-0.0
tight_lines,12,Bus7,onshore wind,-0.0
tight_lines,12,Bus8,onshore wind,-0.0
tight_lines,12,Bus9,onshore wind,-0.0
tight_lines,12,Bus10,onshore wind,-0.0
tight_lines,12,Bus11,onshore wind,-0.0
tight_lines,12,Bus12,onshore wind,-0.0
tight_lines,12,Bus13,onshore wind,-0.0
tight_lines,12,Bus14,onshore wind,-0.0
tight_lines,12,Bus15,onshore wind,-0.0
tight_lines,12,Bus16,onshore wind,-0.0
tight_lines,12,Bus17,onshore wind,-0.0
tight_lines,12,Bus18,onshore wind,-0.0
tight_lines,12,Bus19,onshore wind,-0.0
tight_lines,12,Bus20,onshore wind,-0.0
tight_lines,13,Bus1,onshore wind,7891.1489
tight_lines,13,Bus2,onshore wind,-0.0
tight_lines,13,Bus3,onshore wind,-0.0
tight_lines,13,Bus4,onshore wind,-0.0
tight_lines,13,Bus5,onshore wind,28.238881
tight_lines,13,Bus6,onshore wind,-0.0
tight_lines,13,Bus7,onshore wind,-0.0
tight_lines,13,Bus8,onshore wind,-0.0
tight_lines,13,Bus9,onshore wind,-0.0
tight_lines,13,Bus10,onshore wind,-0.0
tight_lines,13,Bus11,onshore wind,-0.0
tight_lines,13,Bus12,onshore wind,-0.0
tight_lines,13,Bus13,onshore wind,-0.0
tight_lines,13,Bus14,onshore wind,-0.0
tight_lines,13,Bus15,onshore wind,-0.0
tight_lines,13,Bus16,onshore wind,-0.0
tight_lines,13,Bus17,onshore wind,-0.0
tight_lines,13,Bus18,onshore wind,-0.0
tight_lines,13,Bus19,onshore wind,-0.0
tight_lines,13,Bus20,onshore wind,-0.0
tight_lines,14,Bus1,onshore wind,6183.5476
tight_lines,14,Bus2,onshore wind,1324.5987
tight_lines,14,Bus3,onshore wind,-0.0
tight_lines,14,Bus4,onshore wind,-0.0
tight_lines,14,Bus5,onshore wind,-0.0
tight_lines,14,Bus6,onshore wind,-0.0
tight_lines,14,Bus7,onshore wind,-0.0
tight_lines,14,Bus8,onshore wind,-0.0
tight_lines,14,Bus9,onshore wind,-0.0
tight_lines,14,Bus10,onshore wind,-0.0
tight_lines,14,Bus11,onshore wind,-0.0
tight_lines,14,Bus12,onshore wind,-0.0
tight_lines,14,Bus13,onshore wind,-0.0
tight_lines,14,Bus14,onshore wind,-0.0
tight_lines,14,Bus15,onshore wind,-0.0
tight_lines,14,Bus16,onshore wind,-0.0
tight_lines,14,Bus17,onshore wind,-0.0
tight_lines,14,Bus18,onshore wind,-0.0
tight_lines,14,Bus19,onshore wind,-0.0
tight_lines,14,Bus20,onshore wind,-0.0
tight_lines,15,Bus1,onshore wind,7611.4102
tight_lines,15,Bus2,onshore wind,-0.0
tight_lines,15,Bus3,onshore wind,-0.0
tight_lines,15,Bus4,onshore wind,-0.0
tight_lines,15,Bus5,onshore wind,2202.9545
tight_lines,15,Bus6,onshore wind,-0.0
tight_lines,15,Bus7,onshore wind,-0.0
tight_lines,15,Bus8,onshore wind,-0.0
tight_lines,15,Bus9,onshore wind,-0.0
tight_lines,15,Bus10,onshore wind,-0.0
tight_lines,15,Bus11,onshore wind,-0.0
tight_lines,15,Bus12,onshore wind,-0.0
tight_lines,15,Bus13,onshore wind,-0.0
tight_lines,15,Bus14,onshore wind,-0.0
tight_lines,15,Bus15,onshore wind,-0.0
tight_lines,15,Bus16,onshore wind,-0.0
tight_lines,15,Bus17,onshore wind,-0.0
tight_lines,15,Bus18,onshore wind,-0.0
tight_lines,15,Bus19,onshore wind,-0.0
tight_lines,15,Bus20,onshore wind,-0.0
tight_lines,16,Bus1,onshore wind,3219.4478
tight_lines,16,Bus2,onshore wind,2387.4181
tight_lines,16,Bus3,onshore wind,-0.0
tight_lines,16,Bus4,onshore wind,-0.0
tight_lines,16,Bus5,onshore wind,-0.0
tight_lines,16,Bus6,onshore wind,-0.0
tight_lines,16,Bus7,onshore wind,-0.0
tight_lines,16,Bus8,onshore wind,-0.0
tight_lines,16,Bus9,onshore wind,-0.0
tight_lines,16,Bus10,onshore wind,-0.0
tight_lines,16,Bus11,onshore wind,-0.0
tight_lines,16,Bus12,onshore wind,-0.0
tight_lines,16,Bus13,onshore wind,-0.0
tight_lines,16,Bus14,onshore wind,-0.0
tight_lines,16,Bus15,onshore wind,-0.0
tight_lines,16,Bus16,onshore wind,-0.0
tight_lines,16,Bus17,onshore wind,-0.0
tight_lines,16,Bus18,onshore wind,-0.0
tight_lines,16,Bus19,onshore wind,-0.0
tight_lines,16,Bus20,onshore wind,-0.0
tight_lines,17,Bus1,onshore wind,6423.2479
tight_lines,17,Bus2,onshore wind,2976.871
tight_lines,17,Bus3,onshore wind,-0.0
tight_lines,17,Bus4,onshore wind,-0.0
tight_lines,17,Bus5,onshore wind,-0.0
tight_lines,17,Bus6,onshore wind,-0.0
tight_lines,17,Bus7,onshore wind,-0.0
tight_lines,17,Bus8,onshore wind,-0.0
tight_lines,17,Bus9,onshore wind,-0.0
tight_lines,17,Bus10,onshore wind,-0.0
tight_lines,17,Bus11,onshore wind,-0.0
tight_lines,17,Bus12,onshore wind,-0.0
tight_lines,17,Bus13,onshore wind,-0.0
tight_lines,17,Bus14,onshore wind,-0.0
tight_lines,17,Bus15,onshore wind,-0.0
tight_lines,17,Bus16,onshore wind,-0.0
tight_lines,17,Bus17,onshore wind,-0.0
tight_lines,17,Bus18,onshore wind,-0.0
tight_lines,17,Bus19,onshore wind,-0.0
tight_lines,17,Bus20,onshore wind,-0.0
tight_lines,18,Bus1,onshore wind,5130.7937
tight_lines,18,Bus2,onshore wind,-0.0
tight_lines,18,Bus3,onshore wind,-0.0
tight_lines,18,Bus4,onshore wind,-0.0
tight_lines,18,Bus5,onshore wind,-0.0
tight_lines,18,Bus6,onshore wind,-0.0
tight_lines,18,Bus7,onshore wind,-0.0
tight_lines,18,Bus8,onshore wind,-0.0
tight_lines,18,Bus9,onshore wind,-0.0
tight_lines,18,Bus10,onshore wind,-0.0
tight_lines,18,Bus11,onshore wind,-0.0
tight_lines,18,Bus12,onshore wind,-0.0
tight_lines,18,Bus13,onshore wind,-0.0
tight_lines,18,Bus14,onshore wind,-0.0
tight_lines,18,Bus15,onshore wind,-0.0
tight_lines,18,Bus16,onshore wind,-0.0
tight_lines,18,Bus17,onshore wind,-0.0
tight_lines,18,Bus18,onshore wind,-0.0
tight_lines,18,Bus19,onshore wind,-0.0
tight_lines,18,Bus20,onshore wind,-0.0
tight_lines,19,Bus1,onshore wind,4757.8909
tight_lines,19,Bus2,onshore wind,-0.0
tight_lines,19,Bus3,onshore wind,-0.0
tight_lines,19,Bus4,onshore wind,-0.0
tight_lines,19,Bus5,onshore wind,1439.2036
tight_lines,19,Bus6,onshore wind,-0.0
tight_lines,19,Bus7,onshore wind,-0.0
tight_lines,19,Bus8,onshore wind,-0.0
tight_lines,19,Bus9,onshore wind,-0.0
tight_lines,19,Bus10,onshore wind,-0.0
tight_lines,19,Bus11,onshore wind,-0.0
tight_lines,19,Bus12,onshore wind,-0.0
tight_lines,19,Bus13,onshore wind,-0.0
tight_lines,19,Bus14,onshore wind,-0.0
tight_lines,19,Bus15,onshore wind,-0.0
tight_lines,19,Bus16,onshore wind,-0.0
tight_lines,19,Bus17,onshore wind,-0.0
tight_lines,19,Bus18,onshore wind,-0.0
tight_lines,19,Bus19,onshore wind,-0.0
tight_lines,19,Bus20,onshore wind,-0.0
tight_lines,20,Bus1,onshore wind,4854.3673
tight_lines,20,Bus2,onshore wind,-0.0
tight_lines,20,Bus3,onshore wind,1748.2361
tight_lines,20,Bus4,onshore wind,-0.0
tight_lines,20,Bus5,onshore wind,-0.0
tight_lines,20,Bus6,onshore wind,-0.0
tight_lines,20,Bus7,onshore wind,-0.0
tight_lines,20,Bus8,onshore wind,-0.0
tight_lines,20,Bus9,onshore wind,-0.0
tight_lines,20,Bus10,onshore wind,-0.0
tight_lines,20,Bus11,onshore wind,-0.0
tight_lines,20,Bus12,onshore wind,-0.0
tight_lines,20,Bus13,onshore wind,-0.0
tight_lines,20,Bus14,onshore wind,-0.0
tight_lines,20,Bus15,onshore wind,-0.0
tight_lines,20,Bus16,onshore wind,-0.0
tight_lines,20,Bus17,onshore wind,-0.0
tight_lines,20,Bus18,onshore wind,-0.0
tight_lines,20,Bus19,onshore wind,-0.0
tight_lines,20,Bus20,onshore wind,-0.0
tight_lines,21,Bus1,onshore wind,2474.8094
tight_lines,21,Bus2,onshore wind,1430.9703
tight_lines,21,Bus3,onshore wind,-0.0
tight_lines,21,Bus4,onshore wind,-0.0
tight_lines,21,Bus5,onshore wind,765.20798
tight_lines,21,Bus6,onshore wind,-0.0
tight_lines,21,Bus7,onshore wind,-0.0
tight_lines,21,Bus8,onshore wind,-0.0
tight_lines,21,Bus9,onshore wind,-0.0
tight_lines,21,Bus10,onshore wind,-0.0
tight_lines,21,Bus11,onshore wind,-0.0
tight_lines,21,Bus12,onshore wind,-0.0
tight_lines,21,Bus13,onshore wind,-0.0
tight_lines,21,Bus14,onshore wind,-0.0
tight_lines,21,Bus15,onshore wind,-0.0
tight_lines,21,Bus16,onshore wind,-0.0
tight_lines,21,Bus17,onshore wind,-0.0
tight_lines,21,Bus18,onshore wind,-0.0
tight_lines,21,Bus19,onshore wind,-0.0
tight_lines,21,Bus20,onshore wind,-0.0
tight_lines,22,Bus1,onshore wind,3943.3287
tight_lines,22,Bus2,onshore wind,-0.0
tight_lines,22,Bus3,onshore wind,4398.8011
tight_lines,22,Bus4,onshore wind,1876.9503
tight_lines,22,Bus5,onshore wind,-0.0
tight_lines,22,Bus6,onshore wind,-0.0
tight_lines,22,Bus7,onshore wind,-0.0
tight_lines,22,Bus8,onshore wind,-0.0
tight_lines,22,Bus9,onshore wind,-0.0
tight_lines,22,Bus10,onshore wind,-0.0
tight_lines,22,Bus11,onshore wind,-0.0
tight_lines,22,Bus12,onshore wind,-0.0
tight_lines,22,Bus13,onshore wind,-0.0
tight_lines,22,Bus14,onshore wind,-0.0
tight_lines,22,Bus15,onshore wind,-0.0
tight_lines,22,Bus16,onshore wind,-0.0
tight_lines,22,Bus17,onshore wind,-0.0
tight_lines,22,Bus18,onshore wind,-0.0
tight_lines,22,Bus19,onshore wind,-0.0
tight_lines,22,Bus20,onshore wind,-0.0
tight_lines,23,Bus1,onshore wind,4228.3538
tight_lines,23,Bus2,onshore wind,2967.6494
tight_lines,23,Bus3,onshore wind,1183.9314
tight_lines,23,Bus4,onshore wind,-0.0
tight_lines,23,Bus5,onshore wind,2619.4648
tight_lines,23,Bus6,onshore wind,-0.0
tight_lines,23,Bus7,onshore wind,-0.0
tight_lines,23,Bus8,onshore wind,-0.0
tight_lines,23,Bus9,onshore wind,-0.0
tight_lines,23,Bus10,onshore wind,-0.0
tight_lines,23,Bus11,onshore wind,-0.0
tight_lines,23,Bus12,onshore wind,-0.0
tight_lines,23,Bus13,onshore wind,-0.0
tight_lines,23,Bus14,onshore wind,-0.0
tight_lines,23,Bus15,onshore wind,-0.0
tight_lines,23,Bus16,onshore wind,-0.0
tight_lines,23,Bus17,onshore wind,-0.0
tight_lines,23,Bus18,onshore wind,-0.0
tight_lines,23,Bus19,onshore wind,-0.0
tight_lines,23,Bus20,onshore wind,-0.0
tight_lines,24,Bus1,onshore wind,5071.5896
tight_lines,24,Bus2,onshore wind,1249.2074
tight_lines,24,Bus3,onshore wind,-0.0
tight_lines,24,Bus4,onshore wind,-0.0
tight_lines,24,Bus5,onshore wind,3011.328
tight_lines,24,Bus6,onshore wind,-0.0
tight_lines,24,Bus7,onshore wind,-0.0
tight_lines,24,Bus8,onshore wind,-0.0
tight_lines,24,Bus9,onshore wind,-0.0
tight_lines,24,Bus10,onshore wind,-0.0
tight_lines,24,Bus11,onshore wind,-0.0
tight_lines,24,Bus12,onshore wind,-0.0
tight_lines,24,Bus13,onshore wind,-0.0
tight_lines,24,Bus14,onshore wind,-0.0
tight_lines,24,Bus15,onshore wind,-0.0
tight_lines,24,Bus16,onshore wind,-0.0
tight_lines,24,Bus17,onshore wind,-0.0
tight_lines,24,Bus18,onshore wind,-0.0
tight_lines,24,Bus19,onshore wind,-0.0
tight_lines,24,Bus20,onshore wind,-0.0
tight_lines,25,Bus1,onshore wind,2818.3678
tight_lines,25,Bus2,onshore wind,3420.3612
tight_lines,25,Bus3,onshore wind,1550.34
tight_lines,25,Bus4,onshore wind,1957.09
tight_lines,25,Bus5,onshore wind,1685.9104
tight_lines,25,Bus6,onshore wind,-0.0
tight_lines,25,Bus7,onshore wind,-0.0
tight_lines,25,Bus8,onshore wind,-0.0
tight_lines,25,Bus9,onshore wind,-0.0
tight_lines,25,Bus10,onshore wind,-0.0
tight_lines,25,Bus11,onshore wind,-0.0
tight_lines,25,Bus12,onshore wind,-0.0
tight_lines,25,Bus13,onshore wind,-0.0
tight_lines,25,Bus14,onshore wind,-0.0
tight_lines,25,Bus15,onshore wind,-0.0
tight_lines,25,Bus16,onshore wind,-0.0
tight_lines,25,Bus17,onshore wind,-0.0
tight_lines,25,Bus18,onshore wind,-0.0
tight_lines,25,Bus19,onshore wind,-0.0
tight_lines,25,Bus20,onshore wind,-0.0
tight_lines,26,Bus1,onshore wind,0.0
tight_lines,26,Bus2,onshore wind,-0.0
tight_lines,26,Bus3,onshore wind,406.94345
tight_lines,26,Bus4,onshore wind,6508.1349
tight_lines,26,Bus5,onshore wind,6763.1483
tight_lines,26,Bus6,onshore wind,-0.0
tight_lines,26,Bus7,onshore wind,-0.0
tight_lines,26,Bus8,onshore wind,-0.0
tight_lines,26,Bus9,onshore wind,-0.0
tight_lines,26,Bus10,onshore wind,-0.0
tight_lines,26,Bus11,onshore wind,-0.0
tight_lines,26,Bus12,onshore wind,-0.0
tight_lines,26,Bus13,onshore wind,-0.0
tight_lines,26,Bus14,onshore wind,-0.0
tight_lines,26,Bus15,onshore wind,-0.0
tight_lines,26,Bus16,onshore wind,-0.0
tight_lines,26,Bus17,onshore wind,-0.0
tight_lines,26,Bus18,onshore wind,-0.0
tight_lines,26,Bus19,onshore wind,-0.0
tight_lines,26,Bus20,onshore wind,-0.0
tight_lines,27,Bus1,onshore wind,0.0
tight_lines,27,Bus2,onshore wind,-0.0
tight_lines,27,Bus3,onshore wind,5449.18
tight_lines,27,Bus4,onshore wind,5050.748
tight_lines,27,Bus5,onshore wind,-0.0
tight_lines,27,Bus6,onshore wind,-0.0
tight_lines,27,Bus7,onshore wind,-0.0
tight_lines,27,Bus8,onshore wind,-0.0
tight_lines,27,Bus9,onshore wind,-0.0
tight_lines,27,Bus10,onshore wind,-0.0
tight_lines,27,Bus11,onshore wind,-0.0
tight_lines,27,Bus12,onshore wind,-0.0
tight_lines,27,Bus13,onshore wind,-0.0
tight_lines,27,Bus14,onshore wind,-0.0
tight_lines,27,Bus15,onshore wind,-0.0
tight_lines,27,Bus16,onshore wind,-0.0
tight_lines,27,Bus17,onshore wind,-0.0
tight_lines,27,Bus18,onshore wind,-0.0
tight_lines,27,Bus19,onshore wind,-0.0
tight_lines,27,Bus20,onshore wind,-0.0
tight_lines,28,Bus1,onshore wind,3658.8162
tight_lines,28,Bus2,onshore wind,1092.607
tight_lines,28,Bus3,onshore wind,-0.0
tight_lines,28,Bus4,onshore wind,2992.7319
tight_lines,28,Bus5,onshore wind,-0.0
tight_lines,28,Bus6,onshore wind,-0.0
tight_lines,28,Bus7,onshore wind,-0.0
tight_lines,28,Bus8,onshore wind,-0.0
tight_lines,28,Bus9,onshore wind,-0.0
tight_lines,28,Bus10,onshore wind,-0.0
tight_lines,28,Bus11,onshore wind,-0.0
tight_lines,28,Bus12,onshore wind,-0.0
tight_lines,28,Bus13,onshore wind,-0.0
tight_lines,28,Bus14,onshore wind,-0.0
tight_lines,28,Bus15,onshore wind,-0.0
tight_lines,28,Bus16,onshore wind,-0.0
tight_lines,28,Bus17,onshore wind,-0.0
tight_lines,28,Bus18,onshore wind,-0.0
tight_lines,28,Bus19,onshore wind,-0.0
