scenario,time,bus,carrier,generator_id,dispatch_mw
base,44,Bus1,onshore wind,0,4821.6472
base,45,Bus1,onshore wind,0,3555.3152
base,46,Bus1,onshore wind,0,1133.8317
base,47,Bus1,onshore wind,0,139.21154
base,48,Bus1,onshore wind,0,4745.6748
base,49,Bus1,onshore wind,0,1633.2733
base,50,Bus1,onshore wind,0,3012.0537
base,51,Bus1,onshore wind,0,4518.7782
base,52,Bus1,onshore wind,0,4580.4326
base,53,Bus1,onshore wind,0,3626.2522
base,54,Bus1,onshore wind,0,3661.9147
base,55,Bus1,onshore wind,0,3047.3479
base,56,Bus1,onshore wind,0,1467.4321
base,57,Bus1,onshore wind,0,3358.7737
base,58,Bus1,onshore wind,0,3021.3615
base,59,Bus1,onshore wind,0,4369.0918
base,60,Bus1,onshore wind,0,1164.3894
base,61,Bus1,onshore wind,0,1937.7145
base,62,Bus1,onshore wind,0,1508.3263
base,63,Bus1,onshore wind,0,3477.8009
base,64,Bus1,onshore wind,0,5491.8791
base,65,Bus1,onshore wind,0,2398.4195
base,66,Bus1,onshore wind,0,0.0
base,67,Bus1,onshore wind,0,0.0
base,68,Bus1,onshore wind,0,1688.9184
base,69,Bus1,onshore wind,0,0.0
base,70,Bus1,onshore wind,0,913.1388
base,71,Bus1,onshore wind,0,1812.6423
base,72,Bus1,onshore wind,0,191.05897
base,73,Bus1,onshore wind,0,1107.9156
base,74,Bus1,onshore wind,0,412.27805
base,75,Bus1,onshore wind,0,1878.9737
base,76,Bus1,onshore wind,0,1772.8486
base,77,Bus1,onshore wind,0,568.61502
base,78,Bus1,onshore wind,0,1958.4178
base,79,Bus1,onshore wind,0,0.0
base,80,Bus1,onshore wind,0,575.35314
base,81,Bus1,onshore wind,0,14.47158
base,82,Bus1,onshore wind,0,2449.0733
base,83,Bus1,onshore wind,0,4988.4085
base,84,Bus1,onshore wind,0,3042.8702
base,85,Bus1,onshore wind,0,5132.2954
base,86,Bus1,onshore wind,0,5494.7324
base,87,Bus1,onshore wind,0,0.0
base,88,Bus1,onshore wind,0,4516.3221
base,89,Bus1,onshore wind,0,78.047191
base,90,Bus1,onshore wind,0,4272.2451
base,91,Bus1,onshore wind,0,5119.8376
base,92,Bus1,onshore wind,0,0.0
base,93,Bus1,onshore wind,0,5033.8554
base,94,Bus1,onshore wind,0,5819.8868
base,95,Bus1,onshore wind,0,2066.5507
base,96,Bus1,onshore wind,0,5295.3449
base,97,Bus1,onshore wind,0,3800.9714
base,98,Bus1,onshore wind,0,8003.4789
base,99,Bus1,onshore wind,0,6420.9076
base,100,Bus1,onshore wind,0,3890.2573
base,101,Bus1,onshore wind,0,6129.2792
base,102,Bus1,onshore wind,0,4225.0478
base,103,Bus1,onshore wind,0,5697.9998
base,104,Bus1,onshore wind,0,5771.4073
base,105,Bus1,onshore wind,0,3491.4756
base,106,Bus1,onshore wind,0,4979.1267
base,107,Bus1,onshore wind,0,752.92778
base,108,Bus1,onshore wind,0,159.60155
base,109,Bus1,onshore wind,0,5114.423
base,110,Bus1,onshore wind,0,2756.6312
base,111,Bus1,onshore wind,0,2066.5361
base,112,Bus1,onshore wind,0,1786.9829
base,113,Bus1,onshore wind,0,933.15171
base,114,Bus1,onshore wind,0,0.0
base,115,Bus1,onshore wind,0,0.0
base,116,Bus1,onshore wind,0,334.29666
base,117,Bus1,onshore wind,0,0.0
base,118,Bus1,onshore wind,0,2738.739
base,119,Bus1,onshore wind,0,269.61717
base,120,Bus1,onshore wind,0,374.93413
base,121,Bus1,onshore wind,0,0.0
base,122,Bus1,onshore wind,0,3881.4996
base,123,Bus1,onshore wind,0,2668.2602
base,124,Bus1,onshore wind,0,3055.084
base,125,Bus1,onshore wind,0,4907.2424
base,126,Bus1,onshore wind,0,178.09888
base,127,Bus1,onshore wind,0,3928.9551
base,128,Bus1,onshore wind,0,603.87687
base,129,Bus1,onshore wind,0,3785.6952
base,130,Bus1,onshore wind,0,2744.2637
base,131,Bus1,onshore wind,0,4507.7958
base,132,Bus1,onshore wind,0,1669.4139
base,133,Bus1,onshore wind,0,1798.6986
base,134,Bus1,onshore wind,0,1723.0406
base,135,Bus1,onshore wind,0,3164.0256
base,136,Bus1,onshore wind,0,889.53039
base,137,Bus1,onshore wind,0,4608.654
base,138,Bus1,onshore wind,0,3508.4256
base,139,Bus1,onshore wind,0,3409.5351
base,140,Bus1,onshore wind,0,6151.5718
base,141,Bus1,onshore wind,0,4751.1501
base,142,Bus1,onshore wind,0,6021.1494
base,143,Bus1,onshore wind,0,5967.089
base,144,Bus1,onshore wind,0,3268.6734
base,145,Bus1,onshore wind,0,0.0
base,146,Bus1,onshore wind,0,3159.9523
base,147,Bus1,onshore wind,0,175.89438
base,148,Bus1,onshore wind,0,2582.2139
base,149,Bus1,onshore wind,0,0.0
base,150,Bus1,onshore wind,0,0.0
base,151,Bus1,onshore wind,0,359.06512
base,152,Bus1,onshore wind,0,2216.3759
base,153,Bus1,onshore wind,0,0.0
base,154,Bus1,onshore wind,0,0.0
base,155,Bus1,onshore wind,0,0.0
base,156,Bus1,onshore wind,0,0.0
base,157,Bus1,onshore wind,0,0.0
base,158,Bus1,onshore wind,0,0.0
base,159,Bus1,onshore wind,0,1745.3847
base,160,Bus1,onshore wind,0,1882.9357
base,161,Bus1,onshore wind,0,677.62946
base,162,Bus1,onshore wind,0,508.0731
base,163,Bus1,onshore wind,0,878.8534
base,164,Bus1,onshore wind,0,674.11441
base,165,Bus1,onshore wind,0,2294.3507
base,166,Bus1,onshore wind,0,940.80405
base,167,Bus1,onshore wind,0,4468.0575
base,0,Bus2,onshore wind,1,0.0
base,1,Bus2,onshore wind,1,1527.353
base,2,Bus2,onshore wind,1,1041.5116
base,3,Bus2,onshore wind,1,1502.6197
base,4,Bus2,onshore wind,1,5768.6609
base,5,Bus2,onshore wind,1,6683.5413
base,6,Bus2,onshore wind,1,6436.2415
base,7,Bus2,onshore wind,1,5619.9155
base,8,Bus2,onshore wind,1,8256.259
base,9,Bus2,onshore wind,1,6550.5847
base,10,Bus2,onshore wind,1,3663.8484
base,11,Bus2,onshore wind,1,5267.1236
base,12,Bus2,onshore wind,1,4496.9741
base,13,Bus2,onshore wind,1,5720.6247
base,14,Bus2,onshore wind,1,3776.7779
base,15,Bus2,onshore wind,1,4154.103
base,16,Bus2,onshore wind,1,4478.5931
base,17,Bus2,onshore wind,1,4556.0272
base,18,Bus2,onshore wind,1,2224.9466
base,19,Bus2,onshore wind,1,2850.0089
base,20,Bus2,onshore wind,1,2498.5701
base,21,Bus2,onshore wind,1,2143.6995
base,22,Bus2,onshore wind,1,4424.4939
base,23,Bus2,onshore wind,1,2967.6494
base,24,Bus2,onshore wind,1,1249.2074
base,25,Bus2,onshore wind,1,0.0
base,26,Bus2,onshore wind,1,0.0
base,27,Bus2,onshore wind,1,654.47055
base,28,Bus2,onshore wind,1,982.73455
base,29,Bus2,onshore wind,1,1435.8917
base,30,Bus2,onshore wind,1,0.0
base,31,Bus2,onshore wind,1,0.0
base,32,Bus2,onshore wind,1,0.0
base,33,Bus2,onshore wind,1,0.0
base,34,Bus2,onshore wind,1,0.0
base,35,Bus2,onshore wind,1,4408.7873
base,36,Bus2,onshore wind,1,1407.6561
base,37,Bus2,onshore wind,1,154.31048
base,38,Bus2,onshore wind,1,0.0
base,39,Bus2,onshore wind,1,0.0
base,40,Bus2,onshore wind,1,0.0
base,41,Bus2,onshore wind,1,239.65826
base,42,Bus2,onshore wind,1,0.0
base,43,Bus2,onshore wind,1,0.0
base,44,Bus2,onshore wind,1,2409.9926
base,45,Bus2,onshore wind,1,5057.4689
base,46,Bus2,onshore wind,1,7658.4309
base,47,Bus2,onshore wind,1,6462.3309
base,48,Bus2,onshore wind,1,5383.2904
base,49,Bus2,onshore wind,1,6697.4479
base,50,Bus2,onshore wind,1,6265.7199
base,51,Bus2,onshore wind,1,5262.343
base,52,Bus2,onshore wind,1,176.74504
base,53,Bus2,onshore wind,1,4981.949
base,54,Bus2,onshore wind,1,5200.7798
base,55,Bus2,onshore wind,1,5456.1173
base,56,Bus2,onshore wind,1,6080.0816
base,57,Bus2,onshore wind,1,2956.4617
base,58,Bus2,onshore wind,1,6034.4342
base,59,Bus2,onshore wind,1,1669.9687
base,60,Bus2,onshore wind,1,3210.7739
base,61,Bus2,onshore wind,1,3717.092
base,62,Bus2,onshore wind,1,3206.9806
base,63,Bus2,onshore wind,1,2136.0855
base,64,Bus2,onshore wind,1,1083.961
base,65,Bus2,onshore wind,1,622.35923
base,66,Bus2,onshore wind,1,106.39641
base,67,Bus2,onshore wind,1,226.63988
base,68,Bus2,onshore wind,1,2913.4477
base,69,Bus2,onshore wind,1,401.85085
base,70,Bus2,onshore wind,1,0.0
base,71,Bus2,onshore wind,1,0.0
base,72,Bus2,onshore wind,1,0.0
base,73,Bus2,onshore wind,1,0.0
base,74,Bus2,onshore wind,1,0.0
base,75,Bus2,onshore wind,1,0.0
base,76,Bus2,onshore wind,1,1183.7749
base,77,Bus2,onshore wind,1,5153.9259
base,78,Bus2,onshore wind,1,0.0
base,79,Bus2,onshore wind,1,0.0
base,80,Bus2,onshore wind,1,0.0
base,81,Bus2,onshore wind,1,5076.6133
base,82,Bus2,onshore wind,1,0.0
base,83,Bus2,onshore wind,1,0.0
base,84,Bus2,onshore wind,1,1506.2218
base,85,Bus2,onshore wind,1,950.06153
base,86,Bus2,onshore wind,1,407.82201
base,87,Bus2,onshore wind,1,5851.8939
base,88,Bus2,onshore wind,1,2823.2035
base,89,Bus2,onshore wind,1,6455.3538
base,90,Bus2,onshore wind,1,7018.2421
base,91,Bus2,onshore wind,1,5886.45
base,92,Bus2,onshore wind,1,5349.464
base,93,Bus2,onshore wind,1,5676.3824
base,94,Bus2,onshore wind,1,2648.168
base,95,Bus2,onshore wind,1,5894.0168
base,96,Bus2,onshore wind,1,4196.7124
base,97,Bus2,onshore wind,1,6811.753
base,98,Bus2,onshore wind,1,3412.822
base,99,Bus2,onshore wind,1,2905.9591
base,100,Bus2,onshore wind,1,4988.1539
base,101,Bus2,onshore wind,1,3422.7604
base,102,Bus2,onshore wind,1,3925.6048
base,103,Bus2,onshore wind,1,3703.3258
base,104,Bus2,onshore wind,1,2868.443
base,105,Bus2,onshore wind,1,1825.7514
base,106,Bus2,onshore wind,1,929.13138
base,107,Bus2,onshore wind,1,1853.6454
base,108,Bus2,onshore wind,1,3475.7573
base,109,Bus2,onshore wind,1,1107.7108
base,110,Bus2,onshore wind,1,1750.0552
base,111,Bus2,onshore wind,1,2357.5574
base,112,Bus2,onshore wind,1,3236.4327
base,113,Bus2,onshore wind,1,2442.2339
base,114,Bus2,onshore wind,1,2275.1072
base,115,Bus2,onshore wind,1,0.0
base,116,Bus2,onshore wind,1,0.0
base,117,Bus2,onshore wind,1,0.0
base,118,Bus2,onshore wind,1,190.71532
base,119,Bus2,onshore wind,1,4850.7869
base,120,Bus2,onshore wind,1,3468.6376
base,121,Bus2,onshore wind,1,1306.5309
base,122,Bus2,onshore wind,1,0.0
base,123,Bus2,onshore wind,1,0.0
base,124,Bus2,onshore wind,1,389.63417
base,125,Bus2,onshore wind,1,707.68926
base,126,Bus2,onshore wind,1,7151.6034
base,127,Bus2,onshore wind,1,0.0
base,128,Bus2,onshore wind,1,6456.4061
base,129,Bus2,onshore wind,1,0.0
base,130,Bus2,onshore wind,1,6460.7703
base,131,Bus2,onshore wind,1,6125.2056
base,132,Bus2,onshore wind,1,6627.8986
base,133,Bus2,onshore wind,1,5328.4566
base,134,Bus2,onshore wind,1,6488.1128
base,135,Bus2,onshore wind,1,7281.3808
base,136,Bus2,onshore wind,1,5391.5303
base,137,Bus2,onshore wind,1,5631.0381
base,138,Bus2,onshore wind,1,5632.0189
base,139,Bus2,onshore wind,1,4243.2139
base,140,Bus2,onshore wind,1,4141.8573
base,141,Bus2,onshore wind,1,4059.1483
base,142,Bus2,onshore wind,1,3857.3097
base,143,Bus2,onshore wind,1,674.76014
base,144,Bus2,onshore wind,1,3266.6175
base,145,Bus2,onshore wind,1,3301.2564
base,146,Bus2,onshore wind,1,4288.8265
base,147,Bus2,onshore wind,1,3649.0124
base,148,Bus2,onshore wind,1,0.0
base,149,Bus2,onshore wind,1,0.0
base,150,Bus2,onshore wind,1,2500.1154
base,151,Bus2,onshore wind,1,2709.8097
base,152,Bus2,onshore wind,1,0.0
base,153,Bus2,onshore wind,1,0.0
base,154,Bus2,onshore wind,1,0.0
base,155,Bus2,onshore wind,1,0.0
base,156,Bus2,onshore wind,1,0.0
base,157,Bus2,onshore wind,1,514.73538
base,158,Bus2,onshore wind,1,0.0
base,159,Bus2,onshore wind,1,0.0
base,160,Bus2,onshore wind,1,0.0
base,161,Bus2,onshore wind,1,0.0
base,162,Bus2,onshore wind,1,0.0
base,163,Bus2,onshore wind,1,0.0
base,164,Bus2,onshore wind,1,0.0
base,165,Bus2,onshore wind,1,1116.1238
base,166,Bus2,onshore wind,1,4681.6734
base,167,Bus2,onshore wind,1,0.0
base,0,Bus3,onshore wind,2,7498.035
base,1,Bus3,onshore wind,2,5704.0793
base,2,Bus3,onshore wind,2,4276.9547
base,3,Bus3,onshore wind,2,7127.1107
base,4,Bus3,onshore wind,2,5413.0645
base,5,Bus3,onshore wind,2,6496.5564
base,6,Bus3,onshore wind,2,3378.2961
base,7,Bus3,onshore wind,2,4076.6459
base,8,Bus3,onshore wind,2,4380.5826
base,9,Bus3,onshore wind,2,4124.4556
base,10,Bus3,onshore wind,2,3339.0973
base,11,Bus3,onshore wind,2,4139.7697
base,12,Bus3,onshore wind,2,2199.2801
base,13,Bus3,onshore wind,2,2902.3775
base,14,Bus3,onshore wind,2,2975.8064
base,15,Bus3,onshore wind,2,3217.8791
base,16,Bus3,onshore wind,2,3303.5979
base,17,Bus3,onshore wind,2,1399.0167
base,18,Bus3,onshore wind,2,965.89788
base,19,Bus3,onshore wind,2,3799.2542
base,20,Bus3,onshore wind,2,2920.1812
base,21,Bus3,onshore wind,2,1948.8965
base,22,Bus3,onshore wind,2,4398.8011
base,23,Bus3,onshore wind,2,3150.9432
base,24,Bus3,onshore wind,2,4435.2972
base,25,Bus3,onshore wind,2,3572.3719
base,26,Bus3,onshore wind,2,5836.9513
base,27,Bus3,onshore wind,2,5819.2564
base,28,Bus3,onshore wind,2,4112.5218
base,29,Bus3,onshore wind,2,5633.7585
base,30,Bus3,onshore wind,2,5604.5987
base,31,Bus3,onshore wind,2,6044.3194
base,32,Bus3,onshore wind,2,3498.7728
base,33,Bus3,onshore wind,2,6448.5529
base,34,Bus3,onshore wind,2,7039.2177
base,35,Bus3,onshore wind,2,4406.8705
base,36,Bus3,onshore wind,2,5129.5152
base,37,Bus3,onshore wind,2,4379.7254
base,38,Bus3,onshore wind,2,6212.3543
base,39,Bus3,onshore wind,2,7217.3069
base,40,Bus3,onshore wind,2,7974.9182
base,41,Bus3,onshore wind,2,6474.8605
base,42,Bus3,onshore wind,2,7914.6167
base,43,Bus3,onshore wind,2,4750.7605
base,44,Bus3,onshore wind,2,4235.4728
base,45,Bus3,onshore wind,2,5658.7738
base,46,Bus3,onshore wind,2,5846.4021
base,47,Bus3,onshore wind,2,5155.9023
base,48,Bus3,onshore wind,2,2831.8488
base,49,Bus3,onshore wind,2,4511.8382
base,50,Bus3,onshore wind,2,2995.8739
base,51,Bus3,onshore wind,2,4673.9145
base,52,Bus3,onshore wind,2,4085.946
base,53,Bus3,onshore wind,2,2512.2213
base,54,Bus3,onshore wind,2,2694.6765
base,55,Bus3,onshore wind,2,1934.9671
base,56,Bus3,onshore wind,2,2751.1795
base,57,Bus3,onshore wind,2,3626.7962
base,58,Bus3,onshore wind,2,1585.0549
base,59,Bus3,onshore wind,2,3017.5668
base,60,Bus3,onshore wind,2,1970.9087
base,61,Bus3,onshore wind,2,1741.1255
base,62,Bus3,onshore wind,2,2504.2437
base,63,Bus3,onshore wind,2,1696.0044
base,64,Bus3,onshore wind,2,2337.5548
base,65,Bus3,onshore wind,2,1889.6522
base,66,Bus3,onshore wind,2,5280.5119
base,67,Bus3,onshore wind,2,3606.0774
base,68,Bus3,onshore wind,2,3147.1208
base,69,Bus3,onshore wind,2,4351.624
base,70,Bus3,onshore wind,2,4324.3052
base,71,Bus3,onshore wind,2,4516.0854
base,72,Bus3,onshore wind,2,5646.2845
base,73,Bus3,onshore wind,2,6072.6592
base,74,Bus3,onshore wind,2,5049.2565
base,75,Bus3,onshore wind,2,5244.1365
base,76,Bus3,onshore wind,2,5755.2609
base,77,Bus3,onshore wind,2,3904.1549
base,78,Bus3,onshore wind,2,4828.0805
base,79,Bus3,onshore wind,2,6929.8952
base,80,Bus3,onshore wind,2,8135.4631
base,81,Bus3,onshore wind,2,6248.1593
base,82,Bus3,onshore wind,2,7035.3034
base,83,Bus3,onshore wind,2,6687.2679
base,84,Bus3,onshore wind,2,9000.0
base,85,Bus3,onshore wind,2,7205.7355
base,86,Bus3,onshore wind,2,5757.6671
base,87,Bus3,onshore wind,2,4698.1455
base,88,Bus3,onshore wind,2,3789.2606
base,89,Bus3,onshore wind,2,5320.9429
base,90,Bus3,onshore wind,2,4068.9421
base,91,Bus3,onshore wind,2,3103.499
base,92,Bus3,onshore wind,2,3579.0576
base,93,Bus3,onshore wind,2,2850.1627
base,94,Bus3,onshore wind,2,5337.7794
base,95,Bus3,onshore wind,2,4270.4054
base,96,Bus3,onshore wind,2,3144.0416
base,97,Bus3,onshore wind,2,4425.6798
base,98,Bus3,onshore wind,2,2851.9613
base,99,Bus3,onshore wind,2,1781.171
base,100,Bus3,onshore wind,2,4075.4335
base,101,Bus3,onshore wind,2,3045.1034
base,102,Bus3,onshore wind,2,1467.9036
base,103,Bus3,onshore wind,2,2358.8633
base,104,Bus3,onshore wind,2,1761.736
base,105,Bus3,onshore wind,2,1384.8141
base,106,Bus3,onshore wind,2,3863.2136
base,107,Bus3,onshore wind,2,5051.2075
base,108,Bus3,onshore wind,2,1978.682
base,109,Bus3,onshore wind,2,4201.0586
base,110,Bus3,onshore wind,2,3267.7711
base,111,Bus3,onshore wind,2,3724.76
base,112,Bus3,onshore wind,2,3919.4764
base,113,Bus3,onshore wind,2,3947.5961
base,114,Bus3,onshore wind,2,5152.7813
base,115,Bus3,onshore wind,2,4552.3223
base,116,Bus3,onshore wind,2,5912.7747
base,117,Bus3,onshore wind,2,5825.3017
base,118,Bus3,onshore wind,2,5838.718
base,119,Bus3,onshore wind,2,5336.5637
base,120,Bus3,onshore wind,2,5794.3892
base,121,Bus3,onshore wind,2,7211.2853
base,122,Bus3,onshore wind,2,6997.3295
base,123,Bus3,onshore wind,2,5514.244
base,124,Bus3,onshore wind,2,6541.4916
base,125,Bus3,onshore wind,2,7100.0017
base,126,Bus3,onshore wind,2,4543.8745
base,127,Bus3,onshore wind,2,6582.5744
base,128,Bus3,onshore wind,2,5167.7292
base,129,Bus3,onshore wind,2,6162.0162
base,130,Bus3,onshore wind,2,4564.5502
base,131,Bus3,onshore wind,2,3240.6054
base,132,Bus3,onshore wind,2,3123.2919
base,133,Bus3,onshore wind,2,4498.5957
base,134,Bus3,onshore wind,2,4411.0285
base,135,Bus3,onshore wind,2,2955.6672
base,136,Bus3,onshore wind,2,4221.7224
base,137,Bus3,onshore wind,2,1665.4829
base,138,Bus3,onshore wind,2,3031.3132
base,139,Bus3,onshore wind,2,1688.4744
base,140,Bus3,onshore wind,2,2085.9334
base,141,Bus3,onshore wind,2,2663.2844
base,142,Bus3,onshore wind,2,1676.1813
base,143,Bus3,onshore wind,2,2117.133
base,144,Bus3,onshore wind,2,3518.2494
base,145,Bus3,onshore wind,2,1990.2749
base,146,Bus3,onshore wind,2,3501.7629
base,147,Bus3,onshore wind,2,1676.7261
base,148,Bus3,onshore wind,2,3514.8844
base,149,Bus3,onshore wind,2,4639.5426
base,150,Bus3,onshore wind,2,968.65707
base,151,Bus3,onshore wind,2,2909.6896
base,152,Bus3,onshore wind,2,4567.8764
base,153,Bus3,onshore wind,2,4083.4892
base,154,Bus3,onshore wind,2,4958.2365
base,155,Bus3,onshore wind,2,4281.6926
base,156,Bus3,onshore wind,2,5262.1361
base,157,Bus3,onshore wind,2,5294.466
base,158,Bus3,onshore wind,2,5473.9224
base,159,Bus3,onshore wind,2,6183.5988
base,160,Bus3,onshore wind,2,6460.3891
base,161,Bus3,onshore wind,2,5867.833
base,162,Bus3,onshore wind,2,5908.7949
base,163,Bus3,onshore wind,2,6037.6637
base,164,Bus3,onshore wind,2,6893.9556
base,165,Bus3,onshore wind,2,6062.5995
base,166,Bus3,onshore wind,2,6712.5981
base,167,Bus3,onshore wind,2,8393.9957
base,0,Bus4,onshore wind,3,5653.3647
base,1,Bus4,onshore wind,3,4156.1711
base,2,Bus4,onshore wind,3,5383.7657
base,3,Bus4,onshore wind,3,3482.0098
base,4,Bus4,onshore wind,3,1573.2819
base,5,Bus4,onshore wind,3,2344.729
base,6,Bus4,onshore wind,3,1249.3658
base,7,Bus4,onshore wind,3,2567.1796
base,8,Bus4,onshore wind,3,2771.3941
base,9,Bus4,onshore wind,3,4303.1892
base,10,Bus4,onshore wind,3,2869.8023
base,11,Bus4,onshore wind,3,2284.1406
base,12,Bus4,onshore wind,3,3338.152
base,13,Bus4,onshore wind,3,500.0
base,14,Bus4,onshore wind,3,2889.2733
base,15,Bus4,onshore wind,3,3560.6551
base,16,Bus4,onshore wind,3,1485.996
base,17,Bus4,onshore wind,3,4317.8387
base,18,Bus4,onshore wind,3,3752.0572
base,19,Bus4,onshore wind,3,3262.3093
base,20,Bus4,onshore wind,3,4593.0069
base,21,Bus4,onshore wind,3,6525.7479
base,22,Bus4,onshore wind,3,4737.2886
base,23,Bus4,onshore wind,3,5102.7574
base,24,Bus4,onshore wind,3,4686.2756
base,25,Bus4,onshore wind,3,4572.2965
base,26,Bus4,onshore wind,3,6508.1349
base,27,Bus4,onshore wind,3,5050.748
base,28,Bus4,onshore wind,3,6175.6277
base,29,Bus4,onshore wind,3,5787.372
base,30,Bus4,onshore wind,3,6865.0767
base,31,Bus4,onshore wind,3,6798.189
base,32,Bus4,onshore wind,3,7536.0865
base,33,Bus4,onshore wind,3,5977.3702
base,34,Bus4,onshore wind,3,6161.4246
base,35,Bus4,onshore wind,3,5352.7895
base,36,Bus4,onshore wind,3,5746.1092
base,37,Bus4,onshore wind,3,6388.3386
base,38,Bus4,onshore wind,3,6554.5037
base,39,Bus4,onshore wind,3,4632.4948
base,40,Bus4,onshore wind,3,6157.5694
base,41,Bus4,onshore wind,3,6359.0917
base,42,Bus4,onshore wind,3,5120.9981
base,43,Bus4,onshore wind,3,6283.776
base,44,Bus4,onshore wind,3,3334.7109
base,45,Bus4,onshore wind,3,2574.2156
base,46,Bus4,onshore wind,3,1765.918
base,47,Bus4,onshore wind,3,4788.0476
base,48,Bus4,onshore wind,3,3721.0421
base,49,Bus4,onshore wind,3,2818.1669
base,50,Bus4,onshore wind,3,2997.5586
base,51,Bus4,onshore wind,3,1476.2327
base,52,Bus4,onshore wind,3,4974.5184
base,53,Bus4,onshore wind,3,2629.5942
base,54,Bus4,onshore wind,3,2626.5784
base,55,Bus4,onshore wind,3,3304.5847
base,56,Bus4,onshore wind,3,3164.8923
base,57,Bus4,onshore wind,3,3053.8875
base,58,Bus4,onshore wind,3,2223.4017
base,59,Bus4,onshore wind,3,3702.8128
base,60,Bus4,onshore wind,3,5359.5166
base,61,Bus4,onshore wind,3,5092.1748
base,62,Bus4,onshore wind,3,5626.232
base,63,Bus4,onshore wind,3,3818.6764
base,64,Bus4,onshore wind,3,3640.9794
base,65,Bus4,onshore wind,3,4802.5375
base,66,Bus4,onshore wind,3,5272.1067
base,67,Bus4,onshore wind,3,6582.4361
base,68,Bus4,onshore wind,3,4045.3023
base,69,Bus4,onshore wind,3,7488.8584
base,70,Bus4,onshore wind,3,5989.852
base,71,Bus4,onshore wind,3,5872.2788
base,72,Bus4,onshore wind,3,5397.6834
base,73,Bus4,onshore wind,3,4822.386
base,74,Bus4,onshore wind,3,7323.1703
base,75,Bus4,onshore wind,3,6550.8624
base,76,Bus4,onshore wind,3,5120.4236
base,77,Bus4,onshore wind,3,5004.9592
base,78,Bus4,onshore wind,3,5813.2149
base,79,Bus4,onshore wind,3,7629.7051
base,80,Bus4,onshore wind,3,5479.7558
base,81,Bus4,onshore wind,3,3986.8509
base,82,Bus4,onshore wind,3,4972.5175
base,83,Bus4,onshore wind,3,4657.5666
base,84,Bus4,onshore wind,3,1935.7059
base,85,Bus4,onshore wind,3,4277.6026
base,86,Bus4,onshore wind,3,3804.0681
base,87,Bus4,onshore wind,3,4444.8259
base,88,Bus4,onshore wind,3,5328.1784
base,89,Bus4,onshore wind,3,4359.466
base,90,Bus4,onshore wind,3,2746.3351
base,91,Bus4,onshore wind,3,1724.5859
base,92,Bus4,onshore wind,3,5258.0868
base,93,Bus4,onshore wind,3,2638.5969
base,94,Bus4,onshore wind,3,2531.3772
base,95,Bus4,onshore wind,3,2476.2101
base,96,Bus4,onshore wind,3,2726.512
base,97,Bus4,onshore wind,3,2456.7286
base,98,Bus4,onshore wind,3,2143.0159
base,99,Bus4,onshore wind,3,2325.7219
base,100,Bus4,onshore wind,3,3032.5202
base,101,Bus4,onshore wind,3,2746.975
base,102,Bus4,onshore wind,3,2830.0248
base,103,Bus4,onshore wind,3,3923.4086
base,104,Bus4,onshore wind,3,3851.5494
base,105,Bus4,onshore wind,3,5908.9628
base,106,Bus4,onshore wind,3,2054.5915
base,107,Bus4,onshore wind,3,6093.0126
base,108,Bus4,onshore wind,3,6532.1984
base,109,Bus4,onshore wind,3,3479.5593
base,110,Bus4,onshore wind,3,5453.2952
base,111,Bus4,onshore wind,3,5638.278
