,count,mean,std,min,25%,50%,75%,max
M2_Nose_Lat_dist,1738.0,172.89743799093674,27.9389159085864,85.68499249064386,154.23142354434566,176.85651477658615,192.1335922319452,304.45790196725284
M2_Nose_Tail_dist,1738.0,474.11230558561056,78.68006059092481,119.24067027031451,415.10449659828697,487.6956172055983,534.2526140417958,682.4815267425489
M2_Ear_Ear_dist,1738.0,73.59319737192203,11.92073465690095,0.8024967420419115,66.91918371406082,71.97431061102414,78.57079172188853,109.27905121079006
M2_Ear_Center_dist,1738.0,104.48679530230248,21.530682636092305,43.331196785250306,91.41516841853397,107.90662431620635,119.94303628411028,172.72842310558877
M2_Ear_Lat_dist,1738.0,98.94479116798652,28.572138397222,27.435906525108127,79.25842051499414,104.53389869273926,119.8735542990254,168.40998660990093
M2_Ear_Tail_dist,1738.0,423.3560333175254,70.45921081787621,106.85645376131458,372.5522214267437,429.4997839285277,480.8793378458034,609.1806434979657
M2_Center_Lat_dist,1738.0,52.01150450372768,6.9560145042364345,32.10197997315605,46.86600686647091,52.07582015691907,56.713568890270615,75.32805036022339
M2_Center_Tail_dist,1738.0,339.9975668153315,50.5177816514486,14.208679303493152,315.0629450876671,346.2656993507807,376.7388764521426,535.7226082797741
M2_Lat_Lat_dist,1738.0,106.85187613204319,10.919922328998732,76.46659103320718,99.43873326783915,105.24762357387415,113.4174270558076,175.69562548519394
M2_Lat_Tail_dist,1738.0,347.8531518795583,54.98334750987622,69.20014091582401,311.38697217519507,357.8709869790978,393.2231740813618,511.3408324835864
M2_Tail_Tail_dist,1738.0,211.63712973377307,38.38903600030061,18.62769318391307,195.8398636834677,222.90350104440967,237.28500528888497,296.12437503315164
M1Nose_M2Nose_dist,1738.0,771.8111072278446,454.61078305562177,0.5067388823814085,376.5609418387809,690.338984191617,1166.7071331237987,1694.2622219009024
M1Nose_M2Ear_left_dist,1738.0,751.8929244783866,433.33493734055554,14.063325141102892,392.12099613838654,671.6763190308474,1135.228402114395,1608.3656506527752
M1Nose_M2Ear_right_dist,1738.0,763.8295225859322,447.1940118529209,42.10054841210872,392.55412164999746,674.0940315688762,1164.19409937724,1667.6933648786287
M1Nose_M2Center_dist,1738.0,741.8519332491535,417.1897365945731,74.70224660008189,414.9719294072615,652.4642112042068,1119.9516173465413,1602.7741994362075
M1Nose_M2Lat_left_dist,1738.0,734.1110536696337,404.89886296170135,20.22767750154442,399.2233438410725,655.936429929673,1102.6541682108168,1559.4600491692536
M1Nose_M2Lat_right_dist,1738.0,753.306685664749,430.59860289422176,108.4964153371744,415.42517708502294,650.8836827424666,1142.3836448020352,1650.966193948092
M1Nose_M2Tail_base_dist,1738.0,717.6905141257726,391.3911961695429,12.903301927329593,374.10336704033364,629.2943120436707,1073.747016781984,1587.6529369017983
M1Nose_M2Tail_end_dist,1738.0,675.3787102272668,359.4952894624223,69.0995394324475,426.4575782838981,594.5424492758243,910.2903403500845,1581.802122464149
M1Ear_left_M2Nose_dist,1738.0,754.9045966723249,451.3544811765216,18.320778817959447,374.35788611842025,671.7841940830637,1137.1626936971938,1688.604482163081
M1Ear_left_M2Ear_left_dist,1738.0,735.2024135401062,429.9457808015466,6.278238470476524,369.93821594638877,656.1280520911967,1104.8377385770889,1638.6556271460206
M1Ear_left_M2Ear_right_dist,1738.0,745.7684833946291,444.7599703633387,19.032118994496948,359.46592602678567,658.7058144031546,1141.8285594350568,1647.916956050739
M1Ear_left_M2Center_dist,1738.0,724.3584786279295,413.7342768055606,48.89288006766846,394.06081187293796,631.1942286390251,1089.29254634014,1593.943914573636
M1Ear_left_M2Lat_left_dist,1738.0,717.8634703655861,400.590334482945,24.207452089620517,394.7106571375248,638.0312724583414,1068.9450183053655,1547.750992783818
M1Ear_left_M2Lat_right_dist,1738.0,735.1564934425109,427.62042824652065,102.01223003656034,396.0045122883178,634.9113054198599,1106.673453211985,1641.7612013339142
M1Ear_left_M2Tail_base_dist,1738.0,698.7319824287711,388.6788858189406,45.66538993473864,394.71647724387736,598.5980212669017,1025.723278562984,1574.3166946870738
M1Ear_left_M2Tail_end_dist,1738.0,651.1292368136942,360.14060055837166,47.55967359835123,405.6340277453795,567.4116644156286,864.761961751361,1530.122762673354
M1Ear_right_M2Nose_dist,1738.0,754.7337583795783,436.51231570875,56.9735268444226,384.39441874315196,677.6433808635218,1141.8041579129567,1684.7031712599194
M1Ear_right_M2Ear_left_dist,1738.0,735.4520058838111,414.99569187647893,73.62972400637045,389.54612723107664,655.0732033078637,1112.77143421014,1585.3129167010711
M1Ear_right_M2Ear_right_dist,1738.0,747.7917177645692,428.44273552327775,14.382119076478647,392.1014194036139,648.6587898451107,1143.9264643047973,1651.9187145538904
M1Ear_right_M2Center_dist,1738.0,726.163748046032,399.06900979376195,91.85109619870401,401.1296873867543,622.2639010735444,1093.8474739615149,1580.926421303238
M1Ear_right_M2Lat_left_dist,1738.0,718.1488895354697,387.2647101413516,68.91388310754725,389.41648215674223,643.8745468042091,1078.682726111715,1542.2371559236578
M1Ear_right_M2Lat_right_dist,1738.0,737.8329049717385,412.30891975002237,47.98338830013995,415.9125039464749,618.9809423097752,1117.125851127734,1625.9193260175948
M1Ear_right_M2Tail_base_dist,1738.0,701.8507436002271,375.98101748639255,80.29389525612538,390.3699065365192,593.4463474801175,1023.5740133968778,1569.9124718941828
M1Ear_right_M2Tail_end_dist,1738.0,655.76907025376,353.79898732992643,74.43442420283478,403.8560615607397,586.0522943447248,890.768091164664,1594.7231720920079
M1Center_M2Nose_dist,1738.0,721.2087425671463,420.8200632197834,17.072806324671976,368.82425636658763,685.4125224028255,1068.1877054459792,1656.3820293404847
M1Center_M2Ear_left_dist,1738.0,702.8564449733025,398.5958516188222,53.59752523235608,383.4481259761139,633.0909811375195,1042.215854565921,1614.34423448573
M1Center_M2Ear_right_dist,1738.0,713.801585484884,412.6924347060539,81.44438260747279,401.7895296781668,627.8541733516973,1089.4612729257929,1588.8191555666426
M1Center_M2Center_dist,1738.0,693.1183021168714,382.8024324418788,37.815849464860065,368.7418457063134,580.5415314531693,1016.3240461249068,1512.916744002215
M1Center_M2Lat_left_dist,1738.0,686.5209097117863,370.2145620319225,41.70072241112731,370.81949148979595,597.0673975892536,1003.1480133161762,1526.089031668515
M1Center_M2Lat_right_dist,1738.0,704.0086913591664,396.63666669850846,12.525571894128973,370.8973521756876,594.5226436981379,1039.7722077001356,1559.9244296944514
M1Center_M2Tail_base_dist,1738.0,668.4038884520086,360.7735009694536,24.95324710212738,414.75063278364405,545.0339947390191,954.8781595360547,1540.0675969635756
M1Center_M2Tail_end_dist,1738.0,618.009149620476,342.2673350204901,60.20514049459215,357.7948553073924,561.7214812537834,816.9042300480675,1540.2428883223797
M1Lat_left_M2Nose_dist,1738.0,721.6633113307031,431.6163391260724,21.444337039710838,371.3454434615131,695.9773058525182,1063.2804460901446,1716.5149167345262
M1Lat_left_M2Ear_left_dist,1738.0,702.6696332574238,410.2310678686121,31.854952994536507,364.4377696165559,649.0826558682518,1033.9941353899444,1667.7370566022198
M1Lat_left_M2Ear_right_dist,1738.0,712.4321430204045,424.7266346070543,17.995843333163617,369.31348836487757,641.214920403791,1088.7890766846672,1643.7302418601626
M1Lat_left_M2Center_dist,1738.0,691.2470771227421,394.93394455568006,58.72188035824175,374.06327981391803,597.1445182616246,1006.9458859070348,1547.9898986203375
M1Lat_left_M2Lat_left_dist,1738.0,685.7837212687525,381.64587813232714,4.2387479294908275,377.37077259953355,611.5013857743397,989.4636671264799,1572.3074363717071
M1Lat_left_M2Lat_right_dist,1738.0,701.2735896207093,409.3633935625607,22.773710392245544,365.37394515091097,612.8195842575893,1025.8565791716635,1587.9453873864604
M1Lat_left_M2Tail_base_dist,1738.0,665.7137340577948,371.13418821135474,55.89974418531708,402.71941645325927,550.0376853466248,951.7763444709245,1512.6040099757665
M1Lat_left_M2Tail_end_dist,1738.0,614.2803495871946,346.5525527747991,51.178281657095646,348.4078801438758,547.2773445277884,804.0320892650122,1468.8778633944728
M1Lat_right_M2Nose_dist,1738.0,725.6106477052485,410.4069561826966,54.025638789606525,380.6562854200571,669.0874726035074,1061.8045244378409,1597.7869863196765
M1Lat_right_M2Ear_left_dist,1738.0,707.2742251426502,388.49035200389466,99.48768819075141,393.2836204333296,640.4493506885717,1057.565982024582,1569.833683668937
M1Lat_right_M2Ear_right_dist,1738.0,718.9737826901979,402.52836403014396,34.8659966173326,406.1975823331683,631.4355154567459,1089.5579046899452,1595.4544831049736
M1Lat_right_M2Center_dist,1738.0,698.5639406378021,373.0202478153683,92.88324089213758,385.4332520167088,584.4485133720046,1036.3222134389778,1552.5890605407044
M1Lat_right_M2Lat_left_dist,1738.0,691.2405507475169,360.7578409926494,90.1546120410901,377.84931514260404,620.1135661675535,1020.0580492571925,1501.220429729303
M1Lat_right_M2Lat_right_dist,1738.0,709.9495895070477,386.4760019241039,56.81204103876366,393.5376662844207,591.8379138371574,1061.0412059344328,1599.0476818997834
M1Lat_right_M2Tail_base_dist,1738.0,674.6712112366242,352.6371216937753,40.330074855217916,419.0739596775076,550.9479392381427,981.0611939360261,1589.0682673702956
M1Lat_right_M2Tail_end_dist,1738.0,625.4326920349512,339.29135519638055,11.541700798629087,374.26614136515684,573.2458900538599,845.605092922835,1587.4689531833367
M1Tail_base_M2Nose_dist,1738.0,678.1005710420827,390.24526222133755,6.210736040851287,373.10974607322777,676.8370878386979,944.0847315303187,1657.9609700038584
M1Tail_base_M2Ear_left_dist,1738.0,660.4454047623508,368.84005544846764,43.27029656081301,377.5326986489682,630.7079646066346,916.1179049732134,1664.5456736638691
M1Tail_base_M2Ear_right_dist,1738.0,670.5207057376192,381.77055540855844,20.592324083828508,377.2137380675614,624.1335284413238,971.3794173018206,1609.684756449152
M1Tail_base_M2Center_dist,1738.0,650.23633009972,353.58307269489194,62.919847317436954,388.8399988694973,573.2702781630355,916.8749620574563,1574.1184385916902
M1Tail_base_M2Lat_left_dist,1738.0,645.0043631080649,341.10220625366907,44.193664741177216,396.18206101474203,583.412362055999,877.7092734572234,1617.8384008622916
M1Tail_base_M2Lat_right_dist,1738.0,660.9290684895237,366.2960542412269,26.875646275857548,388.64206249378736,586.8145483078549,932.8209249736843,1539.4278419193388
M1Tail_base_M2Tail_base_dist,1738.0,624.9029877326165,334.91066832425327,91.74877896532645,371.0840416127927,522.6048884118625,873.175518251108,1538.012638399632
M1Tail_base_M2Tail_end_dist,1738.0,572.7223703615175,321.2348382155058,62.97516172076543,305.9097964419615,487.52944503931394,807.0841444148165,1530.5807294097242
M1Tail_end_M2Nose_dist,1738.0,652.611935513188,321.00949472012536,30.44718277225759,420.4462868367674,651.218006350136,852.2426666334279,1619.1665243197358
M1Tail_end_M2Ear_left_dist,1738.0,626.264491719627,318.9909618372924,68.916381560433,403.5981854641234,624.7185926008855,821.8120046690483,1651.9875800617097
M1Tail_end_M2Ear_right_dist,1738.0,637.4608561741751,326.69137723860035,5.896672459000039,387.6575047642199,611.1636964859176,841.0298151955878,1582.1802377753677
M1Tail_end_M2Center_dist,1738.0,608.5839847950992,317.83491223176503,12.647619388111929,358.10716753511974,583.386706366008,802.9127138250182,1604.8207938440248
M1Tail_end_M2Lat_left_dist,1738.0,603.3910668170043,308.6095942874946,22.146776805945816,370.3850438550099,598.1834611042314,782.4593797530921,1657.784509762421
M1Tail_end_M2Lat_right_dist,1738.0,619.5319451591062,327.53466556382983,25.14089728070821,361.5160613502378,586.2884489154163,836.9489693103183,1550.5665628985314
M1Tail_end_M2Tail_base_dist,1738.0,579.7087999750701,310.04557647805916,51.26215192865511,335.0172898046724,527.2526470488663,782.6811736015111,1556.6927374014294
M1Tail_end_M2Tail_end_dist,1738.0,529.8443598955566,303.8703599801858,0.7491747639628417,313.8122356219263,461.0867828123438,684.9627414998699,1536.8237463239286
Nose_1_movement,1738.0,14.01950892583416,12.01339011516194,0.0,4.306842954351648,10.454815268133618,21.07233643626644,84.74507413729945
Ear_left_1_movement,1738.0,12.549233247612973,14.897770506079478,0.0,3.313892536913478,7.650244301230243,17.6150346394245,270.1224898615824
Ear_right_1_movement,1738.0,11.604701740862902,11.26672788228113,0.0,3.3312176622062806,7.491314445982525,16.37348834895199,72.9404064280571
Center_1_movement,1738.0,9.901307082257489,10.852997850593766,0.0,2.389593049608863,5.294274487463333,13.509365828047478,58.402518938464056
Lat_left_1_movement,1738.0,10.794323904785912,11.42465869814292,0.0,2.6682300733716486,6.2096838495708635,15.271160547482609,66.66818652282146
Lat_right_1_movement,1738.0,10.553057314844642,11.084100168260896,0.0,2.9539503130179128,6.140304843470795,13.938751087364622,56.813749701813
Tail_base_1_movement,1738.0,9.999360881699216,11.733326351544179,0.0,1.9146587351494455,5.632100324352322,13.248110471194071,127.63292392866188
Tail_end_1_movement,1738.0,12.612785936766448,17.86578070803428,0.0,1.7525638679930506,5.665842556661939,15.83654121776388,206.4428566991943
Nose_2_movement,1738.0,13.30210163428053,10.373557261765288,0.0,5.175564120288464,10.923658623434136,19.2483219147445,82.04115437540463
Ear_left_2_movement,1738.0,10.425624650718259,9.453782395975276,0.0,3.5604727841601753,7.8520925002710875,14.726223676945782,145.4238083865153
Ear_right_2_movement,1738.0,10.289674486937797,9.2325086675307,0.0,3.5078622914211954,7.757713858735414,14.927437709179365,142.28088985734942
Center_2_movement,1738.0,8.069126301838864,8.408208743898614,0.0,2.1032995982794436,5.2906616777587985,10.942105768360403,98.97287298919953
Lat_left_2_movement,1738.0,8.547859669613231,9.115138354603847,0.0,2.1821536950835285,5.394331392017028,12.09820709915998,100.69377105025403
Lat_right_2_movement,1738.0,8.734056753416834,9.224354352002608,0.0,2.23150668890231,5.580359497112817,12.010783935022712,100.69940618378436
Tail_base_2_movement,1738.0,8.058824013206936,9.596562646466825,0.0,1.368331601352471,4.419314002481239,12.122857067298076,144.10202478520668
Tail_end_2_movement,1738.0,12.126253541193838,18.122782193800738,0.0,1.2790814934622317,5.057885991203415,15.421671162048028,195.84067466281158
M1_body_area,1738.0,16428.430967467826,12169.690344935574,7.611189507035306,6429.106174744928,14752.336915753855,25348.379664278902,86629.12764951933
M2_body_area,1738.0,19832.06823598836,13739.476655721734,24.821701859938912,7863.096830587798,17018.036125736602,32309.46406914365,55200.06530040753
centroid_distance,1738.0,664.110690494485,370.8561645507688,65.88224264625585,358.0840748397072,550.5257787699722,986.8612206995479,1456.3393601196776
nose_to_nose_dist,1738.0,771.8111072278446,454.61078305562177,0.5067388823814085,376.5609418387809,690.338984191617,1166.7071331237987,1694.2622219009024
M1_head_angle,1738.0,63.23634527741094,18.114886627391922,3.9241813637785032,50.53152854779448,59.279284018431355,73.09096957330665,150.30259564757804
M2_head_angle,1738.0,57.43473310849801,14.940466846187771,0.00254477801607805,49.507096205226915,55.24997258814871,64.12658741793476,171.28602794711267
M1_body_bend,1738.0,159.58680490477565,17.163518812375262,97.87606551838144,151.5525229839353,164.3165321581543,172.78865601836873,179.97634331558086
M2_body_bend,1738.0,157.31230989872745,18.134375416772997,99.799242993172,144.51677898064403,162.31990285206882,172.03509274033337,179.99424876442527
Nose_1_movement_roll_mean_5,1738.0,13.998718993026868,10.662837710865112,0.0,5.47976907106384,11.102457265881746,20.27145588360848,58.086594841068816
Nose_1_movement_roll_std_5,1738.0,4.822385219208912,3.901856330451551,0.0,1.9609484840868463,3.7048302664509274,6.520329784743756,29.436988306797915
Ear_left_1_movement_roll_mean_5,1738.0,12.531325066853265,13.343309508801399,0.0,3.8992614800465266,8.089465558727454,17.189116050331286,156.353569527269
Ear_left_1_movement_roll_std_5,1738.0,4.201046266787118,6.114555424097364,0.0,1.5929945402714587,2.8935299076164163,5.020621320814112,95.75713481623184
Ear_right_1_movement_roll_mean_5,1738.0,11.59167496270478,10.402803316880993,0.0,3.9337790127347887,7.647125441512522,16.19140087165695,48.01919933786479
Ear_right_1_movement_roll_std_5,1738.0,3.6159540856195034,3.2377722321998963,0.0,1.4160673445592575,2.641033957836589,4.7672520650954215,29.518422225309873
Center_1_movement_roll_mean_5,1738.0,9.892544924003301,10.139389976303104,0.0,2.9563817355382764,5.67030181077396,13.491549370961248,47.14248545480426
Center_1_movement_roll_std_5,1738.0,3.2835787737188653,2.833724376913621,0.0,1.2758748161243714,2.305909209876382,4.504689187146652,18.788894037176057
Lat_left_1_movement_roll_mean_5,1738.0,10.78357796133133,10.128104965456904,0.0,3.4803077441254167,6.95108078470952,15.129613768827564,48.77648829638531
Lat_left_1_movement_roll_std_5,1738.0,4.346426393981863,4.018458560993157,0.0,1.5792916297793622,3.170338923982527,5.919775379422442,29.654007840679647
Lat_right_1_movement_roll_mean_5,1738.0,10.546751948983834,9.98911389682335,0.0,3.8326314624495836,6.652621745860142,13.799217900152238,50.29133825870788
Lat_right_1_movement_roll_std_5,1738.0,4.149804019585499,3.424375360659058,0.0,1.6766580501030637,3.135090321876227,5.600949005698948,19.513309492136994
Tail_base_1_movement_roll_mean_5,1738.0,9.98719956711415,10.452922511213178,0.0,2.7448407772070316,6.036016484395259,13.220323205336472,59.238531885987484
Tail_base_1_movement_roll_std_5,1738.0,3.86446558033632,4.549606116786892,0.0,1.2231418915376062,2.6351481819509037,5.0028186635124126,53.81769486330127
Tail_end_1_movement_roll_mean_5,1738.0,12.610835083359639,14.000152690993055,0.0,2.9243129482720365,7.012264000160464,17.6474495605872,95.83112100338566
Tail_end_1_movement_roll_std_5,1738.0,7.723982877327563,9.712757225702694,0.0,1.6553103750453784,4.270246794224706,10.333542948292015,87.0466633837194
centroid_distance_roll_mean_5,1738.0,663.0466222142456,369.58646039077615,87.94164748902924,357.97168154360105,548.9783635001825,984.0756810120517,1453.1922912111809
centroid_distance_roll_std_5,1738.0,14.289626543718343,15.393749345148693,0.0,3.5211210125545063,8.585038479390121,18.740910214700087,85.60659455799214
nose_to_nose_dist_roll_mean_5,1738.0,770.6704673058617,453.12509944448027,3.7251646970142693,375.05276438947044,686.9877709374774,1163.1527779720084,1692.2762759777604
nose_to_nose_dist_roll_std_5,1738.0,21.785979712550088,18.644233406281455,0.0,7.716314193512437,15.734970488079526,31.375828100055166,93.15774234674856
Nose_1_movement_roll_mean_10,1738.0,13.977965588339156,9.622144540447717,0.0,6.115524547078623,12.356540921159105,19.514125519970253,50.121469088270814
Nose_1_movement_roll_std_10,1738.0,6.429991863611206,4.064275890905724,0.0,3.336227623989427,5.785649606435514,8.86609362586339,23.096392399645694
Ear_left_1_movement_roll_mean_10,1738.0,12.51069243715215,12.09754482857862,0.0,4.550367781394277,8.794380667563189,16.768117093856617,120.6172686398792
Ear_left_1_movement_roll_std_10,1738.0,5.910376539589449,7.025275442606555,0.0,2.4521464390960004,4.567708333967461,7.407766196844561,87.61509431285404
Ear_right_1_movement_roll_mean_10,1738.0,11.572585517290605,9.482923928437742,0.0,4.513592676826153,8.281811467161855,15.811576976619918,45.06233512122017
Ear_right_1_movement_roll_std_10,1738.0,5.12746778215824,3.887952184259701,0.0,2.2020819424662847,4.122646666054207,7.026201945424047,20.938405203212785
Center_1_movement_roll_mean_10,1738.0,9.876702201080693,9.357589591640403,0.0,3.4867036141585506,6.2148642283784294,13.038020123317388,43.02866454656247
Center_1_movement_roll_std_10,1738.0,4.603562587662279,3.533649392415698,0.0,1.9395500381799669,3.551659483362686,6.357583259287438,18.791507279532976
Lat_left_1_movement_roll_mean_10,1738.0,10.764244611202496,9.139662354836997,0.0,4.182372171204261,7.501161110671168,14.824326371826075,44.168602663721884
Lat_left_1_movement_roll_std_10,1738.0,5.789392693627688,4.341135719602897,0.0,2.387614167433632,4.814489829140614,8.0170905045639,25.1850110222077
Lat_right_1_movement_roll_mean_10,1738.0,10.533442710022252,9.182879108521147,0.0,4.465257024575547,7.012871033102659,14.32069928955227,44.4241481196906
Lat_right_1_movement_roll_std_10,1738.0,5.359530853866837,3.778125765534117,0.0,2.4061081950330276,4.1468480177093525,7.859372370818665,19.01713999277209
Tail_base_1_movement_roll_mean_10,1738.0,9.9688040652592,9.43587948379677,0.0,3.3083857901179963,6.604160520477464,13.584875881269696,43.76440158386909
Tail_base_1_movement_roll_std_10,1738.0,5.326346891354621,5.070516014043222,0.0,2.042601768965521,3.979543885562125,7.034524988714242,42.77638211173718
Tail_end_1_movement_roll_mean_10,1738.0,12.60404213162253,11.657612390082717,0.0,3.7496046673547947,8.6784554760611,17.56772048093541,54.784346111835035
Tail_end_1_movement_roll_std_10,1738.0,9.99759310033894,10.188736793991778,0.0,2.853549956101617,6.826667185793629,13.609110427911844,72.56196659009588
centroid_distance_roll_mean_10,1738.0,661.6797089024515,367.26950988157864,95.96793514083372,358.9325127023549,548.0433074771546,983.9719496964411,1451.0395652147658
centroid_distance_roll_std_10,1738.0,26.549019708707007,27.4387810680197,0.0,7.465270241517833,17.303053458960285,33.81082428301735,151.1044963856981
nose_to_nose_dist_roll_mean_10,1738.0,769.1461583883694,450.1779261504673,6.79298832052024,373.5882032281417,680.0113660298332,1156.543935742428,1688.8724667869744
nose_to_nose_dist_roll_std_10,1738.0,39.28208575409105,32.721172180308066,0.0,15.099339746934977,28.689773740686974,54.496215029377666,167.4438589030948
Feature_1,1738.0,868.5,501.8617007370324,0.0,434.25,868.5,1302.75,1737.0
Feature_2,1738.0,2131.5,501.8617007370324,1263.0,1697.25,2131.5,2565.75,3000.0
