feature,gini_importance
Ear_left_1_movement_roll_std_10,0.003325913927329682
M2_Ear_Center_dist,0.0033254516857397784
Nose_1_movement_roll_std_10,0.0033070601421889994
M1Lat_right_M2Lat_left_dist,0.003266105657187789
Tail_base_2_movement,0.0032594271046304836
Center_1_movement_roll_mean_10,0.0032191636202933468
M1Ear_right_M2Lat_left_dist,0.003198443300710157
Ear_right_1_movement,0.0031352748088060677
Tail_base_1_movement,0.003122531011372396
M2_Tail_Tail_dist,0.0031003350233736997
Ear_left_1_movement_roll_std_5,0.0030681672133255067
Tail_base_1_movement_roll_mean_10,0.0030664101221570136
Lat_left_1_movement_roll_mean_10,0.003053909963041949
Nose_1_movement_roll_mean_10,0.0030401334547534823
M2_Center_Lat_dist,0.0030052501547800947
Lat_left_1_movement_roll_std_10,0.002954916376120873
Center_1_movement_roll_mean_5,0.0029473670195491143
Lat_right_1_movement_roll_mean_5,0.0029208488133749743
Center_2_movement,0.0029006827341933475
Ear_right_1_movement_roll_std_5,0.0028838611636066796
Ear_left_1_movement,0.0028712404049950867
Tail_base_1_movement_roll_mean_5,0.002861197730934726
Tail_end_1_movement_roll_mean_10,0.0028420705738664057
Tail_end_1_movement_roll_std_5,0.0027659751322420575
Tail_base_1_movement_roll_std_5,0.002759302219025323
Lat_left_1_movement_roll_mean_5,0.0027562139180393043
Center_1_movement,0.0027280912046081522
Tail_end_2_movement,0.0027250960677833356
Ear_right_1_movement_roll_mean_5,0.0027145647627922673
M1Ear_left_M2Lat_left_dist,0.0026502905353639993
Lat_left_2_movement,0.0025890393421843785
Ear_left_1_movement_roll_mean_10,0.002559253022397384
Lat_right_2_movement,0.0025236830081592446
Lat_left_1_movement_roll_std_5,0.0025053279961751757
Lat_right_1_movement_roll_std_5,0.0024961722361685683
centroid_distance_roll_std_5,0.0024907955922000864
M1Center_M2Lat_left_dist,0.002432984638504035
Ear_left_1_movement_roll_mean_5,0.002407612273739958
Center_1_movement_roll_std_5,0.002394946203847744
Lat_right_1_movement,0.00235877756637218
Tail_end_1_movement_roll_mean_5,0.0023077912221216045
Lat_left_1_movement,0.002101345028387641
Tail_end_1_movement,0.0020417536619391882
Nose_1_movement_roll_mean_5,0.00192947849783367
