feature,gini_importance
Tail_end_1_movement_roll_mean_10,0.004681947384911651
M1Nose_M2Ear_right_dist,0.004670693832052701
Ear_right_2_movement,0.0046401269475062085
M1Lat_left_M2Lat_left_dist,0.004543473944570951
Tail_base_2_movement,0.004541651542715303
M1Lat_right_M2Ear_right_dist,0.004504142466784913
M2_Center_Tail_dist,0.004496169903301607
M1Nose_M2Tail_base_dist,0.0044394514379130405
M1Center_M2Ear_left_dist,0.004371850642616233
M1Ear_left_M2Ear_right_dist,0.004296589118362622
M2_Center_Lat_dist,0.004240287646763674
M1Ear_right_M2Lat_right_dist,0.004234672398033285
M1Tail_base_M2Lat_right_dist,0.004171184856062584
M1Ear_left_M2Lat_right_dist,0.004163651016010508
M1Ear_right_M2Tail_base_dist,0.004136186349777091
M1_Nose_Tail_dist,0.004046866144380659
M1Center_M2Nose_dist,0.004045634375815584
M1Tail_base_M2Ear_right_dist,0.004014729352576371
M1_Nose_Center_dist,0.004007889133638173
M1Lat_right_M2Ear_left_dist,0.003930630803359548
Lat_right_1_movement_roll_mean_10,0.003930187223006989
Tail_end_1_movement_roll_mean_5,0.0039195114557489035
M1Lat_left_M2Ear_right_dist,0.0039049143733427883
M1_Lat_Lat_dist,0.003902410403928448
Tail_base_1_movement_roll_mean_5,0.0038734466598517006
M1_body_area,0.00379111287742236
Lat_left_1_movement_roll_std_10,0.0037854221148194726
centroid_distance,0.003781349709779167
Tail_base_1_movement_roll_std_10,0.0037696802512977154
Center_2_movement,0.003723881345832247
M1Center_M2Ear_right_dist,0.0037104136059765967
Lat_right_1_movement_roll_std_10,0.003551913095925892
Ear_left_2_movement,0.0034657678281735014
M1Ear_left_M2Center_dist,0.0034082656883553395
M1_Ear_Center_dist,0.003333271423058971
M2_Lat_Lat_dist,0.0033213982873854194
Lat_left_2_movement,0.0032661807510167965
M1Tail_end_M2Lat_left_dist,0.0032657363885686213
M1Ear_right_M2Ear_left_dist,0.0032502711157274843
M2_head_angle,0.0032352763677137714
Nose_1_movement_roll_std_5,0.00322217689103209
M1Lat_left_M2Ear_left_dist,0.0032073149662297314
Ear_left_1_movement_roll_mean_10,0.003184109355486132
Ear_left_1_movement_roll_std_10,0.003170601611726985
Tail_end_1_movement_roll_std_5,0.0031126171211168906
M1Ear_left_M2Tail_base_dist,0.003108449945388977
M1Tail_base_M2Lat_left_dist,0.002995453258327047
Tail_end_2_movement,0.0029331028000123428
Lat_left_1_movement_roll_mean_10,0.002906280214310691
M1_body_bend,0.002890193306385606
M1Ear_left_M2Lat_left_dist,0.0028734405919173837
M1Nose_M2Ear_left_dist,0.0028656696324259193
M1_Nose_Lat_dist,0.0028376140617107732
Nose_2_movement,0.00282625005089965
M1Lat_right_M2Lat_left_dist,0.002820689022030775
M1Ear_right_M2Center_dist,0.0027886543829893588
Lat_right_1_movement_roll_mean_5,0.0027817000234676673
Nose_1_movement_roll_mean_10,0.0027420168022515637
M1Center_M2Lat_left_dist,0.002715728648712435
Tail_end_1_movement,0.0026414248607390454
Center_1_movement_roll_mean_10,0.0025931291393320325
Center_1_movement_roll_std_10,0.002524316314065522
Lat_right_2_movement,0.0025202744104627743
Lat_left_1_movement_roll_mean_5,0.002501567507924112
M1Nose_M2Lat_right_dist,0.0023990287522770073
Nose_1_movement_roll_std_10,0.002394372167921905
M1_Ear_Ear_dist,0.0023727153308127987
Tail_base_1_movement,0.0023226483303219756
Ear_right_1_movement_roll_mean_10,0.0022515867223212795
M1Nose_M2Lat_left_dist,0.0022267432553217926
Lat_right_1_movement_roll_std_5,0.0021947681438636854
Ear_right_1_movement_roll_mean_5,0.0021555053454054658
Ear_left_1_movement,0.002124906165356068
M1Ear_right_M2Lat_left_dist,0.001979856860969833
nose_to_nose_dist_roll_std_5,0.0019080686666875716
Nose_1_movement_roll_mean_5,0.001903932808712661
Nose_1_movement,0.0018640399165198787
M1Nose_M2Center_dist,0.001855366957900863
Ear_left_1_movement_roll_std_5,0.0018546276391011663
Ear_right_1_movement,0.0018072414021280169
Ear_right_1_movement_roll_std_5,0.00180187087083003
Lat_left_1_movement,0.0017875008782905107
Ear_left_1_movement_roll_mean_5,0.0017004961893927078
centroid_distance_roll_std_5,0.0016198355156580948
Center_1_movement,0.0015794516217693534
Center_1_movement_roll_mean_5,0.001562275734904639
Tail_base_1_movement_roll_std_5,0.001387505815678811
Lat_left_1_movement_roll_std_5,0.001336031972896598
Lat_right_1_movement,0.0013277903745049673
Center_1_movement_roll_std_5,0.0009994595600155657
