year,region,glacier_area_km2,consensus_mwe,consensus_mwe_err,consensus_gt,consensus_gt_err,n_groups,altimetry_mwe,altimetry_mwe_err,altimetry_gt,altimetry_gt_err,gravimetry_mwe,gravimetry_mwe_err,gravimetry_gt,gravimetry_gt_err,demdiff_glaciological_mwe,demdiff_glaciological_mwe_err,demdiff_glaciological_gt,demdiff_glaciological_gt_err,demdiff_mean_mwe,demdiff_mean_mwe_err,demdiff_n_sources,glaciological_mean_mwe,glaciological_mean_mwe_err,glaciological_n_sources,gravimetry_mean_mwe,gravimetry_mean_mwe_err,gravimetry_n_sources,combined_mean_mwe,combined_mean_mwe_err,combined_n_sources,altimetry_mean_mwe,altimetry_mean_mwe_err,altimetry_n_sources
2010,north_asia,2384.0925,-0.5951020841160873,0.29888161681892755,-1.4187784154755327,0.712561421045879,2,,,,,1.154183316352814,0.6950049671171903,2.751679788141871,1.65695612956684,-0.6393555668639558,0.11054301367763367,-1.5242828117936054,0.26354476983624386,-0.651999999999407,0.05888972745728825,1,0.05767433894379169,0.4372356532839852,2,1.154183316352814,0.6950049671171903,3.0,-0.42528296968698587,0.041554474200397366,2,,,
2011,north_asia,2373.7295,-0.6375494093172812,0.127205275252738,-1.5133698406040053,0.30195091442304417,2,,,,,-10.55110458564227,12.780756941485487,-25.045468212524327,30.338059784333876,-0.636936247640711,0.1005146496379276,-1.5119143606440608,0.23859458902771305,-0.651999999999407,0.05888972745728825,1,-0.18897218216933737,0.3211401082100134,2,-10.55110458564227,12.780756941485487,2.0,-1.0498034227129558,0.18467019898682663,2,,,
2012,north_asia,2363.3665,-0.6333900321645802,0.14421997161805666,-1.4969327834516915,0.34084464955306587,2,,,,,15.090056692321035,13.56727739547605,35.66333446973234,32.06444889267535,-0.6341483133279989,0.09421801750626152,-1.4987248797508963,0.22267170627071198,-0.651999999999407,0.05888972745728825,1,-0.3206824826840701,0.24677151100930214,2,15.090056692321035,13.56727739547605,2.0,-0.6477433869931392,0.14889068944668835,2,,,
2013,north_asia,2353.0035,-0.6352038851982132,0.10615814768093836,-1.494636965084994,0.24979049304676482,2,,,,,2.189861624226361,10.710206959651831,5.15275206632031,25.201154461785116,-0.635463401706159,0.10265168814723953,-1.495247608336498,0.2415397814913631,-0.651999999999407,0.05888972745728825,1,-0.2002875649459814,0.3020986903966929,2,2.189861624226361,10.710206959651831,2.0,0.017148083975125218,0.41301054566621964,2,,,
2014,north_asia,2342.6405,-0.47379878144753124,0.24862730355991008,-1.1099402142696349,0.5824443907252397,2,,,,,-3.220441303787159,11.365258237270838,-7.544336226124604,26.62471423958928,-0.4725563424094011,0.24172177948827323,-1.1070296262601302,0.5662672303612982,-0.651999999999407,0.05888972745728825,1,-0.15923067982419117,0.07781681857360895,2,-3.220441303787159,11.365258237270838,2.0,-0.21650499365215026,0.41488102884441896,2,,,
2015,north_asia,2332.2775,-0.6800704600588077,0.11369360056968622,-1.5861130324098056,0.2651650265026663,2,,,,,1.319046737541715,13.964110025330772,3.0763830274169472,32.56817961960339,-0.6802003275631021,0.11254971036509466,-1.586415919468053,0.26249715711602706,-0.6989999999993645,0.06639528095674657,1,-0.2314500494317245,0.32438774392698694,2,1.319046737541715,13.964110025330772,2.0,-0.9828066249428379,0.16042191111374274,2,,,
2016,north_asia,2321.9145,-0.6802724146335761,0.19413625476085328,-1.5795343834877125,0.4507677849049191,2,,,,,9.951005208285181,9.210557657868257,23.10538328269288,21.386127378890347,-0.6822976693329817,0.1271256013125157,-1.5842368517404557,0.29517477700874917,-0.6989999999993645,0.06639528095674657,1,0.027420315165961006,0.4328043125798986,2,9.951005208285181,9.210557657868257,2.0,-0.5096887171485268,0.05851749085709615,2,,,
2017,north_asia,2311.5515,-0.6757878784078579,0.14939535029907278,-1.562118484015502,0.3453350460768471,2,,,,,-11.127289321499335,11.29070923468599,-25.721302322045776,26.09905586750225,-0.6748023912730501,0.10963705478719846,-1.5598404797508059,0.2534316984489307,-0.6989999999993645,0.06639528095674657,1,-0.34767998620942536,0.24412155818043232,2,-11.127289321499335,11.29070923468599,2.0,-1.0034317945271316,0.11337695759721891,2,,,
2018,north_asia,2301.1885,-0.6784253817697437,0.13187615973052755,-1.5611846866366443,0.30347190219605313,2,,,,,0.6383711142705978,9.142501307534165,1.469012266891687,21.03861887013259,-0.6786938486913546,0.13054224929610794,-1.5618024796292855,0.30040232284433677,-0.6989999999993645,0.06639528095674657,1,-0.049779582541947386,0.3695039855622802,2,0.6383711142705978,9.142501307534165,2.0,-0.7223146384918014,0.17404364410472797,2,,,
2019,north_asia,2290.8255,-0.6489613989678087,0.20399059213234658,-1.4866573212711296,0.4673068502168788,2,,,,,-4.7037950790992635,14.837236383270286,-10.77557371397511,33.98951945632334,-0.6482480915789721,0.19679082870784925,-1.4850232585154446,0.45081344857007305,-0.6989999999993645,0.06639528095674657,1,0.03396347707477023,0.24342801854622867,2,-4.7037950790992635,14.837236383270286,2.0,-0.34602029415146307,0.09434485044175735,2,,,
2020,north_asia,2280.4625,-0.028675564216795384,0.25967481165291156,-0.06539354886274372,0.5921786701690276,2,,,,,3.248473690692989,15.611435789146912,7.40802243386196,35.60129388830744,-0.029544229242557445,0.2541680193093877,-0.06737450687905563,0.5796206367343345,,,0,-0.029544229242557445,0.2541680193093877,2,3.248473690692989,15.611435789146912,2.0,-0.4223167648356153,0.15119561223219663,2,,,
2021,north_asia,2270.0995,-0.2073874717700377,0.33126393737800025,-0.4707901959714267,0.7520020986098297,2,,,,,-20.81421830618523,17.13710106954637,-47.25034656976194,38.90292456942667,-0.2042392330506738,0.21181932662203878,-0.463643380828718,0.4808509474550269,,,0,-0.2042392330506738,0.21181932662203878,2,-20.81421830618523,17.13710106954637,2.0,-0.17946722546985897,0.3589356945493203,2,,,
2022,north_asia,2259.7365,-0.3936575377491372,0.18636098420528407,-0.8895623065518533,0.42112671818460384,2,,,,,-25.748220444409423,57.22934710901117,-58.184193548278195,129.32324453340203,-0.3934327880402826,0.1703885065077287,-0.8890544314313901,0.3850331273360019,,,0,-0.3934327880402826,0.17038850650772866,2,-25.748220444409423,57.22934710901117,1.0,-0.9164934806153272,0.08599359351460012,1,,,
2023,north_asia,2249.3735,-0.23841840710588164,0.21123769606650403,-0.5362920468561819,0.4751524757330485,1,,,,,,,,,-0.23841840710588164,0.21123769606650403,-0.5362920468561819,0.4751524757330485,,,0,-0.23841840710588164,0.21123769606650403,2,,,0.0,-0.8143155019557767,0.08703332194747108,1,,,
2000,central_europe,2140.639,0.30711348662514354,0.6311329469070533,0.657419106895761,1.3510278003341676,1,,,,,,,,,0.30711348662514354,0.6311329469070533,0.657419106895761,1.3510278003341676,-0.6413634634146514,0.1942212202138756,2,0.7151178722007195,0.12738424089439254,2,,,0.0,-0.29580975081549415,0.06950760033392689,2,,,
2001,central_europe,2121.1834,0.3579004791584074,0.8924459503945722,0.75917255524286,1.8930415353741898,1,,,,,,,,,0.3579004791584074,0.8924459503945722,0.75917255524286,1.8930415353741898,-0.7329829829803765,0.1561231302360462,2,1.0791129649226412,0.1269432724194972,2,,,0.0,0.1894732821361214,0.05163261583983319,2,,,
2002,central_europe,2101.7278,-0.0643229991017481,0.3809395155044178,-0.13518943539151893,0.8006311698541662,2,,,,,3.613134344381466,21.295456002617048,7.593824896721301,44.75725189437711,-0.06546602255745773,0.3754401316262033,-0.13759175956443592,0.7890729618744509,-0.7329829829803765,0.1561231302360462,2,0.13719342318096633,0.08602397826559002,2,3.613134344381466,21.295456002617048,2.0,-0.8561650812105863,0.0626611851369054,2,,,
2003,central_europe,2082.2722,-0.6479272939277863,0.1318881335639149,-1.3491609917670582,0.274626994030027,2,,,,,-0.9612433211571578,0.4390175449832699,-2.0015702450812216,0.9141540292309124,-0.6284363650535587,0.10949816458748982,-1.3085755724200767,0.2280049840715546,-0.7329829829803765,0.1561231302360462,2,-0.583661589672007,0.10217131055517957,2,-0.9612433211571578,0.4390175449832699,3.0,-1.6362349176171307,0.05217638525582605,2,,,
2004,central_europe,2062.8166,-0.5379007305738294,0.5639811816196066,-1.109590556179823,1.1633897435325398,2,,,,,-0.9717807661399575,0.47175668495357054,-2.0046054959542228,0.9731475208831957,-0.07074767351068793,0.48951141884312693,-0.1459394753292277,1.0097722806791551,-0.7329829829803765,0.1561231302360462,2,0.27838380192616274,0.11335889023390248,2,-0.9717807661399575,0.47175668495357054,3.0,-0.7876596935998124,0.052890615313593625,2,,,
2005,central_europe,2043.361,-0.49700629075880215,0.43271774018303316,-1.015563271291197,0.884198554298143,2,,,,,-0.9822522432634042,0.45594560434708925,-2.0070959260469534,0.9316614660442729,-0.2540615694466957,0.32261592847430604,-0.5191395026061698,0.6592208062231866,-0.7649379051756602,0.17401723811377104,2,-0.06626370360035586,0.1055066186598456,2,-0.9822522432634042,0.45594560434708925,3.0,-1.1510460448707232,0.08968101421064024,2,,,
2006,central_europe,2023.9054,-0.5513914472111282,0.37103748179069734,-1.1159641275244176,0.7509447629985944,2,,,,,-0.9847188915718833,0.4465025510346736,-1.9929778821343498,0.9036789241528516,-0.36963981922050065,0.2891711762603637,-0.7481160261753951,0.5852551051577021,-0.7649379051756602,0.17401723811377104,2,-0.18269921312453555,0.11966902124353114,2,-0.9847188915718833,0.4465025510346736,3.0,-1.1179377478159822,0.05477288357300096,2,,,
2007,central_europe,2004.4498,-0.5247811832620428,0.47965415397959926,-1.0518975378333653,0.9614426730135771,2,,,,,-0.9956103856236574,0.4773469912945752,-1.995651038341263,0.9568180812310131,-0.22456905896056908,0.3811681529565157,-0.45013740531970076,0.7640324279600574,-0.7649379051756602,0.17401723811377104,2,0.02652269782164105,0.11862148259899742,2,-0.9956103856236574,0.4773469912945752,3.0,-0.9605084991194207,0.06451040271351338,2,,,
2008,central_europe,1984.9942,-0.44322955137124126,0.5403909290498754,-0.8798080887405166,1.0726728598966142,2,,,,,-1.0018400959103222,0.4908851410261738,-1.9886467797094334,0.9744041578031369,-0.08811421468081604,0.3913902801602267,-0.17490620507897486,0.7769074360544254,-0.7649379051756602,0.17401723811377104,2,0.12741085547381895,0.09819816973447025,2,-1.0018400959103222,0.4908851410261738,3.0,-0.9059721132874993,0.059514258398343234,2,,,
2009,central_europe,1965.5386,-0.47506769094576695,0.6017319639941943,-0.9337638841667754,1.1827274020843992,2,,,,,-1.0217194286353524,0.47676378289186905,-2.0082289753527305,0.9370976183559883,-0.004959554065696155,0.4421267325402015,-0.009748194954912675,0.8690171588996422,-0.7649379051756602,0.17401723811377104,2,0.24246665029618458,0.09929205689428683,2,-1.0217194286353524,0.47676378289186905,3.0,-0.6957131958538911,0.06242753978833031,2,,,
2010,central_europe,1946.083,-0.44465148473986016,0.578533679268644,-0.8653286953770012,1.1258745581521603,2,,,,,-0.9378856559651989,0.4616589917943039,-1.8252033310177218,0.8984267157280343,0.02351429919924273,0.44977421613354285,0.04576077792856001,0.8752979558558136,-0.765229346358501,0.1788756587381296,2,0.27032565262854286,0.10006123900115645,2,-0.9378856559651989,0.4616589917943039,3.0,-0.603045220539422,0.04393827846688016,2,,,
2011,central_europe,1926.6274,-0.4776157136223574,0.19407252406659548,-0.9201875205353873,0.3739054424538623,2,,,,,-9.335214106636643,14.355224693281965,-17.985479282712678,27.657169227233627,-0.47644309066671325,0.16517001106399273,-0.9179283130191741,0.31822106897419156,-0.765229346358501,0.1788756587381296,2,-0.4041562879678545,0.08949370626583099,2,-9.335214106636643,14.355224693281965,2.0,-1.2682966968972815,0.039794416819917196,2,,,
2012,central_europe,1907.1718,-0.7229665688936503,0.4768173199566226,-1.3788214525367275,0.9093725463728477,2,,,,,7.957668922766305,14.78928987986384,15.176641763236278,28.205716600901702,-0.7296815524043078,0.41133345807444865,-1.3916280797257181,0.7844835716360706,-1.003999999999087,0.06697263122593568,1,-0.12415059383373399,0.09950342518726227,2,7.957668922766305,14.78928987986384,2.0,-1.0666270367317832,0.04615704627476835,2,,,
2013,central_europe,1887.7162,-0.5274924184067589,0.9889593638241898,-0.9957559836036166,1.8668746122326176,2,,,,,-8.754214271367637,11.840306338564586,-16.525472098331885,22.351138088271053,-0.48866251844366015,0.8134533793173548,-0.9224561523988958,1.535569122082116,-1.003999999999087,0.06697263122593568,1,0.7891605260688165,0.10545977841975769,2,-8.754214271367637,11.840306338564586,2.0,-0.20881997399120855,0.04562236007548666,2,,,
2014,central_europe,1868.2606,-0.34471402770330534,1.2530939191450505,-0.644015636225394,2.3411059972382837,2,,,,,15.717789204676425,11.670716108042614,29.3649262902023,21.80393907844136,-0.408783303530952,0.7370819879288055,-0.7637137399247186,1.377061237017063,-1.003999999999087,0.06697263122593568,1,0.49942425044757144,0.08272796934709122,2,15.717789204676425,11.670716108042614,2.0,-0.45419528293814837,0.03804062370776922,2,,,
2015,central_europe,1848.805,-0.8404445986149213,0.6226231848332751,-1.553818176142259,1.1511088572356833,2,,,,,-21.73606154932375,15.53362686041346,-40.18573927269749,28.718647007666707,-0.8284932899861617,0.3714950233797751,-1.5317225369928653,0.6868218566996452,-1.1109999999989895,0.07505553499458309,1,-0.3524927057183738,0.09742537454691784,2,-21.73606154932375,15.53362686041346,2.0,-1.3465666963399103,0.09137350637778079,2,,,
2016,central_europe,1829.3494,-0.6224951415386977,0.7905233382744767,-1.1387611136767315,1.4461433945584106,2,,,,,9.909006094174627,11.257722880615402,18.127034352974693,20.594308597020053,-0.6502278755689824,0.5776991860755578,-1.1894939740353927,1.0568136594278097,-1.1109999999989895,0.07505553499458309,1,0.06662794300328183,0.09361717540199425,2,9.909006094174627,11.257722880615402,2.0,-0.8863047690611875,0.07081059821572874,2,,,
2017,central_europe,1809.8938,-0.8156250063026407,0.3330757877689688,-1.4761946420321106,0.6028318032131726,2,,,,,4.351760095849429,12.21330056844099,7.876223616565289,22.104776976357822,-0.8188864211475888,0.3068320012094754,-1.4820974565392102,0.5553333366306221,-1.1109999999989895,0.07505553499458309,1,-0.5065592225789846,0.07760894058630197,2,4.351760095849429,12.21330056844099,2.0,-1.3522682681815394,0.048616476387781576,2,,,
2018,central_europe,1790.4382,-0.7162639658480321,0.5506272037440978,-1.2824263657378119,0.9858639795426158,2,,,,,-7.35368944192131,8.167265445982204,-13.166326487752594,14.622984044026575,-0.6980648950476713,0.4276627745688293,-1.2498420541723416,0.7657037683060206,-1.1109999999989895,0.07505553499458309,1,-0.2621548844542424,0.07711524516703795,2,-7.35368944192131,8.167265445982204,2.0,-1.1955657503786463,0.05339807432074054,2,,,
2019,central_europe,1770.9826,-0.5671025489530949,0.7594566100002608,-1.0043287466115791,1.3449844417654475,2,,,,,11.576831735587634,14.935258550581949,20.5023675668535,26.450083019581854,-0.5860233951805174,0.5895264825425427,-1.03783723605762,1.0440411428220466,-1.1109999999989895,0.07505553499458309,1,0.07002907948892863,0.08390387893625022,2,11.576831735587634,14.935258550581949,2.0,-0.8453819105592758,0.04682763754237309,2,,,
2020,central_europe,1751.527,0.30383804955649757,0.10950596829495934,0.5321805474255435,0.19180266012976524,2,,,,,-10.990758966633308,15.504142796727317,-19.25061108055034,27.15592472032341,0.30420615399053036,0.08851113584326935,0.5328252922805717,0.15502964423015403,,,0,0.30420615399053036,0.08851113584326935,2,-10.990758966633308,15.504142796727317,2.0,-0.588274288923152,0.05639418229632333,2,,,
2021,central_europe,1732.0714,-0.22315952497312355,0.08630846760497077,-0.38652823084353305,0.14949242831639634,2,,,,,-11.7793927307081,13.62360878602113,-20.402749258227402,23.59706314305592,-0.22288979128760308,0.06581904983482768,-0.3860610328412265,0.11400329379407975,,,0,-0.22288979128760308,0.06581904983482768,2,-11.7793927307081,13.62360878602113,2.0,-0.6397816671919012,0.31906925898197747,2,,,
2022,central_europe,1712.6158,-1.9209058819416003,0.08158635646641679,-3.2897737637261195,0.1397260831488176,2,,,,,-11.943435374707434,51.93208706323453,-20.454516129002872,88.93971283147106,-1.9208820335019636,0.08010822143660477,-3.2897329205115926,0.13719460574222805,,,0,-1.9208820335019636,0.08010822143660477,2,-11.943435374707434,51.93208706323453,1.0,-2.8311827935660534,0.08173380872733736,1,,,
2023,central_europe,1693.1602,-1.0067336983360107,0.09694070904863131,-1.7045614300213396,0.1641361503209224,1,,,,,,,,,-1.0067336983360107,0.09694070904863131,-1.7045614300213396,0.1641361503209224,,,0,-1.0067336983360107,0.09694070904863131,2,,,0.0,-1.9118978968003848,0.08333247230045426,1,,,
2000,caucasus_middle_east,1282.75515,-0.2627333788914756,0.10727443042091442,-0.3370225948499416,0.13760682808574462,1,,,,,,,,,-0.2627333788914756,0.10727443042091442,-0.3370225948499417,0.13760682808574462,-0.30899999999971894,0.08025168741728499,1,-0.11926244304570413,0.14131955024441922,2,,,0.0,-0.9757053867006594,0.11283902287577664,2,,,
2001,caucasus_middle_east,1275.82805,-0.14905169846932723,0.3166973704274615,-0.19016433780730968,0.404051388552596,1,,,,,,,,,-0.14905169846932723,0.3166973704274615,-0.19016433780730968,0.404051388552596,-0.30899999999971894,0.08025168741728499,1,0.44627065941833755,0.15482477342592182,2,,,0.0,-0.41676296044842104,0.08251256309810122,2,,,
2002,caucasus_middle_east,1268.90095,-0.006435057864815707,0.6053602181792487,-0.008165451037969647,0.768142155939856,2,,,,,-3.488307263565654,66.56962612523887,-4.426316400630359,84.47026183146042,-0.006147888851966646,0.6045587229731678,-0.007801062004754912,0.7671251379114395,-0.30899999999971894,0.08025168741728499,1,1.1837317475569875,0.15907077105775394,2,-3.488307263565654,66.56962612523887,1.0,0.32806528678378,0.08237149724196126,2,,,
2003,caucasus_middle_east,1261.97385,0.3367525597882502,0.6018278834624062,0.42497292437333317,0.7594910511304042,2,,,,,0.7941379570792688,0.6969611084767151,1.0021813351264597,0.879546693364628,-0.002706030184827688,0.6004278088775168,-0.003414939330563198,0.757724193616224,-0.30899999999971894,0.08025168741728499,1,1.1576765593643488,0.15620162641133353,2,0.7941379570792688,0.6969611084767151,2.0,0.2999765448282441,0.06594316794596501,2,,,
2004,caucasus_middle_east,1255.04675,0.3919496210675946,0.6251102144555808,0.4919150980846163,0.7845425430442797,2,,,,,0.8001412346142887,0.7469743917787366,1.0042146560436507,0.93748778273513,0.05388621739109835,0.6797868423450106,0.0676297220064915,0.853164267177868,-0.30899999999971894,0.08025168741728499,1,1.3135378620696936,0.1495182361322786,2,0.8001412346142887,0.7469743917787366,2.0,0.47187058782645347,0.0600165806679812,2,,,
2005,caucasus_middle_east,1248.11965,0.058732982445253976,0.6953740881321353,0.07330578949302662,0.86791006349855,2,,,,,0.8003334961955914,0.7001946626755708,0.9989119631549179,0.8739267173105016,-0.3561349290425068,0.5237073963338926,-0.4444990029893084,0.6536494922146694,-0.5699999999994816,0.05773502691891007,1,0.912968138808479,0.14064292484800897,2,0.8003334961955914,0.7001946626755708,2.0,0.03669843658811029,0.05452522671535273,2,,,
2006,caucasus_middle_east,1241.19255,-0.3801329069416158,0.4057629811191236,-0.4718181321057769,0.5036299892308469,2,,,,,0.8047402378830159,0.7047305730764966,0.998837587945627,0.874706337059778,-0.4850050850124706,0.20966084342286173,-0.6019846982295952,0.2602294768831725,-0.5699999999994816,0.05773502691891007,1,-0.001183012018576909,0.1377481388426423,2,0.8047402378830159,0.7047305730764966,2.0,-0.9133706244075164,0.09398820116255271,2,,,
2007,caucasus_middle_east,1234.26545,-0.4807912009747437,0.26633598844463546,-0.5934239680271326,0.32872930862881294,2,,,,,0.8080294015931252,0.727252085665703,0.9973227729705696,0.8976221227776174,-0.5228585531248584,0.13138970240736292,-0.6453462473590024,0.16216977016718992,-0.5699999999994816,0.05773502691891007,1,-0.21789955453691098,0.14684482469714358,2,0.8080294015931252,0.727252085665703,2.0,-1.140074766852953,0.1296570150460825,2,,,
2008,caucasus_middle_east,1227.33835,-0.22068844857625947,0.5730561801604541,-0.27085939633964634,0.7033338266154345,2,,,,,0.8114454292764512,0.757078204151714,0.9959180942832014,0.9291911139045279,-0.44112722784755665,0.349878072545693,-0.5414123639664944,0.4294187762594111,-0.5699999999994816,0.05773502691891007,1,0.48605161531655006,0.15486045961527936,2,0.8114454292764512,0.757078204151714,2.0,-0.38322233024815566,0.0769603774995926,2,,,
2009,caucasus_middle_east,1220.41125,-0.24754832745866753,0.5556225784726727,-0.30211076374924173,0.6780880455220577,2,,,,,0.8212081741729201,0.7183921499599991,1.0022116943525914,0.87673386172287,-0.45721029803555746,0.31818670175867814,-0.5579845913384474,0.3883186304266857,-0.5699999999994816,0.05773502691891007,1,0.4142471588231637,0.16048252295803805,2,0.8212081741729201,0.7183921499599991,2.0,-0.4305547347824459,0.06388332650958559,2,,,
2010,caucasus_middle_east,1213.48415,-0.44781174764278603,0.5240475959136851,-0.5434124579483209,0.6359234514868617,2,,,,,0.7557821824537668,0.6832486539419524,0.917129699260054,0.8291114120673942,-0.625972966050753,0.2628726343395711,-0.7596082726310771,0.3189917752398152,-0.7319999999993343,0.06812733176431388,1,-0.011565904272517965,0.16399898987083675,2,0.7557821824537668,0.6832486539419524,2.0,-0.8222302168144395,0.07193784477825306,2,,,
2011,caucasus_middle_east,1206.55705,-0.5688419509610593,0.32553156024620283,-0.6863402662678202,0.39277239901255573,2,,,,,16.36967570895654,43.41879527515058,19.750947632855258,52.38725354173961,-0.56966836777056,0.3032771146333391,-0.6873373852955618,0.36592114076451343,-0.7319999999993343,0.06812733176431388,1,-0.025094916297192828,0.12478087733124736,2,16.36967570895654,43.41879527515058,1.0,-0.8889916516728551,0.08404081004008439,2,,,
2012,caucasus_middle_east,1199.62995,-0.6582749698319282,0.19529464411901643,-0.7896863691457275,0.23428130415976345,2,,,,,-2.9274819601805055,43.5543728912589,-3.5118950375172413,52.249130173822266,-0.6582294686526909,0.1950320720403127,-0.789631784568354,0.23396631483011673,-0.7319999999993343,0.06812733176431388,1,-0.1968529888609686,0.17037569865028354,2,-2.9274819601805055,43.5543728912589,1.0,-1.0752457188575046,0.11843925990669393,2,,,
2013,caucasus_middle_east,1192.70285,-0.5190927016191041,0.4569170971682333,-0.619123344635305,0.5449663240062788,2,,,,,-13.883760893831582,35.14009007083825,-16.559201186791473,41.91168557674548,-0.5171184087470425,0.4270999972912001,-0.6167685999000625,0.5094033840042066,-0.7319999999993343,0.06812733176431388,1,0.3146233082564229,0.1340343203630575,2,-13.883760893831582,35.14009007083825,1.0,-0.5473333408314826,0.10177476137305737,2,,,
2014,caucasus_middle_east,1185.77575,-0.6280589303528639,0.21150258969596805,-0.744737049183365,0.2507946419236789,2,,,,,-3.1066264318601653,35.782661352922055,-3.6837622872088116,42.43021210275716,-0.6279727470489679,0.21100066901821393,-0.7446348551115504,0.2501994765555745,-0.7319999999993343,0.06812733176431388,1,-0.23526841266709772,0.1323672853380442,2,-3.1066264318601653,35.782661352922055,1.0,-1.1106865145951241,0.10161403918827491,2,,,
