year,glacier_area_km2,reconciled_gt,reconciled_gt_err,reconciled_mwe,reconciled_mwe_err,cum_gt,cum_gt_err,cum_mwe,cum_mwe_err,glambie_gt,glambie_gt_err,glambie_mwe,glambie_mwe_err,gt_diff,mwe_diff
2010,681310.72665,-217.33889058537616,15.294788267834946,-0.3190011283897289,0.0224490642368707,-2553.317527000801,54.65638943696977,-3.684565819283013,0.0785403972237513,-231.1966727048064,72.2582027545506,-0.3403621001158775,0.101352981542154,13.857782119430226,0.021360971726148592
2011,679033.52975,-295.44237406677803,24.411496438683816,-0.4350924676363937,0.0359503549812501,-2848.759901067579,59.860187643053486,-4.119658286919407,0.0863772077537966,-365.9472468839626,68.11267549573648,-0.540545313270877,0.0950926143458494,70.50487281718455,0.10545284563448326
2012,676756.33285,-273.73584758140635,30.798470868461365,-0.404482136766467,0.0455089511150355,-3122.495748648985,67.31855518723673,-4.524140423685874,0.097632405741809,-188.0208512243996,67.35045471659744,-0.2786624991943321,0.0941254547446842,-85.71499635700675,-0.12581963757213488
2013,674479.13595,-292.37245532751075,17.32396488530621,-0.4334788724275449,0.0256849529687905,-3414.868203976496,69.51192438599551,-4.957619296113419,0.100954462308222,-304.73798136525033,66.47051377096227,-0.4531718327704068,0.0925856747213776,12.365526037739585,0.019692960342861887
2014,672201.93905,-292.2067137222869,17.277875693923434,-0.4347007896693256,0.025703400556002,-3707.074917698783,71.62703833287419,-5.392320085782745,0.1041751806337983,-149.889416279315,65.94044282966604,-0.2236536803279121,0.0920570437100916,-142.31729744297192,-0.21104710934141352
2015,669924.7421500001,-313.354324514977,19.047565289581478,-0.4677455612541253,0.0284323955978276,-4020.42924221376,74.11641089394371,-5.860065647036871,0.1079855054139946,-284.97423508815865,66.77259130583126,-0.4266624477275931,0.0932270670335857,-28.38008942681836,-0.04108311352653221
2016,667647.54525,-312.71711882564466,16.861445054844715,-0.4683865327604073,0.0252550094354514,-4333.146361039405,76.01020124389518,-6.328452179797278,0.110899435891715,-340.6076946742656,68.35959222730513,-0.5116960211749099,0.0952916518024702,27.890575848620927,0.04330948841450255
2017,665370.34835,-291.84475362269706,23.02186298709592,-0.4386200171775314,0.034600073544284,-4624.991114662102,79.42012886248713,-6.7670721969748096,0.1161716401294673,-217.68675972042345,66.39070274109359,-0.3281507593734814,0.0924077513562398,-74.1579939022736,-0.11046925780404998
2018,663093.15145,-294.85793950911955,17.189080825808414,-0.4446704642693826,0.0259225733039478,-4919.849054171221,81.25897715434422,-7.211742661244192,0.1190286930830924,-243.81282612823085,66.54077158950466,-0.3687965484035694,0.0924649491234518,-51.045113380888694,-0.07587391586581321
2019,660815.95455,-324.4901534430663,14.127438527980113,-0.4910446716802356,0.0213787794176376,-5244.339207614287,82.47791151291413,-7.702787332924427,0.1209333782975446,-412.9645781490086,69.99144862252744,-0.6268117422048606,0.0969733224466875,88.47442470594234,0.135767070524625
2020,658538.75765,-146.67431628112223,38.42956548588134,-0.2227269307649112,0.0583558143533077,-5391.01352389541,90.9914138310079,-7.925514263689338,0.1342768895055837,-405.0394156368366,76.20680182507151,-0.6169085501621713,0.1065416966938755,258.3650993557144,0.39418161939726004
2021,656261.56075,-134.65290270538136,46.01943874186293,-0.2051817609909912,0.0701236237107506,-5525.666426600791,101.96678936340896,-8.13069602468033,0.1514846713618962,-217.7163545547422,81.6846283807594,-0.3327506622695744,0.1151000186974428,83.06345184936083,0.1275689012785832
2022,653984.36385,-221.29913531646628,48.67377629469075,-0.3383859730432701,0.074426513820833,-5746.965561917257,112.98832962685752,-8.469081997723599,0.1687806612652775,-460.2989143829609,100.8285184125692,-0.7059556646949124,0.138700930079604,238.99977906649463,0.3675696916516423
2023,651707.16695,-163.53642758207494,37.0075093632728,-0.2509354444380718,0.056785487777384,-5910.501989499332,118.89456834161994,-8.720017442161671,0.1780772395317823,-548.025110248126,120.16099017378784,-0.8434372990227316,0.1662574332317422,384.4886826660511,0.5925018545846598
