snapshot,onshore wind,gas,nuclear,load_shedding
2050-01-07 03:00:00,12956.113136161643,8047.356581977324,2400.0,51339.46068288886
2050-01-07 04:00:00,12255.222423819912,8047.356581977324,2400.0,34618.61207062007
2050-01-07 05:00:00,11686.965360962206,8047.356581977324,2400.0,26018.761987654423
2050-01-07 06:00:00,11601.319759059013,8047.356581977324,2400.0,32444.59391705408
2050-01-07 07:00:00,12924.11563876665,8047.356581977324,2400.0,48529.37968325933
2050-01-07 08:00:00,13366.175974190717,8047.356581977324,2400.0,63805.13958078493
2050-01-07 09:00:00,13600.025120669741,8047.356581977324,2400.0,66236.96224191772
2050-01-07 10:00:00,12746.052409379861,8047.356581977324,2400.0,55385.22010289003
2050-01-07 11:00:00,12012.171499964954,8047.356581977324,2400.0,39766.41329425458
2050-01-07 12:00:00,11941.82521840601,8047.356581977324,2400.0,32195.988993342544
2050-01-07 13:00:00,12336.831667358065,8047.356581977324,2400.0,39688.33002610072
2050-01-07 14:00:00,12841.259527372615,8047.356581977324,2400.0,57677.08311690559
2050-01-07 15:00:00,14113.222316064679,8047.356581977324,2400.0,72585.27080064408
2050-01-07 16:00:00,13230.837248240585,8047.356581977324,2400.0,76249.72853708579
2050-01-07 17:00:00,13224.215185313024,8047.356581977324,2400.0,64822.75351951295
2050-01-07 18:00:00,12918.198832922872,8047.356581977324,2400.0,49544.5540528016
2050-01-07 19:00:00,12366.559598820633,8047.356581977324,2400.0,43637.400602443304
2050-01-07 20:00:00,12925.268593183524,8047.356581977324,2400.0,52115.430831235455
2050-01-07 21:00:00,13282.033774960108,8047.356581977324,2400.0,70896.42070275992
2050-01-07 22:00:00,13987.437910912893,8047.356581977324,2400.0,86369.84935895141
2050-01-07 23:00:00,14210.361045310794,8047.356581977324,2400.0,88577.31318984012
