snapshot,Link_Bus1_Bus2,Link_Bus2_Bus3,Link_Bus3_Bus4,Link_Bus4_Bus5,Link_Bus6_Bus7,Link_Bus7_Bus8,Link_Bus8_Bus9,Link_Bus9_Bus10,Link_Bus10_Bus11,Link_Bus11_Bus12,Link_Bus12_Bus13,Link_Bus13_Bus14,Link_Bus14_Bus15,Link_Bus15_Bus16,Link_Bus16_Bus17,Link_Bus17_Bus18,Link_Bus18_Bus19,Link_Bus19_Bus20,Link_Bus1_Bus6,Link_Bus2_Bus7,Link_Bus3_Bus8,Link_Bus4_Bus9,Link_Bus5_Bus10
2050-01-01 10:00:00,4721.480414770953,5000.0,4633.8517957041295,2189.423374359668,-4073.941745096595,1629.9171931672527,-763.3688915764578,5000.0,2360.5418833514113,-3743.0886857006844,-158.23122245826835,5000.0,228.89621232328136,5000.0,-1090.895066459062,3163.024054621853,-1571.0740831747125,-4291.491031123726,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-01 11:00:00,3645.529424713821,5000.0,4804.392496825242,2261.38506999309,-4645.463444041986,-1948.1342519195632,-5000.0,477.50363785022955,-2642.5219257303966,2293.2283770293266,5000.0,-1024.1808679549476,5000.0,-959.6137547799035,-5000.0,-5000.0,-5000.0,-3731.3985720920823,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-01 12:00:00,4475.960198992394,4462.838450026564,2177.3156858653474,-556.1242127956407,-5000.0,-796.6708506834148,-4992.024731665467,-5000.0,-620.9348400381787,2710.411104205849,3555.0572635514945,-5000.0,-420.32656181205584,-5000.0,-5000.0,-5000.0,-4972.226312191897,-2576.090129807953,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-01 13:00:00,-2429.6439233141223,647.4786587868516,1004.708267414725,-1376.1531839330091,3557.8719819696403,210.53865446561758,5000.0,5000.0,0.3252283559195348,2399.3000627988304,4282.2226809115455,-5000.0,-1412.7141047520531,-5000.0,-5000.0,-5000.0,-3583.325861248896,-1819.7926754067298,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-01 14:00:00,3752.979383706459,4885.11830169078,2504.834990764298,-377.3993725918226,1741.6970838242746,5000.0,-140.9712718300234,3098.7311893720034,2689.042977751978,5000.0,-585.5895028299769,1407.3949249939892,5000.0,-3264.109531404949,-5000.0,-5000.0,-3534.004334608938,-1778.6921938563892,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-01 15:00:00,2451.5347598559924,4074.8483132159713,5000.0,2408.6571563762545,950.7641056260936,5000.0,5000.0,584.3186138547117,5000.0,-3480.3933434721985,-5000.0,-5000.0,-492.89123701136486,-5000.0,-5000.0,-5000.0,-5000.0,-2629.6972549523216,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-01 16:00:00,992.1401918292936,3076.113533583002,888.1072399904115,-206.21475857183236,5000.0,5000.0,1739.4704580729995,-3080.4214317258793,419.7313300067226,5000.0,5000.0,-587.300940266221,5000.0,-1220.6536722124338,-5000.0,-5000.0,-5000.0,-3431.08250443338,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-01 17:00:00,4236.352114777172,1891.4407576188714,447.25561858104174,2244.8027158221503,-4530.397258572362,926.329128671392,-1940.4084462130531,-5000.0,584.248809286702,561.1198951415709,5000.0,5000.0,-308.69838685761624,-5000.0,-5000.0,-5000.0,-5000.0,-3793.1383744570735,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-01 18:00:00,3174.6976030663654,750.996717926279,-493.47651602686597,643.1450883302487,-681.1561075494092,-5000.0,-5000.0,-41.15404601690898,5000.0,-2468.9944891666555,987.2357262926753,5000.0,5000.0,-1405.5211402574269,-5000.0,-5000.0,-5000.0,-3261.6116547608135,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-01 19:00:00,2384.5490392169695,2660.309845694678,4133.41475788718,2446.966664027363,1233.9751814542142,-4135.849587782306,1185.5962444592824,-5000.0,-906.3284323087478,-4207.8531817361745,-1720.3403793519128,872.6543711929389,5000.0,-2645.4986850685063,-5000.0,-5000.0,-4436.3179607218635,-2218.350685863992,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-01 20:00:00,2391.6190630927867,2205.9673597524816,880.936894744324,2543.910274680845,1974.6873582124213,5000.0,-434.42529172156173,1692.362387185819,5000.0,-4722.5672305375265,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-4322.913677228985,-2979.9638696641014,-1394.9855194059858,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-01 21:00:00,22.63067829328611,-504.8907065537644,-2905.6167999173595,705.7971933388199,-5000.0,-1933.0401042175354,2578.2980132209086,342.6409640884258,-5000.0,-2888.34737951159,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-4548.01693419356,-3080.1621706048604,-1442.0933143049092,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-01 22:00:00,1026.2633441844919,2905.2471938990957,5000.0,2421.6336639932933,-5000.0,-1094.044846626909,-779.7452386488953,3248.1576941997414,-1108.8249072267467,2138.099717653773,5000.0,-3694.243332622382,-5000.0,-5000.0,-5000.0,-5000.0,-4720.111351563033,-2398.480790684172,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-01 23:00:00,1994.881723472066,2560.328930733218,3517.4345886878073,2295.305498600561,105.34603470648926,5000.0,1660.9755731198502,-3316.5945311327587,1918.3909597304119,-5000.0,-888.3345411978871,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-3382.9581194841794,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 00:00:00,-2190.0884253584786,-3289.7195181532998,-5000.0,-2838.758274713564,5000.0,1123.0377298970861,5000.0,640.9671839512112,-2583.1840500709695,2339.590832946261,5000.0,456.8121647014814,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-3665.598094510065,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 01:00:00,567.5720520179848,1564.4221276075696,356.99960236177685,2314.0896260895006,-5000.0,-1444.4148752605224,5000.0,21.59703564994652,5000.0,-2536.0992049175084,1344.6065785907203,-402.02721435016156,5000.0,-1404.5474841971936,-5000.0,-5000.0,-5000.0,-3249.5368381461294,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 02:00:00,-1058.0722648783922,1038.2744471811138,-1281.4335113329325,2439.583376930428,4344.320131809982,-1023.9341637586476,1054.704364574528,5000.0,477.04836489510217,-348.3426412249951,2304.7719650328,5000.0,5000.0,-2494.559691274415,-5000.0,-5000.0,-4479.129623801004,-2238.640818361496,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 03:00:00,-40.7017405593358,950.5906919243596,-1443.8947410082317,702.3185075685878,1088.8341584422678,-5000.0,-1737.673960426503,1464.8932190408127,5000.0,-4658.6816589615155,-5000.0,-3239.040791704123,-5000.0,-5000.0,-5000.0,-4510.963910041004,-3021.2817419330677,-1502.271704860429,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 04:00:00,1235.388898858073,-173.5768583757192,1565.4166590745135,2501.274437768075,-5000.0,-1737.8803852103024,1623.0090477639278,-5000.0,-3826.973413715591,-1347.2788784863892,890.7075111586901,2883.005142450783,-5000.0,-5000.0,-5000.0,-5000.0,-3400.4668036436724,-1687.0584669291757,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 05:00:00,-2311.905267568781,-2384.5866396023193,-4652.619165611013,-1571.2235942668267,4841.393072202918,-130.661925049586,-4229.03982192284,292.05120626219286,-1774.8528877012268,1820.0257394862188,5000.0,1725.7165738738386,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-2668.6628887949205,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 06:00:00,-1966.575622663489,61.478087446928384,-2091.4434572669225,2248.405848059555,1831.1097003416353,-2100.810410423507,-5000.0,-5000.0,454.8054984256287,5000.0,-1449.625940339468,425.7920149157271,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-3644.880031308438,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 07:00:00,870.8167989448584,-1422.1452733052392,-3531.9718481689342,808.6581301351289,-4066.3093263525725,1454.2825827496117,-1088.4885557978623,2258.0330030491077,-486.68527143424944,5000.0,-969.9962193513893,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-4083.3267542972435,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 08:00:00,-2202.9484500799554,-4567.605328363867,-5000.0,-5000.0,-4671.232370842065,-1951.5389692917643,5000.0,426.06839336703615,-2899.011112352544,1932.4451989023219,5000.0,566.233660848141,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-3528.07012644541,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 09:00:00,1219.6476673322718,2069.7097508366073,-199.4980253117992,-2907.319879430611,4881.9426602244275,-104.97509959153285,528.0573838247174,5000.0,769.6318075552481,-5000.0,-1751.034201716409,1463.3868665057844,5000.0,-1901.2561484048656,-5000.0,-5000.0,-5000.0,-2685.2646154546537,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 10:00:00,-2383.270355099792,-2664.45872557611,-5000.0,-1650.555132830361,1516.663753716669,-4039.9559182288713,1221.7688721787154,5000.0,213.12412922661497,2464.105154677434,5000.0,-4223.75366213234,-169.64801384259,-5000.0,-5000.0,-5000.0,-3978.1742213873467,-1977.029025060653,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 11:00:00,121.12774747797675,1982.7072539327332,1077.3109885465337,-1687.268161152267,-5000.0,-3941.1564036154778,1727.2474225158367,-4175.587349078017,-95.87883943859197,3146.3303553012,-5000.0,-2217.7892568753737,-5000.0,-5000.0,-5000.0,-5000.0,-4606.426681881918,-2402.5202375148683,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 12:00:00,-2232.711812703218,-3106.757044405142,-170.36029117914086,2294.481190875011,77.19067201361031,5000.0,4759.994029547788,-89.94467463676392,5000.0,1902.0656117715816,-5000.0,-990.4969624493815,4697.394507169874,-1457.513490145885,-5000.0,-5000.0,-5000.0,-3340.4321691939517,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 13:00:00,-382.81622182697083,1407.1721458775164,-668.2457628380512,2159.5679549059214,5000.0,1740.0544535946838,-299.37729956841076,5000.0,2533.566615605208,-3346.489532816852,1959.6112352487467,-2021.2941877331605,5000.0,5000.0,-790.0950052578028,-3716.231669981079,620.4652260980629,4765.012256613089,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 14:00:00,-2063.1114898665,835.654085528452,4447.009797023129,2110.5831505759397,-3376.5020589941605,-5000.0,-5000.0,1802.47717155614,-363.00672542817756,160.54940885205178,-5000.0,876.7330198650398,5000.0,408.65621918468423,-4968.546155405499,-5000.0,-5000.0,-4804.96036423932,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 15:00:00,1835.1698172149904,3929.1013573751934,1841.1019720613062,2173.9893670030415,-3877.1808586169755,1851.4278902559163,-343.7493658774365,1869.3693294648947,-794.892435114698,5000.0,-820.3914192541688,-1843.3320349265277,5000.0,-156.77461282420336,-5000.0,-715.9119480314221,945.3336385953066,4861.519325782658,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 16:00:00,1755.4712437655603,-641.2009761720362,786.5596011998819,-1796.2369480807733,5000.0,5000.0,4766.718510910847,-106.35879126762757,5000.0,1896.1034897770405,-5000.0,-891.2339560538603,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-3502.931488199168,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 17:00:00,1747.0196913897908,-728.5631647224932,3496.0264056009887,817.9395566415506,-5000.0,-5000.0,1198.730660492989,5000.0,908.4658694946393,4800.478585309593,-2785.589477703392,-5000.0,9.783455377953942,-5000.0,-5000.0,-5000.0,-5000.0,-2767.0087707408247,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 18:00:00,-2254.716309162528,1099.3035202646397,4939.370645039087,2318.3407196126473,-5000.0,-364.5192979884441,126.75484718813641,-5000.0,-30.06993863045591,4253.183443493474,5000.0,-454.5622663277054,5000.0,-1434.9857198142245,-5000.0,-5000.0,-5000.0,-3296.542808439326,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 19:00:00,-2132.4612945808535,2075.661348012713,884.0408822257391,-1555.395604426889,-1680.2051434781288,-5000.0,-837.8999753725757,-4875.879644257752,1042.406569768853,-5000.0,9.20420658697094,5000.0,373.62504335468566,-497.1548397762417,5000.0,5000.0,5000.0,806.5286101627817,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 20:00:00,-2008.9431268645824,2053.7837606752305,4307.815066737901,2051.8482635447886,5000.0,5000.0,3889.889348476795,1012.0566924045834,4544.235558509719,-210.6860336519676,-5000.0,-5000.0,3159.803215402556,2220.5162142308604,-2527.5781310152393,2721.1761326608016,-852.9038177273956,3885.33741698074,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 21:00:00,2017.9171295450196,5000.0,4202.03220429332,2007.21191515155,105.22673109221523,-1869.2535723533174,-2623.7598322699496,5000.0,5000.0,810.5836833026933,-3414.683381331399,-5000.0,3552.08739606008,-7.62129957972229,-4238.382711637116,1276.8862628150123,-2086.0565966121176,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 22:00:00,-2030.0057372586734,3476.495263549423,1475.1293266035905,296.52860953312484,-2976.5399730774297,3698.4843913805043,2381.353154989611,-622.5226195033779,-2463.2178483334037,4366.469185267133,225.05169065689643,-5000.0,2870.0028577242474,5000.0,54.05657904248619,185.34459012623483,5000.0,3906.508043095464,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-02 23:00:00,1981.8108114644779,-303.121374697937,-2406.7725748485614,-66.58737792880356,-1605.1178315969855,-5000.0,2615.7687256393447,2194.262142715148,-561.665296418586,5000.0,5000.0,-1471.8617121579355,-3189.614884770155,1725.4470460455186,-4444.088191703002,-255.71268001945828,-5000.0,-4229.829261932223,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 00:00:00,5000.0,2639.011922306212,476.8700257479113,-218.4450666904063,1855.1969272782471,-2074.904932522426,5000.0,3293.0716696893314,64.97275404763604,5000.0,2173.4991343588845,-5000.0,1164.9280690843316,-4779.516918806194,-5000.0,-5000.0,-5000.0,-3692.0278800015067,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 01:00:00,4289.978384178628,3998.150316805593,1874.8907884451382,2214.406010431515,5000.0,1442.2629840501004,5000.0,791.9511332870761,1380.0993958678973,-5000.0,-242.68127108999306,-1563.60168036928,5000.0,-559.1504876139525,-5000.0,-5000.0,-5000.0,-4162.947344719618,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 02:00:00,4613.2245511232095,3390.063828837056,1382.1547061673032,2082.186574736836,-3141.7184786737025,-406.7405264909371,-1866.3340541399348,-5000.0,1774.6974351117842,-3220.0256897968247,2662.163250964126,-2713.9547907741808,2888.453780097908,-1525.7683298563788,5000.0,1788.906162185956,-2071.7634134393866,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 03:00:00,1752.0723403338643,5000.0,3104.3895033649196,983.195830639414,-1954.5255052410962,-3457.9797128978007,5000.0,5000.0,4030.333713360047,381.89132225675667,-952.0145653229843,-5000.0,-1754.2387723644829,-5000.0,2818.2415678283005,402.6566347981566,-2575.9729105173597,3025.7865778440687,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 04:00:00,1275.8468039618438,5000.0,3136.004487598807,1064.4531482705443,-1644.4733842987762,-2842.2036163538924,5000.0,3318.2836923837767,2745.789250629773,5000.0,1577.1873201147719,-2183.1458263436443,-2912.6183231734503,4414.57392834814,1094.527881246323,-996.7671311743397,5000.0,2718.765783783858,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 05:00:00,-1954.288733040162,968.8655301211465,169.6928622081714,-2005.092164084951,-2292.732848539912,5000.0,5000.0,4509.019122386324,3303.5700144652264,-822.7289333315175,-5000.0,-5000.0,1189.4465826187866,-2497.7309238546377,5000.0,2398.166475603675,-901.5463314504282,3382.5387597254785,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 06:00:00,4419.762452102144,3865.107193526582,1829.197419338346,2114.2820868478575,2867.4232299142814,170.53952690884762,-1624.71441626272,-5000.0,-2009.965575558832,4344.28935534613,-996.7004993852406,5000.0,1043.5790574206071,-3628.6835150281618,-5000.0,-5000.0,-5000.0,-4944.57173803536,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 07:00:00,-2129.3567138736307,-1602.560356484324,-3697.908663761991,-2828.14902265614,4580.796885999015,1353.1302348384497,-1087.544428988008,5000.0,2479.3452228769656,5000.0,-965.0400146471875,-5000.0,1851.9963841882582,-618.4386880990241,5000.0,1148.289128839493,873.2285215015331,4796.23711627778,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 08:00:00,-2088.9029452015616,-4313.278939134354,-3709.1661911856922,-2919.010289976075,-2091.6085193006957,-5000.0,-5000.0,1522.0798397961826,-744.1230205919305,-5000.0,437.02237497247825,-2236.5820280336666,5000.0,5000.0,-415.515767102228,4173.559491065127,-248.10606727314098,-4018.169684832618,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 09:00:00,-1970.5869373598434,-4049.429144313237,-2367.790920363229,-2972.661774860868,5000.0,3013.3269692402364,2260.7856998887087,614.4717092812339,-606.8515391648689,-5000.0,-405.71356386910975,-5000.0,-1484.5290716162162,5000.0,2563.2969693429263,-267.301028130747,5000.0,3482.8188343203874,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 10:00:00,88.08700780617437,4179.930354240672,3924.611266429991,1890.150820869535,-1314.325002791401,-2217.5758149697467,-2071.384509886287,5000.0,4613.809948833677,1448.595806889568,108.91320139605341,-3244.5856474600187,-5000.0,-58.85115781082186,-3059.4955917723473,-5000.0,1119.4794353219868,2470.1082158343365,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 11:00:00,-1836.9787819003236,-3751.4772014824525,-2552.679938325678,-1589.2167820264012,-1072.4262857775439,-1923.5909974614374,-1530.025710408981,-2797.253050760407,-2960.7493087536295,-5000.0,-1892.8297835174649,-5000.0,4818.3680668557045,2318.2156778993935,5000.0,5000.0,2782.1462215635333,814.2456771068858,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 12:00:00,-1916.2459241363053,-717.4723966479273,-640.3170313075827,-2758.594563710946,-1836.2474901704795,-3298.5278825036094,5000.0,3047.905418383502,2222.579031789499,5000.0,5000.0,5000.0,2547.210895873227,5000.0,1336.8728271956138,-1061.2963060925435,4709.261067812678,3124.451903313317,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 13:00:00,3701.3739112286776,1543.5363817594998,-462.3728180016424,-2756.75920698346,-2999.13937945817,-5000.0,3452.457351114065,5000.0,3145.5035902225727,-34.28069012006199,-5000.0,1301.7579340405555,-1014.0139561084097,5000.0,128.8034831715131,2282.9769708236017,-1622.8992337839554,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 14:00:00,3378.16229714994,4346.241605577314,2277.9904239408697,-114.28630166118114,-1926.4981110627841,-5000.0,-1380.6764666225154,5000.0,2617.10936363045,5000.0,-633.2888529246902,4093.96301131156,-233.39213041752646,5000.0,-512.7566964605212,3947.9732926091947,306.45220783920195,4570.194066313323,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 15:00:00,1020.4971772107042,964.211320242011,627.7483363362553,2110.336267843165,-474.9212395899294,-3214.7068497807113,-5000.0,-1635.5031974062576,5000.0,5000.0,-167.26216633874174,-1125.9673030117488,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-4780.867325032755,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 16:00:00,2071.8933712608214,2441.158806827381,515.4473724944392,1987.9681634341327,5000.0,3214.6478880191703,2509.1871296215563,376.38446025935764,-789.0508336146031,-4705.482430719543,2239.4313142080196,-2203.1601970358256,-5000.0,-3591.2525959757077,3936.5945682604925,1236.3865356909364,-1930.7885705418098,3417.5441039334787,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 17:00:00,-1848.773744941182,-1725.4272787772147,-3555.354415639885,-5000.0,-1117.965342727266,-2043.2612382285702,5000.0,5000.0,5000.0,3268.2356750528506,117.14879123704941,-3243.3107624594577,-5000.0,-5000.0,3627.240505169937,1676.0348687149033,-674.9657406384629,-2646.9133809615723,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 18:00:00,-1837.6972603028844,-3753.0794392739163,-292.0167720218269,-2293.6207918874306,-1042.7946023209079,-1824.9603452263168,-1525.1359236099825,4321.181186785061,4012.765066561022,1014.404265828271,-1832.9690088908815,-5000.0,4837.447608635075,5000.0,2169.257412326438,416.409966199074,-1830.2165801498845,2453.727862031292,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 19:00:00,-1910.9629793007057,-579.524423499894,-2483.918091692938,1963.5328526746177,-1846.1731831974303,-3465.4872432453303,1917.4698434162801,-39.167191168909994,-1015.2534931426817,-5000.0,2186.662566448199,-1972.0704677985677,5000.0,5000.0,1206.3756069966107,-1347.6243303835186,-4261.985340445235,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 20:00:00,-2052.8154711487873,-3222.633941440929,-2098.456262939876,-4419.589553519198,5000.0,5000.0,5000.0,5000.0,5000.0,-292.4099402924994,5000.0,-525.6645410736719,5000.0,462.2847161883692,-4673.872748211382,-5000.0,-5000.0,-4933.362927277503,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 21:00:00,-646.4973177876464,-2911.599240940087,-5000.0,64.94248802489619,-1721.0311745080944,-5000.0,2625.2718196043643,5000.0,5000.0,-1035.3876835326173,4140.692974737072,-414.3568420380034,-5000.0,-758.534963015215,4845.516531306175,841.570141081058,5000.0,955.5574907196265,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 22:00:00,-2086.8991349981034,-625.5447237617964,-1481.7158200239646,2136.376151732212,-3486.40297649863,2673.8134766196263,738.5198000240125,-2735.80160888298,-5000.0,1002.406986723392,-4349.290200250194,1331.7005184488753,-2952.538055118106,-5000.0,493.3619016773391,5000.0,676.2210329024247,-3238.342967045073,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-03 23:00:00,-861.4132374850772,313.18275323038847,-1640.3302525982263,2019.8354817376303,-2499.510964067361,-134.52093411120632,-1129.8814783127568,-3583.2094949339157,-4973.720247540327,2329.0092382296625,-1924.0493694585957,5000.0,1885.2745983423138,3976.8809789807565,-333.5232752923703,5000.0,1593.1547500342695,-1391.4927462873884,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-04 00:00:00,-1887.2922616166873,-3863.6784288739177,-83.758163259497,1919.9419360945026,-1517.9875835359271,-2835.5176776443823,-2915.246994735223,-3161.2092109861505,-3891.723406165388,4363.022673736718,972.1904243081385,-2886.852590652522,-5000.0,-3133.148716809268,5000.0,2794.9693899880263,186.3747876337261,-2145.0211443807625,1500.0,1500.0,1500.0,1500.0,1500.0
2050-01-04 01:00:00,681.4642607014293,-211.4516646660736,3994.9426729849024,1919.8280019688477,-1562.7231864843125,-2880.9997108371517,5000.0,3444.2525325183,2732.1204340515455,-708.7786073736611,5000.0,1170.1402279182344,-946.1475037092368,-3829.826862775713,2039.030779143673,-241.52445257715726,-2831.7075340819183,2881.398472344039,1500.0,1500.0,1500.0,1500.0,1500.0
