cell_id,mean_selected_response,max_selected_response,activated_elements,rep,coverage_0_5,coverage_0_9
88,0.2290156280413497,0.7459841122912025,2,0,True,False
89,0.20866356028070815,0.7795504487263791,3,0,True,False
90,0.23892458980337955,0.7408002080799478,3,0,True,False
91,0.2290457040649656,0.7767947853144347,2,0,True,False
92,0.20534795275227732,0.8582824181083775,2,0,True,False
93,0.24379287021408763,0.5276082453813826,2,0,True,False
94,0.1610272526400444,0.9305583389920228,1,0,True,True
95,0.18619466521669045,0.8842639291829932,2,0,True,False
96,0.19423486495476044,0.902457829214626,2,0,True,True
97,0.13208200600737013,0.845685276632038,1,0,True,False
98,0.16389088924550188,0.5800962122847882,1,0,True,False
99,0.2411801545534419,0.6427902432429541,3,0,True,False
0,0.2185536043250922,0.6259078415435684,3,1,True,False
1,0.1661363840454178,0.695184216292864,2,1,True,False
2,0.1272303854384732,0.9251815353886074,1,1,True,True
3,0.2364811520277049,0.7783157410175332,2,1,True,False
4,0.2323220666288491,0.892704846012757,2,1,True,False
5,0.16127065609788124,0.8079660448643952,2,1,True,False
6,0.1923723313077497,0.5894736295997214,2,1,True,False
7,0.15780509588386904,0.7090394221511379,2,1,True,False
8,0.23912785824613794,0.6994743816678044,1,1,True,False
9,0.1705894389443535,0.7279329110521251,2,1,True,False
10,0.21233107656631883,0.6311730566217133,2,1,True,False
11,0.14367381479631075,0.385288472781696,0,1,False,False
12,0.22858365439779343,0.8299580553791208,3,1,True,False
13,0.19315696977052493,0.738135476735458,2,1,True,False
14,0.18356699601362467,0.7705856369574441,2,1,True,False
15,0.20957368847933805,0.5653553793518188,2,1,True,False
16,0.16946109744733978,0.6088198366355466,2,1,True,False
17,0.1178187843689618,0.9294873655655712,1,1,True,True
18,0.19739862179338985,0.5935789736847799,1,1,True,False
19,0.2332948883194617,0.7536841596966746,2,1,True,False
20,0.16726307915044747,0.7967894589009482,1,1,True,False
21,0.16410201534966234,0.6584935625980979,1,1,True,False
22,0.17040125726265784,0.7870241158018115,2,1,True,False
23,0.14905546182545004,0.999999958434201,1,1,True,True
24,0.1802035211756594,0.7724042082750794,2,1,True,False
25,0.21427542168757374,0.7605810054198411,2,1,True,False
26,0.2121107149231812,0.798842059537547,3,1,True,False
27,0.1501164662717059,0.5843420512397837,2,1,True,False
28,1.7999984690542092e-06,1.7999984690542092e-06,0,1,False,False
29,0.08887159902584235,0.888699790272202,1,1,True,False
30,0.21410925655619412,0.5935789736847799,1,1,True,False
31,0.26008697389345026,0.7516316229020443,3,1,True,False
32,0.2019866375176202,0.6613158000204331,1,1,True,False
33,0.11318448213452452,0.8148432210298975,1,1,True,False
34,0.24282289254609374,0.7595794987226807,2,1,True,False
35,0.21381855522756724,0.73921320848673,2,1,True,False
36,0.22073437124954806,0.7510671047567693,3,1,True,False
37,0.1974472608149282,0.6908327970453139,3,1,True,False
38,0.17015050568944504,0.5529369649365045,1,1,True,False
39,0.20412809908041013,0.7501678605226718,3,1,True,False
40,0.22977416304743392,0.7044210015707464,2,1,True,False
41,0.18701410269424903,0.6977032381970989,3,1,True,False
42,0.25663272290626427,0.7155052681674535,3,1,True,False
43,0.16395279325357015,0.5843420512397838,2,1,True,False
44,0.20298807154527015,0.8110645082860122,2,1,True,False
45,0.21024546760739282,0.6088198366355466,3,1,True,False
46,0.21360471957639543,0.8167897916612605,3,1,True,False
47,0.17402095744456308,0.634221071845671,2,1,True,False
48,0.20809675182504198,0.821174761386137,2,1,True,False
49,0.16193105434522534,0.8221907779354009,2,1,True,False
50,0.24875510085051844,0.6977032381970989,3,1,True,False
51,0.2075415593615996,0.5032633004451195,1,1,True,False
52,0.2423717565022947,0.7251847042861569,3,1,True,False
53,0.18931139255440957,0.7073768494294013,2,1,True,False
54,0.1641116443271522,0.6378789327467215,2,1,True,False
55,0.1249769138237578,0.9259372761916128,1,1,True,True
56,0.25391870467757444,0.7541153553035473,2,1,True,False
57,0.15033631492241567,0.5529369649365046,1,1,True,False
58,0.2011772224473581,0.5082307647017047,1,1,True,False
59,0.17324375621675075,0.7459868375969061,2,1,True,False
60,0.19637497686660574,0.6088198366355466,2,1,True,False
61,0.22966553793689162,0.6423495621138179,4,1,True,False
62,0.1688435987566025,0.7234078975547579,2,1,True,False
63,0.20931126315995097,0.5976432635251612,1,1,True,False
64,0.2669102401958486,0.7541153485417221,2,1,True,False
65,0.2278615322706672,0.8374315626501272,3,1,True,False
66,0.14720256644442903,0.8461034229129696,2,1,True,False
67,0.22188689996379402,0.8196846075131056,3,1,True,False
68,0.1847790532632806,0.727932911052125,2,1,True,False
69,0.16850194237227445,0.8891578501877133,2,1,True,False
70,0.18648611702225665,0.6767104730081358,3,1,True,False
71,0.18084094247132587,0.7233797789426326,2,1,True,False
72,0.21373599083552347,0.7862547625362261,3,1,True,False
73,0.17336502402292872,0.569701910661709,1,1,True,False
74,0.15836129332300367,0.6674736318473531,2,1,True,False
75,0.14397373898836177,0.7832421000913945,2,1,True,False
76,0.22944858233939533,0.5843420512397837,3,1,True,False
77,0.13730722173553822,0.8201208524311252,2,1,True,False
78,0.1548401145387907,0.8320573335144656,2,1,True,False
79,0.21981467956566725,0.5843420512397837,2,1,True,False
80,0.23913062474112118,0.7073768494294013,3,1,True,False
81,0.15084485301996023,0.4535897452357964,0,1,False,False
82,0.15403976182331294,0.5427763523807376,1,1,True,False
83,0.22734951934935982,0.7609454825489574,1,1,True,False
84,0.22048829504769882,0.7480860233638087,3,1,True,False
85,0.2016906589178598,0.5843420512397837,2,1,True,False
86,0.20270730353136218,0.7862547625362261,3,1,True,False
87,0.16520614854966292,0.6423495621138179,2,1,True,False
88,0.2038699879776043,0.8975818783895212,2,1,True,False
89,0.19222353016538865,0.7814358620312458,2,1,True,False
90,0.19940079672792965,0.698791323263361,2,1,True,False
91,0.23287457112478832,0.7370400860254406,1,1,True,False
92,0.17529673102280002,0.5082307647017047,1,1,True,False
93,0.09496500279821159,0.9496338279958944,1,1,True,True
94,0.2589374414252301,0.6680557469024462,3,1,True,False
95,0.22790107149865144,0.6721538230994293,3,1,True,False
96,0.18954514504395314,0.7695592615826423,2,1,True,False
97,0.10547302529063118,0.5020836507818868,1,1,True,False
98,0.21784834673701942,0.5082307647017047,2,1,True,False
99,0.18024789573873803,0.6259078415435684,1,1,True,False
0,0.18300239496038384,0.808351561748966,2,2,True,False
1,0.1839204365322503,0.6849597127337743,3,2,True,False
2,0.1762472541832572,0.6001411082714925,1,2,True,False
3,0.23321800579158897,0.6751147064230609,3,2,True,False
4,0.1631556040039565,0.4801835603107333,0,2,False,False
5,0.10569638315586075,0.9031019392641442,1,2,True,True
6,0.16780317684801133,0.7243397422427978,2,2,True,False
7,0.14178684974132388,0.6718330376528231,2,2,True,False
8,0.13260334645322583,0.5008582726653605,1,2,True,False
9,0.1747369589103102,0.6751147064230609,1,2,True,False
10,0.18148913917121318,0.7137103727118148,1,2,True,False
11,0.16257830482205793,0.8042648199372967,1,2,True,False
12,0.16667969121625797,0.5746956290846281,1,2,True,False
13,0.15924494645021892,0.4801835603107333,0,2,False,False
14,0.18250650794750561,0.5746956290846281,1,2,True,False
15,0.16189026178490978,0.6334626789723647,1,2,True,False
16,0.1229174166843308,0.8993361809071221,1,2,True,False
17,0.14132609886796543,0.488059667576734,0,2,False,False
18,0.1951021867094204,0.7072729755243368,2,2,True,False
19,0.13608065000856095,0.6101376561546896,2,2,True,False
20,0.21824724517312294,0.5008582726653605,1,2,True,False
21,0.08331807088899675,0.8331645089037459,1,2,True,False
22,0.1643144453993373,0.6649117627232007,2,2,True,False
23,0.18421462209786607,0.7231745457502909,2,2,True,False
24,0.16093083752856976,0.5668196242067042,1,2,True,False
25,0.1616773836197047,0.4973676713107159,0,2,False,False
26,0.13859289600468827,0.8584749653614494,2,2,True,False
27,0.134225915973263,0.5637903042285414,1,2,True,False
28,0.19515163862093493,0.763719766632418,1,2,True,False
29,0.16575288432378868,0.6672388304190133,1,2,True,False
30,0.18321862902929245,0.7231745457502909,2,2,True,False
31,0.15425185161645832,0.4801835603107333,0,2,False,False
32,0.18444319379357926,0.5764857938026147,1,2,True,False
33,0.08661791084914258,0.8661629085052043,1,2,True,False
34,0.18600396772645797,0.5008582726653605,1,2,True,False
35,0.17481797841493552,0.9120702041674186,2,2,True,True
36,0.1815317673960855,0.5668196242067042,1,2,True,False
37,0.17438615495384902,0.6101376561546896,2,2,True,False
38,0.15863675669206118,0.7560608076515989,1,2,True,False
39,0.13763212407401734,0.7728611143221152,2,2,True,False
40,0.2081651225800209,0.5235015922587188,1,2,True,False
41,0.12232203478683565,0.8282262087400303,1,2,True,False
42,0.13196934108293085,0.4368656409896309,0,2,False,False
43,0.09812461822073909,0.9043072360668786,1,2,True,True
44,0.15998671480485063,0.6924161663876448,2,2,True,False
45,0.23071310905584075,0.5668196242067042,2,2,True,False
46,0.15762639830487624,0.5911500367842601,1,2,True,False
47,0.13736706575236407,0.745544324443297,1,2,True,False
48,0.1638698572963016,0.6980085983381112,2,2,True,False
49,0.1816451847237909,0.6334626789723647,1,2,True,False
50,0.19518127644602137,0.6128451103868916,2,2,True,False
51,0.15968034440609472,0.880712641943035,2,2,True,False
52,0.137305093378343,0.5462347879694668,1,2,True,False
53,0.12208165112006095,0.6933625165151764,2,2,True,False
54,0.16713147557467706,0.72009876019555,2,2,True,False
55,0.1891928116878489,0.6558947667271988,2,2,True,False
56,0.1511638255968663,0.6876840460341821,1,2,True,False
57,0.175197091609694,0.7504291092958397,2,2,True,False
58,0.17483729785428662,0.4958164383598359,0,2,False,False
59,0.10150158925689527,0.9380769464284404,1,2,True,True
60,0.18357471255207627,0.7357325966782798,2,2,True,False
61,0.014794637276654869,0.1479301727803272,0,2,False,False
62,0.18138180789150954,0.6308994076623524,1,2,True,False
63,0.16547514347617068,0.5668196242067043,1,2,True,False
64,0.14581068557203675,0.5637903042285414,2,2,True,False
65,0.15891636594759823,0.6967737200506605,2,2,True,False
66,0.1388555667898221,0.715698551553074,2,2,True,False
67,0.10453316645980215,0.436865640989631,0,2,False,False
68,0.15423098234674032,0.4880596675767341,0,2,False,False
69,0.1261509345922052,0.6219516634715756,1,2,True,False
70,0.15694689895408492,0.5904477207509403,1,2,True,False
71,0.192893322648214,0.5637903042285414,1,2,True,False
72,0.14123429741042864,0.745544324443297,2,2,True,False
73,0.1009127315627043,0.7300952344380742,1,2,True,False
74,0.13750699343556955,0.3445615206186518,0,2,False,False
75,0.16518013738744391,0.5601552242968066,1,2,True,False
76,0.1860963398002089,0.5241348820267768,1,2,True,False
77,0.1794874698753274,0.6415232477692344,1,2,True,False
78,0.15886256617389494,0.4415196428566218,0,2,False,False
79,0.1254862396786975,0.7208676675146828,2,2,True,False
80,0.16592360592558492,0.702188477954814,2,2,True,False
81,0.12274219252755021,0.3949797391405739,0,2,False,False
82,0.12449315830311494,0.7683688066276968,1,2,True,False
83,0.2077412435953861,0.6801128762208641,3,2,True,False
84,0.16584158085327746,0.6928357794711655,2,2,True,False
85,0.18112289045736968,0.8164809619629816,2,2,True,False
86,0.16693054492240833,0.6061996537157276,1,2,True,False
87,0.13071080599721865,0.8444992994276156,1,2,True,False
88,0.12438243795609889,0.6376103258575088,2,2,True,False
89,0.16868863249250537,0.6692076978585231,2,2,True,False
90,0.16334142942151206,0.5601552242968066,1,2,True,False
91,0.1836901964560576,0.6510322320413824,2,2,True,False
92,0.1474304595370072,0.9104998911537782,2,2,True,True
93,0.15549841146675225,0.7915319229537219,1,2,True,False
94,0.1014520295422833,0.8665757226547532,1,2,True,False
95,0.203770469194271,0.7013681163113463,1,2,True,False
96,0.10014418408799423,0.7879535991084095,1,2,True,False
97,0.16607294950837453,0.6074112681349619,1,2,True,False
98,0.14090729998912432,0.7781591922411385,2,2,True,False
99,0.13391139095116872,0.9999999749316872,1,2,True,True
0,0.20806061972857956,0.7930946913454167,2,3,True,False
1,0.2444979646728876,0.803292273423916,3,3,True,False
2,0.1771808914127257,0.8536884045968618,1,3,True,False
3,0.16035989678321783,0.932005673196228,2,3,True,True
4,0.18571496256188055,0.6407894188438352,2,3,True,False
5,0.18171698779359896,0.5020836507818868,1,3,True,False
6,0.09993198221043915,0.90839488575407,1,3,True,True
7,0.27216461843091627,0.7413683712941399,4,3,True,False
8,0.1979874059131304,0.6088198366355466,2,3,True,False
9,0.2112705283959341,0.8683195665513156,2,3,True,False
10,0.17368112271295066,0.6781146019682818,2,3,True,False
11,0.20151483382289054,0.7714113895752488,2,3,True,False
12,0.19592175856897934,0.8004841644772533,2,3,True,False
13,0.16106179830833828,0.95484206403282,2,3,True,True
14,0.21728095896594896,0.7988216041005588,2,3,True,False
15,0.15365836825783954,0.8656458668115716,1,3,True,False
16,0.20654475876337428,0.8211747564684448,3,3,True,False
17,0.14940255658604254,0.5884987121132044,1,3,True,False
18,0.20925419661800188,0.7019579584106593,2,3,True,False
19,0.14308402282994356,0.7541153553035473,2,3,True,False
20,0.17144014698275722,0.5082307647017046,1,3,True,False
21,0.18486616562891567,0.5628717841676127,1,3,True,False
22,0.15232937995058282,0.6748631700065622,2,3,True,False
23,0.22496413606183677,0.8569398012406009,3,3,True,False
24,0.17225909956412097,0.4411712215384203,0,3,False,False
25,0.15204617303545973,0.8639664405623743,2,3,True,False
26,0.1976063461433837,0.5492116138239678,1,3,True,False
27,0.15059637116521116,0.8768827349446514,2,3,True,False
28,0.1537095541946485,0.7234078975547579,1,3,True,False
29,0.18990693729275926,0.5976432635251612,2,3,True,False
30,0.16247624762384316,0.7119490848997021,2,3,True,False
31,0.1428473534740199,0.385288472781696,0,3,False,False
32,0.19851471480907446,0.792192128701487,2,3,True,False
33,0.20836008276574094,0.7773996050304448,2,3,True,False
34,0.2620420644538912,0.5628717841676127,2,3,True,False
35,0.14911184301286468,0.6088198366355466,1,3,True,False
36,0.1541109043466704,0.4411712215384203,0,3,False,False
37,0.216826632455882,0.634221071845671,2,3,True,False
38,0.13948759976300093,0.8503631160423605,1,3,True,False
39,0.1065794857947342,0.3790791426317211,0,3,False,False
40,0.192611299809224,0.7234078975547579,3,3,True,False
41,0.14455433785017563,0.5628717841676129,1,3,True,False
42,0.16630444017881968,0.8803026580857365,2,3,True,False
43,0.12116936658671917,0.9554799014172564,1,3,True,True
44,0.22152432628185093,0.8221907779354009,3,3,True,False
45,0.21054915677971175,0.5529369649365046,2,3,True,False
46,0.15617190986452129,0.7905083756273475,2,3,True,False
47,0.13693052426762334,0.5484210873912747,1,3,True,False
48,0.1843756835993735,0.7581625839071511,2,3,True,False
49,0.2062383431956158,0.7625052946096306,3,3,True,False
50,0.15323250352582257,0.6443815949888219,1,3,True,False
51,0.22563898068242297,0.7506052124549225,3,3,True,False
52,0.18999593875836282,0.7755446884660879,2,3,True,False
53,0.16386018124880516,0.9408841743032004,2,3,True,True
54,0.17737800281082658,0.8911731464644241,2,3,True,False
55,0.18164143739226093,0.8669894307922034,2,3,True,False
56,0.22139991030525624,0.4049594752061343,0,3,False,False
57,0.19409945287464506,0.7061003682884803,3,3,True,False
58,0.1565495956018746,0.761941292494457,2,3,True,False
59,0.18317558057705377,0.6584935625980979,2,3,True,False
60,0.19418604068164327,0.6065846009424417,3,3,True,False
61,0.173937522107744,0.7459868375969061,2,3,True,False
62,0.11374935432795771,0.8812797788296418,1,3,True,False
63,0.21046339511871276,0.5935789736847797,2,3,True,False
64,0.18822807658214902,0.7413683712941399,2,3,True,False
65,0.21587683004043995,0.6946496751611223,1,3,True,False
66,0.20161461410763665,0.5935789736847797,2,3,True,False
67,0.1605080331641005,0.7224087373068615,1,3,True,False
68,0.18233171270923285,0.5082307647017047,1,3,True,False
69,0.18395526674455112,0.7823463228562247,2,3,True,False
70,0.017357105948964207,0.1735548595034206,0,3,False,False
71,0.2057680762220376,0.8103368338544443,1,3,True,False
72,0.20358912596230178,0.7857471606263658,1,3,True,False
73,0.1657313372140349,0.6305262621239598,1,3,True,False
74,0.1564945085608518,0.5381578403556078,1,3,True,False
75,0.1678905777840369,0.7279329110521251,1,3,True,False
76,0.1632314049430939,0.9102178564573734,2,3,True,True
77,0.18018393045898168,0.569701910661709,2,3,True,False
78,0.11273963645131084,0.4467596187417003,0,3,False,False
79,0.23477899659199464,0.6479378486690107,3,3,True,False
80,0.20358692005915185,0.7295269476332488,1,3,True,False
81,0.1406782857293794,0.7796256525652935,1,3,True,False
82,0.1631636945549452,0.8720859340346993,2,3,True,False
83,0.1893993341134475,0.7921710027587072,3,3,True,False
84,0.20960700074003485,0.8367597346603244,3,3,True,False
85,0.13851657040796495,0.4793395305781099,0,3,False,False
86,0.15706630302582114,0.7007262650048282,2,3,True,False
87,0.15405902510204278,0.671578894648198,1,3,True,False
88,0.2532938629116241,0.7418211274639115,4,3,True,False
89,0.21054293344450942,0.6305262621239598,3,3,True,False
90,0.17445783195935322,0.634221071845671,3,3,True,False
91,0.25446949546482783,0.9999999588498673,3,3,True,True
92,0.21233398280777682,0.7119490848997021,1,3,True,False
93,0.20616303317895768,0.5381578403556077,1,3,True,False
94,0.18574234587034702,0.6767104730081358,2,3,True,False
95,0.15821456078581134,0.6311730566217133,1,3,True,False
96,0.2047609816458925,0.6647027083345887,2,3,True,False
97,0.20376474354899038,0.7947367922209129,2,3,True,False
98,0.2073280067983832,0.718350271189842,2,3,True,False
99,0.2246847068887937,0.69823243381286,3,3,True,False
0,0.2512708444271359,0.7836165489985699,2,4,True,False
1,0.19414845601799707,0.8626136985210571,2,4,True,False
2,0.21088711916863473,0.9102783542358496,2,4,True,True
3,0.24824192008865414,0.871200317462221,3,4,True,False
4,0.12228009373716217,0.7252274794738786,1,4,True,False
5,0.2082719447309397,0.8115845462280349,2,4,True,False
6,0.274802034901409,0.8654175268676843,4,4,True,False
7,0.23783252820955006,0.8654175268676843,2,4,True,False
8,0.21420496152723692,0.7756959394225896,3,4,True,False
9,0.19945201072647434,0.8743896891113375,2,4,True,False
10,0.21070663770049758,0.9371948257141371,2,4,True,True
11,0.1787436298956781,0.9371948319946402,2,4,True,True
12,0.17729343995645563,0.9420401134916652,2,4,True,True
13,0.2053586698306386,0.8183136358352825,2,4,True,False
14,0.22998800969636268,0.8564453897460911,2,4,True,False
15,0.21540659864759223,0.9615478538330152,3,4,True,True
16,0.3646234361907103,0.7801819747863835,5,4,True,False
17,0.21947876488063728,0.6634036056149692,2,4,True,False
18,0.18879525457662047,0.6770021699950779,2,4,True,False
19,0.17020406142094216,0.9538574212158396,2,4,True,True
20,0.27288812315279715,0.8351364426216294,3,4,True,False
21,0.1337173488195225,0.9934082007080106,1,4,True,True
22,0.21152466615141866,0.6171879101560712,2,4,True,False
23,0.18442362806717946,0.6702729841613735,2,4,True,False
24,0.21077631467237698,0.9230957307373135,3,4,True,True
25,0.17275616272619584,0.9279022384338464,2,4,True,True
26,0.12305264536634608,0.996136003676358,1,4,True,True
27,0.2790538545108695,0.7231447118652048,3,4,True,False
28,0.17714980320203694,0.7949220374999596,1,4,True,False
29,0.2873069904528959,0.8429871176696861,4,4,True,False
30,0.2631442671164867,0.6411135963866176,3,4,True,False
31,0.2534788379082673,0.8586883766983184,2,4,True,False
32,0.2711895126907394,0.8534546400879004,3,4,True,False
33,0.21300766229912202,0.8849523197850939,2,4,True,False
34,0.29154101697002693,0.7475526453068522,4,4,True,False
35,0.24392052860415908,0.7644806922058144,2,4,True,False
36,0.22096377883995202,0.7801819747863835,2,4,True,False
37,0.2615734457754263,0.6923830767577317,4,4,True,False
38,0.2082959704292716,0.8953247486023052,2,4,True,False
39,0.20218792255776297,0.7896271988124363,3,4,True,False
40,0.09395442545241438,0.8145284670374122,1,4,True,False
41,0.274009659637351,0.8626136985210571,2,4,True,False
42,0.20003644623637942,0.8534546547424422,2,4,True,False
43,0.25108066834195353,0.9211101574800936,3,4,True,True
44,0.21396922586560607,0.905792254272476,2,4,True,True
45,0.2281921310180583,0.8242189152343204,2,4,True,False
46,0.19601503920996816,0.931306840101443,2,4,True,True
47,0.16000055106001762,0.8990631215988281,2,4,True,False
48,0.21436818754719042,0.8429871176696861,3,4,True,False
49,0.11159595483370659,0.9909437608503344,1,4,True,True
50,0.17762709862209264,0.9528961082946964,2,4,True,True
51,0.25250817360263006,0.6702729841613735,2,4,True,False
52,0.20383966757835265,0.92234278168577,2,4,True,True
53,0.27431907446047055,0.7539064515624453,3,4,True,False
54,0.23837706627286334,0.8429871176696861,2,4,True,False
55,0.1617445845935708,0.9692382838867322,1,4,True,True
56,0.2819774862716573,0.9999999671875368,3,4,True,True
57,0.20384959672224018,0.8385010634643533,2,4,True,False
58,0.2303418513399113,0.8154298263671591,3,4,True,False
59,0.2131055024410454,0.685974329547083,2,4,True,False
60,0.2451915957583879,0.685974329547083,3,4,True,False
61,0.23604855818877532,0.6770021699950779,3,4,True,False
62,0.2417442126943433,0.9599289721226346,3,4,True,True
63,0.2087375450879309,0.9264001873650656,2,4,True,True
64,0.2659313657009531,0.8077393729858272,3,4,True,False
65,0.2570072708657414,0.8351364700988887,3,4,True,False
66,0.22982909545375532,0.6336367247832775,3,4,True,False
67,0.2176065854894298,0.828267130020635,2,4,True,False
68,0.24148126149021154,0.9264001873650656,3,4,True,True
69,0.16093885890520057,0.5898441980466722,1,4,True,False
70,0.1491591928076042,0.790649539074694,2,4,True,False
71,0.2510301655816797,0.793920561520213,3,4,True,False
72,0.22100388262910026,0.8923340171875089,2,4,True,False
73,0.17095628970433185,0.7896271988124363,2,4,True,False
74,0.19436778200577237,0.8654175268676843,2,4,True,False
75,0.09295494628359004,0.9295332628496789,1,4,True,True
76,0.21915331741264882,0.7383119343108886,3,4,True,False
77,0.26691727399795023,0.9171656636185226,3,4,True,True
78,0.2076978352546941,0.7607423816405737,3,4,True,False
79,0.17959358290260247,0.8918082600737235,2,4,True,False
80,0.21456165959198978,0.9470081306634988,2,4,True,True
81,0.268784613244206,0.5603640814635559,2,4,True,False
82,0.2382031492470494,0.8205567443603429,3,4,True,False
83,0.21799444101734097,0.7435456421356252,3,4,True,False
84,0.233655998298615,0.7308351344848363,3,4,True,False
85,0.27203329242406027,0.7607423816405737,3,4,True,False
86,0.18217976877864855,0.9763429027224786,2,4,True,True
87,0.25059889718236206,0.8106644398018477,2,4,True,False
88,0.20210923844449438,0.6153184888488685,1,4,True,False
89,0.17659084106732975,0.954920093637952,2,4,True,True
90,0.23717650711193777,0.8969602670214791,2,4,True,False
91,0.25468061535604625,0.8196804526902878,3,4,True,False
92,0.18402083683299308,0.6702729841613735,3,4,True,False
93,0.24951579841044663,0.8154298263671591,3,4,True,False
94,0.2613400263423985,0.8923340351318392,3,4,True,False
95,0.21577685502263208,0.9724000537019384,2,4,True,True
96,0.2868854067207291,0.7880325791786372,4,4,True,False
97,0.26867340197482875,0.7195029971992223,3,4,True,False
