feature,rf_gini,gb_importance,rf_permutation_mean,rf_permutation_std
total_mov_centroid_med15,0.009678441644385945,0.011309914367215512,0.005172413793103414,0.0028155054514749024
total_mov_centroid_mean15,0.008442215231536994,0.00733661684953186,-0.0011494252873563316,0.0022988505747126627
total_mov_nose_med2,0.004977181091344805,0.003051918913437317,0.0014367816091954034,0.002316740732269697
total_mov_nose_mean2,0.003989330601040493,0.0008656285234422835,-0.0017241379310344973,0.0014077527257374705
total_mov_nose_med5,0.004612719677760572,0.0024787414924445634,0.0,0.0022258524978203734
total_mov_nose_mean5,0.007383756352077557,0.007772030144946,0.0014367816091954144,0.00192764480818949
total_mov_nose_med15,0.012051534693905847,0.016785110656287405,0.0011494252873563205,0.002298850574712641
total_mov_nose_mean15,0.012934203722935847,0.03030783102596494,0.002298850574712652,0.002505114335368196
M1_nose_to_tail_med2,0.007384867821976786,0.001856051602195477,-0.0008620689655172486,0.002244324619513425
M1_nose_to_tail_mean2,0.0066159173392694205,0.004103679805330528,0.0011494252873563092,0.003199864576339088
M1_nose_to_tail_med5,0.006424498568503457,0.00309626881331213,0.003735632183908033,0.0025862068965516994
M1_nose_to_tail_mean5,0.00772051533956057,0.01142645962415187,0.00201149425287358,0.0013168320962516893
M1_nose_to_tail_med15,0.01396364310641383,0.019610738908137564,0.006896551724137889,0.003199864576339096
M1_nose_to_tail_mean15,0.010367984296954822,0.007812541310600205,0.007471264367816055,0.0019061062013536675
M2_nose_to_tail_med2,0.007289837082482367,0.0013018868905904047,-0.002298850574712663,0.0011494252873563314
M2_nose_to_tail_mean2,0.007786809951113815,0.0018325754308894896,0.0054597701149424974,0.0027109141184070494
M2_nose_to_tail_med5,0.009676785343123709,0.0016824723518958356,0.002011494252873558,0.0025862068965517137
M2_nose_to_tail_mean5,0.009002007149375595,0.009704742186591474,0.002298850574712641,0.0033511217786467203
M2_nose_to_tail_med15,0.010653946453886273,0.019319065821258755,0.0031609195402298672,0.002386960880148844
M2_nose_to_tail_mean15,0.011434369727209705,0.003970771612431831,0.0031609195402298672,0.0032637404286208296
M1_ear_distance_med2,0.006376455712907157,0.0032236061834310034,-0.0008620689655172486,0.0018399782291473857
M1_ear_distance_mean2,0.00550271039620717,0.005115400589459984,-0.0002873563218390829,0.0015474611514754452
M1_ear_distance_med5,0.007642880404312544,0.005202952817177582,-0.003160919540229912,0.00201149425287358
M1_ear_distance_mean5,0.0074977240295479,0.004397968080539346,-0.002298850574712663,0.002150377808490789
M1_ear_distance_med15,0.013899133561397216,0.009513953491448289,0.0028735632183908067,0.0028735632183907955
M1_ear_distance_mean15,0.015150997973900189,0.023427058172448428,0.006609195402298829,0.003160919540229872
M2_ear_distance_med2,0.007758864246386035,0.001796626544766457,0.0011494252873563205,0.002298850574712641
M2_ear_distance_mean2,0.009321645582976741,0.0018457720487354116,0.0005747126436781546,0.0025051143353682012
M2_ear_distance_med5,0.009184239838911118,0.01625642672561675,-0.000574712643678188,0.0040229885057471255
M2_ear_distance_mean5,0.00963505027137722,0.0005403516679182283,0.0017241379310344862,0.0019061062013536708
M2_ear_distance_med15,0.015494870170702547,0.0038312303854293015,0.004597701149425271,0.0031998645763390704
M2_ear_distance_mean15,0.017254783917041466,0.009474440334619711,0.00775862068965516,0.0038659839215728956
total_mov_centroid_dev,0.004682456960463703,0.0014626891390955208,-0.0002873563218390829,0.0015474611514754452
centroid_distance_dev,0.016078362023505162,0.002024502864186796,0.006034482758620685,0.004348490215638367
total_mov_nose_dev,0.0037721804952385463,0.004810786292772327,-0.002873563218390829,0.002570193077585987
M1_angle,0.042921568149003365,0.08142498530416244,0.015804597701149403,0.0053374067876456035
M2_angle,0.026128709729702077,0.06629648486831877,0.009482758620689646,0.004073978988148799
total_angle,0.044347171177800224,0.02235675921559915,0.014367816091954023,0.003400045852356111
Nose_1_p_mean5,0.002966137145761973,0.004329691747135043,0.0028735632183908176,0.0012850965387929687
Nose_2_p_mean5,0.007840525412172608,0.004789765154766534,0.002586206896551735,0.0015474611514754225
Center_1_p_mean5,0.003430319302184162,0.004781992770536075,0.0002873563218390829,0.0023869608801488926
Center_2_p_mean5,0.005051288080514803,0.006262356078874535,-0.004022988505747149,0.0019061062013536675
