frame_idx,ref_attack_prob,ref_sniff_prob,ref_attack_pred,ref_sniff_pred,true_attack,true_sniffing,our_attack_prob,our_sniff_prob,our_attack_pred,our_sniff_pred
189,0.0,0.0,0,0,0,0,0.002741792211785973,0.00481629392971246,0,0
190,0.0,0.0,0,0,0,0,0.0,0.0,0,0
191,0.0,0.0,0,0,0,0,0.00927444306930693,0.0,0,0
192,0.0,0.0,0,0,0,0,0.014435347941247291,0.0,0,0
193,0.0,0.0,0,0,0,0,0.011916242373144075,0.0,0,0
194,0.0,0.0,0,0,0,0,0.011409981628903857,0.009729411764705882,0,0
195,0.0,0.0,0,0,0,0,0.018539291696068855,0.0,0,0
196,0.0,0.0,0,0,0,0,0.036472547781514424,0.005,0,0
197,0.0,0.0,0,0,0,0,0.03953574242758136,0.005,0,0
198,0.0,0.0,0,0,0,0,0.03266150322625887,0.014338129496402879,0,0
199,0.0,0.0,0,0,0,0,0.03809397915517759,0.0,0,0
200,0.0,0.0,0,0,0,0,0.07960793101483077,0.01,0,0
201,0.0,0.0,0,0,0,0,0.11610378894692501,0.02151257131641817,0,0
202,0.0,0.0,0,0,0,0,0.10342904756181022,0.014338129496402879,0,0
203,0.0,0.0,0,0,0,0,0.07281117668629562,0.005,0,0
204,0.0,0.0,0,0,0,0,0.10997052288658943,0.013430034129692832,0,0
205,0.0,0.0,0,0,0,0,0.16686862192171362,0.01843003412969283,0,0
206,0.0,0.0,0,0,0,0,0.11970580898887802,0.014338129496402879,0,0
207,0.0,0.0,0,0,0,0,0.06487945914900743,0.005,0,0
208,0.0,0.0,0,0,0,0,0.03137987138661376,0.005,0,0
209,0.0,0.0,0,0,0,0,0.01783471837488458,0.005,0,0
210,0.0,0.0,0,0,0,0,0.026462426000587968,0.009338129496402878,0,0
211,0.0,0.0,0,0,0,0,0.013985287754218954,0.009338129496402878,0,0
212,0.0,0.0,0,0,0,0,0.006978092783505154,0.004338129496402878,0,0
213,0.0,0.0,0,0,0,0,0.010291042423792925,0.004338129496402878,0,0
214,0.0,0.0,0,0,0,0,0.00331294964028777,0.0,0,0
215,0.0,0.0,0,0,0,0,0.0,0.0,0,0
216,0.0,0.0,0,0,0,0,0.0,0.005,0,0
217,0.0,0.0,0,0,0,0,0.0,0.0,0,0
218,0.0,0.0,0,0,0,0,0.0,0.0,0,0
219,0.0,0.0,0,0,0,0,0.0,0.0,0,0
220,0.0,0.0,0,0,0,0,0.0,0.0,0,0
221,0.0,0.0,0,0,0,0,0.0,0.0,0,0
222,0.0,0.0,0,0,0,0,0.0,0.0,0,0
223,0.0,0.0,0,0,0,0,0.0,0.0,0,0
224,0.0,0.0,0,0,0,0,0.0,0.0,0,0
225,0.0,0.0,0,0,0,0,0.0,0.0,0,0
226,0.0,0.0,0,0,0,0,0.005,0.008831003811944092,0,0
227,0.0,0.0,0,0,0,0,0.0,0.008831003811944092,0,0
228,0.0,0.0,0,0,0,0,0.006409981628903858,0.008831003811944092,0,0
229,0.0,0.0,0,0,0,0,0.005,0.008831003811944092,0,0
230,0.0,0.0,0,0,0,0,0.023235366318567045,0.017478301553600643,0,0
231,0.0,0.0,0,0,0,0,0.005,0.00481629392971246,0,0
232,0.0,0.0,0,0,0,0,0.005,0.00481629392971246,0,0
233,0.0,0.0,0,0,0,0,0.00831294964028777,0.009154423426115338,0,0
234,0.0,0.0,0,0,0,0,0.005,0.00481629392971246,0,0
235,0.0,0.0,0,0,0,0,0.004274443069306931,0.00481629392971246,0,0
236,0.0,0.0,0,0,0,0,0.0,0.0,0,0
237,0.0,0.0,0,0,0,0,0.0,0.0,0,0
238,0.0,0.0,0,0,0,0,0.0,0.0,0,0
239,0.0,0.0,0,0,0,0,0.0,0.01468342540012434,0,0
240,0.0,0.0,0,0,0,0,0.0,0.0,0,0
241,0.0,0.0,0,0,0,0,0.005,0.0,0,0
242,0.0,0.0,0,0,0,0,0.005,0.004338129496402877,0,0
243,0.0,0.0,0,0,0,0,0.015,0.0,0,0
244,0.0,0.0,0,0,0,0,0.005,0.0,0,0
245,0.0,0.0,0,0,0,0,0.0,0.0,0,0
246,0.0,0.0,0,0,0,0,0.00331294964028777,0.005,0,0
247,0.0,0.0,0,0,0,0,0.0,0.0,0,0
248,0.0,0.0,0,0,0,0,0.0,0.0,0,0
249,0.0,0.0,0,0,0,0,0.0,0.0,0,0
250,0.0,0.0,0,0,0,0,0.0,0.00415480018373909,0,0
251,0.0,0.0,0,0,0,0,0.0,0.00415480018373909,0,0
252,0.0,0.0,0,0,0,0,0.0,0.0,0,0
253,0.0,0.0,0,0,0,0,0.0,0.0,0,0
254,0.0,0.0,0,0,0,0,0.0037327749256957582,0.0038310038119440913,0,0
255,0.0,0.0,0,0,0,0,0.00854888613861386,0.0038310038119440913,0,0
256,0.0,0.0,0,0,0,0,0.011026024384982876,0.0,0,0
257,0.0,0.0,0,0,0,0,0.004274443069306931,0.005,0,0
258,0.0,0.0,0,0,0,0,0.004274443069306931,0.005,0,0
259,0.0,0.0,0,0,0,0,0.0024771382463690157,0.0,0,0
260,0.0,0.0,0,0,0,0,0.0,0.0,0,0
261,0.0,0.0,0,0,0,0,0.0,0.0,0,0
262,0.0,0.0,0,0,0,0,0.0,0.0,0,0
263,0.0,0.0,0,0,0,0,0.0,0.0,0,0
264,0.0,0.0,0,0,0,0,0.0,0.005,0,0
265,0.0,0.0,0,0,0,0,0.005,0.0,0,0
266,0.0,0.0,0,0,0,0,0.005,0.0,0,0
267,0.0,0.0,0,0,0,0,0.01373277492569576,0.0,0,0
268,0.0,0.0,0,0,0,0,0.01,0.0,0,0
269,0.0,0.0,0,0,0,0,0.010920849933804606,0.0,0,0
270,0.0,0.0,0,0,0,0,0.010920849933804606,0.0,0,0
271,0.0,0.0,0,0,0,0,0.00927444306930693,0.0,0,0
272,0.0,0.0,0,0,0,0,0.0,0.0,0,0
273,0.0,0.0,0,0,0,0,0.00854888613861386,0.0,0,0
274,0.0,0.0,0,0,0,0,0.00854888613861386,0.005,0,0
275,0.0,0.0,0,0,0,0,0.008007217995002688,0.005,0,0
276,0.0,0.0,0,0,0,0,0.017534173892832815,0.015,0,0
277,0.0,0.0,0,0,0,0,0.003985287754218953,0.005,0,0
278,0.0,0.0,0,0,0,0,0.018829828356145016,0.005,0,0
279,0.0,0.0,0,0,0,0,0.025516878715857248,0.01,0,0
280,0.0,0.0,0,0,0,0,0.02352020836957626,0.01,0,0
281,0.0,0.0,0,0,0,0,0.026320167635290458,0.005,0,0
282,0.0,0.0,0,0,0,0,0.0473994982711965,0.0034300341296928326,0,0
283,0.0,0.0,0,0,0,0,0.04627719926704978,0.008430034129692832,0,0
284,0.0,0.0,0,0,0,0,0.034339919036794175,0.014645608628659476,0,0
285,0.0,0.0,0,0,0,0,0.02789046438325821,0.009964495214572398,0,0
286,0.0,0.0,0,0,0,0,0.024864530291901527,0.0,0,0
287,0.0,0.0,0,0,0,0,0.024322694779406455,0.005,0,0
288,0.0,0.0,0,0,0,0,0.04383856574714839,0.005,0,0
289,0.0,0.0,0,0,0,0,0.03,0.0,0,0
290,0.0,0.0,0,0,0,0,0.025584528401717325,0.0,0,0
291,0.0,0.0,0,0,0,0,0.005,0.008394529344265232,0,0
292,0.0,0.0,0,0,0,0,0.003985287754218953,0.0034300341296928326,0,0
293,0.0,0.0,0,0,0,0,0.026094449198410464,0.005,0,0
294,0.0,0.0,0,0,0,0,0.030079736952629412,0.0,0,0
295,0.0,0.0,0,0,0,0,0.05339268659291719,0.0,0,0
296,0.0,0.0,0,0,0,0,0.017504430827314323,0.0,0,0
297,0.0,0.0,0,0,0,0,0.005,0.0,0,0
298,0.0,0.0,0,0,0,0,0.004274443069306931,0.0,0,0
299,0.0,0.0,0,0,0,0,0.0,0.009908668546241513,0,0
