feature,rf_gini,gb_importance,rf_permutation_mean,rf_permutation_std
M2_ear_distance_med5,0.00477072096555062,0.0015405660755825488,0.001436781609195359,0.001436781609195359
M2_ear_distance_mean5,0.004865523436925134,0.002160335693503115,0.0020114942528735025,0.0013168320962516384
M2_ear_distance_med15,0.011072862262804592,0.020136229793960347,0.002586206896551646,0.0008620689655172155
M2_ear_distance_mean15,0.011870321204252398,0.006933974684187017,0.0037356321839079666,0.0013168320962516893
total_mov_centroid_dev,0.001970081860799213,0.0001513059595215213,0.0,0.0
centroid_distance_dev,0.015543217058100713,0.0016879088568094425,-0.0022988505747126853,0.0030949223029508536
total_mov_nose_dev,0.0031352551748234547,0.001471266792072467,0.0002873563218390718,0.0008620689655172155
M1_angle,0.034644379780281884,0.04142995875998243,0.005459770114942464,0.00201149425287358
M2_angle,0.03787377245779284,0.028431557893154272,0.009195402298850542,0.002150377808490789
total_angle,0.05105407550312635,0.08785351059327211,0.009770114942528685,0.003199864576339088
Nose_1_p_mean5,0.0031848598111910865,0.004783231487708116,-0.002586206896551746,0.0008620689655172486
Nose_2_p_mean5,0.0031424266215609345,0.0027019502015801994,0.0011494252873562871,0.001407752725737416
Center_1_p_mean5,0.00397992103516376,0.005983613545366239,0.0002873563218390718,0.0008620689655172155
Center_2_p_mean5,0.0061888504232777706,0.004646278937747551,0.0,0.0
