COUNTRY,n_mangrove_cells,mean_slr_rate,mean_slr_risk,mean_tc_risk,mean_composite_risk,std_composite_risk,n_high_risk,n_medium_risk,n_low_risk,pct_high_risk,pct_medium_risk,pct_low_risk
Cayman Islands,43,9.289285714285715,0.9289285714285715,0.4411138951021601,0.6850212332653658,0.008520082470591765,2,0,0,4.651162790697675,0.0,0.0
China,424,8.781512605042018,0.8781512605042017,0.1583194790510485,0.5182353697776252,0.05617665611436578,0,17,0,0.0,4.009433962264151,0.0
Colombia,704,9.64795918367347,0.9323979591836735,0.08781789898074231,0.5101079290822079,0.0963604060183457,2,12,0,0.2840909090909091,1.7045454545454544,0.0
Comoros,10,9.621428571428574,0.9621428571428573,0.4320442232395932,0.6970935401912253,0.027467877664134163,2,0,0,20.0,0.0,0.0
Congo,177,9.450000000000001,0.945,0.0,0.4725,0.004642857142857222,0,3,0,0.0,1.694915254237288,0.0
Costa Rica,22,9.467857142857142,0.9467857142857143,0.0542537606640049,0.5005197374748596,0.022497539655848966,0,2,0,0.0,9.090909090909092,0.0
Cuba,1018,9.339495798319328,0.9203361344537815,0.3097610495725851,0.6150485920131834,0.08558249385631089,7,10,0,0.68762278978389,0.9823182711198428,0.0
Côte d'Ivoire,296,8.968571428571428,0.896857142857143,0.0,0.4484285714285714,0.004260341559556141,0,5,0,0.0,1.6891891891891893,0.0
Djibouti,33,8.428571428571429,0.8428571428571429,0.0206517206769625,0.4317544317670527,,0,1,0,0.0,3.0303030303030303,0.0
Dominican Republic,66,8.865714285714287,0.8865714285714287,0.178786061628111,0.5326787450997699,0.057861107925004256,0,5,0,0.0,7.575757575757576,0.0
Ecuador,444,8.586428571428572,0.8586428571428572,0.0,0.4293214285714286,0.024191255377402247,0,10,0,0.0,2.2522522522522523,0.0
Egypt,94,8.089285714285715,0.8089285714285714,0.0656505593706903,0.43728956539963093,0.03649946405411385,0,4,0,0.0,4.25531914893617,0.0
El Salvador,255,9.103571428571428,0.9103571428571429,0.07235232212665375,0.4913547324918983,0.02182175465051512,0,2,0,0.0,0.7843137254901961,0.0
Eritrea,66,8.352380952380953,0.8352380952380952,0.20222656118548,0.5187323282117876,0.018301576591024563,0,3,0,0.0,4.545454545454546,0.0
Fiji,318,9.354081632653063,0.9354081632653062,0.4325403827037578,0.6839742729845321,0.04232885549480793,6,1,0,1.8867924528301887,0.3144654088050315,0.0
French Guiana,266,8.921428571428573,0.8921428571428572,0.0,0.44607142857142856,0.005555838995037186,0,2,0,0.0,0.7518796992481203,0.0
French Polynesia,7,8.80357142857143,0.8803571428571431,0.1076084329093639,0.49398278788325345,0.029372046520561027,0,2,0,0.0,28.57142857142857,0.0
Gabon,631,9.415476190476191,0.941547619047619,0.0,0.4707738095238095,0.007233061376122027,0,6,0,0.0,0.9508716323296356,0.0
Gambia,40,8.35,0.835,0.0,0.4175,,0,1,0,0.0,2.5,0.0
Ghana,193,9.144285714285715,0.9144285714285715,0.0,0.45721428571428574,0.009022364502971919,0,5,0,0.0,2.5906735751295336,0.0
Grenada,59,9.05714285714286,0.905714285714286,0.25515883437050274,0.5804365600423944,0.005561271225478336,0,2,0,0.0,3.389830508474576,0.0
Guam,10,9.178571428571429,0.9178571428571428,0.6262830509731586,0.7720700969151508,,1,0,0,10.0,0.0,0.0
Guatemala,85,9.225,0.9225,0.1567585264194405,0.5396292632097203,0.03080737477249695,0,2,0,0.0,2.3529411764705883,0.0
Guinea,438,8.511904761904761,0.8511904761904763,0.0,0.4255952380952381,0.0032406327592420852,0,3,0,0.0,0.684931506849315,0.0
Guinea-Bissau,1594,8.507142857142858,0.8507142857142859,0.006883906892320833,0.4287990963033033,0.008798638398419751,0,3,0,0.0,0.18820577164366373,0.0
Guyana,124,8.907142857142858,0.8907142857142859,0.018949614534086733,0.45483195012418626,0.02137150405745658,0,3,0,0.0,2.4193548387096775,0.0
Haiti,77,9.214285714285715,0.9214285714285716,0.28294588267440396,0.6021872270514878,0.07282553435121382,0,3,0,0.0,3.896103896103896,0.0
Honduras,59,9.802380952380952,0.9633333333333334,0.34333449319902615,0.6533339132661796,0.1783866651896378,2,1,0,3.389830508474576,1.694915254237288,0.0
India,1374,8.120039682539684,0.8120039682539684,0.03672885983833602,0.42436641404615216,0.04644707643101471,0,35,1,0.0,2.547307132459971,0.0727802037845706
Indonesia,14170,8.718349016253208,0.8718349016253208,0.10163919873662672,0.4867370501809738,0.0657158770285033,1,166,0,0.007057163020465773,1.1714890613973183,0.0
"Iran, Islamic Republic of",251,7.841071428571429,0.7841071428571429,0.04318098679234498,0.4136440648247439,0.027063492735552214,0,8,0,0.0,3.187250996015936,0.0
Jamaica,131,9.05,0.9049999999999999,0.4175942242480974,0.6612971121240487,0.030584569529204724,2,1,0,1.5267175572519083,0.7633587786259541,0.0
Japan,134,10.126530612244897,0.9752040816326532,0.22887783519772922,0.6020409584151911,0.07223826145437544,1,6,0,0.7462686567164178,4.477611940298507,0.0
Kenya,199,8.982142857142858,0.8982142857142859,0.044645391163611575,0.4714298384389487,0.04086966366130325,0,4,0,0.0,2.0100502512562812,0.0
Kiribati,11,8.885714285714286,0.8885714285714287,0.006883906892320833,0.4477276677318747,0.016787212261296463,0,3,0,0.0,27.27272727272727,0.0
Liberia,341,8.916326530612247,0.8916326530612247,0.0,0.44581632653061226,0.006725023979278148,0,7,0,0.0,2.0527859237536656,0.0
Madagascar,765,9.082298136645964,0.9082298136645963,0.25339757202478375,0.5808136928446901,0.08423094304224021,5,18,0,0.6535947712418301,2.3529411764705883,0.0
Malaysia,1708,8.617857142857144,0.8617857142857144,0.04442947106759585,0.45310759267665507,0.028788289270997268,0,24,0,0.0,1.405152224824356,0.0
Martinique,76,7.778571428571428,0.7778571428571428,0.1708422039006505,0.4743496733788966,,0,1,0,0.0,1.3157894736842104,0.0
Mauritius,38,8.678571428571429,0.8678571428571429,0.1998154448297219,0.5338362938434325,0.053257935169282934,0,4,0,0.0,10.526315789473683,0.0
Mayotte,64,9.5,0.95,0.4945444820666707,0.7222722410333353,,1,0,0,1.5625,0.0,0.0
Mexico,3561,10.28375350140056,0.9722128851540617,0.23576839254913404,0.6039906388515979,0.10150122738773619,18,33,0,0.5054759898904801,0.9267059814658803,0.0
"Micronesia, Federated States of",127,9.55,0.9538095238095239,0.3723786034142222,0.6630940636118731,0.10134909200107492,2,1,0,1.574803149606299,0.7874015748031495,0.0
Mozambique,1087,9.142857142857144,0.9142857142857144,0.2200911201905028,0.5671884172381085,0.08066764911098598,5,22,0,0.45998160073597055,2.02391904323827,0.0
Myanmar,1298,8.401428571428573,0.8391428571428572,0.03406347113090279,0.43660316413688,0.030942989121525783,0,15,0,0.0,1.155624036979969,0.0
New Caledonia,473,9.430357142857144,0.9430357142857143,0.09598060417213006,0.5195081592289221,0.039158670256322525,0,8,0,0.0,1.6913319238900635,0.0
New Zealand,354,9.381250000000001,0.9381250000000001,0.0,0.46906250000000005,0.006694982837132873,0,8,0,0.0,2.2598870056497176,0.0
Nicaragua,387,9.145238095238096,0.9145238095238096,0.17624309681474615,0.5453834531692778,0.10458422964748541,1,5,0,0.2583979328165375,1.2919896640826873,0.0
Nigeria,3474,9.132142857142856,0.9132142857142858,0.0,0.4566071428571428,0.008456990694684306,0,10,0,0.0,0.28785261945883706,0.0
Oman,46,8.005952380952381,0.8005952380952381,0.0034419534461604165,0.40201859577069926,0.0061048052514174715,0,6,0,0.0,13.043478260869565,0.0
Pakistan,60,7.110714285714286,0.7110714285714286,0.005162930169240625,0.3581171793703346,0.020069609400257656,0,3,1,0.0,5.0,1.6666666666666667
Palau,42,9.30714285714286,0.930714285714286,0.4900649579582169,0.7103896218362515,0.0015960497754143657,2,0,0,4.761904761904762,0.0,0.0
Panama,595,9.284693877551021,0.9284693877551022,0.052888284911024756,0.4906788363330635,0.043990252689581844,0,7,0,0.0,1.1764705882352942,0.0
Papua New Guinea,2054,8.315637065637066,0.8315637065637066,0.2277252919665165,0.5296444992651115,0.09398891469622331,5,32,0,0.24342745861733206,1.557935735150925,0.0
Peru,25,8.287500000000001,0.8287500000000001,0.0,0.41437500000000005,0.02162811008323646,0,8,0,0.0,32.0,0.0
Philippines,2494,10.283011583011584,0.9357142857142857,0.22337996022716494,0.5795471229707253,0.08255786892122985,5,32,0,0.20048115477145148,1.2830793905372895,0.0
Puerto Rico,111,9.05357142857143,0.905357142857143,0.201785471616572,0.5535713072368575,0.009766206262638395,0,2,0,0.0,1.8018018018018018,0.0
Qatar,74,7.9107142857142865,0.7910714285714286,0.03875028213961135,0.41491085535551997,0.014565382492926852,0,2,0,0.0,2.7027027027027026,0.0
Saint Kitts and Nevis,5,7.978571428571429,0.7978571428571428,0.2520304303129617,0.5249437865850523,,0,1,0,0.0,20.0,0.0
Saint Martin (French part),39,8.342857142857145,0.8342857142857145,0.1607622903934876,0.4975240023396011,,0,1,0,0.0,2.564102564102564,0.0
Samoa,12,10.535714285714286,1.0,0.6775035504599245,0.8387517752299622,,1,0,0,8.333333333333332,0.0,0.0
Sao Tome and Principe,4,9.764285714285716,0.9764285714285716,0.0,0.4882142857142858,,0,1,0,0.0,25.0,0.0
Saudi Arabia,205,7.937301587301587,0.7937301587301587,0.06100429724273737,0.42736722798644805,0.03958196358648767,0,9,0,0.0,4.390243902439024,0.0
Senegal,1044,8.56984126984127,0.8569841269841272,0.006684109465955067,0.4318341182250411,0.012381109878348298,0,9,0,0.0,0.8620689655172413,0.0
Seychelles,9,9.8,0.98,0.1885583013175122,0.5842791506587561,0.02657230845470213,0,3,0,0.0,33.33333333333333,0.0
Sierra Leone,921,8.801428571428572,0.8801428571428571,0.0,0.44007142857142856,0.007027642214999393,0,5,0,0.0,0.5428881650380022,0.0
Solomon Islands,448,8.562337662337663,0.8562337662337665,0.49937947316418274,0.6778066196989746,0.04987093480858778,7,4,0,1.5625,0.8928571428571428,0.0
Somalia,71,8.830357142857142,0.8830357142857143,0.0,0.4415178571428571,0.014227186655697378,0,4,0,0.0,5.633802816901409,0.0
South Africa,157,9.185714285714287,0.9185714285714286,0.0,0.4592857142857143,0.011321536113217767,0,12,0,0.0,7.643312101910828,0.0
Sri Lanka,356,8.905357142857143,0.8905357142857144,0.03528886283375757,0.462912288559736,0.014706186925710591,0,8,0,0.0,2.247191011235955,0.0
Sudan,52,8.283333333333333,0.8283333333333335,0.16171525049603855,0.49502429191468594,0.05745019003728726,0,3,0,0.0,5.769230769230769,0.0
Suriname,441,8.90952380952381,0.890952380952381,0.013168421505544368,0.4520604012289627,0.010683992133901492,0,3,0,0.0,0.6802721088435374,0.0
"Taiwan, Province of China",57,9.1875,0.9187500000000001,0.20745686959952495,0.5631034347997625,0.09218631623318219,1,3,0,1.7543859649122806,5.263157894736842,0.0
"Tanzania, United Republic of",417,9.229591836734695,0.9229591836734695,0.20626872163741078,0.5646139526554401,0.048559273084731125,0,7,0,0.0,1.6786570743405276,0.0
Thailand,949,10.838961038961038,0.8955844155844157,0.09397494659592324,0.49477968109016945,0.05318102169566721,0,11,0,0.0,1.1591148577449948,0.0
Timor-Leste,39,8.992857142857144,0.8992857142857144,0.2070393268259481,0.5531625205558313,,0,1,0,0.0,2.564102564102564,0.0
Tonga,9,9.657142857142858,0.965714285714286,0.442289713001193,0.7040019993577394,,1,0,0,11.11111111111111,0.0,0.0
United Arab Emirates,242,7.673214285714287,0.7673214285714286,0.10364772438593531,0.43548457647868194,0.057232309692145676,0,4,0,0.0,1.6528925619834711,0.0
United States,1368,11.695,0.9893214285714287,0.17573889249935837,0.5825301605353934,0.06540657314554342,3,17,0,0.21929824561403508,1.2426900584795322,0.0
Vanuatu,11,9.135714285714286,0.9135714285714287,0.3997597615254146,0.6566655950484217,0.03007321709205762,1,1,0,9.090909090909092,9.090909090909092,0.0
"Venezuela, Bolivarian Republic of",883,9.137394957983194,0.9137394957983195,0.08914028883688549,0.5014398923176024,0.052185147977437195,0,17,0,0.0,1.9252548131370328,0.0
Viet Nam,935,8.734615384615385,0.8734615384615386,0.16905646405260807,0.5212590012570734,0.048934568396950394,0,13,0,0.0,1.3903743315508021,0.0
"Virgin Islands, British",1,8.964285714285715,0.8964285714285716,0.2070393268259481,0.5517339491272599,,0,1,0,0.0,100.0,0.0
Wallis and Futuna,11,9.671428571428573,0.9671428571428572,0.6379982859432913,0.8025705715430743,,1,0,0,9.090909090909092,0.0,0.0
Yemen,20,9.473809523809525,0.9473809523809523,0.013168421505544368,0.48027468694324843,0.010078158419101757,0,3,0,0.0,15.0,0.0
