COUNTRY,n_mangrove_cells,mean_slr_rate,mean_slr_risk,mean_tc_risk,mean_composite_risk,std_composite_risk,n_high_risk,n_medium_risk,n_low_risk,pct_high_risk,pct_medium_risk,pct_low_risk
Côte d'Ivoire,296,7.054285714285714,0.7054285714285714,0.0,0.3527142857142857,0.004605619903322203,0,5,0,0.0,1.6891891891891893,0.0
Djibouti,33,6.371428571428572,0.6371428571428572,0.0206517206769625,0.3288972889099099,,0,0,1,0.0,0.0,3.0303030303030303
Dominican Republic,66,7.215714285714286,0.7215714285714286,0.178786061628111,0.4501787450997698,0.056568253731900164,0,5,0,0.0,7.575757575757576,0.0
Ecuador,444,6.237857142857143,0.6237857142857143,0.0,0.31189285714285714,0.021077850783483433,0,3,7,0.0,0.6756756756756757,1.5765765765765765
Egypt,94,6.101785714285715,0.6101785714285715,0.0656505593706903,0.3379145653996309,0.036593214072751325,0,2,2,0.0,2.127659574468085,2.127659574468085
El Salvador,255,6.925000000000001,0.6925000000000001,0.07235232212665375,0.3824261610633269,0.020811602105962758,0,2,0,0.0,0.7843137254901961,0.0
Eritrea,66,6.3238095238095235,0.6323809523809524,0.20222656118548,0.41730375678321624,0.018301576591024563,0,3,0,0.0,4.545454545454546,0.0
Fiji,318,7.222448979591838,0.7222448979591837,0.4325403827037578,0.5773926403314708,0.04517051305549436,0,7,0,0.0,2.20125786163522,0.0
French Guiana,266,7.1000000000000005,0.7100000000000001,0.0,0.35500000000000004,0.005050762722761035,0,2,0,0.0,0.7518796992481203,0.0
French Polynesia,7,6.824999999999999,0.6825,0.1076084329093639,0.395054216454682,0.030382199065113188,0,2,0,0.0,28.57142857142857,0.0
Gabon,631,7.126190476190477,0.7126190476190476,0.0,0.3563095238095238,0.0061265009267478686,0,6,0,0.0,0.9508716323296356,0.0
Gambia,40,6.557142857142857,0.6557142857142857,0.0,0.3278571428571428,,0,0,1,0.0,0.0,2.5
Ghana,193,7.140000000000001,0.7140000000000001,0.0,0.35700000000000004,0.010005100739938943,0,5,0,0.0,2.5906735751295336,0.0
Grenada,59,7.210714285714285,0.7210714285714286,0.25515883437050274,0.48811513147096564,0.005308733089340476,0,2,0,0.0,3.389830508474576,0.0
Guam,10,7.485714285714287,0.7485714285714287,0.6262830509731586,0.6874272397722936,,1,0,0,10.0,0.0,0.0
Guatemala,85,6.975,0.6974999999999999,0.1567585264194405,0.4271292632097202,0.02979722222794471,0,2,0,0.0,2.3529411764705883,0.0
Guinea,438,6.719047619047619,0.671904761904762,0.0,0.33595238095238095,0.003577376000313438,0,3,0,0.0,0.684931506849315,0.0
Guinea-Bissau,1594,6.704761904761905,0.6704761904761906,0.006883906892320833,0.3386800486842556,0.008601139943859495,0,3,0,0.0,0.18820577164366373,0.0
Guyana,124,7.123809523809523,0.7123809523809523,0.018949614534086733,0.36566528345751953,0.021257215967796846,0,3,0,0.0,2.4193548387096775,0.0
Haiti,77,7.535714285714287,0.7535714285714287,0.28294588267440396,0.5182586556229163,0.07021835047906705,0,3,0,0.0,3.896103896103896,0.0
Honduras,59,7.842857142857142,0.7842857142857143,0.34333449319902615,0.5638101037423703,0.19452249010972691,2,1,0,3.389830508474576,1.694915254237288,0.0
India,1374,6.173214285714286,0.6173214285714286,0.03672885983833602,0.32702514420488227,0.04164650476349619,0,14,22,0.0,1.0189228529839884,1.6011644832605532
Indonesia,14170,6.756244653550043,0.6756244653550043,0.10163919873662672,0.38863183204581553,0.06531809756287675,0,157,10,0.0,1.1079745942131263,0.07057163020465773
"Iran, Islamic Republic of",251,5.835714285714286,0.5835714285714286,0.04318098679234498,0.3133762076818868,0.02694904000307581,0,2,6,0.0,0.796812749003984,2.3904382470119523
Jamaica,131,7.264285714285715,0.7264285714285714,0.4175942242480974,0.5720113978383344,0.03127510003077631,0,3,0,0.0,2.2900763358778624,0.0
Japan,134,7.871428571428572,0.7871428571428571,0.22887783519772922,0.5080103461702932,0.09079441912971901,0,7,0,0.0,5.223880597014925,0.0
Kenya,199,6.757142857142858,0.6757142857142857,0.044645391163611575,0.3601798384389487,0.041262276828041025,0,4,0,0.0,2.0100502512562812,0.0
Kiribati,11,6.935714285714286,0.6935714285714285,0.006883906892320833,0.3502276677318747,0.005718684520821153,0,3,0,0.0,27.27272727272727,0.0
Liberia,341,7.059183673469389,0.7059183673469388,0.0,0.3529591836734694,0.005615645228412266,0,7,0,0.0,2.0527859237536656,0.0
Madagascar,765,6.94751552795031,0.6947515527950311,0.25339757202478375,0.4740745624099074,0.08475361810955304,0,23,0,0.0,3.0065359477124183,0.0
Malaysia,1708,6.561309523809523,0.6561309523809523,0.04442947106759585,0.3502802117242741,0.029134707960183814,0,20,4,0.0,1.1709601873536302,0.234192037470726
Martinique,76,6.078571428571428,0.6078571428571429,0.1708422039006505,0.3893496733788967,,0,1,0,0.0,1.3157894736842104,0.0
Mauritius,38,6.707142857142857,0.6707142857142858,0.1998154448297219,0.4352648652720038,0.05325793516928307,0,4,0,0.0,10.526315789473683,0.0
Mayotte,64,7.314285714285716,0.7314285714285715,0.4945444820666707,0.6129865267476211,,0,1,0,0.0,1.5625,0.0
Mexico,3561,8.36218487394958,0.8362184873949581,0.23576839254913404,0.5359934399720461,0.11383080268198575,11,40,0,0.3089019938219601,1.1232799775344005,0.0
"Micronesia, Federated States of",127,7.528571428571429,0.752857142857143,0.3723786034142222,0.5626178731356827,0.1019268925058897,1,2,0,0.7874015748031495,1.574803149606299,0.0
Mozambique,1087,7.037037037037037,0.7037037037037037,0.2200911201905028,0.46189741194710326,0.0805997233848268,0,27,0,0.0,2.483900643974241,0.0
Myanmar,1298,6.4871428571428575,0.6487142857142858,0.03406347113090279,0.3413888784225943,0.03225738472151842,0,8,7,0.0,0.6163328197226503,0.539291217257319
New Caledonia,473,6.766071428571428,0.6766071428571429,0.09598060417213006,0.38629387351463645,0.04202108880174829,0,8,0,0.0,1.6913319238900635,0.0
New Zealand,354,6.888392857142858,0.6888392857142858,0.0,0.3444196428571428,0.00574588679096427,0,8,0,0.0,2.2598870056497176,0.0
Nicaragua,387,7.108333333333333,0.7108333333333333,0.17624309681474615,0.4435382150740397,0.11029576264288916,0,6,0,0.0,1.550387596899225,0.0
Nigeria,3474,7.000714285714286,0.7000714285714287,0.0,0.35003571428571434,0.006650597129346453,0,10,0,0.0,0.28785261945883706,0.0
Oman,46,6.016666666666667,0.6016666666666667,0.0034419534461604165,0.3025543100564136,0.007510569572774494,0,0,6,0.0,0.0,13.043478260869565
Pakistan,60,5.385714285714286,0.5385714285714286,0.005162930169240625,0.2718671793703346,0.018911369182684396,0,0,4,0.0,0.0,6.666666666666667
Palau,42,7.185714285714286,0.7185714285714286,0.4900649579582169,0.6043181932648227,0.0015960497754144442,0,2,0,0.0,4.761904761904762,0.0
Panama,595,7.225510204081634,0.7225510204081633,0.052888284911024756,0.387719652659594,0.04703264858275221,0,7,0,0.0,1.1764705882352942,0.0
Papua New Guinea,2054,6.360231660231661,0.636023166023166,0.2277252919665165,0.43187422899484124,0.09197677568180651,0,32,5,0.0,1.557935735150925,0.24342745861733206
Peru,25,5.930357142857144,0.5930357142857143,0.0,0.2965178571428571,0.019406978922639904,0,0,8,0.0,0.0,32.0
Philippines,2494,8.40888030888031,0.8055984555984557,0.22337996022716494,0.5144892079128103,0.11059382338721355,5,32,0,0.20048115477145148,1.2830793905372895,0.0
Puerto Rico,111,7.314285714285714,0.7314285714285714,0.201785471616572,0.4666070215225717,0.010018744398776373,0,2,0,0.0,1.8018018018018018,0.0
Qatar,74,5.871428571428572,0.5871428571428572,0.03875028213961135,0.3129465696412343,0.014312844356788678,0,0,2,0.0,0.0,2.7027027027027026
Saint Kitts and Nevis,5,6.257142857142857,0.6257142857142857,0.2520304303129617,0.4388723580136237,,0,1,0,0.0,20.0,0.0
Saint Martin (French part),39,6.585714285714286,0.6585714285714286,0.1607622903934876,0.4096668594824581,,0,1,0,0.0,2.564102564102564,0.0
Samoa,12,8.628571428571428,0.8628571428571428,0.6775035504599245,0.7701803466585336,,1,0,0,8.333333333333332,0.0,0.0
Sao Tome and Principe,4,7.507142857142857,0.7507142857142857,0.0,0.3753571428571428,,0,1,0,0.0,25.0,0.0
Saudi Arabia,205,5.969841269841271,0.596984126984127,0.06100429724273737,0.32899421211343216,0.03988900241754681,0,4,5,0.0,1.951219512195122,2.4390243902439024
Senegal,1044,6.762698412698413,0.6762698412698414,0.006684109465955067,0.3414769753678982,0.011965063644852822,0,8,1,0.0,0.7662835249042145,0.09578544061302681
Seychelles,9,7.464285714285714,0.7464285714285714,0.1885583013175122,0.4674934363730418,0.02657230845470206,0,3,0,0.0,33.33333333333333,0.0
Sierra Leone,921,6.972857142857142,0.6972857142857143,0.0,0.34864285714285714,0.006908660639858806,0,5,0,0.0,0.5428881650380022,0.0
Solomon Islands,448,6.755844155844156,0.6755844155844156,0.49937947316418274,0.5874819443742992,0.04630061711444888,2,9,0,0.4464285714285714,2.0089285714285716,0.0
Somalia,71,6.667857142857144,0.6667857142857143,0.0,0.33339285714285716,0.01062862583191398,0,2,2,0.0,2.8169014084507045,2.8169014084507045
South Africa,157,7.027380952380953,0.7027380952380953,0.0,0.35136904761904764,0.011900594508673283,0,12,0,0.0,7.643312101910828,0.0
Sri Lanka,356,6.784821428571428,0.6784821428571428,0.03528886283375757,0.35688550284545023,0.015237769922077897,0,8,0,0.0,2.247191011235955,0.0
Sudan,52,6.252380952380952,0.6252380952380953,0.16171525049603855,0.3934766728670669,0.05827699660540408,0,3,0,0.0,5.769230769230769,0.0
Suriname,441,7.111904761904763,0.7111904761904763,0.013168421505544368,0.3621794488480103,0.011519748981581927,0,3,0,0.0,0.6802721088435374,0.0
"Taiwan, Province of China",57,7.076785714285714,0.7076785714285714,0.20745686959952495,0.45756772051404815,0.09500433865362998,0,4,0,0.0,7.017543859649122,0.0
"Tanzania, United Republic of",417,7.007142857142858,0.7007142857142857,0.20626872163741078,0.45349150367584823,0.04841983597515499,0,7,0,0.0,1.6786570743405276,0.0
Thailand,949,8.875324675324675,0.7332467532467533,0.09397494659592324,0.41361084992133823,0.06655190284131234,0,11,0,0.0,1.1591148577449948,0.0
Timor-Leste,39,7.014285714285713,0.7014285714285713,0.2070393268259481,0.4542339491272597,,0,1,0,0.0,2.564102564102564,0.0
Tonga,9,7.535714285714286,0.7535714285714286,0.442289713001193,0.5979305707863107,,0,1,0,0.0,11.11111111111111,0.0
United Arab Emirates,242,5.671428571428573,0.5671428571428572,0.10364772438593531,0.3353952907643962,0.05714580248856963,0,2,2,0.0,0.8264462809917356,0.8264462809917356
United States,1368,9.754285714285714,0.8516428571428571,0.17573889249935837,0.5136908748211078,0.09347360394301468,2,18,0,0.14619883040935672,1.3157894736842104,0.0
Vanuatu,11,6.807142857142857,0.6807142857142856,0.3997597615254146,0.5402370236198502,0.035123979814818816,0,2,0,0.0,18.181818181818183,0.0
"Venezuela, Bolivarian Republic of",883,7.3109243697479,0.73109243697479,0.08914028883688549,0.41011636290583775,0.052594354861336894,0,17,0,0.0,1.9252548131370328,0.0
Viet Nam,935,6.759340659340659,0.6759340659340659,0.16905646405260807,0.422495264993337,0.04761575339793232,0,13,0,0.0,1.3903743315508021,0.0
"Virgin Islands, British",1,7.228571428571429,0.7228571428571429,0.2070393268259481,0.4649482348415455,,0,1,0,0.0,100.0,0.0
Wallis and Futuna,11,7.771428571428572,0.7771428571428572,0.6379982859432913,0.7075705715430742,,1,0,0,9.090909090909092,0.0,0.0
Yemen,20,7.071428571428572,0.7071428571428573,0.013168421505544368,0.36015563932420075,0.009872259494928103,0,3,0,0.0,15.0,0.0
