lat_grid,lon_grid,mangrove_count,lat_mean,lon_mean
-27,-48,5,-27.410274844993193,-48.43981182672572
-27,15,1,-27.242423057720135,15.227049754833322
-27,33,18,-26.905117381852605,32.856139406892545
-27,153,49,-27.086689818509832,153.11956538967215
-26,-49,148,-26.037075418005944,-48.693198209920126
-26,-48,16,-25.541979282979685,-48.39981611119728
-26,32,47,-26.08234839964033,32.426764071351954
-26,33,107,-26.079257227263216,32.74528528410599
-26,113,11,-25.89440787192908,113.41604831502801
-26,114,11,-25.81741172147031,113.86024002754847
-26,153,78,-25.71415244970697,152.95006623237862
-25,-49,23,-25.428134782608694,-48.63098695652174
-25,-48,151,-25.204151429079786,-48.13279345319157
-25,-47,4,-24.64815,-47.40474999999999
-25,33,3,-25.198422880719722,33.031471105034946
-25,34,9,-25.091750251292837,33.612762180934205
-25,35,1,-24.595482983287535,34.55254002672232
-25,44,16,-25.085189111241366,44.16979786337331
-25,114,46,-25.094252707563857,113.7672628676008
-25,152,36,-24.706493924164693,152.2530381595825
-25,153,47,-25.31999121464863,152.85468272788563
-24,-47,16,-24.283467111315638,-46.934449374538644
-24,-46,50,-23.912128000741294,-46.25888558435668
-24,-45,6,-23.580782957993176,-45.27720824549407
-24,35,33,-23.793056922605604,35.38955769112476
-24,36,1,-23.7881,35.511300000000006
-24,44,6,-23.54896666666667,43.7399
-24,151,80,-23.690209564412466,151.08490641127236
-24,152,31,-24.08346021606243,151.6866143209012
-23,-153,1,-22.63680404970254,-152.81881347797113
-23,-135,1,-23.10505089154984,-134.98110162850242
-23,-134,1,-23.32558729380118,-134.48074001524785
-23,-45,15,-23.251775344149788,-44.68255085809697
-23,-44,35,-22.988762525179954,-43.956494760530475
-23,-43,46,-22.74179333998256,-43.08156169918504
-23,-42,6,-22.61402598135851,-42.00252978185505
-23,35,5,-23.05217037294982,35.44279159280544
-23,36,7,-22.88683947310151,35.54263719751549
-23,43,3,-22.949966666666665,43.44636666666667
-23,44,9,-23.180059512813393,43.611569763781546
-23,114,11,-22.712161717702866,113.88931913308683
-23,150,18,-22.54573333333333,150.08862222222223
-23,151,58,-22.91720921388898,150.71300473998537
-23,152,1,-23.44349117484187,152.0038618522179
-23,167,14,-22.612971428571427,166.96625714285713
-23,168,9,-22.633695578964822,167.53298614553523
-22,-155,4,-21.818315307518088,-154.702625544534
-22,-136,1,-22.00308753252042,-136.186685655555
-22,-42,14,-22.28619763301745,-41.687322029121596
-22,-41,8,-21.774512783221656,-41.080466429515866
-22,35,30,-22.016111465805906,35.38983869253939
-22,36,12,-22.231857414874444,35.52283077468888
-22,43,35,-21.865682651901896,43.36222554359328
-22,44,3,-21.65457299449986,43.56055873081604
-22,114,45,-22.333246660760814,114.32042847786617
-22,115,36,-21.780552034281236,114.94709466823555
-22,116,3,-21.526899999999998,115.52463333333333
-22,149,33,-21.66993167009333,149.42188501608265
-22,150,98,-22.294887662899903,149.93360877253778
-22,151,28,-22.45325525455862,150.5935534644682
-22,154,1,-21.922149325421255,153.5935205789958
-22,160,1,-21.86268085361254,159.54625172497802
-22,165,12,-21.578333333333333,165.32288333333335
-22,166,192,-21.89211360955872,166.1270066160051
-22,167,61,-22.22424135481873,166.81636320576467
-21,-175,11,-21.116576624731053,-175.2127463439751
-21,-136,2,-21.480986689390157,-136.38092387786378
-21,-41,19,-20.843720953062085,-40.66947681011094
-21,-40,9,-20.61896010040931,-40.43424829097727
-21,35,161,-20.958925126333988,34.97052705370068
-21,43,13,-21.395196426560467,43.487286715475115
-21,44,51,-21.106159121624714,43.76242247706407
-21,55,3,-20.99469195820858,55.294757772003805
-21,57,3,-20.515359431488196,57.39886992900196
-21,58,3,-20.5167,57.524300000000004
-21,115,5,-21.31822243838527,115.36766521443096
-21,116,34,-21.097562896076223,115.99934012976159
-21,117,58,-20.679424264121053,116.93545151898515
-21,118,9,-20.64821250062271,117.7609778408382
-21,149,75,-20.99701098793963,149.02440450581045
-21,151,4,-20.931734266797378,151.30539926093286
-21,152,2,-21.09846158352996,151.57287263677944
-21,154,10,-20.99862731442934,154.39447645262246
-21,156,2,-21.160782206365752,155.75801125608177
-21,164,26,-20.7051486671679,164.36617023459263
-21,165,161,-21.03197813024778,165.02856995453604
-21,166,57,-21.262573795529736,165.72152733678578
-21,167,3,-20.56983333333333,166.56896666666668
-20,-175,6,-20.031674753834526,-174.7035779156516
-20,-40,36,-20.16370573489313,-40.27505650306505
-20,35,123,-19.93779481387973,34.814790489955506
-20,44,73,-19.846006854203747,44.431717249590804
-20,45,11,-19.815407266756953,44.55537450239647
-20,57,13,-20.30786923076923,57.40188461538462
-20,58,17,-20.239633963139458,57.76365189718891
-20,63,5,-19.721074132300647,63.41512248401267
-20,117,7,-20.436414285714285,116.82295714285715
-20,118,20,-20.37646,118.25531000000001
-20,119,48,-20.150128895248923,118.9434506326104
-20,120,10,-20.02362,119.65150000000001
-20,147,5,-19.54242,147.27406000000002
-20,148,68,-19.817612932965297,147.8065654923354
-20,149,27,-20.391792073097967,148.7515201837853
-20,150,2,-19.806998615315532,149.72393766112256
-20,164,108,-20.225515160096098,164.18417970600126
-20,165,23,-20.40489555177711,164.62376885688695
-20,167,9,-20.42646299737066,166.5973864451298
-19,-178,1,-18.7011,-178.4737
-19,-174,9,-18.66941111111111,-173.98845555555556
-19,-170,4,-19.03808564787343,-169.8642898494338
-19,-40,48,-18.83631201506803,-39.75245752689282
-19,35,18,-19.408711111111113,35.41973333333333
-19,36,252,-18.862169884567823,36.06914140764976
-19,37,8,-18.519762909579068,36.51731420441402
-19,44,48,-19.01809278849293,44.29752611372506
-19,122,16,-18.756391137209874,121.6922976618572
-19,146,67,-18.64502395839649,146.28392101904328
-19,147,53,-19.326972352783724,147.13209488318208
-19,148,4,-19.042159046592154,147.5412511166301
-19,152,5,-19.291307251737457,152.27719224371694
-19,159,4,-19.086987686152685,158.995202671817
-19,178,20,-19.024897597759825,178.34579495562588
-19,180,11,-18.847490397544952,179.8317554978934
-18,-179,3,-18.21663333333333,-178.74936666666667
-18,-141,4,-18.122983096881924,-140.99737735189504
-18,-71,1,-17.887616989382334,-70.99577808198597
-18,-40,25,-18.231699985403786,-39.6312774770063
-18,-39,111,-17.753871791212816,-39.297777597862314
-18,36,17,-18.393625596869313,36.402278053598806
-18,37,211,-18.008632729277952,36.87750981991496
-18,38,5,-17.54142,37.533660000000005
-18,44,38,-17.973666338554118,44.02095236938565
-18,49,1,-18.097560385180678,49.437103591030066
-18,119,1,-17.54874628044957,118.95264167701461
-18,122,37,-18.076116216216214,122.22517027027027
-18,124,8,-17.52825,123.58025
-18,139,3,-17.554433333333332,139.47503333333336
-18,140,95,-17.693323315064376,139.96358915724718
-18,141,48,-17.604079166666665,140.7862625
-18,146,176,-18.11512032721159,146.11277760921143
-18,147,1,-17.694453019533757,146.54183543018598
-18,168,2,-17.53933201112079,168.3415133102713
-18,177,56,-17.79904417596774,177.3807962407091
-18,178,31,-18.071647794406253,178.14501929571628
-18,179,60,-17.96435062323855,178.7456336737877
-17,-180,6,-16.75491677056123,-179.7603904675668
-17,-179,7,-17.216640467243085,-178.97034848989634
-17,-155,1,-16.58144038250967,-154.6614377887571
-17,-154,1,-16.803414089215604,-153.9663214219054
-17,-152,13,-16.600840078786657,-151.5647690341396
-17,-151,28,-16.736583168640518,-151.193829044054
-17,-39,31,-17.04700638623601,-39.16712232599984
-17,37,1,-17.442500000000003,37.4925
-17,38,123,-17.243908311757167,38.110349991939195
-17,39,120,-16.97461940508787,38.849905244302164
-17,40,8,-16.576935755096077,39.62056861390145
-17,43,4,-17.05892399637942,42.73089383182108
-17,44,47,-17.05632527794927,44.21074019172938
-17,45,1,-16.580955750635336,44.55597973666308
-17,50,6,-16.83670401691046,49.70156081964336
-17,60,7,-16.587623492646067,59.6820341834553
-17,119,3,-17.343750732613497,119.33765960778824
-17,122,28,-17.131635714285714,122.30047857142858
-17,123,81,-16.912898273164316,123.16060168639942
-17,124,121,-17.028552129530816,123.7875061005318
-17,138,29,-16.733555172413794,138.24790000000002
-17,139,106,-17.04298749916664,139.18100149020538
-17,140,11,-16.824209090909093,139.58248181818183
-17,141,88,-17.00629837804379,141.0766142865177
-17,145,2,-16.528,145.4721
-17,146,36,-17.023066621939822,145.83217905109964
-17,148,3,-16.512809094802936,148.00396333046172
-17,168,6,-16.619870228204093,167.8846054138908
-17,177,15,-17.01986904657628,177.28256217300904
-17,178,58,-17.354814420777476,177.89404160630016
-17,179,134,-16.78091707209339,178.84211576937528
-17,180,44,-16.682353992305416,179.77861989351507
-16,-180,7,-16.229614285714284,-179.95755714285715
-16,-155,1,-15.81616559196825,-154.52269299312482
-16,-152,3,-16.48439621893911,-151.73954489971683
-16,-146,4,-15.980568517903174,-145.62267923147488
-16,-145,2,-16.195613967980336,-144.93629898076125
-16,-74,1,-15.919240470460778,-74.16269407755797
-16,-73,1,-16.362854138762845,-73.12053081575081
-16,-39,79,-15.999250966620277,-38.98633557231158
-16,40,111,-16.190448491182057,39.94565294943131
-16,41,3,-15.526293866221282,40.52412948484457
-16,44,13,-16.279563797213147,44.46800693150159
-16,45,58,-16.18339722811949,44.98249107115473
-16,46,176,-15.849529631413457,46.04854302275593
-16,47,62,-15.60814928861366,46.986260250438015
-16,50,4,-16.025301604211755,49.91967976044992
-16,60,2,-16.487049904030812,59.6697842638835
-16,123,48,-16.350964571365562,123.2610544287838
-16,124,139,-16.228606001764472,123.99461398323422
-16,125,59,-15.965338390309984,124.75065109452788
-16,128,8,-15.56375,128.02167500000002
-16,136,15,-15.672760704858376,136.38266939080066
-16,137,118,-15.858321083098737,136.85935378995327
-16,138,31,-16.292848387096775,137.69840967741936
-16,139,6,-16.470466666666667,139.38333333333333
-16,140,10,-16.44215160834352,139.60960190650906
-16,141,54,-16.14938148148148,141.4156814814815
-16,142,21,-15.856490476190475,141.5376047619048
-16,145,20,-16.06689,145.38829
-16,146,2,-16.21616293010457,145.7860827816562
-16,148,1,-16.487925761432827,147.97401948765773
-16,149,1,-15.886907920592662,149.17331530772148
-16,150,3,-16.122161721582163,150.01801614130048
-16,167,1,-16.1135,167.45010000000002
-16,168,9,-16.360146773030507,167.72140207076586
-16,179,88,-16.379565457956293,179.24289780548293
-16,180,79,-16.244109388103308,179.73382480362446
-15,-148,2,-15.161922570544004,-147.8828854020838
-15,-76,1,-14.705820973594985,-75.91277976350914
-15,-39,67,-15.119464265321133,-39.01369402524678
-15,40,3,-15.375774933206456,40.491344426883174
-15,41,48,-15.002425,40.683733333333336
-15,47,107,-15.330770919688824,47.146159738733566
-15,48,56,-14.749618133843876,47.882797753915966
-15,50,21,-15.155785949329205,50.33520937443133
-15,124,23,-15.34255587067847,124.37898747266263
-15,125,128,-15.085320472982053,125.03820416504298
-15,126,18,-14.608766666666668,125.80044444444444
-15,128,93,-15.064884997717233,128.21486616294663
-15,129,77,-14.97702679309405,129.07352042448323
-15,130,106,-14.904199905345102,129.7121902828492
-15,135,54,-14.746450949619158,135.30190195978258
-15,136,39,-15.188065198300496,135.74857405851156
-15,142,61,-15.128509836065573,141.64125409836066
-15,144,29,-14.58486340284006,144.0247813119874
-15,145,38,-14.919552987391683,145.1238164536083
-14,-172,12,-13.895840468641453,-171.90589421023626
-14,-171,6,-14.296720062185978,-170.66756209827312
-14,-76,1,-14.128251450546347,-76.25919394704819
-14,-39,247,-13.91199846115185,-39.02738711878934
-14,40,1,-13.5281,40.493900000000004
-14,41,28,-14.01683550674367,40.6084267597329
-14,48,105,-13.959388041229797,48.08267148565745
-14,49,3,-13.548514790795346,48.53237240489014
-14,122,3,-14.019654799100422,121.83975214056774
-14,124,1,-14.099260505194815,123.54312261039378
-14,125,3,-14.4743,125.2903
-14,126,62,-14.145703455664162,126.03623484991941
-14,127,43,-14.001286046511627,126.77704418604652
-14,128,13,-14.27406923076923,127.68686923076923
-14,129,5,-14.24794,129.46902
-14,130,37,-13.98565985982878,129.70596803999496
-14,136,42,-13.958816673855827,135.94797543706395
-14,137,8,-13.96489101369288,136.7289084187572
-14,141,3,-13.8561,141.47883333333334
-14,142,45,-13.999135555555556,141.59802888888888
-14,143,1,-13.712444267130566,143.48940780362193
-14,144,65,-14.083504322607121,143.7964380786602
-14,145,9,-14.412081850706544,144.71818911862795
-14,147,2,-13.866798967546785,146.57826211495703
-13,-176,11,-13.263790894374244,-176.177368386817
-13,-173,2,-13.4896,-172.7552
-13,-172,4,-13.443514846267172,-172.3398355676964
-13,-39,190,-13.034342047267268,-38.84869155718768
-13,-38,18,-12.719609189746194,-38.2511338973699
-13,13,1,-13.403647529361391,12.523728659383863
-13,40,27,-12.874624161725203,40.436406318857
-13,41,35,-12.824399275565947,40.56225057692351
-13,45,64,-12.84799795565277,45.16269190251142
-13,48,16,-13.324257887986885,48.303194577070705
-13,49,123,-13.093321080484788,48.83646144973361
-13,50,50,-12.844164538593944,49.750132310859016
-13,130,74,-13.070195872185337,130.29642189613742
-13,131,65,-12.660326553314652,130.78385840915342
-13,132,8,-12.561399999999999,132.44480000000001
-13,133,6,-12.740566666666666,132.5283
-13,136,53,-13.020751745977828,136.1654331312281
-13,137,17,-12.754782352941177,136.6285
-13,142,99,-12.92538876810226,141.8406483467213
-13,143,36,-12.854933614352937,143.39753553908304
-13,144,5,-13.22842,143.5659
-12,-77,1,-12.322311064799717,-76.83494415686701
-12,-38,36,-11.972556621972776,-37.65051336032355
-12,-37,13,-11.542288912736987,-37.4494320276398
-12,40,30,-11.904781973270271,40.44851186170846
-12,41,43,-12.283852134654493,40.55754318381716
-12,43,1,-11.9317,43.447900000000004
-12,44,9,-12.274104386655292,43.73544501248099
-12,49,52,-12.221230920339867,49.192805222536094
-12,50,8,-12.44875,49.542675
-12,97,3,-12.17155076508133,96.86293409322298
-12,123,2,-12.260970565654729,122.99654267577125
-12,130,61,-11.628692815964198,130.32552871246892
-12,131,134,-12.01668940258988,131.02238630790802
-12,132,79,-12.261839162837408,132.0901845715268
-12,133,103,-11.77316412759697,132.84134200453306
-12,134,62,-11.94652235907241,133.96311009708205
-12,135,59,-12.161058014993701,134.94607529533982
-12,136,82,-12.138303389015173,136.02615183723736
-12,137,25,-12.161804,136.66682
-12,142,154,-12.053481806337732,141.9580453082208
-12,143,27,-11.995906771422229,143.039223939546
-12,153,4,-11.577088661413438,153.39838924936825
-12,154,9,-11.594166720379187,153.65719291034355
-12,167,11,-11.651122622185142,166.88965216498892
-11,-37,151,-11.11509852999313,-37.19118132765825
-11,-36,5,-10.51382,-36.462059999999994
-11,14,8,-10.899275,13.87125
-11,40,49,-10.996153890081585,40.43611931162671
-11,41,59,-10.903664626719365,40.5734076870939
-11,43,2,-11.37211220003685,43.381492999856086
-11,123,53,-10.71760668152619,123.09376979291277
-11,130,29,-11.395565952168269,130.32254760531774
-11,131,86,-11.406296136379332,130.96502302605447
-11,132,60,-11.325228848300188,132.11928835638608
-11,133,32,-11.266900709334534,132.6930373288412
-11,137,14,-11.199906483249363,136.65159539542677
-11,142,53,-10.916232618825118,142.29987798401646
-11,143,52,-10.925866707149376,142.63223913631322
-11,144,1,-10.995042209391396,144.03971295356365
-11,150,28,-10.593138674263,150.0802234406784
-11,151,49,-10.611592545562228,150.87168743965404
-11,153,46,-11.282336716808661,153.11716086759753
-11,154,15,-11.34057029905435,154.06424593482632
-11,162,13,-10.799531199714467,162.28001625012237
-11,166,30,-10.81529879159271,166.05127348182506
-11,167,9,-11.276106625472302,166.54008435550793
-10,-139,6,-9.83648498746245,-139.09782605295834
-10,-78,1,-10.22100428437388,-78.07983598896803
-10,-36,66,-9.857579708506657,-35.9157920385641
-10,13,1,-10.23559793959132,13.49306883511352
-10,14,26,-10.34114650426744,13.752623984927427
-10,40,76,-10.150348079267225,40.12058461656918
-10,41,3,-10.486651990846646,40.516321587352515
-10,48,10,-9.902260893956067,47.634083129937764
-10,51,3,-10.20208718767642,51.085409179738086
-10,57,3,-10.44519839590324,56.68132137839958
-10,119,16,-9.707925,119.181875
-10,120,19,-10.061278947368422,120.19498421052633
-10,121,20,-10.00917052637828,120.70529064451452
-10,123,19,-10.29732105263158,123.38818421052632
-10,124,50,-10.178483488508265,123.9700103798935
-10,125,19,-9.693342105263158,124.87128947368421
-10,142,8,-10.120175,142.20190000000002
-10,143,6,-9.972433333333333,142.87033333333332
-10,147,6,-9.625733333333335,147.37926666666667
-10,148,67,-10.071071172276781,148.09278092534663
-10,149,68,-10.12285408331966,148.8495171241063
-10,150,74,-10.150181132779718,149.98863174288385
-10,151,80,-9.942989043599685,150.8754072882615
-10,160,1,-9.6753,159.6989
-10,161,30,-9.685995116358697,161.15002359354477
-10,162,14,-9.918275754984803,161.8105084371992
-10,166,9,-10.295674380854651,166.3172469442454
-9,-36,7,-9.427398736048675,-35.536572741344386
-9,-35,91,-8.9251626248751,-35.21438050446677
-9,13,46,-9.073976665994293,13.221064582609527
-9,14,8,-8.66175,13.531500000000001
-9,39,58,-8.87101524736638,39.42734424954882
-9,40,66,-9.185581846136055,39.57224836229819
-9,46,87,-9.409084090050227,46.33723254542556
-9,51,4,-9.348917302586406,51.070802163455134
-9,114,12,-8.597333333333333,114.30098333333335
-9,115,22,-8.727145454545454,115.28647272727272
-9,116,53,-8.824847720464037,116.11702078751698
-9,117,23,-8.695872039358509,116.67983396508052
-9,118,51,-8.637546432029056,118.04569262377623
-9,119,60,-8.790856666666665,119.10628666666666
-9,120,61,-8.878153700813561,119.81605641059274
-9,121,8,-8.693525000000001,121.099925
-9,122,22,-8.572340504399524,122.04029380924945
-9,123,4,-8.5276,122.74640000000001
-9,124,5,-8.97766,124.07094
-9,125,25,-9.039185764043665,124.82089521329998
-9,126,39,-8.784174553585583,125.99917725566578
-9,127,7,-8.779179977368965,126.6833082191546
-9,140,7,-8.586014285714286,140.47327142857145
-9,141,61,-9.008557788648462,140.96989054043067
-9,142,149,-9.098599707195296,142.09865698060761
-9,143,131,-9.049573407438183,143.03460568367115
-9,144,15,-8.531753333333334,143.70440666666667
-9,146,1,-8.5829,146.3991
-9,147,92,-9.041548729579759,146.85883318663488
-9,148,6,-8.761433333333335,148.40866666666668
-9,149,70,-9.114317920116228,148.90658018663052
-9,150,16,-9.3390875,150.2946125
-9,151,45,-8.769607721109795,151.01617243191788
-9,152,20,-9.01935655244172,152.38322160293743
-9,153,35,-9.142163924164924,152.77760913289077
-9,158,24,-8.623681130727727,157.99910374114614
-9,159,30,-9.055262174269286,159.17715231361402
-9,160,57,-8.917313723195267,160.08196758694507
-9,161,47,-9.176233393829001,161.16127164514853
-9,179,6,-8.529365055790644,179.18851674349784
-8,-35,91,-7.946193497294665,-34.90559519586356
-8,13,18,-8.101066666666666,13.245877777777777
-8,39,129,-7.966197851855083,39.328229087784194
-8,40,26,-7.885539034601393,39.76381491868271
-8,108,2,-7.7266,108.48680000000002
-8,109,38,-7.687484210526315,108.95299473684211
-8,110,1,-7.8655,109.9337
-8,113,21,-7.722138095238095,113.08892857142858
-8,114,36,-8.071815341640079,114.21725152494065
-8,115,9,-8.145455555555555,114.67352222222222
-8,116,5,-8.358979999999999,116.09834000000001
-8,117,44,-8.320911915227752,116.97800937433495
-8,118,29,-8.411637931034482,117.88420344827587
-8,119,10,-8.40026,118.88668
-8,120,22,-8.415300732846914,119.98009496142113
-8,121,15,-8.371739999999999,120.93036666666667
-8,122,27,-8.437533673084591,122.0705653449607
-8,123,76,-8.30627389457724,123.10464950937407
-8,124,61,-8.2944827965598,123.98773533413959
-8,125,10,-8.2194,124.86152
-8,126,7,-8.12427142857143,125.84652857142858
-8,127,3,-8.429566666666666,126.71316666666667
-8,128,3,-8.163888331990679,128.2251223042442
-8,129,1,-8.178419551798843,128.79278729925986
-8,130,4,-7.861170757082234,129.73718851094563
-8,131,140,-7.963719651621371,131.07923250222834
-8,132,2,-7.6365,131.6112
-8,138,643,-8.10847211530898,138.0313084946554
-8,139,390,-8.108847090641971,138.91110047788086
-8,140,106,-8.107253345123826,140.0521531624962
-8,142,6,-8.364466666666665,142.46663333333333
-8,143,113,-8.268296041060442,143.1894533200333
-8,144,445,-7.8615156020956505,144.05656875414965
-8,145,398,-7.6544796974716345,144.8253647202607
-8,146,118,-8.080362253780638,146.00674236480788
-8,147,10,-7.57138,147.39911999999998
-8,148,33,-7.938760606060605,147.79052424242425
-8,151,5,-8.4513,150.94618
-8,157,54,-8.12615226819914,157.08083645557798
-8,158,60,-7.860145273332776,158.09649830387485
-8,159,118,-7.895941478106547,158.9816985102287
-8,160,70,-8.36254514942421,159.69906815057846
-8,161,16,-8.360846600406795,160.79045321637955
-7,-35,122,-6.992003435807272,-34.90335244699828
-7,13,15,-7.025764398675253,12.824572892650913
-7,39,44,-7.129604170954561,39.3153656223949
-7,40,6,-7.069233333333333,39.538333333333334
-7,105,10,-6.72744,105.34036
-7,106,8,-6.705375,105.661175
-7,109,36,-6.7954888888888885,108.94550555555556
-7,110,29,-6.895346321325715,110.06777741387658
-7,111,24,-6.7514715899278634,110.65056910465306
-7,112,7,-6.882471959487751,112.33474452030859
-7,113,64,-7.154035149975171,112.81782932937642
-7,114,30,-7.098435294585543,113.83905628835124
-7,115,51,-7.014720012371693,115.07315748998124
-7,116,35,-7.0603089571198865,115.74895778678783
-7,118,7,-7.233874419155506,118.17108251807278
-7,119,5,-6.845740000000001,118.98622
-7,120,3,-6.6776333333333335,120.38303333333333
-7,121,11,-6.9916522804381165,120.73190753868681
-7,122,1,-7.237613954740469,121.59063434036
-7,131,31,-7.3718968347818885,131.25039359433524
-7,132,44,-7.113407502661186,131.71480238753284
-7,134,76,-6.673057720193677,134.3211845673298
-7,135,57,-6.665803136784067,134.6600223743328
-7,138,25,-7.449252,138.32109200000002
-7,139,318,-7.036129517723201,138.88187510709488
-7,140,1,-7.2005,139.6465
-7,144,81,-7.440624659519147,144.28655192151865
-7,145,102,-7.440735978547496,144.63884231643902
-7,147,18,-6.960533333333333,147.10135555555556
-7,148,3,-6.652299999999999,147.82183333333333
-7,155,5,-6.707739999999999,155.35618
-7,156,58,-6.895460903356646,155.90162715433416
-7,157,56,-7.200938143244928,157.18426147405845
-7,158,89,-7.425263327318872,157.95753092390677
-7,159,2,-7.4657,158.64249999999998
-7,179,5,-7.480980554959172,178.68606134518214
-6,-81,5,-5.79079464671638,-80.83056284685279
-6,-80,1,-6.422657284128664,-80.45426716801848
-6,-35,82,-6.1209828419761285,-35.13771977158173
-6,12,113,-6.064866956200139,12.40673816445481
-6,13,163,-5.997702309326988,12.680809726577246
-6,39,97,-6.12397189455376,39.119240905502465
-6,40,4,-6.250323855330283,39.55118267480809
-6,53,3,-5.754899999999999,53.3097
-6,71,6,-6.341507029027741,71.24715187024468
-6,102,3,-5.510166666666667,102.34536666666666
-6,104,9,-5.631033333333333,104.34352222222223
-6,105,38,-5.6990565345917625,104.90106101057674
-6,106,55,-5.944445068827448,106.06813030980244
-6,107,39,-5.994700171797618,106.98142908669469
-6,108,34,-6.2323308229794865,107.93532298494942
-6,110,8,-5.795425759555652,110.37395269053941
-6,111,6,-6.0385333333333335,110.72443333333332
-6,113,6,-5.7979666666666665,112.6795
-6,114,1,-5.5671,114.4571
-6,119,1,-5.5457,119.4473
-6,120,24,-5.7634333333333325,120.03446666666667
-6,121,2,-6.3317090977575,120.77671351452463
-6,123,2,-5.6111,122.82420000000002
-6,124,7,-5.554498301430056,123.77397633906102
-6,132,3,-5.558033333333333,132.34283333333335
-6,133,21,-5.734395238095238,132.7255
-6,134,163,-6.126847145072249,134.29046161190766
-6,135,267,-6.104567072661241,134.70051264284638
-6,138,147,-5.753023516420324,138.26062142756552
-6,139,32,-5.924525,138.579925
-6,147,3,-5.937930832165889,147.14298158290336
-6,148,17,-5.913497149205407,147.85262946892374
-6,149,70,-5.9055179992812485,149.04184557347486
-6,150,56,-5.940346254149704,149.98185210124794
-6,151,31,-5.944930663029282,150.9696212019161
-6,152,12,-5.5307460031016165,151.62640269538863
-6,155,35,-5.835603783836286,154.9750618363379
-6,156,10,-6.3007599999999995,155.72750000000002
-6,159,3,-6.214357986521324,159.31757059748398
-6,176,4,-6.286791645522197,176.32200697350453
-5,-172,1,-4.511990635429223,-172.18222400598845
