hour,demand_MW,wind_MW,gas_MW,nuclear_MW,unserved_MW,curtailment_MW,storage_charge_MW,storage_discharge_MW,storage_soc_MWh
44,92487.68307308482,13618.436830220673,8047.356581977324,2400.0,68559.38966088681,14443.75000623921,550.0,412.49999999999994,600.0
45,74425.06130097854,12584.103932759705,8047.356581977324,2400.0,51531.10078624152,12977.614167701366,550.0,412.49999999999994,600.0
46,68405.17651583963,12872.663550375382,8047.356581977324,2400.0,45222.656383486916,8582.088835702762,550.0,412.49999999999994,600.0
47,77505.14232967069,13191.321172422013,8047.356581977324,2400.0,54003.96457527134,11898.640852473345,550.0,412.49999999999994,600.0
48,93317.21351106753,13430.177927508603,8047.356581977324,2400.0,69714.67900158162,13548.188239534433,550.0,274.9999999999999,600.0
49,102359.1715221246,13793.385399726196,8047.356581977324,2400.0,78118.42954042109,10893.830790709719,550.0,550.0,758.7713240271471
50,96348.42516060165,13929.861694223531,8047.356581977324,2400.0,72108.70688440076,12315.567398659794,550.0,412.49999999999994,600.0
51,78516.64012689084,13044.428422585606,8047.356581977324,2400.0,55162.3551223279,11138.09355080214,550.0,412.49999999999994,600.0
52,61156.62351454551,12455.778669156249,8047.356581977324,2400.0,38390.98826341194,9374.922347879203,550.0,412.49999999999994,600.0
53,56269.327285917825,12011.846375489544,8047.356581977324,2400.0,33947.62432845096,13020.714255484183,550.0,412.49999999999994,600.0
54,66432.70145556775,12700.23059440499,8047.356581977324,2400.0,43560.114279185436,10194.800750542352,550.0,274.9999999999999,600.0
55,82845.20399878778,13269.785849020354,8047.356581977324,2400.0,59128.06156779011,10461.870569655212,550.0,550.0,758.7713240271471
56,92033.6861581989,14012.248474735992,8047.356581977324,2400.0,67711.58110148562,13239.39688351497,550.0,412.49999999999994,600.0
57,86117.94812314054,13565.412293303592,8047.356581977324,2400.0,62242.6792478596,12019.934686029654,550.0,412.49999999999994,600.0
58,68816.06177926637,12792.63487379648,8047.356581977324,2400.0,45713.57032349258,10578.25429678222,550.0,412.49999999999994,600.0
59,52617.72243935958,12319.55801398653,8047.356581977324,2400.0,29988.307843395727,10638.796699665152,550.0,412.49999999999994,600.0
60,49277.935345286154,11755.304242734646,8047.356581977324,2400.0,27212.774520574192,6640.373280255915,550.0,412.49999999999994,600.0
61,60869.52900018201,12385.062359716541,8047.356581977324,2400.0,38174.610058488135,12748.143194882563,550.0,412.49999999999994,600.0
62,78207.47610465092,12983.486712803577,8047.356581977324,2400.0,54914.13280987003,11435.967920379175,550.0,412.49999999999994,600.0
63,87844.79651734792,13958.464414174861,8047.356581977324,2400.0,63651.47552119574,11808.047668502055,550.0,337.4999999999999,600.0
64,82313.05079525964,13356.592420508801,8047.356581977324,2400.0,58571.60179277352,5140.105158386206,550.0,487.5,686.6025403784439
65,65809.8663629549,12528.888574426044,8047.356581977324,2400.0,42971.121206551536,8838.860256380358,550.0,412.49999999999994,600.0
66,51002.76627633094,11691.387214998778,8047.356581977324,2400.0,29001.52247935484,8929.993973226688,550.0,412.49999999999994,600.0
67,49383.00170011338,11840.307331806553,8047.356581977324,2400.0,27232.83778632951,13422.322237095053,550.0,412.49999999999994,600.0
68,62514.39617427728,12549.490915330507,8047.356581977324,2400.0,39655.048676969454,16097.358387879227,550.0,412.49999999999994,600.0
69,80840.71314971327,13336.466422194515,8047.356581977324,2400.0,57194.39014554143,7873.470615244125,550.0,412.49999999999994,600.0
70,90959.67878398545,13712.9963519106,8047.356581977324,2400.0,66936.8258500975,11350.365827242382,550.0,412.49999999999994,600.0
71,85824.92187058723,13105.474183470626,8047.356581977324,2400.0,62409.59110513929,13078.466219111178,550.0,412.49999999999994,600.0
72,70107.65485829388,12757.292268598709,8047.356581977324,2400.0,47040.50600771786,11043.7596010507,550.0,412.49999999999994,600.0
73,56635.50363631498,11946.873068671897,8047.356581977324,2400.0,34378.77398566575,12261.874913879345,550.0,412.49999999999994,600.0
74,56620.13790111875,12062.578445877945,8047.356581977324,2400.0,34247.70287326347,12993.97844173067,550.0,412.49999999999994,600.0
75,71114.83016513872,12661.962121056658,8047.356581977324,2400.0,48143.01146210472,11383.087853819805,550.0,412.49999999999994,600.0
76,90206.55415287826,13652.006773321325,8047.356581977324,2400.0,66244.69079757962,12067.663464019934,550.0,412.49999999999994,600.0
77,100557.82680782868,13714.995565704625,8047.356581977324,2400.0,76532.97466014675,11306.797116820193,550.0,412.49999999999994,600.0
78,95555.64859477608,13660.479254099242,8047.356581977324,2400.0,71660.31275869953,11247.30975397841,550.0,337.4999999999999,600.0
79,80339.74298166155,12875.03512010634,8047.356581977324,2400.0,57079.85127957788,12682.48725365274,550.0,487.5,686.6025403784439
80,67881.41898237847,12644.453378688508,8047.356581977324,2400.0,44927.10902171264,16552.16037563556,550.0,412.49999999999994,600.0
81,69098.82128232636,12570.230754642143,8047.356581977324,2400.0,46218.73394570689,17921.994641799392,550.0,412.49999999999994,600.0
82,84535.28396292054,12966.820346561606,8047.356581977324,2400.0,61258.60703438161,10019.814477993848,550.0,412.49999999999994,600.0
83,103937.29134829603,13954.114935245194,8047.356581977324,2400.0,79673.3198310735,15776.19235016941,550.0,412.49999999999994,600.0
84,114053.45174477737,14274.361190328651,8047.356581977324,2400.0,89469.23397247138,14063.131373681474,550.0,412.49999999999994,600.0
85,108716.05971383513,13913.474154566446,8047.356581977324,2400.0,84492.72897729138,12035.512918650384,550.0,412.49999999999994,600.0
86,93528.76260335391,13196.139158119198,8047.356581977324,2400.0,70022.76686325738,14030.830279870343,550.0,412.49999999999994,600.0
87,81590.99056926268,12922.26497180045,8047.356581977324,2400.0,58358.86901548491,14379.860902161083,550.0,412.49999999999994,600.0
88,83514.80138557771,13188.853667412915,8047.356581977324,2400.0,60091.091136187475,15171.92306824293,550.0,337.4999999999999,600.0
89,99335.7908797986,13766.007435359172,8047.356581977324,2400.0,75184.9268624621,12545.957917124171,550.0,487.5,686.6025403784439
90,118477.49677507051,15161.240860520375,8047.356581977324,2400.0,93006.39933257284,12074.284450589534,550.0,412.49999999999994,600.0
91,127796.4484380248,15040.723500231172,8047.356581977324,2400.0,102445.86835581632,9908.706048648186,550.0,412.49999999999994,600.0
92,121582.06440183186,14691.967088949981,8047.356581977324,2400.0,96580.24073090455,8984.874232119557,550.0,412.49999999999994,600.0
93,105897.09353348776,14128.937219006155,8047.356581977324,2400.0,81533.29973250425,15084.562222274788,550.0,337.4999999999999,600.0
94,93953.64653007101,13397.629099154801,8047.356581977324,2400.0,70171.16084893889,9367.719523227306,550.0,487.5,686.6025403784439
95,96045.74790747778,13591.382058922174,8047.356581977324,2400.0,72144.50926657827,10701.055324903407,550.0,412.49999999999994,600.0
96,111704.23495190933,14400.488220044717,8047.356581977324,2400.0,86993.89014988733,12224.692912612798,550.0,412.49999999999994,600.0
97,130047.63779090693,15175.051529530403,8047.356581977324,2400.0,104562.72967939917,9314.652430539682,550.0,412.49999999999994,600.0
98,138061.90147690583,15369.607153386909,8047.356581977324,2400.0,112382.43774154161,9688.489125338667,550.0,412.49999999999994,600.0
99,130504.44865901557,15181.329526316898,8047.356581977324,2400.0,105013.26255072137,7524.305478320026,550.0,412.49999999999994,600.0
100,113891.23614488583,14465.324913998362,8047.356581977324,2400.0,89116.05464891011,5638.543104570233,550.0,412.49999999999994,600.0
101,101530.91737152977,13798.84927350204,8047.356581977324,2400.0,77422.2115160504,8554.671254909761,550.0,412.49999999999994,600.0
102,103387.33641723628,14046.528750073696,8047.356581977324,2400.0,79030.95108518525,8836.485871237364,550.0,412.49999999999994,600.0
103,118489.50562010828,14447.367436418303,8047.356581977324,2400.0,93732.28160171263,4611.96224362932,550.0,412.49999999999994,600.0
104,135668.45240185832,15268.626421302573,8047.356581977324,2400.0,110089.96939857843,7660.496891564317,550.0,412.49999999999994,600.0
105,142059.8827621259,15467.224625965231,8047.356581977324,2400.0,116282.80155418333,6936.758191047274,550.0,412.49999999999994,600.0
106,132898.38010933058,15263.36696341426,8047.356581977324,2400.0,107325.156563939,6115.7284547901,550.0,412.49999999999994,600.0
107,115145.42415738238,14639.160772780993,8047.356581977324,2400.0,90196.40680262407,9252.1658412051,550.0,412.49999999999994,600.0
108,102188.70425681712,13880.983566011744,8047.356581977324,2400.0,77997.86410882806,10890.143412709673,550.0,412.49999999999994,600.0
109,103648.896408315,14292.261406711494,8047.356581977324,2400.0,79121.77841962618,11942.528208624866,550.0,337.4999999999999,600.0
110,118055.45606544595,14467.312001634107,8047.356581977324,2400.0,93203.28748183453,9248.397707174194,550.0,487.5,686.6025403784439
111,133968.38372878337,15100.753544765817,8047.356581977324,2400.0,108557.77360204024,6759.092683295668,550.0,412.49999999999994,600.0
112,138691.79150469476,15154.10365264478,8047.356581977324,2400.0,113227.83127007267,7794.66052395503,550.0,412.49999999999994,600.0
113,127944.3730277552,14693.26322533071,8047.356581977324,2400.0,102941.25322044716,6251.067988253006,550.0,412.49999999999994,600.0
114,109123.24847957573,14063.840979527264,8047.356581977324,2400.0,84749.55091807111,8324.98292439192,550.0,412.49999999999994,600.0
115,95675.93147498724,13585.467212567779,8047.356581977324,2400.0,71780.60768044212,10062.694091615485,550.0,412.49999999999994,600.0
116,96865.81793219053,13925.46242443295,8047.356581977324,2400.0,72630.49892578025,14157.772075759529,550.0,412.49999999999994,600.0
117,110724.16345752699,14043.179351989578,8047.356581977324,2400.0,86446.12752356008,13879.985956362492,550.0,337.4999999999999,600.0
118,125555.1840756704,14754.280744786138,8047.356581977324,2400.0,100416.04674890696,15718.29247820196,550.0,487.5,686.6025403784439
119,128848.19814809348,15121.952714258003,8047.356581977324,2400.0,103416.38885185815,11156.314106648857,550.0,412.49999999999994,600.0
120,116810.68653688178,14214.204162181193,8047.356581977324,2400.0,92286.62579272322,11568.09725194986,550.0,412.49999999999994,600.0
121,97263.35196354463,13639.56978145939,8047.356581977324,2400.0,73313.92560010793,9939.560118468595,550.0,412.49999999999994,600.0
122,83692.71428987774,13027.590565759676,8047.356581977324,2400.0,60355.26714214075,16017.702684566699,550.0,412.49999999999994,600.0
123,84989.80715061747,13370.480208064339,8047.356581977324,2400.0,61384.470360575826,12488.949491398493,550.0,337.4999999999999,600.0
124,98688.32676251653,13802.5729804989,8047.356581977324,2400.0,74500.8972000403,13400.194583762606,550.0,487.5,686.6025403784439
125,112850.94963468135,14194.144453932395,8047.356581977324,2400.0,88346.94859877168,13372.438632523688,550.0,412.49999999999994,600.0
126,115167.44877496787,14425.087146515827,8047.356581977324,2400.0,90432.50504647473,14408.770993319165,550.0,412.49999999999994,600.0
127,102336.86503184249,13981.97060121951,8047.356581977324,2400.0,78045.03784864566,11823.702493531531,550.0,412.49999999999994,600.0
128,82589.69784764646,13110.665184206311,8047.356581977324,2400.0,59169.17608146284,15552.00205883619,550.0,412.49999999999994,600.0
129,69429.56219455296,12732.127375278113,8047.356581977324,2400.0,46450.07823729752,12611.158213136427,550.0,349.9999999999999,600.0
130,71359.63267112595,12496.070111238469,8047.356581977324,2400.0,48491.205977910155,14771.152014513562,550.0,475.0,672.1687836487033
131,85416.5508632944,13395.997872659977,8047.356581977324,2400.0,61710.69640865711,10033.070851867982,550.0,412.49999999999994,600.0
132,99435.30706257217,13783.21356782931,8047.356581977324,2400.0,75342.23691276553,7128.34689326206,550.0,412.49999999999994,600.0
133,101320.4706143007,14008.812955652502,8047.356581977324,2400.0,77001.80107667088,11583.92259033978,550.0,412.49999999999994,600.0
134,88264.21046624168,13669.505627996909,8047.356581977324,2400.0,64422.34825626744,12758.832941501712,550.0,274.9999999999999,600.0
135,68892.06500471015,12462.041924767469,8047.356581977324,2400.0,45982.66649796536,12564.402823668352,550.0,550.0,758.7713240271471
136,56702.53622268753,11865.644865260341,8047.356581977324,2400.0,34527.034775449865,9579.540011128784,550.0,412.49999999999994,600.0
137,59795.83986745346,11971.709418590883,8047.356581977324,2400.0,37514.27386688527,13281.439134881624,550.0,412.49999999999994,600.0
138,74712.7407283401,13099.861680426813,8047.356581977324,2400.0,51303.02246593595,9737.773847521672,550.0,412.49999999999994,600.0
139,89074.80974788018,13140.702081668942,8047.356581977324,2400.0,65624.2510842339,9487.816046779237,550.0,412.49999999999994,600.0
140,91015.66282535729,13565.253063775946,8047.356581977324,2400.0,67203.05317960402,10826.68877809844,550.0,349.9999999999999,600.0
141,78221.79973499007,13012.623374537281,8047.356581977324,2400.0,54836.81977847547,8400.963985163055,550.0,475.0,672.1687836487033
142,59698.93163280251,12205.13141626878,8047.356581977324,2400.0,37183.94363455641,6875.181885276117,550.0,412.49999999999994,600.0
143,48918.81301906227,11874.791839481179,8047.356581977324,2400.0,26734.164597603776,7148.601022413689,550.0,412.49999999999994,600.0
144,53564.85005496858,12250.068904862395,8047.356581977324,2400.0,31004.924568128852,9541.678190036451,550.0,412.49999999999994,600.0
145,69684.59771934318,12547.677964195496,8047.356581977324,2400.0,46827.063173170354,10443.136640197863,550.0,412.49999999999994,600.0
146,84701.66794013423,13184.562734467185,8047.356581977324,2400.0,61207.248623689724,13645.985658438,550.0,412.49999999999994,600.0
147,86993.63964775876,13508.43790831013,8047.356581977324,2400.0,63175.34515747129,7464.760370887045,550.0,412.49999999999994,600.0
148,74742.93040102781,13093.613136161643,8047.356581977324,2400.0,51339.46068288886,10623.674028166673,550.0,412.49999999999994,600.0
149,57321.191076417315,12392.722423819914,8047.356581977324,2400.0,34618.612070620075,14111.828968469832,550.0,412.49999999999994,600.0
150,48153.08393059395,11824.465360962204,8047.356581977324,2400.0,26018.761987654423,13624.879728482989,550.0,412.49999999999994,600.0
151,54493.270258090415,11738.819759059013,8047.356581977324,2400.0,32444.59391705408,12286.060706110606,550.0,412.49999999999994,600.0
152,71900.8519040033,13061.61563876665,8047.356581977324,2400.0,48529.37968325933,14154.473417065215,550.0,412.49999999999994,600.0
153,87618.67213695297,13503.67597419072,8047.356581977324,2400.0,63805.13958078493,13594.947385639714,550.0,412.49999999999994,600.0
154,90284.3439445648,13737.525120669738,8047.356581977324,2400.0,66236.96224191773,13320.367681888489,550.0,412.49999999999994,600.0
155,78578.62909424721,12883.552409379861,8047.356581977324,2400.0,55385.22010289003,13165.342332487824,550.0,412.49999999999994,600.0
156,62225.94137619687,12149.671499964952,8047.356581977324,2400.0,39766.41329425459,14344.060068424998,550.0,412.49999999999994,600.0
157,54585.170793725876,12079.325218406007,8047.356581977324,2400.0,32195.988993342547,11428.83650882897,550.0,412.49999999999994,600.0
158,62472.51827543611,12474.331667358065,8047.356581977324,2400.0,39688.33002610072,13255.277042051164,550.0,412.49999999999994,600.0
159,80965.69922625553,12978.759527372611,8047.356581977324,2400.0,57677.083116905604,13717.616173828306,550.0,412.49999999999994,600.0
160,97145.84969868607,14250.722316064677,8047.356581977324,2400.0,72585.27080064411,12396.149599239427,550.0,412.49999999999994,600.0
161,99927.92236730369,13368.337248240587,8047.356581977324,2400.0,76249.72853708579,12628.283970448934,550.0,412.49999999999994,600.0
162,88494.32528680332,13361.715185313024,8047.356581977324,2400.0,64822.75351951295,16403.823042075877,550.0,412.49999999999994,600.0
163,72910.10946770178,13055.698832922875,8047.356581977324,2400.0,49544.5540528016,18380.116635750215,550.0,412.49999999999994,600.0
164,66451.31678324127,12504.059598820635,8047.356581977324,2400.0,43637.40060244332,12819.608074784337,550.0,412.49999999999994,600.0
165,75488.0560063963,13281.018734488249,8047.356581977324,2400.0,52115.43083123544,15757.154956325316,550.0,194.24985869527512,600.0
166,94625.81105969734,13832.03377496011,8047.356581977324,2400.0,70896.42070275992,12662.714350202456,550.0,0.0,852.0135556659135
167,110804.64385184164,14537.437910912893,8047.356581977324,2400.0,86369.84935895141,10287.408068005567,550.0,0.0,1328.3275277473547
168,113235.03081712824,14733.552820250392,8047.356581977324,2400.0,88577.31318984012,16662.102041940496,550.0,26.808225060401128,1804.641499828796
