region_id,region_name,year,n_methods,methods,gt_spread,gt_mean,relative_spread,altimetry_gt,demdiff_and_glaciological_gt,altimetry_gt_err,demdiff_and_glaciological_gt_err,gravimetry_gt,gravimetry_gt_err
15,South Asia East,2016.75,2,"['altimetry', 'demdiff_and_glaciological']",18.959156649988238,-19.627186007102956,0.9659640787592799,-29.106764332097075,-10.147607682108836,6.626760111478447,2.6350682522105684,,
15,South Asia East,2017.75,2,"['altimetry', 'demdiff_and_glaciological']",19.514207841991553,-2.5673899739335457,7.600796154895578,7.189713947062231,-12.324493894929322,2.515915755089424,2.644940121097977,,
15,South Asia East,2018.75,2,"['altimetry', 'demdiff_and_glaciological']",0.6855940242864751,-9.235649534791992,0.07423343877479822,-8.892852522648754,-9.57844654693523,1.9678083366278416,2.6552437164138865,,
15,South Asia East,2019.75,2,"['altimetry', 'demdiff_and_glaciological']",0.7287397168800931,-6.108447936626947,0.11930030744970209,-5.7440780781869005,-6.472817795066994,1.9383107767199896,3.1207092318394025,,
17,Southern Andes,2002.25,2,"['gravimetry', 'demdiff_and_glaciological']",3.6882730332883624,-3.0770323453931905,1.1986461691929553,,-1.2328958287490095,,9.526018620481102,-4.921168862037372,28.71194667872039
17,Southern Andes,2003.25,2,"['gravimetry', 'demdiff_and_glaciological']",1.575617228968845,-41.66581504470821,0.03781558640526239,,-42.45362365919263,,8.73522238995161,-40.878006430223785,25.80084398578837
17,Southern Andes,2004.25,2,"['gravimetry', 'demdiff_and_glaciological']",27.008266589086663,-44.72181742181742,0.6039170173775351,,-31.217684127274087,,8.438736600559206,-58.22595071636075,25.98617803650052
17,Southern Andes,2005.25,2,"['gravimetry', 'demdiff_and_glaciological']",38.686725528730875,0.24912898135715267,155.28793686700536,,-19.094233783008285,,8.534516878671706,19.59249174572259,25.724994696375653
17,Southern Andes,2006.25,2,"['gravimetry', 'demdiff_and_glaciological']",21.500471872748076,-24.211877088324336,0.8880134239206188,,-13.4616411519503,,8.36148970497343,-34.962113024698375,25.760010955475718
17,Southern Andes,2007.25,2,"['gravimetry', 'demdiff_and_glaciological']",47.91174636413332,-43.87765928169217,1.0919394322414178,,-19.921786099625503,,8.175619694970987,-67.83353246375883,25.894352004689715
17,Southern Andes,2008.25,2,"['gravimetry', 'demdiff_and_glaciological']",21.000702347313002,-26.18081666826438,0.8021408427938552,,-15.680465494607878,,8.529984619960478,-36.68116784192088,25.784379488231057
17,Southern Andes,2009.25,2,"['gravimetry', 'demdiff_and_glaciological']",50.28272107660054,17.741094738524133,2.8342513141206256,,-7.400265799776138,,8.111955747586487,42.8824552768244,25.916139266828928
17,Southern Andes,2010.25,2,"['gravimetry', 'demdiff_and_glaciological']",38.67479228260116,-46.151686383485604,0.8379930466948248,,-26.814290242185027,,8.192587356496675,-65.48908252478618,25.925485345347457
17,Southern Andes,2011.25,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",43.49714046535949,-71.54836887609063,0.6079403506834515,-81.96626354775314,-44.59085130757963,23.54007891600412,8.421560109443014,-88.08799177293912,29.2327683805263
17,Southern Andes,2012.25,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",27.291851998392456,-9.759237227128201,2.796514867220159,-7.238239392273328,-24.665662143751867,10.161168386843272,8.843440163236277,2.6261898546405886,28.811890906460725
17,Southern Andes,2013.25,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",27.748123035127406,-2.0295012863530224,13.672385044401864,-12.311565348643349,-9.213496196899778,10.308193131860564,8.816562138432676,15.43655768648406,28.580096994485555
17,Southern Andes,2014.25,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",65.17024740058427,-2.8391888319017995,22.953826342339724,-14.254287218128784,-29.716763339080444,10.47963692913931,8.903315252620686,35.45348406150383,28.866899506237704
17,Southern Andes,2015.25,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",83.64518943304972,-58.59736119495517,1.427456590660451,-32.87111689237291,-29.637888629721424,12.449982239980152,8.94241236229658,-113.28307806277115,29.00736440124687
17,Southern Andes,2016.25,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",52.38753329877804,-59.88708275747475,0.8747718353711149,-86.76625941796678,-34.37872611918874,24.82588558232298,10.2682104217247,-58.51626273526874,28.980006169614757
17,Southern Andes,2017.25,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",17.996365488015133,-31.064111638756426,0.579329796946853,-19.58316921964963,-36.02963098895488,10.844711327705456,10.097470509023742,-37.57953470766476,8.79902010793949
17,Southern Andes,2018.25,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",11.869848163452964,-38.402830463160676,0.3090878463981855,-36.32224996302968,-33.508196631499686,13.045789839782222,11.334946902589904,-45.37804479495265,8.890450981887467
17,Southern Andes,2019.25,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",74.76467085137455,-18.707812818625545,3.9964410364924463,28.186769196505196,-37.73230599751248,14.614457304243164,11.447629866523318,-46.57790165486935,38.3162577389855
17,Southern Andes,2020.25,2,"['gravimetry', 'demdiff_and_glaciological']",2.3874014372727785,-41.868353425975116,0.05702162234523499,,-40.67465270733872,,13.920000388982642,-43.0620541446115,38.36903364694154
17,Southern Andes,2021.25,2,"['gravimetry', 'demdiff_and_glaciological']",3.0551985627905935,-31.730901496410738,0.09628464426502929,,-30.20330221501544,,25.82508436832835,-33.258500777806034,56.98748268141547
19,Antarctic & Subantarctic,2003.25,2,"['altimetry', 'demdiff_and_glaciological']",34.78191728709477,3.434532231930164,10.127119193622407,20.82549087547755,-13.95642641161722,13.52554188751182,19.66964635593823,,
19,Antarctic & Subantarctic,2004.25,2,"['altimetry', 'demdiff_and_glaciological']",34.78191728709477,2.7631849733944893,12.587618137039243,20.154143616941877,-14.627773670152898,13.522999091830778,19.95602621499468,,
19,Antarctic & Subantarctic,2005.25,2,"['altimetry', 'demdiff_and_glaciological']",30.54265886068179,-60.10874719780267,0.5081233644776131,-44.83741776746178,-75.38007662814357,13.670479719287837,20.87727880090346,,
19,Antarctic & Subantarctic,2006.25,2,"['altimetry', 'demdiff_and_glaciological']",30.542658860681797,-28.237453044357387,1.081636463908527,-12.966123614016489,-43.508782474698286,13.500975208452912,20.31280701467281,,
19,Antarctic & Subantarctic,2007.25,2,"['altimetry', 'demdiff_and_glaciological']",30.542658860681787,-9.19458813059943,3.3218082666515913,6.076741299741463,-24.465917560940323,13.48882306346203,20.01739265484733,,
19,Antarctic & Subantarctic,2008.25,2,"['altimetry', 'demdiff_and_glaciological']",30.542658860681783,-31.822154025523368,0.9597923143789905,-16.550824595182476,-47.09348345586426,13.510768118884895,19.916683924340703,,
19,Antarctic & Subantarctic,2009.25,2,"['altimetry', 'demdiff_and_glaciological']",13.032145878144611,43.90093277449208,0.29685350753450795,37.38485983541977,50.41700571356438,22.14759263052991,19.663885797486323,,
19,Antarctic & Subantarctic,2010.25,2,"['altimetry', 'demdiff_and_glaciological']",2.1240187607554146,2.947832297790988,0.7205358196078817,4.009841678168695,1.8858229174132808,22.069480896507912,19.50229794883,,
19,Antarctic & Subantarctic,2011.25,2,"['altimetry', 'demdiff_and_glaciological']",9.200341547309817,-14.72300372333298,0.6248956884205048,-10.122832949678072,-19.32317449698789,14.963899940024143,19.61082381096333,,
19,Antarctic & Subantarctic,2012.25,2,"['altimetry', 'demdiff_and_glaciological']",0.30557574161079293,2.974438163897731,0.10273393655303416,2.821650293092335,3.1272260347031278,15.099061911195133,19.428602601000616,,
19,Antarctic & Subantarctic,2013.25,2,"['altimetry', 'demdiff_and_glaciological']",107.8176265281215,-32.0018484497653,3.3691062157664904,-85.91066171382604,21.906964814295453,21.998425797531038,19.87974890577488,,
19,Antarctic & Subantarctic,2014.25,2,"['altimetry', 'demdiff_and_glaciological']",24.933220784637026,11.230908571175656,2.2200537584847426,-1.235701821142857,23.69751896349417,14.995988890649944,20.284877528744385,,
19,Antarctic & Subantarctic,2015.25,2,"['altimetry', 'demdiff_and_glaciological']",34.918858920639494,9.275733292269354,3.764538912491351,26.7351627525891,-8.18369616805039,16.525211335813278,20.549534281803226,,
19,Antarctic & Subantarctic,2016.25,2,"['altimetry', 'demdiff_and_glaciological']",88.34702496134744,4.835788675492363,18.269413923955693,49.00930115616609,-39.33772380518136,18.949677597078487,20.23553325072564,,
19,Antarctic & Subantarctic,2017.25,2,"['altimetry', 'demdiff_and_glaciological']",34.77101044146879,-51.4931573818285,0.6752549699688678,-68.8786626025629,-34.10765216109411,19.586173118643945,20.17890508188762,,
19,Antarctic & Subantarctic,2018.25,2,"['altimetry', 'demdiff_and_glaciological']",19.070348532147815,10.725912982516787,1.7779697227855977,1.1907387164428809,20.261087248590695,14.293097855604003,20.156981134312645,,
19,Antarctic & Subantarctic,2019.25,2,"['altimetry', 'demdiff_and_glaciological']",113.75832046324606,-39.202752810063004,2.9017941932395446,17.67640742156002,-96.08191304168604,13.88574019341594,21.66496998730276,,
19,Antarctic & Subantarctic,2020.25,2,"['altimetry', 'demdiff_and_glaciological']",42.07042877338643,-34.039813466970145,1.235918311191941,-13.004599080276927,-55.07502785366336,18.99172619097203,24.668107611387143,,
19,Antarctic & Subantarctic,2021.25,2,"['altimetry', 'demdiff_and_glaciological']",38.14039233695162,-5.837119208305815,6.534112286533483,13.233076960169996,-24.907315376781625,18.99212074873,39.21924792041487,,
19,Antarctic & Subantarctic,2022.25,2,"['altimetry', 'demdiff_and_glaciological']",38.14039233695165,-107.75499058988001,0.3539547646764276,-88.68479442140419,-126.82518675835584,19.491673776863625,46.00915518501808,,
1,Alaska,2002.75,2,"['gravimetry', 'demdiff_and_glaciological']",23.605643320373886,-76.12456550492413,0.310092322547929,,-64.32174384473718,,19.83917275831264,-87.92738716511107,16.491154792464094
1,Alaska,2003.75,2,"['gravimetry', 'demdiff_and_glaciological']",22.18035213064124,-150.32076479669536,0.14755348112178346,,-161.41094086201596,,18.08448111740286,-139.23058873137472,17.393167580296534
1,Alaska,2004.75,2,"['gravimetry', 'demdiff_and_glaciological']",62.82021915109232,-75.31552358840284,0.8340939046564025,,-106.725633163949,,17.096658781277263,-43.90541401285668,16.145678100088492
1,Alaska,2005.75,2,"['gravimetry', 'demdiff_and_glaciological']",23.409957585626827,-25.820648590715187,0.9066370855627841,,-37.5256273835286,,16.60769232116822,-14.115669797901775,16.041041289446458
1,Alaska,2006.75,2,"['gravimetry', 'demdiff_and_glaciological']",29.999268037145377,-53.559011813735296,0.5601161601240002,,-38.55937779516261,,16.003299550087803,-68.55864583230799,16.377931374861824
1,Alaska,2007.75,2,"['gravimetry', 'demdiff_and_glaciological']",31.996433047597396,47.08012472400988,0.6796165735576287,,63.078341247808574,,16.115073440827757,31.081908200211178,16.13556985704052
1,Alaska,2008.75,2,"['gravimetry', 'demdiff_and_glaciological']",11.002575693352341,-94.69260533500679,0.11619255436501136,,-89.19131748833063,,16.82676975788512,-100.19389318168297,16.82744102911807
1,Alaska,2009.75,2,"['gravimetry', 'demdiff_and_glaciological']",10.060640869007088,-69.7004371955629,0.14434114438592854,,-64.67011676105935,,18.42078565359033,-74.73075763006644,16.55093325639213
1,Alaska,2010.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",69.40724596677103,-74.67186632644409,0.9294966013483895,-99.26949330057543,-94.88385834495244,31.17053865805975,17.216485101717666,-29.862247333804408,17.446163458748593
1,Alaska,2011.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",55.2973251724275,76.9345770015521,0.7187577722213501,86.80720215590523,44.34960183816178,30.222009505922337,18.488626286381056,99.64692701058928,18.26333653565352
1,Alaska,2012.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",19.974205203961773,-114.37725520851744,0.1746344163229608,-102.24804532795106,-122.22225053191283,31.65165218330084,16.859062222127335,-118.66146976568842,18.20829723892076
1,Alaska,2013.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",33.63682221191108,-94.87374080360138,0.3545430160864305,-111.3533510613561,-95.55134250000305,33.811135447245,17.858628491256084,-77.71652884944501,17.82772153257045
1,Alaska,2014.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",7.5152541112422,-99.37698208356984,0.07562369025175608,-95.87992987234615,-98.85583239477504,30.054926336605774,17.08986604467684,-103.39518398358835,18.25857248329396
1,Alaska,2015.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",45.71664359332025,-77.05378799107665,0.5933081913976059,-98.51002872748924,-79.85795011157167,30.723590421249064,17.7775391172999,-52.79338513416899,19.54412149355177
1,Alaska,2016.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",41.225256048352705,-78.19442937267391,0.5272147438006553,-60.32982765083345,-101.55508369918616,21.613952204831666,17.141503187935392,-72.69837676800213,13.6790969545033
1,Alaska,2017.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",15.334104794381801,-111.16213563695582,0.13794359658995237,-106.8201360519176,-121.00018782666582,32.569289638020834,19.02324995132671,-105.66608303228402,14.206278938814672
1,Alaska,2018.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",76.95647809874032,-163.54290808689325,0.4705583323604101,-123.9585941747834,-165.75505781237266,37.30510172987869,19.87504702610264,-200.91507227352372,22.52046433808029
1,Alaska,2019.75,2,"['gravimetry', 'demdiff_and_glaciological']",68.5928588138194,-39.68789336599409,1.7283068713491365,,-73.9843227729038,,20.964470519831934,-5.391463959084393,20.455702253816213
1,Alaska,2020.75,2,"['gravimetry', 'demdiff_and_glaciological']",14.234027770568751,-45.87481038775398,0.3102798169683213,,-52.991824273038354,,19.31115966442928,-38.7577965024696,20.645655556242723
1,Alaska,2021.75,2,"['gravimetry', 'demdiff_and_glaciological']",91.86758877360283,-45.57272332680724,2.01584592860097,,-91.50651771360866,,29.43536132786405,0.3610710599941789,25.239495617317456
2,Western Canada & US,2012.75,2,"['altimetry', 'demdiff_and_glaciological']",4.5907639764931325,-18.414514736931906,0.24930138220183218,-16.119132748685338,-20.70989672517847,3.3758209516326723,4.1353611973164766,,
2,Western Canada & US,2013.75,2,"['altimetry', 'demdiff_and_glaciological']",4.590763976493134,-15.125086239176394,0.30351985462418857,-12.829704250929828,-17.420468227422962,3.340374870276327,4.03440499601794,,
2,Western Canada & US,2014.75,2,"['altimetry', 'demdiff_and_glaciological']",1.2132883792885778,-29.4582578731366,0.04118669829402887,-28.85161368349231,-30.064902062780888,3.581569492053934,4.4672710311001085,,
2,Western Canada & US,2015.75,2,"['altimetry', 'demdiff_and_glaciological']",1.2132883792885885,-10.724980545390782,0.11312732681925629,-10.118336355746488,-11.331624735035076,3.3170096205133057,4.0329067778603385,,
2,Western Canada & US,2016.75,2,"['altimetry', 'demdiff_and_glaciological']",1.213288379288589,-3.332374337334156,0.36409126240577144,-2.7257301476898617,-3.9390185269784506,3.281032613088879,4.067976246300816,,
2,Western Canada & US,2017.75,2,"['altimetry', 'demdiff_and_glaciological']",1.2132883792885885,-7.398114303964043,0.16399968011287508,-6.791470114319749,-8.004758493608337,3.2957413675593563,4.065784152796664,,
2,Western Canada & US,2018.75,2,"['altimetry', 'demdiff_and_glaciological']",1.8786920900820476,-18.31083323468459,0.1026000327785962,-17.371487189643567,-19.250179279725614,2.6964227036492834,4.151447068311792,,
2,Western Canada & US,2019.75,2,"['altimetry', 'demdiff_and_glaciological']",2.6378872998948886,-7.464984520461069,0.3533680870555859,-6.146040870513625,-8.783928170408513,2.5711298148402566,4.843066533129965,,
2,Western Canada & US,2020.75,2,"['altimetry', 'demdiff_and_glaciological']",3.3032910106883513,-21.836804877505926,0.15127171897254385,-20.18515937216175,-23.4884503828501,4.041917436856286,4.974682756091616,,
2,Western Canada & US,2021.75,2,"['altimetry', 'demdiff_and_glaciological']",3.8062146707173117,-9.96218632462664,0.382066199796756,-8.059078989267983,-11.865293659985294,3.934573268418332,7.590831441597957,,
