year,region_id,region_name,glacier_area,mass_change_gt,mass_change_gt_err,mass_change_mwe,mass_change_mwe_err
2004,11,Central Europe,2062.8166,-1.4388937785429576,0.4052201289287214,-0.6996373060453491,0.1911960977374946
2005,11,Central Europe,2043.361,-1.8171159119364328,0.3967507632924834,-0.8919538265265944,0.185167216048449
2006,11,Central Europe,2023.9054,-2.3588428656706264,0.4113774504090245,-1.1689976654708405,0.188954974992967
2007,11,Central Europe,2004.4498,-1.5790536047853114,0.3998663881665397,-0.7901445173856915,0.1879416409450789
2008,11,Central Europe,1984.9942,-1.5093602965005972,0.4222234187900853,-0.7626732624750852,0.1991750171850177
2009,11,Central Europe,1965.5386,-1.5827261116565263,0.4393865775364854,-0.8076608505112504,0.2072188617200432
2010,11,Central Europe,1946.083,-1.034331703816414,0.398186173317034,-0.5330934168399737,0.1892932158400928
2011,11,Central Europe,1926.6274,-2.494022407325491,0.4078106827608884,-1.2983968712841736,0.186159434025528
2012,11,Central Europe,1907.1718,-2.7965827240695345,0.4694817685252441,-1.4707629995479157,0.2148774843126121
2013,11,Central Europe,1887.7162,-0.5687006031528772,0.4564944870767174,-0.3021703361283248,0.2184411828692258
2014,11,Central Europe,1868.2606,-0.3477905848183993,0.451926949278947,-0.186717578964476,0.2165158298651822
2015,11,Central Europe,1848.805,-2.9636622375676023,0.4827475994928006,-1.607838564640458,0.2202794156836196
2016,11,Central Europe,1829.3494,-1.3798379610635585,0.4567721102063791,-0.7565476178887021,0.2164867944346277
2017,11,Central Europe,1809.8938,-2.5871083005234867,0.4748642787961008,-1.4337266526145749,0.2190635878951354
2018,11,Central Europe,1790.4382,-2.4371975090104008,0.4971035872454163,-1.3653255958889576,0.2310640492610557
2019,11,Central Europe,1770.9826,-1.919024957544504,0.4848397371601196,-1.0868539056291902,0.2278587125306085
2020,11,Central Europe,1751.527,-1.275594599025034,0.4984105265630102,-0.7304671282362125,0.2369982104164882
2021,11,Central Europe,1732.0714,-1.582979860184506,0.4776207527388756,-0.9166730017324138,0.225829019772788
2022,11,Central Europe,1712.6158,-6.237435177272426,0.7282044209005228,-3.653010668614841,0.3154975406797529
2023,11,Central Europe,1693.1602,-4.375191438019658,0.7192057205016613,-2.5918141163147377,0.3284847569957036
2000,12,Caucasus & Middle East,1282.75515,-1.5256898932375544,0.5341164210035886,-1.1929640161209925,0.4056858681162848
2001,12,Caucasus & Middle East,1275.82805,-0.7523721686565512,0.2997816663979696,-0.5914872908517828,0.2282378760579874
2002,12,Caucasus & Middle East,1268.90095,0.3736522375370595,0.310850456310781,0.2953552578227448,0.2381195007360484
2003,12,Caucasus & Middle East,1261.97385,0.3913096299000091,0.3083443211841409,0.311010478682684,0.2361506457964048
2004,12,Caucasus & Middle East,1255.04675,0.6360925487896292,0.3221332080012991,0.5083528310759058,0.2460014374442763
2005,12,Caucasus & Middle East,1248.11965,0.2166234935187321,0.2961202263031932,0.1740821238389793,0.2270945002864954
2006,12,Caucasus & Middle East,1241.19255,-1.0808310207835916,0.2704380588544544,-0.8734207038185797,0.2033518293413582
2007,12,Caucasus & Middle East,1234.26545,-1.5967452192637428,0.3109973504342477,-1.2975732804238778,0.2306652590398946
2008,12,Caucasus & Middle East,1227.33835,-0.5404262217384886,0.2846319554419407,-0.4416486935938358,0.2174437842698564
2009,12,Caucasus & Middle East,1220.41125,-0.4336528707431656,0.2690367155284728,-0.3564026011519403,0.2057907085417107
2010,12,Caucasus & Middle East,1213.48415,-0.8591613718604939,0.2778774221375575,-0.7101424536081338,0.2106831749917226
2011,12,Caucasus & Middle East,1206.55705,-0.7173569958488278,0.2980699256326609,-0.5963377715759539,0.2270806307108563
2012,12,Caucasus & Middle East,1199.62995,-1.8119059633143595,0.3142384285775557,-1.5149321984055495,0.230911402262183
2013,12,Caucasus & Middle East,1192.70285,-0.2524468555698191,0.2793540268735304,-0.2122963611555078,0.2141610117065099
2014,12,Caucasus & Middle East,1185.77575,-1.3141644056080215,0.2920850704691671,-1.111608802839578,0.2184043865861738
2015,12,Caucasus & Middle East,1178.84865,-1.5419156322181675,0.3044411268041288,-1.3119201503199795,0.2260167187025248
2016,12,Caucasus & Middle East,1171.92155,-0.7850001980956869,0.2834659727622445,-0.6718557952539899,0.2154400867179049
2017,12,Caucasus & Middle East,1164.99445,-0.835159306231931,0.3310436165272817,-0.7190354625307749,0.2520180075719367
2018,12,Caucasus & Middle East,1158.06735,-0.7279796066933246,0.3574528230998834,-0.6305074718188524,0.2728881075487028
2019,12,Caucasus & Middle East,1151.14025,-0.9227565189113288,0.3001090948682106,-0.8040142096205283,0.2275697374597438
2020,12,Caucasus & Middle East,1144.21315,-1.5198827979446523,0.3347845918920333,-1.3323183415991893,0.2502115501631488
2021,12,Caucasus & Middle East,1137.28605,-0.4267280863623179,0.3368468015773312,-0.3763451795882921,0.2579815819120272
2022,12,Caucasus & Middle East,1130.35895,-0.9122480213138148,0.4835624946461259,-0.8094711864003545,0.3694376748924867
2023,12,Caucasus & Middle East,1123.43185,-0.7397455813287596,0.4807692861578052,-0.6604508282511381,0.367855205728308
2000,13,Central Asia,49702.3543,2.9975381821101768,13.602258608119822,0.0604912563604096,0.2767044591854465
2001,13,Central Asia,49613.6089,-14.36815509049936,12.801266303535042,-0.2904725049798621,0.2600156281964412
2002,13,Central Asia,49524.8635,-10.731484657993787,12.798345532189735,-0.2173408511454381,0.2601377052145498
2003,13,Central Asia,49436.1181,12.160601523846324,12.850242776470784,0.2467263525522605,0.2611296101843573
2004,13,Central Asia,49347.3727,8.206079680365974,12.529275712212222,0.1667925067944912,0.254756026597588
2005,13,Central Asia,49258.6273,3.2325794931738434,12.859307764986244,0.0658221024443991,0.2615861694868336
2006,13,Central Asia,49169.8819,-25.270664773678984,12.778722011017765,-0.5154924907058607,0.2586934650789088
2007,13,Central Asia,49081.1365,-21.34492309243656,12.567643553393616,-0.436199160630047,0.2547497309987812
2008,13,Central Asia,48992.3911,-31.48646052430057,12.485617654744583,-0.6446144682395528,0.2519772786017513
2009,13,Central Asia,48903.6457,23.07038904132115,12.982794977448638,0.4731714401963555,0.2630744478198715
2010,13,Central Asia,48814.9003,-10.75649385006233,12.954730567358318,-0.2210157219425151,0.2633208769516786
2011,13,Central Asia,48726.1549,4.677905826930605,12.832668637676116,0.0962928797044756,0.2610215269130811
2012,13,Central Asia,48637.4095,-12.448555179098824,12.38624788468882,-0.2567162467555985,0.2516646552314548
2013,13,Central Asia,48548.6641,-9.558388235951202,12.600793882425195,-0.1974750461775573,0.256163241022585
2014,13,Central Asia,48459.9187,-2.956071807406667,12.431821317438994,-0.0611838976842785,0.2528922722986518
2015,13,Central Asia,48371.1733,-19.779397061203014,12.763411416052037,-0.4101391892970858,0.2588752950892952
2016,13,Central Asia,48282.4279,-1.7738837045089502,12.98186721589857,-0.036850287899768,0.264093992338661
2017,13,Central Asia,48193.6825,-11.729947005651477,12.7270330392278,-0.2441241698816651,0.2586408015457544
2018,13,Central Asia,48104.9371,-25.09731281921282,13.502632894589192,-0.523289974599141,0.2735056689341798
2019,13,Central Asia,48016.1917,-20.872552300354226,12.931279821236304,-0.4360062227817344,0.2622128741092664
2020,13,Central Asia,47927.4463,4.568755389673656,12.875546575333429,0.0956133333223047,0.2618959640611981
2021,13,Central Asia,47838.7009,-11.633133913436737,17.499856769876416,-0.2439058358380714,0.3558164017008777
2022,13,Central Asia,47749.9555,-40.61362594960092,18.95295451369369,-0.8531072547271961,0.3833550749370691
2023,13,Central Asia,47661.2101,-40.1200731250466,18.813340791317803,-0.8443091442107833,0.3805524099644328
2000,14,South Asia West,33507.5776,6.851964677244642,9.262411269403446,0.2051053199536034,0.276570688173286
2001,14,South Asia West,33386.7328,-4.64241326904263,7.977766708936824,-0.1394680469090855,0.2382740783384383
2002,14,South Asia West,33265.888,-2.352745468347903,7.767363942734289,-0.0709382819775451,0.2320615647961203
2003,14,South Asia West,33145.0432,-13.091190343162353,7.948071287325642,-0.3961552262943089,0.2366809815458294
2004,14,South Asia West,33024.1984,-11.446097131719313,7.656436904146613,-0.3476401942874471,0.2281336850467191
2005,14,South Asia West,32903.3536,4.807317498760151,7.162216286356067,0.1465438114886275,0.2138858717126563
2006,14,South Asia West,32782.5088,-23.39682475507553,7.153717839152524,-0.715845958512445,0.2108750617770052
2007,14,South Asia West,32661.664,-20.770993357775385,6.947664078299761,-0.6378576988390201,0.2052631736287435
2008,14,South Asia West,32540.8192,-15.082436168591911,7.219169733217031,-0.4648874859141326,0.2145280433070819
2009,14,South Asia West,32419.9744,9.726773430882623,7.774406202181495,0.3009268741294648,0.2318436332203859
2010,14,South Asia West,32299.1296,8.545261399182058,7.461524248546874,0.2653623929899493,0.2225838979918782
2011,14,South Asia West,32178.2848,7.573331993465979,7.420272297090443,0.2360635565799196,0.2214282283926683
2012,14,South Asia West,32057.44,-7.838206686315059,6.961496332973971,-0.2452407947266708,0.2076790404320982
2013,14,South Asia West,31936.5952,-12.28292520262717,7.145590003205553,-0.3857607481338138,0.2127195721543782
2014,14,South Asia West,31815.7504,-0.6933992166120448,6.993684942578593,-0.0218597916091566,0.2089681522803515
2015,14,South Asia West,31694.9056,-0.9024996256509292,7.083757272243927,-0.0285602766226672,0.2116577790781218
2016,14,South Asia West,31574.0608,-10.96446277745992,7.477681157988901,-0.3483066436259154,0.2228311992339319
2017,14,South Asia West,31453.216,-2.3260157023337524,7.304017322445805,-0.074174124088725,0.2182157573670954
2018,14,South Asia West,31332.3712,-3.924469396591872,7.358358141701729,-0.1256297586339628,0.2197889353135883
2019,14,South Asia West,31211.5264,4.378411912846257,8.15168415770309,0.1407040019953926,0.2434837871452853
2020,14,South Asia West,31090.6816,5.577242329699477,8.046897458142928,0.1799260780087948,0.2402962007209694
2021,14,South Asia West,30969.8368,-9.815571924051932,10.792231609503926,-0.3178934170485942,0.32213736997399
2022,14,South Asia West,30848.992,-34.3384991492528,13.96238444044143,-1.1164651546190605,0.4140286390696801
2023,14,South Asia West,30728.1472,-8.254232398376997,13.74011743408555,-0.2694295088250096,0.4103683109101171
2000,15,South Asia East,14907.1245,-2.327916651477616,5.478577160246203,-0.1566312413721902,0.3728669767408168
2001,15,South Asia East,14837.8747,-8.137158352811356,5.297867355594772,-0.5500547381397778,0.3595843599372022
2002,15,South Asia East,14768.6249,-6.998749077267797,5.2984576149315705,-0.4753190327676427,0.3599021000268251
2003,15,South Asia East,14699.3751,-8.198889903697747,5.3297633827095385,-0.5594496724866971,0.3617459092622265
2004,15,South Asia East,14630.1253,-8.98001140526133,5.390556783969636,-0.6156497171469637,0.3656840434382815
2005,15,South Asia East,14560.8755,-5.8649778560322,5.331118780068185,-0.4040021998149696,0.3623635463025686
2006,15,South Asia East,14491.6257,-10.705225792838034,5.330634260539739,-0.740940894378711,0.3610459971910599
2007,15,South Asia East,14422.3759,-5.000839525910631,5.339591824794993,-0.3477850821703412,0.363091047201434
2008,15,South Asia East,14353.1261,-5.511233648377613,5.325547088289289,-0.3851298359091711,0.362048073552001
2009,15,South Asia East,14283.8763,-6.207572947749696,5.2792950995509615,-0.4358937008477362,0.3587635010514385
2010,15,South Asia East,14214.6265,-4.663836245068104,5.284357474628559,-0.3290884818276441,0.3593793285545597
2011,15,South Asia East,14145.3767,0.8262841166758295,5.286064056891564,0.0585894915021745,0.3598349415723019
2012,15,South Asia East,14076.1269,-9.263476118598678,5.270056695685486,-0.6600786022400804,0.3573679890146167
2013,15,South Asia East,14006.8771,-4.762808642776319,5.430590923475173,-0.3410567558249808,0.3693289032395563
2014,15,South Asia East,13937.6273,-7.233284672588605,5.320519997990309,-0.5205369368755304,0.361353753021102
2015,15,South Asia East,13868.3775,-6.492342790490154,5.3590451850896,-0.4695486855450435,0.3641441850391824
2016,15,South Asia East,13799.1277,-3.767927807121404,5.296852272899367,-0.2738771381855682,0.3603521850804552
2017,15,South Asia East,13729.8779,-17.122102144399964,6.222615527630999,-1.2508212482676402,0.4195730174854195
2018,15,South Asia East,13660.6281,-4.530994315133016,5.395884008163018,-0.3326807644907786,0.366997966307237
2019,15,South Asia East,13591.3783,-8.507998145090227,5.343388879407178,-0.6278685467768913,0.3625937138609445
2020,15,South Asia East,13522.1285,-5.707608395472385,5.4117991791636335,-0.4233640246580628,0.3678927006155137
2021,15,South Asia East,13452.8787,-4.153046594747883,7.938420838696924,-0.3096395438710932,0.540218762755367
2022,15,South Asia East,13383.6289,-15.619011518634077,8.923206806807814,-1.1705352609766329,0.6051115944085789
2023,15,South Asia East,13314.3791,-17.589780221019534,8.953095982384424,-1.3250868263213045,0.6065293659463733
2000,16,Low Latitudes,2354.92895,0.3705258618555614,0.5346473022213154,0.157814011419829,0.228933800352463
2001,16,Low Latitudes,2327.07105,-0.3070070498935514,0.5172510572472317,-0.1323255009428327,0.2215202773884822
2002,16,Low Latitudes,2299.21315,-1.2859863528499784,0.5250969807283328,-0.5609988445881208,0.2232863959982013
2003,16,Low Latitudes,2271.35525,-1.5816633780124076,0.4893433831894396,-0.6984476100558282,0.2069046767967312
2004,16,Low Latitudes,2243.49735,-2.4619022051780592,0.4967700282785205,-1.100652129401808,0.2062049127766357
2005,16,Low Latitudes,2215.63945,-2.769504894430206,0.4947088906345829,-1.253741176010918,0.2034866435691645
2006,16,Low Latitudes,2187.78155,-0.6472329547886849,0.453868358783612,-0.2967300351707955,0.1939664213532102
2007,16,Low Latitudes,2159.92365,0.2943631715954311,0.4533688289494152,0.1366941458094977,0.1941449555565516
2008,16,Low Latitudes,2132.06575,1.0742074293211157,0.4546635712035953,0.5053501509354559,0.1934380523884974
2009,16,Low Latitudes,2104.20785,-1.8409386137271275,0.4694606379390745,-0.8775169467553976,0.1972377637248387
2010,16,Low Latitudes,2076.34995,-1.8410246444614369,0.4540162630694458,-0.8893319440077325,0.1904846125109849
2011,16,Low Latitudes,2048.49205,-0.1241596044782535,0.4465345728623108,-0.0607926225979373,0.1913006929043157
2012,16,Low Latitudes,2020.63415,-0.0184015312558621,0.4444848617975117,-0.0091342126241642,0.1904405696905319
2013,16,Low Latitudes,1992.77625,-0.5516197398382917,0.4911311260759708,-0.2776425996516236,0.2100946439094557
2014,16,Low Latitudes,1964.91835,-0.239795478092252,0.4889898652342481,-0.1224056099734584,0.2094463020263459
2015,16,Low Latitudes,1937.06045,-1.6897583338338864,0.500517508508474,-0.8749561029038354,0.2113710409333535
2016,16,Low Latitudes,1909.20255,-2.36942463411635,0.5050237682774874,-1.244788981141562,0.2103411186413965
2017,16,Low Latitudes,1881.34465,-0.6457522446867621,0.5558366147801133,-0.3442725556313132,0.2377478680751023
2018,16,Low Latitudes,1853.48675,-0.1008118792306184,0.6414614071574477,-0.0545540586709532,0.2748277306916271
2019,16,Low Latitudes,1825.62885,-0.900957994194518,0.6712927059312396,-0.4949905350137911,0.2869691962872982
2020,16,Low Latitudes,1797.77095,-0.562694930155122,0.948935574874308,-0.3139377096055741,0.4063957799277559
2021,16,Low Latitudes,1769.91305,0.0949249570660994,1.3349790454063797,0.053793935714863,0.5719724779712119
2022,16,Low Latitudes,1742.05515,0.0057083128047794,1.4142485234769082,0.0032866291704928,0.6059393450220042
2023,16,Low Latitudes,1714.1972500000002,-2.3020962323277,1.9925253299197072,-1.3469997704373884,0.8522782557620759
2000,17,Southern Andes,29402.5139,1.6621530202778638,40.09978572586517,0.0567010864920992,1.3666913821962534
2001,17,Southern Andes,29349.5417,-13.891168790717536,39.98689045112812,-0.4747252218183336,1.3626409786393447
2002,17,Southern Andes,29296.5695,-4.276535598304034,31.99366956425893,-0.1464131767964585,1.0903945998300746
2003,17,Southern Andes,29243.5973,-27.16845138254913,31.62169392415089,-0.9318348118722956,1.0767462436447068
2004,17,Southern Andes,29190.6251,2.950386466804427,33.43610211740283,0.1013772144120057,1.1395693311838286
2005,17,Southern Andes,29137.6529,-49.94872117965508,32.49739236357843,-1.7193910026417452,1.1043114675484875
2006,17,Southern Andes,29084.6807,-25.498355751885686,31.467914845836017,-0.8793316749346434,1.0716194145881497
2007,17,Southern Andes,29031.7085,-34.04845631063346,31.689762903926432,-1.1763313563770008,1.0785014487142162
2008,17,Southern Andes,28978.7363,-24.53194697778392,31.821476455445747,-0.8490972144494688,1.0837441928380966
2009,17,Southern Andes,28925.7641,6.37479807413442,31.30006389621053,0.2210479208802284,1.0667239385800849
2010,17,Southern Andes,28872.7919,-48.57203133766705,31.20220977664176,-1.687338933626059,1.0602179969833798
2011,17,Southern Andes,28819.8197,-60.086977800912216,26.95585631552635,-2.0911921646874583,0.9129944853533032
2012,17,Southern Andes,28766.8475,-26.839376086207103,25.51747696661394,-0.9358041925064672,0.868491687338202
2013,17,Southern Andes,28713.8753,7.61001311639548,25.398830645018155,0.2658266002830811,0.8655543012579553
2014,17,Southern Andes,28660.9031,4.985710861841842,25.789676607401983,0.1744785564989532,0.8789313255613701
2015,17,Southern Andes,28607.9309,-37.60738322194243,26.956754246306343,-1.3185345346493396,0.9165111860790248
2016,17,Southern Andes,28554.9587,-67.135862594548,28.34976142048762,-2.358185032963037,0.959428867336088
2017,17,Southern Andes,28501.9865,-22.636310348294185,25.603237901943995,-0.7965909189926688,0.8717650854945556
2018,17,Southern Andes,28449.0143,-40.53808128665813,25.94977050271366,-1.4292256681480646,0.881726695833653
2019,17,Southern Andes,28396.0421,-28.156311429256267,28.340548702909857,-0.9945412263230456,0.9647195865873284
2020,17,Southern Andes,28343.0699,-27.999018663858664,35.820039400687854,-0.9908336876827328,1.2198978217195289
2021,17,Southern Andes,28290.0977,-24.094368057838505,43.24273954227486,-0.8542518629700595,1.4732414613178697
2022,17,Southern Andes,28237.1255,-41.30439245425599,47.95914134907887,-1.4671705336906609,1.6330432871909653
2023,17,Southern Andes,28184.1533,-50.03848428365572,47.54480191289456,-1.780754273642474,1.61819269968553
2000,18,New Zealand,981.5995,0.0879743435703125,0.5917289805148116,0.0898931394653015,0.5107513858148645
2001,18,New Zealand,973.5817,-0.94077364134553,0.6310131979549193,-0.96920931721463,0.5431591794045684
2002,18,New Zealand,965.5639,-1.020883713895824,0.6429659917476624,-1.060474175388845,0.5532402934275195
2003,18,New Zealand,957.5461,-1.4815955888514936,0.666833418053626,-1.5519396404014374,0.5720309054022729
2004,18,New Zealand,949.5283,-0.534730129084154,0.5203010387611173,-0.5648479845453,0.4485173553901526
2005,18,New Zealand,941.5105,0.1857570750016101,0.467644549311449,0.1978905419226048,0.4035793331168855
2006,18,New Zealand,933.4927,0.8406476913557156,0.5402074032023204,0.9032499375997152,0.4648797474144066
2007,18,New Zealand,925.4749,-0.5992142058732299,0.67534105918383,-0.6494149734867671,0.5823633948807986
2008,18,New Zealand,917.4571,-2.1815863332370538,0.6538954777020072,-2.385017005802053,0.5565174671799532
2009,18,New Zealand,909.4393,-0.1010482490554054,0.5867978499081477,-0.1114448275693885,0.5064902957687418
2010,18,New Zealand,901.4215,-1.489786079497439,0.6848185589572584,-1.6576805480631496,0.5876107819897949
2011,18,New Zealand,893.4037000000001,-1.8505679072267327,0.6501157133600923,-2.077600883201244,0.5554507115523012
2012,18,New Zealand,885.3859,-0.2441112063576637,0.5695291275046163,-0.2765412726681429,0.4914902400830283
2013,18,New Zealand,877.3681,0.0497800113362103,0.5597612749575636,0.0569086119479675,0.4831670063638937
2014,18,New Zealand,869.3503000000001,-0.2056041796257262,0.5558625201204962,-0.2372149042454311,0.479724414282972
2015,18,New Zealand,861.3325,-0.1545894695964328,0.6856278160308884,-0.1800171635192258,0.591778990383012
2016,18,New Zealand,853.3147,-1.3500601973377886,0.6161128462469087,-1.5868970322823306,0.5286114578306013
2017,18,New Zealand,845.2969,-0.5357355420070528,0.7189885870435461,-0.6356909445206018,0.6201819115796665
2018,18,New Zealand,837.2791,-2.020976853697841,0.8250098284441189,-2.421006361894361,0.7067658328912777
2019,18,New Zealand,829.2613,-1.8455830286413584,0.7683584298466601,-2.2322715867184737,0.6584270724927886
2020,18,New Zealand,821.2435,-1.3979458572570234,0.7189742168527151,-1.7073527086663358,0.617660650032283
2021,18,New Zealand,813.2257,-0.0666513400570155,0.9327021431578773,-0.0822058325803627,0.8050797741487655
2022,18,New Zealand,805.2079,-1.8364658742589808,0.9694595669524252,-2.287597836295951,0.8330509638861755
2023,18,New Zealand,797.1901,-1.2971385849938588,0.915939434460759,-1.6320344546730214,0.7886312255365956
2000,19,Antarctic & Subantarctic,127665.25695,-18.995791012237024,55.08026072784176,-0.1492414640992307,0.4157374254838302
2001,19,Antarctic & Subantarctic,127306.51605,-31.12965808605476,53.47723243260334,-0.2452610364264661,0.4035270065256567
2002,19,Antarctic & Subantarctic,126947.77515,-16.125234566354507,54.28703506190431,-0.1274047994519427,0.409766011449231
2003,19,Antarctic & Subantarctic,126589.03425,-29.725715486761946,38.141852438751904,-0.2355272014382316,0.287713020149573
2004,19,Antarctic & Subantarctic,126230.29335,10.490007275767162,37.79291875859271,0.0833521947268958,0.2852701420831864
2005,19,Antarctic & Subantarctic,125871.55245,-0.2061686008879221,40.36237708961583,-0.0016428570536097,0.3046943729820781
2006,19,Antarctic & Subantarctic,125512.81155,-82.18509811946437,39.66497333125076,-0.6567647898839575,0.2978185128188883
2007,19,Antarctic & Subantarctic,125154.07065,-11.470246634669804,38.17883128629401,-0.0919247840495395,0.2881783410682529
2008,19,Antarctic & Subantarctic,124795.32975,-9.881790656837852,38.91017947159705,-0.0794222448259163,0.2937081040695881
2009,19,Antarctic & Subantarctic,124436.58885,-20.936619711003868,38.1472073897723,-0.1687575877864798,0.2878636827253949
2010,19,Antarctic & Subantarctic,124077.84795,54.21030700577958,38.65199727371667,0.4382202640196784,0.2910644458993552
2011,19,Antarctic & Subantarctic,123719.10705,-23.802465555915493,38.415496505553065,-0.1929700948271887,0.2898582392998091
2012,19,Antarctic & Subantarctic,123360.36615,-7.772400110473913,37.8848645988477,-0.063195236170208,0.2859766677595218
2013,19,Antarctic & Subantarctic,123001.62525,-50.85851340701423,38.22463497018672,-0.4147225530352715,0.2879173926747373
2014,19,Antarctic & Subantarctic,122642.88435,20.7809251461336,37.3194935400524,0.1699524242530717,0.2816145322009629
2015,19,Antarctic & Subantarctic,122284.14345,3.1301780762685625,37.44048198949635,0.0256746032501989,0.2826346143761225
