cell_id,mean_p_response,std_p_response,min_p_response,max_p_response,n_elements
25,0.1638385402359008,0.2852550464259987,9.999999994736443e-08,0.9279022384338464,120
26,0.16069050953871467,0.27072575174636204,9.999999994736443e-08,0.996136003676358,120
27,0.17020649964657572,0.2700119566068388,9.999999994736443e-08,0.8809571612970084,120
28,0.13269585305455558,0.2529707777889896,9.999999994736443e-08,0.9825817442060836,120
29,0.16005145339447294,0.2826753261439546,9.999999994736443e-08,0.9280647591415432,120
30,0.16456191582638885,0.2525798865329901,9.999999994736443e-08,0.915384780961246,120
31,0.1753638505215898,0.2509376391312973,9.999999994736443e-08,0.8586883766983184,120
32,0.18304381944205475,0.28662327169043267,9.999999994736443e-08,0.9280647645366832,120
33,0.14400067187990878,0.2770641269971022,9.999999994736443e-08,0.9431622511194868,120
34,0.18710762984267573,0.26815865839614456,9.999999994736443e-08,0.9644764032197024,120
35,0.16803967171851134,0.26590683757398814,9.999999994736443e-08,0.9120702041674186,120
36,0.15237712249518778,0.26484367811439113,9.999999994736443e-08,0.9631607087925992,120
37,0.14795307307748207,0.2605585105527775,9.999999994736443e-08,0.909443036236708,120
38,0.1582819704751149,0.27445168201668757,9.999999994736443e-08,0.9326367277528468,120
39,0.13289475947727566,0.2605573030423682,9.999999994736443e-08,0.9999999776201476,120
40,0.15742128109424852,0.2541152256453849,9.999999994736443e-08,0.8145284670374122,120
41,0.14979313079385198,0.2702835280972743,9.999999994736443e-08,0.8920971656880261,120
42,0.1659033498743864,0.2803848333658119,9.999999994736443e-08,0.9832038241836112,120
43,0.14033118810390255,0.2686531361121564,9.999999994736443e-08,0.9554799014172564,120
44,0.17732783906679853,0.2871641447940945,9.999999994736443e-08,0.905792254272476,120
45,0.1728755324378981,0.26079728057345297,9.999999994736443e-08,0.8294868450093025,120
46,0.157150099288648,0.2833394350736682,9.999999994736443e-08,0.9890359211909316,120
47,0.16507672570913431,0.285657901706246,9.999999994736443e-08,0.8990631215988281,120
48,0.1582567464982496,0.2789826651460509,9.999999994736443e-08,0.8937831577164843,120
49,0.15341401262333276,0.2723543294335876,9.999999994736443e-08,0.9909437608503344,120
50,0.1790581796661572,0.27117792507950206,9.999999994736443e-08,0.9528961082946964,120
51,0.17465104416855437,0.2729937478312063,9.999999994736443e-08,0.9706134071183222,120
52,0.15547870863136978,0.28406199820905426,9.999999994736443e-08,0.9644764067720638,120
53,0.15560624311813445,0.26247890622401726,9.999999994736443e-08,0.9408841743032004,120
54,0.162609750941448,0.26832429848374745,9.999999994736443e-08,0.8911731464644241,120
55,0.15161381291202622,0.2836069994275387,9.999999994736443e-08,0.9692382838867322,120
56,0.18019726310817605,0.26729642551964294,9.999999994736443e-08,0.9999999671875368,120
57,0.17040574852615684,0.2791799939372847,9.999999994736443e-08,0.9999999453742264,120
58,0.1728560425468517,0.28125603763509693,9.999999994736443e-08,0.9419781352883444,120
59,0.172702154624254,0.28682428233936125,9.999999994736443e-08,0.9400539581582984,120
60,0.1759742945993877,0.2742307155095476,9.999999994736443e-08,0.8920971778270882,120
61,0.1563283059670699,0.2824071631591068,9.999999994736443e-08,0.9414723438500516,120
62,0.13791878183378983,0.2596339060164297,9.999999994736443e-08,0.9717824278085448,120
63,0.157014816101337,0.2656531414589483,9.999999994736443e-08,0.9264001873650656,120
64,0.1681796534382037,0.2644562774624625,9.999999994736443e-08,0.8133760684288108,120
65,0.17958284216420525,0.2896762324241939,9.999999994736443e-08,0.8977959089866305,120
66,0.15278774414446417,0.26999626997715076,9.999999994736443e-08,0.97649578385366,120
67,0.15264080687752835,0.25448606139888647,9.999999994736443e-08,0.9228602040933452,120
68,0.17535080407046394,0.2780586112245896,9.999999994736443e-08,0.9774284954564242,120
69,0.15466303888080382,0.26832501478759396,9.999999994736443e-08,0.8947010437911203,120
70,0.152162759333745,0.2679134583534695,9.999999994736443e-08,0.9999999209877553,120
71,0.15157713185842228,0.2579838096540798,9.999999994736443e-08,0.9637363234947932,120
72,0.16178688571032077,0.2825856342116426,9.999999994736443e-08,0.9763176012583784,120
73,0.16198848224806092,0.2651518850065743,9.999999994736443e-08,0.9089569994817988,120
74,0.15462249329142796,0.25603942159033155,9.999999994736443e-08,0.9388050849092346,120
75,0.15300039188735493,0.2589521799786644,9.999999994736443e-08,0.9295332628496789,120
76,0.1599628247056546,0.277181621073846,9.999999994736443e-08,0.9254004767077642,120
77,0.1622699654994931,0.2660977479084284,9.999999994736443e-08,0.9606339838162202,120
78,0.15513437548904266,0.25697936367685625,9.999999994736443e-08,0.8950944591853436,120
79,0.1553480053932003,0.25437627580840844,9.999999994736443e-08,0.8918082600737235,120
80,0.1684822856613362,0.274190893401826,9.999999994736443e-08,0.9791853993283276,120
81,0.1665270003898667,0.23850182502740164,9.999999994736443e-08,0.7919017554641026,120
82,0.15803838096960582,0.2736240201914205,9.999999994736443e-08,0.925400472045289,120
83,0.17337054402347807,0.2772657417704644,9.999999994736443e-08,0.8185600698400078,120
84,0.18241453258718707,0.27557587210751544,9.999999994736443e-08,0.9132923705803762,120
85,0.1700322149953117,0.2567542429292106,9.999999994736443e-08,0.8164809619629816,120
86,0.1579885354679386,0.2810117423855546,9.999999994736443e-08,0.9763429027224786,120
87,0.1737579200129042,0.27893853588925555,9.999999994736443e-08,0.8857695019889253,120
88,0.17566231177715758,0.2698856094966759,9.999999994736443e-08,0.8975818783895212,120
89,0.16812839338411942,0.2787883657773668,9.999999994736443e-08,0.954920093637952,120
90,0.15957504255420302,0.2610404614708521,9.999999994736443e-08,0.9868867947767191,120
91,0.17822474577926337,0.2944241835148217,9.999999994736443e-08,0.9999999588498673,120
92,0.16080402670807475,0.26561777879980036,9.999999994736443e-08,0.930866956031847,120
93,0.15842736181818423,0.25657592423747483,9.999999994736443e-08,0.9790188801400996,120
94,0.16996905342889007,0.2775427583085493,9.999999994736443e-08,0.9305583389920228,120
95,0.1663758265101327,0.28427689245482846,9.999999994736443e-08,0.9724000537019384,120
96,0.16687530825540964,0.26365236512332285,9.999999994736443e-08,0.902457829214626,120
97,0.1560302040406822,0.2523191927202765,9.999999994736443e-08,0.9012346592592372,120
98,0.1615563526254609,0.2625831021377304,9.999999994736443e-08,0.9999999856129536,120
99,0.17545007311391195,0.28075274060755606,9.999999994736443e-08,0.9999999749316872,120
