mw,logp,tpsa,hba,hbd,rotbonds,aromatic_rings,heavy_atoms,fraction_csp3
183.29500000000002,3.0454000000000008,29.1,1,1,10,0,13,0.9090909090909091
197.322,3.435500000000001,29.1,1,1,11,0,14,0.9166666666666666
198.26599999999996,0.9912999999999998,58.2,2,2,9,0,14,0.8
226.31999999999996,1.7714999999999999,58.2,2,2,11,0,16,0.8333333333333334
268.4009999999999,2.9418000000000006,58.2,2,2,14,0,19,0.8666666666666667
282.4279999999999,3.331900000000002,58.2,2,2,15,0,20,0.875
310.48199999999997,4.112100000000003,58.2,2,2,17,0,22,0.8888888888888888
338.5360000000001,4.892300000000004,58.2,2,2,19,0,24,0.9
294.34999999999997,3.9527000000000028,43.370000000000005,3,0,8,2,22,0.2631578947368421
280.323,3.5626000000000024,43.370000000000005,3,0,7,2,21,0.2222222222222222
54.09199999999999,1.4778,0.0,0,0,2,0,4,0.5
54.09199999999999,1.4778,0.0,0,0,2,0,4,0.5
68.119,1.7972000000000001,0.0,0,0,3,0,5,0.6
82.146,2.1873000000000005,0.0,0,0,3,0,6,0.6666666666666666
68.119,1.7972000000000001,0.0,0,0,2,0,5,0.6
144.12599999999998,0.008000000000000007,52.60000000000001,4,0,3,0,10,0.6666666666666666
172.17999999999998,0.7881999999999999,52.60000000000001,4,0,5,0,12,0.75
200.23399999999995,1.5684,52.60000000000001,4,0,7,0,14,0.8
111.09999999999998,0.35857999999999995,50.09,3,0,2,0,8,0.6
125.12699999999998,0.74868,50.09,3,0,3,0,9,0.6666666666666666
153.18099999999998,1.52888,50.09,3,0,5,0,11,0.75
181.23499999999996,2.3090800000000007,50.09,3,0,7,0,13,0.8
209.28899999999993,3.0892800000000014,50.09,3,0,9,0,15,0.8333333333333334
284.35499999999996,3.5629000000000017,38.69,3,1,7,2,21,0.3333333333333333
256.301,2.8278000000000008,38.69,3,1,7,2,19,0.25
400.51900000000006,2.1029999999999993,82.98,6,4,14,2,29,0.4782608695652174
456.62700000000024,3.663400000000002,82.98,6,4,18,2,33,0.5555555555555556
484.6810000000003,4.4436000000000035,82.98,6,4,20,2,35,0.5862068965517241
358.3930000000001,4.764300000000003,52.6,4,0,6,3,27,0.13043478260869565
358.3930000000001,4.764300000000004,52.6,4,0,6,3,27,0.13043478260869565
220.224,2.2123,52.60000000000001,4,0,6,1,16,0.3333333333333333
256.34199999999987,2.987400000000002,52.6,4,0,14,0,18,0.8571428571428571
172.17999999999995,0.6468,52.6,4,0,8,0,12,0.75
220.224,2.2123,52.60000000000001,4,0,6,1,16,0.3333333333333333
228.2879999999999,2.2072000000000003,52.6,4,0,12,0,16,0.8333333333333334
144.12599999999998,-0.13339999999999996,52.6,4,0,6,0,10,0.6666666666666666
114.14399999999999,1.5219,26.3,2,0,5,0,8,0.8333333333333334
274.31600000000003,3.238500000000002,52.60000000000001,4,0,5,1,20,0.5
192.16999999999996,1.4321,52.60000000000001,4,0,4,1,14,0.2
242.22999999999996,2.167,52.6,4,0,5,2,18,0.14285714285714285
192.16999999999996,1.4321,52.60000000000001,4,0,4,1,14,0.2
192.16999999999996,1.4321,52.60000000000001,4,0,4,1,14,0.2
284.39599999999996,3.7676000000000034,52.6,4,0,16,0,20,0.875
200.23399999999995,1.427,52.6,4,0,10,0,14,0.8
86.08999999999999,0.7417,26.3,2,0,2,0,6,0.75
72.06299999999999,-0.06669999999999998,26.3,2,0,3,0,5,0.6666666666666666
72.063,0.35159999999999997,26.3,2,0,1,0,5,0.6666666666666666
158.15299999999996,0.25669999999999993,52.6,4,0,7,0,11,0.7142857142857143
206.19699999999997,1.8222,52.60000000000001,4,0,5,1,15,0.2727272727272727
30.026,-0.02589999999999998,9.23,1,0,1,0,2,1.0
130.187,1.6201999999999999,18.46,2,0,7,0,9,1.0
44.053,0.4349,9.23,1,0,2,0,3,1.0
100.161,1.9952999999999999,9.23,1,0,6,0,7,1.0
88.106,0.44989999999999997,18.46,2,0,4,0,6,1.0
158.241,2.4004000000000003,18.46,2,0,9,0,11,1.0
74.079,0.409,18.46,2,0,4,0,5,1.0
102.133,1.1892,18.46,2,0,6,0,7,1.0
58.08,0.8233999999999999,9.23,1,0,2,0,4,1.0
72.107,1.2150999999999998,9.23,1,0,4,0,5,1.0
58.08,0.825,9.23,1,0,3,0,4,1.0
196.205,1.9353,26.3,2,0,3,2,15,0.0
300.313,3.5740000000000016,43.370000000000005,3,0,5,3,23,0.0
288.302,3.7276000000000016,35.53,3,0,5,3,22,0.0
56.064,0.42,17.07,1,0,2,0,4,0.6666666666666666
70.091,0.6659999999999999,17.07,1,0,2,0,5,0.75
116.11599999999999,-0.17270000000000002,46.53,3,1,4,0,8,0.8
130.143,0.21739999999999998,46.53,3,1,4,0,9,0.8333333333333334
144.17,0.6058999999999999,46.53,3,1,4,0,10,0.8571428571428571
158.15299999999996,0.3980999999999999,52.60000000000001,4,0,4,0,11,0.7142857142857143
214.26099999999994,1.9585000000000001,52.60000000000001,4,0,8,0,15,0.8181818181818182
228.28799999999995,2.3486000000000002,52.60000000000001,4,0,9,0,16,0.8333333333333334
298.423,4.299100000000004,52.60000000000001,4,0,14,0,21,0.8823529411764706
85.106,0.16720000000000013,43.09,1,1,2,0,6,0.75
141.21399999999997,1.5966,29.1,1,1,2,0,10,0.875
142.19799999999998,2.0252,26.3,2,0,5,0,10,0.875
168.23599999999993,2.5578000000000003,26.3,2,0,3,0,12,0.9
226.3599999999999,4.365800000000005,26.3,2,0,11,0,16,0.9285714285714286
254.41399999999987,5.146000000000005,26.3,2,0,13,0,18,0.9375
114.14399999999998,1.2449999999999999,26.3,2,0,3,0,8,0.8333333333333334
170.25199999999995,2.8054000000000014,26.3,2,0,7,0,12,0.9
142.19799999999998,1.8811,26.3,2,0,4,0,10,0.875
128.17099999999996,1.6335,26.3,2,0,3,0,9,0.8571428571428571
100.11699999999998,0.8549,26.3,2,0,2,0,7,0.8
338.5760000000001,7.486600000000008,26.3,2,0,19,0,24,0.9545454545454546
198.30599999999993,3.585600000000003,26.3,2,0,9,0,14,0.9166666666666666
190.24200000000002,2.4678000000000004,26.3,2,0,5,1,14,0.4166666666666667
162.188,2.2875000000000005,26.3,2,0,3,1,12,0.3
128.17099999999996,1.6351,26.3,2,0,4,0,9,0.8571428571428571
142.19799999999998,2.0236,26.3,2,0,4,0,10,0.875
224.34399999999994,3.8300000000000027,26.3,2,0,3,0,16,0.9285714285714286
142.19799999999998,2.0236,26.3,2,0,2,0,10,0.875
134.17799999999997,2.2532000000000005,9.23,1,0,3,1,10,0.3333333333333333
118.17899999999995,2.4187000000000003,0.0,0,0,2,1,9,0.3333333333333333
118.17899999999997,2.553020000000001,0.0,0,0,2,1,9,0.3333333333333333
118.17899999999997,2.553020000000001,0.0,0,0,2,1,9,0.3333333333333333
118.17899999999997,2.553020000000001,0.0,0,0,2,1,9,0.3333333333333333
104.15199999999997,2.2446,0.0,0,0,2,1,8,0.25
160.26,3.5421000000000022,0.0,0,0,2,1,12,0.5
102.13599999999997,1.3812,0.0,0,0,1,1,8,0.0
120.15099999999997,1.32114,9.23,1,0,1,1,9,0.25
244.29299999999998,4.038300000000002,9.23,1,0,3,3,19,0.0
44.053,-0.17830000000000001,20.23,1,1,1,0,3,1.0
120.15099999999997,1.9502,20.23,1,1,2,1,9,0.25
142.19799999999998,1.7610999999999999,18.46,2,0,3,0,10,1.0
100.11699999999999,0.5924,18.46,2,0,1,0,7,1.0
86.08999999999999,0.39249999999999996,26.3,2,0,2,0,6,0.75
148.16099999999997,1.6864000000000001,26.3,2,0,3,1,11,0.2222222222222222
72.063,0.0023999999999999577,26.3,2,0,3,0,5,0.6666666666666666
100.11699999999999,0.7826,26.3,2,0,3,0,7,0.8
70.091,0.8808,17.07,1,0,2,0,5,0.75
132.16199999999998,2.1746999999999996,17.07,1,0,3,1,10,0.2222222222222222
111.14399999999999,0.4518,20.310000000000002,1,0,2,0,8,0.8333333333333334
110.2,3.0382000000000016,0.0,0,0,5,0,8,0.75
156.269,3.206500000000002,9.23,1,0,9,0,11,1.0
96.173,2.6481000000000012,0.0,0,0,4,0,7,0.7142857142857143
82.146,2.258,0.0,0,0,3,0,6,0.6666666666666666
184.32299999999998,3.9867000000000035,9.23,1,0,11,0,13,1.0
68.119,1.8679,0.0,0,0,2,0,5,0.6
128.215,2.775500000000001,9.23,1,0,8,0,9,1.0
200.23399999999995,1.8453,52.60000000000001,4,0,9,0,14,0.8
156.26899999999998,3.062400000000002,9.23,1,0,8,0,11,1.0
114.188,2.0362,9.23,1,0,6,0,8,1.0
128.215,2.4263000000000003,9.23,1,0,7,0,9,1.0
68.119,1.8679,0.0,0,0,2,0,5,0.6
170.25199999999998,2.8054000000000014,26.3,2,0,8,0,12,0.9
114.14399999999999,1.1036000000000001,26.3,2,0,6,0,8,0.8333333333333334
198.30599999999995,3.585600000000003,26.3,2,0,10,0,14,0.9166666666666666
284.39599999999996,4.185900000000003,52.60000000000001,4,0,15,0,20,0.875
128.171,1.7679,26.3,2,0,5,0,9,0.8571428571428571
96.17299999999999,2.5040000000000004,0.0,0,0,3,0,7,0.7142857142857143
184.27899999999994,3.193900000000002,26.3,2,0,8,0,13,0.9090909090909091
214.26099999999994,2.2354000000000003,52.60000000000001,4,0,10,0,15,0.8181818181818182
172.17999999999998,1.0651,52.60000000000001,4,0,7,0,12,0.75
170.25199999999995,2.8038000000000007,26.3,2,0,7,0,12,0.9
112.21599999999998,3.118100000000002,0.0,0,0,5,0,8,1.0
228.28799999999993,2.6255000000000006,52.60000000000001,4,0,11,0,16,0.8333333333333334
100.16099999999999,1.502,9.23,1,0,4,0,7,1.0
142.19799999999998,2.0236,26.3,2,0,5,0,10,0.875
98.18899999999998,2.7280000000000006,0.0,0,0,4,0,7,1.0
218.33999999999995,4.3415000000000035,9.23,1,0,9,1,16,0.6
114.14399999999999,1.1727,26.3,2,0,4,0,8,0.8333333333333334
160.26000000000002,3.587200000000002,0.0,0,0,5,1,12,0.5
170.25199999999995,2.6613000000000007,26.3,2,0,6,0,12,0.9
232.36699999999988,4.983900000000005,9.23,1,0,10,1,17,0.625
110.19999999999999,2.8941000000000017,0.0,0,0,2,0,8,0.75
144.17,0.8714999999999999,35.53,3,0,5,0,10,0.8571428571428571
176.259,3.1712000000000016,9.23,1,0,6,1,13,0.5
132.20600000000002,2.3476,0.0,0,0,3,1,10,0.4
156.22499999999997,2.2712000000000003,26.3,2,0,3,0,11,0.8888888888888888
197.32199999999997,3.0172000000000017,29.1,2,1,12,0,14,0.9166666666666666
138.254,3.652300000000003,0.0,0,0,4,0,10,1.0
282.42799999999994,2.9136000000000006,58.199999999999996,3,2,16,0,20,0.875
183.295,2.6271000000000013,29.1,2,1,11,0,13,0.9090909090909091
150.17699999999996,1.8825,18.46,2,0,5,1,11,0.3333333333333333
169.268,2.237,29.1,2,1,10,0,12,0.9
170.25199999999998,2.6613000000000007,26.3,2,0,4,0,12,0.9
92.097,0.7043,9.23,1,0,1,1,7,0.0
338.5360000000002,4.474000000000004,58.199999999999996,3,2,20,0,24,0.9
127.187,1.2081,29.1,1,1,5,0,9,0.8571428571428571
176.259,3.4235000000000024,9.23,1,0,6,1,13,0.5
155.241,1.8469,29.1,2,1,9,0,11,0.8888888888888888
141.214,1.4568,29.1,2,1,8,0,10,0.875
118.17899999999999,2.09362,0.0,0,0,2,1,9,0.3333333333333333
98.14499999999998,1.5169,17.07,1,0,3,0,7,0.8333333333333334
190.286,3.669500000000003,9.23,1,0,6,1,14,0.5384615384615384
127.187,1.0667,29.1,2,1,7,0,9,0.8571428571428571
226.31999999999994,1.3531999999999995,58.199999999999996,3,2,12,0,16,0.8333333333333334
110.2,2.8721000000000014,0.0,0,0,3,0,8,1.0
118.17899999999995,2.5345000000000004,0.0,0,0,3,1,9,0.3333333333333333
104.15199999999999,1.7852000000000001,0.0,0,0,2,1,8,0.25
242.22999999999996,2.585300000000001,52.60000000000001,4,0,4,2,18,0.14285714285714285
162.232,3.033400000000001,9.23,1,0,5,1,12,0.45454545454545453
242.22999999999996,2.585300000000001,52.60000000000001,4,0,4,2,18,0.14285714285714285
84.11799999999998,1.1268,17.07,1,0,3,0,6,0.8
124.227,3.2622000000000018,0.0,0,0,3,0,9,1.0
96.173,2.482,0.0,0,0,2,0,7,1.0
148.205,2.391000000000001,9.23,1,0,4,1,11,0.4
164.15999999999997,1.6541,35.53,3,0,4,1,12,0.2222222222222222
92.097,0.7042999999999999,9.23,1,0,1,1,7,0.0
160.26,3.7581000000000024,0.0,0,0,4,1,12,0.5
148.205,2.643300000000001,9.23,1,0,4,1,11,0.4
174.287,3.850520000000003,0.0,0,0,2,1,13,0.5384615384615384
146.233,3.368000000000002,0.0,0,0,3,1,11,0.45454545454545453
134.178,2.2532000000000005,9.23,1,0,3,1,10,0.3333333333333333
148.20499999999998,2.5616200000000005,9.23,1,0,3,1,11,0.4
129.162,1.65688,23.79,1,0,2,1,10,0.2222222222222222
246.30999999999992,1.493,58.199999999999996,3,2,9,1,18,0.42857142857142855
274.3160000000001,2.8202000000000016,52.6,4,0,6,1,20,0.5
132.206,2.4020400000000004,0.0,0,0,2,1,10,0.4
284.35499999999996,2.4077,38.69,3,1,7,2,21,0.3333333333333333
132.206,2.8070000000000013,0.0,0,0,3,1,10,0.4
132.206,2.861440000000001,0.0,0,0,2,1,10,0.4
105.13999999999999,1.6396,12.89,1,0,2,1,8,0.2857142857142857
132.206,2.861440000000001,0.0,0,0,2,1,10,0.4
370.40500000000003,1.8293,96.88999999999999,5,3,11,2,27,0.3
132.206,2.8614400000000018,0.0,0,0,2,1,10,0.4
162.188,2.0312,26.3,2,0,3,1,12,0.3
302.41799999999995,3.0534000000000017,58.199999999999996,3,2,13,1,22,0.5555555555555556
296.366,4.173740000000003,35.53,3,0,4,2,22,0.3157894736842105
132.20599999999996,2.727120000000001,0.0,0,0,2,1,10,0.4
268.31199999999995,3.7729000000000026,35.53,3,0,5,2,20,0.23529411764705882
134.178,1.7368999999999999,20.23,1,1,3,1,10,0.3333333333333333
574.5890000000005,5.7415000000000065,102.44999999999999,7,0,12,4,43,0.17647058823529413
246.31,1.7202,58.199999999999996,3,2,9,1,18,0.42857142857142855
240.258,2.992700000000001,35.53,3,0,3,2,18,0.13333333333333333
268.31199999999995,3.5569000000000024,35.53,3,0,4,2,20,0.23529411764705882
282.33899999999994,3.9470000000000027,35.53,3,0,5,2,21,0.2777777777777778
240.214,2.4384000000000006,52.6,4,0,4,2,18,0.0
180.25,3.9116000000000026,0.0,0,0,3,2,14,0.14285714285714285
134.178,1.7368999999999999,20.23,1,1,3,1,10,0.3333333333333333
105.13999999999999,1.6396,12.89,1,0,2,1,8,0.2857142857142857
132.206,2.8614400000000018,0.0,0,0,2,1,10,0.4
226.23100000000002,2.4317,35.53,3,0,3,2,17,0.07142857142857142
120.10699999999999,1.2192,26.3,2,0,2,1,9,0.0
310.393,4.727200000000004,35.53,3,0,7,2,23,0.35
268.312,3.6288000000000027,35.53,3,0,4,2,20,0.23529411764705882
193.24899999999997,3.8100000000000023,4.93,0,0,2,3,15,0.14285714285714285
254.28500000000003,3.9037000000000024,35.53,3,0,4,2,19,0.1875
154.212,3.397800000000002,0.0,0,0,2,2,12,0.16666666666666666
154.212,3.397800000000002,0.0,0,0,2,2,12,0.16666666666666666
134.178,1.7368999999999999,20.23,1,1,3,1,10,0.3333333333333333
280.3229999999999,3.7010000000000023,35.53,3,0,3,2,21,0.2777777777777778
386.4470000000001,4.644240000000004,52.60000000000001,4,0,5,3,29,0.2
294.34999999999997,4.0911000000000035,35.53,3,0,3,2,22,0.3157894736842105
316.35600000000005,4.1952000000000025,35.53,3,0,4,3,24,0.09523809523809523
310.39300000000003,4.4004800000000035,35.53,3,0,3,2,23,0.35
358.39300000000003,4.027400000000003,52.60000000000001,4,0,5,3,27,0.13043478260869565
474.4280000000002,2.700799999999999,96.6,6,0,5,6,36,0.0
566.5250000000003,5.890100000000006,102.44999999999999,7,0,7,5,43,0.0
306.361,3.9470000000000027,35.53,3,0,3,2,23,0.35
578.5360000000003,5.3288000000000055,110.28999999999999,7,0,7,5,44,0.0
498.45000000000033,3.1841000000000017,108.9,6,0,5,4,38,0.0
346.4260000000001,4.583100000000004,35.53,3,0,3,2,26,0.43478260869565216
550.5260000000003,5.7648000000000055,93.22,6,0,6,5,42,0.0
590.6820000000002,9.717799999999995,44.24,4,0,7,8,46,0.0
498.58500000000015,7.925500000000006,35.010000000000005,3,0,5,7,39,0.0
438.4940000000001,4.198200000000003,61.42,4,0,5,6,34,0.0
238.246,2.504600000000001,58.199999999999996,3,2,4,2,18,0.0
650.7810000000002,11.259499999999985,35.010000000000005,3,0,7,9,51,0.0
354.36500000000007,2.4467000000000008,66.48,3,1,4,3,27,0.045454545454545456
498.5850000000002,7.925500000000006,35.010000000000005,3,0,5,7,39,0.0
742.8780000000002,13.051799999999975,44.24,4,0,9,10,58,0.0
484.5620000000001,6.5902000000000065,51.56,4,0,4,7,38,0.0
348.36500000000007,3.3815000000000017,60.790000000000006,5,0,3,5,27,0.0
574.6830000000002,9.592499999999996,35.010000000000005,3,0,6,8,45,0.0
360.3760000000001,2.8202000000000007,68.63,5,0,3,5,28,0.0
590.6820000000001,9.717799999999995,44.24,4,0,7,8,46,0.0
238.246,2.504600000000001,58.199999999999996,3,2,4,2,18,0.0
486.5610000000003,3.5706000000000024,111.52,8,2,16,2,35,0.48148148148148145
500.5410000000005,1.227299999999999,158.19,11,2,18,0,35,0.8333333333333334
542.6690000000006,5.131000000000006,111.52,8,2,20,2,39,0.5483870967741935
