feature,composite,spearman,var_explained,mi
Int_Med_cycD1_cyto,0.20237079996353388,0.2637996755978201,0.1834334195997911,0.1304821286708778
Int_Med_cycE_cyto,0.2280422213673041,0.2299532038817525,0.15678351875881547,0.28729301790397294
Int_Med_p14ARF_cyto,0.24753398090509293,0.04417743017900894,0.4816320887811839,0.17919082090722155
Int_Med_p16_cyto,0.40113329316979707,0.20462091558572593,0.6537158273704313,0.1850852460341338
Int_Med_p21_cyto,0.3665555727366931,0.27248023874091565,0.47864213821931423,0.2172144237682656
Int_Med_p27_cyto,0.3181040097696738,0.23232939721902787,0.3333561834274662,0.3191445188783685
Int_Med_p38_cyto,0.5306085633326301,0.39106588114582547,0.7122984032961767,0.23165777895373932
Int_Med_p53_cyto,0.6062421067247267,0.6281249661720752,0.5224300273464738,0.37294299263703207
Int_Med_pAKT_cyto,0.2131639217570007,0.24370427455674423,0.2481011150916138,0.10593284636569048
Int_Med_pCHK1_cyto,0.3526971067225137,0.2630902692144471,0.47787138735747847,0.190481982296258
Int_Med_pERK_cyto,0.2061524577453323,0.2113523611397956,0.24096340558749862,0.1393179166479091
Int_Med_pGSK3b_cyto,0.23979655913668865,0.11403048537644483,0.4458238942957997,0.1064578605089169
Int_Med_pH2AX_cyto,0.3483260306496575,0.07890024939977815,0.6053031619927098,0.266599565145243
Int_Med_pRB_cyto,0.1966134930595751,0.2972046227072716,0.10602172028606616,0.16799047267493905
Int_Med_pRSK_cyto,0.23476010870298372,0.262285580607513,0.25076637115823097,0.14023208153595781
Int_Med_pS6_cyto,0.2530713400843086,0.15794565659885595,0.3759331499882821,0.1755776049174949
Int_Med_pSTAT3_cyto,0.16998647571915154,0.14368870564847303,0.22660472531435105,0.14524005834732
Int_Med_pp21_cyto,0.3785438615010767,0.34653192062908256,0.43400888419872496,0.20809132742647027
Int_Med_pp27_cyto,0.5653028651960956,0.6009553864056754,0.46776218838893047,0.3612592133462524
Int_Med_pp38_cyto,0.2990008617382378,0.030059053312940204,0.5431072123771202,0.2700113649497116
Int_Med_pp53_cyto,0.3707432254838049,0.2089422236607945,0.5032460023476945,0.28535106108590125
Int_Med_pp65_cyto,0.24526094304729512,0.11549559423043622,0.2827704679492131,0.3323452789847037
Int_Med_PCNA_cyto,0.27752166683783375,0.19969800280923825,0.4063753903878261,0.15014931401372497
Int_Med_AKT_nuc,0.2854636460671558,0.3043602300554519,0.26597857718451035,0.21126742950668587
Int_Med_BP1_nuc,0.14686794261269803,0.07866618536512755,0.25591209851189434,0.12910336901081512
Int_Med_Bcl2_nuc,0.16371505566449965,0.13852667038815464,0.23032635128943557,0.12911527041763515
Int_Med_CDK2_nuc,0.17991132544728122,0.04134710173918762,0.3750153211323556,0.1229872658643762
Int_Med_CDK4_nuc,0.11104147005824772,0.11110742513159165,0.1125166940280109,0.1653482834239733
Int_Med_CDK6_nuc,0.10373434922471485,0.08877750161446296,0.16523065345676724,0.10624832782017668
Int_Med_Cdh1_nuc,0.1420624974306932,0.07425568299001105,0.23040989195964023,0.15421780173994892
Int_Med_Cdt1_nuc,0.12270647229703999,0.13098703886219398,0.15767026891859692,0.11347366355325025
Int_Med_E2F1_nuc,0.2611345053067494,0.31740719682436297,0.20902072476734612,0.19577660151914805
Int_Med_ERK_nuc,0.16379396326621018,0.18824809681672222,0.18810827089215432,0.1154918128003036
Int_Med_Fra1_nuc,0.149528132680941,0.2536550995692786,0.09286432308880144,0.10695197767390863
Int_Med_GSK3b_nuc,0.17515391350552642,0.17673489353538438,0.21440551760900028,0.13060366898196923
Int_Med_RB_nuc,0.1719364744377113,0.12895484641235963,0.2647073346561326,0.12182127725216178
Int_Med_RSK1_nuc,0.07599831451828253,0.046966677717153016,0.12171092810490536,0.1390974518979827
Int_Med_S6_nuc,0.29771629942736116,0.2531202412140827,0.39070229378989885,0.15601199776175828
Int_Med_STAT3_nuc,0.09666726485046463,0.028826402402290546,0.18833479271872366,0.13831542623367268
Int_Med_Skp2_nuc,0.17758160047738653,0.07606484011833871,0.35277877277175673,0.09705944801054853
Int_Med_YAP_nuc,0.12179844842278363,0.07434516837478411,0.22605735718570052,0.10022280057688333
Int_Med_bCat_nuc,0.36605616122036,0.4570089533176154,0.300277790885235,0.19249968095645778
Int_Med_cFos_nuc,0.2986213616598045,0.01822628373572443,0.6064855209237286,0.202899052817947
Int_Med_cJun_nuc,0.15495031277447383,0.17669693860532376,0.1693606212907588,0.1298351395427354
Int_Med_cMyc_nuc,0.1842257757532994,0.24290506897482433,0.18820216456459193,0.09985841860023788
Int_Med_cycA_nuc,0.32971356697415727,0.1777849653103221,0.5699763346355562,0.12117604321255084
Int_Med_cycB1_nuc,0.2894478054841681,0.2241374249573602,0.41581374772396773,0.139146398987446
Int_Med_cycD1_nuc,0.12300503812510145,0.2045982378172335,0.08348491313106732,0.10901801490360472
Int_Med_cycE_nuc,0.15612985007581193,0.23052694409962063,0.12102537969591065,0.12171536895749901
Int_Med_p14ARF_nuc,0.29968638676345666,0.06619032233526904,0.5744465781228867,0.18137486154301843
Int_Med_p16_nuc,0.15998537968076404,0.18279606218783948,0.18703407420381268,0.11323384454549218
Int_Med_p21_nuc,0.09340926716298954,0.1381276788169086,0.0915844550027225,0.10341111642992831
Int_Med_p27_nuc,0.1718618318829491,0.19063500532115252,0.2179508132885688,0.09711781618262416
Int_Med_p38_nuc,0.23062623667067408,0.2508172966986557,0.24473951755678758,0.15176760032705644
Int_Med_p53_nuc,0.07579715192537767,0.040852445603233076,0.138307590455514,0.12539129959742157
Int_Med_pAKT_nuc,0.19353430187139084,0.1872808331234633,0.2826019158072621,0.08141391123954048
Int_Med_pCHK1_nuc,0.14935830446832404,0.17572273247910766,0.171853899898619,0.11151499161532952
Int_Med_pERK_nuc,0.16168559042424646,0.1829793722193431,0.20312963628087743,0.09706154540785561
Int_Med_pGSK3b_nuc,0.05861039039738883,0.0012064906077353286,0.17536869737852367,0.0815367596906782
Int_Med_pH2AX_nuc,0.16282019444719376,0.0928344973253401,0.3055495480286038,0.09188923664287257
Int_Med_pRB_nuc,0.09557753634388892,0.03341867360119746,0.21433056002719775,0.09499112238385854
Int_Med_pRSK_nuc,0.14581922215298226,0.19902650204726705,0.14258556847912263,0.10694428556854979
Int_Med_pS6_nuc,0.11662053003248955,0.14543438444205065,0.13321396815454345,0.10740777389318415
Int_Med_pSTAT3_nuc,0.08213307320848127,0.10087067466883635,0.0952099661074356,0.11706173102717271
Int_Med_pp21_nuc,0.13314748516117564,0.16329575116252404,0.14372836504921438,0.11761214091416936
Int_Med_pp27_nuc,0.2946370061220964,0.5160424082787491,0.050378765290048144,0.22582450929603262
Int_Med_pp38_nuc,0.176171955085956,0.07366046879572485,0.3184306237617095,0.1408707283989396
Int_Med_pp53_nuc,0.21025130215828208,0.1554899803800661,0.3188620421906804,0.1273391747105575
Int_Med_pp65_nuc,0.2228470054156108,0.17413738182882313,0.31542298940032054,0.1430391835827292
Int_Std_PCNA_nuc,0.03305706342260305,0.005861458056201385,0.12016408808954537,0.07176875320066922
Int_Med_AKT_ring,0.5243896885337253,0.42088295374109314,0.6373988020577432,0.26950431318252654
Int_Med_BP1_ring,0.2608816716153195,0.14800169459874854,0.40719398940496354,0.1716443773109393
Int_Med_Bcl2_ring,0.45049659578123064,0.2803493616218359,0.6903774166846932,0.17780730098427336
Int_Med_CDK2_ring,0.32770701636987715,0.2098816659776342,0.4710437799634275,0.1994729942688469
Int_Med_CDK4_ring,0.7547545752266083,0.5223594193825846,0.7931711037825129,0.6035826331326233
Int_Med_CDK6_ring,0.2622028340085189,0.20829751066025873,0.36549096562899674,0.14638804309188636
Int_Med_Cdh1_ring,0.7478388588012541,0.5229950464747434,0.7575977878658896,0.6286104344390717
Int_Med_Cdt1_ring,0.4084133511516945,0.11324878703293635,0.6506990628735854,0.33665848309691526
Int_Med_DNA_ring,0.48472300549622427,0.5150920168608369,0.49728095234992764,0.20485230953863
Int_Med_E2F1_ring,0.6514156784668794,0.5812426699616499,0.48603231785553436,0.6177224136493041
Int_Med_ERK_ring,0.7385857924354025,0.6883341735457296,0.7169678399397067,0.42573723265924834
Int_Med_Fra1_ring,0.5069114164583653,0.484592419895098,0.5330254641771576,0.2657356879462408
Int_Med_GSK3b_ring,0.2573394674461764,0.103129265270566,0.4586826345761136,0.1563478285688151
Int_Med_RB_ring,0.2121340937714874,0.14838985125163995,0.3289911482736404,0.1295206551368579
Int_Med_RSK1_ring,0.17157732922153743,0.03025771398638486,0.3079939082213622,0.20091313534376565
Int_Med_S6_ring,0.5582449500724221,0.4347822768824185,0.6843848832180288,0.28869794001697224
Int_Med_STAT3_ring,0.25093949865199927,0.13542976350862548,0.4127900106718878,0.1525408979171894
Int_Med_Skp2_ring,0.9882577239957739,0.8423829015864679,0.8416664646034918,0.7842559197797934
Int_Med_YAP_ring,0.3371488303810673,0.18176174106145046,0.5584430693223905,0.152507497123341
Int_Med_bCat_ring,0.6698963206712258,0.6708314894853495,0.5176269763386645,0.5071548640755648
Int_Med_cFos_ring,0.34626642130569785,0.25662538625315057,0.4399168687895332,0.22984080933357423
Int_Med_cJun_ring,0.30343952125112017,0.19598036843298663,0.49977019874026596,0.11007117372328519
Int_Med_cMyc_ring,0.44503843298959955,0.2654976158422561,0.5651433126071195,0.3450177918370476
Int_Med_cycA_ring,0.5414877328859322,0.4620441426410974,0.597267756950339,0.31499318889532213
Int_Med_cycB1_ring,0.4109212384779715,0.24337957457763507,0.657859991117429,0.15489230404976193
Int_Med_cycD1_ring,0.20237079996353388,0.2637996755978201,0.1834334195997911,0.1304821286708778
Int_Med_cycE_ring,0.2280422213673041,0.2299532038817525,0.15678351875881547,0.28729301790397294
Int_Med_p14ARF_ring,0.24753398090509293,0.04417743017900894,0.4816320887811839,0.17919082090722155
Int_Med_p16_ring,0.40113329316979707,0.20462091558572593,0.6537158273704313,0.1850852460341338
Int_Med_p21_ring,0.3665555727366931,0.27248023874091565,0.47864213821931423,0.2172144237682656
Int_Med_p27_ring,0.3181040097696738,0.23232939721902787,0.3333561834274662,0.3191445188783685
Int_Med_p38_ring,0.5306085633326301,0.39106588114582547,0.7122984032961767,0.23165777895373932
Int_Med_p53_ring,0.6062421067247267,0.6281249661720752,0.5224300273464738,0.37294299263703207
Int_Med_pAKT_ring,0.2131639217570007,0.24370427455674423,0.2481011150916138,0.10593284636569048
Int_Med_pCHK1_ring,0.3526971067225137,0.2630902692144471,0.47787138735747847,0.190481982296258
Int_Med_pERK_ring,0.2061524577453323,0.2113523611397956,0.24096340558749862,0.1393179166479091
Int_Med_pGSK3b_ring,0.23979655913668865,0.11403048537644483,0.4458238942957997,0.1064578605089169
Int_Med_pH2AX_ring,0.3483260306496575,0.07890024939977815,0.6053031619927098,0.266599565145243
Int_Med_pRB_ring,0.1966134930595751,0.2972046227072716,0.10602172028606616,0.16799047267493905
Int_Med_pRSK_ring,0.23476010870298372,0.262285580607513,0.25076637115823097,0.14023208153595781
Int_Med_pS6_ring,0.2530713400843086,0.15794565659885595,0.3759331499882821,0.1755776049174949
Int_Med_pSTAT3_ring,0.16998647571915154,0.14368870564847303,0.22660472531435105,0.14524005834732
Int_Med_pp21_ring,0.3785438615010767,0.34653192062908256,0.43400888419872496,0.20809132742647027
Int_Med_pp27_ring,0.5653028651960956,0.6009553864056754,0.46776218838893047,0.3612592133462524
Int_Med_pp38_ring,0.2990008617382378,0.030059053312940204,0.5431072123771202,0.2700113649497116
Int_Med_pp53_ring,0.3707432254838049,0.2089422236607945,0.5032460023476945,0.28535106108590125
Int_Med_pp65_ring,0.24526094304729512,0.11549559423043622,0.2827704679492131,0.3323452789847037
Int_Med_PCNA_ring,0.27752166683783375,0.19969800280923825,0.4063753903878261,0.15014931401372497
Int_Intg_DNA_nuc,0.4146317116184591,0.2959620392620708,0.5672446015323229,0.21086712755532883
AreaShape_Area_nuc,0.1753405075601931,0.09663285404074468,0.30289075251639797,0.12687399080820816
