frame,atom,true_charge,latent_charge,electrostatic_potential,inv_distance_sum
0,116,-1.0,1.0,1.7331955959847907,18.41738885903317
0,117,-1.0,-1.0,-0.060338468089324915,18.094574205043493
0,118,-1.0,1.0,0.2283379849768956,11.66763058775522
0,119,-1.0,1.0,0.5695023782609574,15.818015844170677
0,120,-1.0,-1.0,-0.48228014018156873,11.262744091634206
0,121,-1.0,1.0,0.39919061152077817,13.888874467966144
0,122,-1.0,1.0,0.6536150172771549,13.377353515715921
0,123,-1.0,1.0,0.5499750053247945,15.67592469367095
0,124,-1.0,-1.0,-0.0883824370551767,17.048752273524915
0,125,-1.0,1.0,0.5904771278842961,16.49472740872736
0,126,-1.0,1.0,0.35197432732951794,14.356477361111033
0,127,-1.0,1.0,0.9847664563566848,17.239906638131252
1,0,1.0,-1.0,-0.7561687273754258,14.99739972774681
1,1,1.0,-1.0,-0.43555959084863094,13.209362084723722
1,2,1.0,1.0,0.07511807687163637,15.341221760319053
1,3,1.0,-1.0,-1.4513232592401828,18.504554772362187
1,4,1.0,-1.0,-0.49433893271183554,13.634515096929157
1,5,1.0,-1.0,-1.2712638809425545,18.690069371692328
1,6,1.0,1.0,1.042051440009289,13.69224400786906
1,7,1.0,-1.0,-1.5136935220855197,14.22077311291115
1,8,1.0,1.0,0.44007215426998286,12.374135877053249
1,9,1.0,1.0,0.7623702563031807,11.689212901565007
1,10,1.0,1.0,0.1553787197209652,12.70207294755722
1,11,1.0,-1.0,-0.6133458397057672,18.842644500430463
1,12,1.0,1.0,0.3182331325242538,13.875405629331498
1,13,1.0,-1.0,-1.7008590318166668,14.359086668245688
1,14,1.0,-1.0,-0.5393257447756514,15.750340099049499
1,15,1.0,-1.0,-0.3350733531938055,17.112812501170783
1,16,1.0,-1.0,-0.7564800015652718,15.023641127853889
1,17,1.0,-1.0,-0.30309420591202396,14.247964049013444
1,18,1.0,-1.0,-0.02082150696709055,16.177204372317668
1,19,1.0,1.0,0.5860781447996777,14.866719272006257
1,20,1.0,-1.0,-1.5581521879524112,15.098742048818364
1,21,1.0,-1.0,-0.12286293557765972,15.85456262116558
1,22,1.0,1.0,0.15309409603180474,16.766482272759422
1,23,1.0,1.0,0.41864389639013494,16.032254169513486
1,24,1.0,-1.0,-2.028594410899929,15.458704178214791
1,25,1.0,-1.0,-0.6487329088559255,18.27914879168429
1,26,1.0,1.0,0.38037500718603234,17.378199906751398
1,27,1.0,-1.0,-2.129801491858776,15.772852199172421
1,28,1.0,1.0,0.9587909532713782,15.318703015729163
1,29,1.0,-1.0,-0.668129997940444,16.73324900890948
1,30,1.0,1.0,0.3596496049503629,12.380564889410858
1,31,1.0,-1.0,-0.8390445496177494,18.10008329823238
1,32,1.0,-1.0,-1.507284023447697,13.679379793163363
1,33,1.0,-1.0,-0.26418587483219347,11.933219516221836
1,34,1.0,1.0,0.0018898189009784183,14.031818408640481
1,35,1.0,1.0,0.32701030359693134,14.607226114211311
1,36,1.0,1.0,0.09442892891986612,14.49106530997059
1,37,1.0,1.0,0.3883466913181402,13.164291827681152
1,38,1.0,1.0,0.04322966016185445,10.62787852726883
1,39,1.0,1.0,0.03496379347746709,17.544986932895753
1,40,1.0,-1.0,-0.9041838758706134,14.321286701223679
1,41,1.0,-1.0,-0.07189462932027593,13.048038120048144
1,42,1.0,-1.0,-1.9048188262142516,16.663134552933524
1,43,1.0,1.0,0.006436644409271469,12.637469879766115
1,44,1.0,1.0,0.2051913596225704,12.597351631146557
1,45,1.0,1.0,0.08197889283876145,13.913447816391056
1,46,1.0,1.0,0.7971151635738043,14.161095789013018
1,47,1.0,1.0,0.7360223743081022,14.953794241050174
1,48,1.0,-1.0,-1.2145534188752851,15.320688487633994
1,49,1.0,1.0,0.7543870685886663,12.172726922890506
1,50,1.0,-1.0,-0.459328511594493,18.118676683950568
1,51,1.0,-1.0,-0.9593852869623745,14.453349793009938
1,52,1.0,-1.0,-2.232654940495187,18.70712139514751
1,53,1.0,1.0,0.29297775103338514,13.63975000655918
1,54,1.0,-1.0,-0.8990745961035678,15.721235905514252
1,55,1.0,-1.0,-0.07607669499146777,17.107947867163304
1,56,1.0,-1.0,-0.5734286101177184,12.104713868549116
1,57,1.0,-1.0,-0.6542556515279195,11.237932901796015
1,58,1.0,-1.0,-1.7736645561384086,13.681439651892807
1,59,1.0,-1.0,-1.5833192372458662,16.828010265796298
1,60,1.0,-1.0,-0.7342801433159618,18.193863941741373
1,61,1.0,-1.0,-0.3263227881693439,15.629638600496206
1,62,1.0,1.0,0.8397979838322597,13.7730096517511
1,63,1.0,1.0,0.23864909335020387,12.00494558418635
1,64,-1.0,1.0,1.369534374557618,12.919076112856105
1,65,-1.0,-1.0,-1.1919643034230558,14.062880775272605
1,66,-1.0,-1.0,-0.2101073127680128,14.596542396052495
1,67,-1.0,1.0,0.8615654922617293,18.320098277733752
1,68,-1.0,1.0,0.36811721167106004,14.94199574788008
1,69,-1.0,-1.0,-0.7500561425652075,17.4375257533343
1,70,-1.0,1.0,1.2413768692056173,16.994746150741875
1,71,-1.0,-1.0,-0.15832011179048555,10.082444046272455
1,72,-1.0,1.0,0.09827609795677741,15.940932512353317
1,73,-1.0,-1.0,-1.3405188728379096,17.622772520346285
1,74,-1.0,1.0,0.3515530397181539,17.005234220852415
1,75,-1.0,-1.0,-1.4902542557310816,16.664747005765438
1,76,-1.0,-1.0,-0.3359780217476801,15.880237609511639
1,77,-1.0,1.0,0.31187131292280795,17.493448171134844
1,78,-1.0,1.0,0.23734770002723565,17.418784936422814
1,79,-1.0,-1.0,-0.8440114686684872,13.927781381332721
1,80,-1.0,-1.0,-1.368641732189293,16.016841526764626
1,81,-1.0,-1.0,-0.5420198804634699,18.95866698668326
1,82,-1.0,-1.0,-0.761751304513625,18.024600804517124
1,83,-1.0,1.0,0.5174124027931131,12.78223411140578
1,84,-1.0,-1.0,-1.1917185911184989,15.930803958631193
1,85,-1.0,1.0,0.14344021026115253,15.955424505406004
1,86,-1.0,1.0,0.5430817013363459,16.182875439094744
1,87,-1.0,-1.0,-0.3607498227190415,13.651451919697601
1,88,-1.0,1.0,1.2136563772142293,13.72618663304801
1,89,-1.0,1.0,0.5426675553370849,17.873473084862315
1,90,-1.0,1.0,0.3883579684058622,13.685418188594586
1,91,-1.0,1.0,0.43737084648482916,16.226905516527587
1,92,-1.0,-1.0,-0.8556719491614739,18.892232987384357
1,93,-1.0,1.0,0.14143808352008228,15.629034988224793
1,94,-1.0,1.0,0.7773955924205698,15.27066811143283
1,95,-1.0,-1.0,-0.7771069973581783,14.627632856802185
1,96,-1.0,-1.0,-1.2475246464120953,18.985796871112356
1,97,-1.0,-1.0,-0.14002337421873268,12.607983393545464
1,98,-1.0,-1.0,-0.7945472084449795,14.145673423821224
1,99,-1.0,1.0,0.8247525755791897,12.854498192187544
1,100,-1.0,-1.0,-0.4012585952469516,15.068103474015937
1,101,-1.0,-1.0,-0.22735041725682814,12.837543198813362
1,102,-1.0,1.0,0.30883207255946155,13.771096514436794
1,103,-1.0,-1.0,-0.3341054133102161,16.912126169531245
1,104,-1.0,-1.0,-0.025251650928689973,16.006841025063846
1,105,-1.0,1.0,1.2659656545909246,15.268686232369138
1,106,-1.0,1.0,0.7380040110880477,17.092771464012834
1,107,-1.0,1.0,0.88980975428571,13.505854521477103
1,108,-1.0,1.0,0.21340684641550026,18.442878097982593
1,109,-1.0,-1.0,-0.6168337965743541,15.16829211476085
1,110,-1.0,1.0,0.9918473127107693,14.90120333158079
1,111,-1.0,-1.0,-0.11331556245715044,13.29460557651694
1,112,-1.0,-1.0,-0.33628611410424786,13.368479260671986
1,113,-1.0,-1.0,-0.899002754604917,18.00787328352645
1,114,-1.0,-1.0,-0.5166874031777686,15.480648852748581
1,115,-1.0,1.0,1.1722264302699459,11.875218492348674
1,116,-1.0,-1.0,-0.399157051064826,17.951292469334508
1,117,-1.0,-1.0,-0.5174767810265903,17.36539506396662
1,118,-1.0,1.0,0.7638238153450142,14.595493913121885
1,119,-1.0,-1.0,-0.20576724527423354,14.608121371521712
1,120,-1.0,-1.0,-0.28922577218646134,11.84375770161315
1,121,-1.0,-1.0,-1.1098955156750276,13.105438036340797
1,122,-1.0,1.0,0.28284327375842344,12.409712713102046
1,123,-1.0,1.0,0.5217735787701604,14.713597016917713
1,124,-1.0,-1.0,-1.150349037994256,14.638863909768416
1,125,-1.0,1.0,0.08095613131788339,14.37629466134974
1,126,-1.0,1.0,1.0359310841783922,15.629762770992187
1,127,-1.0,-1.0,-0.264388231065124,14.943639310641476
2,0,1.0,-1.0,-1.1522636339443117,16.3117775950835
2,1,1.0,-1.0,-0.32275393707876215,19.560503070235818
2,2,1.0,-1.0,-0.23877204577422517,17.315518246114202
2,3,1.0,-1.0,-0.5514541177870932,19.032945734710744
2,4,1.0,1.0,0.2220791360767585,15.324711761991061
2,5,1.0,-1.0,-0.17556080601412452,15.739528647713485
2,6,1.0,-1.0,-0.42990640499691246,13.895251642255921
2,7,1.0,1.0,0.2492955758931213,13.274693933966285
2,8,1.0,-1.0,-0.09110190488673126,15.63657336024906
2,9,1.0,-1.0,-1.5154278621957875,19.109942400908345
2,10,1.0,-1.0,-0.35864223749529733,20.016400067922074
2,11,1.0,1.0,0.14694369302254345,15.780566066329106
2,12,1.0,1.0,0.21104253106677087,14.719054739893721
2,13,1.0,-1.0,-0.5476485870915841,15.974703601154689
2,14,1.0,-1.0,-0.7089342113988198,19.288242312664824
2,15,1.0,1.0,0.3642795910292798,15.218045894953372
2,16,1.0,-1.0,-0.5445667600371571,14.84069483827331
2,17,1.0,-1.0,-0.1529776049024425,14.91283199924052
2,18,1.0,-1.0,-0.9036304141665961,10.671480290489326
2,19,1.0,-1.0,-0.5086607866062763,16.209825051158766
2,20,1.0,-1.0,-0.7276104987533776,17.875713724959233
2,21,1.0,-1.0,-0.6397572334730355,12.948080271310582
2,22,1.0,-1.0,-0.7958848176085447,17.71667199252524
2,23,1.0,1.0,0.09779023623556216,13.896305841546734
2,24,1.0,-1.0,-0.5474265420090247,17.025693826163685
2,25,1.0,-1.0,-0.28953334164686967,15.031145797156142
2,26,1.0,-1.0,-0.3353807733107038,13.35712153908715
2,27,1.0,-1.0,-0.7787721078528212,15.26746470543333
2,28,1.0,-1.0,-0.4778630533339185,17.65471747115489
2,29,1.0,1.0,0.35865711222570035,16.843490947238976
2,30,1.0,-1.0,-0.16877480621330276,14.385920698520957
2,31,1.0,-1.0,-0.30792578013553296,14.194366760527203
2,32,1.0,-1.0,-1.244022301186593,15.790714806534442
2,33,1.0,1.0,0.17253298420479488,18.162741407670573
2,34,1.0,1.0,0.055113341050266995,16.570526094985986
2,35,1.0,-1.0,-0.3317568904767453,18.26957738165895
2,36,1.0,1.0,0.12300596764797446,17.401747366879608
2,37,1.0,-1.0,-0.21946816717009407,15.177531844250108
2,38,1.0,-1.0,-0.31750177402130964,13.349039829306175
2,39,1.0,-1.0,-0.40562784241698735,15.305069184329454
2,40,1.0,1.0,0.09305861550024619,13.688237607549727
2,41,1.0,1.0,0.191648159994297,13.205692703325983
2,42,1.0,1.0,0.47919429292585014,13.219749655621928
2,43,1.0,-1.0,-0.5190557337426904,15.955358522649993
2,44,1.0,-1.0,-0.39786114885671253,15.125718824303197
2,45,1.0,-1.0,-1.2004686628781123,19.11216749139922
2,46,1.0,-1.0,-0.13188866928530307,13.756958417140694
2,47,1.0,-1.0,-0.5840927819381221,20.177610677036526
2,48,1.0,1.0,0.44084005080078464,14.437314525300659
2,49,1.0,-1.0,-1.0235077544795548,17.601114701701256
2,50,1.0,-1.0,-0.5978258376995851,14.458462781182089
2,51,1.0,-1.0,-0.3732274404282758,19.048035102014026
2,52,1.0,-1.0,-0.9519637895729667,15.117129887764266
2,53,1.0,-1.0,-0.18143821754201803,14.199685647472796
2,54,1.0,1.0,0.14294856739258285,10.943453292217495
2,55,1.0,1.0,0.16841055598343108,16.760768385051374
2,56,1.0,-1.0,-0.20944857083883225,15.481189496337523
2,57,1.0,-1.0,-0.7537475352538245,15.351151298909132
2,58,1.0,1.0,0.3036055377512264,13.725644048907359
2,59,1.0,-1.0,-0.7973113831036999,17.33400045912636
2,60,1.0,-1.0,-0.09179297819826218,13.645373685657201
2,61,1.0,-1.0,-0.8776388801530957,16.558902440874686
2,62,1.0,-1.0,-0.421410435836109,15.536892012689023
2,63,1.0,-1.0,-0.32618619986135405,14.494627931175495
2,64,-1.0,1.0,1.1162273527667697,16.089013511108163
2,65,-1.0,-1.0,-0.5849486038779,16.353346055542826
2,66,-1.0,-1.0,-0.22880366816361997,12.989999158614303
2,67,-1.0,-1.0,-0.7394682559341494,14.241826487500774
2,68,-1.0,-1.0,-0.0005393345352964762,18.36218350654802
2,69,-1.0,1.0,0.4754059553967837,14.163089534880289
2,70,-1.0,1.0,0.36591871264606857,18.52834806473563
2,71,-1.0,1.0,0.962541261137727,13.045546622819593
2,72,-1.0,-1.0,-0.03637434108345214,13.965614384740846
2,73,-1.0,1.0,0.4701469341833596,17.685758444421854
2,74,-1.0,-1.0,-0.3578363589954164,11.907777914799295
2,75,-1.0,1.0,0.4366040247309793,11.773724571687437
2,76,-1.0,-1.0,-0.19217055100700875,16.00581978765071
2,77,-1.0,1.0,0.38620675873315,16.726578407105556
2,78,-1.0,1.0,0.2750041165555919,19.074355794473263
2,79,-1.0,1.0,0.39785887074895926,13.784416206222383
2,80,-1.0,1.0,0.7626718015558682,14.846293949943362
2,81,-1.0,-1.0,-0.11197670585167159,14.586444572382309
2,82,-1.0,-1.0,-0.0034063415060107405,16.193164970417122
2,83,-1.0,1.0,1.177428427389224,15.020244699246934
2,84,-1.0,1.0,0.6902531835955159,14.453228015805525
2,85,-1.0,1.0,0.7045442806787463,16.950268071219387
2,86,-1.0,1.0,0.5177131286240952,12.803235481803226
2,87,-1.0,1.0,0.4839658814237692,18.568354924580813
2,88,-1.0,1.0,0.4714562742574684,16.73223202947825
2,89,-1.0,-1.0,-0.550051212904896,16.66429193002873
2,90,-1.0,1.0,0.5567231993713051,19.48164609132383
2,91,-1.0,-1.0,-0.21834957224498516,13.680378071974467
2,92,-1.0,1.0,0.16162526944048675,11.894372274210475
2,93,-1.0,1.0,0.41148309934873567,18.63386809919633
2,94,-1.0,1.0,0.6789242306525882,14.329292680000666
2,95,-1.0,1.0,0.07490680335158416,15.06712477091806
2,96,-1.0,1.0,0.8250768208455886,16.438210534785114
2,97,-1.0,1.0,0.19964915145661533,14.825493176452033
2,98,-1.0,1.0,0.6197324169365018,15.836183881788473
2,99,-1.0,1.0,0.4037906016900005,11.099758781715158
2,100,-1.0,-1.0,-0.004175547752283265,18.775696609165603
2,101,-1.0,1.0,1.264967806845637,19.08169159035023
2,102,-1.0,1.0,0.631069158374547,16.34479919910503
2,103,-1.0,1.0,0.8418700546055901,14.549387125231302
2,104,-1.0,1.0,0.9183212294222657,16.38272603611631
2,105,-1.0,1.0,0.5098633432897901,19.30765000138751
2,106,-1.0,1.0,0.637113204938584,12.42306879985885
2,107,-1.0,-1.0,-0.023931337195863614,14.558299126651093
2,108,-1.0,1.0,0.028287975391344825,17.84004664136949
2,109,-1.0,1.0,0.06705670687606707,19.105876144454758
2,110,-1.0,1.0,0.14272270681578086,19.802623229294785
2,111,-1.0,1.0,0.5816930034221487,16.21329977228029
2,112,-1.0,1.0,0.2845125830345944,14.316954389071578
2,113,-1.0,1.0,0.6583759704775322,13.619600092493384
2,114,-1.0,-1.0,-0.03470385394448047,12.670651342958847
2,115,-1.0,1.0,1.0379507959807857,16.72335649729465
2,116,-1.0,-1.0,-0.4159513212614064,17.228041614678844
2,117,-1.0,-1.0,-0.08844288335155348,11.503830236541212
2,118,-1.0,1.0,0.581652451703204,17.664675053018627
2,119,-1.0,1.0,0.3857341412624662,17.545225791457373
2,120,-1.0,1.0,0.200517544989127,18.9180022885515
2,121,-1.0,-1.0,-0.07983450682125408,15.713189240457318
2,122,-1.0,1.0,0.46868828988203837,16.471172769240308
2,123,-1.0,1.0,0.6035520621010569,18.404634561247782
2,124,-1.0,-1.0,-0.06606650714056185,13.045792379625134
2,125,-1.0,-1.0,-0.6718807330766371,15.651757927721269
2,126,-1.0,1.0,0.8275014188601092,15.246676346805543
2,127,-1.0,1.0,0.5312363814163369,17.07035563969999
3,0,1.0,-1.0,-0.5132502734847146,17.6228736693283
3,1,1.0,-1.0,-0.3955414403422156,13.887549192775369
3,2,1.0,1.0,0.4384249792391894,13.566802741457039
3,3,1.0,1.0,0.4476619957583362,15.416923169277824
3,4,1.0,1.0,0.4847862206902967,17.64546848852277
3,5,1.0,1.0,0.5907486542501905,15.17666572631113
3,6,1.0,1.0,0.36846360518700605,17.50455154629632
3,7,1.0,1.0,0.9817468553797792,16.767854492411022
3,8,1.0,-1.0,-0.799184741750163,15.685047392370112
3,9,1.0,-1.0,-0.2098572646821777,12.806337900563294
3,10,1.0,1.0,1.0516952953591148,14.597867615538693
3,11,1.0,1.0,0.08973540541693707,18.917597300399915
3,12,1.0,-1.0,-0.46084043547968995,17.982249911927862
3,13,1.0,-1.0,-0.09820863344404425,17.799601938290866
3,14,1.0,1.0,0.19825013953533316,16.042577343285604
3,15,1.0,1.0,1.6406683683806063,15.944434224685905
3,16,1.0,-1.0,-0.1757835794790607,19.17820360888
3,17,1.0,1.0,0.13623902790357068,17.133292931282174
3,18,1.0,-1.0,-0.6394123677227768,17.76196712781802
3,19,1.0,1.0,0.4678316893062204,18.947659076859033
3,20,1.0,-1.0,-0.6462209800648921,13.267857147359624
3,21,1.0,-1.0,-1.6081893695919236,17.13685889043951
3,22,1.0,1.0,0.43653034307463157,18.380926662030767
3,23,1.0,1.0,0.014778297150779066,13.176744151472256
3,24,1.0,1.0,0.3199642697992543,13.795191726256117
3,25,1.0,-1.0,-0.3620927718352788,14.619436332273867
3,26,1.0,1.0,0.1652653315095924,18.393696543574283
3,27,1.0,-1.0,-0.009676260382184887,13.744203634830896
3,28,1.0,-1.0,-0.22746529804347726,16.61648839397344
3,29,1.0,-1.0,-0.48832975015511365,15.316450650663928
3,30,1.0,1.0,0.7744447546788017,19.015047397372257
3,31,1.0,-1.0,-0.8923792119658773,16.283016084418207
3,32,1.0,-1.0,-0.4698897033907895,12.681900389743744
3,33,1.0,1.0,0.9116158315434868,16.547975234501685
3,34,1.0,-1.0,-0.24009663273402315,14.518442935103364
3,35,1.0,1.0,0.11974933532210007,16.056711610453846
3,36,1.0,-1.0,-1.0936864423460533,13.60527676246373
3,37,1.0,1.0,1.5106048337058573,14.708196855838558
3,38,1.0,1.0,0.41408277946719735,18.7345641628301
3,39,1.0,1.0,0.6820757224434764,13.219242285464038
3,40,1.0,-1.0,-0.15570703208158398,12.048484299868866
3,41,1.0,-1.0,-0.7012954684161697,14.948153666340668
3,42,1.0,-1.0,-0.8565655590810833,15.600498021505757
3,43,1.0,-1.0,-0.0562001893110774,14.140547699984396
3,44,1.0,-1.0,-0.2381406711656431,15.037310303629624
3,45,1.0,-1.0,-0.3512960420552118,15.945646787355058
3,46,1.0,-1.0,-0.8246104446110372,16.99243312195139
3,47,1.0,-1.0,-0.21565929785714405,13.94199579623029
3,48,1.0,1.0,0.662391734299479,13.722361274160802
3,49,1.0,-1.0,-0.18102365508299995,13.518048623249351
3,50,1.0,1.0,0.7266227303266611,18.18985797106324
3,51,1.0,-1.0,-0.5581816638308432,12.475986770256668
3,52,1.0,1.0,0.06734593584478575,14.909415813939493
3,53,1.0,-1.0,-0.017836690999994007,13.933300862396992
3,54,1.0,-1.0,-0.7855152501396271,13.343028167312099
3,55,1.0,1.0,0.7982347038890157,16.942981963748377
3,56,1.0,1.0,0.06587317286815797,13.258839167328729
3,57,1.0,1.0,1.1684184710386667,14.077201767335984
3,58,1.0,1.0,0.15390848979428678,16.244769937403863
3,59,1.0,1.0,0.14701834938513048,14.29280766069166
3,60,1.0,1.0,1.24356844040505,14.789156558937556
3,61,1.0,1.0,0.7694479375935561,14.174150271225797
3,62,1.0,-1.0,-0.7486499187905626,17.23017441716704
3,63,1.0,1.0,0.8772418142215479,14.888543305375656
3,64,-1.0,1.0,1.162655608774711,19.402978894113243
3,65,-1.0,1.0,0.2882294471238811,15.659056200305805
3,66,-1.0,1.0,0.46636816255207064,15.147031371647673
3,67,-1.0,1.0,0.6704787626599619,14.01879513855401
3,68,-1.0,1.0,1.164756068358583,14.486544540061091
3,69,-1.0,1.0,0.12008340078772838,11.99908762721084
3,70,-1.0,1.0,0.5384295722448587,18.340043724428778
3,71,-1.0,1.0,0.08211370835027207,13.245869806817037
3,72,-1.0,-1.0,-0.22111576210410508,18.685274750805693
3,73,-1.0,1.0,0.7642001563352613,14.73206545559645
3,74,-1.0,1.0,0.16366258444709944,12.877234307372618
3,75,-1.0,-1.0,-0.6107923268023503,14.338901557774683
