frame,coulomb_energy,lj_repulsion,total_surrogate_energy
61,-12.14238964661086,0.01771401820096703,-12.124675628409893
62,-7.783364836587185,0.016606989403570277,-7.766757847183615
63,-7.945009916764938,0.013257179738795269,-7.931752737026143
64,-9.414292355864005,0.009470295892589018,-9.404822059971416
65,-12.618180131251675,0.017238924157097466,-12.600941207094577
66,-9.954073351271235,0.013291957132709954,-9.940781394138526
67,-12.884359987845961,0.013562333716726561,-12.870797654129234
68,-8.223728465968415,0.016286071110424655,-8.20744239485799
69,1.1744420196523124,0.020900101147624344,1.1953421207999368
70,-14.864034770018431,0.013519385367611027,-14.850515384650821
71,-10.988397178428324,0.016363138529053835,-10.97203403989927
72,-3.7484880646936922,0.014327002038889083,-3.734161062654803
73,-10.047116712018742,0.019798313476742192,-10.027318398541999
74,-10.140467381461647,0.014659054851085908,-10.125808326610562
75,-7.15031923160704,0.018719436448106017,-7.131599795158934
76,-19.899507726586346,0.017953747239261332,-19.881553979347085
77,-13.975542316839295,0.015865546854352763,-13.959676769984942
78,-10.867815313213239,0.01706564603541959,-10.85074966717782
79,-12.974832171419276,0.013339082154696345,-12.96149308926458
80,-13.339700320071994,0.015755664543862655,-13.323944655528132
81,-7.402352676595157,0.018452339698628296,-7.383900336896529
82,-15.160407190500887,0.01097785195457557,-15.149429338546312
83,-1.4569648120242076,0.017777657687661198,-1.4391871543365464
84,-1.2902173268555797,0.014840143889502048,-1.2753771829660776
85,4.3355710556263425,0.01743704041402499,4.353008096040368
86,-9.20070784575568,0.013312287722873836,-9.187395558032806
87,-12.854524379552817,0.010589855863036285,-12.84393452368978
88,-7.786770712578814,0.01296559644558311,-7.773805116133231
89,-8.925818062491123,0.012724562707001107,-8.913093499784122
90,-4.616854590377596,0.01254470745678408,-4.604309882920812
91,0.2265536078569606,0.016717687417432306,0.2432712952743929
92,-7.92677413528602,0.018982101030237557,-7.907792034255782
93,-12.02993582256939,0.014313717077141888,-12.015622105492248
94,-11.232580717858974,0.01677979700189754,-11.215800920857077
95,-8.975814461056583,0.017983967415811878,-8.95783049364077
96,-14.67378890609828,0.010447656630271255,-14.663341249468008
97,-11.60302047349681,0.013669656537718558,-11.589350816959092
98,-15.74913253799003,0.01805287778080634,-15.731079660209224
99,-5.906821878783369,0.013251930718845296,-5.893569948064523
