,dpt_pseudotime
1156,0.3145474
1157,0.3767071
1158,0.3435281
1159,0.09461138
1160,0.20639819
1161,0.41981238
1162,0.36615673
1163,0.11629249
1164,0.5426577
1165,0.09781618
1166,0.17239961
1167,0.2182635
1168,0.10829696
1169,0.17260554
1170,0.1779027
1171,0.20788509
1172,0.37933367
1173,0.3668252
1174,0.30984658
1175,0.2777283
1176,0.12667242
1177,0.2776087
1178,0.41443536
1179,0.10128121
1180,0.18515563
1181,0.42363825
1182,0.1414498
1183,0.08447846
1184,0.5240286
1185,0.18356018
1186,0.2978306
1187,0.046465755
1188,0.054063056
1189,0.118627176
1190,0.38531384
1191,0.12628987
1192,0.5893487
1193,0.4000786
1194,0.5285744
1195,0.7055994
1196,0.08323444
1197,0.2307014
1198,0.093808845
1199,0.26265344
1200,0.13230804
1201,0.19328769
1202,0.1692892
1203,0.11891889
1204,0.23492523
1205,0.5282233
1206,0.35670102
1207,0.116017096
1208,0.3009721
1209,0.14359498
1210,0.67074156
1211,0.37061477
1212,0.3709975
1213,0.070921816
1214,0.29347423
1215,0.22024953
1216,0.2008361
1217,0.21876518
1218,0.49587768
1219,0.118110195
1220,0.34074005
1221,0.33963475
1222,0.093602546
1223,0.25053412
1224,0.10869845
1225,0.35586447
1226,0.43117076
1227,0.39005026
1228,0.4882367
1229,0.07244463
1230,0.2353468
1231,0.09563178
1232,0.329652
1233,0.52424467
1234,0.27915674
1235,0.21696362
1236,0.33947772
1237,0.117504925
1238,0.11243586
1239,0.09684017
1240,0.36326075
1241,0.3423418
1242,0.07652023
1243,0.26773515
1244,0.08038319
1245,0.14722854
1246,0.305119
1247,0.08445529
1248,0.21230087
1249,0.051564597
1250,0.19578335
1251,0.08693389
1252,0.13310549
1253,0.35575125
1254,0.12916249
1255,0.36703447
1256,0.21674992
1257,0.36499235
1258,0.38516524
1259,0.07598328
1260,0.37264773
1261,0.10233689
1262,0.15526472
1263,0.14465193
1264,0.38639408
1265,0.15942746
1266,0.09338923
1267,0.20878388
1268,0.07458745
1269,0.096737996
1270,0.08324395
1271,0.22780222
1272,0.26230374
1273,0.35450655
1274,0.44564208
1275,0.13053314
1276,0.4556628
1277,0.37510717
1278,0.20803325
1279,0.20055585
1280,0.2019837
1281,0.5211508
1282,0.22745351
1283,0.29189137
1284,0.16196436
1285,0.25171316
1286,0.44296315
1287,0.09645433
1288,0.10626326
1289,0.29496387
1290,0.39175096
1291,0.44302425
1292,0.07956606
1293,0.6565889
1294,0.40032676
1295,0.14462104
1296,0.6138627
1297,0.1136907
1298,0.46779034
1299,0.085383706
1300,0.4965464
1301,0.2472646
1302,0.3072328
1303,0.5893144
1304,0.23624744
1305,0.3949212
1306,0.23831981
1307,0.07314702
1308,0.06341362
1309,0.369643
1310,0.5373708
1311,0.369339
1312,0.14116506
1313,0.17773964
1314,0.16155034
1315,0.35025176
1316,0.11398594
1317,0.45898873
1318,0.09252911
1319,0.27878484
1320,0.23517965
1321,0.40308437
1322,0.09067587
1323,0.34362358
1324,0.19984312
1325,0.17070538
1326,0.16345637
1327,0.16601618
1328,0.44008034
1329,0.10791494
1330,0.38366455
1331,0.22797169
1332,0.14167832
1333,0.09109239
1334,0.07175147
1335,0.41811457
1336,0.5187791
1337,0.30997005
1338,0.13002078
1339,0.32395658
1340,0.50871485
1341,0.12338726
1342,0.15620115
1343,0.088256575
1344,0.34174144
1345,0.44917607
1346,0.264542
1347,0.35148588
1348,0.08873087
1349,0.34367752
1350,0.45992705
1351,0.3655913
1352,0.12318295
1353,0.44028145
1354,0.6309061
1355,0.082794726
1356,0.08153227
1357,0.3732998
1358,0.36600688
1359,0.66107905
1360,0.08323974
1361,0.160185
1362,0.39003703
1363,0.6878281
1364,0.41497812
1365,0.080141656
1366,0.07121369
1367,0.5445934
1368,0.5301584
1369,0.33758995
1370,0.21617731
1371,0.38688785
1372,0.47421035
1373,0.32319847
1374,0.22182436
1375,0.3922325
1376,0.22877578
1377,0.11488861
1378,0.31313986
1379,0.11794559
1380,0.31821635
1381,0.35189953
1382,0.35618964
1383,0.29911885
1384,0.46641615
1385,0.21797056
1386,0.10767967
1387,0.07798428
1388,0.15752201
1389,0.3111834
1390,0.34273928
1391,0.31584907
1392,0.27668065
1393,0.15751597
1394,0.12882704
1395,0.37447572
1396,0.1011386
1397,0.46551734
1398,0.091596745
1399,0.43495417
1400,0.24120787
1401,0.35658702
1402,0.32424846
1403,0.28401214
1404,0.43509424
1405,0.129063
1406,0.20582134
1407,0.5029426
1408,0.3585371
1409,0.17636174
1410,0.123845056
1411,0.18897632
1412,0.3650249
1413,0.5376929
1414,0.48723313
1415,0.29870033
1416,0.22461063
1417,0.12237291
1418,0.32523075
1419,0.32415918
1420,0.20291838
1421,0.0943301
1422,0.26158777
1423,0.48255464
1424,0.24314152
1425,0.3310469
1426,0.49096125
1427,0.34561262
1428,0.50316536
1429,0.36096135
1430,0.13272977
1431,0.11332801
1432,0.37110874
1433,0.33689287
1434,0.17832552
1435,0.30966696
1436,0.30098924
1437,0.17252561
1438,0.35236028
1439,0.34773752
1440,0.3505276
1441,0.1882763
1442,0.24240373
1443,0.13581528
1444,0.33663112
1445,0.30263245
1446,0.35637403
1447,0.33260667
1448,0.31567827
1449,0.40753007
1450,0.33938354
1451,0.24750718
1452,0.11739345
1453,0.51222676
1454,0.30188188
1455,0.27489838
1456,0.23971745
1457,0.42142528
1458,0.38118964
1459,0.28512323
1460,0.3678951
1461,0.5043192
1462,0.15307152
1463,0.3750285
1464,0.3555623
1465,0.17759582
1466,0.44458205
1467,0.24876776
1468,0.14804362
1469,0.102041036
1470,0.3992949
1471,0.20495778
1472,0.278229
1473,0.23183842
1474,0.15180811
1475,0.09562272
1476,0.14505218
1477,0.4534358
1478,0.4750475
1479,0.23954739
1480,0.11301236
1481,0.18916027
1482,0.37460893
1483,0.3847626
1484,0.28076476
1485,0.4659971
1486,0.38530186
1487,0.45117933
1488,0.22906074
1489,0.10426604
1490,0.17775223
1491,0.29711577
1492,0.15111798
1493,0.29664892
1494,0.1515203
1495,0.37932563
1496,0.42302716
1497,0.16089588
1498,0.34934846
1499,0.051735245
1500,0.49727157
1501,0.42695254
1502,0.32866228
1503,0.32137504
1504,0.0962217
1505,0.38992587
1506,0.09769069
1507,0.09180004
1508,0.24347018
1509,0.35036936
1510,0.18420307
1511,0.4753145
1512,0.3952179
1513,0.10320161
1514,0.4944009
1515,0.5687337
1516,0.28171358
1517,0.32240528
1518,0.20920117
1519,0.14366977
1520,0.518135
1521,0.54052466
1522,0.3780494
1523,0.17845452
1524,0.3779636
1525,0.28786957
1526,0.14687416
1527,0.179507
1528,0.23281717
1529,0.11211703
1530,0.11240953
1531,0.4854888
1532,0.10113797
1533,0.19427711
1534,0.1911476
1535,0.32008988
1536,0.17611709
1537,0.35357985
1538,0.3875828
1539,0.09962604
1540,0.3277534
1541,0.074054904
1542,0.22993882
1543,0.33571598
1544,0.5462308
1545,0.3618632
1546,0.1197973
1547,0.47608042
1548,0.373039
1549,0.2797645
1550,0.20646052
1551,0.34200913
1552,0.5151448
1553,0.21052647
1554,0.12027749
1555,0.19366659
1556,0.27506465
1557,0.30519518
1558,0.24628426
1559,0.6008002
1560,0.35838398
1561,0.2519706
1562,0.36263856
1563,0.19265692
1564,0.62201285
1565,0.18104185
1566,0.39012408
1567,0.44813153
1568,0.40144995
1569,0.11296344
1570,0.34765142
1571,0.32503065
1572,0.24757232
1573,0.218301
1574,0.2324875
1575,0.15881045
1576,0.22817352
1577,0.26517415
1578,0.21573798
1579,0.5324542
1580,0.15410265
1581,0.4624397
1582,0.3562604
1583,0.21209013
1584,0.5256673
1585,0.37916815
1586,0.21044843
1587,0.25338233
1588,0.2448379
1589,0.12280996
1590,0.2501168
1591,0.1790671
1592,0.21655832
1593,0.44709525
1594,0.24418175
1595,0.58290154
1596,0.17695263
1597,0.35099247
1598,0.20787628
1599,0.14057516
1600,0.2761051
1601,0.44342953
1602,0.09288249
1603,0.37592518
1604,0.24525954
1605,0.17285568
1606,0.25778273
1607,0.49483883
1608,0.36141074
1609,0.4719411
1610,0.19980481
1611,0.35433683
1612,0.22872877
1613,0.5186793
1614,0.48793805
1615,0.25114655
1616,0.32496995
1617,0.11596884
1618,0.42758483
1619,0.37320948
1620,0.12596299
1621,0.37632978
1622,0.3108304
1623,0.06989947
1624,0.38720766
1625,0.44650084
1626,0.09592749
1627,0.21243298
1628,0.39178374
1629,0.22177929
1630,0.33225977
1631,0.5303422
1632,0.41339567
1633,0.21198493
1634,0.55426997
1635,0.27310914
1636,0.40550828
1637,0.25929028
1638,0.23081253
1639,0.15460384
1640,0.23880047
1641,0.2999742
1642,0.2322374
1643,0.16591617
1644,0.10736027
1645,0.2671703
1646,0.31048134
1647,0.3809205
1648,0.24439141
1649,0.33157766
1650,0.48081014
1651,0.1787805
1652,0.16710186
1653,0.34660023
1654,0.4096832
1655,0.548341
1656,0.18450978
1657,0.61930835
1658,0.14640269
1659,0.35227844
1660,0.32911724
1661,0.1519907
1662,0.3807188
1663,0.38070947
1664,0.43264678
1665,0.4713134
1666,0.3574491
1667,0.15526426
1668,0.1250394
