feature,spearman_r,spearman_pval,r2_poly3,mutual_info,variance,abs_spearman_r,spearman_qval,dynamic_score
Int_Med_p16_nuc,0.32422814445949905,1.4951306307934085e-68,0.10281763461693427,0.0891332825821074,0.013392027,0.32422814445949905,1.8016324101060572e-67,0.20826310860154226
Int_Med_PCNA_cell,-0.25491389892986577,3.5396656178991146e-42,0.03986825874578914,0.17574527088663228,0.0013938991,0.25491389892986577,2.5089982762167255e-41,0.20802912695902614
Int_Med_GSK3b_nuc,0.31112700357368656,5.437833338079226e-63,0.10473331216646953,0.08980973489854271,0.0063704615,0.31112700357368656,5.956899247623153e-62,0.2039595629998412
Int_MeanEdge_cycB1_cell,0.274448762228661,7.2305049941719e-49,0.12247798159540946,0.09423111039009413,0.016827978,0.274448762228661,6.008798977915269e-48,0.19697909995404844
Int_Med_p53_nuc,0.29796223528395205,1.1106566327004193e-57,0.0938696309290421,0.0841816244011957,0.009108933,0.29796223528395205,1.1637749933947873e-56,0.19242097043706932
Int_Med_CDK6_nuc,0.26021632619122337,6.1470573190929215e-44,0.08574319955506016,0.11310687063198532,0.0041714357,0.26021632619122337,4.778841335165788e-43,0.1903727473014178
Int_Med_pp27_nuc,0.18297683057954198,3.370410837510124e-22,0.07391297943119524,0.17640099056515002,0.00046387472,0.18297683057954198,1.5926843369410586e-21,0.1898188219877503
Int_Med_cFos_nuc,0.31391288072518436,3.7694668216868393e-64,0.09595695049140984,0.06271191205780369,0.00964523,0.31391288072518436,4.3259119239358494e-63,0.18793143225641834
Int_Med_pAKT_cyto,-0.24997320120585825,1.4204275216977602e-40,0.0977074420370233,0.0995946017373992,0.012575393,0.24997320120585825,9.25197385754487e-40,0.18262960380085014
Int_Med_pAKT_ring,-0.24997320120585825,1.4204275216977602e-40,0.0977074420370233,0.0995946017373992,0.012575393,0.24997320120585825,9.25197385754487e-40,0.18262960380085014
Int_Med_pAKT_cell,-0.24059667631057924,1.2560310139658882e-37,0.09971099611381673,0.1043275300707247,0.012742521,0.24059667631057924,7.965880904362607e-37,0.1820143142027297
Int_Med_pRB_nuc,0.2582264626136358,2.844909310318927e-43,0.06613754185816023,0.09679913074622082,0.026878338,0.2582264626136358,2.0776458902632162e-42,0.17496309884323416
Int_MeanEdge_pAKT_cell,-0.25311296386772736,1.37255383351572e-41,0.08662934536746636,0.06563590784290785,0.009433496,0.25311296386772736,9.4510135393511e-41,0.16237884225226257
Int_Med_CDK4_nuc,0.163320444142171,5.990220224493859e-18,0.16983343730642553,0.0740605874814948,0.007908524,0.163320444142171,2.4468526679712208e-17,0.15593407029267367
Int_Med_pSTAT3_nuc,0.20884752910319032,1.4430714778384837e-28,0.019278512549146143,0.12385637410216432,0.0016745782,0.20884752910319032,7.728449470201657e-28,0.1556416613970388
Int_Med_cMyc_nuc,-0.005860143167957815,0.7583303197540866,0.2040102213294419,0.1592294717429601,0.0070613557,0.005860143167957815,0.784367412277832,0.1488068020448619
Int_Med_bCat_nuc,0.18944362607729184,1.0453545347704334e-23,0.040774917063098326,0.10648034470084333,0.004422902,0.18944362607729184,5.1414376097892747e-23,0.14502499847251304
Int_Med_p38_nuc,0.20726432061059424,3.756530156649978e-28,0.1096765414144526,0.05393898371812167,0.0041427584,0.20726432061059424,1.968095147288358e-27,0.144690406807861
Int_Med_Fra1_ring,-0.14575576650308933,1.430019530462118e-14,0.050792264868133485,0.13275753259061407,0.004960953,0.14575576650308933,4.9233529548767205e-14,0.14462522177304393
Int_Med_Fra1_cyto,-0.14575576650308933,1.430019530462118e-14,0.050792264868133485,0.13275753259061407,0.004960953,0.14575576650308933,4.9233529548767205e-14,0.14462522177304393
Int_Med_Fra1_cell,-0.11327101455998688,2.428310200619214e-09,0.010611383926543705,0.17884895466959527,0.00086191046,0.11327101455998688,6.575536610665512e-09,0.14425678327061348
Int_Med_Cdh1_cyto,-0.0944384466312921,6.717682317148336e-07,0.09170076038204733,0.1389247685963788,0.0022131116,0.0944384466312921,1.407792555158912e-06,0.1396730989802777
Int_Med_Cdh1_ring,-0.0944384466312921,6.717682317148336e-07,0.09170076038204733,0.1389247685963788,0.0022131116,0.0944384466312921,1.407792555158912e-06,0.1396730989802777
Int_MeanEdge_PCNA_cell,-0.25977044219430495,8.67505620944536e-44,0.016475046727574938,0.0557987019911641,0.0053131846,0.25977044219430495,6.533401707738536e-43,0.13872819619478394
Int_Med_pRB_cyto,-0.07797778424554547,4.1267982000424e-05,0.007322619599769098,0.1955014321275188,0.0005521018,0.07797778424554547,7.534533077350138e-05,0.13806945785589933
Int_Med_pRB_ring,-0.07797778424554547,4.1267982000424e-05,0.007322619599769098,0.1955014321275188,0.0005521018,0.07797778424554547,7.534533077350138e-05,0.13806945785589933
Int_MeanEdge_pERK_cell,-0.23287717648141512,2.698264884874973e-35,0.07086743869593193,0.04076760107089861,0.0134701785,0.23287717648141512,1.6673893262945344e-34,0.13624018018254289
Int_Med_Cdh1_cell,-0.07070545787489889,0.0002017163551326661,0.0846120022536544,0.15171821352050952,0.002907006,0.07070545787489889,0.0003375947332428648,0.13490354683172048
Int_Med_pp38_nuc,0.209999569549067,7.158267966599866e-29,0.045540304824601585,0.06772890803904019,0.004701233,0.209999569549067,3.920778590796745e-28,0.13392747270475727
Int_Med_pGSK3b_nuc,0.17471514653448733,2.3712392048981983e-20,0.0434157325803215,0.08893325565203192,0.010136935,0.17471514653448733,1.0582752747786403e-19,0.13053023407707465
Int_Med_p27_cell,-0.024158415798324062,0.2045982211526246,0.019351855982913557,0.2145769178206729,0.0005342401,0.024158415798324062,0.24654085648891264,0.13036448108256418
Int_Med_pAKT_nuc,-0.14149436584683495,8.242897824715886e-14,0.09215004885908995,0.0857467078221763,0.0073154797,0.14149436584683495,2.759081077439623e-13,0.13015597449229657
Int_Med_Skp2_cyto,0.10010103323701744,1.3733315242700784e-07,0.01015247101209027,0.1613144533499895,0.00089741393,0.10010103323701744,3.0645638643434153e-07,0.12946223975358423
Int_Med_Skp2_ring,0.10010103323701744,1.3733315242700784e-07,0.01015247101209027,0.1613144533499895,0.00089741393,0.10010103323701744,3.0645638643434153e-07,0.12946223975358423
Int_Med_AKT_nuc,0.16672144984083062,1.1964776962832986e-18,0.03477624310363647,0.09426102160024907,0.02118696,0.16672144984083062,5.149127228647767e-18,0.12759366945727715
Int_Med_pp65_nuc,0.08693845415683658,4.804768037432005e-06,0.11629858284775929,0.1052385794796038,0.008369571,0.08693845415683658,9.41422030098466e-06,0.12601512424205435
Int_Med_pRB_cell,-0.05814899491813319,0.0022465093736757855,0.0018944346981050186,0.18440737767406556,0.0011773182,0.05814899491813319,0.0034484634334768427,0.12256915724013095
Int_Med_Skp2_cell,0.11302957756603871,2.6261451264084596e-09,0.0047641839736105585,0.140668788373163,0.0011707399,0.11302957756603871,7.032233060715986e-09,0.12196241664405233
Int_Med_pS6_cell,0.13543170062563095,9.103661005754486e-13,0.08163525769273117,0.07710915615187108,0.0028945638,0.13543170062563095,2.886818818930041e-12,0.11995148003101619
Int_MeanEdge_pGSK3b_cell,-0.18913191256818476,1.2394763731728688e-23,0.05764222293025467,0.04782218818424955,0.007405837,0.18913191256818476,5.974276118693227e-23,0.11855189997617889
Int_Med_cJun_cell,-0.07105082382683355,0.00018767163276952082,0.006959947430236757,0.15846976864636186,0.0004944607,0.07105082382683355,0.0003171466127234723,0.11536120788589665
Int_MeanEdge_AKT_cell,-0.18263115063609164,4.0435753290747314e-22,0.051110602111409276,0.04901154771241334,0.0095207365,0.18263115063609164,1.8740416428980966e-21,0.1146289534421799
Int_Med_cycD1_cell,0.015994824819345235,0.4010092554909147,0.13819843587973268,0.12359188030097013,0.0038254024,0.015994824819345235,0.43729968585208345,0.11403493304870889
Int_Med_RB_cell,-0.06324483684459589,0.0008878957597955434,0.001896330413327929,0.16434000770867296,0.0016239038,0.06324483684459589,0.0014361266987297043,0.1138629569956061
Int_MeanEdge_Fra1_cell,-0.2303140430166519,1.5377022455312052e-34,0.03391548079562723,0.020619326664914617,0.0031830298,0.2303140430166519,9.264656029325512e-34,0.11334091328320013
Int_MeanEdge_p38_cell,-0.15884155318256,4.743116680445079e-17,0.04114330706647462,0.06517069825795918,0.007337312,0.15884155318256,1.90515186664544e-16,0.11077536926263375
Int_Med_p27_cyto,-0.025685647733713974,0.17740758050231206,0.04732793101824495,0.1581360354585799,0.0012719289,0.025685647733713974,0.2181082398460679,0.10914683454946186
Int_Med_p27_ring,-0.025685647733713974,0.17740758050231206,0.04732793101824495,0.1581360354585799,0.0012719289,0.025685647733713974,0.2181082398460679,0.10914683454946186
Int_Med_cJun_nuc,0.1653456250167014,2.3050612757618242e-18,0.03122132372416997,0.061356374965343186,0.010472893,0.1653456250167014,9.745960832607011e-18,0.10835801741257811
Int_Med_pS6_nuc,0.1538910972520072,4.360330783079632e-16,0.03740881990697209,0.06479914807157794,0.0022821343,0.1538910972520072,1.641937060503424e-15,0.10747589359386064
Int_Med_BP1_cyto,-0.0647102296901224,0.0006713836010972644,0.006483206312393519,0.14720922364299405,0.0014814322,0.0647102296901224,0.0010932665396245994,0.10665247084711614
Int_Med_BP1_ring,-0.0647102296901224,0.0006713836010972644,0.006483206312393519,0.14720922364299405,0.0014814322,0.0647102296901224,0.0010932665396245994,0.10665247084711614
Int_Med_cJun_ring,-0.1071843575033122,1.664353919354822e-08,0.017344789608820244,0.10936717130105311,0.0021635955,0.1071843575033122,4.0516090360051735e-08,0.10663800878243292
Int_Med_cJun_cyto,-0.1071843575033122,1.664353919354822e-08,0.017344789608820244,0.10936717130105311,0.0021635955,0.1071843575033122,4.0516090360051735e-08,0.10663800878243292
Int_MeanEdge_cJun_cell,-0.21672360168731614,1.1005280984452785e-30,0.02446289609583907,0.021610193539570943,0.002990697,0.21672360168731614,6.314935041078861e-30,0.10559952261341393
Int_Med_cycD1_cyto,0.01653630703430416,0.38525482754398366,0.15542447219047228,0.09760177085828747,0.0032522362,0.01653630703430416,0.4220291519913639,0.10550289065838098
Int_Med_cycD1_ring,0.01653630703430416,0.38525482754398366,0.15542447219047228,0.09760177085828747,0.0032522362,0.01653630703430416,0.4220291519913639,0.10550289065838098
Int_Med_YAP_nuc,0.13119370681931286,4.5838404370987134e-12,0.06095604141860922,0.06420726740981753,0.016110193,0.13119370681931286,1.4346825264166105e-11,0.10514418041589686
Int_Med_CDK4_cyto,0.08634106449394835,5.583038355410678e-06,0.014435600958619177,0.12239305169634562,0.009219062,0.08634106449394835,1.0764097949231786e-05,0.10440266372540635
Int_Med_CDK4_ring,0.08634106449394835,5.583038355410678e-06,0.014435600958619177,0.12239305169634562,0.009219062,0.08634106449394835,1.0764097949231786e-05,0.10440266372540635
Int_Med_RB_ring,-0.07580263457210897,6.732288880990034e-05,0.002697072561748781,0.13478918310782895,0.0011878408,0.07580263457210897,0.0001184293153517225,0.10330326186667566
Int_Med_RB_cyto,-0.07580263457210897,6.732288880990034e-05,0.002697072561748781,0.13478918310782895,0.0011878408,0.07580263457210897,0.0001184293153517225,0.10330326186667566
Int_MeanEdge_pRB_cell,-0.21021440111462833,6.278116550746897e-29,0.02261020193232821,0.02183436183755738,0.0059659416,0.21021440111462833,3.518665322627912e-28,0.1025600654132886
Int_Med_p16_cyto,-0.059919857979975545,0.001639622091519429,0.004050988737806738,0.14341707652312685,0.005165293,0.059919857979975545,0.002565902104260925,0.10197614557725398
Int_Med_p16_ring,-0.059919857979975545,0.001639622091519429,0.004050988737806738,0.14341707652312685,0.005165293,0.059919857979975545,0.002565902104260925,0.10197614557725398
Int_Med_cMyc_cyto,0.03383750528771295,0.07555862120251128,0.041829136137928824,0.13911389639552052,0.0040392005,0.03383750528771295,0.0995061623486624,0.10057250395578937
Int_Med_cMyc_ring,0.03383750528771295,0.07555862120251128,0.041829136137928824,0.13911389639552052,0.0040392005,0.03383750528771295,0.0995061623486624,0.10057250395578937
Int_Med_pS6_ring,0.10846889436826475,1.1183070223076454e-08,0.07463683758878936,0.06474502596979637,0.004241806,0.10846889436826475,2.8369683408015007e-08,0.10044643797790609
Int_Med_pS6_cyto,0.10846889436826475,1.1183070223076454e-08,0.07463683758878936,0.06474502596979637,0.004241806,0.10846889436826475,2.8369683408015007e-08,0.10044643797790609
Int_Med_pp65_cell,0.05186009216987226,0.006437713650796501,0.02085171835823596,0.13342173531858048,0.0025820688,0.05186009216987226,0.009577092529888621,0.0984404365125779
Int_Med_cMyc_cell,0.04451298652166649,0.01937704523523771,0.019621576082295755,0.13789512436619766,0.0014068608,0.04451298652166649,0.02668495943824165,0.09752783497683531
Int_Med_pH2AX_cell,0.0657626283914205,0.0005473682304016669,0.0071011060989770725,0.12895266419907792,0.009096446,0.0657626283914205,0.0009035324899096009,0.09748329595869587
Int_Med_CDK2_cyto,-0.1475608326528131,6.702298534484519e-15,0.02122694422490723,0.05916222471045973,0.008563544,0.1475608326528131,2.3753734511923077e-14,0.09707092531174262
Int_Med_CDK2_ring,-0.1475608326528131,6.702298534484519e-15,0.02122694422490723,0.05916222471045973,0.008563544,0.1475608326528131,2.3753734511923077e-14,0.09707092531174262
Int_Med_pSTAT3_ring,-0.05903577365610279,0.001920722222740578,0.004276375164354862,0.13396634455385126,0.0009507215,0.05903577365610279,0.00296726958769538,0.096629718045454
Int_Med_pSTAT3_cyto,-0.05903577365610279,0.001920722222740578,0.004276375164354862,0.13396634455385126,0.0009507215,0.05903577365610279,0.00296726958769538,0.096629718045454
Int_Med_pCHK1_cell,0.05071402965019837,0.007714373512174275,0.005429875192901834,0.1389380337336208,0.0037384138,0.05071402965019837,0.011405914211251535,0.09630916947030413
Int_Med_cFos_ring,0.10522462487500348,3.025951789973023e-08,0.031076669277979474,0.08370779008753715,0.0026805233,0.10522462487500348,7.012061359456716e-08,0.09623432242795876
Int_Med_cFos_cyto,0.10522462487500348,3.025951789973023e-08,0.031076669277979474,0.08370779008753715,0.0026805233,0.10522462487500348,7.012061359456716e-08,0.09623432242795876
Int_MeanEdge_DNA_cell,-0.19907465870862515,4.678137726265071e-26,0.030105011553427596,0.013887262331619077,0.003332032,0.19907465870862515,2.398789770276345e-25,0.09609732404332494
Int_Med_DNA_cell,-0.028943728751336665,0.12852779081424506,0.0016928096038305585,0.15575196861692042,0.0013890187,0.028943728751336665,0.16388993431869345,0.0954829780828908
Int_MeanEdge_Cdh1_cell,-0.1571476446738223,1.0215095179989813e-16,0.056679708080631164,0.027015172525033826,0.0048872093,0.1571476446738223,3.907679267265944e-16,0.09432828814989751
Int_Med_p53_cyto,-0.02309290634982326,0.2252849810877636,0.004187985141618333,0.15542922909147716,0.0015378712,0.02309290634982326,0.26614549236348545,0.09371839038232632
Int_Med_p53_ring,-0.02309290634982326,0.2252849810877636,0.004187985141618333,0.15542922909147716,0.0015378712,0.02309290634982326,0.26614549236348545,0.09371839038232632
Int_MeanEdge_p27_cell,-0.17931421544369522,2.2784303609846284e-21,0.04328206378397703,0.01594073860595735,0.0011889901,0.17931421544369522,1.0360409754665952e-20,0.09324579960143668
Int_Med_CDK4_cell,0.09828133808582998,2.309445448733295e-07,0.015923540598380415,0.09174451192883204,0.006381061,0.09828133808582998,5.059785028588401e-07,0.09321434482683422
Int_Med_Bcl2_nuc,0.061877869499514807,0.001146557842737724,0.05396681660509872,0.0968932866397001,0.0041758637,0.061877869499514807,0.0018421362673319433,0.09282285994723462
Int_Med_CDK2_cell,-0.13665014731929784,5.665683027846727e-13,0.018614221146572518,0.06040704460062507,0.00883854,0.13665014731929784,1.8205728129480817e-12,0.09258937507993167
Int_Med_p21_cyto,-0.04899299173364124,0.010059004507090534,0.02863381755968497,0.11997618277978361,0.004562824,0.04899299173364124,0.014516287941370172,0.09242878322820633
Int_Med_p21_ring,-0.04899299173364124,0.010059004507090534,0.02863381755968497,0.11997618277978361,0.004562824,0.04899299173364124,0.014516287941370172,0.09242878322820633
Int_Med_cFos_cell,0.11223505652981727,3.39432904061227e-09,0.030149925001918043,0.06820353181077898,0.0033046221,0.11223505652981727,8.989376909753374e-09,0.09045869161707154
Int_MeanEdge_CDK2_cell,-0.19084935650876333,4.831293052266293e-24,0.04013664359913394,0.0,0.012188426,0.19084935650876333,2.4257117199920347e-23,0.08838073568324553
Int_Med_Cdt1_cell,-0.021134028369449512,0.26712368961205146,0.012413693944319903,0.14088203573455704,0.0029060317,0.021134028369449512,0.31099907824398265,0.08761323360145712
Int_Med_p16_cell,-0.0470697013474235,0.013411845512400475,0.003240918891454725,0.1263171067024862,0.005893241,0.0470697013474235,0.019013263344050083,0.08743685545128999
Int_Med_pCHK1_ring,0.01866619100179283,0.32703435900176364,0.003609263721233047,0.14650846653805694,0.0034302154,0.01866619100179283,0.366582700090349,0.086997451068329
Int_Med_pCHK1_cyto,0.01866619100179283,0.32703435900176364,0.003609263721233047,0.14650846653805694,0.0034302154,0.01866619100179283,0.366582700090349,0.086997451068329
Int_Med_bCat_cyto,-0.0029269861185564636,0.8778667306384798,0.00797602174085943,0.15392743001909004,0.006373212,0.0029269861185564636,0.8926830467673993,0.08598429252542071
Int_Med_bCat_ring,-0.0029269861185564636,0.8778667306384798,0.00797602174085943,0.15392743001909004,0.006373212,0.0029269861185564636,0.8926830467673993,0.08598429252542071
Int_MeanEdge_pH2AX_cell,-0.14883763862002602,3.898919270150772e-15,0.028600096716494328,0.03267390546183435,0.004900344,0.14883763862002602,1.423696278948994e-14,0.08561038002955967
Int_Med_ERK_nuc,-0.04219177167450063,0.026680868190100418,0.10063901828511779,0.0717749446743543,0.005764391,0.04219177167450063,0.03632818776166215,0.08550042445851294
Int_Med_S6_cell,0.09848727986970829,2.1785098675067505e-07,0.024290107439503994,0.0722497387594121,0.013303729,0.09848727986970829,4.816705303386484e-07,0.08536818374427345
Int_Med_pERK_cyto,-0.1247373171675302,4.875182072145952e-11,0.02698777733532265,0.05032561949720904,0.016871914,0.1247373171675302,1.4505171350458943e-10,0.08493819448609814
Int_Med_pERK_ring,-0.1247373171675302,4.875182072145952e-11,0.02698777733532265,0.05032561949720904,0.016871914,0.1247373171675302,1.4505171350458943e-10,0.08493819448609814
Int_MeanEdge_pp38_cell,-0.1502739949442502,2.107680447404231e-15,0.028246301054738465,0.02701994198751123,0.0065612323,0.1502739949442502,7.814630581914149e-15,0.08305135996670437
Int_Med_E2F1_cyto,0.02843818378450523,0.13533921440316354,0.0006037735921893272,0.13331849885677638,0.0014078638,0.02843818378450523,0.1707683281212692,0.08294201159804215
Int_Med_E2F1_ring,0.02843818378450523,0.13533921440316354,0.0006037735921893272,0.13331849885677638,0.0014078638,0.02843818378450523,0.1707683281212692,0.08294201159804215
Int_Med_BP1_cell,-0.04571271175415492,0.01633776338537266,0.004879464341563056,0.11761999091076003,0.0021089644,0.04571271175415492,0.022628741240659833,0.08272873852089663
Int_Med_DNA_cyto,-0.049456909424832496,0.009371512448478685,0.00537541859499302,0.11420960685950554,0.002360562,0.049456909424832496,0.013688087879293109,0.08254910820479223
Int_Med_DNA_ring,-0.049456909424832496,0.009371512448478685,0.00537541859499302,0.11420960685950554,0.002360562,0.049456909424832496,0.013688087879293109,0.08254910820479223
Int_MeanEdge_RB_cell,-0.15739859654985608,9.122479691904218e-17,0.013318901993731536,0.028658614003779448,0.00532828,0.15739859654985608,3.5459961383047047e-16,0.08230041047416409
Int_Med_E2F1_cell,0.04396401281832011,0.020925169771521784,0.0010890072063441947,0.11831844961159987,0.001434348,0.04396401281832011,0.02865321542577699,0.08126611264791003
Int_MeanEdge_pCHK1_cell,-0.1702349070120387,2.185732921677202e-19,0.02426240960706305,0.0107439544852026,0.001183696,0.1702349070120387,9.57748425680374e-19,0.08112555350655547
Int_MeanEdge_bCat_cell,-0.12662570985310673,2.471726094281822e-11,0.03646019839503789,0.033808474548753686,0.007303182,0.12662570985310673,7.540328971163533e-11,0.07969114588039695
Int_Med_p53_cell,0.009913395457826062,0.6027223348231684,0.002112751139712543,0.14000150661217514,0.0015723694,0.009913395457826062,0.634306037958007,0.07956321685159265
Int_Med_STAT3_nuc,0.11089699144424732,5.2082524773151165e-09,0.028961111821953933,0.04865164774072195,0.0058656647,0.11089699144424732,1.3643357032966774e-08,0.07909773365621743
Int_Med_p21_cell,-0.037143232133353896,0.05108307171127235,0.02338688292417801,0.10528178313707759,0.0024339892,0.037143232133353896,0.06916303529447548,0.07824665892391211
Int_MeanEdge_GSK3b_cell,-0.14003489423084065,1.483849564528741e-13,0.02421007454956925,0.0274454601970886,0.0032325063,0.14003489423084065,4.832537095289549e-13,0.07797269614386583
Int_Med_pp65_cyto,0.04625381596583965,0.01510982894117735,0.025750586374306605,0.0949217861540097,0.0017437553,0.04625381596583965,0.02117133008618454,0.07705272633832824
Int_Med_pp65_ring,0.04625381596583965,0.01510982894117735,0.025750586374306605,0.0949217861540097,0.0017437553,0.04625381596583965,0.02117133008618454,0.07705272633832824
Int_Med_pp38_cell,0.04607951551245458,0.015496193638031529,0.004879303865560125,0.10635133011348774,0.0022628584,0.04607951551245458,0.021587183044887853,0.07684158921768987
Int_Med_Bcl2_ring,-0.02322085454589954,0.22272482558338122,0.0026327753373960316,0.12363832283893395,0.0058268732,0.02322085454589954,0.26572615329502414,0.07628051450875577
Int_Med_Bcl2_cyto,-0.02322085454589954,0.22272482558338122,0.0026327753373960316,0.12363832283893395,0.0058268732,0.02322085454589954,0.26572615329502414,0.07628051450875577
Int_Med_CDK6_cyto,-0.04842524372610919,0.010961208785247544,0.006863336573997292,0.10219802985002868,0.002950774,0.04842524372610919,0.015631072883104488,0.07615119896694483
Int_Med_CDK6_ring,-0.04842524372610919,0.010961208785247544,0.006863336573997292,0.10219802985002868,0.002950774,0.04842524372610919,0.015631072883104488,0.07615119896694483
Int_MeanEdge_Cdt1_cell,-0.1646169970596091,3.2547168589195305e-18,0.031222974990679053,0.0,0.0046230946,0.1646169970596091,1.3523909706889773e-17,0.07521369132104735
Int_Med_pp27_cell,0.06119821396841916,0.00129960679974929,0.017687750380479983,0.08471057417787531,0.008034855,0.06119821396841916,0.00206056078118144,0.07514402476038617
Int_Med_pERK_cell,-0.10596157112035924,2.419792525163574e-08,0.02418329416952414,0.04735609134420926,0.01660518,0.10596157112035924,5.7173529271021696e-08,0.0749965124613902
Int_Med_Cdt1_ring,-0.0316974284092982,0.0959908429032562,0.013258680711488058,0.10888098226090914,0.0054658772,0.0316974284092982,0.12371012374162964,0.07495707376712094
Int_Med_Cdt1_cyto,-0.0316974284092982,0.0959908429032562,0.013258680711488058,0.10888098226090914,0.0054658772,0.0316974284092982,0.12371012374162964,0.07495707376712094
Int_Med_Bcl2_cell,-0.016893271554785802,0.3750787519511236,0.0024858985079273532,0.12467948196532674,0.005860786,0.016893271554785802,0.4146512808267009,0.07426290860295122
Int_Med_S6_cyto,0.07586815438434266,6.634996797722405e-05,0.022228931229969162,0.06900472563991045,0.014904039,0.07586815438434266,0.0001184293153517225,0.07396463315994425
Int_Med_S6_ring,0.07586815438434266,6.634996797722405e-05,0.022228931229969162,0.06900472563991045,0.014904039,0.07586815438434266,0.0001184293153517225,0.07396463315994425
