candidate_id,predicted_tg,nearest_vitrimer_idx,nearest_distance,nearest_acid_smiles,nearest_epoxide_smiles,nearest_actual_tg,nearest_md_tg
660,439.46587551716743,5526,0.8089665961845229,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,O=C(NCC1CO1)c1ccc(NC(=O)C2(CC3CO3)CCCC2)cc1,463.9671,551.3993
685,438.93709478206796,3644,0.7895915298726662,Cc1ccc(Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)cc1C,Cc1ccc(NC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,474.05914,562.4299
693,438.9052842980536,1283,0.7772580873251173,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,Cc1cc(NC(=O)c2ccc(C)c(OCC3CO3)c2)ccc1OCC1CO1,475.33984,563.8622
32,438.8253608606013,3487,0.8305677594207754,O=C(O)c1ccc2c(c1C(=O)O)C(=O)c1ccccc1C2=O,Cc1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1O,429.55118,515.006
17,438.1354933982319,5526,0.13274373512841275,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,O=C(NCC1CO1)c1ccc(NC(=O)C2(CC3CO3)CCCC2)cc1,463.9671,551.3993
687,437.9505148688126,3644,0.8244936709467379,Cc1ccc(Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)cc1C,Cc1ccc(NC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,474.05914,562.4299
689,437.52479416011846,3644,0.6944877691067434,Cc1ccc(Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)cc1C,Cc1ccc(NC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,474.05914,562.4299
661,436.7520488804995,5526,0.7781726450301815,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,O=C(NCC1CO1)c1ccc(NC(=O)C2(CC3CO3)CCCC2)cc1,463.9671,551.3993
691,434.5052537738627,1283,0.784570145008689,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,Cc1cc(NC(=O)c2ccc(C)c(OCC3CO3)c2)ccc1OCC1CO1,475.33984,563.8622
668,434.344764997982,5526,0.8275237800628246,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,O=C(NCC1CO1)c1ccc(NC(=O)C2(CC3CO3)CCCC2)cc1,463.9671,551.3993
692,434.0251540366209,1283,0.9260462965965965,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,Cc1cc(NC(=O)c2ccc(C)c(OCC3CO3)c2)ccc1OCC1CO1,475.33984,563.8622
616,433.91679244083264,8344,0.5832629538236713,O=C(O)c1ccc(C(=O)O)c(Nc2ccccc2)c1,CCOC(=O)c1ccccc1NC(=O)Cn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,452.0407,538.7398
662,433.8372709114177,5526,0.732616773737515,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,O=C(NCC1CO1)c1ccc(NC(=O)C2(CC3CO3)CCCC2)cc1,463.9671,551.3993
695,433.66876016275074,1283,0.741922826099907,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,Cc1cc(NC(=O)c2ccc(C)c(OCC3CO3)c2)ccc1OCC1CO1,475.33984,563.8622
696,433.6321622928719,1283,0.7928439172476712,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,Cc1cc(NC(=O)c2ccc(C)c(OCC3CO3)c2)ccc1OCC1CO1,475.33984,563.8622
667,433.59035853471505,5526,0.6664054939021581,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,O=C(NCC1CO1)c1ccc(NC(=O)C2(CC3CO3)CCCC2)cc1,463.9671,551.3993
58,433.5244998261125,3212,0.012234288925752047,O=C(O)c1ncn(Cc2ccccc2)c1C(=O)O,COCCn1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1=O,449.49713,536.0649
699,433.5198985064094,1283,0.7547754495875039,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,Cc1cc(NC(=O)c2ccc(C)c(OCC3CO3)c2)ccc1OCC1CO1,475.33984,563.8622
621,431.31156536438675,637,0.6363515046395385,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,454.3548,541.1776
87,431.073435524518,4652,0.0770530356575064,Cc1cc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n(C)n1,O=C(O)c1ccc(Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)cc1,470.95453,558.9915
613,430.9215508198375,8344,0.8371821483122326,O=C(O)c1ccc(C(=O)O)c(Nc2ccccc2)c1,CCOC(=O)c1ccccc1NC(=O)Cn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,452.0407,538.7398
768,430.8128677503669,7675,1.5028311459487882,Cc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c(C(=O)O)c1,Cc1ccccc1CCCn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,441.59488,527.7611
620,430.78515117160913,637,0.7689215872707443,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,454.3548,541.1776
682,430.4117692016514,3644,0.7768871900320785,Cc1ccc(Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)cc1C,Cc1ccc(NC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,474.05914,562.4299
612,430.1608716643259,8344,0.7472977175833752,O=C(O)c1ccc(C(=O)O)c(Nc2ccccc2)c1,CCOC(=O)c1ccccc1NC(=O)Cn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,452.0407,538.7398
619,430.04236047552075,8344,0.8562127614852117,O=C(O)c1ccc(C(=O)O)c(Nc2ccccc2)c1,CCOC(=O)c1ccccc1NC(=O)Cn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,452.0407,538.7398
470,429.9874157472143,7675,0.8114495505942849,Cc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c(C(=O)O)c1,Cc1ccccc1CCCn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,441.59488,527.7611
477,429.8135528807859,7675,0.8016079221365309,Cc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c(C(=O)O)c1,Cc1ccccc1CCCn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,441.59488,527.7611
624,429.78078516193426,637,0.8045916003765025,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,454.3548,541.1776
645,429.7580785883949,3306,0.7595093423395918,CC(C)(C)c1ccccc1NC(=O)Cn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,O=C(O)c1cc(NCC(=O)N(CC2CO2)CC2CO2)ccc1N1CCCCC1,458.70044,545.7768
564,429.7459877330351,3212,0.709683729710263,O=C(O)c1ncn(Cc2ccccc2)c1C(=O)O,COCCn1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1=O,449.49713,536.0649
656,429.7192407738772,3426,0.7990562669457024,CCNC(=O)c1cccc(NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c1,O=C(CN1CCC(C2CO2)CC1)N1CCN(C(=O)CN2CCC(C3CO3)CC2)CC1,463.38577,550.7762
569,429.64297948944557,3212,0.6809039084023875,O=C(O)c1ncn(Cc2ccccc2)c1C(=O)O,COCCn1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1=O,449.49713,536.0649
611,429.5341417920158,8344,0.7822544779081387,O=C(O)c1ccc(C(=O)O)c(Nc2ccccc2)c1,CCOC(=O)c1ccccc1NC(=O)Cn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,452.0407,538.7398
474,429.4617080093121,7675,0.8119723729860425,Cc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c(C(=O)O)c1,Cc1ccccc1CCCn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,441.59488,527.7611
675,429.3923467037523,4652,0.8721493522599544,Cc1cc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n(C)n1,O=C(O)c1ccc(Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)cc1,470.95453,558.9915
472,429.29900071379944,7675,0.6822407435584527,Cc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c(C(=O)O)c1,Cc1ccccc1CCCn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,441.59488,527.7611
567,429.2403070556969,3212,0.710821468964855,O=C(O)c1ncn(Cc2ccccc2)c1C(=O)O,COCCn1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1=O,449.49713,536.0649
479,429.1331137678837,7675,0.7019101061410921,Cc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c(C(=O)O)c1,Cc1ccccc1CCCn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,441.59488,527.7611
478,429.12329193320124,7675,0.7361932504656311,Cc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c(C(=O)O)c1,Cc1ccccc1CCCn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,441.59488,527.7611
673,428.98018644785594,4652,0.7465281104520336,Cc1cc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n(C)n1,O=C(O)c1ccc(Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)cc1,470.95453,558.9915
659,428.97638244316266,3426,0.7549903693472618,CCNC(=O)c1cccc(NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c1,O=C(CN1CCC(C2CO2)CC1)N1CCN(C(=O)CN2CCC(C3CO3)CC2)CC1,463.38577,550.7762
562,428.8069876356361,3212,0.7378392931483072,O=C(O)c1ncn(Cc2ccccc2)c1C(=O)O,COCCn1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1=O,449.49713,536.0649
670,428.654153643843,4652,0.735218822054368,Cc1cc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n(C)n1,O=C(O)c1ccc(Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)cc1,470.95453,558.9915
666,428.6203925250817,5526,0.8755350990134075,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,O=C(NCC1CO1)c1ccc(NC(=O)C2(CC3CO3)CCCC2)cc1,463.9671,551.3993
627,428.51253918333566,637,0.8284169769544554,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,454.3548,541.1776
622,428.50227933590793,637,0.6825686124566853,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,454.3548,541.1776
653,428.48042880888846,3426,0.7181840333079429,CCNC(=O)c1cccc(NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c1,O=C(CN1CCC(C2CO2)CC1)N1CCN(C(=O)CN2CCC(C3CO3)CC2)CC1,463.38577,550.7762
471,428.2760469821327,7675,0.7649573968708762,Cc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c(C(=O)O)c1,Cc1ccccc1CCCn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,441.59488,527.7611
475,428.25175095529136,7675,0.626899535886048,Cc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c(C(=O)O)c1,Cc1ccccc1CCCn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,441.59488,527.7611
629,428.2288681592278,637,0.7172780689289855,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,454.3548,541.1776
657,428.0585304642936,3426,0.8553825532517063,CCNC(=O)c1cccc(NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c1,O=C(CN1CCC(C2CO2)CC1)N1CCN(C(=O)CN2CCC(C3CO3)CC2)CC1,463.38577,550.7762
652,428.0362310155436,3426,0.8142168468145392,CCNC(=O)c1cccc(NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c1,O=C(CN1CCC(C2CO2)CC1)N1CCN(C(=O)CN2CCC(C3CO3)CC2)CC1,463.38577,550.7762
674,428.02165657146367,4652,0.6882672582680104,Cc1cc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n(C)n1,O=C(O)c1ccc(Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)cc1,470.95453,558.9915
677,427.94518596055144,4652,0.7946608512572592,Cc1cc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n(C)n1,O=C(O)c1ccc(Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)cc1,470.95453,558.9915
618,427.929199320365,8344,0.8480379951919768,O=C(O)c1ccc(C(=O)O)c(Nc2ccccc2)c1,CCOC(=O)c1ccccc1NC(=O)Cn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,452.0407,538.7398
499,427.81793350546707,1601,0.6666735423038276,O=C(O)c1ccc(C(=O)Nc2ccccc2C(=O)O)nc1,O=C(Cc1ccc2c(c1)OCO2)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,443.53748,529.804
565,427.81486512111206,3212,0.7798217950994542,O=C(O)c1ncn(Cc2ccccc2)c1C(=O)O,COCCn1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1=O,449.49713,536.0649
496,427.6999645838836,1601,0.7387138658648642,O=C(O)c1ccc(C(=O)Nc2ccccc2C(=O)O)nc1,O=C(Cc1ccc2c(c1)OCO2)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,443.53748,529.804
615,427.6950097988258,8344,0.8597134898202381,O=C(O)c1ccc(C(=O)O)c(Nc2ccccc2)c1,CCOC(=O)c1ccccc1NC(=O)Cn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,452.0407,538.7398
490,427.5727083224179,1601,0.7550064026303132,O=C(O)c1ccc(C(=O)Nc2ccccc2C(=O)O)nc1,O=C(Cc1ccc2c(c1)OCO2)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,443.53748,529.804
714,427.31556863730316,3944,7.474987746073887,Cc1cc(Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c2ccccc2n1,O=C(NCC1(O)CCC1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,406.18103,489.1232
658,427.23986752804353,3426,0.7148478732358948,CCNC(=O)c1cccc(NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c1,O=C(CN1CCC(C2CO2)CC1)N1CCN(C(=O)CN2CCC(C3CO3)CC2)CC1,463.38577,550.7762
545,427.19139827765713,6293,0.7104923368003552,Cc1ccc(NC(=O)NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c(C)c1,O=C(C(=O)N(CC1CO1)CC1CO1)c1ccccc1,447.30258,533.7586
493,427.09924236352236,1601,0.7156927799142557,O=C(O)c1ccc(C(=O)Nc2ccccc2C(=O)O)nc1,O=C(Cc1ccc2c(c1)OCO2)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,443.53748,529.804
610,426.9168136912116,8344,0.7945278930053916,O=C(O)c1ccc(C(=O)O)c(Nc2ccccc2)c1,CCOC(=O)c1ccccc1NC(=O)Cn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,452.0407,538.7398
669,426.88947756011714,5526,0.6836759532392813,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,O=C(NCC1CO1)c1ccc(NC(=O)C2(CC3CO3)CCCC2)cc1,463.9671,551.3993
547,426.84845540158886,6293,0.8158121385174826,Cc1ccc(NC(=O)NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c(C)c1,O=C(C(=O)N(CC1CO1)CC1CO1)c1ccccc1,447.30258,533.7586
684,426.7712490093431,3644,0.8082057102861825,Cc1ccc(Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)cc1C,Cc1ccc(NC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,474.05914,562.4299
623,426.57663118490245,637,0.648647035466084,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,454.3548,541.1776
560,426.47067705795877,3212,0.7307101856329963,O=C(O)c1ncn(Cc2ccccc2)c1C(=O)O,COCCn1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1=O,449.49713,536.0649
497,426.36814561286883,1601,0.6766600907664808,O=C(O)c1ccc(C(=O)Nc2ccccc2C(=O)O)nc1,O=C(Cc1ccc2c(c1)OCO2)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,443.53748,529.804
642,426.36800245672094,3306,0.7228343397908077,CC(C)(C)c1ccccc1NC(=O)Cn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,O=C(O)c1cc(NCC(=O)N(CC2CO2)CC2CO2)ccc1N1CCCCC1,458.70044,545.7768
566,426.25813368611205,3212,0.6844137015238877,O=C(O)c1ncn(Cc2ccccc2)c1C(=O)O,COCCn1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1=O,449.49713,536.0649
548,426.2438978251999,6293,0.7420749429215245,Cc1ccc(NC(=O)NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c(C)c1,O=C(C(=O)N(CC1CO1)CC1CO1)c1ccccc1,447.30258,533.7586
601,426.1791831711561,1357,0.8614036216482545,CCOC(=O)c1ccccc1NC(=O)Cn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,COC(=O)CC1CCN(CC(=O)N(CC2CO2)CC2CO2)CC1,451.63916,538.3162
561,426.1245721898024,3212,0.7501865983475083,O=C(O)c1ncn(Cc2ccccc2)c1C(=O)O,COCCn1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1=O,449.49713,536.0649
628,425.90389965760323,637,0.6978401863846702,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,454.3548,541.1776
678,425.900247201596,4652,0.7944660296917234,Cc1cc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n(C)n1,O=C(O)c1ccc(Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)cc1,470.95453,558.9915
608,425.84507604241696,1357,0.6995937007169305,CCOC(=O)c1ccccc1NC(=O)Cn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,COC(=O)CC1CCN(CC(=O)N(CC2CO2)CC2CO2)CC1,451.63916,538.3162
651,425.58944565721043,3426,0.7146591489516797,CCNC(=O)c1cccc(NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c1,O=C(CN1CCC(C2CO2)CC1)N1CCN(C(=O)CN2CCC(C3CO3)CC2)CC1,463.38577,550.7762
617,425.5723950104366,8344,0.7299843508688536,O=C(O)c1ccc(C(=O)O)c(Nc2ccccc2)c1,CCOC(=O)c1ccccc1NC(=O)Cn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,452.0407,538.7398
544,425.5661551675778,6293,0.7644709020676796,Cc1ccc(NC(=O)NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c(C)c1,O=C(C(=O)N(CC1CO1)CC1CO1)c1ccccc1,447.30258,533.7586
626,425.513969930821,637,0.6862299956712813,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,454.3548,541.1776
571,425.4779939007504,2253,0.6268010884787136,O=C(O)Cc1cccc(NC(=O)c2ccc(C(=O)O)nc2)c1,Cc1ccc(C(=O)Nc2cccc(CNC(=O)c3ccc(OCC4CO4)cc3OCC3CO3)c2)cc1,449.83124,536.4159
680,425.35430997151207,3644,0.9058075155977179,Cc1ccc(Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)cc1C,Cc1ccc(NC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,474.05914,562.4299
449,425.2318435101611,442,0.7450771551547334,O=C(Nc1ccc(C(=O)O)cc1)C(=O)N1CCCC1C(=O)O,CCc1cccc(Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)c1,440.6524,526.7696
443,425.1224382244468,442,0.794838858963797,O=C(Nc1ccc(C(=O)O)cc1)C(=O)N1CCCC1C(=O)O,CCc1cccc(Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)c1,440.6524,526.7696
643,425.0905482231524,3306,0.8408653824870681,CC(C)(C)c1ccccc1NC(=O)Cn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,O=C(O)c1cc(NCC(=O)N(CC2CO2)CC2CO2)ccc1N1CCCCC1,458.70044,545.7768
441,424.97051128892036,442,0.8521963307485085,O=C(Nc1ccc(C(=O)O)cc1)C(=O)N1CCCC1C(=O)O,CCc1cccc(Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)c1,440.6524,526.7696
655,424.7592556558528,3426,0.8641916127108649,CCNC(=O)c1cccc(NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c1,O=C(CN1CCC(C2CO2)CC1)N1CCN(C(=O)CN2CCC(C3CO3)CC2)CC1,463.38577,550.7762
563,424.75646272277874,3212,0.6924102434427806,O=C(O)c1ncn(Cc2ccccc2)c1C(=O)O,COCCn1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1=O,449.49713,536.0649
442,424.7343160530183,442,0.7743445604306489,O=C(Nc1ccc(C(=O)O)cc1)C(=O)N1CCCC1C(=O)O,CCc1cccc(Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)c1,440.6524,526.7696
494,424.72836561899237,1601,0.7013465644172069,O=C(O)c1ccc(C(=O)Nc2ccccc2C(=O)O)nc1,O=C(Cc1ccc2c(c1)OCO2)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,443.53748,529.804
520,424.68280058292316,4925,0.7260438426892839,O=C(O)c1ccc(Nc2ccnc(Nc3cccc(C(=O)O)c3)n2)cc1,O=C(Nc1ccc(C(=O)NCC2CO2)cc1)C(=O)N1CCC(C2CO2)CC1,446.1291,532.5263
568,424.64984952486185,3212,0.7723068716084927,O=C(O)c1ncn(Cc2ccccc2)c1C(=O)O,COCCn1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1=O,449.49713,536.0649
641,424.5678148422452,3306,0.7619926884033208,CC(C)(C)c1ccccc1NC(=O)Cn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,O=C(O)c1cc(NCC(=O)N(CC2CO2)CC2CO2)ccc1N1CCCCC1,458.70044,545.7768
665,424.5207518135492,5526,0.9038030530692417,O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,O=C(NCC1CO1)c1ccc(NC(=O)C2(CC3CO3)CCCC2)cc1,463.9671,551.3993
