hour,demand_mw,generation_mw,load_shed_mw,wind_dispatch_mw,gas_dispatch_mw,nuclear_dispatch_mw,wind_curtailment_mw,storage_charge_mw,storage_discharge_mw
56,86117.94812314054,24012.768875280915,62242.67924785962,13565.412293303592,8047.356581977324,2400.0,12019.934686029654,550.0,412.49999999999994
57,68816.06177926637,23314.991455773805,45713.57032349258,12867.63487379648,8047.356581977324,2400.0,10503.25429678222,550.0,337.4999999999999
58,52617.72243935958,22691.91459596386,29988.307843395727,12244.55801398653,8047.356581977324,2400.0,10713.796699665152,550.0,487.5
59,49277.935345286154,22202.660824711973,27212.77452057419,11755.304242734648,8047.356581977324,2400.0,6640.373280255914,550.0,412.49999999999994
60,60869.52900018201,22832.418941693868,38174.610058488135,12385.062359716541,8047.356581977324,2400.0,12748.143194882563,550.0,412.49999999999994
61,78207.47610465092,23430.843294780898,54914.132809870025,12983.486712803577,8047.356581977324,2400.0,11435.967920379175,550.0,412.49999999999994
62,87844.79651734792,24468.32099615219,63651.47552119573,14020.964414174861,8047.356581977324,2400.0,11745.547668502053,550.0,274.9999999999999
63,82313.05079525964,23741.449002486126,58571.601792773516,13294.092420508801,8047.356581977324,2400.0,5202.605158386206,550.0,550.0
64,65809.8663629549,22976.24515640337,42971.121206551536,12528.888574426044,8047.356581977324,2400.0,8838.860256380358,550.0,412.49999999999994
65,51002.76627633094,22138.7437969761,29001.522479354833,11691.387214998778,8047.356581977324,2400.0,8929.993973226688,550.0,412.49999999999994
66,49383.00170011338,22287.663913783876,27232.837786329506,11840.307331806553,8047.356581977324,2400.0,13422.322237095053,550.0,412.49999999999994
67,62514.39617427728,22996.847497307834,39655.048676969454,12549.490915330507,8047.356581977324,2400.0,16097.358387879227,550.0,412.49999999999994
68,80840.71314971327,23783.823004171838,57194.39014554142,13336.466422194515,8047.356581977324,2400.0,7873.470615244125,550.0,412.49999999999994
69,90959.67878398545,24235.352933887927,66936.82585009752,13787.9963519106,8047.356581977324,2400.0,11275.365827242382,550.0,337.4999999999999
70,85824.92187058723,23477.830765447947,62409.59110513928,13030.474183470626,8047.356581977324,2400.0,13153.466219111178,550.0,487.5
71,70107.65485829388,23204.648850576035,47040.50600771785,12757.292268598709,8047.356581977324,2400.0,11043.7596010507,550.0,412.49999999999994
72,56635.50363631498,22394.22965064922,34378.77398566576,11946.873068671897,8047.356581977324,2400.0,12261.874913879345,550.0,412.49999999999994
73,56620.13790111875,22509.93502785527,34247.70287326347,12062.578445877945,8047.356581977324,2400.0,12993.97844173067,550.0,412.49999999999994
74,71114.83016513872,23109.318703033983,48143.01146210472,12661.962121056658,8047.356581977324,2400.0,11383.087853819805,550.0,412.49999999999994
75,90206.55415287826,24099.36335529865,66244.69079757962,13652.006773321324,8047.356581977324,2400.0,12067.663464019934,550.0,412.49999999999994
76,100557.82680782868,24162.35214768195,76532.97466014673,13714.995565704625,8047.356581977324,2400.0,11306.797116820193,550.0,412.49999999999994
77,95555.64859477608,24032.835836076563,71660.31275869953,13585.479254099242,8047.356581977324,2400.0,11322.30975397841,550.0,412.49999999999994
78,80339.74298166155,23397.39170208366,57079.85127957789,12950.03512010634,8047.356581977324,2400.0,12607.48725365274,550.0,412.49999999999994
79,67881.41898237847,23166.809960665832,44927.10902171264,12719.453378688508,8047.356581977324,2400.0,16477.16037563556,550.0,337.4999999999999
80,69098.82128232636,22942.58733661947,46218.73394570689,12495.230754642143,8047.356581977324,2400.0,17996.994641799392,550.0,487.5
81,84535.28396292054,23414.17692853893,61258.6070343816,12966.820346561606,8047.356581977324,2400.0,10019.814477993848,550.0,412.49999999999994
82,103937.29134829603,24401.47151722252,79673.3198310735,13954.114935245194,8047.356581977324,2400.0,15776.19235016941,550.0,412.49999999999994
83,114053.45174477737,24721.717772305972,89469.23397247138,14274.36119032865,8047.356581977324,2400.0,14063.131373681474,550.0,412.49999999999994
84,108716.05971383513,24360.830736543772,84492.72897729138,13913.474154566446,8047.356581977324,2400.0,12035.512918650382,550.0,412.49999999999994
85,93528.76260335391,23643.49574009652,70022.76686325738,13196.139158119198,8047.356581977324,2400.0,14030.830279870343,550.0,412.49999999999994
86,81590.99056926268,23369.62155377777,58358.86901548491,12922.26497180045,8047.356581977324,2400.0,14379.860902161083,550.0,412.49999999999994
87,83514.80138557771,23561.21024939024,60091.091136187475,13113.853667412915,8047.356581977324,2400.0,15246.92306824293,550.0,412.49999999999994
88,99335.7908797986,24288.36401733649,75184.9268624621,13841.007435359172,8047.356581977324,2400.0,12470.957917124171,550.0,412.49999999999994
89,118477.49677507051,25608.597442497703,93006.39933257282,15161.240860520375,8047.356581977324,2400.0,12074.284450589534,550.0,412.49999999999994
90,127796.4484380248,25488.0800822085,102445.86835581633,15040.723500231172,8047.356581977324,2400.0,9908.706048648186,550.0,412.49999999999994
91,121582.06440183186,25139.323670927304,96580.24073090455,14691.967088949981,8047.356581977324,2400.0,8984.874232119557,550.0,412.49999999999994
92,105897.09353348776,24501.293800983476,81533.29973250425,14053.937219006155,8047.356581977324,2400.0,15159.562222274788,550.0,412.49999999999994
93,93953.64653007101,23919.98568113213,70171.16084893889,13472.629099154801,8047.356581977324,2400.0,9292.719523227306,550.0,412.49999999999994
94,96045.74790747778,24038.738640899497,72144.50926657829,13591.382058922174,8047.356581977324,2400.0,10701.055324903407,550.0,412.49999999999994
95,111704.23495190933,24847.84480202204,86993.89014988732,14400.488220044717,8047.356581977324,2400.0,12224.692912612798,550.0,412.49999999999994
96,130047.63779090693,25697.408111507728,104562.7296793992,15250.051529530403,8047.356581977324,2400.0,9239.652430539682,550.0,337.4999999999999
97,138061.90147690583,25741.963735364232,112382.43774154161,15294.607153386909,8047.356581977324,2400.0,9763.489125338667,550.0,487.5
98,130504.44865901557,25628.686108294223,105013.26255072137,15181.329526316898,8047.356581977324,2400.0,7524.305478320026,550.0,412.49999999999994
99,113891.23614488583,24912.681495975685,89116.05464891011,14465.324913998362,8047.356581977324,2400.0,5638.5431045702335,550.0,412.49999999999994
100,101530.91737152977,24246.205855479362,77422.2115160504,13798.84927350204,8047.356581977324,2400.0,8554.671254909761,550.0,412.49999999999994
101,103387.33641723628,24493.88533205102,79030.95108518525,14046.528750073696,8047.356581977324,2400.0,8836.485871237364,550.0,412.49999999999994
102,118489.50562010828,24894.72401839563,93732.28160171265,14447.367436418303,8047.356581977324,2400.0,4611.96224362932,550.0,412.49999999999994
103,135668.45240185832,25715.9830032799,110089.96939857843,15268.626421302573,8047.356581977324,2400.0,7660.496891564317,550.0,412.49999999999994
104,142059.8827621259,25914.581207942556,116282.80155418333,15467.224625965231,8047.356581977324,2400.0,6936.758191047274,550.0,412.49999999999994
105,132898.38010933058,25710.723545391586,107325.156563939,15263.36696341426,8047.356581977324,2400.0,6115.728454790101,550.0,412.49999999999994
106,115145.42415738238,25086.517354758314,90196.40680262407,14639.160772780993,8047.356581977324,2400.0,9252.1658412051,550.0,412.49999999999994
107,102188.70425681712,24328.340147989067,77997.86410882806,13880.983566011744,8047.356581977324,2400.0,10890.143412709673,550.0,412.49999999999994
108,103648.896408315,24664.617988688817,79121.7784196262,14217.261406711494,8047.356581977324,2400.0,12017.528208624866,550.0,412.49999999999994
109,118055.45606544595,24989.668583611434,93203.28748183453,14542.312001634105,8047.356581977324,2400.0,9173.397707174194,550.0,412.49999999999994
110,133968.38372878337,25610.610126743137,108557.77360204021,15163.253544765816,8047.356581977324,2400.0,6696.592683295669,550.0,349.9999999999999
111,138691.79150469476,25538.960234622104,113227.83127007267,15091.60365264478,8047.356581977324,2400.0,7857.16052395503,550.0,475.0
112,127944.3730277552,25140.61980730803,102941.25322044716,14693.26322533071,8047.356581977324,2400.0,6251.067988253005,550.0,412.49999999999994
113,109123.24847957573,24511.19756150459,84749.55091807112,14063.840979527264,8047.356581977324,2400.0,8324.98292439192,550.0,412.49999999999994
114,95675.93147498724,24032.823794545107,71780.60768044213,13585.467212567779,8047.356581977324,2400.0,10062.694091615485,550.0,412.49999999999994
115,96865.81793219053,24372.819006410275,72630.49892578025,13925.46242443295,8047.356581977324,2400.0,14157.772075759529,550.0,412.49999999999994
116,110724.16345752699,24553.0359339669,86446.12752356008,14105.679351989576,8047.356581977324,2400.0,13817.485956362494,550.0,274.9999999999999
117,125555.1840756704,25139.137326763463,100416.04674890696,14691.780744786138,8047.356581977324,2400.0,15780.792478201958,550.0,550.0
118,128848.19814809348,25569.30929623533,103416.38885185815,15121.952714258003,8047.356581977324,2400.0,11156.314106648857,550.0,412.49999999999994
119,116810.68653688178,24661.560744158516,92286.62579272322,14214.204162181193,8047.356581977324,2400.0,11568.09725194986,550.0,412.49999999999994
120,97263.35196354463,24086.92636343671,73313.92560010793,13639.56978145939,8047.356581977324,2400.0,9939.560118468595,550.0,412.49999999999994
121,83692.71428987774,23474.947147737003,60355.26714214074,13027.590565759678,8047.356581977324,2400.0,16017.702684566699,550.0,412.49999999999994
122,84989.80715061747,23817.836790041663,61384.470360575826,13370.480208064339,8047.356581977324,2400.0,12488.949491398493,550.0,337.4999999999999
123,98688.32676251653,24249.929562476224,74500.8972000403,13802.5729804989,8047.356581977324,2400.0,13400.194583762604,550.0,487.5
124,112850.94963468135,24641.501035909718,88346.94859877168,14194.144453932395,8047.356581977324,2400.0,13372.438632523688,550.0,412.49999999999994
125,115167.44877496787,24872.44372849315,90432.50504647473,14425.087146515827,8047.356581977324,2400.0,14408.770993319165,550.0,412.49999999999994
126,102336.86503184249,24429.327183196838,78045.03784864566,13981.97060121951,8047.356581977324,2400.0,11823.702493531531,550.0,412.49999999999994
127,82589.69784764646,23558.021766183636,59169.176081462836,13110.665184206311,8047.356581977324,2400.0,15552.00205883619,550.0,412.49999999999994
128,69429.56219455296,23116.983957255434,46450.07823729753,12669.627375278113,8047.356581977324,2400.0,12673.658213136427,550.0,412.49999999999994
129,71359.63267112595,23143.4266932158,48491.205977910155,12696.070111238469,8047.356581977324,2400.0,14571.152014513562,550.0,274.9999999999999
130,85416.5508632944,23705.8544546373,61710.69640865711,13258.497872659977,8047.356581977324,2400.0,10170.570851867982,550.0,550.0
131,99435.30706257217,24230.570149806637,75342.23691276553,13783.21356782931,8047.356581977324,2400.0,7128.34689326206,550.0,412.49999999999994
132,101320.4706143007,24456.16953762983,77001.80107667088,14008.812955652504,8047.356581977324,2400.0,11583.92259033978,550.0,412.49999999999994
133,88264.21046624168,24041.862209974235,64422.34825626743,13594.505627996909,8047.356581977324,2400.0,12833.832941501712,550.0,349.9999999999999
134,68892.06500471015,22984.398506744794,45982.66649796536,12537.041924767469,8047.356581977324,2400.0,12489.402823668352,550.0,475.0
135,56702.53622268753,22313.001447237664,34527.03477544986,11865.644865260341,8047.356581977324,2400.0,9579.540011128784,550.0,412.49999999999994
136,59795.83986745346,22481.566000568208,37514.27386688527,12034.209418590883,8047.356581977324,2400.0,13218.939134881624,550.0,349.9999999999999
137,74712.7407283401,23484.718262404138,51303.02246593595,13037.361680426813,8047.356581977324,2400.0,9800.273847521672,550.0,475.0
138,89074.80974788018,23588.05866364627,65624.25108423391,13140.702081668942,8047.356581977324,2400.0,9487.816046779239,550.0,412.49999999999994
139,91015.66282535729,24024.353131493932,67203.05317960402,13576.996549516609,8047.356581977324,2400.0,10814.94529235778,550.0,338.2565142593389
140,78221.79973499007,23448.23647077394,54836.81977847547,13000.879888796619,8047.356581977324,2400.0,8412.707470903715,550.0,486.74348574066096
141,59698.93163280251,22652.487998246103,37183.94363455641,12205.13141626878,8047.356581977324,2400.0,6875.181885276117,550.0,412.49999999999994
142,48918.81301906227,22322.148421458503,26734.16459760378,11874.791839481179,8047.356581977324,2400.0,7148.601022413689,550.0,412.49999999999994
143,53564.85005496858,22697.425486839722,31004.924568128852,12250.068904862397,8047.356581977324,2400.0,9541.678190036451,550.0,412.49999999999994
144,69684.59771934318,22995.03454617282,46827.063173170354,12547.677964195496,8047.356581977324,2400.0,10443.136640197863,550.0,412.49999999999994
145,84701.66794013423,23631.91931644451,61207.24862368972,13184.562734467185,8047.356581977324,2400.0,13645.985658438,550.0,412.49999999999994
146,86993.63964775876,23955.794490287455,63175.34515747129,13508.43790831013,8047.356581977324,2400.0,7464.760370887045,550.0,412.49999999999994
147,74742.93040102781,23540.969718138967,51339.46068288886,13093.613136161643,8047.356581977324,2400.0,10623.674028166673,550.0,412.49999999999994
148,57321.191076417315,22840.079005797237,34618.612070620075,12392.722423819914,8047.356581977324,2400.0,14111.828968469834,550.0,412.49999999999994
149,48153.08393059395,22271.82194293953,26018.76198765442,11824.465360962204,8047.356581977324,2400.0,13624.879728482989,550.0,412.49999999999994
150,54493.270258090415,22186.17634103634,32444.59391705408,11738.819759059013,8047.356581977324,2400.0,12286.060706110606,550.0,412.49999999999994
151,71900.8519040033,23508.972220743977,48529.379683259336,13061.61563876665,8047.356581977324,2400.0,14154.473417065215,550.0,412.49999999999994
152,87618.67213695297,23951.032556168047,63805.13958078493,13503.67597419072,8047.356581977324,2400.0,13594.947385639716,550.0,412.49999999999994
153,90284.3439445648,24184.881702647064,66236.96224191773,13737.525120669738,8047.356581977324,2400.0,13320.367681888489,550.0,412.49999999999994
154,78578.62909424721,23405.908991357188,55385.22010289004,12958.552409379861,8047.356581977324,2400.0,13090.342332487824,550.0,337.4999999999999
155,62225.94137619687,22522.028081942277,39766.413294254584,12074.671499964952,8047.356581977324,2400.0,14419.060068424998,550.0,487.5
156,54585.170793725876,22526.681800383325,32195.988993342544,12079.325218406007,8047.356581977324,2400.0,11428.836508828972,550.0,412.49999999999994
157,62472.51827543611,22984.18824933539,39688.330026100724,12536.831667358065,8047.356581977324,2400.0,13192.777042051166,550.0,349.9999999999999
158,80965.69922625553,23363.616109349932,57677.0831169056,12916.259527372611,8047.356581977324,2400.0,13780.116173828306,550.0,475.0
159,97145.84969868607,24698.078898042,72585.2708006441,14250.722316064677,8047.356581977324,2400.0,12396.149599239427,550.0,412.49999999999994
160,99927.92236730369,23815.69383021791,76249.7285370858,13368.337248240587,8047.356581977324,2400.0,12628.283970448934,550.0,412.49999999999994
161,88494.32528680332,23809.07176729035,64822.75351951296,13361.715185313024,8047.356581977324,2400.0,16403.823042075877,550.0,412.49999999999994
162,72910.10946770178,23503.0554149002,49544.5540528016,13055.698832922875,8047.356581977324,2400.0,18380.116635750215,550.0,412.49999999999994
163,66451.31678324127,23026.41618079796,43637.400602443304,12579.059598820635,8047.356581977324,2400.0,12744.608074784337,550.0,337.4999999999999
164,75488.0560063963,23435.12517516085,52115.430831235455,12987.768593183524,8047.356581977324,2400.0,16050.405097630039,550.0,487.5
165,94625.81105969734,23941.89035693743,70896.42070275992,13494.53377496011,8047.356581977324,2400.0,13000.214350202456,550.0,337.4999999999999
166,110804.64385184164,24497.294492890214,86369.84935895141,14049.937910912893,8047.356581977324,2400.0,10774.908068005567,550.0,487.5
167,113235.03081712824,24795.21762728811,88577.31318984012,14347.861045310792,8047.356581977324,2400.0,17047.793816880094,550.0,412.49999999999994
