snapshot,onshore wind_Bus1,onshore wind_Bus2,onshore wind_Bus3,onshore wind_Bus4,onshore wind_Bus5,onshore wind_Bus6,onshore wind_Bus7,onshore wind_Bus8,onshore wind_Bus9,onshore wind_Bus10,onshore wind_Bus11,onshore wind_Bus12,onshore wind_Bus13,onshore wind_Bus14,onshore wind_Bus15,onshore wind_Bus16,onshore wind_Bus17,onshore wind_Bus18,onshore wind_Bus19,onshore wind_Bus20,gas_Bus1,gas_Bus2,gas_Bus3,gas_Bus4,gas_Bus5,gas_Bus6,gas_Bus7,gas_Bus8,gas_Bus9,gas_Bus10,gas_Bus11,gas_Bus12,gas_Bus13,gas_Bus14,gas_Bus15,gas_Bus16,gas_Bus17,gas_Bus18,gas_Bus19,gas_Bus20,nuclear_Bus2,nuclear_Bus8,nuclear_Bus14,LS_Bus1,LS_Bus2,LS_Bus3,LS_Bus4,LS_Bus5,LS_Bus6,LS_Bus7,LS_Bus8,LS_Bus9,LS_Bus10,LS_Bus11,LS_Bus12,LS_Bus13,LS_Bus14,LS_Bus15,LS_Bus16,LS_Bus17,LS_Bus18,LS_Bus19,LS_Bus20
25,0.0,0.0,3572.3719,4572.2965,3669.1596,184.78806,144.05917,80.812973,154.18241,116.52137,25.0,218.99931,227.63518,91.23919,156.99142,144.06341,42.636704,135.11887,244.7068,158.02568,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,138.30252,14405.634,-0.0,2256.1231,-0.0,17536.099,7088.8269,7633.2705,-0.0,2445.181,17306.152,698.56343,-0.0,4956.1283,10942.019
26,0.0,0.0,5836.9513,6508.1349,133.72816,282.87383,171.11992,117.49694,204.48557,186.82172,67.268049,179.48793,195.34294,49.963078,179.18272,163.85087,67.895008,215.73945,232.5539,142.64165,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,11180.086,-0.0,9927.3515,-0.0,644.28108,18765.159,-0.0,7240.4284,14815.792,-0.0,18537.267,-0.0,8270.8151,-0.0,11952.915
27,0.0,108.68773,5819.2564,5050.748,1954.3122,148.63656,126.4989,100.72589,206.4312,247.46233,42.070551,204.85259,120.60207,72.70298,236.53899,176.34446,25.0,153.39496,109.11244,86.213737,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,8181.6958,-0.0,15312.752,6864.0579,4759.8579,-0.0,19102.52,-0.0,8003.2375,8196.8457,19379.147,6594.3965,3755.9444,-0.0,12689.284
28,0.0,59.282627,4112.5218,6175.6277,2458.2807,196.83337,150.28676,132.40825,238.77724,134.47313,198.92847,348.40396,111.04867,97.425226,181.85607,145.03196,50.716647,218.9485,135.90444,80.439764,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,1826.4712,15875.602,1697.5592,-0.0,5035.1167,9258.4664,18731.546,7509.9459,-0.0,8038.6308,19171.012,6397.528,3316.0319,-0.0,12504.497
29,0.0,0.0,5633.7585,5787.372,743.81301,241.93314,100.19371,68.988241,265.66936,86.253703,89.083239,145.57884,199.52828,60.523757,130.60925,54.118112,62.836074,186.76941,170.23253,102.78618,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,683.01319,14972.055,-0.0,9643.912,4182.028,8143.2823,6115.4013,-0.0,6725.7166,17018.178,8056.5787,-0.0,7088.1278,-0.0,11522.893
30,0.0,0.0,5604.5987,5861.1736,0.0,297.98994,99.770768,133.83215,267.68896,103.34762,112.71226,236.35602,72.663114,57.415561,304.28355,198.0515,67.724821,220.82093,158.96492,32.315136,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13360.41,-0.0,-0.0,477.84481,16782.97,-0.0,9004.9855,-0.0,12272.563,-0.0,14211.301,-0.0,-0.0,10546.675
31,0.0,0.0,6614.5083,4589.51,0.0,211.49145,25.0,65.577504,193.6063,171.92276,143.78297,248.33001,203.54841,100.55359,290.23312,205.67142,73.48326,154.32232,102.60977,78.905275,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,9066.3093,3617.1294,2542.7711,-0.0,-0.0,3038.2916,12473.324,-0.0,14894.828,1348.8203,-0.0,8966.4549,-0.0,4295.2818,10108.229
32,0.0,0.0,4550.7458,6988.1673,0.0,180.61982,128.70945,141.91158,210.85415,62.62567,128.80939,278.81675,66.310983,53.285065,159.29468,163.41573,88.95103,221.66121,171.31249,25.0,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,3683.0673,-0.0,10908.786,-0.0,-0.0,16906.705,6537.8402,2840.568,-0.0,15942.443,-0.0,1425.6567,9818.9406,-0.0,10663.485
33,0.0,0.0,6194.7117,5977.3702,0.0,294.71873,95.954742,113.54428,228.22472,47.954279,222.33072,227.32389,134.06278,63.114934,259.46983,63.300455,123.80269,72.014123,153.17504,130.07429,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,642.4636,14986.918,-0.0,-0.0,3890.4538,18023.682,6125.3842,-0.0,13637.685,-0.0,18060.824,-0.0,7188.063,-0.0,11506.291
34,0.0,0.0,6413.5595,6161.4246,0.0,119.39601,125.88147,133.03237,195.09769,58.170233,117.6754,234.08732,77.595287,161.8705,199.21721,100.12928,152.48199,214.77835,119.83818,25.0,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,7065.0306,-0.0,14699.589,-0.0,9973.8798,-0.0,18433.638,9223.7537,5023.9262,-0.0,14767.425,-0.0,12706.268,-0.0,12214.526
35,0.0,2631.9698,4406.8705,5352.7895,0.0,72.047382,25.0,242.23493,280.03546,30.564778,169.7949,193.80972,117.33396,81.457341,235.24069,100.79654,86.125753,143.47609,81.174591,176.00217,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,10918.997,-0.0,-0.0,15902.835,-0.0,3052.5262,18146.33,-0.0,15964.282,-0.0,5729.0022,15805.357,-0.0,2315.589,11789.035
36,0.0,0.0,5129.5152,5746.1092,834.29939,193.45625,180.14291,244.92928,215.23007,81.910941,133.97013,220.1228,54.537507,183.45887,232.84878,123.08601,69.02137,284.48062,161.51366,93.371975,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4166.4414,8034.1455,-0.0,13546.338,7228.4837,4511.8009,-0.0,5754.7692,6154.908,12037.538,-0.0,10232.861,-0.0,10851.123
37,0.0,0.0,4379.7254,6388.3386,226.95995,135.33565,71.143062,229.8417,217.51869,156.23545,115.64482,181.50013,69.715206,184.51577,200.94809,119.87224,88.117219,260.55545,182.88787,109.24844,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12044.168,-0.0,5714.9571,-0.0,4009.9215,-0.0,16241.652,4421.3665,-0.0,781.21885,13925.537,4343.5744,3704.8306,-0.0
38,0.0,0.0,6212.3543,4523.1012,0.0,98.123569,137.55493,152.67378,203.31665,92.075026,160.89439,220.63162,77.643379,86.081429,166.59442,44.491956,127.11842,240.9023,68.106314,99.080891,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,8376.5021,2807.2248,-0.0,-0.0,7125.1042,-0.0,10499.11,5742.5053,-0.0,-0.0,4004.5939,11246.61,-0.0,-0.0,9386.595
