total_wind_mw,total_gas_mw,total_nuclear_mw,total_demand_mw,total_load_shed_mw,wind_available_mw,wind_curtailment_mw
14136.861192,8047.35656,2400.0,114053.45174477737,89469.2339,57500.0,43363.138808
13775.974191000001,8047.35656,2400.0,108716.05971383513,84492.72856999999,57500.0,43724.025809
13058.639129000001,8047.35656,2400.0,93528.76260335391,70022.7662,57500.0,44441.360871
12784.765001999998,8047.35656,2400.0,81590.99056926268,58358.869009999995,57500.0,44715.234998
12976.353592000001,8047.35656,2400.0,83514.80138557771,60091.0916,57500.0,44523.646408
13703.507410000004,8047.35656,2400.0,99335.7908797986,75184.92719999999,57500.0,43796.492589999994
15023.740916999997,8047.35656,2400.0,118477.49677507051,93006.3988,57500.0,42476.259083000004
14903.223523999995,8047.35656,2400.0,127796.4484380248,102445.86849000001,57500.0,42596.77647600001
14554.467094999998,8047.35656,2400.0,121582.06440183186,96580.23989999999,57500.0,42945.532905
13916.437219999998,8047.35656,2400.0,105897.09353348776,81533.29879999999,57500.0,43583.56278
13335.129132,8047.35656,2400.0,93953.64653007101,70171.16101,57500.0,44164.870868
13453.882094000002,8047.35656,2400.0,96045.74790747778,72144.50779999999,57500.0,44046.117906
14262.988178000003,8047.35656,2400.0,111704.23495190933,86993.8901,57500.0,43237.011822
15037.551477,8047.35656,2400.0,130047.63779090693,104562.73030000001,57500.0,42462.448523
15232.107198999998,8047.35656,2400.0,138061.90147690583,112382.43749999999,57500.0,42267.892801
15043.829562,8047.35656,2400.0,130504.44865901557,105013.2624,57500.0,42456.170438
14327.824872999998,8047.35656,2400.0,113891.23614488583,89116.0548,57500.0,43172.175127
13661.349245000003,8047.35656,2400.0,101530.91737152977,77422.2109,57500.0,43838.650754999995
13909.028698999997,8047.35656,2400.0,103387.33641723628,79030.9514,57500.0,43590.971301000005
14309.867361999997,8047.35656,2400.0,118489.50562010828,93732.28229999999,57500.0,43190.132638
15131.126467999995,8047.35656,2400.0,135668.45240185832,110089.9689,57500.0,42368.873532000005
15329.724594,8047.35656,2400.0,142059.8827621259,116282.8011,57500.0,42170.275406
15125.867006,8047.35656,2400.0,132898.38010933058,107325.1569,57500.0,42374.132994
14501.660799,8047.35656,2400.0,115145.42415738238,90196.4076,57500.0,42998.339201
13743.483521000002,8047.35656,2400.0,102188.70425681712,77997.86411,57500.0,43756.516479
14079.761410000003,8047.35656,2400.0,103648.896408315,79121.7784,57500.0,43420.23858999999
14404.811984,8047.35656,2400.0,118055.45606544595,93203.2882,57500.0,43095.188016
14963.253564999999,8047.35656,2400.0,133968.38372878337,108557.7733,57500.0,42536.746435
15016.603679000003,8047.35656,2400.0,138691.79150469476,113227.8313,57500.0,42483.39632099999
14555.763276999996,8047.35656,2400.0,127944.3730277552,102941.25347,57500.0,42944.236723
13926.340914,8047.35656,2400.0,109123.24847957573,84749.5512,57500.0,43573.659086
13447.967168000003,8047.35656,2400.0,95675.93147498724,71780.60775,57500.0,44052.032832
13787.962360999998,8047.35656,2400.0,96865.81793219053,72630.4999,57500.0,43712.037639
13830.679421999997,8047.35656,2400.0,110724.16345752699,86446.12783000001,57500.0,43669.320578
14691.780761,8047.35656,2400.0,125555.1840756704,100416.04530000001,57500.0,42808.219239
14984.452715999996,8047.35656,2400.0,128848.19814809348,103416.38885999999,57500.0,42515.547284
14076.704173000002,8047.35656,2400.0,116810.68653688178,92286.6262,57500.0,43423.295826999994
13502.069791999998,8047.35656,2400.0,97263.35196354463,73313.9264,57500.0,43997.930208000005
12890.090531999998,8047.35656,2400.0,83692.71428987774,60355.267120000004,57500.0,44609.909468
13157.980251000003,8047.35656,2400.0,84989.80715061747,61384.470400000006,57500.0,44342.019749
13740.072955,8047.35656,2400.0,98688.32676251653,74500.89763,57500.0,43759.927045000004
14056.644458000002,8047.35656,2400.0,112850.94963468135,88346.94820000001,57500.0,43443.355542
14287.587168999999,8047.35656,2400.0,115167.44877496787,90432.50399999999,57500.0,43212.412831
13844.470603000002,8047.35656,2400.0,102336.86503184249,78045.0379,57500.0,43655.529397
12973.165178,8047.35656,2400.0,82589.69784764646,59169.1765,57500.0,44526.834822000004
12532.127375,8047.35656,2400.0,69429.56219455296,46450.0784,57500.0,44967.872625
12421.070179,8047.35656,2400.0,71359.63267112595,48491.2057,57500.0,45078.929821
13258.497902000001,8047.35656,2400.0,85416.5508632944,61710.696500000005,57500.0,44241.502098
13645.713469,8047.35656,2400.0,99435.30706257217,75342.23676,57500.0,43854.286531
13871.312939000003,8047.35656,2400.0,101320.4706143007,77001.8007,57500.0,43628.687061
13394.505672000003,8047.35656,2400.0,88264.21046624168,64422.3485,57500.0,44105.494328
12462.041926000005,8047.35656,2400.0,68892.06500471015,45982.6663,57500.0,45037.958073999995
11728.144864,8047.35656,2400.0,56702.53622268753,34527.0343,57500.0,45771.855136
11834.209469,8047.35656,2400.0,59795.83986745346,37514.2739,57500.0,45665.790531
12962.361787000003,8047.35656,2400.0,74712.7407283401,51303.02220000001,57500.0,44537.638213
13003.202016999998,8047.35656,2400.0,89074.80974788018,65624.2519,57500.0,44496.797983000004
13365.253085000002,8047.35656,2400.0,91015.66282535729,67203.05299999999,57500.0,44134.746914999996
12937.623365999993,8047.35656,2400.0,78221.79973499007,54836.81970000001,57500.0,44562.37663400001
12067.631371,8047.35656,2400.0,59698.93163280251,37183.943049999994,57500.0,45432.368629000004
11737.291889999999,8047.35656,2400.0,48918.81301906227,26734.164299999997,57500.0,45762.70811
12112.568852000002,8047.35656,2400.0,53564.85005496858,31004.924460000002,57500.0,45387.431147999996
12410.177926000002,8047.35656,2400.0,69684.59771934318,46827.063299999994,57500.0,45089.822073999996
13047.062800999998,8047.35656,2400.0,84701.66794013423,61207.248700000004,57500.0,44452.937199
13370.93792,8047.35656,2400.0,86993.63964775876,63175.344800000006,57500.0,44129.06208
12956.113047000003,8047.35656,2400.0,74742.93040102781,51339.460300000006,57500.0,44543.886952999994
12255.222349999998,8047.35656,2400.0,57321.191076417315,34618.61196,57500.0,45244.77765
11686.965324999997,8047.35656,2400.0,48153.08393059395,26018.76185,57500.0,45813.034675
11601.319793999997,8047.35656,2400.0,54493.270258090415,32444.5936,57500.0,45898.680206000005
12924.115530999998,8047.35656,2400.0,71900.8519040033,48529.37939999999,57500.0,44575.884469000004
13366.176026000001,8047.35656,2400.0,87618.67213695297,63805.1397,57500.0,44133.823974
13600.025067999999,8047.35656,2400.0,90284.3439445648,66236.96214,57500.0,43899.974932
12746.052488,8047.35656,2400.0,78578.62909424721,55385.22020000001,57500.0,44753.947512
12012.171475000003,8047.35656,2400.0,62225.94137619687,39766.41320000001,57500.0,45487.828525
11941.825216000001,8047.35656,2400.0,54585.170793725876,32195.989,57500.0,45558.174784
12336.831629999999,8047.35656,2400.0,62472.51827543611,39688.33023,57500.0,45163.16837
12841.259555999997,8047.35656,2400.0,80965.69922625553,57677.0835,57500.0,44658.740444
14113.222375000001,8047.35656,2400.0,97145.84969868607,72585.2715,57500.0,43386.777625
13230.837189999998,8047.35656,2400.0,99927.92236730369,76249.7291,57500.0,44269.16281
13224.215129000004,8047.35656,2400.0,88494.32528680332,64822.753540000005,57500.0,44275.784870999996
12918.198788000002,8047.35656,2400.0,72910.10946770178,49544.5548,57500.0,44581.801212
12366.559600999997,8047.35656,2400.0,66451.31678324127,43637.4007,57500.0,45133.440399
12925.268509999998,8047.35656,2400.0,75488.0560063963,52115.431399999994,57500.0,44574.731490000006
13282.033716999998,8047.35656,2400.0,94625.81105969734,70896.42122999999,57500.0,44217.966283
13987.437939000001,8047.35656,2400.0,110804.64385184164,86369.85025999999,57500.0,43512.562061
14210.361087,8047.35656,2400.0,113235.03081712824,88577.31309000001,57500.0,43289.638913
