snapshot,Bus1_Bus2,Bus2_Bus3,Bus3_Bus4,Bus4_Bus5,Bus6_Bus7,Bus7_Bus8,Bus8_Bus9,Bus9_Bus10,Bus10_Bus11,Bus11_Bus12,Bus12_Bus13,Bus13_Bus14,Bus14_Bus15,Bus15_Bus16,Bus16_Bus17,Bus17_Bus18,Bus18_Bus19,Bus19_Bus20,Bus1_Bus6,Bus2_Bus7,Bus3_Bus8,Bus4_Bus9,Bus5_Bus10
15,-1588.0108,-2500.0,-824.84831,741.05399,-2500.0,-2500.0,-2500.0,2500.0,-2470.6016,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
16,-1477.3077,-2500.0,-634.40835,-978.73035,-2500.0,1510.5295,-2500.0,1600.7572,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2227.1893,-2500.0,2330.7942,-2500.0,750.0,750.0,750.0,750.0,750.0
17,-1436.8957,-2499.2386,-2500.0,47.547097,-2500.0,1116.7376,-2500.0,1302.0342,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2002.5816,-2500.0,1981.609,-2500.0,750.0,750.0,750.0,750.0,750.0
18,-1500.95,-2005.5268,-2500.0,-613.3784,-2500.0,1824.1501,-2500.0,1845.1289,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2464.4357,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
19,-1623.3418,-2500.0,-276.89509,938.18199,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
20,-1712.7483,-2500.0,-1240.5432,1172.4301,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
21,-1702.1788,-2500.0,-2500.0,1782.4497,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
22,-1599.9784,-2500.0,-1053.1259,1671.6337,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
23,-1483.472,-2500.0,-1717.9775,1545.3055,-2500.0,1589.0244,-2500.0,1651.2975,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2399.5103,-2500.0,2328.0745,-2500.0,750.0,750.0,750.0,750.0,750.0
24,-1440.0884,-2500.0,-1412.9772,1498.2645,2126.9623,-2500.0,-2500.0,1474.1512,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2071.1121,-2500.0,2085.5605,-2500.0,750.0,750.0,750.0,750.0,750.0
25,-1500.7957,-2500.0,-1143.0004,1564.0896,-2500.0,1766.8988,-2500.0,2500.0,-1907.88,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2456.1283,-2500.0,750.0,750.0,750.0,750.0,750.0
26,-1616.5326,-2500.0,-2500.0,1689.5834,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
27,-1695.5816,-2500.0,-1120.9168,1775.2964,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
28,-1673.4273,-2500.0,-2302.7258,1751.2744,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
29,-1561.9053,-2500.0,-2201.0447,1630.3508,-2500.0,2500.0,-2348.3779,2432.028,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
30,-1440.2187,-2500.0,-2500.0,1498.4058,2181.9201,-2500.0,-2500.0,1431.4775,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,-2078.8817,2083.5812,-2500.0,750.0,750.0,750.0,750.0,750.0
31,-1394.662,-2500.0,-2500.0,1449.0086,-2500.0,2500.0,2292.0976,-2500.0,-2500.0,-2500.0,-2500.0,2394.8277,-2500.0,-2500.0,1721.1778,-2500.0,1795.2818,-2500.0,750.0,750.0,750.0,750.0,750.0
32,-1452.9485,-2500.0,-2500.0,1512.2087,-2500.0,1259.7747,-2500.0,1575.0795,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2155.9981,-2500.0,2167.539,-2500.0,750.0,750.0,750.0,750.0,750.0
33,-1563.1477,-2500.0,-2387.8504,1631.698,-2500.0,2315.4032,-2500.0,2480.3682,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
34,-1633.2704,-2500.0,-2391.7127,1707.7322,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
35,-1601.3586,-2500.0,-1665.0801,1673.1302,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
36,-1482.7118,-2500.0,-2363.2828,1544.4812,2464.9119,-2500.0,-2500.0,1796.3383,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2405.8628,-2500.0,2402.5095,-2500.0,750.0,750.0,750.0,750.0,750.0
37,-1358.2878,-2500.0,-2500.0,1409.568,1509.9455,-2500.0,-2500.0,716.43338,-2500.0,-2500.0,-2500.0,1921.3665,-2500.0,-2500.0,2500.0,1843.5744,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
38,-1313.1115,-2500.0,-2500.0,1360.5832,2500.0,2500.0,2500.0,415.4839,-2500.0,-2500.0,-2500.0,2500.0,2091.3438,-2500.0,-2500.0,2500.0,1212.823,-2500.0,750.0,750.0,750.0,750.0,750.0
39,-1371.588,-2500.0,-1535.2198,1423.9894,-2500.0,2500.0,2500.0,-2050.5491,-2500.0,-2500.0,-2500.0,2099.3287,-2500.0,-2500.0,1471.2958,-2500.0,1668.1797,-2500.0,750.0,750.0,750.0,750.0,750.0
40,-1478.9763,-2500.0,-2500.0,1540.4307,-2500.0,1364.5951,-2500.0,1779.9242,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2310.8825,-2500.0,2500.0,-2430.522,750.0,750.0,750.0,750.0,750.0
41,-1543.129,-2500.0,-2500.0,1609.9917,-2500.0,2012.583,-2500.0,2341.5341,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
42,-1504.7163,-2500.0,-1681.6274,1568.3407,-2500.0,1543.6637,-2500.0,1916.3529,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2474.0034,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
43,-1382.4613,-2500.0,-2500.0,1435.7793,-2500.0,2500.0,2500.0,-2287.9797,-2500.0,-2500.0,-2500.0,2500.0,-2126.375,-2500.0,2500.0,-1489.0056,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
44,-1258.9431,-2500.0,-526.89586,1301.8483,2468.158,-639.88935,-2500.0,2500.0,34.52469,-2500.0,-2500.0,782.85748,-2500.0,2500.0,-2248.0943,2500.0,846.12411,-2500.0,750.0,750.0,750.0,750.0,750.0
45,-1217.7772,-2500.0,127.81658,1257.2119,1728.9866,-995.49374,-2500.0,2500.0,2500.0,1725.2671,-2500.0,2500.0,-390.5733,-2500.0,2500.0,2500.0,413.9434,-2500.0,750.0,750.0,750.0,750.0,750.0
46,-1280.0057,-2500.0,1096.021,1324.6865,-2500.0,-432.86876,-2500.0,-2500.0,2500.0,-2408.4739,-2500.0,1072.6578,-2500.0,-2500.0,-2500.0,2500.0,-1365.6159,-2500.0,750.0,750.0,750.0,750.0,750.0
47,-1388.1339,-2500.0,-1648.2551,1441.9301,1644.8822,-2500.0,2339.3649,-2500.0,-2500.0,-2500.0,-2500.0,2129.6397,-2500.0,-2500.0,-2500.0,2500.0,-2244.2873,-2500.0,750.0,750.0,750.0,750.0,750.0
48,-1449.9658,-2500.0,-1080.2931,851.04359,-2500.0,1136.4087,-2500.0,1478.0989,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,1998.5585,-2500.0,2222.3365,-2500.0,750.0,750.0,750.0,750.0,750.0
49,-1408.8623,-2500.0,374.89079,1464.406,2500.0,-1807.737,2458.0489,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,-2379.059,-2500.0,2500.0,2455.9229,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
50,-1286.9227,-2500.0,-762.03523,687.99664,-2500.0,-290.40647,-2500.0,-2500.0,2500.0,2500.0,-2500.0,1123.0275,-2500.0,-2500.0,711.09384,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
51,-1168.2092,-2429.8779,1098.4262,1203.4652,894.10437,-1359.3498,-2500.0,-2500.0,2500.0,1160.7406,-2500.0,2500.0,745.76123,-2500.0,2500.0,84.415067,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
52,-1134.7882,-483.17237,2488.7781,1167.2268,-2394.4734,797.02144,-68.283692,-2500.0,2500.0,-951.87097,-2500.0,2500.0,2500.0,820.04605,-2500.0,2474.973,-208.5312,-2500.0,750.0,750.0,750.0,750.0,750.0
53,-1204.2887,-1294.7037,37.777155,1242.5864,-2500.0,2500.0,2500.0,2500.0,544.55089,-2500.0,2500.0,239.53657,-2500.0,1551.8406,-2500.0,2500.0,285.94464,-2500.0,750.0,750.0,750.0,750.0,750.0
54,-1316.5228,-2500.0,-1091.2333,-56.148588,946.8837,-2500.0,1625.2856,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,2172.2626,-2500.0,982.6981,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
55,-1379.3567,-2500.0,-1910.3812,-290.62155,1477.6667,-2500.0,2500.0,-2229.0807,-2500.0,-2500.0,-2500.0,2500.0,-2090.6643,-2500.0,1351.7109,-2500.0,1661.3567,-2500.0,750.0,750.0,750.0,750.0,750.0
56,-1338.9029,-2500.0,-1055.901,484.25492,1158.3915,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,1706.0787,-2500.0,-2500.0,-2500.0,2500.0,1270.0636,-2500.0,750.0,750.0,750.0,750.0,750.0
57,-1220.5869,-2500.0,-344.63515,1260.2586,-2500.0,2500.0,2500.0,-528.67675,-2500.0,2500.0,-1804.8552,2500.0,2500.0,-1284.4384,330.598,-2500.0,402.22959,-2500.0,750.0,750.0,750.0,750.0,750.0
58,-1109.8173,1929.9304,2424.6113,1140.1508,-846.74919,-2500.0,824.94648,-1363.8099,-2500.0,664.09201,-2500.0,2500.0,2500.0,-182.04596,-2500.0,60.79187,-2500.0,2470.1082,750.0,750.0,750.0,750.0,750.0
59,-1086.9788,-581.50854,1367.2887,1115.3869,-1822.4263,2500.0,2143.5653,1361.417,447.92073,-2500.0,607.17022,-2500.0,0.15238896,-2500.0,2500.0,640.62549,-532.09946,-2500.0,750.0,750.0,750.0,750.0,750.0
60,-1166.2459,-2428.2463,-2500.0,1201.3365,-287.71961,-2500.0,2500.0,-202.09458,-1777.421,-2500.0,2500.0,2500.0,47.210896,1163.1272,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
61,-1284.8085,-2500.0,-2217.8942,1329.8942,-2500.0,2500.0,241.14367,104.49641,-2500.0,2465.7193,-2500.0,1200.2904,-2500.0,2500.0,-2371.1965,-2500.0,877.10077,-2500.0,750.0,750.0,750.0,750.0,750.0
62,-1350.7117,-2500.0,-2500.0,1401.3532,2500.0,-1323.5019,1935.9486,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,-1827.3551,-2500.0,1294.6539,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
63,-1312.8838,-2500.0,-2086.463,146.12495,989.78561,-2500.0,2500.0,250.77979,-2500.0,-2500.0,-2500.0,-2500.0,2191.0157,-2500.0,1085.1858,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
64,-1200.0296,-2500.0,-1338.1567,884.36412,-2500.0,2500.0,1044.5392,-1838.2634,2500.0,1524.619,-2500.0,2500.0,-296.8398,1521.7243,-2500.0,2500.0,236.03267,-2500.0,750.0,750.0,750.0,750.0,750.0
65,-1098.7737,-225.42728,584.29782,1128.1762,-1867.9653,-9.5513461,-516.77492,-2500.0,2500.0,-620.03201,860.45955,-2500.0,-2500.0,2500.0,-422.33099,-2373.5366,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
66,-1087.6973,-1843.2927,2367.77,1116.166,-1792.7946,-2500.0,2500.0,550.03482,-508.38131,-2500.0,-2500.0,2500.0,894.78691,-1541.1575,-747.15255,-2500.0,2500.0,638.54643,750.0,750.0,750.0,750.0,750.0
67,-1177.4941,-2453.3302,-2500.0,1213.5329,-2500.0,2500.0,1932.7233,-773.9137,-2500.0,2500.0,2500.0,2500.0,-50.463764,-2500.0,2500.0,-53.999937,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
68,-1302.8155,-2500.0,-1124.7498,1349.4192,-2500.0,2500.0,80.37864,-2500.0,-2500.0,2500.0,-2500.0,1452.4956,-2500.0,-2500.0,-2500.0,2500.0,952.64688,-2500.0,750.0,750.0,750.0,750.0,750.0
69,-1372.0123,-2500.0,-2500.0,1424.4494,-2500.0,2500.0,-586.04186,-2500.0,-2500.0,-2500.0,-2500.0,2085.6432,-2500.0,-2500.0,-2500.0,2021.8414,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
70,-1336.8991,-2500.0,-2500.0,1386.3762,-2500.0,2500.0,1724.3214,-2500.0,-2500.0,-2500.0,-2500.0,1784.2386,-2500.0,-2500.0,-2500.0,2500.0,-1823.779,-2500.0,750.0,750.0,750.0,750.0,750.0
71,-1229.4193,-2500.0,-2500.0,1269.8355,438.46975,-2500.0,2500.0,-703.32802,1935.4314,-2500.0,2500.0,614.7254,-2500.0,2500.0,421.86061,-2500.0,484.6475,-2500.0,750.0,750.0,750.0,750.0,750.0
72,-1137.2923,-2034.7076,2495.2127,1169.9419,2500.0,432.46991,-397.25941,2500.0,2500.0,-983.41485,1359.043,-2500.0,2500.0,916.42278,-2500.0,108.5946,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
73,-1137.1872,-2363.4441,2494.9427,1169.828,-2312.7232,-2500.0,-2500.0,2403.0311,940.89904,-2500.0,2500.0,-1329.8598,-2500.0,2500.0,2370.7383,90.183082,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
74,-1236.3067,-2500.0,-2500.0,1277.3035,2148.8026,-822.40629,-2500.0,-2500.0,1945.8444,-2500.0,2500.0,-2381.2337,-2500.0,2500.0,2500.0,-491.37017,612.6997,-2500.0,750.0,750.0,750.0,750.0,750.0
75,-1366.8622,-2500.0,-2500.0,1418.8652,-2500.0,2500.0,1990.256,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,-2108.5901,-2500.0,-2500.0,2500.0,-1830.8324,-2500.0,750.0,750.0,750.0,750.0,750.0
76,-1437.6476,-2500.0,-1853.3973,1495.618,2500.0,-2191.629,-2500.0,1442.262,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,2029.8106,-2500.0,750.0,750.0,750.0,750.0,750.0
77,-1403.4411,-2500.0,-1825.8324,1458.5277,1885.8954,-2500.0,2392.7596,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,1832.2312,-2500.0,750.0,750.0,750.0,750.0,750.0
78,-1299.3897,-2500.0,-2500.0,1345.7046,1009.9284,-2500.0,1363.7979,-2500.0,-2500.0,2500.0,-2487.8872,2500.0,1907.8949,-2500.0,2500.0,1398.3828,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
79,-1214.1955,-2500.0,-2500.0,1253.3283,2500.0,2500.0,1053.2977,-496.41922,-2500.0,2500.0,-1643.641,2500.0,1192.2889,-2500.0,2500.0,723.46667,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
80,-1222.5205,-2500.0,-2500.0,1262.3552,2500.0,-391.54253,-1935.6256,2500.0,2500.0,-1821.0988,-2500.0,-2500.0,2500.0,2500.0,-1853.8549,832.58483,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
81,-1328.0802,-2500.0,-1001.3766,1376.8137,1297.7789,-2500.0,1722.1497,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,2240.8468,-2500.0,-2500.0,1644.588,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
82,-1460.7575,-2500.0,-1646.1064,1520.6761,2280.9832,-2500.0,-2500.0,1607.0777,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2081.4016,-2500.0,2372.93,-2500.0,750.0,750.0,750.0,750.0,750.0
83,-1529.9351,-2500.0,-1153.3919,1595.6856,-2500.0,1911.292,-2500.0,2187.4487,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
84,-1493.4363,-2500.0,1474.6788,1556.1098,-2500.0,1584.7275,-2500.0,1850.4407,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2446.9855,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
85,-1389.5805,-2500.0,-1134.0927,1443.4987,1823.6769,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,-2243.7223,-2500.0,1597.3156,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
86,-1307.9461,-2500.0,-870.33159,1354.9823,1046.7322,-2500.0,1641.5599,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,2079.878,-2500.0,-2500.0,1627.0704,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
87,-1321.1018,-2500.0,-1477.2838,1369.247,1182.2321,-2500.0,2500.0,380.04885,-2500.0,-2500.0,-2500.0,2500.0,2217.4405,-2500.0,-2500.0,2500.0,1281.303,-2500.0,750.0,750.0,750.0,750.0,750.0
88,-1429.2909,-2500.0,-2082.626,1486.5568,-2500.0,970.35334,-2500.0,2500.0,-1359.6954,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,1852.9169,-2500.0,2121.142,-2500.0,750.0,750.0,750.0,750.0,750.0
89,-1560.1882,-2500.0,-777.55093,1628.489,-2500.0,2500.0,-2169.2182,2299.0479,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
90,-1623.9143,-2500.0,-7.7487012,690.50391,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
91,-1581.4183,-2500.0,-932.99207,-1193.3666,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
92,-1474.1593,-2500.0,-1897.2376,1535.2076,2323.7837,-2500.0,-2500.0,1733.9795,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2076.0583,-2500.0,2500.0,-2430.0058,750.0,750.0,750.0,750.0,750.0
93,-1392.486,-2500.0,-1007.6055,-73.335433,-2500.0,2500.0,2500.0,988.33473,-2500.0,-2500.0,-2500.0,2237.241,-2500.0,-2500.0,1568.0421,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
94,-1406.7925,-2500.0,656.36178,1462.1617,2500.0,-1907.1643,2500.0,999.77715,-2500.0,-2500.0,-2500.0,2402.2637,-2500.0,-2500.0,1661.4181,-2500.0,1921.9,-2500.0,750.0,750.0,750.0,750.0,750.0
95,-1513.8704,-2500.0,297.81206,889.39505,-2500.0,2500.0,-1791.3006,2500.0,-1923.353,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
96,-1639.3087,-2500.0,-947.21168,-291.64848,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
97,-1694.1128,-2500.0,282.58377,586.95931,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
98,-1642.4325,-2500.0,-1242.247,-1174.8199,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
99,-1528.8259,-2500.0,-2205.5696,-1786.6891,-2500.0,1928.3333,-2500.0,1998.889,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
100,-1444.3019,-2500.0,168.64941,1419.8772,-2500.0,1216.1412,-2500.0,1354.9194,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2052.0235,-2500.0,2125.6583,-2500.0,750.0,750.0,750.0,750.0,750.0
101,-1456.9967,-2500.0,-873.68945,73.136724,2181.0222,-2500.0,-2500.0,1465.464,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2173.7928,-2500.0,2175.6924,-2500.0,750.0,750.0,750.0,750.0,750.0
102,-1560.2703,-2451.4176,-2500.0,-1623.5232,-2500.0,2348.8078,-2500.0,2304.5653,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
103,-1677.7456,-2500.0,-1768.75,26.616772,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
