total_wind_mw,total_gas_mw,total_nuclear_mw,total_demand_mw,total_load_shed_mw,wind_available_mw,wind_curtailment_mw
9697.979203,8047.35656,2400.0,95555.64859477608,75410.3126,57500.0,47802.020797
9062.535097999997,8047.35656,2400.0,80339.74298166155,60829.85170000001,57500.0,48437.46490200001
8756.953349000003,8047.35656,2400.0,67881.41898237847,48677.10897,57500.0,48743.046651
8682.730803,8047.35656,2400.0,69098.82128232636,49968.734000000004,57500.0,48817.269197
9079.320339999998,8047.35656,2400.0,84535.28396292054,65008.6069,57500.0,48420.67966
10066.614909000002,8047.35656,2400.0,103937.29134829603,83423.31970000001,57500.0,47433.385091
10386.861162000001,8047.35656,2400.0,114053.45174477737,93219.234,57500.0,47113.138838
10025.974151000002,8047.35656,2400.0,108716.05971383513,88242.72899999999,57500.0,47474.025849
9308.639088999998,8047.35656,2400.0,93528.76260335391,73772.76670000001,57500.0,48191.360911
9034.764981999999,8047.35656,2400.0,81590.99056926268,62108.868700000006,57500.0,48465.235018
9226.353641999998,8047.35656,2400.0,83514.80138557771,63841.0913,57500.0,48273.646358
9953.507420000002,8047.35656,2400.0,99335.7908797986,78934.92690000002,57500.0,47546.49258
11273.740846999995,8047.35656,2400.0,118477.49677507051,96756.39950000001,57500.0,46226.259153000006
11153.223523999997,8047.35656,2400.0,127796.4484380248,106195.86819999998,57500.0,46346.776476
10804.467024999998,8047.35656,2400.0,121582.06440183186,100330.24070000001,57500.0,46695.532975
10166.437189999999,8047.35656,2400.0,105897.09353348776,85283.3002,57500.0,47333.56281
9585.129072,8047.35656,2400.0,93953.64653007101,73921.1611,57500.0,47914.870928000004
9703.882104000002,8047.35656,2400.0,96045.74790747778,75894.5085,57500.0,47796.117895999996
10512.988218000002,8047.35656,2400.0,111704.23495190933,90743.89009999999,57500.0,46987.011782
11287.551496999999,8047.35656,2400.0,130047.63779090693,108312.7297,57500.0,46212.448503
11482.107099,8047.35656,2400.0,138061.90147690583,116132.43779999999,57500.0,46017.892901
11293.829492,8047.35656,2400.0,130504.44865901557,108763.2624,57500.0,46206.170507999996
10577.824932999998,8047.35656,2400.0,113891.23614488583,92866.0551,57500.0,46922.175067000004
9911.349254000002,8047.35656,2400.0,101530.91737152977,81172.2118,57500.0,47588.650746
10159.028648999996,8047.35656,2400.0,103387.33641723628,82780.9517,57500.0,47340.971351
10559.867491999998,8047.35656,2400.0,118489.50562010828,97482.2816,57500.0,46940.132508
11381.126567999994,8047.35656,2400.0,135668.45240185832,113839.96940000002,57500.0,46118.87343200001
11579.724613999999,8047.35656,2400.0,142059.8827621259,120032.80119999999,57500.0,45920.275386
11375.866985999997,8047.35656,2400.0,132898.38010933058,111075.15650000001,57500.0,46124.13301400001
10751.660779,8047.35656,2400.0,115145.42415738238,93946.40719999999,57500.0,46748.339221
9993.483611,8047.35656,2400.0,102188.70425681712,81747.86459999999,57500.0,47506.516389
10329.761390000003,8047.35656,2400.0,103648.896408315,82871.7786,57500.0,47170.23861
10654.811983999998,8047.35656,2400.0,118055.45606544595,96953.2879,57500.0,46845.188016
11213.253564999999,8047.35656,2400.0,133968.38372878337,112307.77360000001,57500.0,46286.746435
11266.603699000003,8047.35656,2400.0,138691.79150469476,116977.8314,57500.0,46233.396301
10805.763196999995,8047.35656,2400.0,127944.3730277552,106691.25309999999,57500.0,46694.23680300001
10176.341004000002,8047.35656,2400.0,109123.24847957573,88499.551,57500.0,47323.658996
9697.967138000004,8047.35656,2400.0,95675.93147498724,75530.6078,57500.0,47802.03286199999
10037.962351,8047.35656,2400.0,96865.81793219053,76380.4993,57500.0,47462.037649
10080.679291999997,8047.35656,2400.0,110724.16345752699,90196.12740000001,57500.0,47419.320708
10941.780791,8047.35656,2400.0,125555.1840756704,104166.0469,57500.0,46558.219209
11234.452655999998,8047.35656,2400.0,128848.19814809348,107166.38870000001,57500.0,46265.547344000006
10326.704123000001,8047.35656,2400.0,116810.68653688178,96036.62679999998,57500.0,47173.295877
9752.069782000002,8047.35656,2400.0,97263.35196354463,77063.92610000001,57500.0,47747.930217999994
9140.090612000002,8047.35656,2400.0,83692.71428987774,64105.267199999995,57500.0,48359.909388
9407.980201000002,8047.35656,2400.0,84989.80715061747,65134.4703,57500.0,48092.019799
9990.072984999999,8047.35656,2400.0,98688.32676251653,78250.8974,57500.0,47509.927015
10306.644538,8047.35656,2400.0,112850.94963468135,92096.9486,57500.0,47193.355462
10537.587158999999,8047.35656,2400.0,115167.44877496787,94182.50460000001,57500.0,46962.412841
10094.470603,8047.35656,2400.0,102336.86503184249,81795.03790000001,57500.0,47405.529397
9223.165208000002,8047.35656,2400.0,82589.69784764646,62919.1759,57500.0,48276.834791999994
8782.127359999999,8047.35656,2400.0,69429.56219455296,50200.0781,57500.0,48717.87264
8671.070195,8047.35656,2400.0,71359.63267112595,52241.20590000001,57500.0,48828.929805
9508.497792000002,8047.35656,2400.0,85416.5508632944,65460.69660000001,57500.0,47991.502208
9895.713549000002,8047.35656,2400.0,99435.30706257217,79092.2366,57500.0,47604.286451
10121.312919000004,8047.35656,2400.0,101320.4706143007,80751.80120000002,57500.0,47378.687081
9644.505722,8047.35656,2400.0,88264.21046624168,68172.3484,57500.0,47855.494278
8712.041902,8047.35656,2400.0,68892.06500471015,49732.6665,57500.0,48787.958098
7978.144963999999,8047.35656,2400.0,56702.53622268753,38277.034697300005,57500.0,49521.855036
8084.209469000002,8047.35656,2400.0,59795.83986745346,41264.273870000005,57500.0,49415.790531
9212.361627,8047.35656,2400.0,74712.7407283401,55053.02250000001,57500.0,48287.638373
9253.202117,8047.35656,2400.0,89074.80974788018,69374.25099999999,57500.0,48246.797883
9615.253045000001,8047.35656,2400.0,91015.66282535729,70953.053,57500.0,47884.746954999995
9187.623356,8047.35656,2400.0,78221.79973499007,58586.8199,57500.0,48312.376644
8317.631371000001,8047.35656,2400.0,59698.93163280251,40933.943549999996,57500.0,49182.368629
7987.29189,8047.35656,2400.0,48918.81301906227,30484.164516,57500.0,49512.70811
8362.568952,8047.35656,2400.0,53564.85005496858,34754.9246,57500.0,49137.431048
8660.177934000001,8047.35656,2400.0,69684.59771934318,50577.06328,57500.0,48839.822066
9297.062790999998,8047.35656,2400.0,84701.66794013423,64957.24820000001,57500.0,48202.937209
9620.93795,8047.35656,2400.0,86993.63964775876,66925.345,57500.0,47879.06205
9206.113077000002,8047.35656,2400.0,74742.93040102781,55089.460459999995,57500.0,48293.886923
8505.222350000002,8047.35656,2400.0,57321.191076417315,38368.6121,57500.0,48994.777649999996
7936.965325,8047.35656,2400.0,48153.08393059395,29768.761940000004,57500.0,49563.034675
7851.319694,8047.35656,2400.0,54493.270258090415,36194.594000000005,57500.0,49648.680306
9174.115717,8047.35656,2400.0,71900.8519040033,52279.379709999994,57500.0,48325.884283
9616.175996000002,8047.35656,2400.0,87618.67213695297,67555.13960000001,57500.0,47883.824003999995
9850.025087999999,8047.35656,2400.0,90284.3439445648,69986.9627,57500.0,47649.974912000005
8996.052438,8047.35656,2400.0,78578.62909424721,59135.2202,57500.0,48503.947562
8262.171475,8047.35656,2400.0,62225.94137619687,43516.413290000004,57500.0,49237.828525000004
8191.825245999998,8047.35656,2400.0,54585.170793725876,35945.9891,57500.0,49308.174754
8586.831629999999,8047.35656,2400.0,62472.51827543611,43438.330050000004,57500.0,48913.16837
9091.259485999999,8047.35656,2400.0,80965.69922625553,61427.0832,57500.0,48408.740514000005
10363.222375000001,8047.35656,2400.0,97145.84969868607,76335.2709,57500.0,47136.777625
9480.837169999997,8047.35656,2400.0,99927.92236730369,79999.7285,57500.0,48019.16283
9474.215279,8047.35656,2400.0,88494.32528680332,68572.753,57500.0,48025.784721
9168.198818000003,8047.35656,2400.0,72910.10946770178,53294.554099999994,57500.0,48331.801181999996
8616.559626999999,8047.35656,2400.0,66451.31678324127,47387.40059999999,57500.0,48883.440373000005
9175.268629999999,8047.35656,2400.0,75488.0560063963,55865.4313,57500.0,48324.73137
9532.033816999996,8047.35656,2400.0,94625.81105969734,74646.4204,57500.0,47967.966183000004
10237.437929,8047.35656,2400.0,110804.64385184164,90119.8492,57500.0,47262.562071
10460.361017,8047.35656,2400.0,113235.03081712824,92327.31310000001,57500.0,47039.638983
