snapshot,onshore wind_Bus1,onshore wind_Bus2,onshore wind_Bus3,onshore wind_Bus4,onshore wind_Bus5,onshore wind_Bus6,onshore wind_Bus7,onshore wind_Bus8,onshore wind_Bus9,onshore wind_Bus10,onshore wind_Bus11,onshore wind_Bus12,onshore wind_Bus13,onshore wind_Bus14,onshore wind_Bus15,onshore wind_Bus16,onshore wind_Bus17,onshore wind_Bus18,onshore wind_Bus19,onshore wind_Bus20,gas_Bus1,gas_Bus2,gas_Bus3,gas_Bus4,gas_Bus5,gas_Bus6,gas_Bus7,gas_Bus8,gas_Bus9,gas_Bus10,gas_Bus11,gas_Bus12,gas_Bus13,gas_Bus14,gas_Bus15,gas_Bus16,gas_Bus17,gas_Bus18,gas_Bus19,gas_Bus20,nuclear_Bus2,nuclear_Bus8,nuclear_Bus14,LS_Bus1,LS_Bus2,LS_Bus3,LS_Bus4,LS_Bus5,LS_Bus6,LS_Bus7,LS_Bus8,LS_Bus9,LS_Bus10,LS_Bus11,LS_Bus12,LS_Bus13,LS_Bus14,LS_Bus15,LS_Bus16,LS_Bus17,LS_Bus18,LS_Bus19,LS_Bus20
13,0.0,1804.8858,2902.3775,500.0,3884.1683,117.99678,266.2896,93.056689,137.96486,220.15718,186.49632,57.156193,197.63585,191.62403,73.290301,165.7282,223.55047,86.840717,233.06063,266.64647,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,5216.5343,6562.7581,5921.8523,7532.3847,5749.6748,9339.1861,9086.6101,9607.9493,7855.3748,8206.937,9217.5066,6272.7204,7127.6807,6320.8322,9871.7627
14,0.0,1075.2072,2975.8064,2889.2733,2156.4553,129.2111,207.53313,132.55387,102.13415,242.78727,108.63152,25.0,189.38133,206.84063,25.0,195.65751,214.13825,153.92304,231.83223,233.4963,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,5214.4231,6629.4184,5890.9713,7576.9226,5734.5147,9427.2039,9128.2545,9626.2539,7850.0556,8264.1095,9197.5671,6289.2732,7068.1065,6329.0532,9912.8632
15,0.0,868.80023,3217.8791,3560.6551,917.60316,206.06908,206.99538,33.03766,121.57026,258.66212,38.732291,129.81488,290.28344,130.2295,106.99767,208.82466,131.95449,124.89678,218.90937,288.36776,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,4225.9856,5838.4854,5127.6807,11685.558,-0.0,8450.9949,8073.3051,8518.9426,6935.5519,7292.6574,8184.025,5656.4105,6345.2844,5641.7426,9061.8581
16,0.0,621.9274,3303.5979,1485.996,2517.3518,133.40163,206.18583,118.22975,194.36749,233.81629,145.19885,46.638137,238.08408,25.0,115.17042,255.2057,205.94537,121.37053,192.34426,137.53836,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,3208.3595,8903.1869,-0.0,9670.6491,-0.0,7157.8923,7020.0747,7367.4274,5855.3598,6220.6537,11668.336,-0.0,10280.358,-0.0,8260.4729
17,0.0,532.5685,1399.0167,4317.8387,1447.2556,163.35499,322.28061,135.30768,153.86395,205.93486,178.38279,121.21764,239.23542,138.92618,90.174581,105.88101,118.35335,59.053946,235.79732,151.99069,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,2780.3973,8047.7325,-0.0,9031.7329,-0.0,6680.798,6530.6526,6926.8631,5308.6984,5857.3007,11156.275,-0.0,9665.221,-0.0,7898.417
18,0.0,1169.1241,965.89788,3752.0572,2177.6353,191.04973,232.16837,25.0,166.40171,180.51946,93.799607,222.86052,256.10927,140.25942,157.50051,191.78947,151.34666,42.828043,178.16004,171.42768,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,3383.5605,9392.994,-0.0,10165.707,-0.0,7468.9945,7086.5496,7606.4741,5993.2655,6405.5211,12224.529,-0.0,5720.154,5023.8424,8429.9437
19,0.0,947.58992,3799.2542,3262.3093,758.78468,180.99547,227.77626,100.20117,204.36469,222.19352,140.40305,83.785499,167.14904,128.7948,93.679002,234.95722,168.71748,141.93191,261.54705,180.92137,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,4599.0275,6119.8248,5389.8678,6935.5962,5292.6114,8766.8211,8482.0199,9026.2436,7315.3151,7645.4987,8539.7557,5892.5951,6615.2449,5866.3981,9473.2047
20,0.0,1146.9701,2920.1812,4593.0069,621.48013,159.86369,249.71879,139.07768,143.72738,158.73208,166.75451,25.0,273.46315,161.46308,148.60877,284.98379,115.53565,146.10818,304.95331,126.58674,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,5500.7055,6862.4086,6184.4253,7838.4786,6078.6454,9722.5672,9458.5941,9892.0772,8240.0207,8449.7434,9456.0479,6636.4807,7337.3215,6499.387,10296.57
21,0.0,1123.3997,1650.7261,6446.7837,0.0,201.68264,200.98479,25.0,130.97952,59.314971,146.71122,137.77428,213.51971,38.35287,80.0605,199.27652,130.21043,185.15653,278.08131,82.780806,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,5354.7896,6820.7614,6199.9756,7751.6574,6092.641,9626.5083,9237.3201,9837.0946,8249.9515,8416.7212,9427.5183,6540.1519,7212.4165,6446.2965,10249.462
22,0.0,895.48851,3000.9224,4737.2886,0.0,254.50352,166.05127,158.66735,131.14595,219.00196,159.34922,218.33932,245.11074,119.46124,140.95988,127.26585,72.870373,91.410927,188.45687,160.09083,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,4295.4178,5981.7661,5113.6113,6788.7221,5106.9826,8491.2363,8107.6324,8694.2433,7074.4707,7373.701,8394.9316,5807.9497,6475.9837,5762.7348,9293.0746
23,0.0,635.67423,2225.8601,5102.7574,0.0,157.19108,158.48828,97.198323,94.760243,233.09576,112.48519,272.12509,150.88039,140.07991,144.69128,247.69375,81.246878,120.86128,241.70003,142.43696,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,3245.2818,9082.0917,-0.0,9878.8676,-0.0,7258.3194,6857.8672,7521.6586,5806.2887,6250.371,11914.795,-0.0,10328.221,-0.0,8308.5973
24,0.0,538.92692,2489.8211,4686.2756,0.0,221.5374,153.61428,43.872681,304.60626,59.620699,78.86521,123.09938,118.44043,25.0,175.86884,179.04674,74.487764,61.492516,155.99979,51.912306,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,7380.6212,-0.0,3737.9343,9083.1841,-0.0,6815.386,6561.5449,7082.3733,5456.8122,5802.2874,11186.146,-0.0,9792.6682,-0.0,8025.9573
25,0.0,674.30682,2817.2248,4572.2965,0.0,184.78806,144.05917,80.812973,154.18241,116.52137,25.0,218.99931,227.63518,91.23919,156.99142,144.06341,42.636704,135.11887,244.7068,158.02568,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,3388.3025,9422.5325,-0.0,10831.344,-0.0,6943.9792,7088.8269,7633.2705,6040.6335,6404.5475,7306.1518,5071.9536,10582.738,-0.0,8442.0186
26,0.0,932.40499,1569.708,6226.7014,0.0,282.87383,171.11992,117.49694,204.48557,186.82172,67.268049,179.48793,195.34294,49.963078,179.18272,163.85087,67.895008,215.73945,232.5539,142.64165,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,4430.0861,6118.2543,5309.0972,6871.3294,5272.9516,8765.159,8316.4181,8924.0103,7321.2326,7494.5597,8537.2666,5940.8131,6486.1255,5843.8765,9452.9146
27,0.0,1108.6877,3023.5686,5050.748,0.0,148.63656,126.4989,100.72589,206.4312,247.46233,42.070551,204.85259,120.60207,72.70298,236.53899,176.34446,25.0,153.39496,109.11244,86.213737,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,5342.8616,6838.8342,6062.752,7614.0579,5851.1762,9658.6817,9102.5197,9858.2792,8144.9584,8196.8457,9379.1474,6594.3965,7190.5891,6565.3553,10189.284
28,0.0,1059.2826,1820.8024,6175.6277,0.0,196.83337,150.28676,132.40825,238.77724,134.47313,198.92847,348.40396,111.04867,97.425226,181.85607,145.03196,50.716647,218.9485,135.90444,80.439764,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,5076.4712,6625.6017,5824.5502,7373.009,5785.1167,9258.4664,8731.5463,9626.9407,7883.0051,8038.6308,9171.0124,6397.528,6945.0749,6370.957,10004.497
29,0.0,810.58373,1816.9878,5787.372,0.0,241.93314,100.19371,68.988241,265.66936,86.253703,89.083239,145.57884,199.52828,60.523757,130.60925,54.118112,62.836074,186.76941,170.23253,102.78618,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,3933.0132,10722.055,-0.0,11075.94,-0.0,8143.2823,7789.5584,8325.8429,6725.7166,7018.1777,8056.5787,5523.8522,6071.3551,5492.9205,9022.8925
30,0.0,539.21752,1402.9215,5773.6333,0.0,297.98994,99.770768,133.83215,267.68896,103.34762,112.71226,236.35602,72.663114,57.415561,304.28355,198.0515,67.724821,220.82093,158.96492,32.315136,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,7360.41,-0.0,3649.1896,9078.6552,-0.0,6782.9704,6449.6259,7129.5675,5425.792,5675.1249,11597.438,-0.0,9211.3008,-0.0,8046.6754
31,0.0,437.6241,1359.8266,5656.5676,0.0,211.49145,25.0,65.577504,193.6063,171.92276,143.78297,248.33001,203.54841,100.55359,290.23312,205.67142,73.48326,154.32232,102.60977,78.905275,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,2316.3093,9367.1294,3084.8688,-0.0,3494.7183,6251.4757,5969.9962,11398.156,-0.0,5251.3863,10318.612,-0.0,9040.5588,-0.0,7608.2286
32,0.0,567.60533,1414.9634,5806.3444,0.0,180.61982,128.70945,141.91158,210.85415,62.62567,128.80939,278.81675,66.310983,53.285065,159.29468,163.41573,88.95103,221.66121,171.31249,25.0,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,2921.2324,8521.6096,-0.0,9399.0111,-0.0,6906.7046,6537.8402,7274.3343,5566.2337,5942.4433,11425.657,-0.0,9818.9406,-0.0,8163.4853
33,0.0,813.3543,1631.3574,5977.3702,0.0,294.71873,95.954742,113.54428,228.22472,47.954279,222.33072,227.32389,134.06278,63.114934,259.46983,63.300455,123.80269,72.014123,153.17504,130.07429,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,3892.4636,10552.321,-0.0,11325.051,-0.0,8023.682,7720.5669,8404.8173,6736.429,6901.2561,8060.8242,5472.4835,6196.2023,5519.3772,9006.2908
34,0.0,969.73095,1693.8286,6161.4246,0.0,119.39601,125.88147,133.03237,195.09769,58.170233,117.6754,234.08732,77.595287,161.8705,199.21721,100.12928,152.48199,214.77835,119.83818,25.0,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,4758.4109,6306.6197,5449.5889,7038.394,5536.8759,8898.61,8433.6379,9223.7537,7388.555,7635.3712,8781.8926,5985.5328,6623.0483,6083.2201,9714.5264
35,0.0,898.56644,2390.2739,5352.7895,0.0,72.047382,25.0,242.23493,280.03546,30.564778,169.7949,193.80972,117.33396,81.457341,235.24069,100.79654,86.125753,143.47609,81.174591,176.00217,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,4491.4674,6134.6198,5042.9099,6652.8348,5306.5745,8495.9517,8146.3304,8837.0276,7127.254,7292.6837,8436.3185,5805.357,6435.1301,5880.4589,9289.0352
36,0.0,633.97891,1579.8357,5746.1092,0.0,193.45625,180.14291,244.92928,215.23007,81.910941,133.97013,220.1228,54.537507,183.45887,232.84878,123.08601,69.02137,284.48062,161.51366,93.371975,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,8166.4414,-0.0,3934.2068,9896.277,-0.0,7228.4837,6902.0656,7609.7353,5754.7692,6154.908,12037.538,-0.0,10232.861,-0.0,8351.1232
37,0.0,356.50805,1325.4179,5563.098,0.0,135.33565,71.143062,229.8417,217.51869,156.23545,115.64482,181.50013,69.715206,184.51577,200.94809,119.87224,88.117219,260.55545,182.88787,109.24844,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,6044.1683,-0.0,2789.4318,7641.9587,-0.0,5880.0561,5663.4319,10663.018,-0.0,4991.1238,10790.095,3269.1116,-0.0,3939.8183,7265.0123
38,0.0,255.76288,1282.6828,5447.0098,0.0,98.123569,137.55493,152.67378,203.31665,92.075026,160.89439,220.63162,77.643379,86.081429,166.59442,44.491956,127.11842,240.9023,68.106314,99.080891,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,6626.5021,3557.2248,2445.4724,1929.6318,-0.0,5338.5608,5160.5494,10742.505,3627.3915,-0.0,5377.2024,8537.529,2709.081,-0.0,6886.595
