Country,cri_ssp245_mean,cri_ssp245_median,cri_ssp245_max,cri_ssp245_std,slr_score_ssp245_mean,slr_rate_2100_ssp245_mean,slr_rate_2100_ssp245_std,cri_ssp370_mean,cri_ssp370_median,cri_ssp370_max,cri_ssp370_std,slr_score_ssp370_mean,slr_rate_2100_ssp370_mean,slr_rate_2100_ssp370_std,cri_ssp585_mean,cri_ssp585_median,cri_ssp585_max,cri_ssp585_std,slr_score_ssp585_mean,slr_rate_2100_ssp585_mean,slr_rate_2100_ssp585_std,tc_score_mean,tcri_mean,tc_freq_major_mean,uid_count,ISO3,Mang_Ha_2020,Risk_Pop_2020,Risk_Stock_2020,Ben_Pop_2020,Ben_Stock_2020,area_risk_ssp245,pop_risk_ssp245,stock_risk_ssp245,area_risk_ssp370,pop_risk_ssp370,stock_risk_ssp370,area_risk_ssp585,pop_risk_ssp585,stock_risk_ssp585
Barbados,0.48673588474385293,0.5008652259648276,0.5008652259648276,0.03159416744738931,0.8404040404040405,8.32,0.04472135954999552,0.49730309531106354,0.5124425375421392,0.5124425375421392,0.03385282197011636,0.8615384615384617,11.200000000000001,0.0,0.49037492414448164,0.5055143663755574,0.5055143663755574,0.03385282197011633,0.8476821192052981,12.8,0.0,0.13306772908366532,0.006980146290491119,0.02787878787878788,5,BRB,11,0,0.0,0.0,0.0,5.354094732182382,0.0,0.0,5.470334048421699,0.0,0.0,5.394124165589298,0.0,0.0
Belize,0.6731549067315491,0.6593625498007969,0.9760956175298805,0.1302048092482047,0.9988645579886455,11.215036496350365,1.5543633754859367,0.6737001684446939,0.6593625498007969,0.9760956175298805,0.12948872569804432,0.9999550814149354,14.485401459854014,1.5883227087688603,0.6733214095808963,0.6593625498007969,0.9760956175298805,0.12929688842662496,0.9991975636873398,16.36394160583942,1.5210315817262061,0.3474452554744526,0.018225446002944116,0.054625082946250826,685,BLZ,68012,3252,14005376.0,5925.0,20171289.0,45782.611516626115,3988.4428223844284,13578402.165450122,45819.69585626052,3991.6734980348115,13589400.797046602,45793.93570841591,3989.42935176681,13581760.742543627
Benin,0.4059644059644059,0.40909090909090906,0.40909090909090906,0.005322472964308537,0.8119288119288118,8.038095238095238,0.1053849646933096,0.42857142857142855,0.4307692307692308,0.4307692307692308,0.004070051662515317,0.8571428571428571,11.142857142857142,0.10582134322539917,0.4430778934090192,0.44370860927152317,0.44370860927152317,0.001959611530708181,0.8861557868180384,13.380952380952381,0.05918026822738645,0.0,0.0,0.0,63,BEN,2970,70975,102402912.0,7469.0,6886351.0,1205.7142857142856,3032.148148148148,2795613.3929773928,1272.857142857143,3201.0,2951293.2857142854,1315.941343424787,3309.3487858719645,3051189.8943550927
Bermuda,0.393939393939394,0.393939393939394,0.393939393939394,0.0,0.787878787878788,7.800000000000001,0.0,0.3846153846153847,0.38461538461538464,0.38461538461538464,0.0,0.7692307692307694,10.0,0.0,0.36423841059602646,0.36423841059602646,0.36423841059602646,0.0,0.7284768211920529,11.0,0.0,0.0,0.0,0.0,25,BMU,21,0,0.0,0.0,0.0,8.272727272727273,0.0,0.0,8.076923076923078,0.0,0.0,7.649006622516556,0.0,0.0
Brazil,0.4169395123005396,0.4141414141414142,0.49674031148134734,0.020333545554298515,0.8282601018841934,8.199775008653514,0.33483096050917915,0.4395948808541429,0.4346153846153846,0.5261109408519767,0.01777611883829332,0.8735708389913998,11.356420906888198,0.3334054811768013,0.4344919794276665,0.4304635761589404,0.5114904619930872,0.014048938732553433,0.8633650361384471,13.03681204569055,0.2995640701778651,0.005618922716886004,0.0002947439084510735,0.0017758058256500623,5778,BRA,1138408,348868,2319344780.0,265511.0,1002668479.0,474647.2763190327,110702.02685042858,418052106.6333838,500438.3291234031,116717.27641046433,440767930.56220967,494629.14531629096,115362.39994981916,435651412.15043765
Brunei Darussalam,0.4384292375950743,0.42424242424242425,0.551873314821522,0.026537001753827266,0.8480113636363636,8.3953125,0.204816561692803,0.45084783462304634,0.44615384615384623,0.5675298804780877,0.02552451753714765,0.8728485576923077,11.34703125,0.28354551396526745,0.46298005412126325,0.4503311258278146,0.5678610063059022,0.02711521191885403,0.8971129966887418,13.54640625,0.1699292606895505,0.02884711155378486,0.0015131922675026125,0.005056818181818181,640,BRN,18707,4636,56058429.0,1602.0,9281843.0,8201.695747691056,702.363638627309,4069431.349967177,8434.010442293327,722.2582310661203,4184698.81786108,8660.967872446472,741.6940467022637,4297308.174485069
Cambodia,0.4530789809458417,0.44708036540705864,0.5905066602277758,0.037791767156883684,0.8345373237014105,8.261919504643965,0.1562308955848971,0.46850262678744414,0.45597609561752994,0.609776279497395,0.03834998566061942,0.8653846153846154,11.250000000000002,0.15021947767472893,0.47627943110382986,0.4649745389303712,0.611712092029234,0.03771841287513272,0.8809382240173866,13.30216718266254,0.12962059091062617,0.07162063819027296,0.0037569028601376203,0.013706726709822684,646,KHM,69351,92456,115114355.0,71430.0,109160155.0,31421.48040757507,32363.431608961473,49458171.787290126,32491.125670336038,33465.14263142714,51141819.35802455,33030.454826481706,34020.63976374657,51990736.52260589
Cameroon,0.3959140274929749,0.393939393939394,0.40404040404040403,0.00394590607045067,0.7918280549859498,7.839097744360903,0.07812894019492332,0.432318433446253,0.4307692307692308,0.43846153846153846,0.00306851813949518,0.864636866892506,11.24027926960258,0.07978147162687403,0.4450672565993982,0.44370860927152317,0.4503311258278146,0.0026757114766887843,0.8901345131987964,13.441031149301827,0.08080648659599947,0.0,0.0,0.0,931,CMR,211303,9922,13652327.0,159861.0,88430743.0,83657.82175134808,63291.212349054455,35010971.615326196,91350.1819424936,69110.85708915145,38230240.2822482,94044.04652122264,71148.8967072364,39357628.186056435
Cayman Islands,0.6617533838812658,0.6618576200249507,0.7936134250875287,0.07753983435405498,0.9463487332339792,9.397267759562842,0.4327819152328864,0.66768788653708,0.6664419246092553,0.7933803248544284,0.07687799475065231,0.9582177385456075,12.473224043715849,0.3852984986281373,0.6598271625977543,0.6607873143188834,0.7855861322920239,0.07735007013948869,0.9424962906669561,14.231693989071038,0.3766259611789925,0.37715803452855245,0.019784047370254267,0.06583871501904288,183,CYM,4432,0,0.0,0.0,0.0,2932.89099736177,0.0,0.0,2959.1927131323387,0.0,0.0,2924.353984633247,0.0,0.0
China,0.45428357694677035,0.4403195299609642,0.5825988973399332,0.037278684524277475,0.8592732054270515,8.506804733727812,0.3561013305277564,0.4645650443288294,0.44828378792522217,0.5799570946981306,0.03395278179148734,0.8798361401911698,11.437869822485206,0.3819956432092246,0.4653676137567368,0.44968470488905304,0.5744043692778554,0.03378025120826929,0.8814412790469845,13.309763313609468,0.41118552299147304,0.049293948466489074,0.0025857431692975458,0.011009503317195624,338,CHN,24926,16077932,124137014007.0,764842.0,7632534942.0,11323.472438975197,347455.1595591217,3467335274.6229706,11579.748294940402,355318.85763455054,3545808933.6715693,11599.753140500421,355932.69644093007,3551934572.8734536
Colombia,0.40136247431745514,0.3484848484848485,0.8378003138959316,0.07363123122290427,0.7982383247465515,7.971846435100549,1.4427954181606049,0.4522433119441794,0.4230769230769231,0.8676371437327614,0.0439271059529088,0.9,11.794515539305303,1.0333891040996814,0.4301311286929717,0.3940397350993377,0.8586712751642437,0.05353368897978617,0.8557756334975847,12.956124314442413,1.4120621294907134,0.004486623888358813,0.00023534850490659605,0.0005318264916071132,1094,COL,289936,71822,242069107.0,15055.0,85285326.0,116369.43035370567,6042.512050849287,34230329.46633079,131121.6168918476,6808.523061319621,38569718.290479034,124710.49892872544,6475.6241424726895,36683873.53332805
Comoros,0.45881176115396183,0.4662159443035937,0.5929212443156666,0.03642592975289877,0.861167731122888,8.525560538116592,0.1954931962680461,0.49235345613063447,0.491556849524977,0.6318878332822556,0.03369591612368337,0.9282511210762333,12.067264573991032,0.3226511196332741,0.4726343933800627,0.47558111923168256,0.6036911954829688,0.033560961641966564,0.8888129955750899,13.421076233183857,0.1960297562450525,0.05645579118503564,0.0029614218573550564,0.020328849028400597,223,COM,97,0,0.0,0.0,0.0,44.5047408319343,0.0,0.0,47.75828524467154,0.0,0.0,45.84553615786608,0.0,0.0
Congo,0.4095904095904096,0.40909090909090906,0.4141414141414142,0.003768558664006021,0.8191808191808192,8.10989010989011,0.0746174615473197,0.4520710059171598,0.4538461538461539,0.4538461538461539,0.003258917483601241,0.9041420118343196,11.753846153846155,0.08473185457363167,0.46313950949712535,0.46357615894039733,0.46688741721854304,0.0037007429717091037,0.9262790189942507,13.986813186813187,0.11176243774561564,0.0,0.0,0.0,91,COG,2500,1001,9054302.0,1510.0,2081811.0,1023.976023976024,618.4815184815185,852689.8201798202,1130.1775147928995,682.6272189349113,941126.3928994084,1157.8487737428134,699.3406593406593,964168.92540572
"Congo, The Democratic Republic of the",0.40749965407499655,0.40404040404040403,0.4141414141414142,0.0048264493188636525,0.8149993081499931,8.068493150684931,0.09556369651349914,0.4526343519494205,0.45000000000000007,0.45769230769230773,0.003675526788980741,0.905268703898841,11.768493150684932,0.09556369651349812,0.46366687834527803,0.4602649006622516,0.47019867549668876,0.00474654121755792,0.9273337566905561,14.002739726027398,0.14334554477024944,0.0,0.0,0.0,73,COD,36328,0,0.0,0.004043,5.0,14803.647433236474,0.001647521101425211,2.0374982703749827,16443.30073761855,0.001830000684931507,2.2631717597471024,16844.09035652726,0.001874605189149959,2.31833439172639
Cook Islands,0.44362197673950665,0.4141414141414142,0.529679262746992,0.04703038123387687,0.8244949494949496,8.162500000000001,0.07440238091428504,0.4534898866074165,0.42500000000000004,0.5463070793748085,0.050174005962059946,0.8442307692307692,10.975000000000001,0.13887301496588342,0.4829473496741511,0.45695364238410596,0.5559351995989552,0.04217643654846982,0.9031456953642384,13.637500000000001,0.20658792662828054,0.06274900398406374,0.0032915360501567397,0.019696969696969695,8,COK,3,0,0.0,0.0,0.0,1.33086593021852,0.0,0.0,1.3604696598222494,0.0,0.0,1.4488420490224532,0.0,0.0
Costa Rica,0.40513372728954844,0.40404040404040403,0.6485572860074853,0.01901359155919509,0.8080540858318637,7.99973544973545,0.14300649708834526,0.4672646005315329,0.4692307692307693,0.6783941158443151,0.01630356334832595,0.9323158323158324,12.120105820105822,0.13788085202796252,0.4300898302441797,0.42715231788079466,0.6694282472757974,0.017969311361893874,0.857966291741126,12.955291005291006,0.14360291912220685,0.002213368747233289,0.00011610356437942645,0.0002886002886002886,378,CRI,37034,4394,36007873.0,2729.0,16020972.0,15003.722456441137,1105.6099417731778,6490636.101161491,17304.67721608479,1275.1650948505533,7486033.081706874,15927.946773262951,1173.7151467363663,6890457.127826756
Cuba,0.5250068944157288,0.48506982172320817,0.7936134250875287,0.09812245578766249,0.8727136580946845,8.65002592016589,0.6548266766910324,0.5321002388341122,0.4991112473184187,0.7933803248544284,0.09703741118517115,0.8869003469314513,11.536080870917575,0.8075977297154598,0.529919432538694,0.4881005778211656,0.7855861322920239,0.09409579776043804,0.882538734340615,13.326334888543286,0.7710941556775858,0.17730013073677298,0.0093003830334232,0.033457435945771864,1929,CUB,342417,29447,287496675.522528,9227.0,90084960.269174,179771.2857651506,4844.23861477393,47295225.224483356,182200.1674808602,4909.688903722353,47934228.87458899,181453.422331602,4889.5666040345295,47737771.026111476
Côte d'Ivoire,0.4114880144730892,0.4141414141414142,0.42424242424242425,0.005537617016522808,0.8229760289461784,8.147462686567165,0.10964481692715188,0.42145809414466134,0.41923076923076924,0.4307692307692308,0.0028520247948240272,0.8429161882893227,10.957910447761193,0.07415264466542433,0.441860235247603,0.44370860927152317,0.4470198675496688,0.003421523927717824,0.883720470495206,13.344179104477613,0.10333002261707813,0.0,0.0,0.0,335,CIV,6453,82261,98886688.0,32548.0,12765872.0,2655.3321573948447,13393.111895070107,5253003.322297604,2719.6690815155,13717.618048220438,5380280.0832146965,2851.324098052782,14381.666936838981,5640731.205060788
Djibouti,0.36709149492442555,0.36868686868686873,0.37438126282747797,0.0066585872346233916,0.7193243914555391,7.121311475409836,0.16970051802407637,0.402196007897791,0.4,0.4105117989580141,0.006329215650049277,0.7895334174022699,10.26393442622951,0.19072093488494424,0.43336025131911826,0.4304635761589404,0.44642621566713275,0.00860955201130973,0.8518619042449245,12.86311475409836,0.12344960471578886,0.014858598393312,0.0007794165510389366,0.0017386984600099354,122,DJI,779,4169,910603.0,6547.0,1037285.0,285.9642745461275,2403.3480172702143,380778.50131268275,313.31069015237915,2633.1772637068375,417191.8860522601,337.5876357775931,2837.209565386267,449518.0882895516
Dominica,0.379431767877983,0.379431767877983,0.379431767877983,0.0,0.7070707070707071,7.0,0.0,0.40666564511186026,0.40666564511186026,0.40666564511186026,0.0,0.7615384615384616,9.9,0.0,0.41993614944196717,0.41993614944196717,0.41993614944196717,0.0,0.7880794701986754,11.9,0.0,0.05179282868525897,0.002716823406478579,0.006060606060606061,9,DMA,1,0,0.0,0.0,0.0,0.379431767877983,0.0,0.0,0.40666564511186026,0.0,0.0,0.41993614944196717,0.0,0.0
Dominican Republic,0.4445356932617193,0.4403195299609642,0.5140247092438327,0.01691414846339789,0.8621094667606296,8.534883720930232,0.11421477855284266,0.45207666650036704,0.4521299417713761,0.5258351210542447,0.015322364085653984,0.8771914132379248,11.403488372093024,0.15927296398630753,0.452184178732475,0.4457006411440331,0.5167673676156302,0.013895329060011816,0.8774064377021408,13.248837209302327,0.08617157649524117,0.02696191976280923,0.0014143034191149667,0.008033826638477801,172,DOM,19270,42807,211021863.0,6554.0,15004277.0,8566.202809153332,2913.4869336373085,6669936.67808587,8711.517363462073,2962.9104722434054,6783083.529408128,8713.589124174794,2963.6151074126415,6784696.672719564
Ecuador,0.33954451345755693,0.33333333333333337,0.3888888888888889,0.012592108264111813,0.6790890269151139,6.722981366459628,0.24932374362941212,0.4317452733601802,0.4307692307692308,0.48461538461538467,0.012903406995255415,0.8634905467203604,11.225377107364684,0.33548858187664315,0.3892417894310042,0.3841059602649007,0.423841059602649,0.009789024710280977,0.7784835788620084,11.755102040816329,0.29562854625048585,0.0,0.0,0.0,1127,ECU,162785,30509,143295722.0,16398.0,145772481.0,55272.75362318841,5567.850931677019,49496246.136645965,70281.65432393693,7079.758992560235,62936579.657736674,63362.72469252602,6382.786863089606,56740741.35423706
Egypt,0.3537160676903592,0.3434343434343435,0.4113042778381424,0.024215298781520542,0.6905374499714123,6.836320754716982,0.10372973881254885,0.3878921903098781,0.3807692307692308,0.4423843089181735,0.02305968729094039,0.75888969521045,9.86556603773585,0.13095768419466128,0.42925828859994236,0.4205298013245033,0.48160998390543786,0.02190525251484648,0.8416218917905784,12.708490566037737,0.09451088808941885,0.016894685409306172,0.0008862206975414522,0.0008862206975414522,212,EGY,266,19801,23473652.0,4174.0,2127151.0,94.08847400563555,1476.4108665395593,752407.4871036152,103.17932262242758,1619.0620023534311,825105.2605098475,114.18270476758467,1791.7240966161594,913097.197853656
El Salvador,0.3960547325681829,0.39593142581190394,0.41478530323151835,0.007199433854091255,0.7860839802988564,7.7822314049586785,0.09840206794799211,0.4644081651778139,0.4635304934109715,0.47974256818878336,0.007795724924684894,0.9227908455181183,11.996280991735539,0.16953258775051508,0.42244791290750744,0.42583309147515896,0.43980369911084133,0.00656264563459065,0.8388703409775053,12.66694214876033,0.13162781034710958,0.0060254848375094665,0.00031607036451721546,0.0034560480841472575,242,SLV,51920,2324,15254762.0,1222.0,2186078.0,20563.161714940055,483.9788831983195,865806.5376631882,24112.071936032098,567.5067778472886,1015232.472915585,21933.495638157787,516.2313495729741,923504.088553018
Equatorial Guinea,0.4011626233848456,0.398989898989899,0.4141414141414142,0.00476876413817386,0.8023252467696912,7.943019943019943,0.09442152993584312,0.4358755204909051,0.43846153846153846,0.45000000000000007,0.00453837743133996,0.8717510409818102,11.332763532763533,0.11799781321483767,0.4481990905831965,0.4503311258278146,0.46357615894039733,0.0041977275643245784,0.896398181166393,13.535612535612536,0.1267713724426018,0.0,0.0,0.0,351,GNQ,33795,3803,8258813.0,1290.0,13360149.0,13557.290857290856,517.4997841664508,5359592.421652421,14730.413214990138,562.2794214332675,5823361.899211045,15146.888266259126,578.1768268523235,5988006.631856002
Eritrea,0.37478995582296665,0.3585858585858586,0.47917421224194134,0.0400039837038802,0.7091836734693877,7.0209183673469395,0.10370236602066446,0.41025568057440576,0.39230769230769236,0.5155378486055777,0.038610494176879596,0.7801151229722659,10.141496598639456,0.14397308920178548,0.4441067553904757,0.42715231788079466,0.5460014247645181,0.039111182160257364,0.847817272604406,12.802040816326532,0.10488535982669946,0.04039623817654552,0.0021190085229494094,0.003483817769532055,588,ERI,7175,4570,4847504.23871,6838.0,7253224.066586,2689.1179330297855,2562.813717917446,2718435.527489845,2943.5845081213615,2805.3283437677865,2975676.3757958985,3186.4659699266635,3036.801993360073,3221205.80633162
Fiji,0.4847560174134787,0.42424242424242425,0.8168135538653467,0.11941473165985363,0.8333421783509349,8.250087565674256,0.3208746151296327,0.5237228104958586,0.4676524670548575,0.8286239656757586,0.10556118876865683,0.9112757645156946,11.846584938704028,0.21651482113878323,0.5334703911762745,0.48080525579800004,0.865913828131184,0.1199089579971554,0.9307709258765267,14.054640980735552,0.5303014723539717,0.13616985647602237,0.007142870214311727,0.03383749933662368,571,FJI,48811,5564,27088891.0,3911.0,18594698.0,23661.42596596931,1895.880784104115,9013891.747486377,25563.43410311335,2048.2799118493026,9738467.49688172,26039.223263705135,2086.4026998904096,9919720.81586469
French Guiana,0.4121625612853683,0.4141414141414142,0.42424242424242425,0.007465922321487128,0.8243251225707366,8.160818713450293,0.14782526196544502,0.431186357502147,0.4307692307692308,0.44615384615384623,0.0048568482119316315,0.862372715004294,11.210845295055822,0.12627805351022137,0.4334157187067609,0.4370860927152318,0.44370860927152317,0.005896653212261599,0.8668314374135218,13.089154704944178,0.17807892701029907,0.0,0.0,0.0,1881,GUF,83100,3484,0.0,6074.0,0.0,34250.70884281411,2503.4753972473272,0.0,35831.586308428414,2619.025935468041,0.0,36016.84622453183,2632.5670754248654,0.0
French Polynesia,0.4911289540939953,0.5028572578373376,0.6203871383154252,0.049586879540302796,0.8322663252240717,8.253521126760564,0.41638957922856384,0.5081485542121871,0.5144345694146492,0.6396567575850445,0.04571428239327665,0.866305525460455,11.276056338028171,0.48593497176132905,0.5132944576511601,0.5141289148043587,0.6382813118387378,0.050570540392806465,0.8765973323384013,13.253521126760564,0.5039362164615371,0.14999158296391898,0.007867897037396794,0.044131455399061034,71,PYF,126,1753,0.0,122.0,0.0,61.88224821584341,59.917732399467425,0.0,64.02671783073558,61.99412361388682,0.0,64.67510166404617,62.621923833441535,0.0
Gabon,0.4077087209241216,0.40404040404040403,0.4191919191919192,0.006844288336072021,0.8154174418482432,8.072632674297607,0.1355169090542275,0.4466301128632034,0.45000000000000007,0.45769230769230773,0.006849079597582442,0.8932602257264068,11.612382934443287,0.1780760695371365,0.4587350373162613,0.4602649006622516,0.47019867549668876,0.0069825424385333255,0.9174700746325226,13.853798126951093,0.21087278164370626,0.0,0.0,0.0,961,GAB,194197,2162,5069257.0,1557.0,3320704.0,79175.81047730164,634.8024784788573,1353879.9804076143,86734.22802769551,695.4030857280077,1483126.402305291,89084.968041706,714.2504531014189,1523323.2733562582
Gambia,0.3942971953871137,0.393939393939394,0.40404040404040403,0.006478127793967049,0.7885943907742274,7.807084468664851,0.12826693032054765,0.40484175225319646,0.40384615384615385,0.4115384615384616,0.0038796811048792683,0.8096835045063929,10.525885558583106,0.10087170872686203,0.41857191836440083,0.41721854304635764,0.42715231788079466,0.004716902680789023,0.8371438367288017,12.640871934604906,0.14245046095982872,0.0,0.0,0.0,367,GMB,74425,2784,1684971.0,1687.0,1323843.0,29345.568766685938,665.1793686180608,521987.58203286276,30130.347411444145,682.9680360511425,535946.9198281284,31152.215024270532,706.1308262807441,554123.5041232834
Ghana,0.4192409532215357,0.4141414141414142,0.4494949494949495,0.01614151166433958,0.8384819064430714,8.300970873786408,0.3196019309539231,0.4314040328603435,0.4230769230769231,0.4538461538461539,0.011083553979681152,0.862808065720687,11.216504854368932,0.28817240347170964,0.45084549604577895,0.44370860927152317,0.47019867549668876,0.009577493734217415,0.9016909920915579,13.615533980582525,0.2892403107733655,0.0,0.0,0.0,206,GHA,18391,59157,249967863.0,18397.0,109352669.0,7710.260370697263,7712.7758164165925,45845117.18887908,7933.951568334577,7936.53999253174,47175182.410642266,8291.49951777792,8294.204590754196,49301158.299234875
Grenada,0.4620209865053277,0.4541229023300737,0.49979878465934247,0.021763723145927564,0.8456719089630483,8.37215189873418,0.06968189416594261,0.4828559180997529,0.4760343242414956,0.520272755133313,0.023051050729820232,0.8873417721518988,11.535443037974684,0.1143969412845816,0.4799177003111704,0.4735890873591726,0.5094984301205773,0.018197660870869978,0.8814653365747338,13.310126582278482,0.21339438431852475,0.07837006404760703,0.004110947978254831,0.018258534714230917,79,GRD,209,1594,36869182.0,623.0,18227371.0,96.56238617961348,287.83907459281914,8421427.9308186,100.91688688284836,300.81923697614604,8801193.958749812,100.30279936503462,298.9887272938592,8747637.973038519
