country,mangrove_area_km2,mean_tc_score,mean_tc_wind,tc_points,mean_slr_ssp245,mean_slr_ssp370,mean_slr_ssp585,risk_ssp245,risk_ssp370,risk_ssp585
Guadeloupe,49.087385212340514,0.4652054032609269,47.79587480163575,407.0,6.872195428333993,9.683488465689702,11.672907735652105,0.4719523206582961,0.7062267404379386,0.7247616796014721
Hong Kong,7.3631077818510775,0.4454212863288791,40.90146898542131,72.0,8.120000000000001,10.973333333333333,12.783333333333335,0.566043976497773,0.7227106431644396,0.7227106431644396
Seychelles,14.726215563702155,0.6214429681058709,42.845974549793056,350.0,5.634324350801807,8.001761956158221,9.31504815569271,0.446915179953086,0.617257202621676,0.7136421636939944
Jamaica,28.4706834231575,0.5680823584749093,44.64029057272221,381.0,6.134389582518643,8.65567737977793,10.209951155278826,0.46190697778067485,0.6339395815752706,0.7087210168900004
Saint Kitts and Nevis,1.9634954084936207,0.4097887400034312,43.15545845031738,16.0,7.6000000000000005,10.4,12.600000000000001,0.5048943700017157,0.7048943700017156,0.7048943700017156
Grenada,22.089323345553233,0.4268427886046447,46.12045794592963,171.0,7.683160089949182,10.649169732348263,12.34573884334001,0.5203514017980875,0.6638151682943071,0.6885292608769529
"Micronesia, Federated States of",49.087385212340514,0.5669091988002625,43.32847588902428,794.0,5.510540568341898,7.720350053966132,9.167800563477343,0.40933298009528934,0.580317103897309,0.6815213130232433
"Virgin Islands, U.S.",5.399612373357457,0.34660628999313076,36.68040000618278,45.0,8.545454545454545,11.372727272727273,13.47272727272727,0.5520910237844442,0.6733031449965654,0.6733031449965654
Aruba,5.890486225480862,0.4532631607742997,44.86434237162272,52.0,6.887110202385657,9.61063189778359,11.127912397515026,0.4672240972526213,0.6150175718691157,0.6706242801800686
Tuvalu,0.4908738521234052,0.5614803314208985,57.186930656433105,4.0,5.174220404771315,7.3212637955671775,8.655824795030048,0.37859186610805884,0.5575121486743807,0.6687255652962866
Japan,45.65126824747668,0.5004489493820425,38.299592333967965,560.0,6.048304408097605,8.391113127655602,9.829365965937887,0.4209165086991551,0.5726021815655474,0.661094577587279
Australia,1987.5482272476675,0.433331285083111,36.50806523024259,20816.0,6.066433610439277,8.553270322563225,10.307978294291752,0.38886844341149523,0.5652031731264426,0.640891873577764
Philippines,1244.3652151328322,0.4386950728532056,38.358066428270625,15262.0,6.671661378244733,8.875089254975657,10.57680881790512,0.4200168853368721,0.5596976765108662,0.6392361082014048
Trinidad and Tobago,36.32466505713198,0.37789703809405173,41.14297602369979,286.0,6.772593710429289,9.408993197843492,11.070401251636241,0.41999799491613327,0.5803511053538033,0.6344549296563521
Cuba,530.1437602932776,0.4248120919381392,41.63504905983343,4870.0,6.087415129790843,8.420851539160775,9.881117974878489,0.38615668950102255,0.548912192750986,0.630365722887956
United States,584.1398840268522,0.40219200701756,38.34966190962851,5245.0,7.065981256568785,9.60992814852675,11.088098752376812,0.4148647496794281,0.5549660663061772,0.627768798699845
Madagascar,433.93248527709017,0.4021302844328901,35.59078716977084,4160.0,6.026862422491255,8.533525352869228,9.839550698630555,0.36997034409071633,0.5379369759208565,0.6192083188368647
"Tanzania, United Republic of",203.22177477908974,0.3876560885918913,36.913441817938356,1815.0,6.068173713487154,8.686392513803096,9.96180963903071,0.36617585375320844,0.5374605927489411,0.6153637106724984
Honduras,140.3899217072939,0.3802269385051762,30.288996003734304,1330.0,6.256729154268755,8.960852841064563,10.232776872170627,0.3737161901502757,0.539473583630346,0.6145231969451287
"Virgin Islands, British",2.945243112740431,0.31687008797585425,38.02923313776652,21.0,6.887110202385657,9.36063189778359,11.077912397515023,0.3990275608533986,0.5468210354698929,0.6024277437808457
Bahamas,382.88160465625606,0.3803528489816961,42.61581160772997,2846.0,5.856738123878223,8.048309290243065,9.49499092313981,0.34490460148069996,0.5087321132076846,0.5991286595388235
Tonga,4.908738521234052,0.3510549332902238,40.4975813293457,40.0,5.919376323817052,8.237011036453742,9.84465983602404,0.33547549362986623,0.4969450530162571,0.5859157863137818
Martinique,35.83379120500858,0.34691054682345673,40.28528722500537,261.0,5.641824990222999,7.940764763479873,9.322595721942504,0.3102740225969783,0.4899801909163296,0.5813884785507728
Nicaragua,187.51381151114077,0.32469112452969795,28.570251008525855,1455.0,5.975935845369626,8.544587955401159,9.886584078045507,0.32700688271231776,0.4993072985133748,0.5805338514911542
Timor-Leste,15.21708941582556,0.3462631867307751,39.849909288725726,103.0,5.694507436259813,7.950092215636988,9.582304666799395,0.3143405463870386,0.4859080952061043,0.5791838639857673
Antigua and Barbuda,35.34291735288517,0.2180646644340263,39.29598146014743,144.0,6.581011790346791,9.181497270867748,11.117057576259182,0.32411664807924573,0.5408237714559923,0.57480564875713
ANT,15.21708941582556,0.21419522441497066,36.923945355158985,71.0,7.605418827191672,10.570689489035633,12.164594295331305,0.40754918114012467,0.5422894782292719,0.5745772443453091
Mexico,1846.6674316882502,0.30660115112878494,28.573968347627897,16494.0,6.306866310517925,8.83460792034864,10.237621422884548,0.34466667205935164,0.4920210034474243,0.5723713666527247
China,165.91536201771095,0.27309941404836985,32.85378159829078,968.0,6.433005407796968,8.84286758472804,10.357807634679055,0.33930015767393235,0.493234678335348,0.5646350079417195
Puerto Rico,42.70602513473625,0.24375774584609525,40.23724666317761,192.0,6.668795869463645,9.121660385907196,10.6959432706498,0.34427852871168474,0.49102106983293853,0.5562151416457799
Mozambique,686.7325191206438,0.26513530806059277,32.48592557387502,3612.0,6.063140608179332,8.514783954610927,9.951581248717298,0.30449603804524067,0.47061165882542894,0.5512990197055108
Papua New Guinea,1091.2125732703298,0.27086102806058304,32.967479613151085,6216.0,5.564805314704263,7.950782129191757,9.629732500347082,0.26583095692231345,0.45951915824956263,0.5489631031842712
Dominican Republic,69.70408700152353,0.23250978971069167,30.202137942605173,331.0,6.382070822775984,8.78475355913108,10.287887720758693,0.31476079675334445,0.47320032055758354,0.5444708903645795
Guatemala,63.81360077604267,0.23641130240394767,36.84728612459622,223.0,6.206918302021673,8.803558370538587,10.073961577830113,0.2913462789345492,0.45164320772121497,0.5346255262775602
Djibouti,15.21708941582556,0.0940328702785289,28.03473404915102,23.0,7.02570585868017,10.015646941363507,12.439461263874843,0.2991585900292787,0.5182128200378362,0.5325629383116306
Unassigned,13992.850028629788,0.2148140312151298,22.249857074770265,72232.0,5.99678142780737,8.39553018618902,9.969750042937884,0.2721577154049084,0.4427102075890898,0.5254176334228805
United Arab Emirates,108.48312131927254,0.1944138744973625,27.804550359331827,296.0,5.59914207919178,8.031790850445137,9.981023732440802,0.23046877718132958,0.43318950811910933,0.5226994881044192
Bangladesh,1240.4382243158448,0.13732622031327915,19.345606720489997,3707.0,6.8446191242713645,9.489941948683567,11.532150834490187,0.30560093257563903,0.47543772116849065,0.5218980118436433
Viet Nam,613.5923151542564,0.19855029341770272,32.8256021411375,2044.0,6.007544970559322,8.37200417561035,9.867176368814164,0.2665705609221282,0.43462216134304715,0.516653177443365
New Caledonia,206.65789174395357,0.16466940599235694,33.61671815405549,592.0,5.934736145804468,9.018447745165039,10.202112091588395,0.2435627151465509,0.4285671853228771,0.5051750019982992
Saint Martin (French part),3.436116964863836,0.2263498460924303,40.062360763549805,14.0,5.174220404771314,7.3212637955671775,8.655824795030048,0.21102662344382475,0.3899469060101466,0.5011603226320525
Anguilla,3.436116964863836,0.2263498460924303,40.062360763549805,14.0,5.174220404771314,7.3212637955671775,8.655824795030048,0.21102662344382475,0.3899469060101466,0.5011603226320525
Bermuda,6.872233929727672,0.0,0.0,0.0,8.0,10.0,11.0,0.3333333333333333,0.5,0.5
Singapore,0.9817477042468103,0.0,0.0,0.0,8.200000000000001,11.4,13.5,0.3500000000000001,0.5,0.5
Haiti,54.97787143782138,0.1556125387537894,27.85230715615409,149.0,6.24163760693691,8.610534284373276,10.141162132208695,0.26460940328830385,0.4203507930746678,0.49879597087047634
Saint Vincent and the Grenadines,0.4908738521234052,0.22061907794024493,46.469764709472656,1.0,5.174220404771315,7.3212637955671775,8.655824795030048,0.20816123936773206,0.38708152193405393,0.4982949385559598
Turks and Caicos Islands,12.762720155208534,0.22050550940626623,40.65397115854117,43.0,5.174220404771315,7.3212637955671775,8.655824795030048,0.20810445510074269,0.3870247376670646,0.4982381542889704
Sudan,19.634954084936208,0.09809379904119819,13.227073780695596,19.0,6.087110202385658,8.76063189778359,10.772912397515025,0.2229727497194039,0.43743289100256477,0.49303959931351776
"Taiwan, Province of China",27.979809571034096,0.04301397604050063,9.590634889009467,33.0,7.847149587304229,10.5042143987557,12.317424503868084,0.3421027869622694,0.45884649201012584,0.490064293167152
Mauritius,12.762720155208534,0.16265175508492158,26.15105657612448,44.0,5.747417265575728,7.994915519326073,9.262620980410041,0.2269439830071048,0.39244063235809507,0.48654429257663084
Bahrain,23.071071049800043,0.15792186489182,39.00670867270612,44.0,5.330702906289871,7.586634374856474,9.172102480770894,0.18985284130339924,0.3778471303506162,0.4812460682548319
Thailand,586.5942532874692,0.08499302615362311,18.821796090513093,684.0,6.5370361793043905,9.016199815378526,10.79412939413125,0.24053404684729598,0.40669168597620753,0.4743503921553921
"Venezuela, Bolivarian Republic of",622.9189183446011,0.08353003542797989,15.153242225078682,920.0,6.25195573990255,8.719024926196155,10.275063401024264,0.22942799603920241,0.3966404203501156,0.4689422869482814
Indonesia,6849.1628586778725,0.09796908270846229,12.835649871968185,11288.0,5.977142323439612,8.314418432143023,10.039115108881658,0.21374640164086547,0.38605470776821377,0.46729167431384416
Egypt,43.19689898685966,0.09275173527798039,15.41476278594046,56.0,5.6247259715976465,8.036813853644684,9.793374569169238,0.18176969860546072,0.3827770221093805,0.4661835968879419
El Salvador,72.64933011426396,0.005904862130097528,1.0744936659529403,3.0,6.935885271882202,10.482859390394317,11.364805673996639,0.2476095370552322,0.4275375604447553,0.46510966065485865
Kenya,95.2295273119406,0.016436496329659638,3.132489312555372,12.0,6.864127581250618,9.976886847747966,11.24970455887775,0.24689554660238136,0.4207680971610092,0.46433623975515786
Oman,50.06913291658733,0.08853574347483399,15.088453330245672,27.0,5.453785031286744,7.768074816044202,9.429192482279058,0.16541662434464563,0.3582741064077672,0.45421691846328627
Brazil,2639.4287028675494,0.06431382582675226,10.068240345176928,2720.0,6.043812912034911,8.494266473547722,9.926648428722043,0.20247465558295202,0.37543648064423746,0.4535154554903774
Saudi Arabia,242.98255680108556,0.054012867237354545,12.133690219455294,209.0,5.642351183027052,8.07358256871718,9.95010364916175,0.1638690322042649,0.3662696274764221,0.4511985727323248
Eritrea,82.95768100885547,0.09973840461851749,17.34155686508269,121.0,5.395614439709621,7.669043228044435,9.151585174316432,0.16617040561839383,0.35305870208219237,0.4511107676245828
Guyana,97.19302272043423,0.03354664478932057,5.807610097557608,56.0,6.335630754455054,8.797445368985837,10.400053661584172,0.21140921859924802,0.3792287866451635,0.4477542251697722
Togo,15.707963267948966,0.0,0.0,0.0,6.675415814736554,9.275592404172114,11.176167872670336,0.2229513178947128,0.3953618670143429,0.44749315605586126
Malaysia,1180.5516143567895,0.04647159558768281,8.852572695810762,852.0,6.104434281691434,8.549590020328598,10.131447021623513,0.19860532126812758,0.37008139720098887,0.446432439755191
Yemen,34.852043500761766,0.008769694235009933,1.9124291111046159,3.0,6.117870650575389,8.813388053840665,10.615957631002845,0.18087406799878736,0.3786225839985931,0.44127802998276544
Cambodia,152.661768010379,0.03603589459133571,10.244292918508842,85.0,6.109187739632903,8.52048783294837,10.08939656248058,0.19378359226507647,0.36369632780127964,0.4405802010286422
Marshall Islands,0.4908738521234052,0.09531711887668919,34.87933349609375,1.0,5.174220404771315,7.3212637955671775,8.655824795030048,0.1455102598359542,0.32443054240227603,0.4356439590241819
Colombia,476.147636559703,0.017231339682905612,2.0895174773698,170.0,6.292867542495095,8.996969054220644,10.293131026035073,0.19765188257515062,0.3629421288271936,0.4355174821484992
Benin,22.089323345553233,0.0,0.0,0.0,6.409549567201204,8.958952415216592,10.658920992684028,0.200795797266767,0.37102381237916043,0.43528045309403934
Myanmar,1063.723637551419,0.04837777050337094,11.685344094589038,735.0,5.591611678903367,7.878335749065691,9.446575360525637,0.15682319182696605,0.3388694562494301,0.43119660738132154
India,1197.7321991811086,0.04875198865954447,10.440629647729175,1101.0,5.428401982940671,7.723100524129379,9.356895934771632,0.14699555848193205,0.33055394101268487,0.43035793015090557
Somalia,26.016314162540475,0.0,0.0,0.0,6.068367806834429,8.687225831118567,10.213170623226823,0.17236398390286906,0.356797121146673,0.4281415770928013
Côte d'Ivoire,134.499435481813,0.0,0.0,0.0,6.246214566568437,8.62716214605775,10.3384130070266,0.18718454721403635,0.35661266058997054,0.4280490157923627
Ecuador,332.8124717396687,0.0,0.0,0.0,5.705469819011558,8.697955077372306,9.72913165224655,0.1421224849176298,0.3557907500563451,0.42763658557315154
Panama,389.2629647338603,0.025025095250082344,4.099736190834382,167.0,5.816174030392132,8.35627791639955,9.648854319518625,0.16386038349105206,0.34136168462639094,0.42662997883335024
Guinea-Bissau,599.3569734426777,0.02492523497339501,6.105031409486213,178.0,5.776444129818913,8.068955189853385,9.598652277889759,0.16049962830494027,0.3396940047929344,0.42576827072880746
South Africa,54.97787143782138,0.0,0.0,0.0,6.1628638460948215,8.73317900413487,10.178952539484674,0.18023865384123508,0.34852384558266775,0.4239900925761039
Ghana,92.28428419920017,0.0,0.0,0.0,6.163830913886853,8.552775350173398,10.227370073211947,0.1803192428239044,0.34801496712437885,0.42373474014354884
Gambia,131.06331851694918,0.0,0.0,0.0,5.997022454260168,8.311816726499982,9.891698171818685,0.16641853785501393,0.3444928420647612,0.421967357014853
Qatar,59.39573610693203,0.03589554702114627,10.643685206894046,34.0,5.374536546249725,7.641416816024682,9.238064286637396,0.13249248569805025,0.32139917484596325,0.4216707615843507
New Zealand,132.04506622119598,0.0,0.0,0.0,5.999488129410361,8.55988933651413,10.023122587667718,0.16662401078419675,0.33569090195858153,0.417550591516713
Pakistan,33.87029579651496,0.0,0.0,0.0,5.540365806425175,7.840354399622117,9.626769051399021,0.12836381720209794,0.3200295333018431,0.41720659969387974
"Congo, The Democratic Republic of the",35.83379120500858,0.0,0.0,0.0,5.961752080241795,8.512989656994899,10.098829300433188,0.1634793400201496,0.33487242575414106,0.41713988462513996
Liberia,130.57244466482578,0.0,0.0,0.0,5.948661958474673,8.257717139524194,9.83182315415793,0.16238849653955612,0.3321593856871665,0.41577849592920096
French Guiana,128.11807540420875,0.0,0.0,0.0,5.892987971453992,8.222726035700646,9.727621203873484,0.15774899762116595,0.32979932800698225,0.4145942318681289
Kiribati,6.381360077604267,0.0,0.0,0.0,5.872477234439473,8.23943368889783,9.496788303869268,0.1560397695366228,0.32828614074148577,0.4138349227583364
Gabon,375.02762302228155,0.0,0.0,0.0,5.84919753983529,8.305013998124219,9.852041790900325,0.15409979498627416,0.32644313858714047,0.4129101143376798
Sri Lanka,197.33128855360889,0.015605517294164208,4.776066319859443,59.0,5.564322385165575,7.846501198705329,9.380964937053001,0.13816295741088003,0.3173370625192923,0.4122281120250478
"Iran, Islamic Republic of",105.04700435440871,0.013708447338084014,3.030005677838192,17.0,5.39945015922033,7.655099413966325,9.217831483600461,0.1234750702707362,0.3114458414995691,0.41106603733356645
Nigeria,1560.487975900305,0.0,0.0,0.0,5.740480856970743,8.109109969349896,9.607243778287991,0.14504007141422864,0.31883350614877104,0.40909164231879847
Senegal,347.53868730337086,0.007029916224797859,1.791421911810751,31.0,5.559108287168465,7.791655620185799,9.23235727367706,0.13344064870977104,0.3108704405855093,0.4068469908058263
Sierra Leone,337.23033640877935,0.0,0.0,0.0,5.632562585126167,7.863605229717125,9.332817839159416,0.13604688209384727,0.3105648705501776,0.40494248611141653
Congo,44.66952054322987,0.0,0.0,0.0,5.571026505241032,7.9118663719759015,9.371540206674437,0.13091887543675268,0.3062086445511053,0.4027565556844082
Costa Rica,108.97399517139596,0.001401769630166484,0.5992582853849944,4.0,5.455603968262446,7.806093509519981,9.080472788315358,0.1220012155036204,0.29959456316096744,0.3997868303879097
Peru,23.561944901923447,0.0,0.0,0.0,5.364405779274303,7.766965483528931,9.008343045547752,0.11370048160619194,0.3000249014051886,0.39965358712897925
Guinea,432.95073757284337,0.0,0.0,0.0,5.449186576620047,7.659570210985493,9.082327933859181,0.12076554805167061,0.2995503520492446,0.3994154608525886
Cameroon,457.0035563268902,0.0,0.0,0.0,5.414001917148401,7.66736493428919,9.075362755494737,0.1178334930957,0.29571399515066554,0.39749039790239893
Angola,130.57244466482578,0.0,0.0,0.0,5.429736010391733,7.705219421497711,9.112861842057638,0.1191446675326444,0.29523445053834313,0.39724976503362525
Brunei Darussalam,26.50718801466388,0.0,0.0,0.0,5.413167041454922,7.638207218117757,9.007245180583377,0.11776392012124345,0.29330739163326985,0.3962827773942938
Equatorial Guinea,42.215151282612844,0.0,0.0,0.0,5.209403888436765,7.372179332828025,8.717966367180862,0.10078365736973043,0.2793676575806299,0.38928789493949034
Dominica,4.417864669110647,0.0,0.0,0.0,5.174220404771315,7.321263795567178,8.655824795030048,0.0978517003976096,0.27677198296393146,0.38798539958583733
Sao Tome and Principe,1.4726215563702154,0.0,0.0,0.0,5.174220404771315,7.3212637955671775,8.655824795030048,0.0978517003976096,0.27677198296393146,0.38798539958583733
Suriname,130.08157081270238,0.0,0.0,0.0,5.174220404771315,7.3212637955671775,8.655824795030048,0.0978517003976096,0.27677198296393146,0.38798539958583733
Mauritania,6.381360077604267,0.0,0.0,0.0,5.174220404771315,7.3212637955671775,8.655824795030048,0.0978517003976096,0.27677198296393146,0.3879853995858373
