channel,X0_X1_corr,X1_Y6_corr,lag1_lon,lag1_lat
R600,-0.005706196538533937,0.009940194658840955,-0.00531945563852787,-0.0015639032935723662
R700,-0.0018205444077903303,-0.002022071363304569,9.981838229577988e-05,-0.0022116461768746376
R850,-0.0022826770286641716,-0.002912083429896713,0.004177096765488386,-0.001342631527222693
R925,0.00715855052028612,0.007191733142341443,-0.001498191268183291,-0.00495389848947525
R1000,-0.0024269967766892635,0.002713372730450682,0.0020625751931220293,-0.003627568483352661
T2M,-0.0009717733494593377,-0.007876013115993454,0.0016497296746820211,0.0024132500402629375
U10,-0.004208714947162168,-0.004829569673718639,-0.005575765855610371,-0.004445077385753393
V10,0.00427765340743597,-0.0011682422934963033,0.0007779012084938586,-0.006143234670162201
MSL,0.0022875608785457298,-0.003218793168923091,0.0011420620139688253,0.0007746489718556404
TP,0.00039008865453253583,0.002771890318203165,-0.001446803449653089,0.0018478002166375518
