channel,idx,src,min,max,mean,std,abs_mean
T200,16,t_0_input,-39.87063980102539,43.561100006103516,0.021573904901742935,10.010851860046387,7.9934306144714355
T250,17,t_0_input,-41.57342529296875,43.63878631591797,-0.06316360831260681,9.981966972351074,7.969990253448486
T300,18,t_0_input,-42.79507064819336,39.88674545288086,-0.03880703076720238,9.980319023132324,7.9562087059021
T400,19,t_0_input,-40.11199951171875,41.41754913330078,0.013421761803328991,10.003665924072266,7.991942882537842
T500,20,t_0_input,-36.687171936035156,48.49785614013672,0.003018793649971485,10.041655540466309,8.018781661987305
T600,21,t_0_input,-40.69429397583008,43.209739685058594,-0.015707582235336304,9.998778343200684,7.97332763671875
T700,22,t_0_input,-40.39320373535156,44.11241149902344,0.008990117348730564,9.97407054901123,7.956203937530518
T850,23,t_0_input,-41.340328216552734,41.66397476196289,0.009794902056455612,10.016653060913086,7.981655120849609
T925,24,t_0_input,-42.026954650878906,46.713680267333984,-0.002447879407554865,10.020153045654297,7.990327835083008
T1000,25,t_0_input,-40.757083892822266,45.73931121826172,-0.009321823716163635,9.988536834716797,7.97235107421875
U50,26,t_0_input,-47.75574493408203,43.91315460205078,-0.004118442535400391,10.020877838134766,7.985178470611572
U100,27,t_0_input,-45.32929992675781,42.69020462036133,-0.0003739916137419641,9.960469245910645,7.947754383087158
U150,28,t_0_input,-43.51054763793945,39.55947494506836,-0.025938469916582108,9.965420722961426,7.947000503540039
U200,29,t_0_input,-49.35993194580078,41.16984558105469,-0.016106413677334785,9.992807388305664,7.964353561401367
U250,30,t_0_input,-40.99951171875,43.666236877441406,-0.010291333310306072,10.016046524047852,7.988771438598633
U300,31,t_0_input,-42.10720443725586,47.776405334472656,-0.01636972278356552,9.980939865112305,7.976987361907959
U400,32,t_0_input,-45.852542877197266,39.627567291259766,-0.009937080554664135,9.972230911254883,7.953237056732178
U500,33,t_0_input,-41.47979736328125,41.685176849365234,-0.009011893533170223,9.979802131652832,7.969485282897949
U600,34,t_0_input,-41.798065185546875,40.42090606689453,-0.024348096922039986,10.008576393127441,7.997183799743652
U700,35,t_0_input,-42.03981018066406,43.92184829711914,0.012368623167276382,9.992863655090332,7.9746785163879395
U850,36,t_0_input,-44.47943878173828,42.49198532104492,0.046961139887571335,10.039735794067383,7.997263431549072
U925,37,t_0_input,-46.255653381347656,40.99163818359375,-0.0824323371052742,9.975653648376465,7.9625420570373535
U1000,38,t_0_input,-47.794288635253906,41.11935043334961,0.041592348366975784,9.97116470336914,7.953302383422852
V50,39,t_0_input,-42.992637634277344,38.92133712768555,0.012066826224327087,10.003626823425293,7.988976955413818
V100,40,t_0_input,-44.37101364135742,43.15425491333008,-0.07613283395767212,10.007223129272461,7.988345146179199
V150,41,t_0_input,-44.14529800415039,46.97844696044922,-0.06318622082471848,9.994297981262207,7.97734260559082
V200,42,t_0_input,-42.669403076171875,46.898799896240234,-0.017624439671635628,10.000831604003906,7.963049411773682
V250,43,t_0_input,-38.24154281616211,40.181007385253906,-0.0511493943631649,9.986133575439453,7.956715106964111
V300,44,t_0_input,-46.24935531616211,42.59312057495117,0.02728315256536007,10.0157470703125,7.9651947021484375
V400,45,t_0_input,-40.14310836791992,42.724021911621094,-0.005663309246301651,9.940979957580566,7.923919200897217
V500,46,t_0_input,-45.0494384765625,42.61552429199219,-0.033250078558921814,10.032491683959961,7.995354652404785
V600,47,t_0_input,-42.419837951660156,41.16193389892578,0.05795693024992943,10.012497901916504,7.997870445251465
V700,48,t_0_input,-43.33633804321289,46.033905029296875,-0.015078555792570114,10.032523155212402,7.999976634979248
V850,49,t_0_input,-43.689056396484375,40.188995361328125,0.03764306381344795,9.960197448730469,7.950862884521484
V925,50,t_0_input,-41.026607513427734,41.45476531982422,-0.03887864574790001,10.026323318481445,8.007283210754395
V1000,51,t_0_input,-40.4039306640625,42.36164855957031,0.03349544480443001,9.965506553649902,7.95232629776001
R50,52,t_0_input,-37.639488220214844,44.93152618408203,-0.09148338437080383,10.011547088623047,7.987544536590576
R100,53,t_0_input,-44.31568908691406,42.69504165649414,0.020153384655714035,10.017521858215332,7.996635437011719
R150,54,t_0_input,-43.584442138671875,40.80937194824219,-0.051441553980112076,10.00856876373291,7.989023685455322
R200,55,t_0_input,-41.061649322509766,41.398475646972656,-0.0195559561252594,9.95251750946045,7.945964813232422
R250,56,t_0_input,-50.3740348815918,42.0673828125,0.03105621598660946,9.988726615905762,7.977581977844238
R300,57,t_0_input,-41.00109100341797,39.969627380371094,-0.004349313210695982,9.993865013122559,7.982330799102783
R400,58,t_0_input,-47.70665740966797,39.725364685058594,0.030682696029543877,9.993355751037598,7.968460559844971
R500,59,t_0_input,-42.41339111328125,40.37186050415039,0.0203084759414196,9.98912525177002,7.976931095123291
R600,60,t_0_input,-39.85114669799805,40.99253845214844,-0.03578978404402733,10.017434120178223,7.990398406982422
R700,61,t_0_input,-44.33977508544922,43.17181396484375,-0.047025591135025024,10.02159309387207,7.992130756378174
R850,62,t_0_input,-41.80073547363281,42.7846565246582,0.07338117808103561,10.006590843200684,7.98795747756958
R925,63,t_0_input,-40.371482849121094,39.92201232910156,-0.02583896927535534,10.011123657226562,7.987154483795166
R1000,64,t_0_input,-45.55978775024414,40.004905700683594,-0.05781950801610947,9.998883247375488,7.960659027099609
T2M,65,t_0_input,-40.900970458984375,42.68275833129883,0.026625068858265877,9.997865676879883,7.986149787902832
U10,66,t_0_input,-43.33992004394531,41.12761688232422,-0.0358545146882534,9.997628211975098,7.971590042114258
V10,67,t_0_input,-38.96654510498047,43.12171173095703,-0.01453864760696888,9.970691680908203,7.946963310241699
MSL,68,t_0_input,-41.07908630371094,40.30305480957031,-0.015547452494502068,10.037199020385742,8.006375312805176
TP,69,t_0_input,1.120058300330129e-06,45.069496154785156,7.9850172996521,6.032466411590576,7.9850172996521
Z50,0,t_+6h_fuxi,-42.19713592529297,45.07711410522461,-0.030800623819231987,10.03687572479248,8.007885932922363
Z100,1,t_+6h_fuxi,-38.5031623840332,41.28236770629883,0.005991913843899965,9.996031761169434,7.979005813598633
Z150,2,t_+6h_fuxi,-45.283164978027344,42.65613555908203,0.019106389954686165,9.98963451385498,7.960635662078857
Z200,3,t_+6h_fuxi,-38.85677719116211,42.67660140991211,-0.04024263471364975,10.023402214050293,7.989694595336914
Z250,4,t_+6h_fuxi,-39.64064025878906,46.341609954833984,-0.013976704329252243,9.940933227539062,7.9215593338012695
Z300,5,t_+6h_fuxi,-45.045475006103516,42.84225082397461,-0.043732352554798126,9.973688125610352,7.949246883392334
Z400,6,t_+6h_fuxi,-41.03894805908203,40.92945861816406,-0.05708009749650955,9.991804122924805,7.9673638343811035
Z500,7,t_+6h_fuxi,-51.669097900390625,41.83623504638672,0.0282217375934124,9.988780975341797,7.981669902801514
Z600,8,t_+6h_fuxi,-39.59941864013672,40.793067932128906,-0.001528476132079959,9.992197036743164,7.978611469268799
Z700,9,t_+6h_fuxi,-48.45599365234375,44.649757385253906,0.013957181014120579,9.954410552978516,7.951494216918945
Z850,10,t_+6h_fuxi,-41.59099197387695,46.01756286621094,-0.0137937618419528,9.997249603271484,7.9721598625183105
Z925,11,t_+6h_fuxi,-41.10268020629883,44.3309326171875,0.021314037963747978,9.97015380859375,7.957762241363525
Z1000,12,t_+6h_fuxi,-41.01519775390625,45.993675231933594,-0.016078246757388115,10.032954216003418,7.99924898147583
T50,13,t_+6h_fuxi,-39.68898010253906,39.729095458984375,0.006783426273614168,9.941187858581543,7.927610874176025
T100,14,t_+6h_fuxi,-48.45698547363281,46.314247131347656,-0.029391199350357056,10.022900581359863,7.9961957931518555
T150,15,t_+6h_fuxi,-39.03070831298828,40.123817443847656,0.013643152080476284,9.964920043945312,7.962462425231934
T200,16,t_+6h_fuxi,-51.013587951660156,41.97475814819336,-0.0012886833865195513,10.029097557067871,8.003471374511719
T250,17,t_+6h_fuxi,-41.010948181152344,43.1651611328125,0.014840743504464626,9.950343132019043,7.926377296447754
T300,18,t_+6h_fuxi,-39.699031829833984,41.924827575683594,-0.010510185733437538,10.042694091796875,8.013336181640625
T400,19,t_+6h_fuxi,-46.911773681640625,48.782127380371094,-0.005811785347759724,10.005851745605469,7.97908878326416
T500,20,t_+6h_fuxi,-42.40814208984375,41.27956008911133,0.0240204818546772,9.995355606079102,7.977687835693359
T600,21,t_+6h_fuxi,-42.39202117919922,41.45456314086914,0.009114592336118221,9.961479187011719,7.947781085968018
T700,22,t_+6h_fuxi,-39.59063720703125,43.907779693603516,-0.011845552362501621,9.989604949951172,7.973238945007324
T850,23,t_+6h_fuxi,-40.92870330810547,42.58272171020508,-0.03626975789666176,10.021663665771484,7.994320869445801
T925,24,t_+6h_fuxi,-41.66321563720703,50.569923400878906,0.00529315322637558,10.023306846618652,7.996577262878418
T1000,25,t_+6h_fuxi,-46.70769119262695,41.308780670166016,-0.031131891533732414,10.042479515075684,8.016250610351562
U50,26,t_+6h_fuxi,-44.35719299316406,39.82282638549805,0.06054572016000748,10.005410194396973,7.986515045166016
U100,27,t_+6h_fuxi,-44.36780548095703,39.66791915893555,0.030703913420438766,10.044310569763184,8.005552291870117
U150,28,t_+6h_fuxi,-45.13751983642578,39.055511474609375,-0.00964371394366026,9.99703598022461,7.973942279815674
U200,29,t_+6h_fuxi,-39.73874282836914,48.29655456542969,0.02741609886288643,10.006796836853027,7.987213134765625
U250,30,t_+6h_fuxi,-44.192928314208984,45.29058837890625,0.0190920177847147,9.979520797729492,7.9632134437561035
U300,31,t_+6h_fuxi,-40.56766128540039,42.00474166870117,-0.0945720449090004,9.997687339782715,7.978548049926758
U400,32,t_+6h_fuxi,-41.55025863647461,40.71229934692383,-0.022150101140141487,9.98220443725586,7.961363315582275
U500,33,t_+6h_fuxi,-45.44838333129883,39.77363967895508,0.05102070793509483,9.957218170166016,7.940066814422607
U600,34,t_+6h_fuxi,-42.68315887451172,40.31098937988281,-0.011352526023983955,10.00653076171875,7.976498603820801
U700,35,t_+6h_fuxi,-40.92603302001953,44.44496154785156,0.02010262757539749,10.035545349121094,8.02445125579834
U850,36,t_+6h_fuxi,-40.058860778808594,43.2513427734375,-0.019658269360661507,9.978049278259277,7.953420162200928
U925,37,t_+6h_fuxi,-48.37348175048828,40.11769104003906,-0.056273315101861954,10.006390571594238,7.979520320892334
U1000,38,t_+6h_fuxi,-47.155006408691406,42.43471145629883,0.0047109294682741165,10.003872871398926,7.971399307250977
V50,39,t_+6h_fuxi,-44.259979248046875,42.62538146972656,-0.015613283030688763,10.001102447509766,7.9829559326171875
V100,40,t_+6h_fuxi,-43.23257064819336,40.6013298034668,0.04025449603796005,9.961522102355957,7.938173770904541
V150,41,t_+6h_fuxi,-41.61125946044922,43.16530227661133,0.01111222431063652,9.995482444763184,7.958098411560059
V200,42,t_+6h_fuxi,-40.79032897949219,43.5658073425293,-0.0040975878946483135,10.022051811218262,7.996891021728516
V250,43,t_+6h_fuxi,-45.07467269897461,42.32117462158203,0.06349650770425797,10.00473403930664,7.985332489013672
V300,44,t_+6h_fuxi,-39.01996612548828,41.49858474731445,-0.012124791741371155,9.984821319580078,7.972249507904053
V400,45,t_+6h_fuxi,-41.93736267089844,43.648468017578125,0.06876176595687866,10.052741050720215,8.018080711364746
V500,46,t_+6h_fuxi,-39.479164123535156,43.83344650268555,-0.041843898594379425,10.038565635681152,8.010149955749512
V600,47,t_+6h_fuxi,-47.31109619140625,41.753326416015625,-0.00011849166185129434,10.000640869140625,7.9722394943237305
V700,48,t_+6h_fuxi,-42.237213134765625,38.23698043823242,-0.03340739756822586,9.984161376953125,7.963150501251221
V850,49,t_+6h_fuxi,-46.78756332397461,47.9265251159668,0.016654685139656067,9.963435173034668,7.955154895782471
V925,50,t_+6h_fuxi,-43.23786926269531,45.84979248046875,-0.0306768286973238,9.964393615722656,7.950797080993652
V1000,51,t_+6h_fuxi,-41.98532485961914,42.1234130859375,0.04392887279391289,10.01977825164795,8.001888275146484
R50,52,t_+6h_fuxi,-38.304813385009766,41.06036376953125,0.05021030083298683,10.017850875854492,7.999876499176025
R100,53,t_+6h_fuxi,-47.28791046142578,46.086578369140625,0.003722110530361533,10.022805213928223,8.007834434509277
R150,54,t_+6h_fuxi,-45.952945709228516,42.60181427001953,-0.06493566930294037,9.985129356384277,7.968976020812988
R200,55,t_+6h_fuxi,-45.64470291137695,42.95361328125,-0.005072466097772121,9.964570999145508,7.953130722045898
R250,56,t_+6h_fuxi,-41.01272964477539,45.41055679321289,0.04492010921239853,10.012808799743652,8.00085735321045
R300,57,t_+6h_fuxi,-43.027915954589844,44.34959030151367,-0.025566667318344116,10.038433074951172,8.006152153015137
R400,58,t_+6h_fuxi,-39.97075653076172,40.994537353515625,-0.014879454858601093,9.999944686889648,7.977573871612549
R500,59,t_+6h_fuxi,-44.28752136230469,45.92869567871094,0.018357329070568085,10.022764205932617,7.992419719696045
R600,60,t_+6h_fuxi,-45.620811462402344,42.4915771484375,0.029222775250673294,10.035920143127441,8.01461124420166
R700,61,t_+6h_fuxi,-41.25143051147461,41.026363372802734,-0.042219266295433044,10.020256042480469,7.982611179351807
R850,62,t_+6h_fuxi,-42.940616607666016,46.461647033691406,-0.050005439668893814,9.980439186096191,7.9589409828186035
R925,63,t_+6h_fuxi,-38.212059020996094,40.741085052490234,-0.021136539056897163,9.962719917297363,7.935127258300781
R1000,64,t_+6h_fuxi,-38.95969009399414,42.453285217285156,0.03124673292040825,10.01163387298584,8.00545597076416
T2M,65,t_+6h_fuxi,-45.183773040771484,40.752845764160156,0.03913299739360809,9.969742774963379,7.946761131286621
U10,66,t_+6h_fuxi,-43.44953536987305,42.16276550292969,-0.026647767052054405,10.015897750854492,7.998715400695801
V10,67,t_+6h_fuxi,-38.305973052978516,40.118064880371094,-0.07164433598518372,9.971844673156738,7.9532246589660645
MSL,68,t_+6h_fuxi,-42.273216247558594,41.78215789794922,-0.014391899108886719,9.964982032775879,7.956955432891846
TP,69,t_+6h_fuxi,3.383265720913187e-05,43.5609130859375,7.982635974884033,6.033872604370117,7.982635974884033
