family,map,n_agents,seed,pp_success,pp_time_s,pp_soc,pp_makespan,lnspp_success,lnspp_time_s,lnspp_iters,lnspp_soc,lnspp_makespan,hybrid_success,hybrid_time_s,hybrid_train_s,hybrid_iters,hybrid_soc,hybrid_makespan,hybrid_qsize,wall_s,cumulative_min
random_small_10x10,eval_map_11.npy,35,830791864,False,0.12325620651245117,,,False,4.006821393966675,135,,,False,4.01829981803894,0.11893415451049805,134,,,688,8.274972438812256,0.8337371269861857
target_60a_10x10,eval_map_1.npy,30,1009845497,False,0.017603397369384766,,,False,5.014840126037598,195,,,False,3.3525516986846924,0.5566809177398682,200,,,584,8.949578523635864,0.983201285203298
target_60a_10x10,eval_map_10.npy,30,1648274343,False,0.09282517433166504,,,False,5.0253005027771,195,,,False,5.025793552398682,0.07510733604431152,195,,,624,10.226690530776978,1.1630717953046164
target_60a_10x10,eval_map_100.npy,30,463425190,False,0.04091024398803711,,,True,0.12973880767822266,7,268.0,19.0,True,0.37203359603881836,0.08028960227966309,11,276.0,14.0,643,0.6351189613342285,1.1736630082130433
target_60a_10x10,eval_map_11.npy,30,827350290,False,0.09976792335510254,,,False,5.036353588104248,106,,,False,5.046401023864746,0.08778047561645508,77,,,651,10.278062105178833,1.3449687600135802
target_60a_10x10,eval_map_1.npy,42,971866227,False,0.1851191520690918,,,False,5.012951612472534,131,,,False,5.017465114593506,0.7337348461151123,127,,,639,10.959074020385742,1.527628755569458
target_60a_10x10,eval_map_10.npy,38,1510956186,False,0.14476871490478516,,,False,5.016064643859863,134,,,False,5.038633584976196,0.11322784423828125,131,,,668,10.320945024490356,1.7120601932207744
target_60a_10x10,eval_map_100.npy,41,425445920,False,0.08190321922302246,,,False,5.023066759109497,115,,,False,5.017968416213989,0.10811233520507812,160,,,677,10.24077582359314,1.8827462673187256
target_60a_10x10,eval_map_11.npy,38,1182815201,False,0.057446956634521484,,,False,5.015318155288696,107,,,False,5.027042627334595,0.11651301383972168,109,,,686,10.22454309463501,2.0531611323356627
target_60a_10x10,eval_map_1.npy,42,1312935578,False,0.1560502052307129,,,False,5.021939516067505,112,,,False,5.028680086135864,0.7462718486785889,111,,,626,10.962741374969482,2.2358819603919984
target_60a_10x10,eval_map_10.npy,38,773845619,False,0.13097071647644043,,,False,5.03277850151062,104,,,False,5.059404134750366,0.1096491813659668,74,,,667,10.34099793434143,2.4208122571309407
target_60a_10x10,eval_map_100.npy,41,288127763,False,0.19543719291687012,,,False,5.021064519882202,91,,,False,5.010365009307861,0.11194777488708496,107,,,684,10.349480867385864,2.593310308456421
target_60a_10x10,eval_map_11.npy,38,1045497044,False,0.07128214836120605,,,False,4.489684104919434,200,,,False,4.808233737945557,0.10968971252441406,200,,,686,9.486963033676147,2.751431421438853
random_medium_25x25,eval_map_1.npy,40,356621671,True,0.04978513717651367,751.0,38.0,True,0.12082719802856445,4,738.0,34.0,True,0.66353440284729,0.7339613437652588,9,737.0,35.0,547,1.6415674686431885,2.779585576057434
random_medium_25x25,eval_map_10.npy,40,1056860548,True,0.0513613224029541,736.0,36.0,True,0.1282336711883545,5,731.0,36.0,True,0.5976352691650391,0.1231539249420166,10,729.0,36.0,570,0.973844051361084,2.8089132865269977
random_medium_25x25,eval_map_100.npy,40,1361446478,True,0.0636758804321289,833.0,44.0,True,0.21178388595581055,5,888.0,44.0,True,0.6510500907897949,0.1291813850402832,10,891.0,44.0,589,1.1339960098266602,2.8278183301289874
random_medium_25x25,eval_map_1.npy,80,2057704842,True,0.15244174003601074,1732.0,47.0,True,1.1483564376831055,10,1801.0,47.0,True,2.4362809658050537,1.715195655822754,15,1787.0,47.0,642,5.644575357437134,2.9219026883443195
random_medium_25x25,eval_map_10.npy,80,823780235,True,0.22234010696411133,1692.0,48.0,True,0.7838821411132812,9,1680.0,52.0,True,2.0009140968322754,0.27906227111816406,14,1620.0,52.0,658,3.4790761470794678,3.0101707418759664
random_medium_25x25,eval_map_100.npy,80,1628289343,False,0.47737789154052734,,,True,0.6654534339904785,9,1551.0,38.0,True,2.1628456115722656,0.27774715423583984,15,1554.0,39.0,661,3.74283504486084,3.072557799021403
random_medium_25x25,eval_map_1.npy,120,276402946,False,0.7448201179504395,,,False,6.44212794303894,14,,,False,6.401556968688965,2.6483588218688965,16,,,656,16.38294768333435,3.3456167658170064
random_medium_25x25,eval_map_10.npy,120,1590546278,False,0.32549333572387695,,,True,4.470032691955566,18,2795.0,62.0,False,6.138325214385986,0.44677257537841797,15,,,664,11.604121208190918,3.585363765557607
random_medium_25x25,eval_map_100.npy,120,252351440,False,0.941025972366333,,,False,6.526293516159058,16,,,False,6.551842212677002,0.43872618675231934,19,,,676,14.605656623840332,3.828798230489095
empty_25x25,eval_map_empty_1.npy,80,1923194528,True,0.18385601043701172,1583.0,38.0,True,0.8373467922210693,10,1523.0,38.0,True,2.0651345252990723,1.38211989402771,15,1597.0,47.0,254,4.680976867675781,3.907624371846517
empty_25x25,eval_map_empty_10.npy,80,1063685898,True,0.13774704933166504,1464.0,37.0,True,0.7053098678588867,9,1456.0,37.0,True,2.8716845512390137,0.22244596481323242,18,1487.0,68.0,271,4.152975082397461,4.001875813802084
empty_25x25,eval_map_empty_11.npy,80,416770874,True,0.2772653102874756,1636.0,40.0,True,0.7212576866149902,8,1545.0,40.0,True,1.7823302745819092,0.21470260620117188,13,1532.0,40.0,281,3.206749439239502,4.055327228705088
empty_25x25,eval_map_empty_1.npy,140,674222861,True,0.5908434391021729,3078.0,42.0,True,3.393071413040161,17,2841.0,42.0,False,6.229605436325073,2.8035879135131836,18,,,312,13.405964851379395,4.278767589728037
empty_25x25,eval_map_empty_10.npy,140,633864009,False,0.8619358539581299,,,True,3.7843544483184814,18,2719.0,43.0,True,6.004980802536011,0.4870314598083496,22,2758.0,43.0,323,11.524947166442871,4.521296584606171
empty_25x25,eval_map_empty_11.npy,140,33162867,True,0.295656681060791,2680.0,39.0,True,3.2080109119415283,17,2675.0,40.0,True,5.973184108734131,0.42941856384277344,22,2685.0,40.0,328,10.37096095085144,4.694151480992635
empty_25x25,eval_map_empty_1.npy,200,1124156602,False,0.9131567478179932,,,False,6.50886607170105,14,,,False,6.479799270629883,4.154224634170532,8,,,344,18.36555290222168,5.000252131621043
empty_25x25,eval_map_empty_10.npy,200,1864214493,False,1.1823153495788574,,,False,6.462890148162842,12,,,False,6.518340349197388,0.6622829437255859,9,,,354,15.130780220031738,5.325531474749247
empty_25x25,eval_map_empty_11.npy,200,383757721,False,1.5278081893920898,,,False,6.402226686477661,16,,,False,6.554073810577393,0.6905934810638428,9,,,356,15.48577332496643,5.583634392420451
maze_25x25,eval_map_maze_1.npy,15,1366011735,True,0.009380817413330078,325.0,37.0,True,0.025145530700683594,3,336.0,40.0,True,0.35788893699645996,0.2925302982330322,8,326.0,37.0,300,0.7037787437438965,5.5962134083112085
maze_25x25,eval_map_maze_10.npy,15,766017421,True,0.01549673080444336,383.0,42.0,True,0.028647184371948242,3,387.0,42.0,True,0.3382391929626465,0.04913783073425293,8,391.0,48.0,326,0.45140790939331055,5.608896823724111
maze_25x25,eval_map_maze_100.npy,15,44770591,True,0.009725093841552734,322.0,42.0,True,0.016696929931640625,2,309.0,44.0,True,0.2966883182525635,0.04728555679321289,7,311.0,42.0,340,0.38942956924438477,5.61539260149002
maze_25x25,eval_map_maze_1.npy,30,644153756,False,0.2557718753814697,,,True,0.07573652267456055,4,623.0,43.0,True,0.5508949756622314,0.6123254299163818,9,685.0,55.0,462,1.5307388305664062,5.6409120519955955
maze_25x25,eval_map_maze_10.npy,30,903335578,False,0.3157811164855957,,,True,0.6236026287078857,5,678.0,83.0,True,1.8631761074066162,0.09993267059326172,12,693.0,83.0,479,2.9412589073181152,5.7020427823066715
maze_25x25,eval_map_maze_100.npy,30,6791321,True,0.05372357368469238,847.0,51.0,True,0.12990617752075195,4,877.0,59.0,True,0.6289265155792236,0.11359477043151855,9,852.0,51.0,495,0.9723963737487793,5.718254621823629
maze_25x25,eval_map_maze_1.npy,45,606174486,True,0.09971737861633301,1281.0,53.0,False,6.120874404907227,36,,,True,2.1890687942504883,0.9958474636077881,13,1349.0,60.0,566,9.474416494369507,5.876169145107269
maze_25x25,eval_map_maze_10.npy,45,941314848,False,0.8074815273284912,,,True,3.1575939655303955,13,1663.0,102.0,False,6.08524751663208,0.1626114845275879,19,,,580,10.26719856262207,6.065156888961792
maze_25x25,eval_map_maze_100.npy,45,2016956812,False,1.36468505859375,,,False,6.479612588882446,12,,,False,6.211381196975708,0.1646556854248047,15,,,589,14.256067276000977,6.302764582633972
room_25x25,eval_map_room_1.npy,40,1037080858,False,0.5878503322601318,,,False,6.594773530960083,12,,,False,6.4299476146698,0.825169563293457,13,,,460,14.488497018814087,6.545123513539632
room_25x25,eval_map_room_10.npy,40,397768382,False,0.5101912021636963,,,False,6.421137094497681,14,,,False,6.077833652496338,0.14934802055358887,19,,,493,13.209574222564697,6.779918543497721
room_25x25,eval_map_room_11.npy,40,61996699,True,0.25499868392944336,1270.0,71.0,False,6.323074579238892,10,,,False,6.431720733642578,0.13958191871643066,15,,,520,13.212557315826416,7.000133593877156
room_25x25,eval_map_room_1.npy,80,770237993,False,3.983980178833008,,,False,6.4282965660095215,10,,,False,6.138540744781494,1.6698448657989502,12,,,577,18.31556510925293,7.305400717258453
room_25x25,eval_map_room_10.npy,80,2016558131,False,1.6071555614471436,,,False,6.679446458816528,13,,,False,6.5865936279296875,0.31447744369506836,15,,,603,15.285420179367065,7.589693069458008
room_25x25,eval_map_room_11.npy,80,328839564,False,1.2939410209655762,,,False,6.668155193328857,12,,,False,6.260966777801514,0.3016982078552246,13,,,614,14.623145580291748,7.833418003718058
room_25x25,eval_map_room_1.npy,120,1644088520,False,8.567759990692139,,,False,6.895226716995239,10,,,False,6.859765291213989,2.7459211349487305,11,,,614,25.21306300163269,8.25364476442337
room_25x25,eval_map_room_10.npy,120,135917348,False,3.5935683250427246,,,False,6.994690656661987,8,,,False,6.598755836486816,0.4463684558868408,10,,,634,17.778970956802368,8.598028349876405
room_25x25,eval_map_room_11.npy,120,595682429,False,7.688865661621094,,,False,6.856709718704224,10,,,False,6.261778354644775,0.45290112495422363,10,,,647,21.406175136566162,8.954804853598278
warehouse_25x25,eval_map_warehouse_1.npy,60,186427209,True,0.11697077751159668,1371.0,37.0,True,0.41268420219421387,7,1374.0,40.0,True,1.2846152782440186,1.1781225204467773,12,1357.0,40.0,475,3.1153297424316406,9.007687544822693
warehouse_25x25,eval_map_warehouse_10.npy,60,20245193,False,0.11251974105834961,,,False,6.139830589294434,19,,,False,6.396424055099487,0.2073993682861328,26,,,484,12.922051429748535,9.243880037466685
warehouse_25x25,eval_map_warehouse_100.npy,60,120406565,False,0.7602126598358154,,,True,1.781599998474121,11,1316.0,45.0,True,3.75880765914917,0.24229097366333008,17,1345.0,45.0,492,6.647286653518677,9.354674132664998
warehouse_25x25,eval_map_warehouse_1.npy,100,1594874687,False,0.8766589164733887,,,False,6.668643236160278,12,,,False,6.638741493225098,2.041055679321289,17,,,497,16.328615188598633,9.626826707522074
warehouse_25x25,eval_map_warehouse_10.npy,100,246597672,True,0.36003971099853516,2657.0,62.0,True,2.214982509613037,14,2663.0,57.0,True,5.48777174949646,0.3501396179199219,20,2630.0,58.0,509,8.696156740188599,9.80772595802943
warehouse_25x25,eval_map_warehouse_100.npy,100,486588317,False,0.3638031482696533,,,False,6.1916821002960205,19,,,True,4.222232103347778,0.34951257705688477,18,2838.0,60.0,515,11.300711393356323,9.996076373259227
warehouse_25x25,eval_map_warehouse_1.npy,140,1328031822,False,3.4845426082611084,,,False,6.202955484390259,8,,,False,6.601043701171875,2.9787354469299316,10,,,537,19.41724181175232,10.319705494244893
warehouse_25x25,eval_map_warehouse_10.npy,140,513440537,False,1.9210476875305176,,,False,6.872287750244141,8,,,False,7.138973236083984,0.5063540935516357,10,,,538,16.587442874908447,10.650028518835704
warehouse_25x25,eval_map_warehouse_100.npy,140,753431182,False,1.9848659038543701,,,False,6.551087141036987,11,,,False,6.430813312530518,0.5081090927124023,11,,,540,15.632832765579224,10.91058099269867
random_large_50x50,eval_map_1.npy,60,1372003590,True,0.4123106002807617,2124.0,69.0,True,0.8513634204864502,6,2118.0,69.0,True,2.332731008529663,1.2732324600219727,11,2115.0,69.0,471,5.2618138790130615,10.999265646934509
random_large_50x50,eval_map_10.npy,60,793590751,True,0.7883684635162354,2264.0,84.0,True,1.021733045578003,7,2177.0,84.0,True,2.5576086044311523,0.20557427406311035,12,2230.0,84.0,483,4.97285008430481,11.11003315448761
random_large_50x50,eval_map_1.npy,120,1821937331,True,1.3512938022613525,4619.0,73.0,True,4.141761541366577,12,4510.0,73.0,True,8.6757652759552,2.6732327938079834,17,4559.0,73.0,618,17.80895233154297,11.406859227021535
random_large_50x50,eval_map_10.npy,120,1803826638,True,1.172999382019043,4393.0,83.0,True,3.5482091903686523,11,4287.0,83.0,True,8.119354009628296,0.43860960006713867,16,4307.0,83.0,633,14.253037691116333,11.6982741634051
random_large_50x50,eval_map_1.npy,200,208139413,False,5.352619886398315,,,False,12.584108829498291,12,,,False,11.86679220199585,4.5486345291137695,6,,,659,35.29549312591553,12.286542777220408
random_large_50x50,eval_map_10.npy,200,1957454928,True,2.6333353519439697,8207.0,86.0,False,10.869391918182373,13,,,False,11.971533060073853,0.7675719261169434,6,,,667,27.587934732437134,12.836667613188427
