dataset,source,cycle,key,n_points,capacity_Ah,duration_s,current_A,ambient_C,internal_resistance_ohm
CS2_36,CS2_36_1_10_11.xlsx,37,CS2_36:CS2_36_1_10_11.xlsx:cycle37,64,0.5775431757555438,1890.389767248373,1.0998904705047607,25.0,0.10976724326610565
CS2_36,CS2_36_1_10_11.xlsx,38,CS2_36:CS2_36_1_10_11.xlsx:cycle38,64,0.5752441616843562,1882.8586439969613,1.0998904705047607,25.0,0.11007770150899887
CS2_36,CS2_36_1_10_11.xlsx,39,CS2_36:CS2_36_1_10_11.xlsx:cycle39,64,0.5702301573035697,1866.4679424855024,1.0998904705047607,25.0,0.11139342933893204
CS2_36,CS2_36_1_10_11.xlsx,40,CS2_36:CS2_36_1_10_11.xlsx:cycle40,64,0.571258005712906,1869.8119753844196,1.0998904705047607,25.0,0.10905374586582184
CS2_36,CS2_36_1_10_11.xlsx,41,CS2_36:CS2_36_1_10_11.xlsx:cycle41,64,0.5724617288591958,1873.7338210705911,1.0998904705047607,25.0,0.11179812252521515
CS2_36,CS2_36_1_10_11.xlsx,42,CS2_36:CS2_36_1_10_11.xlsx:cycle42,66,0.5903360242690354,1932.2026438022456,1.0998904705047607,25.0,0.10814106464385986
CS2_36,CS2_36_1_10_11.xlsx,43,CS2_36:CS2_36_1_10_11.xlsx:cycle43,66,0.5904940675810373,1932.7188291649961,1.0998904705047607,25.0,0.11027820408344269
CS2_36,CS2_36_1_10_11.xlsx,44,CS2_36:CS2_36_1_10_11.xlsx:cycle44,66,0.5891194540003539,1928.2185291626822,1.0998904705047607,25.0,0.11179812252521515
CS2_36,CS2_36_1_10_11.xlsx,45,CS2_36:CS2_36_1_10_11.xlsx:cycle45,66,0.5884061052384624,1925.890378028702,1.0998904705047607,25.0,0.10875551402568817
CS2_36,CS2_36_1_10_11.xlsx,46,CS2_36:CS2_36_1_10_11.xlsx:cycle46,66,0.5876103025185415,1923.2809826675718,1.0998904705047607,25.0,0.11027820408344269
CS2_36,CS2_36_1_10_11.xlsx,47,CS2_36:CS2_36_1_10_11.xlsx:cycle47,66,0.5870215894134674,1921.3437450453434,1.0998904705047607,25.0,0.10814106464385986
CS2_36,CS2_36_1_10_11.xlsx,48,CS2_36:CS2_36_1_10_11.xlsx:cycle48,66,0.5881321938698818,1924.968843295598,1.0998904705047607,25.0,0.1110890731215477
CS2_36,CS2_36_1_10_11.xlsx,49,CS2_36:CS2_36_1_10_11.xlsx:cycle49,66,0.5881978492992701,1925.2030926019463,1.0998904705047607,25.0,0.11037873476743698
CS2_36,CS2_36_1_10_11.xlsx,50,CS2_36:CS2_36_1_10_11.xlsx:cycle50,66,0.5876961668886338,1923.56262357838,1.0998904705047607,25.0,0.11098799109458923
CS2_36,CS2_36_1_18_11.xlsx,1,CS2_36:CS2_36_1_18_11.xlsx:cycle1,70,0.6240410372620651,2042.4996675780408,1.0998904705047607,25.0,0.10855759680271149
CS2_36,CS2_36_1_18_11.xlsx,2,CS2_36:CS2_36_1_18_11.xlsx:cycle2,68,0.6117895251638741,2002.4220285901015,1.0998904705047607,25.0,0.10946733504533768
CS2_36,CS2_36_1_18_11.xlsx,3,CS2_36:CS2_36_1_18_11.xlsx:cycle3,67,0.6002764997962511,1964.719148216324,1.0998904705047607,25.0,0.11179812252521515
CS2_36,CS2_36_1_18_11.xlsx,4,CS2_36:CS2_36_1_18_11.xlsx:cycle4,66,0.5911207719329792,1934.7660397988063,1.0998904705047607,25.0,0.1120019480586052
CS2_36,CS2_36_1_18_11.xlsx,5,CS2_36:CS2_36_1_18_11.xlsx:cycle5,65,0.5837923156880622,1910.7787814202318,1.0998904705047607,25.0,0.1110890731215477
CS2_36,CS2_36_1_18_11.xlsx,6,CS2_36:CS2_36_1_18_11.xlsx:cycle6,65,0.5788972196624069,1894.7658278328297,1.0998904705047607,25.0,0.1110890731215477
CS2_36,CS2_36_1_18_11.xlsx,7,CS2_36:CS2_36_1_18_11.xlsx:cycle7,64,0.5747096228583479,1881.0787020890527,1.0998904705047607,25.0,0.11098799109458923
CS2_36,CS2_36_1_18_11.xlsx,8,CS2_36:CS2_36_1_18_11.xlsx:cycle8,64,0.5729886444422609,1875.4073931321138,1.0998904705047607,25.0,0.11027820408344269
CS2_36,CS2_36_1_18_11.xlsx,9,CS2_36:CS2_36_1_18_11.xlsx:cycle9,64,0.5701477850503007,1866.1260735529318,1.0998904705047607,25.0,0.11119034141302109
CS2_36,CS2_36_1_18_11.xlsx,10,CS2_36:CS2_36_1_18_11.xlsx:cycle10,65,0.5855914388069312,1916.657559544172,1.0998904705047607,25.0,0.10814106464385986
CS2_36,CS2_36_1_18_11.xlsx,11,CS2_36:CS2_36_1_18_11.xlsx:cycle11,65,0.5788734692414046,1894.6912416360776,1.0998904705047607,25.0,0.1110890731215477
CS2_36,CS2_36_1_18_11.xlsx,12,CS2_36:CS2_36_1_18_11.xlsx:cycle12,65,0.5778892932889264,1891.4709945795676,1.0998904705047607,25.0,0.1112917885184288
CS2_36,CS2_36_1_18_11.xlsx,13,CS2_36:CS2_36_1_18_11.xlsx:cycle13,64,0.5739734799169174,1878.674320565486,1.0998904705047607,25.0,0.11098799109458923
CS2_36,CS2_36_1_18_11.xlsx,14,CS2_36:CS2_36_1_18_11.xlsx:cycle14,63,0.5677202811269639,1858.2054760518522,1.0998904705047607,25.0,0.11037873476743698
CS2_36,CS2_36_1_18_11.xlsx,15,CS2_36:CS2_36_1_18_11.xlsx:cycle15,63,0.5607166046945284,1835.3305063438877,1.0998904705047607,25.0,0.1112917885184288
CS2_36,CS2_36_1_18_11.xlsx,16,CS2_36:CS2_36_1_18_11.xlsx:cycle16,62,0.557332891981714,1824.2212761239552,1.0998904705047607,25.0,0.11037873476743698
CS2_36,CS2_36_1_18_11.xlsx,17,CS2_36:CS2_36_1_18_11.xlsx:cycle17,62,0.5546624470576198,1815.471632199096,1.0998904705047607,25.0,0.1110890731215477
CS2_36,CS2_36_1_18_11.xlsx,18,CS2_36:CS2_36_1_18_11.xlsx:cycle18,62,0.5533132352713697,1811.0810163785122,1.0998904705047607,25.0,0.11139342933893204
CS2_36,CS2_36_1_18_11.xlsx,19,CS2_36:CS2_36_1_18_11.xlsx:cycle19,62,0.5508900966206749,1803.0341462922977,1.0998904705047607,25.0,0.11271081119775772
CS2_36,CS2_36_1_18_11.xlsx,20,CS2_36:CS2_36_1_18_11.xlsx:cycle20,61,0.5486068818859646,1795.5811592904624,1.0998904705047607,25.0,0.1120019480586052
CS2_36,CS2_36_1_18_11.xlsx,21,CS2_36:CS2_36_1_18_11.xlsx:cycle21,62,0.5525975516785149,1808.643633700916,1.0998904705047607,25.0,0.11189994215965271
CS2_36,CS2_36_1_18_11.xlsx,22,CS2_36:CS2_36_1_18_11.xlsx:cycle22,65,0.5852786426516197,1915.585631173849,1.0998904705047607,25.0,0.1080423891544342
CS2_36,CS2_36_1_18_11.xlsx,23,CS2_36:CS2_36_1_18_11.xlsx:cycle23,62,0.5570695016543201,1823.3150501349517,1.0998904705047607,25.0,0.11119034141302109
CS2_36,CS2_36_1_18_11.xlsx,24,CS2_36:CS2_36_1_18_11.xlsx:cycle24,61,0.5495328901893064,1798.6575103739322,1.0998904705047607,25.0,0.1120019480586052
CS2_36,CS2_36_1_18_11.xlsx,25,CS2_36:CS2_36_1_18_11.xlsx:cycle25,61,0.5416271522335734,1772.7671266764858,1.0998904705047607,25.0,0.110479436814785
CS2_36,CS2_36_1_18_11.xlsx,26,CS2_36:CS2_36_1_18_11.xlsx:cycle26,60,0.5358429118177614,1753.8611896241403,1.0998904705047607,25.0,0.11189994215965271
CS2_36,CS2_36_1_18_11.xlsx,27,CS2_36:CS2_36_1_18_11.xlsx:cycle27,59,0.5311670220354614,1738.5648566758691,1.0998904705047607,25.0,0.11260825395584106
CS2_36,CS2_36_1_18_11.xlsx,28,CS2_36:CS2_36_1_18_11.xlsx:cycle28,45,0.3993213106012874,1307.009394282288,1.0998904705047607,25.0,0.112104132771492
CS2_36,CS2_36_1_18_11.xlsx,29,CS2_36:CS2_36_1_18_11.xlsx:cycle29,59,0.5257707766516635,1720.892889200392,1.0998904705047607,25.0,0.11027820408344269
CS2_36,CS2_36_1_18_11.xlsx,30,CS2_36:CS2_36_1_18_11.xlsx:cycle30,59,0.5234716034854614,1713.392985457602,1.0998904705047607,25.0,0.11189994215965271
CS2_36,CS2_36_1_18_11.xlsx,31,CS2_36:CS2_36_1_18_11.xlsx:cycle31,58,0.5197530254364082,1701.1901918311792,1.0998904705047607,25.0,0.11119034141302109
CS2_36,CS2_36_1_18_11.xlsx,32,CS2_36:CS2_36_1_18_11.xlsx:cycle32,58,0.5173493937651266,1693.3620320934483,1.0998904705047607,25.0,0.11341837793588638
CS2_36,CS2_36_1_18_11.xlsx,33,CS2_36:CS2_36_1_18_11.xlsx:cycle33,58,0.5214575545236109,1706.7838155175205,1.0998904705047607,25.0,0.1112917885184288
CS2_36,CS2_36_1_18_11.xlsx,34,CS2_36:CS2_36_1_18_11.xlsx:cycle34,58,0.518736390475226,1697.8934849683055,1.0998904705047607,25.0,0.11189994215965271
CS2_36,CS2_36_1_18_11.xlsx,35,CS2_36:CS2_36_1_18_11.xlsx:cycle35,58,0.5209858458967922,1705.2213813558405,1.0998904705047607,25.0,0.11119034141302109
CS2_36,CS2_36_1_18_11.xlsx,36,CS2_36:CS2_36_1_18_11.xlsx:cycle36,58,0.5178406222976761,1694.9402699828802,1.0998904705047607,25.0,0.1112917885184288
CS2_36,CS2_36_1_18_11.xlsx,37,CS2_36:CS2_36_1_18_11.xlsx:cycle37,57,0.5101955065481185,1669.9251766032262,1.0998904705047607,25.0,0.1112917885184288
CS2_36,CS2_36_1_18_11.xlsx,38,CS2_36:CS2_36_1_18_11.xlsx:cycle38,57,0.507888224357437,1662.3934537474165,1.0998904705047607,25.0,0.110479436814785
CS2_36,CS2_36_1_18_11.xlsx,39,CS2_36:CS2_36_1_18_11.xlsx:cycle39,57,0.5045790490707631,1651.565761586955,1.0998904705047607,25.0,0.11271081119775772
CS2_36,CS2_36_1_18_11.xlsx,40,CS2_36:CS2_36_1_18_11.xlsx:cycle40,55,0.4914303254423906,1608.5328657696875,1.0998904705047607,25.0,0.1142285093665123
CS2_36,CS2_36_1_18_11.xlsx,41,CS2_36:CS2_36_1_18_11.xlsx:cycle41,55,0.4880746118528094,1597.5197996502823,1.0998904705047607,25.0,0.1129164844751358
CS2_36,CS2_36_1_18_11.xlsx,42,CS2_36:CS2_36_1_18_11.xlsx:cycle42,54,0.4831854171037513,1581.5355486836424,1.0998904705047607,25.0,0.11189994215965271
CS2_36,CS2_36_1_18_11.xlsx,43,CS2_36:CS2_36_1_18_11.xlsx:cycle43,54,0.4814662647423411,1575.9106961604305,1.0998904705047607,25.0,0.11352168023586273
CS2_36,CS2_36_1_18_11.xlsx,44,CS2_36:CS2_36_1_18_11.xlsx:cycle44,54,0.48266048415499085,1579.8325397263181,1.0998904705047607,25.0,0.1128135547041893
CS2_36,CS2_36_1_18_11.xlsx,45,CS2_36:CS2_36_1_18_11.xlsx:cycle45,54,0.48554740129768703,1589.269965921219,1.0998904705047607,25.0,0.11352168023586273
CS2_36,CS2_36_1_18_11.xlsx,46,CS2_36:CS2_36_1_18_11.xlsx:cycle46,54,0.4848300200533586,1586.9237316334559,1.0998904705047607,25.0,0.1120019480586052
CS2_36,CS2_36_1_18_11.xlsx,47,CS2_36:CS2_36_1_18_11.xlsx:cycle47,54,0.48143935600523236,1575.8013893442119,1.0998904705047607,25.0,0.1128135547041893
CS2_36,CS2_36_1_18_11.xlsx,48,CS2_36:CS2_36_1_18_11.xlsx:cycle48,54,0.47769954173985596,1563.5650608034641,1.0998904705047607,25.0,0.1128135547041893
CS2_36,CS2_36_1_18_11.xlsx,49,CS2_36:CS2_36_1_18_11.xlsx:cycle49,53,0.4721784373855904,1545.5206039849315,1.0998904705047607,25.0,0.113625168800354
CS2_36,CS2_36_1_18_11.xlsx,50,CS2_36:CS2_36_1_18_11.xlsx:cycle50,53,0.46780467591148067,1531.2080321219808,1.0998904705047607,25.0,0.113625168800354
CS2_36,CS2_36_1_24_11.xlsx,1,CS2_36:CS2_36_1_24_11.xlsx:cycle1,56,0.496016428451054,1623.5351930704217,1.0998904705047607,25.0,0.11179812252521515
CS2_36,CS2_36_1_24_11.xlsx,2,CS2_36:CS2_36_1_24_11.xlsx:cycle2,54,0.4816064852957129,1576.3798329235944,1.0998904705047607,25.0,0.1120019480586052
CS2_36,CS2_36_1_24_11.xlsx,3,CS2_36:CS2_36_1_24_11.xlsx:cycle3,53,0.46930925253577704,1536.1302235124465,1.0998904705047607,25.0,0.11412467062473297
CS2_36,CS2_36_1_24_11.xlsx,4,CS2_36:CS2_36_1_24_11.xlsx:cycle4,52,0.460884780482973,1508.5525051127427,1.0998904705047607,25.0,0.11503864079713821
CS2_36,CS2_36_1_24_11.xlsx,5,CS2_36:CS2_36_1_24_11.xlsx:cycle5,51,0.4554691206120749,1490.8342800942348,1.0998904705047607,25.0,0.11352168023586273
CS2_36,CS2_36_1_24_11.xlsx,6,CS2_36:CS2_36_1_24_11.xlsx:cycle6,51,0.4506823335069532,1475.178393181853,1.0998904705047607,25.0,0.1145411804318428
CS2_36,CS2_36_1_24_11.xlsx,7,CS2_36:CS2_36_1_24_11.xlsx:cycle7,50,0.44674749376896905,1462.3052846995588,1.0998904705047607,25.0,0.11271081119775772
CS2_36,CS2_36_1_24_11.xlsx,8,CS2_36:CS2_36_1_24_11.xlsx:cycle8,36,0.3147102161556039,1030.092002536707,1.0998904705047607,25.0,0.11676515638828278
CS2_36,CS2_36_1_24_11.xlsx,9,CS2_36:CS2_36_1_24_11.xlsx:cycle9,50,0.44143497807704923,1444.8974049820322,1.0998904705047607,25.0,0.11524838209152222
CS2_36,CS2_36_1_24_11.xlsx,10,CS2_36:CS2_36_1_24_11.xlsx:cycle10,49,0.43938552456082736,1438.1944425371696,1.0998904705047607,25.0,0.11503864079713821
CS2_36,CS2_36_1_24_11.xlsx,11,CS2_36:CS2_36_1_24_11.xlsx:cycle11,50,0.44044665469963284,1441.6630555330207,1.0998904705047607,25.0,0.113625168800354
CS2_36,CS2_36_1_24_11.xlsx,12,CS2_36:CS2_36_1_24_11.xlsx:cycle12,50,0.44377676458720305,1452.5538247759803,1.0998904705047607,25.0,0.1128135547041893
CS2_36,CS2_36_1_24_11.xlsx,13,CS2_36:CS2_36_1_24_11.xlsx:cycle13,51,0.4514267366309257,1477.5851807169406,1.0998904705047607,25.0,0.1129164844751358
CS2_36,CS2_36_1_24_11.xlsx,14,CS2_36:CS2_36_1_24_11.xlsx:cycle14,48,0.43054474016825317,1409.242131910685,1.0998904705047607,25.0,0.11514341831207275
CS2_36,CS2_36_1_24_11.xlsx,15,CS2_36:CS2_36_1_24_11.xlsx:cycle15,48,0.425503042922764,1392.7422002490823,1.0998904705047607,25.0,0.1153535321354866
CS2_36,CS2_36_1_24_11.xlsx,16,CS2_36:CS2_36_1_24_11.xlsx:cycle16,47,0.41779158280832895,1367.492537350011,1.0998904705047607,25.0,0.11524838209152222
CS2_36,CS2_36_1_24_11.xlsx,17,CS2_36:CS2_36_1_24_11.xlsx:cycle17,47,0.41809486145073116,1368.5082330061075,1.0998904705047607,25.0,0.11433254927396774
CS2_36,CS2_36_1_24_11.xlsx,18,CS2_36:CS2_36_1_24_11.xlsx:cycle18,45,0.40016294810018493,1309.821580009408,1.0998904705047607,25.0,0.11514341831207275
CS2_36,CS2_36_1_24_11.xlsx,19,CS2_36:CS2_36_1_24_11.xlsx:cycle19,45,0.3965087110309433,1297.8371825133408,1.0998904705047607,25.0,0.1153535321354866
CS2_36,CS2_36_1_24_11.xlsx,20,CS2_36:CS2_36_1_24_11.xlsx:cycle20,44,0.3898991624520374,1276.1969529377063,1.0998904705047607,25.0,0.11757602542638779
CS2_36,CS2_36_1_24_11.xlsx,21,CS2_36:CS2_36_1_24_11.xlsx:cycle21,44,0.38872384379505576,1272.3711456738333,1.0998904705047607,25.0,0.11676515638828278
CS2_36,CS2_36_1_24_11.xlsx,22,CS2_36:CS2_36_1_24_11.xlsx:cycle22,44,0.38632069543870884,1264.509620248543,1.0998904705047607,25.0,0.11676515638828278
CS2_36,CS2_36_1_24_11.xlsx,23,CS2_36:CS2_36_1_24_11.xlsx:cycle23,43,0.38375189008027455,1256.0877937856653,1.0998904705047607,25.0,0.11605998873710632
CS2_36,CS2_36_1_24_11.xlsx,24,CS2_36:CS2_36_1_24_11.xlsx:cycle24,44,0.38561030228422943,1262.1810835686636,1.0998904705047607,25.0,0.11746903508901596
CS2_36,CS2_36_1_24_11.xlsx,25,CS2_36:CS2_36_1_24_11.xlsx:cycle25,45,0.3972632284349231,1300.3216660257103,1.0997085571289062,25.0,0.11584877222776413
CS2_36,CS2_36_1_24_11.xlsx,26,CS2_36:CS2_36_1_24_11.xlsx:cycle26,45,0.3948483047173159,1292.431199465206,1.0998904705047607,25.0,0.11676515638828278
CS2_36,CS2_36_1_24_11.xlsx,27,CS2_36:CS2_36_1_24_11.xlsx:cycle27,45,0.3964938358401682,1297.8060277109873,1.0998904705047607,25.0,0.11605998873710632
CS2_36,CS2_36_1_24_11.xlsx,28,CS2_36:CS2_36_1_24_11.xlsx:cycle28,45,0.4011144784286049,1312.930540580755,1.0998904705047607,25.0,0.11524838209152222
CS2_36,CS2_36_1_24_11.xlsx,29,CS2_36:CS2_36_1_24_11.xlsx:cycle29,45,0.39942600111835525,1307.444382882723,1.0998904705047607,25.0,0.11595428735017776
CS2_36,CS2_36_1_24_11.xlsx,30,CS2_36:CS2_36_1_24_11.xlsx:cycle30,43,0.3848214421278193,1259.6191894352078,1.0998904705047607,25.0,0.11605998873710632
CS2_36,CS2_36_1_24_11.xlsx,31,CS2_36:CS2_36_1_24_11.xlsx:cycle31,43,0.3807197270243119,1246.2131542355564,1.0997085571289062,25.0,0.11676515638828278
CS2_36,CS2_36_1_24_11.xlsx,32,CS2_36:CS2_36_1_24_11.xlsx:cycle32,43,0.38250491925766283,1252.0566002259477,1.0997085571289062,25.0,0.11524838209152222
CS2_36,CS2_36_1_24_11.xlsx,33,CS2_36:CS2_36_1_24_11.xlsx:cycle33,42,0.37526186640505266,1228.354005206052,1.0997085571289062,25.0,0.11665890365839005
CS2_36,CS2_36_1_24_11.xlsx,34,CS2_36:CS2_36_1_24_11.xlsx:cycle34,42,0.37387047533107953,1223.775926841127,1.0998904705047607,25.0,0.1188729777932167
CS2_36,CS2_36_1_24_11.xlsx,35,CS2_36:CS2_36_1_24_11.xlsx:cycle35,43,0.3759784453131907,1230.6976105216077,1.0998904705047607,25.0,0.1161658763885498
CS2_36,CS2_36_1_24_11.xlsx,36,CS2_36:CS2_36_1_24_11.xlsx:cycle36,42,0.3720701777340949,1217.8385742415712,1.0998904705047607,25.0,0.11676515638828278
CS2_36,CS2_36_1_24_11.xlsx,37,CS2_36:CS2_36_1_24_11.xlsx:cycle37,42,0.3730703248226632,1221.1039402183135,1.0998904705047607,25.0,0.11595428735017776
CS2_36,CS2_36_1_24_11.xlsx,38,CS2_36:CS2_36_1_24_11.xlsx:cycle38,43,0.37759622220590394,1235.9164828021378,1.0998904705047607,25.0,0.1161658763885498
CS2_36,CS2_36_1_24_11.xlsx,39,CS2_36:CS2_36_1_24_11.xlsx:cycle39,43,0.3823382970381086,1251.450628307474,1.0998904705047607,25.0,0.11464578658342361
CS2_36,CS2_36_1_24_11.xlsx,40,CS2_36:CS2_36_1_24_11.xlsx:cycle40,43,0.3795518296035425,1242.3382619266479,1.0998904705047607,25.0,0.11514341831207275
CS2_36,CS2_36_1_24_11.xlsx,41,CS2_36:CS2_36_1_24_11.xlsx:cycle41,43,0.3783781380652087,1238.4632199697708,1.0998904705047607,25.0,0.11524838209152222
CS2_36,CS2_36_1_24_11.xlsx,42,CS2_36:CS2_36_1_24_11.xlsx:cycle42,42,0.37322927691765173,1221.6354463200591,1.0998904705047607,25.0,0.11817164719104767
CS2_36,CS2_36_1_24_11.xlsx,43,CS2_36:CS2_36_1_24_11.xlsx:cycle43,42,0.36768719404437533,1203.4928067097999,1.0998904705047607,25.0,0.11757602542638779
CS2_36,CS2_36_1_24_11.xlsx,44,CS2_36:CS2_36_1_24_11.xlsx:cycle44,41,0.3622937956764076,1185.8548221351675,1.0998904705047607,25.0,0.11676515638828278
CS2_36,CS2_36_1_24_11.xlsx,45,CS2_36:CS2_36_1_24_11.xlsx:cycle45,41,0.35919026303507806,1175.6673119501681,1.0998904705047607,25.0,0.11605998873710632
CS2_36,CS2_36_1_24_11.xlsx,46,CS2_36:CS2_36_1_24_11.xlsx:cycle46,40,0.35578172634457417,1164.5268361616645,1.0998904705047607,25.0,0.11746903508901596
