scenario,scenario_label,region,hex_id,lat,lon,cf_pv,cf_wd,cf_eff,lcoe_pv_eur_kwh,lcoe_wd_eur_kwh,lcoe_blend_eur_kwh,w_pv,w_wd,c_elec_per_kg,c_ely_capex_per_kg,c_water_per_kg,c_storage_per_kg,lcoh_plant_per_kg,c_nh3_synth_per_kg,c_truck_per_kg,c_ship_per_kg,c_crack_per_kg,loss_factor,yield_factor,lcoh_delivered_per_kg,ocean_dist_km,road_dist_km,grid_dist_km,waterbody_dist_km,theo_pv,theo_wind
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_010,-24.550423709209024,17.12012686421263,0.24357975881257155,0.31348814690298044,0.2725161006770343,0.039652678361026525,0.05614570695910308,0.04647944016931059,0.5860819759276827,0.4139180240723172,2.2130853440616027,1.8843495308677287,0.05,0.1,4.247434874929331,0.9041177853534195,0.2371897675476758,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.60806858135234,422.19778623486286,13.82117256875169,46.7952772915371,93.77986407537722,0.8357975881257154,0.6099661340085155
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_011,-17.878820133816777,22.657494744809725,0.23308695675118385,0.2449623495935968,0.23743059451614368,0.04143771048399627,0.07185191381601232,0.0525622504413009,0.634232077826803,0.36576792217319704,2.5027140102979417,2.1628029341002075,0.05,0.1,4.815516944398149,0.9212104822177123,0.06518373764185466,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,8.102762949680033,116.02705300250128,110.00540957137534,231.6544290023153,149.13229337870234,0.7308695675118385,0.4141781416959909
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_012,-21.273618559032023,20.803711428031487,0.22224313676662077,0.27264646591293207,0.24252265047872504,0.04345956402511487,0.06455617743744299,0.051947675191985704,0.5976552728642841,0.4023447271357158,2.4734514487841195,2.1173922742928277,0.05,0.1,4.740843723076947,0.9194835257671365,0.03596263497812014,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.976300688622189,64.01349026105385,28.395464916490816,147.35997922659678,200.5449427652568,0.6224313676662078,0.4932756168940916
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_013,-19.12686064075004,15.373132979348576,0.22366712785996518,0.3607094856337685,0.2880070402479862,0.04318287592756331,0.04879553860426466,0.04581796066157327,0.5305107600803401,0.46948923991965985,2.181589469786053,1.7829966448824088,0.05,0.1,4.1145861146684615,0.9022590279366776,0.2110615594016622,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.415497070548191,375.6895757349587,5.452094184965394,89.98310211103508,286.9088608288561,0.6366712785996519,0.7448842446679098
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_014,-23.67902961407203,22.651637219532816,0.2258054771399839,0.2737961415192751,0.24497947398710626,0.04277393955977274,0.06428510472609379,0.05136842389149935,0.600464025761721,0.39953597423827897,2.4458708118623904,2.096157600908636,0.05,0.1,4.692028412771026,0.9178558296127699,0.04350848276111089,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.92493914806029,77.44509931477738,67.02744385758652,149.7742954129471,89.50163693020623,0.6580547713998388,0.4965604043407861
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_015,-26.27313533858268,22.266701004955227,0.23997160744053764,0.33121956734452207,0.2792977863181361,0.04024888583473196,0.053140017578910397,0.04580472460021994,0.5690185411380217,0.4309814588619782,2.1809592441790437,1.8385952614738905,0.05,0.1,4.1695545056529335,0.9022218346042747,0.04993149190416023,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.288343251288812,88.8780555894052,45.13975177963021,10.586948402275889,277.818486647048,0.7997160744053764,0.660627335270063
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_016,-22.344982555809985,16.42469730642244,0.23642425736070566,0.24348507179948145,0.23897377398527714,0.040852787016331764,0.0722878552721378,0.05220335143176087,0.6389203190824102,0.3610796809175899,2.4856252903151286,2.148836576922074,0.05,0.1,4.784461867237202,0.9202019760009048,0.15378001588155688,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,8.170450563259951,273.7284282691712,99.74497943275716,239.8470072441541,12.333549958945614,0.7642425736070565,0.4099573479985184
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_017,-28.23419292674989,15.036593455023418,0.2419048535406777,0.2817145282119494,0.2574263948559331,0.03992722630439975,0.06247818933187848,0.048719704696151125,0.6101063009576312,0.38989369904236876,2.319753939318167,1.9948054928557644,0.05,0.1,4.464559432173931,0.9104129286738414,0.2218018527912834,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.85714878466727,394.8072979684844,97.18192517565193,123.16434205101056,168.7834224864133,0.8190485354067768,0.5191843663198555
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_018,-19.06842593608901,20.554937055649656,0.23072747353663464,0.24262384211719448,0.23508039009274156,0.04186146401814492,0.07254445184601928,0.053088460290354904,0.6340970333400622,0.36590296665993777,2.52776911639647,2.184425448086441,0.05,0.1,4.86219456448291,0.922689131893554,0.05417486118787205,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,8.147240192623782,96.43125291441224,38.73952824590312,196.7701306763201,192.0226579459201,0.7072747353663466,0.4074966917634128
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_019,-21.420027210535224,12.956534770530338,0.23658539691076716,0.27470076351522044,0.25141935875191446,0.04082496196962758,0.06407340629831111,0.049872927836429326,0.6108141371146057,0.38918586288539425,2.3746638354116993,2.0424663757550134,0.05,0.1,4.567130211166712,0.9136534856980232,0.08232720004272007,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.816843089346868,146.5424160760417,114.39502801329964,25.268849980997448,36.23973410647223,0.7658539691076715,0.4991450386149156
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_020,-19.902947118975515,13.798714834651516,0.2412559039396734,0.33661617721651327,0.2826077341235622,0.040034625780045026,0.05228808008192052,0.04534818816871594,0.5663620838853879,0.4336379161146121,2.159221588090432,1.8170613343517066,0.05,0.1,4.1262829224421385,0.9009389672317485,0.19778546563265062,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.412025630533508,352.0581288261181,35.61922273867412,124.23129105534927,46.40018113385423,0.8125590393967337,0.6760462206186093
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_021,-24.74568838244158,11.103071776514078,0.23190653460279761,0.2018156777824017,0.22218106424450895,0.04164863162650527,0.08721331179307322,0.05637529590827796,0.676796496147074,0.323203503852926,2.6842694466041492,2.31124820745098,0.05,0.1,5.145517654055129,0.9319251399799178,0.24584473453192454,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,8.727016259437281,437.6036274668256,62.29179837857403,125.22321361685762,128.63872419830963,0.7190653460279761,0.2909019365211477
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_022,-17.35162370726116,22.016941285029937,0.23956775237557412,0.3153072412861575,0.271329931447495,0.04031673602008585,0.05582178690020371,0.04681894787360065,0.5806391153573963,0.41936088464260357,2.2292507608958707,1.8925873151007024,0.05,0.1,4.271838075996572,0.9050718020024745,0.12939669771293857,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.509366651133901,230.32612192903065,31.45984577754473,234.7674814688708,290.0384140822386,0.7956775237557412,0.6151635465318787
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_023,-18.282546544133627,20.30791199228845,0.2283807405893335,0.30498111912244463,0.26077516593844896,0.04229161271010617,0.05771181403561083,0.04881284106789381,0.5770983646626144,0.4229016353373857,2.3241885611327153,1.9691889931953026,0.05,0.1,4.443377554328017,0.9106746418784384,0.04118814669806199,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.615848652082813,73.31490112255034,112.38918483582664,145.07337283213846,180.83255320414,0.6838074058933349,0.5856603403498417
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_024,-19.659398035114855,20.87231530076869,0.23136946153434929,0.2613071273259183,0.24282431141158384,0.041745309719785094,0.06735757195483585,0.051545159212443,0.6173766533107465,0.3826233466892535,2.4542859379296074,2.114761835334809,0.05,0.1,4.719047773264416,0.9183524558646216,0.00906290257955544,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.916642221053208,16.13196659160868,20.58833029226016,121.00490325895368,280.2418503720623,0.7136946153434929,0.4608775066454809
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_025,-26.66433550577639,21.93020643430755,0.2311826210600167,0.2165819626446061,0.22622512313941373,0.04177904804074298,0.08126721826807373,0.055186835293938766,0.6604606600911599,0.33953933990884005,2.6276817433528272,2.269931735867429,0.05,0.1,5.047613479220256,0.9285855656536246,0.06238688381994175,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,8.38613790709874,111.04865319949631,6.344363707687149,70.40903745751393,242.2864701058264,0.711826210600167,0.3330913218417318
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_026,-23.39934795527559,17.42482085753676,0.22304160354410962,0.29628679915497813,0.25392301797664873,0.04330398310439511,0.05940532511527951,0.05009258147472141,0.5783830710671659,0.42161692893283415,2.385122486503521,2.0223278320986884,0.05,0.1,4.557450318602209,0.9142707124216238,0.038203244846106335,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.75316179021191,68.00177582606926,52.77655014036152,86.23440434892528,142.877572458811,0.630416035441096,0.5608194261570805
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_027,-28.47435481055325,18.962376743340517,0.23986972480785582,0.2647016327741504,0.2492354359642672,0.04026598120787519,0.06649378565104884,0.050158174792638316,0.6228356206408354,0.3771643793591646,2.3882456654837645,2.0603634650824487,0.05,0.1,4.598609130566213,0.9144550296449704,0.17312911033126815,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.964211831725932,308.1698163896573,119.0926921226446,132.56473860552677,236.50521752939528,0.7986972480785581,0.4705760936404297
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_028,-27.148526095189425,12.957157973787204,0.23030597659797275,0.304715501096122,0.2616057376972804,0.04193807722285717,0.05776212095496509,0.04859433247754965,0.5793581357977075,0.42064186420229255,2.3137844306810424,1.9629370173023182,0.05,0.1,4.42672144798336,0.9100606327395713,0.03573387754862568,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.588640337148712,63.60630203655369,107.10959468433477,112.53330777473644,10.261851273211382,0.7030597659797276,0.5849014317032056
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_029,-20.803412561090543,12.603421029503629,0.2351249411872769,0.2936472376399808,0.25892281955464624,0.04107854225366187,0.05993931280479574,0.048748205795547846,0.5933536479279797,0.40664635207202027,2.3211109988080136,1.9832766665677903,0.05,0.1,4.454387665375804,0.9104930167631462,0.13077818534442615,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.736081559864013,232.78516991307853,90.08435431537696,10.294959570680955,37.19747904589181,0.7512494118727687,0.5532778218285165
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_000,-19.71252741732844,21.42667018270944,0.22634168884306757,0.31773919959256025,0.26588097230469226,0.03726697129904782,0.04887794868190209,0.042289971621950334,0.5673921189167157,0.43260788108328424,2.013606791656578,1.739935953336863,0.05,0.1,3.9035427449934406,0.7904452526013036,0.2258138741497477,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.01058650907056,401.9486959865509,99.3287389791286,148.1040023836202,209.80741851465152,0.6634168884306757,0.6221119988358864
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_001,-23.73345872297537,24.54513625407894,0.24468278354591483,0.3159428867415721,0.2740574562197645,0.03447348889714493,0.04915584728646557,0.04052581625039424,0.5877823444460035,0.41221765555399653,1.9296077937509142,1.6880250929941085,0.05,0.1,3.7676328867450226,0.785487976007231,0.22646995588037072,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,6.842709290306351,403.1165214670598,107.64313184893224,164.2124173809309,176.4293997201662,0.8468278354591481,0.6169796764044917
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_002,-18.69682496106341,15.561555013934129,0.21817130228384196,0.3274327182210713,0.26723805526465005,0.03866259738835195,0.04743093596843364,0.042600253691544354,0.5509233286067159,0.44907667139328417,2.0283806507702478,1.7311002452961315,0.05,0.1,3.909480896066379,0.7913171452168628,0.13387510032024583,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,6.908660347503266,238.2976785700376,17.689641590834682,25.688858679272823,63.933817239716994,0.5817130228384195,0.649807766345918
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_003,-20.631583651287634,16.186435884488162,0.23165114970014225,0.2873295120632553,0.25406238992323243,0.036412809661472756,0.05405097506480572,0.04351239278805148,0.5974874390713465,0.4025125609286535,2.0718115023225083,1.8208750345176274,0.05,0.1,4.042686536840136,0.7938802560780478,0.08371279932896007,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.011158492431014,149.00878280554892,66.93030108114688,106.87281353179937,242.2167352237675,0.7165114970014225,0.5352271773235865
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_004,-27.86987182534821,17.57378135786131,0.23662753065105008,0.2702768386176819,0.2495103608553666,0.03564703227339865,0.05746123260632878,0.04399872376169803,0.6171442747918706,0.3828557252081294,2.0949678042534217,1.8540948016553942,0.05,0.1,4.0990626059088155,0.7952468461139947,0.1964525113083341,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.2152801053189455,349.6854701288347,13.920513195117785,15.195472596163658,216.0451032366615,0.7662753065105006,0.486505253193377
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_005,-17.292531780358928,13.65259902718,0.2408622233135928,0.2883147939274141,0.25955800189156353,0.03502030789988389,0.05386626222109066,0.04244540172561663,0.6060112584812163,0.39398874151878377,2.021007485021146,1.7823217147987043,0.05,0.1,3.95332919981985,0.7908820111926059,0.16917469426618814,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.00290455688444,301.13095579381485,80.99657107173759,126.02775071490714,223.0002811550848,0.8086222331359278,0.5380422683640402
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_006,-19.866323576115764,12.818901074696605,0.24211226579792855,0.2039149422172034,0.23012339036977403,0.034839495612059075,0.07616136474869653,0.04780906245856023,0.686133102943258,0.313866897056742,2.276394359634018,2.0102948347742577,0.05,0.1,4.436689194408275,0.8059538978521774,0.0979828093845126,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.514446698127638,174.40940070443244,34.46682027684199,85.8159970215324,43.66203670940741,0.8211226579792855,0.2968998349062955
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_007,-19.567228336676557,17.65986896716307,0.24293347235199925,0.2165265951977879,0.23431987214852484,0.03472172500655072,0.07172532444676094,0.04679184635433939,0.67381223636659,0.3261877636334099,2.227960341414474,1.9742920597356137,0.05,0.1,4.352252401150087,0.8030955205993169,0.02896928873430715,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.327295487446062,51.56533394706672,79.4712935283363,40.40842627218149,41.50737207685166,0.8293347235199925,0.3329331291365369
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_008,-27.46263640789345,14.176730886712376,0.23151274927751564,0.22305827035139386,0.22860838865030814,0.03643457756955513,0.06962503684552021,0.04783647045525492,0.6564707709857909,0.3435292290142091,2.277699371819495,2.023617181120765,0.05,0.1,4.451316552940259,0.8060309143228895,0.1902176567379615,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.642486954780112,338.58742899357145,87.51235910013904,30.333727092025157,278.63095254691973,0.7151274927751562,0.3515950581468396
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_009,-23.5953687452532,20.377395925555145,0.23037648207335432,0.24014454155092219,0.23390759435473213,0.03661428087614775,0.06467121922328017,0.04675674569251557,0.6385042198517559,0.3614957801482441,2.226289048473634,1.9777718816581797,0.05,0.1,4.354060930131813,0.8029968877395919,0.07049585786857329,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.379063285885079,125.48262700606044,92.4690515382012,148.97292018353946,122.28556717835748,0.7037648207335433,0.4004129758597777
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_010,-24.550423709209024,17.12012686421263,0.24357975881257155,0.31348814690298044,0.2723416593093794,0.03462959838293946,0.049540757586347364,0.040764388341847396,0.5885772611490967,0.41142273885090325,1.9409672334768195,1.6986599266312261,0.05,0.1,3.789627160108046,0.7861583635842143,0.2371897675476758,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,6.882681120535411,422.19778623486286,13.82117256875169,46.7952772915371,93.77986407537722,0.8357975881257154,0.6099661340085155
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_011,-17.878820133816777,22.657494744809725,0.23308695675118385,0.2449623495935968,0.23740227184213034,0.03618850809784649,0.0633992951066949,0.04607644371176895,0.6366170662132224,0.36338293378677744,2.19389695559037,1.9486581127948548,0.05,0.1,4.292555068385224,0.8010852391736939,0.06518373764185466,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.296772061580473,116.02705300250128,110.00540957137534,231.6544290023153,149.13229337870234,0.7308695675118385,0.4141781416959909
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_012,-21.273618559032023,20.803711428031487,0.22224313676662077,0.27264646591293207,0.24239799709090734,0.037954239418202335,0.056961825050295546,0.045554833267959796,0.6001283910080454,0.39987160899195456,2.1690608468872856,1.9084970526699543,0.05,0.1,4.227557899557239,0.7996195138265902,0.03596263497812014,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.182207889120198,64.01349026105385,28.395464916490816,147.35997922659678,200.5449427652568,0.6224313676662078,0.4932756168940916
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_013,-19.12686064075004,15.373132979348576,0.22366712785996518,0.3607094856337685,0.2876557464605011,0.037712601322326136,0.043055258900737636,0.0402072262226253,0.5330741557573533,0.4669258442426467,1.9144383571430017,1.608227434054129,0.05,0.1,3.6726657911971308,0.7845927380292003,0.2110615594016622,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,6.7094828415460155,375.6895757349587,5.452094184965394,89.98310211103508,286.9088608288561,0.6366712785996519,0.7448842446679098
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_014,-23.67902961407203,22.651637219532816,0.2258054771399839,0.2737961415192751,0.24486106548321046,0.037355467762473483,0.05672264118017335,0.04504556517606172,0.6029313494678489,0.3970686505321512,2.144812410454482,1.8892993955905877,0.05,0.1,4.1841118060450695,0.7981884704883566,0.04350848276111089,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.137510464470518,77.44509931477738,67.02744385758652,149.7742954129471,89.50163693020623,0.6580547713998388,0.4965604043407861
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_015,-26.27313533858268,22.266701004955227,0.23997160744053764,0.33121956734452207,0.27906757223336703,0.03515028011796241,0.046888655813500386,0.04017968705923165,0.5715414916238338,0.42845850837616617,1.9131270995488443,1.6577198823883403,0.05,0.1,3.7208469819371843,0.7845153529800641,0.04993149190416023,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,6.574154462946178,88.8780555894052,45.13975177963021,10.586948402275889,277.818486647048,0.7997160744053764,0.660627335270063
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_016,-22.344982555809985,16.42469730642244,0.23642425736070566,0.24348507179948145,0.23895702779330574,0.03567768094550243,0.06378395265523165,0.04575962468928506,0.6412920273487334,0.35870797265126675,2.1788118441341013,1.9359793151647862,0.05,0.1,4.264791159298887,0.8001949777205142,0.15378001588155688,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.368541826547172,273.7284282691712,99.74497943275716,239.8470072441541,12.333549958945614,0.7642425736070565,0.4099573479985184
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_017,-28.23419292674989,15.036593455023418,0.2419048535406777,0.2817145282119494,0.25732901244127815,0.03486936743282088,0.05512829029615894,0.04271863643537894,0.6125525006681066,0.38744749933189343,2.0340173605588285,1.7977602238949433,0.05,0.1,3.9817775844537717,0.7916498007270379,0.2218018527912834,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.100897052925446,394.8072979684844,97.18192517565193,123.16434205101056,168.7834224864133,0.8190485354067768,0.5191843663198555
S2_AFR_MODERATE,Africa moderate (some de-risking),Africa,hex_018,-19.06842593608901,20.554937055649656,0.23072747353663464,0.24262384211719448,0.23505201292052208,0.036558581830755846,0.0640103633525519,0.04653778763166533,0.6364823975818753,0.36351760241812475,2.215863516804865,1.968142528426339,0.05,0.1,4.334006045231203,0.8023816155886028,0.05417486118787205,0.7584269662921349,0.2482640002284361,1.0416666666666667,1.1494252873563218,7.334773111397172,96.43125291441224,38.73952824590312,196.7701306763201,192.0226579459201,0.7072747353663466,0.4074966917634128
