target_tg,acid,epoxide,tg_md,tg_calibrated,calibration_std,target_error,novelty_score,design_score
400.0,O=C(O)c1ccc(Oc2ccc(NC(=O)c3nccnc3C(=O)O)cc2)cc1,O=C(Nc1ccc(Oc2ccccc2)cc1)N(CC1CO1)CC1CO1,516.7256,352.28227912902014,128.92759742420841,47.71772087097986,2.827106352130052,54.58816669500979
400.0,Cc1cc(C)c(C(=O)O)cc1C=C(C(=O)O)c1ccncc1,Cc1ccc(Oc2ccc(NC(=O)N(CC3CO3)CC3CO3)cn2)cc1,478.1393,351.7907432261675,128.98977110266412,48.20925677383252,2.239569410899297,54.99468074060062
400.0,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,541.1776,350.90775189337046,128.87504852616883,49.09224810662954,2.330745874605864,55.885612414128865
400.0,O=C(O)c1ccnc2c(C(=O)O)cccc12,NC(=O)c1ccc(C(=O)N(CC2CO2)CC2CO2)cn1,483.7047,350.6911604017629,129.01480147915848,49.308839598237114,2.2560670035693073,56.09798972273043
400.0,CC(=NNc1cccc(C(=O)O)c1C)c1ccc(C(=O)O)cc1,Cc1cccnc1C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,502.5522,349.56749402838454,129.03278672145007,50.432505971615456,1.8141942592727571,57.15627444657887
400.0,CCC(C)N(CC(=O)O)Cc1ccc(C(=O)O)cc1,O=C(Nc1ccc(Nc2ncccn2)cc1)C(CC1CO1)CC1CO1,449.3948,349.5549534802565,128.9010332874948,50.44504651974353,1.958399689912872,57.1838581376052
400.0,CC=CC=CC(=O)Nc1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1,O=C(Nc1ccc2oc3ccccc3c2c1)N(CC1CO1)CC1CO1,514.9649,349.1282730130718,128.9187614297926,50.871726986928195,2.0527495049804783,57.62557748416489
400.0,O=C(O)CCNCc1ccc(C(=O)O)cc1,O=C(Nc1cccc(Cn2cncn2)c1)N(CC1CO1)CC1CO1,432.0519,348.4645269672908,128.88370239991542,51.535473032709206,2.384676442629328,58.33735961909938
400.0,Cc1c(C(=O)O)ccnc1C(=O)O,O=C(c1ccc(OCC2CO2)cc1)N1CCC(C2CO2)CC1,494.2775,348.3764771356563,128.895267335493,51.62352286434373,2.2047603308690795,58.39900028074874
400.0,CCc1ccc(Oc2ccc(C(=O)O)cc2C(=O)O)cc1,Cc1ccc2c(CN3CCC(c4ccc(OCC5CO5)cc4)CC3)ccc(OCC3CO3)c2n1,432.9942,348.49280230040466,129.0609556589653,51.50719769959534,2.989704780209799,58.40870119957508
450.0,O=C(O)c1ccc(Oc2ccc(NC(=O)c3nccnc3C(=O)O)cc2)cc1,O=C(Nc1ccc(Oc2ccccc2)cc1)N(CC1CO1)CC1CO1,516.7256,352.28227912902014,128.92759742420841,97.71772087097986,2.827106352130052,104.58816669500979
450.0,Cc1cc(C)c(C(=O)O)cc1C=C(C(=O)O)c1ccncc1,Cc1ccc(Oc2ccc(NC(=O)N(CC3CO3)CC3CO3)cn2)cc1,478.1393,351.7907432261675,128.98977110266412,98.20925677383252,2.239569410899297,104.99468074060061
450.0,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,541.1776,350.90775189337046,128.87504852616883,99.09224810662954,2.330745874605864,105.88561241412886
450.0,O=C(O)c1ccnc2c(C(=O)O)cccc12,NC(=O)c1ccc(C(=O)N(CC2CO2)CC2CO2)cn1,483.7047,350.6911604017629,129.01480147915848,99.30883959823711,2.2560670035693073,106.09798972273043
450.0,CC(=NNc1cccc(C(=O)O)c1C)c1ccc(C(=O)O)cc1,Cc1cccnc1C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,502.5522,349.56749402838454,129.03278672145007,100.43250597161546,1.8141942592727571,107.15627444657888
450.0,CCC(C)N(CC(=O)O)Cc1ccc(C(=O)O)cc1,O=C(Nc1ccc(Nc2ncccn2)cc1)C(CC1CO1)CC1CO1,449.3948,349.5549534802565,128.9010332874948,100.44504651974353,1.958399689912872,107.1838581376052
450.0,CC=CC=CC(=O)Nc1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1,O=C(Nc1ccc2oc3ccccc3c2c1)N(CC1CO1)CC1CO1,514.9649,349.1282730130718,128.9187614297926,100.8717269869282,2.0527495049804783,107.6255774841649
450.0,O=C(O)CCNCc1ccc(C(=O)O)cc1,O=C(Nc1cccc(Cn2cncn2)c1)N(CC1CO1)CC1CO1,432.0519,348.4645269672908,128.88370239991542,101.5354730327092,2.384676442629328,108.33735961909937
450.0,Cc1c(C(=O)O)ccnc1C(=O)O,O=C(c1ccc(OCC2CO2)cc1)N1CCC(C2CO2)CC1,494.2775,348.3764771356563,128.895267335493,101.62352286434373,2.2047603308690795,108.39900028074874
450.0,CCc1ccc(Oc2ccc(C(=O)O)cc2C(=O)O)cc1,Cc1ccc2c(CN3CCC(c4ccc(OCC5CO5)cc4)CC3)ccc(OCC3CO3)c2n1,432.9942,348.49280230040466,129.0609556589653,101.50719769959534,2.989704780209799,108.40870119957506
500.0,O=C(O)c1ccc(Oc2ccc(NC(=O)c3nccnc3C(=O)O)cc2)cc1,O=C(Nc1ccc(Oc2ccccc2)cc1)N(CC1CO1)CC1CO1,516.7256,352.28227912902014,128.92759742420841,147.71772087097986,2.827106352130052,154.5881666950098
500.0,Cc1cc(C)c(C(=O)O)cc1C=C(C(=O)O)c1ccncc1,Cc1ccc(Oc2ccc(NC(=O)N(CC3CO3)CC3CO3)cn2)cc1,478.1393,351.7907432261675,128.98977110266412,148.20925677383252,2.239569410899297,154.99468074060061
500.0,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,541.1776,350.90775189337046,128.87504852616883,149.09224810662954,2.330745874605864,155.88561241412884
500.0,O=C(O)c1ccnc2c(C(=O)O)cccc12,NC(=O)c1ccc(C(=O)N(CC2CO2)CC2CO2)cn1,483.7047,350.6911604017629,129.01480147915848,149.3088395982371,2.2560670035693073,156.09798972273043
500.0,CC(=NNc1cccc(C(=O)O)c1C)c1ccc(C(=O)O)cc1,Cc1cccnc1C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,502.5522,349.56749402838454,129.03278672145007,150.43250597161546,1.8141942592727571,157.15627444657886
500.0,CCC(C)N(CC(=O)O)Cc1ccc(C(=O)O)cc1,O=C(Nc1ccc(Nc2ncccn2)cc1)C(CC1CO1)CC1CO1,449.3948,349.5549534802565,128.9010332874948,150.44504651974353,1.958399689912872,157.1838581376052
500.0,CC=CC=CC(=O)Nc1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1,O=C(Nc1ccc2oc3ccccc3c2c1)N(CC1CO1)CC1CO1,514.9649,349.1282730130718,128.9187614297926,150.8717269869282,2.0527495049804783,157.6255774841649
500.0,O=C(O)CCNCc1ccc(C(=O)O)cc1,O=C(Nc1cccc(Cn2cncn2)c1)N(CC1CO1)CC1CO1,432.0519,348.4645269672908,128.88370239991542,151.5354730327092,2.384676442629328,158.33735961909937
500.0,Cc1c(C(=O)O)ccnc1C(=O)O,O=C(c1ccc(OCC2CO2)cc1)N1CCC(C2CO2)CC1,494.2775,348.3764771356563,128.895267335493,151.62352286434373,2.2047603308690795,158.39900028074874
500.0,CCc1ccc(Oc2ccc(C(=O)O)cc2C(=O)O)cc1,Cc1ccc2c(CN3CCC(c4ccc(OCC5CO5)cc4)CC3)ccc(OCC3CO3)c2n1,432.9942,348.49280230040466,129.0609556589653,151.50719769959534,2.989704780209799,158.40870119957506
