year,month,day,hour,Electricity [kW],Heat [mmBTU],Cooling Energy [Ton],PV Power Generation [kW],Greenhouse Gas Emission [Ton],datetime
2014,1,4,17,46.87521435440199,16.65150644947425,35.22198989533639,9.242266392228233,30.85632389499644,2014-01-04 17:00:00
2014,1,4,18,46.51687669369184,18.84552477426672,30.517555622371333,9.787062382299348,30.122075712450528,2014-01-04 18:00:00
2014,1,4,19,47.71444170220136,18.544359116536352,30.660873237544543,0.0,35.5527032335705,2014-01-04 19:00:00
2014,1,4,20,49.92338088876302,21.40725541554549,27.48759303434148,0.0,36.88138567591346,2014-01-04 20:00:00
2014,1,4,21,55.81391550289153,18.902538867174734,24.7719803413794,0.0,38.53211547987407,2014-01-04 21:00:00
2014,1,4,22,59.07780913033345,18.7507905123738,18.4149449017575,0.0,38.84713069923037,2014-01-04 22:00:00
2014,1,4,23,62.22588258819785,20.151000345450004,20.71056285712885,0.0,41.300353969159694,2014-01-04 23:00:00
2014,1,5,0,68.5811831156634,18.28177553656562,16.370717950302048,0.0,43.0492678088618,2014-01-05 00:00:00
2014,1,5,1,71.22005263406272,16.809315403987757,16.229188924221724,0.0,43.89865872307204,2014-01-05 01:00:00
2014,1,5,2,71.65480141199757,16.35653869552097,12.166053487899802,0.0,43.16757301223503,2014-01-05 02:00:00
2014,1,5,3,71.25519714880473,15.944949260845004,15.133212511845596,0.0,43.437725855024986,2014-01-05 03:00:00
2014,1,5,4,68.58618486326361,15.805279149168864,18.14436240905649,0.0,42.66354865819376,2014-01-05 04:00:00
2014,1,5,5,70.58010615251233,13.638975673364554,22.754967537185472,0.0,43.932739285702624,2014-01-05 05:00:00
2014,1,5,6,68.03210713215024,13.167250179665777,24.95394051439786,5.212487817208093,40.35077281425038,2014-01-05 06:00:00
2014,1,5,7,67.24696543416883,11.133877805721864,25.356291981367608,3.967910167503881,40.05094937132256,2014-01-05 07:00:00
2014,1,5,8,63.52586192143255,10.903271556425574,26.588226346048287,5.320286642117446,37.69141437579488,2014-01-05 08:00:00
2014,1,5,9,58.38277861644456,11.396266637148448,30.65717056598333,4.004293924215696,36.73955645045563,2014-01-05 09:00:00
2014,1,5,10,58.23972807950294,11.319117161935464,31.49760667152004,5.398089874948498,36.11607558516187,2014-01-05 10:00:00
2014,1,5,11,47.31531597056204,12.049457677226435,35.87049870051533,5.5555214795486245,31.668834288777703,2014-01-05 11:00:00
2014,1,5,12,48.33301349811376,11.852068467878912,37.52345501568723,7.271447051553532,31.59109476678124,2014-01-05 12:00:00
2014,1,5,13,43.55148212644609,11.729196925633603,41.67589340219404,6.749289582986662,30.2550340298586,2014-01-05 13:00:00
2014,1,5,14,47.25576685986103,12.939202540616504,40.39264346872258,7.725743701910344,31.725301034904803,2014-01-05 14:00:00
2014,1,5,15,41.343771696650826,15.299173846874057,37.38438034313314,9.716166265760709,27.880430938133905,2014-01-05 15:00:00
2014,1,5,16,39.77218966500306,15.310897139235848,36.963057401350326,10.140152504874882,26.80189920210491,2014-01-05 16:00:00
2014,1,5,17,40.07281524601249,17.750006683586875,39.23633372709644,9.638773443110331,28.38928965194643,2014-01-05 17:00:00
2014,1,5,18,46.126021629234,18.51304465995529,34.51620881971005,11.09376832119657,29.973281815947317,2014-01-05 18:00:00
2014,1,5,19,46.88055458960985,20.12255011242044,33.063016522953866,0.0,36.08964563312183,2014-01-05 19:00:00
2014,1,5,20,44.47761515262,22.685479882562163,27.762918781480888,0.0,34.59703529737483,2014-01-05 20:00:00
2014,1,5,21,48.89937247437636,19.93230280509981,26.290680188443844,0.0,35.68751311640689,2014-01-05 21:00:00
2014,1,5,22,50.7804826234801,20.07151587068744,25.44744118753652,0.0,36.50118431045359,2014-01-05 22:00:00
2014,1,5,23,58.80803691598586,19.55568661450196,21.690112551590943,0.0,39.6087469526617,2014-01-05 23:00:00
2014,1,6,0,59.39115415181325,19.01939840674333,21.196853151668783,0.0,39.64076722826338,2014-01-06 00:00:00
2014,1,6,1,62.89519033373165,16.43007964073615,18.43872889696425,0.0,40.06436483847952,2014-01-06 01:00:00
2014,1,6,2,70.32876335046686,16.76869396864754,21.586463324036547,0.0,44.512282530635005,2014-01-06 02:00:00
2014,1,6,3,66.53451053303785,17.794781646657942,15.755627288433905,0.0,41.75681521820309,2014-01-06 03:00:00
2014,1,6,4,67.09860845055113,16.25631624313076,22.17305513034369,0.0,42.86081012428353,2014-01-06 04:00:00
2014,1,6,5,72.16167244774381,13.062721842180528,21.218297778735256,0.0,44.24331233227311,2014-01-06 05:00:00
2014,1,6,6,73.06905230168115,12.945095006361983,23.016194272950425,5.00311236844429,42.51973732311711,2014-01-06 06:00:00
2014,1,6,7,64.74357994903964,11.041071738154328,23.33272354396009,4.370240223456042,38.16553609303012,2014-01-06 07:00:00
2014,1,6,8,60.78398395950293,10.635456266684391,27.313694897159326,4.600423043044984,36.74515631766615,2014-01-06 08:00:00
2014,1,6,9,57.09939866155419,11.186453156138109,34.92685304286596,5.502344495051528,36.13983363866596,2014-01-06 09:00:00
2014,1,6,10,55.22818943067908,10.36602211058444,32.82874886147588,5.868774322502539,34.35526395955878,2014-01-06 10:00:00
2014,1,6,11,43.20761571643968,12.493487267532243,38.98258148572411,6.569654904015662,29.863542883616503,2014-01-06 11:00:00
2014,1,6,12,48.1337958895867,9.836500241964652,38.443372298719005,5.804744906418013,31.80415002391754,2014-01-06 12:00:00
2014,1,6,13,42.13516793336144,11.870250438175075,34.596353431765046,7.856766097218742,27.61954673587688,2014-01-06 13:00:00
2014,1,6,14,39.86656575161619,14.34084458016532,38.11368066745974,8.266271905666201,27.72513643051654,2014-01-06 14:00:00
2014,1,6,15,39.17724484716544,13.75761875957722,38.42017788344108,10.339249161678158,26.230319047305024,2014-01-06 15:00:00
2014,1,6,16,35.35776261795468,15.34524171641173,37.796087360752864,9.630300486368649,25.026521052867107,2014-01-06 16:00:00
2014,1,6,17,43.51028205261025,17.489300793860195,37.155583284919445,10.531809318015542,29.1671432624393,2014-01-06 17:00:00
2014,1,6,18,37.46136843456236,16.345732305824576,34.94027702055949,10.628005949134796,25.308456338573052,2014-01-06 18:00:00
2014,1,6,19,47.11614349693247,17.778764942497496,26.503574257085997,0.0,34.19241608263268,2014-01-06 19:00:00
2014,1,6,20,50.35283855401983,18.356679596748748,30.835286351603617,0.0,36.85048042635526,2014-01-06 20:00:00
2014,1,6,21,51.406562282999055,20.036925576301776,28.48090051364819,0.0,37.410538917119695,2014-01-06 21:00:00
2014,1,6,22,55.32937006276069,19.114015784218424,24.409236398408407,0.0,38.28073704632755,2014-01-06 22:00:00
2014,1,6,23,57.841760228462384,19.27498887309661,22.941183377222448,0.0,39.29161345160467,2014-01-06 23:00:00
2014,1,7,0,62.08968057687705,18.106481528168537,22.20449620646469,0.0,40.91768398818203,2014-01-07 00:00:00
2014,1,7,1,61.51592404561037,18.362863484924308,17.808637432386234,0.0,39.82854855475972,2014-01-07 01:00:00
2014,1,7,2,65.0128774233164,14.872451362129476,19.37655612801726,0.0,40.8434853459005,2014-01-07 02:00:00
2014,1,7,3,66.26043647552751,15.145989382028532,19.254342863296607,0.0,41.52488362503164,2014-01-07 03:00:00
2014,1,7,4,69.2622680585385,12.69606820107782,20.554646543568392,0.0,42.55088379830627,2014-01-07 04:00:00
2014,1,7,5,64.09668679493915,12.118255348252871,21.479941529449203,0.0,39.97980830783528,2014-01-07 05:00:00
2014,1,7,6,67.44995488232557,8.797954172054405,23.180767666990835,4.485089218898337,38.7579726167281,2014-01-07 06:00:00
2014,1,7,7,66.45049653787214,8.554213566277921,27.67953104498372,4.622990712305468,39.015923191663454,2014-01-07 07:00:00
2014,1,7,8,63.356131655686376,9.471251076006611,27.572178062331776,5.1867976013247805,37.44047796244914,2014-01-07 08:00:00
2014,1,7,9,55.8097375578923,9.912630487570546,29.68610690936047,5.043929954501421,34.29391432983869,2014-01-07 09:00:00
2014,1,7,10,51.26989310402304,6.933156806284195,33.69039308894761,5.458369733675497,31.723787344848557,2014-01-07 10:00:00
2014,1,7,11,52.51522823828795,9.029112510727062,33.772946946354885,5.871744904896217,32.785064809184966,2014-01-07 11:00:00
2014,1,7,12,44.35740461384567,9.47596997901441,38.27952491580971,7.328185682819894,29.01330544237916,2014-01-07 12:00:00
2014,1,7,13,42.95373002078352,11.44626875772078,32.75428389617372,6.784747631261415,28.06922860131203,2014-01-07 13:00:00
2014,1,7,14,47.1903915437788,13.896094028573437,40.7198487110946,8.218131243212731,31.798928101073987,2014-01-07 14:00:00
2014,1,7,15,39.81636317255658,14.04284480813966,33.166302432978725,8.418373392020786,26.54510881930554,2014-01-07 15:00:00
2014,1,7,16,41.04131786660543,14.8656699183413,38.26978978499437,9.48276652062505,27.89293460549145,2014-01-07 16:00:00
2014,1,7,17,41.949860917732735,15.476150855963548,31.82691757033557,9.542066065780253,27.212126196832426,2014-01-07 17:00:00
2014,1,7,18,36.48248767223439,17.38298516777191,32.944769585934644,10.29671547849687,24.89673556438726,2014-01-07 18:00:00
2014,1,7,19,45.456749386101095,20.28419216894204,28.02115411623785,0.0,34.41786316698073,2014-01-07 19:00:00
2014,1,7,20,54.93846250256503,19.06336329440041,27.67498040618023,0.0,38.72323632083868,2014-01-07 20:00:00
2014,1,7,21,55.07259658875558,18.422549869341427,21.046623721767368,0.0,37.27238799953369,2014-01-07 21:00:00
2014,1,7,22,58.00799118612431,16.787472775737566,21.357932425130887,0.0,38.3118239108096,2014-01-07 22:00:00
2014,1,7,23,62.60357951028082,19.48194822574889,17.24076365665703,0.0,40.59452695419648,2014-01-07 23:00:00
2014,1,8,0,66.5217632005979,17.757691946083305,12.32550188715468,0.0,41.05328956155488,2014-01-08 00:00:00
2014,1,8,1,63.45864096842167,16.352621448456667,16.987884770972617,0.0,40.03268387294236,2014-01-08 01:00:00
2014,1,8,2,71.36818006766494,15.632761583200152,15.209163886214789,0.0,43.41575128603547,2014-01-08 02:00:00
2014,1,8,3,70.87702082059208,15.098810172608273,14.946004635405211,0.0,42.95735438915956,2014-01-08 03:00:00
2014,1,8,4,66.9050987551368,11.235607360996768,14.378671740424728,0.0,39.69896593395238,2014-01-08 04:00:00
2014,1,8,5,69.79393992966152,11.368169610347357,18.486244288599323,0.0,42.00466970565483,2014-01-08 05:00:00
2014,1,8,6,69.45092015700472,10.808861134034402,24.337466854463923,4.461025369016953,40.60509910509699,2014-01-08 06:00:00
2014,1,8,7,64.86821943933124,8.415071659222795,24.601799226510693,3.758360398453061,37.99981086350807,2014-01-08 07:00:00
2014,1,8,8,63.17401289441263,8.91736379422868,26.82268497987181,3.3290146021235185,37.96224528038752,2014-01-08 08:00:00
2014,1,8,9,61.82368597863882,7.283897594120203,27.19947847431871,3.3103503158265477,36.88173280450594,2014-01-08 09:00:00
2014,1,8,10,58.19644314897184,8.110535133437061,33.591151613245366,5.087070744716983,35.706077064807616,2014-01-08 10:00:00
2014,1,8,11,54.93350203763183,8.842412358438715,29.940937002301855,5.394058331744155,33.41063296093583,2014-01-08 11:00:00
2014,1,8,12,51.20092557966136,8.790510894352655,30.71650307024714,6.186934883493729,31.28744923043904,2014-01-08 12:00:00
2014,1,8,13,44.25060976431115,9.324215759036,37.12714490951908,5.609663648880948,29.54316676732972,2014-01-08 13:00:00
2014,1,8,14,40.091071517178335,11.250991562271182,33.20596987615776,7.688150012044975,26.217952196479587,2014-01-08 14:00:00
2014,1,8,15,44.41094720678768,13.974905960904891,34.71227210311312,7.130463108419322,29.775168258078267,2014-01-08 15:00:00
2014,1,8,16,42.61971342400007,14.431996638448178,30.822443496473586,8.494509837572304,27.55668948404305,2014-01-08 16:00:00
2014,1,8,17,43.97063091072723,16.561591280972927,34.14723359232418,8.65104886233368,29.457715126953488,2014-01-08 17:00:00
2014,1,8,18,45.82143145753626,14.20696318444055,28.786978161740024,9.08894480200994,28.38572791544333,2014-01-08 18:00:00
2014,1,8,19,46.65719571501504,17.11678101004298,24.362133283112108,0.0,33.336058817142835,2014-01-08 19:00:00
2014,1,8,20,52.41483664540302,16.962774241070637,21.8930554384432,0.0,35.674861682711345,2014-01-08 20:00:00
2014,1,8,21,50.75156122770216,16.726460909889163,21.02962537693081,0.0,34.599643962203984,2014-01-08 21:00:00
2014,1,8,22,66.14469525056012,16.1106009912354,17.698438444004648,0.0,41.44521561145161,2014-01-08 22:00:00
2014,1,8,23,63.9534355934758,17.49505830246414,15.167187738590416,0.0,40.25867283519523,2014-01-08 23:00:00
2014,1,9,0,66.86764521164348,15.028839449613908,17.22861004800977,0.0,41.38819645030786,2014-01-09 00:00:00
2014,1,9,1,67.75091132109145,15.133826677353566,14.906784417630426,0.0,41.39696054727788,2014-01-09 01:00:00
2014,1,9,2,74.10817800676136,14.191642530439536,15.57012472249132,0.0,44.42560670701081,2014-01-09 02:00:00
2014,1,9,3,69.43711546088753,12.907074497035063,15.778858702959976,0.0,41.74645182014628,2014-01-09 03:00:00
2014,1,9,4,74.56419794543099,10.973108416044576,13.677337858466789,0.0,43.30949906922222,2014-01-09 04:00:00
2014,1,9,5,79.72289652085082,11.253055695337332,17.861725833822504,0.0,46.80971013579112,2014-01-09 05:00:00
2014,1,9,6,69.92901995068105,11.006722142952144,18.263122582424103,2.622309508976935,40.60799638022252,2014-01-09 06:00:00
2014,1,9,7,70.64457132571425,9.074932145668384,17.62233202144676,2.4734930390836145,40.33248519130518,2014-01-09 07:00:00
2014,1,9,8,66.99535761241907,6.637891936517967,20.629986585061637,4.032958050194746,37.59856467907988,2014-01-09 08:00:00
2014,1,9,9,65.75254805095632,8.08656843654617,23.700456983083587,3.082388802945567,38.501141551585945,2014-01-09 09:00:00
2014,1,9,10,61.92081011821058,7.425117862588546,28.36629591456359,3.7104099208165993,37.00599464038627,2014-01-09 10:00:00
2014,1,9,11,55.786941046052775,9.30499960594192,27.449415918853948,4.318658181335071,34.01552449791222,2014-01-09 11:00:00
2014,1,9,12,51.63716602747103,8.650324645172828,31.434645342749477,5.515913635665543,31.94265265800449,2014-01-09 12:00:00
2014,1,9,13,50.42127855726824,12.31909943660838,31.845158962530835,5.864865086379737,32.34296835893293,2014-01-09 13:00:00
2014,1,9,14,48.63084716276028,11.207310930204242,32.26200215634453,6.8576095883496615,30.701212497535487,2014-01-09 14:00:00
2014,1,9,15,47.693286594548375,13.725164658157848,34.86354237160116,7.570074184662698,31.151864076710424,2014-01-09 15:00:00
2014,1,9,16,46.73524634915922,13.36042597171982,31.55220742305262,8.275138230915136,29.548623335248514,2014-01-09 16:00:00
2014,1,9,17,50.99109739443482,13.406584522852668,32.61573103859256,8.977456847344572,31.551941838119436,2014-01-09 17:00:00
2014,1,9,18,48.18111918056108,15.269865062715477,29.75282231766004,8.861187238370736,30.191489953441824,2014-01-09 18:00:00
2014,1,9,19,56.941022131563045,17.395414712339324,22.322419556461725,0.0,38.15361939077567,2014-01-09 19:00:00
2014,1,9,20,61.299752886758455,19.041100071895933,23.883312955759664,0.0,41.13886905609994,2014-01-09 20:00:00
2014,1,9,21,56.261869951051246,17.287314455427225,18.400294280714952,0.0,36.99718816829678,2014-01-09 21:00:00
2014,1,9,22,64.11160116099244,16.143807845161668,16.99517638471342,0.0,40.2979782109874,2014-01-09 22:00:00
2014,1,9,23,67.22255354146048,17.739265453729406,16.686591890641708,0.0,42.270374784977406,2014-01-09 23:00:00
2014,1,10,0,71.54095771174093,14.356095277458092,13.319635179247696,0.0,42.74123447495743,2014-01-10 00:00:00
2014,1,10,1,73.83062470626717,16.928978537448067,16.254600956130783,0.0,45.24492610559416,2014-01-10 01:00:00
2014,1,10,2,73.08499637931142,13.498631336467296,16.4560862673018,0.0,43.883304844056255,2014-01-10 02:00:00
2014,1,10,3,74.32043173377153,13.862646882749733,13.411960935300206,0.0,44.00140211877072,2014-01-10 03:00:00
2014,1,10,4,76.34429132614966,11.378007933192826,14.131248748415006,0.0,44.41179779271568,2014-01-10 04:00:00
2014,1,10,5,76.20267845645049,9.771138777932263,17.52313313678564,0.0,44.53730748896205,2014-01-10 05:00:00
2014,1,10,6,70.17337700527972,9.157872681323044,14.913418861503342,3.396767408848263,39.11835037491331,2014-01-10 06:00:00
2014,1,10,7,77.3784155076173,9.576955006331804,19.144109585288177,4.531085924115846,43.12557321070791,2014-01-10 07:00:00
2014,1,10,8,71.61549012229405,9.37129449869603,21.828475213713357,3.182678523160785,41.393489191918114,2014-01-10 08:00:00
2014,1,10,9,73.58604558604411,8.509401408458253,23.12406229382641,4.185242096744114,41.87803462595275,2014-01-10 09:00:00
2014,1,10,10,56.87523952244314,8.863731327525752,26.477151440513506,4.578221068076626,34.103058913543684,2014-01-10 10:00:00
2014,1,10,11,61.50067581878721,9.739863337864758,35.14368815397136,4.722335442144586,38.33986682047502,2014-01-10 11:00:00
2014,1,10,12,56.775834247622896,7.242959126658472,30.038423279711218,5.555088598934494,33.79094521828399,2014-01-10 12:00:00
2014,1,10,13,48.77274903621655,11.317757050236429,37.48739634583809,5.370291387806418,32.59403520844361,2014-01-10 13:00:00
