region_folder,region_name,method,filename,n_records,time_start,time_end,unit
15_south_asia_east,South Asia East,altimetry,south_asia_east_altimetry_Treichler_snowfall_Treichler_et_al.csv,1,2003.8333333333333,2008.8333333333333,m
15_south_asia_east,South Asia East,combined,south_asia_east_combined_DUS-combined_Dussaillant_et_al.csv,25,1999.75,2024.75,mwe
15_south_asia_east,South Asia East,glaciological,south_asia_east_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,1999.6666666666667,2024.75,mwe
15_south_asia_east,South Asia East,combined,south_asia_east_combined_Miles2021_Miles_et_al.csv,1,2000.0,2017.0,mwe
15_south_asia_east,South Asia East,altimetry,south_asia_east_altimetry_Ke_Ke_et_al.csv,1,2000.0833333333333,2021.1666666666667,m
15_south_asia_east,South Asia East,demdiff,south_asia_east_demdiff_Brun_et_al_2017_Brun_et_al.csv,1,2000.6666666666667,2016.6666666666667,m
15_south_asia_east,South Asia East,gravimetry,south_asia_east_gravimetry_Wouters_Wouters_et_al.csv,236,2002.1666666666667,2021.8333333333333,Gt
15_south_asia_east,South Asia East,demdiff,south_asia_east_demdiff_MountCryo_King_et_al.csv,1,2000.1666666666667,2015.5,m
15_south_asia_east,South Asia East,glaciological,south_asia_east_glaciological_WGMS-beta_WGMS.csv,25,1999.75,2024.75,mwe
15_south_asia_east,South Asia East,combined,south_asia_east_combined_Huss_Huss_et_al.csv,31,1990.75,2021.75,mwe
15_south_asia_east,South Asia East,gravimetry,south_asia_east_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,2002.25,2022.9166666666667,Gt
15_south_asia_east,South Asia East,altimetry,south_asia_east_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,100,2011.0,2019.3333333333333,m
15_south_asia_east,South Asia East,demdiff,south_asia_east_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
15_south_asia_east,South Asia East,altimetry,south_asia_east_altimetry_Treichler_ICESat_Treichler_et_al.csv,1,2003.8333333333333,2008.8333333333333,m
15_south_asia_east,South Asia East,gravimetry,south_asia_east_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,2003.0,2010.9166666666667,Gt
16_low_latitudes,Low Latitudes,demdiff,low_latitudes_demdiff_FAU-GLACIER_Braun_et_al.csv,1,2000.1666666666667,2012.9166666666667,m
16_low_latitudes,Low Latitudes,glaciological,low_latitudes_glaciological_WGMS-beta_WGMS.csv,25,2000.0,2025.0,mwe
16_low_latitudes,Low Latitudes,gravimetry,low_latitudes_gravimetry_Wouters_Wouters_et_al.csv,236,2002.1666666666667,2021.8333333333333,Gt
16_low_latitudes,Low Latitudes,combined,low_latitudes_combined_Huss_Huss_et_al.csv,31,1990.25,2021.25,mwe
16_low_latitudes,Low Latitudes,demdiff,low_latitudes_demdiff_Dussaillant2019_Dussaillant_et_al.csv,1,2000.25,2018.25,m
16_low_latitudes,Low Latitudes,combined,low_latitudes_combined_DUS-combined_Dussaillant_et_al.csv,24,2000.0,2024.0,mwe
16_low_latitudes,Low Latitudes,gravimetry,low_latitudes_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,2003.0,2010.9166666666667,Gt
16_low_latitudes,Low Latitudes,demdiff,low_latitudes_demdiff_Seehaus_Seehaus_et_al.csv,1,2000.1666666666667,2016.75,m
16_low_latitudes,Low Latitudes,gravimetry,low_latitudes_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,2002.25,2022.9166666666667,Gt
16_low_latitudes,Low Latitudes,demdiff,low_latitudes_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
17_southern_andes,Southern Andes,combined,southern_andes_combined_DUS-combined_Dussaillant_et_al.csv,25,1999.25,2024.25,mwe
17_southern_andes,Southern Andes,gravimetry,southern_andes_gravimetry_Richter_Richter_et_al.csv,184,2002.1666666666667,2017.5,Gt
17_southern_andes,Southern Andes,demdiff,southern_andes_demdiff_FAU-GLACIER_Braun_et_al.csv,1,2000.1666666666667,2012.75,m
17_southern_andes,Southern Andes,gravimetry,southern_andes_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,2002.25,2022.9166666666667,Gt
17_southern_andes,Southern Andes,demdiff,southern_andes_demdiff_Dussaillant2019_Dussaillant_et_al.csv,1,2000.25,2018.25,m
17_southern_andes,Southern Andes,demdiff,southern_andes_demdiff_DLR-IMF_Krieger_et_al.csv,2,2000.1666666666667,2016.1666666666667,m
17_southern_andes,Southern Andes,glaciological,southern_andes_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,1999.1666666666667,2024.25,mwe
17_southern_andes,Southern Andes,demdiff,southern_andes_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
17_southern_andes,Southern Andes,gravimetry,southern_andes_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,2003.0,2010.9166666666667,Gt
17_southern_andes,Southern Andes,combined,southern_andes_combined_Huss_Huss_et_al.csv,31,1990.25,2021.25,mwe
17_southern_andes,Southern Andes,gravimetry,southern_andes_gravimetry_Velicogna_Sutterley_et_al.csv,251,2002.25,2023.1666666666667,gt
17_southern_andes,Southern Andes,altimetry,southern_andes_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,2010.6666666666667,2020.6666666666667,m
17_southern_andes,Southern Andes,glaciological,southern_andes_glaciological_WGMS-beta_WGMS.csv,25,1999.25,2024.25,mwe
17_southern_andes,Southern Andes,gravimetry,southern_andes_gravimetry_Harig_Group_Harig_et_al.csv,251,2002.25,2023.1666666666667,Gt
17_southern_andes,Southern Andes,gravimetry,southern_andes_gravimetry_Wouters_Wouters_et_al.csv,236,2002.1666666666667,2021.8333333333333,Gt
18_new_zealand,New Zealand,combined,new_zealand_combined_Huss_Huss_et_al.csv,31,1990.25,2021.25,mwe
18_new_zealand,New Zealand,gravimetry,new_zealand_gravimetry_Wouters_Wouters_et_al.csv,236,2002.1666666666667,2021.8333333333333,Gt
18_new_zealand,New Zealand,glaciological,new_zealand_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,1999.1666666666667,2024.25,mwe
18_new_zealand,New Zealand,glaciological,new_zealand_glaciological_WGMS-beta_WGMS.csv,24,2000.25,2024.25,mwe
18_new_zealand,New Zealand,gravimetry,new_zealand_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,2002.25,2022.9166666666667,Gt
18_new_zealand,New Zealand,demdiff,new_zealand_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
18_new_zealand,New Zealand,gravimetry,new_zealand_gravimetry_Harig_Group_Harig_et_al.csv,251,2002.25,2023.1666666666667,Gt
18_new_zealand,New Zealand,combined,new_zealand_combined_DUS-combined_Dussaillant_et_al.csv,25,1999.25,2024.25,mwe
18_new_zealand,New Zealand,gravimetry,new_zealand_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,2003.0,2010.9166666666667,Gt
19_antarctic_and_subantarctic,Antarctic & Subantarctic,demdiff,antarctic_and_subantarctic_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
19_antarctic_and_subantarctic,Antarctic & Subantarctic,glaciological,antarctic_and_subantarctic_glaciological_WGMS-beta_WGMS.csv,25,1999.25,2024.25,mwe
19_antarctic_and_subantarctic,Antarctic & Subantarctic,altimetry,antarctic_and_subantarctic_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,2010.6666666666667,2020.6666666666667,m
19_antarctic_and_subantarctic,Antarctic & Subantarctic,altimetry,antarctic_and_subantarctic_altimetry_Khan_Khan_et_al.csv,3,2003.0833333333333,2023.3333333333333,m
19_antarctic_and_subantarctic,Antarctic & Subantarctic,glaciological,antarctic_and_subantarctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,1999.1666666666667,2024.25,mwe
19_antarctic_and_subantarctic,Antarctic & Subantarctic,combined,antarctic_and_subantarctic_combined_Huss_Huss_et_al.csv,31,1990.25,2021.25,mwe
19_antarctic_and_subantarctic,Antarctic & Subantarctic,altimetry,antarctic_and_subantarctic_altimetry_Gardner2013_icesat_Gardner_et_al.csv,1,2003.75,2009.75,m
19_antarctic_and_subantarctic,Antarctic & Subantarctic,combined,antarctic_and_subantarctic_combined_DUS-combined_Dussaillant_et_al.csv,25,1999.25,2024.25,mwe
1_alaska,Alaska,combined,alaska_combined_ArcticInSituvGRACE_Box_et_al.csv,52,1970.75,2022.75,Gt
1_alaska,Alaska,glaciological,alaska_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,1999.6666666666667,2024.75,mwe
1_alaska,Alaska,demdiff,alaska_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
1_alaska,Alaska,combined,alaska_combined_DUS-combined_Dussaillant_et_al.csv,25,1999.75,2024.75,mwe
1_alaska,Alaska,gravimetry,alaska_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,2003.0,2010.9166666666667,Gt
1_alaska,Alaska,gravimetry,alaska_gravimetry_Wouters_Wouters_et_al.csv,236,2002.1666666666667,2021.8333333333333,Gt
1_alaska,Alaska,gravimetry,alaska_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,2002.25,2022.9166666666667,Gt
1_alaska,Alaska,gravimetry,alaska_gravimetry_Velicogna_Sutterley_et_al.csv,251,2002.25,2023.1666666666667,gt
1_alaska,Alaska,altimetry,alaska_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,2010.6666666666667,2020.6666666666667,m
1_alaska,Alaska,glaciological,alaska_glaciological_WGMS-beta_WGMS.csv,25,1999.75,2024.75,mwe
1_alaska,Alaska,combined,alaska_combined_Huss_Huss_et_al.csv,31,1990.75,2021.75,mwe
1_alaska,Alaska,combined,alaska_combined_Box2018_Box_et_al.csv,13,2002.75,2015.75,Gt
1_alaska,Alaska,gravimetry,alaska_gravimetry_Harig_Group_Harig_et_al.csv,251,2002.25,2023.1666666666667,Gt
2_western_canada_us,Western Canada & US,altimetry,western_canada_us_altimetry_Menounos_WNA_alt1_Menounos_et_al.csv,1,2013.0,2020.6666666666667,m
2_western_canada_us,Western Canada & US,glaciological,western_canada_us_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,1999.6666666666667,2024.75,mwe
2_western_canada_us,Western Canada & US,gravimetry,western_canada_us_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,2003.0,2010.9166666666667,Gt
2_western_canada_us,Western Canada & US,gravimetry,western_canada_us_gravimetry_Wouters_Wouters_et_al.csv,236,2002.1666666666667,2021.8333333333333,Gt
2_western_canada_us,Western Canada & US,combined,western_canada_us_combined_DUS-combined_Dussaillant_et_al.csv,25,1999.75,2024.75,mwe
2_western_canada_us,Western Canada & US,glaciological,western_canada_us_glaciological_Menounos_WNA_glac_Menounos_et_al.csv,1,2015.75,2016.75,mwe
2_western_canada_us,Western Canada & US,gravimetry,western_canada_us_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,2002.25,2022.9166666666667,Gt
2_western_canada_us,Western Canada & US,combined,western_canada_us_combined_Huss_Huss_et_al.csv,31,1990.75,2021.75,mwe
2_western_canada_us,Western Canada & US,altimetry,western_canada_us_altimetry_Menounos_WNA_is2gedi_Menounos_et_al.csv,1,2019.0,2023.0,m
2_western_canada_us,Western Canada & US,glaciological,western_canada_us_glaciological_WGMS-beta_WGMS.csv,25,1999.75,2024.75,mwe
2_western_canada_us,Western Canada & US,demdiff,western_canada_us_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
2_western_canada_us,Western Canada & US,gravimetry,western_canada_us_gravimetry_Harig_Group_Harig_et_al.csv,251,2002.25,2023.1666666666667,Gt
3_arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_Velicogna_Sutterley_et_al.csv,251,2002.25,2023.1666666666667,gt
3_arctic_canada_north,Arctic Canada North,combined,arctic_canada_north_combined_Colgan2015_Colgan_et_al.csv,1,2003.75,2009.75,m
3_arctic_canada_north,Arctic Canada North,combined,arctic_canada_north_combined_DUS-combined_Dussaillant_et_al.csv,25,1999.75,2024.75,mwe
3_arctic_canada_north,Arctic Canada North,altimetry,arctic_canada_north_altimetry_Tepes_Tepes_et_al.csv,1,2010.75,2017.6666666666667,m
3_arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_Wouters_Wouters_et_al.csv,236,2002.1666666666667,2021.8333333333333,Gt
3_arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,2003.0,2010.9166666666667,Gt
3_arctic_canada_north,Arctic Canada North,combined,arctic_canada_north_combined_ArcticInSituvGRACE_Box_et_al.csv,52,1970.75,2022.75,Gt
3_arctic_canada_north,Arctic Canada North,demdiff,arctic_canada_north_demdiff_Zheng et al._Zheng_et_al.csv,1,2012.25,2021.5,m
3_arctic_canada_north,Arctic Canada North,glaciological,arctic_canada_north_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,1999.6666666666667,2024.75,mwe
3_arctic_canada_north,Arctic Canada North,altimetry,arctic_canada_north_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,2010.6666666666667,2020.6666666666667,m
3_arctic_canada_north,Arctic Canada North,altimetry,arctic_canada_north_altimetry_Gardner2013_icesat_Gardner_et_al.csv,1,2003.75,2009.75,m
3_arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,2002.25,2022.9166666666667,Gt
3_arctic_canada_north,Arctic Canada North,combined,arctic_canada_north_combined_Box2018_Box_et_al.csv,13,2002.75,2015.75,Gt
3_arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_Harig_Group_Harig_et_al.csv,251,2002.25,2023.1666666666667,Gt
3_arctic_canada_north,Arctic Canada North,altimetry,arctic_canada_north_altimetry_Khan_Khan_et_al.csv,3,2003.0833333333333,2023.3333333333333,m
3_arctic_canada_north,Arctic Canada North,combined,arctic_canada_north_combined_Huss_Huss_et_al.csv,31,1990.75,2021.75,mwe
3_arctic_canada_north,Arctic Canada North,glaciological,arctic_canada_north_glaciological_WGMS-beta_WGMS.csv,25,1999.75,2024.75,mwe
3_arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,245,2002.25,2022.6666666666667,Gt
3_arctic_canada_north,Arctic Canada North,demdiff,arctic_canada_north_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
3_arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,245,2002.25,2022.6666666666667,Gt
4_arctic_canada_south,Arctic Canada South,combined,arctic_canada_south_combined_DUS-combined_Dussaillant_et_al.csv,25,1999.75,2024.75,mwe
4_arctic_canada_south,Arctic Canada South,altimetry,arctic_canada_south_altimetry_Tepes_Tepes_et_al.csv,1,2010.75,2017.6666666666667,m
4_arctic_canada_south,Arctic Canada South,combined,arctic_canada_south_combined_ArcticInSituvGRACE_Box_et_al.csv,52,1970.75,2022.75,Gt
4_arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,2003.0,2010.9166666666667,Gt
4_arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,2002.25,2022.9166666666667,Gt
4_arctic_canada_south,Arctic Canada South,altimetry,arctic_canada_south_altimetry_Gardner2013_icesat_Gardner_et_al.csv,1,2003.75,2009.75,m
4_arctic_canada_south,Arctic Canada South,demdiff,arctic_canada_south_demdiff_Zheng et al._Zheng_et_al.csv,1,2012.25,2021.5,m
4_arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_Wouters_Wouters_et_al.csv,236,2002.1666666666667,2021.8333333333333,Gt
4_arctic_canada_south,Arctic Canada South,glaciological,arctic_canada_south_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,1999.6666666666667,2024.75,mwe
4_arctic_canada_south,Arctic Canada South,combined,arctic_canada_south_combined_Colgan2015_Colgan_et_al.csv,1,2003.75,2009.75,m
4_arctic_canada_south,Arctic Canada South,altimetry,arctic_canada_south_altimetry_Khan_Khan_et_al.csv,3,2003.0833333333333,2023.3333333333333,m
4_arctic_canada_south,Arctic Canada South,combined,arctic_canada_south_combined_Box2018_Box_et_al.csv,13,2002.75,2015.75,Gt
4_arctic_canada_south,Arctic Canada South,altimetry,arctic_canada_south_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,2010.6666666666667,2020.6666666666667,m
4_arctic_canada_south,Arctic Canada South,combined,arctic_canada_south_combined_Huss_Huss_et_al.csv,31,1990.75,2021.75,mwe
4_arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,245,2002.25,2022.6666666666667,Gt
4_arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_Harig_Group_Harig_et_al.csv,251,2002.25,2023.1666666666667,Gt
4_arctic_canada_south,Arctic Canada South,demdiff,arctic_canada_south_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
4_arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,245,2002.25,2022.6666666666667,Gt
4_arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_Velicogna_Sutterley_et_al.csv,251,2002.25,2023.1666666666667,gt
4_arctic_canada_south,Arctic Canada South,glaciological,arctic_canada_south_glaciological_WGMS-beta_WGMS.csv,25,1999.75,2024.75,mwe
5_greenland_periphery,Greenland Periphery,combined,greenland_periphery_combined_Huss_Huss_et_al.csv,31,1990.75,2021.75,mwe
5_greenland_periphery,Greenland Periphery,demdiff,greenland_periphery_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
5_greenland_periphery,Greenland Periphery,altimetry,greenland_periphery_altimetry_Bolch_2013_Bolch_et_al.csv,1,2003.75,2008.1666666666667,m
5_greenland_periphery,Greenland Periphery,combined,greenland_periphery_combined_Colgan2015_Colgan_et_al.csv,1,2003.75,2009.75,m
5_greenland_periphery,Greenland Periphery,altimetry,greenland_periphery_altimetry_Nilsson_Gardner_Nilsson_et_al.csv,359,1992.0,2021.9166666666667,m
5_greenland_periphery,Greenland Periphery,demdiff,greenland_periphery_demdiff_DLR_Abdullahi_et_al.csv,1,2010.9166666666667,2017.75,m
5_greenland_periphery,Greenland Periphery,combined,greenland_periphery_combined_DUS-combined_Dussaillant_et_al.csv,25,1999.75,2024.75,mwe
5_greenland_periphery,Greenland Periphery,altimetry,greenland_periphery_altimetry_Gardner2013_icesat_Gardner_et_al.csv,1,2003.75,2009.75,m
5_greenland_periphery,Greenland Periphery,altimetry,greenland_periphery_altimetry_Khan_Khan_et_al.csv,3,2003.0833333333333,2021.9166666666667,m
5_greenland_periphery,Greenland Periphery,glaciological,greenland_periphery_glaciological_WGMS-beta_WGMS.csv,25,1999.75,2024.75,mwe
5_greenland_periphery,Greenland Periphery,glaciological,greenland_periphery_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,1999.6666666666667,2024.75,mwe
5_greenland_periphery,Greenland Periphery,altimetry,greenland_periphery_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,2010.6666666666667,2020.6666666666667,m
5_greenland_periphery,Greenland Periphery,demdiff,greenland_periphery_demdiff_Zheng et al._Zheng_et_al.csv,1,2012.3333333333333,2021.5833333333333,m
6_iceland,Iceland,glaciological,iceland_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,1999.6666666666667,2024.75,mwe
6_iceland,Iceland,demdiff,iceland_demdiff_UIO_SPOT5ArticDEM_Piermattei_et_al.csv,2,2003.75,2021.75,m
6_iceland,Iceland,altimetry,iceland_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,2010.6666666666667,2020.6666666666667,m
6_iceland,Iceland,combined,iceland_combined_ArcticInSituvGRACE_Box_et_al.csv,34,1988.75,2022.75,Gt
