frame,separation_A,energy_true,energy_long_range_model,energy_short_range_no_inter_coulomb,energy_cutoff_2.5A,energy_cutoff_3.0A,energy_cutoff_3.5A,energy_cutoff_4.0A,energy_cutoff_5.0A
20,5.876162526439469,0.31105297521203085,0.2786232158517788,0.35434130219099086,0.3277796440995536,0.4360973461118255,0.4360973461118255,0.4208892036808506,0.393846296476429
21,6.339580385778172,0.582993362456531,0.5897331005826778,0.6482724962858767,0.6325059004526717,0.7348695834819728,0.7348695834819728,0.7348695834819728,0.6971026464092552
22,6.433890959472979,0.6325732583622883,0.6312592096806062,0.6529743348001757,0.666292392903409,0.7743785250874275,0.7743785250874275,0.7743785250874275,0.7489010440722421
23,6.235816750074971,0.9494395727526188,0.9719903155281879,0.9968640357916957,1.0550216248501656,1.1189500418307567,1.1189500418307567,1.1189500418307567,1.08152473529288
24,6.744526603734163,0.5159765068784019,0.5570100102678663,0.5260157172228234,0.589696217171814,0.6932120056464753,0.6932120056464753,0.6932120056464753,0.6687919883646539
25,6.753231576612745,0.8887433905528719,0.9508453059559306,0.9018666803245882,1.0231552528761383,1.0874307722384091,1.0874307722384091,1.0874307722384091,1.063036258836147
26,6.781757321372037,1.7212787510707745,1.705498884093418,1.70707233681706,1.7379603239929073,1.8406616301980394,1.8406616301980394,1.8406616301980394,1.8168417031300121
27,7.171257626640043,0.9644447870224602,1.1167376989173412,1.172254151604185,1.1593943896586536,1.244384354356332,1.244384354356332,1.244384354356332,1.244384354356332
28,7.263437225192955,0.3904874508346345,0.3847150352965055,0.3503713232988159,0.3817952253094087,0.5104657473228238,0.5104657473228238,0.5104657473228238,0.5104657473228238
29,7.212283596098589,0.6606881436338498,0.6910918180521162,0.6599182286495646,0.6894082917574925,0.8179585163186219,0.8179585163186219,0.8179585163186219,0.8179585163186219
30,7.761655660345367,0.7424023484627553,0.761981164462186,0.7045999407556932,0.754151784313481,0.8799014880570749,0.8799014880570749,0.8799014880570749,0.8799014880570749
31,7.816298751082992,0.4566142248647749,0.469833997147173,0.3825671059678393,0.5006273528451477,0.5866617672165167,0.5866617672165167,0.5866617672165167,0.5866617672165167
32,7.756270905092792,1.0894575886199562,0.259557952213709,-0.25738608110696715,0.29241040974534305,0.37753430804307375,0.37753430804307375,0.37753430804307375,0.37753430804307375
33,8.167320851669208,0.535067835133936,0.5057181165846816,0.4800754685493138,0.509916635304934,0.6177767864074483,0.6177767864074483,0.6177767864074483,0.6177767864074483
34,8.024281615251438,0.6565090527842334,0.6431879245604086,0.5796221584825468,0.6681715310480871,0.7570123420911591,0.7570123420911591,0.7570123420911591,0.7570123420911591
35,8.127602122606424,0.48523349559029333,0.4912209979037741,0.46119120827524945,0.47756506001547605,0.6036621944537086,0.6036621944537086,0.6036621944537086,0.6036621944537086
36,8.765744164099749,0.6409078629891286,0.6068388855421941,0.6207698830379438,0.5829211239639102,0.7109798977447818,0.7109798977447818,0.7109798977447818,0.7109798977447818
37,8.680322066761521,0.5684537161860165,0.5464033070537859,0.5639879260820609,0.522942773600521,0.6514825434723868,0.6514825434723868,0.6514825434723868,0.6514825434723868
38,8.678613923997977,1.2361890313319936,1.2050164221078823,1.2114154925737097,1.1858522237392377,1.310291691264448,1.310291691264448,1.310291691264448,1.310291691264448
39,9.225334113199576,0.6615266470270783,0.6681684989507216,0.6499952114830462,0.6390203318172044,0.7667778692423407,0.7667778692423407,0.7667778692423407,0.7667778692423407
40,9.122602876637472,1.2294425890245302,1.2240712904610138,1.2372842171549705,1.2217918247356176,1.32388047121249,1.32388047121249,1.32388047121249,1.32388047121249
41,9.220017976692235,0.4524077552321719,0.44883203583578396,0.45966206801370096,0.46218046665486207,0.547860054256439,0.547860054256439,0.547860054256439,0.547860054256439
42,9.611146782816355,0.538513307416034,0.5526430317001624,0.5204962348148362,0.5450356572415344,0.6474105453379159,0.6474105453379159,0.6474105453379159,0.6474105453379159
43,9.535428488217274,0.5484043586635337,0.5704412647151909,0.6316701571728877,0.560560184602213,0.6658939658679655,0.6658939658679655,0.6658939658679655,0.6658939658679655
44,9.655407709946424,1.3288405266609915,0.9687658609412033,0.6306496256574198,0.9771557238107879,1.0630460333360172,1.0630460333360172,1.0630460333360172,1.0630460333360172
45,10.008063285912645,0.6333467641723535,0.5892290584308991,0.5563622839548672,0.5754623035755076,0.6803676030898042,0.6803676030898042,0.6803676030898042,0.6803676030898042
46,10.170068445432975,0.9429704217616401,0.9487671428413715,0.9335324163153986,0.9525152971617016,1.0381839272095377,1.0381839272095377,1.0381839272095377,1.0381839272095377
47,10.081276226157465,0.8002925681661405,0.8105093130239346,0.7937886273845534,0.7741271296223561,0.9008352397397866,0.9008352397397866,0.9008352397397866,0.9008352397397866
48,10.54625843274361,1.2030262915321819,1.1691236648604708,1.190542322218159,1.1276763689290838,1.2551689968595099,1.2551689968595099,1.2551689968595099,1.2551689968595099
49,10.557041618217989,1.1564462341479549,1.1646053527802684,1.0933557165045222,1.185844382838029,1.2504963583949757,1.2504963583949757,1.2504963583949757,1.2504963583949757
50,10.537007868857708,0.582433541310651,0.571138767158,0.5777938540224712,0.5320410653907813,0.6573687697610664,0.6573687697610664,0.6573687697610664,0.6573687697610664
51,11.048572420019207,0.4735753733912856,0.47491721460893266,0.42337526232390194,0.4727253562536898,0.5571757835533009,0.5571757835533009,0.5571757835533009,0.5571757835533009
52,11.005145638121862,0.5477055493838241,0.5100796956454828,0.45574194761507303,0.5270180554375664,0.5925684817712636,0.5925684817712636,0.5925684817712636,0.5925684817712636
53,11.100576052545502,1.2499540951957424,1.2587486681142777,1.268054674040972,1.257437193542979,1.3404697072005107,1.3404697072005107,1.3404697072005107,1.3404697072005107
54,11.56259338384587,0.527627686061772,0.5380072414345232,0.5213586590391236,0.4873247577564151,0.6165769904419349,0.6165769904419349,0.6165769904419349,0.6165769904419349
55,11.498121678965306,0.4776275171136141,0.45445412389969114,0.46746079360864784,0.4249067255969769,0.5334152440553558,0.5334152440553558,0.5334152440553558,0.5334152440553558
56,11.48050298888415,0.5244865574377907,0.5522442253163091,0.495524290151827,0.5008405799823673,0.631376262817235,0.631376262817235,0.631376262817235,0.631376262817235
57,11.92193148455032,0.7931004821514827,0.7897056226510384,0.7031480658121063,0.7599504552520904,0.865738715485435,0.865738715485435,0.865738715485435,0.865738715485435
58,12.051441283774258,0.558996718992535,0.5506696120817476,0.4939358130179963,0.539834481074675,0.6258654785378654,0.6258654785378654,0.6258654785378654,0.6258654785378654
59,12.095042199421648,0.5259591179636693,0.5314175475279379,0.5463854714571205,0.4994763140051289,0.6065032410997445,0.6065032410997445,0.6065032410997445,0.6065032410997445
