feature,importance_mean,importance_std
Mouse_1_poly_area_median_2,0.001732345032832505,0.001538076853800665
Mouse_1_poly_area_median_5,0.0015970255240040031,0.0013023812264473921
Mouse_2_poly_area_sum_15,0.0015832222958039655,0.002188422521585339
Nose_to_nose_distance_median_2,0.0015225838366590971,0.0013685796270293412
M1_Nose_to_M2_lat_left,0.0014668304865610882,0.0014448272262240548
Centroid_distance_median_5,0.0014437230230245456,0.0036382065296593647
Movement_mouse_2_left_ear,0.001434578283452881,0.0017569923952686652
Total_movement_centroids_mean_15,0.0013806600446184647,0.00315788878957076
Movement_mouse_1_right_ear,0.001373700461969285,0.0014810089397655722
Nose_to_nose_distance,0.0013172199874420753,0.0029193487988149135
Nose_to_nose_distance_mean_15,0.0013128226404856892,0.0011368115340732565
Mouse_1_poly_area_sum_2,0.0012245777249407452,0.002123661009764748
Movement_mouse_2_right_ear,0.0012245777249407452,0.002123661009764748
Mouse_1_poly_area_median_15,0.0012245777249407452,0.002123661009764748
Nose_to_nose_distance_sum_5,0.0011636999034571494,0.0018949228306196371
Mouse_1_poly_area_sum_5,0.0011503753999345667,0.0016096055211333163
Mouse_2_nose_to_tail_sum_5,0.0011503753999345667,0.0016096055211333163
Movement_mouse_1_tail_end,0.0011503753999345667,0.0016096055211333163
Mouse_1_width_sum_15,0.0010890188537735156,0.002396553741003738
Nose_to_nose_distance_sum_15,0.0009539387072837413,0.0016910064920792121
Nose_to_nose_distance_mean_5,0.0009539387072837413,0.0016910064920792121
Nose_to_nose_distance_sum_2,0.0009539387072837413,0.0016910064920792121
Mouse_1_poly_area_mean_5,0.0008661725164162525,0.001390357879214391
Mouse_2_poly_area_sum_5,0.0008478741705578608,0.0012951491887930983
Mouse_2_width_mean_5,0.0008050553325939291,0.0017350955675913536
Mouse_1_poly_area_sum_15,0.0008050553325939291,0.0017350955675913533
Movement_mouse_2_centroid,0.000791491466732619,0.0020103216202044206
Total_movement_centroids_median_5,0.000791491466732619,0.0020103216202044206
Total_movement_centroids,0.000791491466732619,0.0020103216202044206
Mouse_2_poly_area_mean_2,0.0007308530075877506,0.0010144907117043559
Mouse_2_nose_to_tail_mean_2,0.0007172891417264404,0.001434578283452881
Total_movement_centroids_sum_5,0.0007172891417264404,0.001434578283452881
Movement_mouse_2_lateral_left,0.0007172891417264404,0.001434578283452881
Mouse_1_width_mean_5,0.000656171957904117,0.0017655814290420666
Mouse_1_width_sum_5,0.0006559325955653895,0.0022710150587840327
Nose_to_nose_distance_mean_2,0.0005950547740817935,0.002041830084381434
Movement_mouse_1_left_ear,0.0005072885832143048,0.0017831619158010404
Centroid_distance_mean_2,0.00038553294024711303,0.0010766517996058434
Centroid_distance,0.00038553294024711303,0.0010766517996058434
Mouse_2_nose_to_tail_mean_5,0.00038553294024711303,0.0010766517996058434
Total_movement_centroids_sum_2,0.0003586445708632202,0.0010759337125896607
Movement_mouse_1_tail_base,0.0003586445708632202,0.0010759337125896607
Movement_mouse_1_nose,0.00029752738704089674,0.0014741294355591474
Mouse_1_nose_to_tail_sum_2,0.00023617084087984574,0.002284959928684778
Movement_mouse_2_tail_end,0.00016036837734820786,0.0016550003989073674
Mouse_1_Nose_to_centroid,0.00015093567095084693,0.0021642782927904416
Mouse_1_angle,9.949055586461197e-05,0.0013000958720895274
Mouse_1_poly_area_mean_2,8.728746619003358e-05,0.002271204117583452
Movement_mouse_1_centroid,8.704810385130601e-05,0.0026829698878908124
Mouse_2_nose_to_tail_median_15,2.9043594904609725e-05,0.004817007408242759
Centroid_distance_sum_5,2.664900704516526e-05,0.0014355357328077912
Mouse_1_width_median_15,1.5408014537920955e-05,0.002380452764194142
Mouse_1_Centroid_to_lateral_left,1.2845778845127497e-05,0.0022606208402339823
Mouse_2_width_median_2,0.0,0.0
Total_movement_centroids_mean_2,0.0,0.0
Mouse_2_nose_to_tail_median_5,0.0,0.0
Mouse_2_width_median_5,0.0,0.0
Mouse_1_polygon_size_change,0.0,0.0
Movement_mouse_2_tail_base,0.0,0.0
Centroid_distance_sum_15,-2.927612392488177e-05,0.004756788445962593
Centroid_distance_median_15,-4.573150460512876e-05,0.002567156030595255
Mouse_2_poly_area_sum_2,-6.159590849977859e-05,0.0022475235022670743
Mouse_1_poly_area,-0.00019691541732828056,0.001973921966530406
Mouse_1_poly_area_mean_15,-0.00019715477966700812,0.0024364300011735065
Total_movement_centroids_median_2,-0.00021023992085086318,0.0016912144400818047
Mouse_1_nose_to_tail_median_15,-0.00021023992085086318,0.0016912144400818047
Mouse_2_nose_to_tail,-0.0002844422458570417,0.0008533267375711252
Mouse_2_nose_to_tail_sum_2,-0.0002844422458570417,0.0008533267375711252
Mouse_1_nose_to_tail_median_5,-0.0002844422458570417,0.0008533267375711252
Sum_probabilities,-0.0003563529122634579,0.0010690587367903736
Mouse_1_Ear_distance,-0.0004202404793629988,0.0018953349589439041
Movement_mouse_2_nose,-0.0005557993505302284,0.002092818424426119
Mouse_2_poly_area_mean_15,-0.0006295495178008315,0.0025251625461498407
Mouse_1_nose_to_tail_mean_15,-0.0007081225073273911,0.0026740562824958537
Mouse_1_nose_to_tail_sum_5,-0.0007104141659271535,0.002142706918200922
M2_Nose_to_M1_lat_left,-0.0007632376733495705,0.0023509531816295116
Mouse_2_poly_area_median_5,-0.0008533267375711251,0.0013034781224831329
Movement_mouse_2_lateral_right,-0.0008533267375711251,0.0013034781224831326
Movement_mouse_1_lateral_right,-0.0009971480703839576,0.0015344437427238845
Mouse_1_width_sum_2,-0.0010546127480609347,0.004056438246611088
Mouse_1_width,-0.0011290544354058407,0.0040294813227864336
Total_movement_tail_ends,-0.0011377689834281667,0.0013934767272820692
Mouse_1_nose_to_tail_median_2,-0.0013477695419403025,0.0015113909062103963
Mouse_1_nose_to_tail_mean_2,-0.0014231199904540693,0.0023686195724090075
Mouse_1_Nose_to_lateral_left,-0.0016228188064533744,0.0032252937499604936
Mouse_1_nose_to_tail_sum_15,-0.001763147247577168,0.0028042149311800096
Mouse_1_width_mean_2,-0.0017785641415486663,0.0014669536927229912
M1_Nose_to_M2_lat_right,-0.001837358452016924,0.0023475129469485907
Centroid_distance_sum_2,-0.001914353495621046,0.0021448986633479813
Mouse_1_Centroid_to_lateral_right,-0.0019226159572666491,0.002137892043935804
Mouse_2_width_sum_5,-0.001991095720999292,0.0013034781224831326
Mouse_2_poly_area_median_2,-0.0022755379668563335,0.0011377689834281667
Mouse_2_Nose_to_lateral_right,-0.0024832379873351296,0.001927956562023171
Mouse_1_Nose_to_lateral_right,-0.0027017314903980184,0.002341048842057885
Mouse_1_nose_to_tail_mean_5,-0.0027074629311051313,0.002442829885375653
Mouse_2_Nose_to_lateral_left,-0.002844422458570417,0.0
Mouse_2_Nose_to_centroid,-0.002844422458570417,0.0
Mouse_2_nose_to_tail_median_2,-0.002844422458570417,0.0
Mouse_2_Centroid_to_lateral_right,-0.0032044367564127985,0.0020461442281527694
Movement_mouse_1_lateral_left,-0.0032761169399140645,0.00146723827693728
Mouse_2_Ear_distance,-0.0071143092480014936,0.0026586881429412432
