feature,importance
Mouse_2_poly_area_median_2,0.0022897940345623065
Nose_to_nose_distance_mean_15,0.0020522438666709924
Mouse_1_width_sum_5,0.002046706573034914
Mouse_1_poly_area_median_5,0.001980684123481887
Nose_to_nose_distance_mean_2,0.0019515006639565415
Mouse_1_poly_area_mean_5,0.001947714619305141
Mouse_2_poly_area_mean_2,0.00193338291488982
Mouse_1_nose_to_tail_mean_5,0.001873421003923013
Total_movement_tail_ends,0.0017993383664755053
Movement_mouse_1_lateral_left,0.0016987328182593469
Mouse_1_nose_to_tail_sum_5,0.001596044666903891
Mouse_2_nose_to_tail_sum_2,0.0015822787546260434
Mouse_2_poly_area_mean_5,0.001463216692090436
Mouse_1_nose_to_tail_mean_15,0.001370833792697941
Mouse_1_poly_area_sum_5,0.0013290073044893063
Mouse_2_width_median_2,0.0012919989495612891
Centroid_distance_median_5,0.0011814220214228658
Movement_mouse_2_tail_end,0.0011371460740866566
Mouse_1_poly_area_sum_15,0.001135377396086913
Mouse_1_width_sum_2,0.0009927772620850798
Nose_to_nose_distance_sum_5,0.000989673407459859
Centroid_distance_median_2,0.0009600389687633034
Mouse_2_polygon_size_change,0.0009565059628689194
Mouse_1_poly_area_mean_2,0.0009434029516308138
Mouse_2_poly_area,0.0009215750570039905
Centroid_distance_mean_2,0.0009182123417217447
Mouse_1_width_mean_2,0.000826473463866624
Mouse_2_width_mean_2,0.000771943044176881
Total_movement_centroids_mean_5,0.0007509943181448671
Total_movement_centroids_median_2,0.0007051123665039146
Nose_to_nose_distance_mean_5,0.0006524162730065725
Mouse_2_width_sum_5,0.0006416907525398335
Mouse_1_nose_to_tail_mean_2,0.0006392465012624685
Mouse_2_width_median_5,0.0006302836214313112
Centroid_distance_mean_5,0.0006253782739818906
Mouse_1_nose_to_tail_median_2,0.0005862893198941013
Mouse_1_poly_area_sum_2,0.0005795983727100766
Centroid_distance_median_15,0.0005550677151426879
Nose_to_nose_distance_sum_2,0.0005301019859767968
Nose_to_nose_distance_sum_15,0.0005199232634974259
Mouse_2_width_sum_2,0.0004991099840398156
Mouse_2_poly_area_sum_5,0.0004929173909124303
Centroid_distance_sum_5,0.0004478396701552095
Mouse_1_poly_area_median_2,0.00041188541471228737
Mouse_2_width_mean_5,0.00040927811172087117
Mouse_1_width_median_2,0.00035699455098379593
Mouse_2_nose_to_tail_median_2,0.0003180156775437863
Mouse_1_width_mean_5,0.0002826275082517678
Mouse_2_poly_area_median_5,0.0002818627255457886
Total_movement_centroids_mean_2,0.0002609897159908624
Mouse_2_nose_to_tail_mean_2,0.0002566237739317129
Nose_to_nose_distance_median_2,0.00024781502320081125
Mouse_1_nose_to_tail_median_5,0.00023754249029969316
Total_movement_centroids_median_5,0.00016447823436119115
Total_movement_centroids_sum_2,0.00014370386769530164
Centroid_distance_sum_2,0.00011889350931574934
Mouse_1_nose_to_tail_sum_2,3.619199845066889e-05
