feature,spearman_corr,abs_spearman_corr,spearman_pval,mutual_info,rank_mi,rank_corr,combined_rank
Int_Med_cycD1_nuc,-0.15777634535034174,0.15777634535034174,7.691459110558906e-17,0.2601318749029522,12.0,61.0,73.0
Int_Med_pAKT_cyto,-0.24997320120585825,0.24997320120585825,1.4204275216977584e-40,0.07785514455409004,39.0,36.5,75.5
Int_Med_pAKT_ring,-0.24997320120585825,0.24997320120585825,1.4204275216977584e-40,0.07752088970950322,40.0,36.5,76.5
Int_Med_p53_nuc,0.29796223528395205,0.29796223528395205,1.1106566327003748e-57,0.058484223203056906,55.0,23.0,78.0
Int_Med_PCNA_cell,-0.25491389892986577,0.25491389892986577,3.539665617899258e-42,0.0680269789770378,46.0,34.0,80.0
Int_MeanEdge_pAKT_cell,-0.25311296386772736,0.25311296386772736,1.3725538335157132e-41,0.06935411340954989,45.0,35.0,80.0
Int_Med_cFos_nuc,0.31391288072518436,0.31391288072518436,3.769466821687212e-64,0.053195486603416775,61.0,21.0,82.0
Int_Med_pGSK3b_nuc,0.17471514653448733,0.17471514653448733,2.3712392048982013e-20,0.08455649300991563,34.0,54.0,88.0
Int_Med_AKT_nuc,0.16672144984083065,0.16672144984083065,1.1964776962832709e-18,0.08716266704024456,33.0,56.0,89.0
Int_MeanEdge_PCNA_cell,-0.25977044219430495,0.25977044219430495,8.675056209445347e-44,0.05623065249751669,58.0,32.0,90.0
Int_Med_bCat_nuc,0.18944362607729187,0.18944362607729187,1.0453545347704212e-23,0.06595266288377832,47.0,49.0,96.0
Int_MeanEdge_p38_cell,-0.15884155318255996,0.15884155318255996,4.7431166804450876e-17,0.069581751422783,44.0,60.0,104.0
Int_Med_pp38_nuc,0.20999956954906698,0.20999956954906698,7.158267966600051e-29,0.05226305624130756,64.0,44.0,108.0
Int_Med_cJun_nuc,0.1653456250167014,0.1653456250167014,2.3050612757618296e-18,0.06061809640391047,51.0,57.0,108.0
Int_Med_CDK4_nuc,0.163320444142171,0.163320444142171,5.990220224493843e-18,0.061605793346613424,49.0,59.0,108.0
Int_Med_pAKT_nuc,-0.14149436584683492,0.14149436584683492,8.24289782471597e-14,0.07304253649068482,42.0,72.0,114.0
Int_MeanEdge_pGSK3b_cell,-0.18913191256818476,0.18913191256818476,1.2394763731728546e-23,0.05152786142458243,69.0,50.0,119.0
Int_Med_p38_nuc,0.20726432061059424,0.20726432061059424,3.7565301566499786e-28,0.04847442144612746,74.0,46.0,120.0
Int_MeanEdge_AKT_cell,-0.18263115063609164,0.18263115063609164,4.043575329074675e-22,0.04882892505348835,73.0,52.0,125.0
Int_MeanEdge_pERK_cell,-0.23287717648141512,0.23287717648141512,2.6982648848749766e-35,0.03701107471743015,86.0,39.0,125.0
Int_Med_YAP_nuc,0.13119370681931283,0.13119370681931283,4.583840437098743e-12,0.06046106432242837,52.0,77.0,129.0
Int_Med_pp27_nuc,0.18297683057954195,0.18297683057954195,3.3704108375101616e-22,0.04622617388364958,79.0,51.0,130.0
Int_Med_Fra1_ring,-0.14575576650308933,0.14575576650308933,1.4300195304621187e-14,0.05064217925372816,70.0,69.5,139.5
Int_Med_Fra1_cyto,-0.14575576650308933,0.14575576650308933,1.4300195304621187e-14,0.047069597176562894,77.0,69.5,146.5
Int_Med_pS6_nuc,0.1538910972520072,0.1538910972520072,4.360330783079642e-16,0.037075988265914184,85.0,64.0,149.0
Int_Med_Fra1_cell,-0.11327101455998687,0.11327101455998687,2.428310200619214e-09,0.053342307677577416,60.0,89.0,149.0
Int_Med_pp65_nuc,0.08693845415683658,0.08693845415683658,4.8047680374320005e-06,0.09074142919519712,31.0,123.0,154.0
Int_Med_Skp2_ring,0.10010103323701743,0.10010103323701743,1.3733315242700855e-07,0.05777889042978668,57.0,107.5,164.5
Int_Med_cFos_ring,0.10522462487500346,0.10522462487500346,3.025951789973029e-08,0.05315531968202425,62.0,103.5,165.5
Int_MeanEdge_cJun_cell,-0.21672360168731614,0.21672360168731614,1.1005280984452507e-30,0.023066431392644304,127.0,42.0,169.0
Int_MeanEdge_pH2AX_cell,-0.14883763862002602,0.14883763862002602,3.8989192701507655e-15,0.02831183076850685,108.0,66.0,174.0
Int_Med_Skp2_cyto,0.10010103323701743,0.10010103323701743,1.3733315242700855e-07,0.05204155867837468,67.0,107.5,174.5
Int_Med_cFos_cyto,0.10522462487500346,0.10522462487500346,3.025951789973029e-08,0.05061520989404755,71.0,103.5,174.5
Int_MeanEdge_RB_cell,-0.15739859654985608,0.15739859654985608,9.122479691904197e-17,0.026873551670405504,114.0,62.0,176.0
Int_MeanEdge_bCat_cell,-0.12662570985310673,0.12662570985310673,2.4717260942818227e-11,0.03276083424002785,100.0,79.0,179.0
Int_Med_cJun_cyto,-0.1071843575033122,0.1071843575033122,1.6643539193548208e-08,0.04325982664083661,81.0,98.5,179.5
Int_Med_Cdh1_cyto,-0.0944384466312921,0.0944384466312921,6.717682317148332e-07,0.05216860726011685,65.0,114.5,179.5
Int_MeanEdge_pRB_cell,-0.2102144011146283,0.2102144011146283,6.278116550746882e-29,0.02077143536394921,137.0,43.0,180.0
Int_MeanEdge_Fra1_cell,-0.23031404301665187,0.23031404301665187,1.5377022455312614e-34,0.02023801004762049,141.0,40.0,181.0
Int_MeanEdge_pp38_cell,-0.15027399494425017,0.15027399494425017,2.107680447404251e-15,0.02573920854629108,116.0,65.0,181.0
Int_Med_cFos_cell,0.11223505652981729,0.11223505652981729,3.39432904061224e-09,0.034602975815586134,91.0,91.0,182.0
Int_Med_Cdh1_ring,-0.0944384466312921,0.0944384466312921,6.717682317148332e-07,0.05175089056342941,68.0,114.5,182.5
Int_MeanEdge_Cdh1_cell,-0.1571476446738223,0.1571476446738223,1.0215095179989844e-16,0.023916044679002546,123.0,63.0,186.0
Int_Med_Cdh1_cell,-0.07070545787489889,0.07070545787489889,0.0002017163551326659,0.07193271468652362,43.0,144.0,187.0
Int_MeanEdge_GSK3b_cell,-0.14003489423084062,0.14003489423084062,1.483849564528752e-13,0.02701596445054033,113.0,74.0,187.0
Int_Med_STAT3_nuc,0.11089699144424732,0.11089699144424732,5.20825247731511e-09,0.03374109923276336,96.0,92.0,188.0
Int_Med_RB_nuc,0.0758886216652919,0.0758886216652919,6.604878017822582e-05,0.05284953029246875,63.0,133.0,196.0
Int_Med_pp27_cell,0.061198213968419166,0.061198213968419166,0.0012996067997492885,0.06296677065480916,48.0,152.0,200.0
Int_Med_Bcl2_nuc,0.06187786949951481,0.06187786949951481,0.0011465578427377206,0.06139824349461609,50.0,150.0,200.0
Int_Med_cJun_ring,-0.1071843575033122,0.1071843575033122,1.6643539193548208e-08,0.031367634958111346,102.0,98.5,200.5
Int_Med_Skp2_cell,0.11302957756603871,0.11302957756603871,2.62614512640846e-09,0.02644557166452266,115.0,90.0,205.0
Int_Med_RSK1_nuc,0.08812780653742924,0.08812780653742924,3.5531606752094707e-06,0.03849562086487168,84.0,122.0,206.0
Int_Med_pRB_ring,-0.07797778424554547,0.07797778424554547,4.126798200042401e-05,0.04774735948252218,76.0,131.5,207.5
Int_MeanEdge_p27_cell,-0.17931421544369522,0.17931421544369522,2.2784303609846288e-21,0.014339145641914186,156.0,53.0,209.0
Int_Med_pRB_cyto,-0.07797778424554547,0.07797778424554547,4.126798200042401e-05,0.04705524818756501,78.0,131.5,209.5
Int_MeanEdge_pCHK1_cell,-0.1702349070120387,0.1702349070120387,2.185732921677194e-19,0.014630235509013545,155.0,55.0,210.0
Int_Med_CDK4_cyto,0.08634106449394835,0.08634106449394835,5.583038355410671e-06,0.03649132660718557,87.0,124.5,211.5
Int_MeanEdge_DNA_cell,-0.19907465870862515,0.19907465870862515,4.6781377262651254e-26,0.011999356484960089,169.0,47.0,216.0
Int_Med_CDK2_cyto,-0.1475608326528131,0.1475608326528131,6.702298534484516e-15,0.017211953664595825,149.0,67.5,216.5
Int_Med_CDK2_ring,-0.1475608326528131,0.1475608326528131,6.702298534484516e-15,0.01662443074070552,150.0,67.5,217.5
Int_Med_p16_ring,-0.05991985797997554,0.05991985797997554,0.0016396220915194312,0.0521132667255797,66.0,153.5,219.5
Int_Med_CDK2_cell,-0.13665014731929784,0.13665014731929784,5.665683027846723e-13,0.018309060516155995,145.0,75.0,220.0
Int_Med_pERK_cell,-0.10596157112035923,0.10596157112035923,2.4197925251635812e-08,0.025120712668821987,119.0,102.0,221.0
Int_Med_pS6_cell,0.13543170062563092,0.13543170062563092,9.103661005754564e-13,0.018090076425651525,146.0,76.0,222.0
Int_Med_p16_cyto,-0.05991985797997554,0.05991985797997554,0.0016396220915194312,0.049797512038034064,72.0,153.5,225.5
Int_MeanEdge_S6_cell,-0.14149742010444838,0.14149742010444838,8.232710248141301e-14,0.013956261150974036,159.0,71.0,230.0
Int_MeanEdge_pp21_cell,-0.12393793844722409,0.12393793844722409,6.47950454291127e-11,0.017449326611694183,148.0,82.0,230.0
Int_Med_p14ARF_nuc,0.1009676982165501,0.1009676982165501,1.0687398591635618e-07,0.023405382362692073,125.0,106.0,231.0
Int_Med_ERK_nuc,-0.042191771674500625,0.042191771674500625,0.02668086819010042,0.05882470541443663,54.0,177.0,231.0
Int_MeanEdge_pp27_cell,-0.09699049977798928,0.09699049977798928,3.3207415770726026e-07,0.02502330288120813,121.0,112.0,233.0
Int_Med_CDK4_ring,0.08634106449394835,0.08634106449394835,5.583038355410671e-06,0.027951776674357554,109.0,124.5,233.5
Int_Med_pERK_cyto,-0.12473731716753018,0.12473731716753018,4.8751820721460355e-11,0.014950122360481544,154.0,80.5,234.5
Int_MeanEdge_cycD1_cell,-0.0728479788376462,0.0728479788376462,0.00012825714112397446,0.033382992995822924,97.0,138.0,235.0
Int_MeanEdge_YAP_cell,-0.12364819655305123,0.12364819655305123,7.180091492577293e-11,0.014096917067594639,158.0,83.0,241.0
Int_Med_pERK_ring,-0.12473731716753018,0.12473731716753018,4.8751820721460355e-11,0.013149383177292862,162.0,80.5,242.5
Int_Med_p16_cell,-0.04706970134742349,0.04706970134742349,0.013411845512400499,0.047925237890544814,75.0,170.0,245.0
Int_Med_DNA_ring,-0.04945690942483249,0.04945690942483249,0.009371512448478675,0.04078356087333024,82.0,164.5,246.5
Int_MeanEdge_Cdt1_cell,-0.16461699705960914,0.16461699705960914,3.254716858919468e-18,0.006557282763164807,190.0,58.0,248.0
Int_Med_cJun_cell,-0.07105082382683355,0.07105082382683355,0.0001876716327695207,0.029602057835732776,107.0,142.0,249.0
Int_Med_cMyc_nuc,-0.005860143167957815,0.005860143167957815,0.7583303197540868,0.15035031434954416,18.0,233.0,251.0
Int_Med_pERK_nuc,-0.05677977697738273,0.05677977697738273,0.0028499021065904527,0.034353438835456274,93.0,159.0,252.0
Int_Med_p27_cell,-0.024158415798324062,0.024158415798324062,0.20459822115262472,0.0593817118370934,53.0,200.0,253.0
Int_MeanEdge_pp65_cell,-0.0974407377625937,0.0974407377625937,2.9271609229876493e-07,0.019151751916146154,143.0,111.0,254.0
Int_MeanEdge_cMyc_cell,-0.11962012879982781,0.11962012879982781,2.9196821047342267e-10,0.011742687520568396,172.0,84.0,256.0
Int_Med_cycD1_cell,0.015994824819345235,0.015994824819345235,0.4010092554909147,0.08111421815714692,37.0,221.0,258.0
Int_MeanEdge_pS6_cell,-0.09196464653274017,0.09196464653274017,1.3074423854399206e-06,0.020249507605242023,140.0,118.0,258.0
Int_MeanEdge_p14ARF_cell,-0.12968895943101802,0.12968895943101802,8.03768477035362e-12,0.00880682198887417,180.0,78.0,258.0
Int_Med_pCHK1_cell,0.050714029650198375,0.050714029650198375,0.007714373512174267,0.031024663508879335,103.0,163.0,266.0
Int_Med_p14ARF_ring,-0.10633435157098928,0.10633435157098928,2.1598291089939195e-08,0.012002177957180393,168.0,100.5,268.5
Int_Med_RB_cyto,-0.07580263457210897,0.07580263457210897,6.732288880990048e-05,0.0220840068321575,133.0,136.5,269.5
Int_Med_cMyc_ring,0.03383750528771295,0.03383750528771295,0.07555862120251129,0.03629649342629193,88.0,182.5,270.5
Int_Med_RB_ring,-0.07580263457210897,0.07580263457210897,6.732288880990048e-05,0.021931812784914406,134.0,136.5,270.5
Int_Med_pp65_cell,0.051860092169872266,0.051860092169872266,0.006437713650796495,0.02741048019607817,110.0,162.0,272.0
Int_Med_S6_cell,0.09848727986970829,0.09848727986970829,2.1785098675067412e-07,0.012656649926980457,164.0,109.0,273.0
Int_MeanEdge_cycA_cell,0.03378840063731623,0.03378840063731623,0.07598409485079191,0.03486833565094294,90.0,184.0,274.0
Int_MeanEdge_CDK2_cell,-0.1908493565087633,0.1908493565087633,4.831293052266366e-24,0.0,227.0,48.0,275.0
Int_Med_BP1_cyto,-0.06471022969012238,0.06471022969012238,0.0006713836010972669,0.022539045211788178,128.0,147.5,275.5
Int_Med_cycD1_cyto,0.01653630703430416,0.01653630703430416,0.38525482754398355,0.057971361632489504,56.0,219.5,275.5
Int_Med_p14ARF_cyto,-0.10633435157098928,0.10633435157098928,2.1598291089939195e-08,0.01103013500931116,175.0,100.5,275.5
Int_Med_cycD1_ring,0.01653630703430416,0.01653630703430416,0.38525482754398355,0.056222680862818564,59.0,219.5,278.5
Int_Med_pRSK_nuc,0.118745420387973,0.118745420387973,3.935502809904784e-10,0.0059291155737986045,194.0,85.0,279.0
Int_Med_cMyc_cyto,0.03383750528771295,0.03383750528771295,0.07555862120251129,0.033095982507993504,98.0,182.5,280.5
Int_Med_pRB_cell,-0.05814899491813319,0.05814899491813319,0.0022465093736757837,0.023415274620576465,124.0,157.0,281.0
Int_Med_Fra1_nuc,-0.0616491710298524,0.0616491710298524,0.0011960932040313798,0.02221390883584906,131.0,151.0,282.0
Int_MeanEdge_Bcl2_cell,-0.10733214947020463,0.10733214947020463,1.590299712622946e-08,0.00791315512267765,187.0,96.0,283.0
Int_Med_pGSK3b_cyto,-0.1159699814494251,0.1159699814494251,1.000545880629019e-09,0.0049470264908286765,196.0,87.5,283.5
Int_Med_p27_ring,-0.025685647733713974,0.025685647733713974,0.1774075805023121,0.03625262330888912,89.0,195.5,284.5
Int_Med_E2F1_cyto,0.028438183784505227,0.028438183784505227,0.13533921440316352,0.03432518124632011,94.0,190.5,284.5
Int_Med_pS6_ring,0.10846889436826473,0.10846889436826473,1.1183070223076454e-08,0.0062512389348770014,192.0,94.5,286.5
Int_Med_pS6_cyto,0.10846889436826473,0.10846889436826473,1.1183070223076454e-08,0.00618282618357302,193.0,94.5,287.5
Int_Med_p27_cyto,-0.025685647733713974,0.025685647733713974,0.1774075805023121,0.034451897443851465,92.0,195.5,287.5
Int_Med_pGSK3b_ring,-0.1159699814494251,0.1159699814494251,1.000545880629019e-09,0.0036574826104516234,202.0,87.5,289.5
Int_MeanEdge_p21_cell,-0.10938292525994235,0.10938292525994235,8.403692333558337e-09,0.004421607322800725,198.0,93.0,291.0
Int_MeanEdge_RSK1_cell,-0.10157582083547603,0.10157582083547603,8.95197543860509e-08,0.0073530886858526046,189.0,105.0,294.0
Int_Med_DNA_cyto,-0.04945690942483249,0.04945690942483249,0.009371512448478675,0.022252650399193996,130.0,164.5,294.5
Int_Med_BP1_ring,-0.06471022969012238,0.06471022969012238,0.0006713836010972669,0.017702720167185326,147.0,147.5,294.5
Int_Med_E2F1_ring,0.028438183784505227,0.028438183784505227,0.13533921440316352,0.030170619518039565,105.0,190.5,295.5
Int_MeanEdge_pSTAT3_cell,-0.0851007512885164,0.0851007512885164,7.6014019559939705e-06,0.011854678332726465,171.0,126.0,297.0
Int_MeanEdge_pp53_cell,-0.11851613260173162,0.11851613260173162,4.254363056053049e-10,9.941311525096808e-07,212.0,86.0,298.0
Int_MeanEdge_p53_cell,-0.1401330627363786,0.1401330627363786,1.426594442558437e-13,0.0,227.0,73.0,300.0
Int_MeanEdge_ERK_cell,-0.09640514762218497,0.09640514762218497,3.9093407322247794e-07,0.00775636386125278,188.0,113.0,301.0
Int_Med_S6_cyto,0.07586815438434266,0.07586815438434266,6.634996797722417e-05,0.012053255959941112,167.0,134.5,301.5
Int_MeanEdge_Skp2_cell,-0.052183797555815564,0.052183797555815564,0.006113299472126911,0.019201868651329335,142.0,161.0,303.0
Int_Med_S6_nuc,0.07103784385741135,0.07103784385741135,0.00018818242995625114,0.01334661336611287,161.0,143.0,304.0
Int_Med_pp21_ring,-0.01572091851764839,0.01572091851764839,0.4091237260603986,0.039796852654149006,83.0,222.5,305.5
Int_Med_p14ARF_cell,-0.07950769083552546,0.07950769083552546,2.9027711578995327e-05,0.009750136063590098,178.0,128.0,306.0
Int_Med_S6_ring,0.07586815438434266,0.07586815438434266,6.634996797722417e-05,0.011480963260239285,174.0,134.5,308.5
Int_Med_p21_ring,-0.04899299173364124,0.04899299173364124,0.01005900450709053,0.018674963245263854,144.0,166.5,310.5
Int_Med_Cdt1_cell,-0.021134028369449515,0.021134028369449515,0.26712368961205146,0.030857202165167408,104.0,207.0,311.0
Int_Med_Bcl2_cell,-0.0168932715547858,0.0168932715547858,0.3750787519511236,0.03420677580890619,95.0,218.0,313.0
Int_Med_pp27_cyto,0.02034600823852023,0.02034600823852023,0.28537417836752776,0.029967261572449555,106.0,208.5,314.5
Int_Med_p53_cyto,-0.023092906349823264,0.023092906349823264,0.22528498108776357,0.027186118466614673,111.0,203.5,314.5
Int_Med_YAP_ring,0.017320961051890734,0.017320961051890734,0.3631074033354361,0.03301951356978705,99.0,216.5,315.5
Int_Med_YAP_cyto,0.017320961051890734,0.017320961051890734,0.3631074033354361,0.032724915650134356,101.0,216.5,317.5
Int_Med_p21_cyto,-0.04899299173364124,0.04899299173364124,0.01005900450709053,0.016381825665403582,151.0,166.5,317.5
Int_Med_DNA_cell,-0.028943728751336665,0.028943728751336665,0.12852779081424506,0.022385956343444757,129.0,189.0,318.0
Int_Med_pRSK_cell,-0.001206207317802089,0.001206207317802089,0.9495046989475608,0.04555318385260776,80.0,240.0,320.0
Int_Med_pp27_ring,0.02034600823852023,0.02034600823852023,0.28537417836752776,0.027076823375911552,112.0,208.5,320.5
Int_MeanEdge_CDK6_cell,-0.10719738920254983,0.10719738920254983,1.6576918229722377e-08,0.0,227.0,97.0,324.0
Int_Med_RB_cell,-0.06324483684459589,0.06324483684459589,0.0008878957597955408,0.010512556121102357,176.0,149.0,325.0
Int_Med_ERK_cell,0.08446699430615631,0.08446699430615631,8.88537746892793e-06,0.003756709675260872,201.0,127.0,328.0
Int_Med_pp21_cell,0.0350453150133394,0.0350453150133394,0.06569078164684546,0.015547341435426798,153.0,181.0,334.0
Int_Med_p53_ring,-0.023092906349823264,0.023092906349823264,0.22528498108776357,0.022175911106075752,132.0,203.5,335.5
Int_Med_CDK4_cell,0.09828133808582998,0.09828133808582998,2.3094454487332919e-07,0.0,227.0,110.0,337.0
Int_Med_GSK3b_ring,-0.02171518649091654,0.02171518649091654,0.2541890578934407,0.02159105673773354,135.0,205.5,340.5
Int_Med_AKT_ring,-0.0935730414438983,0.0935730414438983,8.496070585320261e-07,0.0,227.0,116.5,343.5
Int_Med_AKT_cyto,-0.0935730414438983,0.0935730414438983,8.496070585320261e-07,0.0,227.0,116.5,343.5
Int_Med_GSK3b_cyto,-0.02171518649091654,0.02171518649091654,0.2541890578934407,0.020577921232495022,138.0,205.5,343.5
Int_Med_pp21_cyto,-0.01572091851764839,0.01572091851764839,0.4091237260603986,0.024210667770903527,122.0,222.5,344.5
Int_MeanEdge_E2F1_cell,-0.011847915902740426,0.011847915902740426,0.53389871346185,0.025548307097678524,117.0,228.0,345.0
Int_Med_AKT_cell,-0.07227270445232711,0.07227270445232711,0.00014501271577595804,0.002072877495838732,206.0,139.0,345.0
Int_MeanEdge_STAT3_cell,-0.0901483593492867,0.0901483593492867,2.1092766805510843e-06,0.0,227.0,119.0,346.0
Int_MeanEdge_BP1_cell,-0.08976532499241018,0.08976532499241018,2.330442518017543e-06,0.0,227.0,120.0,347.0
Int_Med_STAT3_ring,-0.07173629666069929,0.07173629666069929,0.0001624737880471083,0.0020618919035584327,207.0,140.5,347.5
Int_Med_pGSK3b_cell,-0.0889384021762424,0.0889384021762424,2.8862642541223865e-06,0.0,227.0,121.0,348.0
Int_Med_cMyc_cell,0.0445129865216665,0.0445129865216665,0.019377045235237672,0.01163978905250218,173.0,175.0,348.0
Int_Med_STAT3_cyto,-0.07173629666069929,0.07173629666069929,0.0001624737880471083,0.0009840753303702598,209.0,140.5,349.5
Int_Med_pp38_cell,0.04607951551245458,0.04607951551245458,0.01549619363803151,0.009844103388800818,177.0,173.0,350.0
Int_Med_pH2AX_cell,0.0657626283914205,0.0657626283914205,0.0005473682304016679,0.0021497394140821413,204.0,146.0,350.0
Int_Med_pCHK1_cyto,0.01866619100179283,0.01866619100179283,0.3270343590017639,0.021139085556234782,136.0,214.5,350.5
Int_Med_pp65_cyto,0.04625381596583965,0.04625381596583965,0.01510982894117735,0.009640308269474929,179.0,171.5,350.5
Int_Med_Cdt1_cyto,-0.03169742840929819,0.03169742840929819,0.09599084290325621,0.012428150997590315,165.0,186.5,351.5
Int_Med_pRSK_cyto,-0.004077172202488541,0.004077172202488541,0.8304985998492903,0.02539844080943432,118.0,234.5,352.5
Int_Med_pp65_ring,0.04625381596583965,0.04625381596583965,0.01510982894117735,0.008763849887960085,181.0,171.5,352.5
Int_Med_pCHK1_ring,0.01866619100179283,0.01866619100179283,0.3270343590017639,0.020277952626535978,139.0,214.5,353.5
Int_Med_pRSK_ring,-0.004077172202488541,0.004077172202488541,0.8304985998492903,0.025075300426665947,120.0,234.5,354.5
Int_Med_p53_cell,0.009913395457826062,0.009913395457826062,0.6027223348231685,0.02314090613580877,126.0,229.0,355.0
Int_Med_pSTAT3_cyto,-0.0590357736561028,0.0590357736561028,0.0019207222227405763,0.0037692786358984876,200.0,155.5,355.5
Int_Med_CDK6_cell,-0.024208970597518368,0.024208970597518368,0.20365220723628363,0.014332012133892569,157.0,199.0,356.0
Int_Med_BP1_cell,-0.04571271175415493,0.04571271175415493,0.016337763385372656,0.00866741143640315,182.0,174.0,356.0
Int_Med_ERK_ring,0.07848939123929342,0.07848939123929342,3.671301330137674e-05,0.0,227.0,129.5,356.5
Int_Med_ERK_cyto,0.07848939123929342,0.07848939123929342,3.671301330137674e-05,0.0,227.0,129.5,356.5
Int_Med_Cdt1_ring,-0.03169742840929819,0.03169742840929819,0.09599084290325621,0.01198459616377967,170.0,186.5,356.5
Int_MeanEdge_CDK4_cell,-0.025407566050300624,0.025407566050300624,0.18214713800281915,0.013545120869069116,160.0,198.0,358.0
Int_Med_pSTAT3_ring,-0.0590357736561028,0.0590357736561028,0.0019207222227405763,0.002076124526768197,205.0,155.5,360.5
Int_Med_p21_cell,-0.037143232133353896,0.037143232133353896,0.051083071711272354,0.007955250059705321,185.0,178.0,363.0
Int_MeanEdge_cycE_cell,-0.06677828053949578,0.06677828053949578,0.0004482129287662795,0.0,227.0,145.0,372.0
Int_Med_E2F1_cell,0.04396401281832011,0.04396401281832011,0.020925169771521788,0.003983198651249076,199.0,176.0,375.0
Int_Med_STAT3_cell,-0.056873499520277905,0.056873499520277905,0.0028043024130417703,0.0,227.0,158.0,385.0
Int_MeanEdge_p16_cell,-0.055480953598460246,0.055480953598460246,0.0035554319213955796,0.0,227.0,160.0,387.0
Int_Med_p38_cell,-0.015064807256720804,0.015064807256720804,0.4289538314942749,0.01303912950445607,163.0,224.0,387.0
Int_MeanEdge_cFos_cell,-0.02744291432543554,0.02744291432543554,0.14955932987504789,0.0046179073929399905,197.0,194.0,391.0
