region,year,change_mwe,error_mwe,area,change_gt,error_gt
11_central_europe,2013,-0.02422308237496482,0.07197290021781282,1887.7162,-0.045589126098116106,0.13545681647304234
11_central_europe,2014,-0.24121972463071673,0.07233992782253669,1868.2606,-0.4493093235480064,0.13474438744681605
11_central_europe,2015,-0.9925152380897703,0.08185419499028569,1848.805,-1.829462233352288,0.1508784476341081
11_central_europe,2016,-0.5915622839950104,0.08124812939941489,1829.3494,-1.0789275869610353,0.14818532311763818
11_central_europe,2017,-0.9703166696015557,0.08351817297558822,1809.8938,-1.7509016139754587,0.15070554638547715
11_central_europe,2018,-0.8595397333516186,0.07580131920969779,1790.4382,-1.5343359146915203,0.13531042479086644
11_central_europe,2019,-0.5561576023176215,0.07452341672345404,1770.9826,-0.9819906002525407,0.1315837352868568
11_central_europe,2020,-0.13702382526843432,0.0904226331021038,1751.527,-0.23928092681214214,0.1579025502395603
11_central_europe,2021,-0.44808458450597793,0.09273771258804374,1732.0714,-0.7737861501228764,0.16014645465614502
11_central_europe,2022,-2.186803483497958,0.11765213601209136,1712.6158,-3.7339187347416414,0.2008884283169425
11_central_europe,2023,-1.3392491249644372,0.13462797111445934,1693.1602,-2.2607606263257876,0.22726288233025896
12_caucasus_middle_east,2000,-0.43690070849364054,0.14361255560358288,1282.75515,-0.5587553239572896,0.18366708606924184
12_caucasus_middle_east,2001,-0.1618115531704827,0.12594111888794718,1275.82805,-0.20582438719392138,0.16019717448925094
12_caucasus_middle_east,2002,0.37617192059190363,0.12828344047377052,1268.90095,0.47589293268018396,0.16229064254797657
12_caucasus_middle_east,2003,0.34725637021957007,0.11448823209790572,1261.97385,0.43691377308762713,0.1440477115751668
12_caucasus_middle_east,2004,0.4749631040096683,0.11510383616229519,1255.04675,0.5943125973570744,0.144027313401557
12_caucasus_middle_east,2005,-0.0013320852766354934,0.0992468321952961,1248.11965,-0.0016576140038167119,0.12350030569881212
12_caucasus_middle_east,2006,-0.5521031449932696,0.11104267656658987,1241.19255,-0.6832105114660245,0.1374118668578514
12_caucasus_middle_east,2007,-0.545993107293213,0.12597373945799314,1234.26545,-0.6718787269853455,0.15501857911764177
12_caucasus_middle_east,2008,-0.2463026505891859,0.11526833119058247,1227.33835,-0.3013897987084337,0.14104882368047092
12_caucasus_middle_east,2009,-0.3024070401647131,0.10504924635334034,1220.41125,-0.36795377103452914,0.12781867220747714
12_caucasus_middle_east,2010,-0.568610971673566,0.11970717944931317,1213.48415,-0.6879304004370455,0.14482697660823843
12_caucasus_middle_east,2011,-0.6248853668860326,0.11422362626376206,1206.55705,-0.7516979653236046,0.13740386958047196
12_caucasus_middle_east,2012,-0.6535288755888959,0.13141472471318433,1199.62995,-0.7816408339092247,0.15717609251803025
12_caucasus_middle_east,2013,-0.35002579484024954,0.12544987063927593,1192.70285,-0.41622433279024246,0.14917554498886493
12_caucasus_middle_east,2014,-0.7127688388537612,0.12412532111854042,1185.77575,-0.8426484524550425,0.14674324135609815
12_caucasus_middle_east,2015,-0.6405384084172727,0.14456846925405967,1178.84865,-0.752832544521743,0.1699130717782766
12_caucasus_middle_east,2016,-0.6118941603533179,0.12143680536771481,1171.92155,-0.7149406769786972,0.14188746594605992
12_caucasus_middle_east,2017,-0.4582162265243637,0.13380397576356198,1164.99445,-0.5322179027184241,0.15541324648502675
12_caucasus_middle_east,2018,-0.23392018774005974,0.15619817432936284,1158.06735,-0.2700826459318506,0.18034534180298192
12_caucasus_middle_east,2019,-0.6321597774271461,0.1274016501336527,1151.14025,-0.725521450534747,0.14621719588310972
12_caucasus_middle_east,2020,-0.7148816268180351,0.1653815500331187,1144.21315,-0.8155230272242928,0.18866404908233153
12_caucasus_middle_east,2021,0.06415494786633867,0.16185036264259778,1137.28605,0.07274363966512364,0.18351794914200498
12_caucasus_middle_east,2022,-0.17158705869427882,0.20609694782836924,1130.35895,-0.1933731025967556,0.23226463895684382
12_caucasus_middle_east,2023,0.009719791723452236,0.205834642263716,1123.43185,0.010886765026700156,0.2305474693735574
13_central_asia,2000,-0.09630598097015511,0.02187505312758109,49702.3543,-4.772274085425544,1.0839799159557233
13_central_asia,2001,-0.20392324130204306,0.02780552057691827,49613.6089,-10.087015835761152,1.375393626494633
13_central_asia,2002,-0.1646639448005902,0.028871241481243846,49524.8635,-8.130494511451904,1.4255547605538368
13_central_asia,2003,-0.04689896196448007,0.009976079691298373,49436.1181,-2.3115471145761144,0.49169911783265585
13_central_asia,2004,-0.16241202190051052,0.026304996634809293,49347.3727,-7.990562755958,1.2941882253917496
13_central_asia,2005,-0.18436326210683487,0.025361897598850214,49258.6273,-9.054236772284995,1.2455443846582002
13_central_asia,2006,-0.23393798623242298,0.02516819668232646,49169.8819,-11.46819504550715,1.233804706730446
13_central_asia,2007,-0.22529312589086228,0.02514508699196056,49081.1365,-11.024469736368014,1.2304469986159203
13_central_asia,2008,-0.2099044727898988,0.024395768911168198,48992.3911,-10.252870858488345,1.1916214305261301
13_central_asia,2009,-0.10809999959655031,0.026583931474692877,48903.6457,-5.27062462819852,1.2961510126530047
13_central_asia,2010,-0.18948506144726943,0.028017178742281913,48814.9003,-9.221945299739167,1.3635528196307958
13_central_asia,2011,-0.17631074137661512,0.027388667199176587,48726.1549,-8.565171661366236,1.3305408071302727
13_central_asia,2012,-0.23213229423538564,0.027679600907262285,48637.4095,-11.25644251254224,1.342225291870718
13_central_asia,2013,-0.20101519759176592,0.027702787987898186,48548.6641,-9.729742248957141,1.3408985486120102
13_central_asia,2014,-0.23227901048563843,0.02767188854409937,48459.9187,-11.222453297958936,1.3369545367151494
13_central_asia,2015,-0.21007179932533773,0.027511175549193485,48371.1733,-10.130935152376908,1.3267555966562306
13_central_asia,2016,-0.16266683870835322,0.026811293694157474,48282.4279,-7.830388061922023,1.2906308116298013
13_central_asia,2017,-0.31425543827935754,0.04496384330826224,48193.6825,-15.099691435884704,2.1604722688130056
13_central_asia,2018,-0.2633714578527168,0.04294677503376598,48104.9371,-12.631459011698425,2.0597540559122214
13_central_asia,2019,-0.24787157417661995,0.042461476132209255,48016.1917,-11.866143475577418,2.032721862695647
13_central_asia,2020,-0.019249736844277256,0.053481551167858535,47927.4463,-0.91982295670655,2.555544469123328
13_central_asia,2021,-0.05545741046363075,0.018354093139093815,47838.7009,-2.6450514404425878,0.8754018640559357
13_central_asia,2022,-0.7463347077085676,0.0699171261252982,47749.9555,-35.530536733946036,3.3285240421873636
13_central_asia,2023,-0.6594106274260776,0.06979711669023353,47661.2101,-31.334023530559325,3.316635197818594
14_south_asia_west,2000,-0.06119876533557549,0.026561233073788763,33507.5776,-2.0444705113704678,0.8873325706365485
14_south_asia_west,2001,-0.16939810624881188,0.044334414252977766,33386.7328,-5.638682362224627,1.4757406987811543
14_south_asia_west,2002,-0.1629684732833045,0.04413965506870611,33265.888,-5.405027106834079,1.463939787408587
14_south_asia_west,2003,-0.13770617673479624,0.026809748671337674,33145.0432,-4.550584345251312,0.885944447058952
14_south_asia_west,2004,-0.20102146918448469,0.040836088635136276,33024.1984,-6.618657162364886,1.3445333556878256
14_south_asia_west,2005,-0.14974687454667407,0.03861954860448695,32903.3536,-4.912392840612945,1.2669005256150034
14_south_asia_west,2006,-0.2970257743813879,0.03882340302540929,32782.5088,-9.70803831229721,1.2689103656724476
14_south_asia_west,2007,-0.27268191074346854,0.03859592807684484,32661.664,-8.879526212738416,1.25682541291023
14_south_asia_west,2008,-0.22764075471253423,0.03842137287495238,32540.8192,-7.385393791727169,1.2465121592951909
14_south_asia_west,2009,-0.04558448552182181,0.03920451644486521,32419.9744,-1.4734143100936699,1.2671963912483886
14_south_asia_west,2010,-0.06573546574800841,0.038183604420596956,32299.1296,-2.116828732528751,1.229597296212666
14_south_asia_west,2011,-0.11454182401162079,0.03783438221708846,32178.2848,-3.6747021562537405,1.2137931896348875
14_south_asia_west,2012,-0.20995735868735083,0.03797472604086036,32057.44,-6.710503342392193,1.2137203840666047
14_south_asia_west,2013,-0.19403056358373655,0.03811338431165641,31936.5952,-6.178085538904851,1.2135600912840112
14_south_asia_west,2014,-0.1966388837263862,0.03792439269664894,31815.7504,-6.237445002642605,1.2029732330718412
14_south_asia_west,2015,-0.16533582120204499,0.03989057260764916,31694.9056,-5.2245823355614025,1.2605349493299978
14_south_asia_west,2016,-0.12412854013503727,0.03629456773438986,31574.0608,-3.9074843470191905,1.1425289876902776
14_south_asia_west,2017,-0.18792399751601235,0.05668431269018195,31453.216,-5.8930816431982365,1.7775552190632664
14_south_asia_west,2018,-0.10801556538523222,0.05641346655740533,31332.3712,-3.3742306386578833,1.762264971830844
14_south_asia_west,2019,-0.06528139062903553,0.05714660189434303,31211.5264,-2.0314192515057146,1.7782817756744906
14_south_asia_west,2020,0.05948813935610637,0.06085808081842423,31090.6816,1.843978219298041,1.8864428558721573
14_south_asia_west,2021,-0.0608238598173982,0.02105984725579192,30969.8368,-1.8780538970546274,0.6502633724471693
14_south_asia_west,2022,-0.7453396678319576,0.07622933029035041,30848.992,-22.923998517880026,2.3445432062915006
14_south_asia_west,2023,-0.3768647140179127,0.07553822697283961,30728.1472,-11.54561334360784,2.314186308375481
15_south_asia_east,2000,-0.2334556651406241,0.01886411928219487,14907.1245,-3.469712207485149,0.280366145398362
15_south_asia_east,2001,-0.37357500815778033,0.026795906338756986,14837.8747,-5.526429984610333,0.3964015178252297
15_south_asia_east,2002,-0.3676009632852815,0.02696783044522884,14768.6249,-5.412673857420078,0.39708293889574764
15_south_asia_east,2003,-0.33494834401619417,0.025131311116828654,14699.3751,-4.908760753774425,0.36830632515448114
15_south_asia_east,2004,-0.36762072429765025,0.02697971359810401,14630.1253,-5.3622022475733235,0.39353244072688043
15_south_asia_east,2005,-0.3690898708604846,0.026475318330591222,14560.8755,-5.358148842936863,0.3843473025925028
15_south_asia_east,2006,-0.38448805478620574,0.026517038494222895,14491.6257,-5.555141405154539,0.38312217154117756
15_south_asia_east,2007,-0.36614946057801445,0.026605335402850355,14422.3759,-5.264902920570241,0.3825610116811093
15_south_asia_east,2008,-0.3679233019811099,0.02632020129739471,14353.1261,-5.265006999817861,0.3766438366942932
15_south_asia_east,2009,-0.36704981780624285,0.026437806799433746,14283.8763,-5.2271655109014645,0.37650145888051134
15_south_asia_east,2010,-0.35179938297781543,0.02605816292009383,14214.6265,-4.985694741464225,0.3692958320257273
15_south_asia_east,2011,-0.3353211258033627,0.026152324514587256,14145.3767,-4.729013909036786,0.368824678393963
15_south_asia_east,2012,-0.38652584782081983,0.026146946214220174,14076.1269,-5.424464523403781,0.3669435897599613
15_south_asia_east,2013,-0.33076126599848515,0.025861171331468622,14006.8771,-4.619033605074347,0.3611475457564186
15_south_asia_east,2014,-0.3720473721845151,0.026407144794172437,13937.6273,-5.169901238617802,0.3669487833717157
15_south_asia_east,2015,-0.19707632956893226,0.015723494750013663,13868.3775,-2.724929547972036,0.21740518273002024
15_south_asia_east,2016,-0.3666835248926162,0.037613850603173765,13799.1277,-5.044733047122902,0.517481212778631
15_south_asia_east,2017,-0.5465893850912635,0.05883407761596613,13729.8779,-7.482091702182911,0.805361347920259
15_south_asia_east,2018,-0.5774737766990232,0.058516102989051466,13660.6281,-7.864988537484839,0.7969686206323463
15_south_asia_east,2019,-0.4969941003362862,0.05992644759105603,13591.3783,-6.734570326047008,0.8120395703270108
15_south_asia_east,2020,-0.382672114109525,0.0676448724180854,13522.1285,-5.159017875854595,0.9119585492318462
15_south_asia_east,2021,-0.0752453088819191,0.014737159644257503,13452.8787,-1.0092292150930928,0.19766244941350114
15_south_asia_east,2022,-1.0347701605714983,0.11950840561157423,13383.6289,-13.8074328864047,1.5946577826825792
15_south_asia_east,2023,-1.0645357071642432,0.12199410702202124,13314.3791,-14.131111074759307,1.6194029614905914
16_low_latitudes,2000,-0.24141312373086443,0.020280322350720872,2354.92895,-0.5668052217217934,0.04761544206438751
16_low_latitudes,2001,-0.2953137153655967,0.02469476236581386,2327.07105,-0.6851543497021346,0.0572940671883506
16_low_latitudes,2002,-0.29962026379999035,0.024718207627712218,2299.21315,-0.6868241779838006,0.05666193073800004
16_low_latitudes,2003,-0.30518161836854724,0.02461182823248755,2271.35525,-0.6910963434716416,0.05573449865215494
16_low_latitudes,2004,-0.32527547186788586,0.02451669668845827,2243.49735,-0.7275653951781348,0.05483813461915598
16_low_latitudes,2005,-0.3087028433733529,0.024638943539728807,2215.63945,-0.6819222755108564,0.05442724226700696
16_low_latitudes,2006,-0.30003444720889694,0.024480465133336186,2187.78155,-0.6544405984841696,0.053397236224268806
16_low_latitudes,2007,-0.28176209005130565,0.024441323960994667,2159.92365,-0.6067588481693191,0.052633019479682075
16_low_latitudes,2008,-0.2890458928137819,0.024329125886573624,2132.06575,-0.6144160537016963,0.051715682142111405
16_low_latitudes,2009,-0.30412164155186827,0.024626424325124845,2104.20785,-0.6380153400718024,0.05166365803621157
16_low_latitudes,2010,-0.30854599797091403,0.024441058784196695,2076.34995,-0.6387275190572287,0.05059594661096033
16_low_latitudes,2011,-0.2946823205389703,0.024439994781601464,2048.49205,-0.6018434277269336,0.04991493960711563
16_low_latitudes,2012,-0.2746502047447735,0.023339232819154572,2020.63415,-0.5533026802627461,0.04701857071657695
16_low_latitudes,2013,-0.3435299347502597,0.031912291769123385,1992.77625,-0.6825245602489641,0.06340327494921782
16_low_latitudes,2014,-0.32612299266514544,0.03165607046570342,1964.91835,-0.6388826374867257,0.06201498896571284
16_low_latitudes,2015,-0.38034328082183017,0.03216006901848569,1937.06045,-0.7345376829231012,0.06210910977168402
16_low_latitudes,2016,-0.30890295272471047,0.026387914597722436,1909.20255,-0.5879890301294131,0.050228734217636434
16_low_latitudes,2017,-0.3936837467786897,0.05113903108163185,1881.34465,-0.7384328463616605,0.09592151210401696
16_low_latitudes,2018,-0.10623087878173924,0.014049719391722101,1853.48675,-0.1963068336840214,0.02596284582757365
16_low_latitudes,2019,-0.4142316450901673,0.14435779270822174,1825.62885,-0.7539645421339917,0.2627531198371779
16_low_latitudes,2020,-0.46325047374605766,0.267286955750299,1797.77095,-0.830319789541577,0.4790791621887376
16_low_latitudes,2021,0.1598297721818579,0.184765114695078,1769.91305,0.28203614516450776,0.3260371331205147
16_low_latitudes,2022,0.06923589510780737,0.30686820400376624,1742.05515,0.12025090939450338,0.5329775911505437
16_low_latitudes,2023,-0.9078167978645557,0.5282505989890318,1714.1972500000002,-1.5515085272280178,0.9028091469255578
17_southern_andes,2000,-0.517861402608214,0.015805130667898865,29402.5139,-15.180747807196125,0.4633164424317501
17_southern_andes,2001,-0.6299201050087193,0.01919719582922892,29349.5417,-18.432402790452922,0.5617386128144812
17_southern_andes,2002,-0.6297850195333203,0.019210867980092167,29296.5695,-18.39518897303233,0.5611240913472925
17_southern_andes,2003,-0.6338496112191655,0.019166082106603415,29243.5973,-18.480434650917076,0.5588037313834132
17_southern_andes,2004,-0.6334235352132197,0.019159015049471703,29190.6251,-18.43455885908797,0.5575858347176033
17_southern_andes,2005,-0.6335260884287764,0.01906449295311551,29137.6529,-18.404084877929197,0.5538280946472286
17_southern_andes,2006,-0.6317653691083046,0.01905550324452684,29084.6807,-18.319569955719185,0.5525605577625426
17_southern_andes,2007,-0.6318411651265263,0.019020099958541547,29031.7085,-18.28839823868092,0.5505294396443285
17_southern_andes,2008,-0.6317315035408886,0.019059947891142688,28978.7363,-18.251860311553386,0.5506762042176776
17_southern_andes,2009,-0.629113290294126,0.019043351214912494,28925.7641,-18.14298987934104,0.5491909544612592
17_southern_andes,2010,-0.633225595320754,0.019026711177293418,28872.7919,-18.228141866931395,0.5477062095463067
17_southern_andes,2011,-0.6401120383006292,0.01904195884019102,28819.8197,-18.39256979102876,0.547139463047599
17_southern_andes,2012,-0.4863819515116294,0.014931331912429062,28766.8475,-13.949700399609776,0.42823876605244
17_southern_andes,2013,-0.7348076545220633,0.04871761910250817,28713.8753,-21.035877835347712,1.3946750249028508
17_southern_andes,2014,-0.7513761761387397,0.04872983649607997,28660.9031,-21.470514416633073,1.3924511985273125
17_southern_andes,2015,-0.7699481311017953,0.05026676910090534,28607.9309,-21.960543062350865,1.4337141722339404
17_southern_andes,2016,-0.3969473759970595,0.0325055098039369,28554.9587,-11.300811479886397,0.9254089095039416
17_southern_andes,2017,-0.7666048902118352,0.05168159167913311,28501.9865,-21.784212944956753,1.4686089442521528
17_southern_andes,2018,-0.19389349590321261,0.013521702762615738,28449.0143,-5.499530601114604,0.38352507790824264
17_southern_andes,2019,-1.0256754584090013,0.1582686774265338,28396.0421,-29.037748127425044,4.480721415233228
17_southern_andes,2020,-1.330765519005743,0.24500476937326532,28343.0699,-37.60482618531248,6.923354742267299
17_southern_andes,2021,-0.45943579805495754,0.11146182064213571,28290.0977,-12.958491163010663,3.1438059983985385
17_southern_andes,2022,-1.1953883089450144,0.340078047100893,28237.1255,-33.6530667118104,9.57401801629548
17_southern_andes,2023,-1.017863888821753,0.33179279841030657,28184.1533,-28.60156898544319,9.323245196949381
18_new_zealand,2000,-0.529989196318747,0.1522805158381869,981.5995,-0.5186764187215482,0.14903004277188683
18_new_zealand,2001,-0.8413168043932922,0.14750416296514282,973.5817,-0.8166333727258095,0.14317653167547073
18_new_zealand,2002,-0.8423712710543277,0.16071287134294795,965.5639,-0.8109231998579923,0.1547130111935928
18_new_zealand,2003,-0.7731118403396319,0.17217782828586875,957.5461,-0.7380693568982942,0.16437360335765852
18_new_zealand,2004,0.11051813607231775,0.16898412727838938,949.5283,0.1046252775703248,0.15997384546832777
18_new_zealand,2005,0.08963028197999623,0.1694621898251582,941.5105,0.08413468804732087,0.15907177978015946
18_new_zealand,2006,-0.01587139657992801,0.19922911125722756,933.4927,-0.014771385347629264,0.18542098422315142
18_new_zealand,2007,-0.8219207009891135,0.18491507591437398,925.4749,-0.7583849776201623,0.17062085860617662
18_new_zealand,2008,-0.8643534645191614,0.17773931095740242,917.4571,-0.7906282012639047,0.16257898820861574
18_new_zealand,2009,-0.3718739192943585,0.18265116268810375,909.4393,-0.3371821665807639,0.16561181510263745
18_new_zealand,2010,-1.077729959902326,0.18270461595437307,901.4215,-0.9685744901789445,0.16419978736360336
18_new_zealand,2011,-0.8357305171726956,0.18870710346347572,893.4037000000001,-0.7444048020362649,0.1680858495772004
18_new_zealand,2012,-0.2803320408320839,0.19206654086095373,885.3859,-0.24745743016213853,0.16954284811864212
18_new_zealand,2013,-0.18104401269063333,0.19332549108183505,877.3681,-0.1583657147064646,0.1691087659356605
18_new_zealand,2014,-0.21417394700537531,0.1967352641992669,869.3503000000001,-0.18563360852606323,0.17051876536935534
18_new_zealand,2015,-0.7239279666661544,0.22846032744361328,861.3325,-0.6216720572924301,0.19618996407286254
18_new_zealand,2016,-0.40263565265541,0.2300553519148551,853.3147,-0.3425441963914906,0.19572068476181118
18_new_zealand,2017,-1.1059539975089863,0.22961881530680853,845.2969,-0.932054907180043,0.19351378454223628
18_new_zealand,2018,-1.3800637205853823,0.23651536609994597,837.2791,-1.1520320143846372,0.19743528474574026
18_new_zealand,2019,-1.1324008591641523,0.23539973760687732,829.2613,-0.9362390399658073,0.19462226875025537
18_new_zealand,2020,-0.5757935880152136,0.2925034164295024,821.2435,-0.47144814127467466,0.23949587988211052
18_new_zealand,2021,-0.31951907633905363,0.22389630173945857,813.2257,-0.25906160114562277,0.18153199202935397
18_new_zealand,2022,-0.9353370058452771,0.31322735379614086,805.2079,-0.7508813240301565,0.25145650035342937
18_new_zealand,2023,-0.6666836970194209,0.3042921952671012,797.1901,-0.529879222165996,0.24185098939747737
19_antarctic_and_subantarctic,2000,-0.19753024167916652,0.08692988207642514,127665.25695,-25.142095812188295,11.064631954724256
19_antarctic_and_subantarctic,2001,-0.22111010171709125,0.07547665692370774,127306.51605,-28.06431044292482,9.57984422535017
19_antarctic_and_subantarctic,2002,-0.2428191510760388,0.07583989421571777,126947.77515,-30.73287493993611,9.598822720781834
19_antarctic_and_subantarctic,2003,-0.014279000735214698,0.006409343020335269,126589.03425,-1.802142218386491,0.8089184854918562
19_antarctic_and_subantarctic,2004,-0.03399983911797862,0.014169016324260205,126230.29335,-4.278934236718101,1.7831934098310276
19_antarctic_and_subantarctic,2005,-0.03867928490622102,0.014188123057812047,125871.55245,-4.854015773885488,1.7805234324115282
19_antarctic_and_subantarctic,2006,-0.03935277304914614,0.014193875870917737,125512.81155,-4.924459356124337,1.7761687275485383
19_antarctic_and_subantarctic,2007,-0.036137546923649136,0.014176023643013465,125154.07065,-4.509192817497674,1.7688645033601162
19_antarctic_and_subantarctic,2008,-0.038474262335271625,0.014156528291862855,124795.32975,-4.787004030253173,1.7613686104493347
19_antarctic_and_subantarctic,2009,-0.03758676086770219,0.013885472060124936,124436.58885,-4.663136803372635,1.7226771954007274
19_antarctic_and_subantarctic,2010,-0.03901681296675686,0.04262571306169384,124077.84795,-4.826598820222498,5.2730400237970905
19_antarctic_and_subantarctic,2011,-0.08943697362493438,0.04375959159321072,123719.10705,-11.031867326588891,5.397655903994363
19_antarctic_and_subantarctic,2012,-0.0624555551020739,0.04298544238244056,123360.36615,-7.681426525056858,5.286791811683343
19_antarctic_and_subantarctic,2013,-0.03946121211463589,0.044184481664880364,123001.62525,-4.839231844761898,5.418458766442284
19_antarctic_and_subantarctic,2014,-0.01833934776742287,0.04493866649167497,122642.88435,-2.2424429357725906,5.494873454349569
19_antarctic_and_subantarctic,2015,-0.05574721435034099,0.04446756171148684,122284.14345,-6.796549355485332,5.421364662113587
19_antarctic_and_subantarctic,2016,-0.10137285351764234,0.043969464946542317,121925.40255,-12.322846194862384,5.344911729374741
19_antarctic_and_subantarctic,2017,-0.13946508789645418,0.044706390947115975,121566.66165,-16.903442236838867,5.418502281755089
19_antarctic_and_subantarctic,2018,-0.08324091962184552,0.036983362540143186,121207.92075,-10.059190412315727,4.469228446406692
19_antarctic_and_subantarctic,2019,-0.06919948016203072,0.018535472688551626,120849.17985,-8.337612322356874,2.233276682525908
19_antarctic_and_subantarctic,2020,-0.06853419181262653,0.01895599140063827,120490.43895,-8.232941710023105,2.2771636774215445
19_antarctic_and_subantarctic,2021,-0.06623077594274386,0.018402314146760447,120131.69805,-7.932546330439398,2.2040691427603702
19_antarctic_and_subantarctic,2022,-0.06872124679777265,0.019021223423199656,119772.95715,-8.206254107160186,2.2713934934734463
19_antarctic_and_subantarctic,2023,-0.02012758519523132,0.006398607541654703,119414.21625,-2.3963092516603703,0.7617924505640015
1_alaska,2000,-0.18900298626090278,0.06350615149563532,89847.1,-16.930426096261314,5.688726013411367
1_alaska,2001,-0.4363177705425233,0.06815166033490382,89430.82,-38.90319523218914,6.076574291507588
1_alaska,2002,-0.6369772291711455,0.06908585228089492,89014.54,-56.530134340008665,6.131196425207937
1_alaska,2003,-0.6859275484209474,0.054989240099284714,88598.26,-60.589671314333195,4.857335138544297
1_alaska,2004,-0.9253512287469524,0.05270190113150676,88181.98,-81.35450563570018,4.633415917565885
1_alaska,2005,-0.7087264968512141,0.052314005304462056,87765.7,-62.01527147338052,4.577601169463776
1_alaska,2006,-0.527937367531755,0.05253649340508312,87349.42,-45.97667778167495,4.5752651310845325
1_alaska,2007,-0.42717811481730694,0.050886412684714194,86933.14,-37.024527055767976,4.4104444911039815
1_alaska,2008,-0.1758138975249264,0.04792611249972856,86516.86,-15.16523375914375,4.133977515186816
1_alaska,2009,-0.6804036759769696,0.052727398604744485,86100.58,-58.407401682341906,4.526240022954412
1_alaska,2010,-0.6350482918089957,0.051775042290782364,85684.3,-54.25042734479999,4.422999331387615
1_alaska,2011,-0.7377472156468915,0.0715297260630723,85268.02,-62.717525605707294,6.080900518202949
1_alaska,2012,-0.3985319111205212,0.07323208561080669,84851.74,-33.71467772578927,6.195228278242193
