group,subset,N,d,r,kind,n_shots,fidelity,fidelity_std,n_correct,estimator,n_matched_keys
N40_verification,N40_d12_MB,40,12,30,MB,20,0.6,0.1074422698072846,12.0,MB,
N40_verification,N40_d12_MB,40,12,31,MB,20,0.5,0.11325098580491821,10.0,MB,
N40_verification,N40_d12_MB,40,12,32,MB,20,0.55,0.11492261399397077,11.0,MB,
N40_verification,N40_d12_MB,40,12,33,MB,20,0.45,0.11021835412301159,9.0,MB,
N40_verification,N40_d12_MB,40,12,34,MB,20,0.5,0.1146238025722237,10.0,MB,
N40_verification,N40_d12_MB,40,12,35,MB,20,0.55,0.11149766468060766,11.0,MB,
N40_verification,N40_d12_MB,40,12,36,MB,20,0.35,0.10618245954353626,7.0,MB,
N40_verification,N40_d12_MB,40,12,37,MB,20,0.4,0.11092201627131422,8.0,MB,
N40_verification,N40_d12_MB,40,12,38,MB,20,0.5,0.1109202565057587,10.0,MB,
N40_verification,N40_d12_MB,40,12,39,MB,20,0.55,0.11124375340967542,11.0,MB,
N40_verification,N40_d12_MB,40,12,3,MB,20,0.45,0.10888993074208937,9.0,MB,
N40_verification,N40_d12_MB,40,12,40,MB,20,0.45,0.10816273238355564,9.0,MB,
N40_verification,N40_d12_MB,40,12,41,MB,20,0.45,0.11190850509909206,9.0,MB,
N40_verification,N40_d12_MB,40,12,42,MB,20,0.4,0.11129835948847057,8.0,MB,
N40_verification,N40_d12_MB,40,12,43,MB,20,0.3,0.10268156360079206,6.0,MB,
N40_verification,N40_d12_MB,40,12,44,MB,20,0.2,0.08659952065096535,4.0,MB,
N40_verification,N40_d12_MB,40,12,45,MB,20,0.5,0.11414648229104313,10.0,MB,
N40_verification,N40_d12_MB,40,12,46,MB,20,0.45,0.1110408937287524,9.0,MB,
N40_verification,N40_d12_MB,40,12,47,MB,20,0.5,0.11040806102789748,10.0,MB,
N40_verification,N40_d12_MB,40,12,48,MB,20,0.45,0.11423636657145328,9.0,MB,
N40_verification,N40_d12_MB,40,12,49,MB,20,0.4,0.10966616007988365,8.0,MB,
N40_verification,N40_d12_MB,40,12,4,MB,20,0.55,0.11575421823432197,11.0,MB,
N40_verification,N40_d12_MB,40,12,50,MB,20,0.4,0.10769660421089683,8.0,MB,
N40_verification,N40_d12_MB,40,12,5,MB,20,0.75,0.0980831167826441,15.0,MB,
N40_verification,N40_d12_MB,40,12,6,MB,20,0.4,0.11088523587716957,8.0,MB,
N40_verification,N40_d12_MB,40,12,7,MB,20,0.5,0.10819216952046735,10.0,MB,
N40_verification,N40_d12_MB,40,12,8,MB,20,0.45,0.10756564445894362,9.0,MB,
N40_verification,N40_d12_MB,40,12,9,MB,20,0.35,0.10276652401661963,7.0,MB,
N40_verification,N40_d12_XEB,40,12,10,XEB,20,0.30741609289758154,0.2175881331757629,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,11,XEB,20,0.5225619438540396,0.2773318064920509,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,12,XEB,20,-0.09829521054014623,0.19467782928438418,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,13,XEB,20,0.7877892269844913,0.30828838006378184,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,14,XEB,20,0.7429405372643665,0.36096094455306005,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,15,XEB,20,0.43425313963151835,0.2834994216585421,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,16,XEB,20,0.8793922553412539,0.3991595253749334,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,17,XEB,20,0.6587565000525017,0.36990246665207216,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,18,XEB,20,0.11500408259150974,0.20862071392519735,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,19,XEB,20,0.6368370909509822,0.3254138709887733,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,1,XEB,20,0.24805110243666784,0.1953880918596559,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,20,XEB,20,0.7851104084599207,0.345052975206127,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,21,XEB,20,0.7113805183049327,0.38497985873183477,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,22,XEB,20,0.24679398763102522,0.25267693633138977,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,23,XEB,20,0.261114797646671,0.200125112815744,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,24,XEB,20,0.4528280006720473,0.26063737112326935,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,25,XEB,20,0.29488575331273514,0.18826178942625751,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,26,XEB,20,0.8017617656522404,0.30426627768723746,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,27,XEB,20,0.5570383332017892,0.4464714611765736,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,28,XEB,20,0.3758175323989583,0.2530377550007841,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,29,XEB,20,0.7755516210976698,0.31533566488231823,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,2,XEB,20,0.25289512759083177,0.2291256141524087,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,30,XEB,20,0.04653523340218779,0.2664549728489189,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,31,XEB,20,0.022415156636522715,0.18304085031243897,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,32,XEB,20,0.4229350379738894,0.3249004713842656,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,33,XEB,20,0.6285467795575923,0.38033949189803634,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,34,XEB,20,0.48703566636862394,0.2664390362784559,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,35,XEB,20,0.9028740946716121,0.35096406306161443,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,36,XEB,20,0.5393822251029399,0.28929452275032713,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,37,XEB,20,0.5784930266697677,0.32326707569345847,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,38,XEB,20,0.6802780588998736,0.288068516749484,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,39,XEB,20,1.047710856439985,0.2749090499913682,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,3,XEB,20,0.400150073711663,0.40505675223797694,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,40,XEB,20,0.01634000832751248,0.19630385225885572,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,41,XEB,20,0.32823116527258356,0.28507545056238126,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,42,XEB,20,0.038207405776983006,0.15667595242872343,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,43,XEB,20,0.6564859013040134,0.2852462754872636,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,44,XEB,20,0.4810090878751021,0.28814872162309624,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,45,XEB,20,0.9644362436133178,0.36603734719637465,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,46,XEB,20,0.573744212596603,0.3322783354897887,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,47,XEB,20,0.49509398891798506,0.34167209488668465,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,48,XEB,20,0.3604785851814716,0.1969321853773445,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,49,XEB,20,0.06345639357854926,0.2282025114219216,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,4,XEB,20,0.4146879548822473,0.2663934939082838,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,50,XEB,20,-0.003796406273292474,0.18729560535767828,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,5,XEB,20,0.2896388989457175,0.27067828778083164,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,6,XEB,20,0.5545452050502595,0.2250470109057755,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,7,XEB,20,-0.03625259137706871,0.18452758272203174,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,8,XEB,20,0.4080340955000523,0.22832028604933266,,XEB,20.0
N40_verification,N40_d12_XEB,40,12,9,XEB,20,0.7340561911611228,0.32662675389962503,,XEB,20.0
N40_verification,N40_d14_MB,40,14,10,MB,20,0.25,0.10010799973834066,5.0,MB,
N40_verification,N40_d14_MB,40,14,11,MB,20,0.25,0.09877320560833361,5.0,MB,
N40_verification,N40_d14_MB,40,14,12,MB,20,0.4,0.10587817380219443,8.0,MB,
N40_verification,N40_d14_MB,40,14,13,MB,20,0.15,0.0794549595090866,3.0,MB,
N40_verification,N40_d14_MB,40,14,14,MB,20,0.25,0.10201861495726061,5.0,MB,
N40_verification,N40_d14_MB,40,14,15,MB,20,0.25,0.0975843876483975,5.0,MB,
N40_verification,N40_d14_MB,40,14,16,MB,20,0.3,0.1003157677200013,6.0,MB,
N40_verification,N40_d14_MB,40,14,17,MB,20,0.6,0.10890183473940927,12.0,MB,
N40_verification,N40_d14_MB,40,14,18,MB,20,0.45,0.11024569884632286,9.0,MB,
N40_verification,N40_d14_MB,40,14,19,MB,20,0.65,0.10784280258816566,13.0,MB,
N40_verification,N40_d14_MB,40,14,1,MB,20,0.35,0.10508768206084347,7.0,MB,
N40_verification,N40_d14_MB,40,14,20,MB,20,0.3,0.10315395406012431,6.0,MB,
N40_verification,N40_d14_MB,40,14,21,MB,20,0.4,0.11068826447230931,8.0,MB,
N40_verification,N40_d14_MB,40,14,22,MB,20,0.35,0.10912766077556298,7.0,MB,
N40_verification,N40_d14_MB,40,14,23,MB,20,0.45,0.11043072464194441,9.0,MB,
N40_verification,N40_d14_MB,40,14,24,MB,20,0.45,0.10446158251827425,9.0,MB,
N40_verification,N40_d14_MB,40,14,25,MB,20,0.45,0.10965720314781972,9.0,MB,
N40_verification,N40_d14_MB,40,14,26,MB,20,0.25,0.09827693450579264,5.0,MB,
N40_verification,N40_d14_MB,40,14,27,MB,20,0.45,0.110790046639734,9.0,MB,
N40_verification,N40_d14_MB,40,14,28,MB,20,0.3,0.10627404044107702,6.0,MB,
N40_verification,N40_d14_MB,40,14,29,MB,20,0.25,0.09778363431136694,5.0,MB,
N40_verification,N40_d14_MB,40,14,2,MB,20,0.35,0.10826661146983017,7.0,MB,
N40_verification,N40_d14_MB,40,14,30,MB,20,0.4,0.11090112289358958,8.0,MB,
N40_verification,N40_d14_MB,40,14,31,MB,20,0.3,0.10478898191475444,6.0,MB,
N40_verification,N40_d14_MB,40,14,32,MB,20,0.5,0.11220226980480096,10.0,MB,
N40_verification,N40_d14_MB,40,14,33,MB,20,0.3,0.09823210802505994,6.0,MB,
N40_verification,N40_d14_MB,40,14,34,MB,20,0.55,0.11388560018689776,11.0,MB,
N40_verification,N40_d14_MB,40,14,35,MB,20,0.25,0.0950314078000977,5.0,MB,
N40_verification,N40_d14_MB,40,14,36,MB,20,0.5,0.11247038315524265,10.0,MB,
N40_verification,N40_d14_MB,40,14,37,MB,20,0.4,0.1075321028956151,8.0,MB,
N40_verification,N40_d14_MB,40,14,38,MB,20,0.15,0.07949439828918362,3.0,MB,
N40_verification,N40_d14_MB,40,14,39,MB,20,0.45,0.11171131060423971,9.0,MB,
N40_verification,N40_d14_MB,40,14,3,MB,20,0.65,0.10627309853143208,13.0,MB,
N40_verification,N40_d14_MB,40,14,40,MB,20,0.45,0.11133995952301486,9.0,MB,
N40_verification,N40_d14_MB,40,14,41,MB,20,0.5,0.1129599816636735,10.0,MB,
N40_verification,N40_d14_MB,40,14,42,MB,20,0.15,0.07955983451005455,3.0,MB,
N40_verification,N40_d14_MB,40,14,43,MB,20,0.45,0.11066506565649685,9.0,MB,
N40_verification,N40_d14_MB,40,14,44,MB,20,0.3,0.10404487173972264,6.0,MB,
N40_verification,N40_d14_MB,40,14,45,MB,20,0.35,0.10612927693819187,7.0,MB,
N40_verification,N40_d14_MB,40,14,46,MB,20,0.5,0.11433364413934415,10.0,MB,
N40_verification,N40_d14_MB,40,14,47,MB,20,0.25,0.09558773202934838,5.0,MB,
N40_verification,N40_d14_MB,40,14,48,MB,20,0.4,0.11112662429241081,8.0,MB,
N40_verification,N40_d14_MB,40,14,49,MB,20,0.35,0.10700714007966024,7.0,MB,
N40_verification,N40_d14_MB,40,14,4,MB,20,0.2,0.09078679552799647,4.0,MB,
N40_verification,N40_d14_MB,40,14,50,MB,20,0.4,0.1071384087927324,8.0,MB,
N40_verification,N40_d14_MB,40,14,5,MB,20,0.4,0.11291477869281438,8.0,MB,
N40_verification,N40_d14_MB,40,14,6,MB,20,0.2,0.09066652038055677,4.0,MB,
N40_verification,N40_d14_MB,40,14,7,MB,20,0.45,0.1082994402975785,9.0,MB,
N40_verification,N40_d14_MB,40,14,8,MB,20,0.5,0.1131803308322046,10.0,MB,
N40_verification,N40_d14_MB,40,14,9,MB,20,0.5,0.11341456195243564,10.0,MB,
N40_verification,N40_d14_XEB,40,14,10,XEB,20,0.06828759093618042,0.20486602287060476,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,11,XEB,20,0.5503135089176028,0.25537006079081054,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,12,XEB,20,0.31277265991287906,0.30310629336458866,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,13,XEB,20,0.42253557435501365,0.24346253489613465,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,14,XEB,20,0.20120743930669027,0.23270357809098297,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,15,XEB,20,0.12333660888924203,0.2612406218259564,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,16,XEB,20,0.3386654517209633,0.16197885003920054,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,17,XEB,20,0.4615457310560689,0.3676699049187469,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,18,XEB,20,0.03540521607397751,0.2638524280916426,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,19,XEB,20,0.7106249479441682,0.380566840652705,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,1,XEB,20,0.312724377166832,0.25253582641915545,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,20,XEB,20,0.07454147381645093,0.20757911303703272,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,21,XEB,20,0.7515719745181517,0.28862615268380565,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,22,XEB,20,-0.05809522136058476,0.19198423571736503,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,23,XEB,20,0.5422621913102568,0.30508354813075267,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,24,XEB,20,0.058438847968821594,0.17692557158641498,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,25,XEB,20,0.4236466511945709,0.3594694625104487,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,26,XEB,20,0.6224960153350989,0.2207990208689565,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,27,XEB,20,0.5137671994414075,0.3100637240255188,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,28,XEB,20,0.034777301553769124,0.20644235377050071,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,29,XEB,20,0.25969167966723483,0.2292215069396408,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,2,XEB,20,0.2472686319644959,0.2693853364602089,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,30,XEB,20,0.4597171413115746,0.3396609510014792,,XEB,20.0
N40_verification,N40_d14_XEB,40,14,31,XEB,20,0.4187263588627341,0.23536653561747828,,XEB,20.0
