feature,protein,measurement,compartment,variance,spearman_abs_pseudotime,anova_F_phase,laplacian_score_neg,graph_smoothness,dyn_score,variance_rank,spearman_abs_pseudotime_rank,anova_F_phase_rank,laplacian_score_neg_rank,graph_smoothness_rank,dyn_score_rank
Int_MeanEdge_pH2AX_cell,pH2AX,Int_MeanEdge,cell,0.0049003456,0.14881844948932996,8.348194122314453,-0.42635255879698736,0.8202117910644291,0.1220626469990746,117,66,151,87,122,65
Int_MeanEdge_pRB_cell,pRB,Int_MeanEdge,cell,0.005965947,0.21024496930784675,20.88717269897461,-0.5159951428186749,0.7846185594951411,0.16496210495942287,97,43,92,175,176,46
Int_MeanEdge_pRSK_cell,pRSK,Int_MeanEdge,cell,0.0029728748,0.006486402946035966,1.7458794116973877,-0.5804966220283113,0.7315558558910837,0.0047451660588417885,157,232,227,204,213,232
Int_MeanEdge_pS6_cell,pS6,Int_MeanEdge,cell,0.0057822876,0.09196464653274017,16.432025909423828,-0.4122902754264716,0.8356351895719117,0.07684889483930019,106,118,107,78,100,114
Int_MeanEdge_pSTAT3_cell,pSTAT3,Int_MeanEdge,cell,0.002791598,0.08508965483093495,0.18524856865406036,-0.7366435380177822,0.6471847973263026,0.05506873101632368,166,126,241,240,238,143
Int_MeanEdge_pp21_cell,pp21,Int_MeanEdge,cell,0.0029782937,0.12401731699539711,4.191852569580078,-0.6358124045512209,0.7183049207537058,0.08908224905646593,156,82,193,224,215,93
Int_MeanEdge_pp27_cell,pp27,Int_MeanEdge,cell,0.0016143377,0.09682188951448537,5.2026262283325195,-0.663268738881475,0.670567272849721,0.06492559040388544,197,112,185,230,232,128
Int_MeanEdge_pp38_cell,pp38,Int_MeanEdge,cell,0.0065612365,0.15027658125067914,12.08991813659668,-0.49111874037602193,0.7742072705554758,0.11634522179849648,89,65,127,151,180,70
Int_MeanEdge_pp53_cell,pp53,Int_MeanEdge,cell,0.011557185,0.11848571385480003,3.6481642723083496,-0.6185723024553702,0.7610822661265779,0.09017737560423647,42,86,201,215,200,92
Int_MeanEdge_pp65_cell,pp65,Int_MeanEdge,cell,0.006331088,0.09746773924747905,4.644533634185791,-0.6688721649408486,0.6522668437416859,0.0635749746455908,94,111,190,233,235,129
Int_Med_AKT_cell,AKT,Int_Med,cell,0.009883867,0.0721850455298671,16.197938919067383,-0.28762803157657874,0.9007159341739345,0.06501822071782223,53,139,108,19,24,127
Int_Med_BP1_cell,BP1,Int_Med,cell,0.0021089632,0.04571271175415493,6.276257038116455,-0.5090026856523057,0.7990240112982205,0.03652555431312419,187,174,177,166,165,173
Int_Med_Bcl2_cell,Bcl2,Int_Med,cell,0.0058607417,0.017571890130422773,6.643121242523193,-0.3258300616404666,0.882919950674033,0.015514572367202401,103,216,174,34,42,216
Int_Med_CDK2_cell,CDK2,Int_Med,cell,0.008838555,0.13665135204683293,31.93705940246582,-0.37319599802330305,0.8695489641455062,0.11882504162140647,65,75,59,50,58,67
Int_Med_CDK4_cell,CDK4,Int_Med,cell,0.0063810367,0.09844049499619507,17.555667877197266,-0.41564850999790165,0.857098929112373,0.08437324284253071,90,110,103,83,67,103
Int_Med_CDK6_cell,CDK6,Int_Med,cell,0.0034764097,0.023137729262714412,4.402525901794434,-0.41304850389720277,0.8452995590491946,0.019558312343172138,142,202,191,81,76,200
Int_Med_Cdh1_cell,Cdh1,Int_Med,cell,0.0029070103,0.07102170820370789,42.67243576049805,-0.43322425370287704,0.8412392789850868,0.05974625060157644,160,144,46,91,86,133
Int_Med_Cdt1_cell,Cdt1,Int_Med,cell,0.0029060226,0.021174769224534592,22.387178421020508,-0.30428246268358056,0.9007323836849661,0.019072800357594104,161,209,81,25,23,203
Int_Med_DNA_cell,DNA,Int_Med,cell,0.0013890185,0.028943728751336665,2.534829616546631,-0.6158811527367732,0.8963682326706449,0.025944238987734177,211,189,219,214,27,187
Int_Med_E2F1_cell,E2F1,Int_Med,cell,0.0014343453,0.04377652751753664,0.835210382938385,-0.4511701345955279,0.9127718071356596,0.03995798013230585,206,176,237,113,13,171
Int_Med_ERK_cell,ERK,Int_Med,cell,0.010498822,0.08453249297502596,36.64482498168945,-0.2824484316881892,0.896087020400324,0.07574846975700233,48,127,54,13,29,115
Int_Med_Fra1_cell,Fra1,Int_Med,cell,0.0008619117,0.11327101455998687,11.776505470275879,-0.567105843325968,0.8447432838495417,0.09568492880437256,230,90,129,200,78,84
Int_Med_GSK3b_cell,GSK3b,Int_Med,cell,0.009597353,0.002210757616867623,10.697985649108887,-0.33258439956173413,0.9011448208711934,0.001992212776641801,56,239,132,37,22,238
Int_Med_RB_cell,RB,Int_Med,cell,0.0016238986,0.06324483684459589,3.840313673019409,-0.5394729322165093,0.8711005196056348,0.05509261023770108,196,149,197,189,57,142
Int_Med_RSK1_cell,RSK1,Int_Med,cell,0.000832669,0.00041674541508444435,1.4723862409591675,-0.4388009573421553,0.819324375085971,0.00034144967678400597,233,241,233,101,124,241
Int_Med_S6_cell,S6,Int_Med,cell,0.013303702,0.09849759583001486,25.410552978515625,-0.25535549806835633,0.9203476590844638,0.09065203174760182,31,109,75,2,5,89
Int_Med_STAT3_cell,STAT3,Int_Med,cell,0.002181344,0.05686613396543015,6.231199741363525,-0.42250936010770884,0.825551707642944,0.04694593400221329,182,158,178,85,115,155
Int_Med_Skp2_cell,Skp2,Int_Med,cell,0.0011707441,0.11327553129743846,11.620205879211426,-0.5871375474606438,0.7710368853704346,0.08733961284025814,219,89,130,206,184,97
Int_Med_YAP_cell,YAP,Int_Med,cell,0.011011273,0.02566386087301651,9.787211418151855,-0.3102300030486836,0.8792633090275044,0.022565291233629995,47,197,142,29,46,194
Int_Med_bCat_cell,bCat,Int_Med,cell,0.0070284004,0.03253033828219937,3.4689931869506836,-0.35690190730575544,0.8883954064379259,0.028899803099777726,84,185,209,48,36,182
Int_Med_cFos_cell,cFos,Int_Med,cell,0.003304616,0.11225467322954233,25.54688835144043,-0.4340272566098478,0.8341764032738928,0.09364019956530575,146,91,74,92,103,86
Int_Med_cJun_cell,cJun,Int_Med,cell,0.0004944567,0.07105082382683355,5.768511772155762,-0.6429540753711193,0.706071650867495,0.05016697247490791,240,142,181,225,218,153
Int_Med_cMyc_cell,cMyc,Int_Med,cell,0.0014068572,0.044396780933644776,21.06719398498535,-0.5022390344295499,0.8330228708611195,0.036983533910336985,209,175,88,158,106,172
Int_Med_cycA_cell,cycA,Int_Med,cell,0.00065534405,0.28660762777365956,167.88543701171875,-0.43519390201275215,0.8049852334419259,0.23071490814961593,236,26,23,95,154,26
Int_Med_cycB1_cell,cycB1,Int_Med,cell,0.011533202,0.5492813368817602,1070.4520263671875,-0.2566842234642291,0.9279756722619092,0.5097197178537717,43,9,6,3,1,6
Int_Med_cycD1_cell,cycD1,Int_Med,cell,0.003825398,0.016021214177236696,150.6149444580078,-0.49322071522785804,0.8259288512430045,0.013232383020923243,139,221,26,153,114,222
Int_Med_cycE_cell,cycE,Int_Med,cell,0.0010834554,0.002656168584139557,3.627633571624756,-0.6061101096621635,0.7057499854986966,0.001874590939738586,221,238,202,211,219,239
Int_Med_p14ARF_cell,p14ARF,Int_Med,cell,0.008321489,0.07954429495640584,9.836580276489258,-0.3828283168106926,0.852492516504477,0.0678109161809608,70,128,139,56,69,126
Int_Med_p16_cell,p16,Int_Med,cell,0.0058932225,0.04690104141505427,4.744199752807617,-0.33260566466981345,0.8787455275825639,0.04121408038244354,99,170,189,38,47,163
Int_Med_p21_cell,p21,Int_Med,cell,0.0024339939,0.03715838903964797,19.650278091430664,-0.4265028775292034,0.8425863943230151,0.031309153039768826,174,178,102,88,81,180
Int_Med_p27_cell,p27,Int_Med,cell,0.0005342423,0.024158415798324062,20.670473098754883,-0.588637508543749,0.7508109524116724,0.018138403174296883,239,199,95,207,203,207
Int_Med_p38_cell,p38,Int_Med,cell,0.011759653,0.01502156147953779,14.896227836608887,-0.24749595145075182,0.9227777259183094,0.013861562341829958,40,224,118,1,4,219
Int_Med_p53_cell,p53,Int_Med,cell,0.0015723608,0.009850173764685584,0.5664796829223633,-0.40310795222061563,0.8388876736211329,0.008263189354221007,198,229,240,69,93,229
Int_Med_pAKT_cell,pAKT,Int_Med,cell,0.012742515,0.24059109735311113,25.729812622070312,-0.4852429991190826,0.8464349497203406,0.20364471339124218,34,38,73,145,74,36
Int_Med_pCHK1_cell,pCHK1,Int_Med,cell,0.0037384254,0.050699459992286845,5.921420097351074,-0.31585625067529577,0.8904135609654462,0.045143486710757304,140,163,179,31,32,156
Int_Med_pERK_cell,pERK,Int_Med,cell,0.016605178,0.10598756836098795,9.787907600402832,-0.5089239264704096,0.8061803296541672,0.08544509280050484,17,102,141,165,152,102
Int_Med_pGSK3b_cell,pGSK3b,Int_Med,cell,0.009048377,0.08896609723043754,9.548187255859375,-0.39421395243518326,0.8489099273446693,0.07552420313602952,64,121,144,68,70,116
Int_Med_pH2AX_cell,pH2AX,Int_Med,cell,0.009096426,0.06574980994694435,5.219718933105469,-0.27645580366671846,0.9188508816874823,0.06041427084053421,63,146,184,12,6,131
Int_Med_pRB_cell,pRB,Int_Med,cell,0.0011773119,0.05813628084496393,3.611525058746338,-0.6660786127549685,0.8080785241230436,0.04697868002320122,218,157,203,232,148,154
Int_Med_pRSK_cell,pRSK,Int_Med,cell,0.0008737385,0.0012152669882051414,4.945145130157471,-0.445946469461601,0.8099413406862884,0.00098429497371866,229,240,188,110,146,240
Int_Med_pS6_cell,pS6,Int_Med,cell,0.0028945727,0.1353771768971863,84.44261169433594,-0.45759678279977495,0.8301321888728955,0.11238095218109445,164,76,31,122,107,73
Int_Med_pSTAT3_cell,pSTAT3,Int_Med,cell,0.0009922805,0.02976809174917738,1.6765919923782349,-0.509686345749143,0.7726725931459808,0.023000988644844362,222,188,229,167,181,193
Int_Med_pp21_cell,pp21,Int_Med,cell,0.0042251567,0.0350453150133394,17.41814613342285,-0.47401552349638504,0.8346550046025522,0.029250747563756688,131,181,104,141,102,181
Int_Med_pp27_cell,pp27,Int_Med,cell,0.008034875,0.061198213968419166,14.464117050170898,-0.4729297091860925,0.8356928332362192,0.05114290882026458,71,152,119,140,99,151
Int_Med_pp38_cell,pp38,Int_Med,cell,0.002262856,0.046096221390659976,3.550654411315918,-0.30517182161693496,0.9028798374996719,0.04161934887854798,178,171,208,26,21,162
Int_Med_pp53_cell,pp53,Int_Med,cell,0.0022200875,0.014458465196601218,3.377098321914673,-0.3154493724266504,0.8878149160921485,0.012836441065341759,179,225,213,30,37,223
Int_Med_pp65_cell,pp65,Int_Med,cell,0.0025820748,0.051801743769533455,23.1588191986084,-0.46683097093552595,0.8265459499994898,0.04281652151561918,170,162,77,131,112,160
Int_MeanEdge_PCNA_cell,PCNA,Int_MeanEdge,cell,0.005313182,0.25978121947121535,6.65743350982666,-0.45025811619690403,0.8015979180064059,0.20824008466529143,112,32,173,112,164,32
Int_Med_PCNA_cell,PCNA,Int_Med,cell,0.0013938992,0.25491389892986577,29.23995590209961,-0.5209995956817339,0.8071409561175263,0.20575144810989834,210,34,68,179,150,35
Int_Med_AKT_cyto,AKT,Int_Med,cyto,0.013659527,0.09351887776670618,21.52938461303711,-0.3093392589232682,0.8856171184430404,0.08282191904777725,24,116,86,27,38,105
Int_Med_BP1_cyto,BP1,Int_Med,cyto,0.0014814256,0.06471022969012238,7.856409549713135,-0.4389259228485173,0.7930752368009113,0.05132008073493517,204,147,158,104,170,149
Int_Med_Bcl2_cyto,Bcl2,Int_Med,cyto,0.005826879,0.023557443327215717,8.083078384399414,-0.32447246043430095,0.8802997415287654,0.020737611272026536,104,200,155,32,44,196
Int_Med_CDK2_cyto,CDK2,Int_Med,cyto,0.008563544,0.14759092205998414,33.131900787353516,-0.3845513820424605,0.8606435680492207,0.12702317777337918,66,67,55,58,64,58
Int_Med_CDK4_cyto,CDK4,Int_Med,cyto,0.009219067,0.08643683753427733,14.296748161315918,-0.46194933980924435,0.8338826133999596,0.0720781759771109,60,124,121,124,104,117
Int_Med_CDK6_cyto,CDK6,Int_Med,cyto,0.0029507794,0.0484252437261092,6.6849260330200195,-0.435527345243947,0.8290257627347793,0.040145774615655265,158,168,171,97,108,169
Int_Med_Cdh1_cyto,Cdh1,Int_Med,cyto,0.0022131135,0.09484747697919868,41.48818588256836,-0.469063874296283,0.8165413924084509,0.07744689091902339,180,114,47,133,132,110
Int_Med_Cdt1_cyto,Cdt1,Int_Med,cyto,0.0054659117,0.031707134510974046,20.245546340942383,-0.28715746580487267,0.9049674353091084,0.028693924199397102,109,186,97,17,17,183
Int_Med_DNA_cyto,DNA,Int_Med,cyto,0.0023605567,0.04945690942483249,7.53974723815918,-0.4343505211977474,0.8128035135323106,0.04019874974895309,175,164,165,93,139,167
Int_Med_E2F1_cyto,E2F1,Int_Med,cyto,0.0014078658,0.028082438534351897,0.7154896855354309,-0.472579005077697,0.9163067247996529,0.02573212727779955,207,192,238,138,9,188
Int_Med_ERK_cyto,ERK,Int_Med,cyto,0.010058904,0.07859194232344702,29.544477462768555,-0.28911325288198825,0.8887416260586319,0.06984793061564652,51,129,66,20,33,122
Int_Med_Fra1_cyto,Fra1,Int_Med,cyto,0.0049609193,0.14575576650308933,39.55475616455078,-0.3900012097114332,0.8398682282504281,0.12241563737023273,115,69,51,64,91,63
Int_Med_GSK3b_cyto,GSK3b,Int_Med,cyto,0.0047890595,0.021721272450597167,7.244662284851074,-0.3765923110757476,0.8767883162640324,0.019044957899071402,121,205,167,52,50,204
Int_Med_RB_cyto,RB,Int_Med,cyto,0.0011878404,0.07580263457210897,4.168081760406494,-0.5221496326159601,0.7687554892869259,0.05827369142971967,215,136,195,180,192,138
Int_Med_RSK1_cyto,RSK1,Int_Med,cyto,0.0008467314,0.020117976176626452,3.5591721534729004,-0.45426007177761357,0.8041445551571493,0.016177761003215406,231,210,204,117,157,214
Int_Med_S6_cyto,S6,Int_Med,cyto,0.014904062,0.07599555590051178,20.09893035888672,-0.2575043447031591,0.9176984161558066,0.06974100128477972,21,133,99,4,7,124
Int_Med_STAT3_cyto,STAT3,Int_Med,cyto,0.002901611,0.07173629666069929,7.664863586425781,-0.43891691664870475,0.8128665035739948,0.058312032645929476,162,140,161,102,136,136
Int_Med_Skp2_cyto,Skp2,Int_Med,cyto,0.00089741737,0.1005782081024607,22.19563102722168,-0.5046452021102568,0.7690448427047283,0.0773491522296803,227,107,82,160,189,112
Int_Med_YAP_cyto,YAP,Int_Med,cyto,0.017683873,0.01731027088708605,7.574772834777832,-0.3317052945084472,0.8643580261106429,0.014962271575402227,8,217,163,35,61,217
Int_Med_bCat_cyto,bCat,Int_Med,cyto,0.0063732318,0.003134312088732159,1.8642560243606567,-0.3855371982748882,0.8725343984809925,0.0027347951129936174,91,236,223,60,55,236
Int_Med_cFos_cyto,cFos,Int_Med,cyto,0.0026805112,0.10522418596354395,22.075054168701172,-0.4402842167942082,0.8242254614890379,0.08672845323561035,167,103,84,106,117,98
Int_Med_cJun_cyto,cJun,Int_Med,cyto,0.0021635897,0.1071843575033122,8.605426788330078,-0.41094183471168816,0.8173045194082421,0.08760225979732579,183,98,147,73,128,95
Int_Med_cMyc_cyto,cMyc,Int_Med,cyto,0.0040392163,0.033673122782576725,29.867786407470703,-0.4691941951246665,0.8178934079373396,0.027541025148534147,137,183,64,135,126,185
Int_Med_cycA_cyto,cycA,Int_Med,cyto,0.0041985647,0.29375625025194296,367.8931579589844,-0.2636277424396153,0.912299178725059,0.26799358585020044,132,24,18,8,14,19
Int_Med_cycB1_cyto,cycB1,Int_Med,cyto,0.012809296,0.5606849004599256,1122.1014404296875,-0.25829493891609906,0.926129062627333,0.5192665812922503,32,6,4,6,2,4
Int_Med_cycD1_cyto,cycD1,Int_Med,cyto,0.0032522397,0.016584455260380847,164.85682678222656,-0.5012322143363201,0.8167932631515041,0.0135460713297166,148,219,24,155,130,220
Int_Med_cycE_cyto,cycE,Int_Med,cyto,0.0009724699,0.007370692857877115,3.065784215927124,-0.6266396962152662,0.6819026730545864,0.005026095162050753,223,230,214,217,226,230
Int_Med_p14ARF_cyto,p14ARF,Int_Med,cyto,0.006826223,0.10638954822648515,10.01911449432373,-0.39309256959647904,0.848790961704599,0.09030248695447615,87,100,137,66,71,90
Int_Med_p16_cyto,p16,Int_Med,cyto,0.0051652617,0.059881483659304235,3.6721608638763428,-0.348656631575629,0.867140959954936,0.05192568722385489,113,153,199,45,59,146
Int_Med_p21_cyto,p21,Int_Med,cyto,0.004562818,0.04899299173364124,20.941761016845703,-0.41116458591282545,0.8402661806802898,0.041167154044127734,126,166,89,75,88,164
Int_Med_p27_cyto,p27,Int_Med,cyto,0.0012719365,0.025685647733713974,39.66731643676758,-0.4903471457403729,0.7890167018853171,0.02026640506064307,212,195,49,149,172,198
Int_Med_p38_cyto,p38,Int_Med,cyto,0.017262222,0.03680209678078003,12.689517974853516,-0.26370329274893844,0.9143047402483337,0.03364833153774512,11,179,125,10,11,178
Int_Med_p53_cyto,p53,Int_Med,cyto,0.0015378683,0.022951332702955293,1.846684455871582,-0.40977829964706275,0.836401637528592,0.019196532256215332,200,203,225,71,96,201
Int_Med_pAKT_cyto,pAKT,Int_Med,cyto,0.012575388,0.25002329981663307,30.83428955078125,-0.48630142330308096,0.8431494476046977,0.21080700712869788,35,36,61,146,79,29
Int_Med_pCHK1_cyto,pCHK1,Int_Med,cyto,0.0034302005,0.01876277545017283,3.552950620651245,-0.33486763437321115,0.8775359549505138,0.016465010072189472,143,214,206,39,48,212
Int_Med_pERK_cyto,pERK,Int_Med,cyto,0.016871948,0.12473294661687655,15.046060562133789,-0.509947268289589,0.8041325027018045,0.10030181653239952,13,80,116,170,159,78
Int_Med_pGSK3b_cyto,pGSK3b,Int_Med,cyto,0.01116385,0.11599288850400268,15.839458465576172,-0.4130320884865057,0.8383671446513938,0.09724462673496821,45,87,109,79,94,82
Int_Med_pH2AX_cyto,pH2AX,Int_Med,cyto,0.0073747844,0.02812581660307744,2.3103034496307373,-0.2976867476952199,0.904351696461902,0.025435629959369415,77,190,220,23,19,190
Int_Med_pRB_cyto,pRB,Int_Med,cyto,0.0005521056,0.07799781670190681,8.331377029418945,-0.6288225672574503,0.6850570058774865,0.05343295077478929,237,131,152,220,224,144
Int_Med_pRSK_cyto,pRSK,Int_Med,cyto,0.00080017967,0.004095433852270652,5.646609306335449,-0.45398081937056023,0.8047155162852367,0.003295659166842014,234,234,182,115,155,234
Int_Med_pS6_cyto,pS6,Int_Med,cyto,0.0042417953,0.10847194963669579,81.06524658203125,-0.42820836487453867,0.8423119834106655,0.09136722304290705,129,94,32,89,83,87
Int_Med_pSTAT3_cyto,pSTAT3,Int_Med,cyto,0.0009507202,0.0590357736561028,3.393838882446289,-0.5351587622630135,0.7602081441821659,0.044879475931464304,225,155,211,185,201,157
Int_Med_pp21_cyto,pp21,Int_Med,cyto,0.004834544,0.01572091851764839,8.893031120300293,-0.5411244903578152,0.7974203239575856,0.012536179937253984,119,222,145,190,167,224
Int_Med_pp27_cyto,pp27,Int_Med,cyto,0.013629197,0.02117586716699384,6.950872898101807,-0.5123307630209044,0.8144740560897676,0.01724719442271961,26,207,169,172,134,208
Int_Med_pp38_cyto,pp38,Int_Med,cyto,0.0020132216,0.011588973292210692,1.4746428728103638,-0.33713217311802096,0.8832963017782761,0.010236497250416917,188,227,231,41,40,227
Int_Med_pp53_cyto,pp53,Int_Med,cyto,0.0021244558,0.019319045493225332,2.7560160160064697,-0.3380792487948953,0.87272911288687,0.01686029343512363,185,212,217,43,53,210
Int_Med_pp65_cyto,pp65,Int_Med,cyto,0.0017437667,0.04605575387957466,23.093286514282227,-0.5098042026526541,0.7709336216893855,0.03550592913801546,193,172,78,168,185,174
Int_Med_PCNA_cyto,PCNA,Int_Med,cyto,0.0030177366,0.2745114406756147,56.264503479003906,-0.4663954465723335,0.8021875089984989,0.2202096487871606,152,27,39,129,162,27
Int_Med_AKT_nuc,AKT,Int_Med,nuc,0.021186927,0.16678051230602983,27.075254440307617,-0.4997922896486125,0.7978817647153322,0.13307112947886227,6,56,70,154,166,56
Int_Med_BP1_nuc,BP1,Int_Med,nuc,0.013557203,0.2681064700037272,42.78047180175781,-0.502787831893767,0.7702595461719622,0.20651156791083775,28,30,45,159,187,33
