MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,NumAliphaticRings,RingCount,FractionCSP3,HeavyAtomCount,NumHeteroatoms,BertzCT,LabuteASA,BalabanJ
284.39599999999996,3.7676000000000034,52.6,0,4,16,0,0,0,0.875,20,6,285.3193712452464,122.44420592556911,3.1738255194024827
200.23399999999995,1.427,52.6,0,4,10,0,0,0,0.8,14,6,208.9957102711674,84.25455323918945,3.1803040433527032
86.08999999999999,0.7417,26.3,0,2,2,0,0,0,0.75,6,4,82.10749561002055,36.78983322325915,3.2455794433140843
72.06299999999999,-0.06669999999999998,26.3,0,2,3,0,0,0,0.6666666666666666,5,4,63.95524697820139,30.424891108862543,2.8219389370591843
72.063,0.35159999999999997,26.3,0,2,1,0,0,0,0.6666666666666666,5,4,71.33515884998701,30.424891108862543,3.3530759537985286
158.15299999999996,0.25669999999999993,52.6,0,4,7,0,0,0,0.7142857142857143,11,6,171.87547739228722,65.15972689599963,3.2506243297227755
206.19699999999997,1.8222,52.60000000000001,0,4,5,1,0,1,0.2727272727272727,15,6,388.9628337545781,87.48693687327045,2.606648791938495
30.026,-0.02589999999999998,9.23,0,1,1,0,0,0,1.0,2,3,8.0,13.533484780025564,1.9747448713915894
130.187,1.6201999999999999,18.46,0,2,7,0,0,0,1.0,9,4,76.84082524835429,56.83668269591209,3.074874556763497
44.053,0.4349,9.23,0,1,2,0,0,0,1.0,3,3,15.119415478763749,19.89842689442217,2.19060968716425
100.161,1.9952999999999999,9.23,0,1,6,0,0,0,1.0,7,3,44.32251891746034,45.35819535200859,2.595082706793886
88.106,0.44989999999999997,18.46,0,2,4,0,0,0,1.0,6,4,47.302968908806456,37.741856352722266,3.0743734120651833
158.241,2.4004000000000003,18.46,0,2,9,0,0,0,1.0,11,4,97.61549134016114,69.56656692470531,3.051571154396644
74.079,0.409,18.46,0,2,4,0,0,0,1.0,5,4,30.115877901113386,31.37691423832566,2.447472887876344
102.133,1.1892,18.46,0,2,6,0,0,0,1.0,7,4,46.22265344735047,44.10679846711887,2.595082706793886
58.08,0.8233999999999999,9.23,0,1,2,0,0,0,1.0,4,3,27.97416845103709,26.263369008818774,2.7541847860376616
72.107,1.2150999999999998,9.23,0,1,4,0,0,0,1.0,5,3,28.870765403276856,32.62831112321538,2.447472887876344
58.08,0.825,9.23,0,1,3,0,0,0,1.0,4,3,20.754887502163466,26.26336900881878,2.3390923149762908
196.205,1.9353,26.3,0,2,3,2,0,2,0.0,15,4,518.1206554225114,87.80919529219739,2.268204423334219
300.313,3.5740000000000016,43.370000000000005,0,3,5,3,0,3,0.0,23,5,899.1811204381501,133.71206519001268,1.7341970942955065
288.302,3.7276000000000016,35.53,0,3,5,3,0,3,0.0,22,5,825.9956844813132,127.97983472776832,1.7211504785789777
56.064,0.42,17.07,0,1,2,0,0,0,0.6666666666666666,4,3,52.75488750216347,25.630657356666532,2.831257109931365
70.091,0.6659999999999999,17.07,0,1,2,0,0,0,0.75,5,3,72.09004635215048,31.995599471063137,3.3434170589539596
116.11599999999999,-0.17270000000000002,46.53,1,3,4,0,0,0,0.8,8,5,107.06618564394175,48.268320567162625,3.415023942200633
130.143,0.21739999999999998,46.53,1,3,4,0,0,0,0.8333333333333334,9,5,135.78908529851986,54.63326268155923,3.8169303256560934
144.17,0.6058999999999999,46.53,1,3,4,0,0,0,0.8571428571428571,10,5,156.73047810401044,60.99820479595584,3.875104537597212
158.15299999999996,0.3980999999999999,52.60000000000001,0,4,4,0,0,0,0.7142857142857143,11,6,206.66922310147203,65.47903837331049,4.4464218143246645
214.26099999999994,1.9585000000000001,52.60000000000001,0,4,8,0,0,0,0.8181818181818182,15,6,257.85598583958233,90.93880683089691,4.343821738698978
228.28799999999995,2.3486000000000002,52.60000000000001,0,4,9,0,0,0,0.8333333333333334,16,6,246.80302513413505,97.30374894529352,4.374500785479821
298.423,4.299100000000004,52.60000000000001,0,4,14,0,0,0,0.8823529411764706,21,6,336.5550566880555,129.1284595172766,4.09464722375272
85.106,0.16720000000000013,43.09,1,1,2,0,0,0,0.75,6,4,102.2114326716684,37.33549016807585,3.9084966379068447
141.21399999999997,1.5966,29.1,1,1,2,0,0,0,0.875,10,4,172.38689879982144,63.00523011225759,4.234261264386072
142.19799999999998,2.0252,26.3,0,2,5,0,0,0,0.875,10,4,145.99328661116542,62.568913158156434,3.7150386792966645
168.23599999999993,2.5578000000000003,26.3,0,2,3,0,1,1,0.9,12,4,198.2986791799739,74.29296623342044,2.387819690232039
226.3599999999999,4.365800000000005,26.3,0,2,11,0,0,0,0.9285714285714286,16,4,217.83953109577777,100.75856584453611,3.329480663684509
254.41399999999987,5.146000000000005,26.3,0,2,13,0,0,0,0.9375,18,4,242.6313713864834,113.48845007332933,3.268564871975443
114.14399999999998,1.2449999999999999,26.3,0,2,3,0,0,0,0.8333333333333334,8,4,122.91622381280226,49.83902892936323,3.9138693991816593
170.25199999999995,2.8054000000000014,26.3,0,2,7,0,0,0,0.9,12,4,169.50493347078907,75.29879738694966,3.541240028557843
142.19799999999998,1.8811,26.3,0,2,4,0,0,0,0.875,10,4,155.13685006057713,62.568913158156434,3.875104537597212
128.17099999999996,1.6335,26.3,0,2,3,0,0,0,0.8571428571428571,9,4,143.37599995311857,56.20397104375983,4.0231940275423135
100.11699999999998,0.8549,26.3,0,2,2,0,0,0,0.8,7,4,111.52562235615692,43.47408681496662,3.970539116982576
338.5760000000001,7.486600000000008,26.3,0,2,19,0,0,0,0.9545454545454546,24,4,319.2641083056342,151.678102759709,3.1704793754312774
198.30599999999993,3.585600000000003,26.3,0,2,9,0,0,0,0.9166666666666666,14,4,193.45778174805406,88.02868161574288,3.4163907440650547
190.24200000000002,2.4678000000000004,26.3,0,2,5,1,0,1,0.4166666666666667,14,4,336.13181389737264,84.89612313542726,2.3407555731818266
162.188,2.2875000000000005,26.3,0,2,3,1,0,1,0.3,12,4,309.1578539123785,72.16623890663404,2.669398819210599
128.17099999999996,1.6351,26.3,0,2,4,0,0,0,0.8571428571428571,9,4,134.40226335060703,56.20397104375983,3.8169303256560934
142.19799999999998,2.0236,26.3,0,2,4,0,0,0,0.875,10,4,157.13685006057713,62.568913158156434,4.034132633373443
224.34399999999994,3.8300000000000027,26.3,0,2,3,0,1,1,0.9285714285714286,16,4,286.6593418493394,99.75273469100686,2.4315378669737138
142.19799999999998,2.0236,26.3,0,2,2,0,0,0,0.875,10,4,170.38689879982144,62.568913158156434,4.234261264386072
134.17799999999997,2.2532000000000005,9.23,0,1,3,1,0,1,0.3333333333333333,10,3,250.0387806177137,61.63977469219367,2.959741274163975
118.17899999999995,2.4187000000000003,0.0,0,0,2,1,0,1,0.3333333333333333,9,2,216.26415929370793,56.52622946268678,2.9284445313943723
118.17899999999997,2.553020000000001,0.0,0,0,2,1,0,1,0.3333333333333333,9,2,232.75927179154445,56.52622946268678,2.9338523057637267
118.17899999999997,2.553020000000001,0.0,0,0,2,1,0,1,0.3333333333333333,9,2,232.7592717915445,56.526229462686786,2.8633946769604997
118.17899999999997,2.553020000000001,0.0,0,0,2,1,0,1,0.3333333333333333,9,2,215.50927179154448,56.52622946268678,2.8057445316140472
104.15199999999997,2.2446,0.0,0,0,2,1,0,1,0.25,8,2,183.70889642965702,50.16128734829017,2.746978188530898
160.26,3.5421000000000022,0.0,0,0,2,1,0,1,0.5,12,2,282.1851933554374,75.62105580587661,2.892668537162588
102.13599999999997,1.3812,0.0,0,0,1,1,0,1,0.0,8,2,223.51783657091423,49.47168431610592,2.89129509464075
120.15099999999997,1.32114,9.23,0,1,1,1,0,1,0.25,9,3,247.78972257956414,54.955521100486195,3.2477131903358982
244.29299999999998,4.038300000000002,9.23,0,1,3,3,0,3,0.0,19,3,679.1751642033295,112.33982528382106,2.2513632486576594
44.053,-0.17830000000000001,20.23,1,1,1,0,0,0,1.0,3,3,21.609640474436812,19.89842689442217,2.5395388613593908
120.15099999999997,1.9502,20.23,1,1,2,1,0,1,0.25,9,3,220.03859680452527,54.95552110048619,2.8057445316140472
142.19799999999998,1.7610999999999999,18.46,0,2,3,0,1,1,1.0,10,4,132.22626787690945,62.51510513409033,2.34050920225524
100.11699999999999,0.5924,18.46,0,2,1,0,1,1,1.0,7,4,89.02718014856455,43.42027879090051,2.23165161946076
86.08999999999999,0.39249999999999996,26.3,0,2,2,0,0,0,0.75,6,4,84.10749561002055,37.10914470057002,3.2364267831001374
148.16099999999997,1.6864000000000001,26.3,0,2,3,1,0,1,0.2222222222222222,11,4,274.2030075914188,65.80129679223742,2.592241631241082
72.063,0.0023999999999999577,26.3,0,2,3,0,0,0,0.6666666666666666,5,4,56.89659695223976,30.744202586173408,2.9804413212987453
100.11699999999999,0.7826,26.3,0,2,3,0,0,0,0.8,7,4,94.95878455585176,43.47408681496662,3.3430002458353805
70.091,0.8808,17.07,0,1,2,0,0,0,0.75,5,3,72.09004635215048,31.995599471063137,3.3434170589539596
132.16199999999998,2.1746999999999996,17.07,0,1,3,1,0,1,0.2222222222222222,10,3,258.4908622767174,60.68775156273055,2.7871515021142956
111.14399999999999,0.4518,20.310000000000002,0,1,2,0,1,1,0.8333333333333334,8,4,139.7095059445467,49.479486216530496,2.4627300537272863
110.2,3.0382000000000016,0.0,0,0,5,0,0,0,0.75,8,2,97.43071362054202,52.60424279642155,3.493363114326008
156.269,3.206500000000002,9.23,0,1,9,0,0,0,1.0,11,3,98.92553540426833,71.13727528690592,2.9093838449551863
96.173,2.6481000000000012,0.0,0,0,4,0,0,0,0.7142857142857143,7,2,86.91694057588535,46.23930068202494,3.5268216309683416
82.146,2.258,0.0,0,0,3,0,0,0,0.6666666666666666,6,2,70.59772060569361,39.874358567628335,3.4914178672815357
184.32299999999998,3.9867000000000035,9.23,0,1,11,0,0,0,1.0,13,3,120.1897467430868,83.86715951569914,2.9241178417559626
68.119,1.8679,0.0,0,0,2,0,0,0,0.6,5,2,66.48040587771368,33.50941645323173,3.285979158672653
128.215,2.775500000000001,9.23,0,1,8,0,0,0,1.0,9,3,61.1123978309719,58.08807958080182,2.6909155266923976
200.23399999999995,1.8453,52.60000000000001,0,4,9,0,0,0,0.8,14,6,208.9957102711674,84.25455323918948,3.2674355212489457
156.26899999999998,3.062400000000002,9.23,0,1,8,0,0,0,1.0,11,3,109.09786805862898,71.1372752869059,3.4638583685031055
114.188,2.0362,9.23,0,1,6,0,0,0,1.0,8,3,68.62644652043203,52.04244894371608,2.8861627976234385
128.215,2.4263000000000003,9.23,0,1,7,0,0,0,1.0,9,3,78.49230970275752,58.407391058112694,2.894206463174485
68.119,1.8679,0.0,0,0,2,0,0,0,0.6,5,2,59.10049400592804,33.50941645323172,3.159487600385118
170.25199999999998,2.8054000000000014,26.3,0,2,8,0,0,0,0.9,12,4,151.05742456244437,75.29879738694967,3.229724834726584
114.14399999999999,1.1036000000000001,26.3,0,2,6,0,0,0,0.8333333333333334,8,4,95.74860596185445,49.51971745205236,2.8385891218139165
198.30599999999995,3.585600000000003,26.3,0,2,10,0,0,0,0.9166666666666666,14,4,174.40169550220236,88.0286816157429,3.175090977494035
284.39599999999996,4.185900000000003,52.60000000000001,0,4,15,0,0,0,0.875,20,6,285.3193712452464,122.44420592556915,3.1977152431689393
128.171,1.7679,26.3,0,2,5,0,0,0,0.8571428571428571,9,4,117.00820116821995,55.884659566448974,3.294049034531003
96.17299999999999,2.5040000000000004,0.0,0,0,3,0,0,0,0.7142857142857143,7,2,95.089273230246,46.23930068202494,3.813950849343046
184.27899999999994,3.193900000000002,26.3,0,2,8,0,0,0,0.9090909090909091,13,4,173.97085663997376,81.66373950134629,3.5498222466782465
214.26099999999994,2.2354000000000003,52.60000000000001,0,4,10,0,0,0,0.8181818181818182,15,6,221.5169704748681,90.61949535358609,3.1776557318868135
172.17999999999998,1.0651,52.60000000000001,0,4,7,0,0,0,0.75,12,6,184.18009270430096,71.52466901039624,3.2674643165825263
170.25199999999995,2.8038000000000007,26.3,0,2,7,0,0,0,0.9,12,4,162.20098801185608,75.29879738694967,3.5983272829788
112.21599999999998,3.118100000000002,0.0,0,0,5,0,0,0,1.0,8,2,71.65784284662085,53.29384582860579,3.0332963258558214
228.28799999999993,2.6255000000000006,52.60000000000001,0,4,11,0,0,0,0.8333333333333334,16,6,234.11730005192328,96.9844374679827,3.1584759369183897
100.16099999999999,1.502,9.23,0,1,4,0,0,0,1.0,7,3,66.0782000346155,45.67750682931947,3.0608205611627874
142.19799999999998,2.0236,26.3,0,2,5,0,0,0,0.875,10,4,135.01955000865388,62.568913158156434,3.8073679533197797
98.18899999999998,2.7280000000000006,0.0,0,0,4,0,0,0,1.0,7,2,61.93649058453921,46.92890371420919,3.0608205611627874
218.33999999999995,4.3415000000000035,9.23,0,1,9,1,0,1,0.6,16,3,310.77456954211607,99.82942737857331,2.224778468557239
114.14399999999999,1.1727,26.3,0,2,4,0,0,0,0.8333333333333334,8,4,105.9209386162151,49.83902892936323,3.369897632655279
160.26000000000002,3.587200000000002,0.0,0,0,5,1,0,1,0.5,12,2,253.5291686790334,75.62105580587662,2.587691042042861
170.25199999999995,2.6613000000000007,26.3,0,2,6,0,0,0,0.9,12,4,176.96081175542736,75.29879738694964,3.953948450639674
232.36699999999988,4.983900000000005,9.23,0,1,10,1,0,1,0.625,17,3,341.2757474059385,106.19436949296993,2.287578254935349
110.19999999999999,2.8941000000000017,0.0,0,0,2,0,0,0,0.75,8,2,119.70950594454668,52.60424279642154,4.211614145716065
144.17,0.8714999999999999,35.53,0,3,5,0,0,0,0.8571428571428571,10,5,147.58691465459873,61.31751627326671,3.7150386792966645
176.259,3.1712000000000016,9.23,0,1,6,1,0,1,0.5,13,3,271.45553769187575,80.73460103538349,2.485267801779491
132.20600000000002,2.3476,0.0,0,0,3,1,0,1,0.4,10,2,256.01553398962693,62.891171577083384,3.018127395112653
156.22499999999997,2.2712000000000003,26.3,0,2,3,0,0,0,0.8888888888888888,11,4,182.5439480752344,68.93385527255303,4.029938861215426
197.32199999999997,3.0172000000000017,29.1,1,2,12,0,0,0,0.9166666666666666,14,4,165.09775004326937,88.25502708324875,2.904707557588277
138.254,3.652300000000003,0.0,0,0,4,0,1,1,1.0,10,2,108.40620687739315,65.0178989038698,2.045533324704611
282.42799999999994,2.9136000000000006,58.199999999999996,2,3,16,0,0,0,0.875,20,6,289.3193712452464,123.42617982448698,3.1738255194024827
183.295,2.6271000000000013,29.1,1,2,11,0,0,0,0.9090909090909091,13,4,153.5233477316291,81.89008496885214,2.8946809694676436
150.17699999999996,1.8825,18.46,0,2,5,1,0,1,0.3333333333333333,11,4,224.31612782453186,66.43400844438968,2.3397076792388094
169.268,2.237,29.1,1,2,10,0,0,0,0.9,12,4,142.08368795993283,75.52514285445552,2.884064614706359
170.25199999999998,2.6613000000000007,26.3,0,2,4,0,0,0,0.9,12,4,194.78890417564696,75.29879738694964,3.870360120761992
92.097,0.7043,9.23,0,1,1,1,0,1,0.0,7,3,200.0042779872738,42.22563687169298,2.9368661023365914
338.5360000000002,4.474000000000004,58.199999999999996,2,3,20,0,0,0,0.9,24,6,341.77287077392117,148.88594828207343,3.1646392143363067
127.187,1.2081,29.1,1,1,5,0,0,0,0.8571428571428571,9,4,119.00820116821994,56.640287997860995,3.361326226111766
176.259,3.4235000000000024,9.23,0,1,6,1,0,1,0.5,13,3,271.45553769187575,80.7346010353835,2.485267801779491
155.241,1.8469,29.1,1,2,9,0,0,0,0.8888888888888888,11,4,130.78310919110893,69.16020074005891,2.8729187591669154
141.214,1.4568,29.1,1,2,8,0,0,0,0.875,10,4,119.62548782626679,62.79525862566229,2.86138733944056
118.17899999999999,2.09362,0.0,0,0,2,1,0,1,0.3333333333333333,9,2,243.3180909119066,56.526229462686786,2.9929629518415926
98.14499999999998,1.5169,17.07,0,1,3,0,0,0,0.8333333333333334,7,3,101.23098268032228,44.72548369985634,3.7292088557923257
190.286,3.669500000000003,9.23,0,1,6,1,0,1,0.5384615384615384,14,3,295.3058331237776,87.0995431497801,2.449239136987459
127.187,1.0667,29.1,1,2,7,0,0,0,0.8571428571428571,9,4,108.61369602227545,56.43031651126568,2.8497612822334424
226.31999999999994,1.3531999999999995,58.199999999999996,2,3,12,0,0,0,0.8333333333333334,16,6,238.11730005192328,97.96641136690053,3.1907582521696827
