N,depth,instance,shots,matched_keys,missing_shots,mean_ideal_prob,linear_xeb,xeb_ci_low,xeb_ci_high,xeb_bootstrap_se,subset_prob_sum,subset_prob_median,subset_prob_max
40,10,33,20,20,0,1.5805621222349914e-12,0.7378464318196845,0.4015840163592559,1.1119151116369825,0.18290932237025045,3.161124244469982e-11,1.6133125305364422e-12,3.081248693251016e-12
40,10,34,20,20,0,1.528124282745091e-12,0.6801904175650875,0.13506954251570172,1.3499286732628493,0.3127502438561774,3.056248565490182e-11,1.3261347359252814e-12,5.527178198770306e-12
40,10,35,20,20,0,1.35891609862923e-12,0.4941440516148361,-0.09630651740988275,1.1132456078997481,0.31622927405421186,2.71783219725846e-11,1.1902615171026235e-12,4.388689953429569e-12
40,10,36,20,20,0,1.6338530687721965e-12,0.7964404471925306,0.24878389001425286,1.3521339725134853,0.2838189569330072,3.267706137544392e-11,1.3711119215294188e-12,3.683293196976699e-12
40,10,37,20,20,0,1.1979219838766663e-12,0.31712915044088863,-0.2082322529450901,0.9271113955419267,0.29952937782029276,2.3958439677533333e-11,1.0244180475175321e-12,5.290741203363071e-12
40,10,38,20,20,0,1.225836628365564e-12,0.34782162664166494,-0.1728320720678599,0.9749558010778147,0.29246102305494065,2.4516732567311283e-11,8.293400048676794e-13,4.8738949351582105e-12
40,10,39,20,20,0,2.434724236109075e-12,1.6770076080299674,0.9430092332988325,2.4989605033909905,0.40003529162283163,4.86944847221815e-11,2.030528066059917e-12,7.06102184709953e-12
40,10,3,20,20,0,1.2112078774973152e-12,0.3317371449621871,-0.05509248170578276,0.713775769473143,0.19272564745059928,2.4224157549946303e-11,1.0866564895750025e-12,2.7785346471475914e-12
40,10,40,20,20,0,2.1649556223044522e-12,1.3803938803427713,0.5083468634535777,2.3752791151121966,0.47339472040128505,4.329911244608904e-11,1.2646829438105477e-12,6.503996086956844e-12
40,10,41,20,20,0,9.195946708780958e-13,0.011105033471310088,-0.474305041329074,0.5729616848575413,0.26805720315624926,1.8391893417561912e-11,3.8097596815527375e-13,4.0078443310201644e-12
40,10,42,20,20,0,1.0416158393837025e-12,0.14526872707803928,-0.264523251406789,0.592816042123983,0.2240080072104913,2.0832316787674046e-11,6.165592788617538e-13,3.5450596647536334e-12
40,10,43,20,20,0,1.6830866251741855e-12,0.850573314933283,0.2131318825279905,1.6361376936124379,0.3626912253668177,3.366173250348371e-11,1.1786710866460944e-12,5.352269598247102e-12
40,10,44,20,20,0,1.4426852742746318e-12,0.5862492342861654,0.017984331995286772,1.2484663128116993,0.30587692479863443,2.8853705485492637e-11,1.1987943286417015e-12,4.7262819053620685e-12
40,10,45,20,20,0,1.094214901442025e-12,0.20310200742127638,-0.23913479583434044,0.7251378698153067,0.24304201359096558,2.18842980288405e-11,7.649379088532932e-13,3.844429426840344e-12
40,10,46,20,20,0,8.461396863245859e-13,-0.06965957616338048,-0.4549188848770377,0.3938764258215879,0.212672524528045,1.6922793726491718e-11,5.596334147375599e-13,3.4551789881561183e-12
40,10,47,20,20,0,1.175585677370196e-12,0.2925701217154557,-0.09337378093513107,0.6744461213659386,0.19656732336961577,2.3511713547403926e-11,1.2014607623949687e-12,2.8254764795412415e-12
40,10,48,20,20,0,1.4515032133248554e-12,0.5959446608049064,0.24808246385286678,0.9819707716482116,0.19025046724548178,2.9030064266497108e-11,1.169007510931791e-12,3.263987118648476e-12
40,10,49,20,20,0,1.5855102365813868e-12,0.7432869410791114,0.2570529931672308,1.2388745007604727,0.2596187745226976,3.171020473162773e-11,1.4524054226377602e-12,3.5642617164859497e-12
40,10,4,20,20,0,1.0212040366601972e-12,0.12282571263967546,-0.31183986462006585,0.6175262435657339,0.24596016114918828,2.0424080733203947e-11,6.918469773868347e-13,3.5412088559434576e-12
40,10,50,20,20,0,1.089771877788572e-12,0.19821685125182098,-0.19525844566540734,0.6051708823055005,0.20109470194839038,2.1795437555771433e-11,9.529758180376067e-13,3.025685709541771e-12
40,10,5,20,20,0,1.2937979546133446e-12,0.4225458950901779,0.024393515758086737,0.8684836249111288,0.2181757706575825,2.587595909226689e-11,1.357960339839471e-12,3.4908775062373723e-12
40,10,6,20,20,0,1.240531802436034e-12,0.36397914140433896,-0.0655773650662268,0.8322014132128975,0.23232380563691282,2.4810636048720668e-11,1.2192085717683855e-12,3.849449270652099e-12
40,10,7,20,20,0,1.4416550637442013e-12,0.5851165058288998,0.11375675030913687,1.1152870141238576,0.25877654109768217,2.8833101274884027e-11,1.3051637470606696e-12,4.2828789134403115e-12
40,10,8,20,20,0,1.4492337399529312e-12,0.5934493484435477,-0.10797009367049379,1.3561710311675172,0.37761876508358766,2.8984674799058614e-11,8.043609804278204e-13,5.926877942397841e-12
40,10,9,20,20,0,1.4583521455965837e-12,0.603475141475522,0.06011519137462209,1.193649816285741,0.294325878590552,2.916704291193167e-11,1.181125631118642e-12,3.924704352813665e-12
40,12,10,20,20,0,1.189088009503013e-12,0.30741609289758154,-0.11218096276063996,0.7606909255000739,0.222978069206516,2.3781760190060258e-11,9.702303265172124e-13,3.321775931901025e-12
40,12,11,20,20,0,1.3847620210563397e-12,0.5225619438540396,-0.033956412554535687,1.0924218985530474,0.2906090954001219,2.769524042112679e-11,9.017955326708033e-13,3.684927390347055e-12
40,12,12,20,20,0,8.200957285770108e-13,-0.09829521054014623,-0.43618348454748934,0.34032218368030687,0.19478072341180477,1.6401914571540214e-11,7.165835822352589e-13,3.008304577819421e-12
40,12,13,20,20,0,1.6259848298291138e-12,0.7877892269844913,0.23722163202422633,1.4003380488205308,0.2988020412427134,3.251969659658227e-11,1.648836367122479e-12,4.598689605263499e-12
40,12,14,20,20,0,1.585195184147202e-12,0.742940537264366,0.08537059397932953,1.5074721216497857,0.3617154878471414,3.170390368294405e-11,8.873545924596547e-13,4.967921138585665e-12
40,12,15,20,20,0,1.3044456314960538e-12,0.43425313963151835,-0.06779438798351496,0.9938720688107381,0.2729748287753469,2.608891262992108e-11,1.1114887986951657e-12,4.258378721911199e-12
40,12,16,20,20,0,1.709297298785945e-12,0.8793922553412543,0.173734018633984,1.7798346763231767,0.40778712816354185,3.41859459757189e-11,1.1530867864201996e-12,7.271022224527385e-12
40,12,17,20,20,0,1.508630248329156e-12,0.6587565000525015,-0.009069881523919665,1.478919058194983,0.384163502802263,3.0172604966583114e-11,1.0678046463395515e-12,7.425966453597268e-12
40,12,18,20,20,0,1.0140903055721628e-12,0.11500408259150996,-0.2642244258531549,0.5652166904632246,0.20977294626426388,2.0281806111443254e-11,8.60979474250917e-13,3.0893375892389756e-12
40,12,19,20,20,0,1.488694661885331e-12,0.6368370909509822,0.06409169160569975,1.3202631521346238,0.326340987760673,2.977389323770662e-11,1.0602692877888953e-12,5.178377485796004e-12
40,12,1,20,20,0,1.1350958652080115e-12,0.24805110243666784,-0.11911027377022396,0.6541151111054497,0.1992132417811092,2.2701917304160226e-11,8.919141676890488e-13,2.6508609119594754e-12
40,12,20,20,20,0,1.6235484585740057e-12,0.7851104084599207,0.1354984409468712,1.5414594812203728,0.35309274048322153,3.247096917148011e-11,1.150533316562308e-12,4.373834971911899e-12
40,12,21,20,20,0,1.556491514115744e-12,0.7113805183049327,0.030228901833916966,1.5601028748453882,0.3996191984360761,3.112983028231489e-11,1.0228621292708247e-12,7.163410394441752e-12
40,12,22,20,20,0,1.1339525259527593e-12,0.24679398763102522,-0.2191559631423587,0.7563033711844146,0.2508418754765073,2.2679050519055195e-11,7.887245626488425e-13,3.5595601627086752e-12
40,12,23,20,20,0,1.1469772267870862e-12,0.26111479764667145,-0.10973090930909683,0.67999341069106,0.19864072768846916,2.2939544535741724e-11,8.964122978831744e-13,3.2600857582025064e-12
40,12,24,20,20,0,1.3213393691985835e-12,0.45282800067204754,-0.041905291327405746,1.0028559823061358,0.2681348209154776,2.642678738397166e-11,1.0723295471454174e-12,4.274438409529402e-12
40,12,25,20,20,0,1.1776917320391796e-12,0.29488575331273514,-0.06299793470584344,0.6778107041771635,0.18780878314087865,2.3553834640783596e-11,1.0725167592612126e-12,3.0736141616257406e-12
40,12,26,20,20,0,1.638692779717749e-12,0.8017617656522404,0.255507964568492,1.4277155494160667,0.300213475804022,3.277385559435497e-11,1.2457296801092196e-12,5.292736546376358e-12
40,12,27,20,20,0,1.4161181145043785e-12,0.5570383332017892,-0.09144544302257741,1.511805844945307,0.4371902621288538,2.8322362290087567e-11,9.857091090095952e-13,8.816248259013134e-12
40,12,28,20,20,0,1.2512987563231566e-12,0.3758175323989583,-0.09427623377755774,0.9247901099196552,0.260545297818606,2.502597512646313e-11,1.1216779718014196e-12,3.748766518994576e-12
40,12,29,20,20,0,1.6148547921126645e-12,0.7755516210976698,0.20675406904778373,1.465141431771351,0.32278844713722016,3.229709584225329e-11,1.2616900351265083e-12,4.8613535133099654e-12
40,12,2,20,20,0,1.1395014804209784e-12,0.25289512759083177,-0.14888594496522953,0.691345924824474,0.21947344102355532,2.2790029608419568e-11,1.2028222235097412e-12,3.2229156848765314e-12
40,12,30,20,20,0,9.518182499979846e-13,0.04653523340218779,-0.42724658268722004,0.5732945696034746,0.25440240660985136,1.9036364999959696e-11,5.768603256202726e-13,3.496885050127409e-12
40,12,31,20,20,0,9.29881167973256e-13,0.022415156636522715,-0.3103354418654073,0.3957156575873905,0.18124622707788818,1.859762335946512e-11,6.735476021032668e-13,3.233492698995741e-12
40,12,32,20,20,0,1.2941518780043127e-12,0.4229350379738892,-0.11676933318946674,1.1064900784300364,0.3147279779073076,2.5883037560086255e-11,7.79633680023305e-13,5.828658035745736e-12
40,12,33,20,20,0,1.4811546675969951e-12,0.6285467795575923,-0.040406188968757153,1.4515947747111182,0.3891643515115996,2.96230933519399e-11,1.0908687765192403e-12,5.911706754745029e-12
40,12,34,20,20,0,1.3524510599096392e-12,0.48703566636862394,-0.024128616516277845,1.0248683146000845,0.26931978000753465,2.7049021198192782e-11,1.017018927057887e-12,3.749581823382543e-12
40,12,35,20,20,0,1.7306539072447886e-12,0.9028740946716121,0.22118695364614802,1.6494211847323261,0.3645874050008006,3.461307814489577e-11,1.4027511832821147e-12,5.651062263361875e-12
40,12,36,20,20,0,1.400059977734545e-12,0.5393822251029399,-0.004769523425492727,1.1366724309472078,0.29475874828671184,2.80011995546909e-11,7.719912971712985e-13,3.8655835070226965e-12
40,12,37,20,20,0,1.4356310445416672e-12,0.5784930266697677,-0.029341622978889238,1.260809781213203,0.33121291733362906,2.871262089083334e-11,7.152862443747768e-13,4.5702095913150195e-12
40,12,38,20,20,0,1.5282039920747353e-12,0.6802780588998736,0.14403550706208304,1.263955133554012,0.2868312533481712,3.0564079841494706e-11,1.1257604821753109e-12,4.5142010178757584e-12
40,12,39,20,20,0,1.8623821746950717e-12,1.047710856439985,0.531918242207823,1.619458197632341,0.2769189565012335,3.724764349390144e-11,1.9616760061294094e-12,4.965474519527213e-12
40,12,3,20,20,0,1.2734290737277324e-12,0.400150073711663,-0.2489131340442709,1.2645662155671928,0.3923501881518706,2.546858147455464e-11,7.270326209731859e-13,7.402834760380713e-12
40,12,40,20,20,0,9.243558527737264e-13,0.01634000832751248,-0.3445942240170746,0.43039002254447045,0.198773585212231,1.848711705547453e-11,7.800290642216906e-13,3.101830189675673e-12
40,12,41,20,20,0,1.2080192075450975e-12,0.3282311652725838,-0.17635543182117056,0.9145624154542702,0.27587211764535935,2.4160384150901948e-11,7.382239473385899e-13,4.5573841679413985e-12
40,12,42,20,20,0,9.442441348955827e-13,0.038207405776983006,-0.27116327225258835,0.36944023576590046,0.16602907407172549,1.888488269791165e-11,8.481337234136999e-13,2.0291342194097538e-12
40,12,43,20,20,0,1.506565150797554e-12,0.6564859013040134,0.11129829716552608,1.2235458611842378,0.2798299915516443,3.013130301595107e-11,1.596848723904888e-12,3.2823765746253426e-12
40,12,44,20,20,0,1.3469699186999623e-12,0.4810090878751019,-0.03137243822877719,1.034102219745306,0.27913060774772686,2.693939837399925e-11,9.313134940176872e-13,4.083668981843176e-12
40,12,45,20,20,0,1.7866443555370253e-12,0.9644362436133171,0.2769894130713212,1.7240182546473233,0.3750209761167975,3.573288711074051e-11,1.468740557756277e-12,4.867481470461183e-12
40,12,46,20,20,0,1.4313120233024192e-12,0.573744212596603,-0.04040447794069208,1.2473385936625756,0.3342325787746047,2.8626240466048385e-11,7.676190388342284e-13,3.938832232136675e-12
40,12,47,20,20,0,1.3597800615734607e-12,0.4950939889179853,-0.12137822843563291,1.2079045704650069,0.3412964563624444,2.719560123146921e-11,6.963431876102833e-13,4.4004610076403355e-12
40,12,48,20,20,0,1.2373480650980776e-12,0.36047858518147136,-0.004818249921221873,0.7375261997639156,0.190627410049637,2.474696130196156e-11,1.25568428396273e-12,3.0527428503264853e-12
40,12,49,20,20,0,9.672079555262365e-13,0.06345639357854926,-0.3464069414330432,0.5511550651548683,0.2235576620194144,1.9344159110524728e-11,6.251002154443213e-13,3.722730084436506e-12
40,12,4,20,20,0,1.2866511996273833e-12,0.4146879548822473,-0.06710374244236625,0.9360314635638087,0.2513564899717835,2.5733023992547667e-11,1.0565437731166249e-12,3.8371625542194055e-12
40,12,50,20,20,0,9.06041890381591e-13,-0.003796406273292696,-0.345619383281178,0.38705588833333054,0.1871640724383898,1.8120837807631824e-11,7.004978677914282e-13,2.897064535809309e-12
40,12,5,20,20,0,1.1729197457914029e-12,0.2896388989457175,-0.24020798562450846,0.87437153083306,0.28443781218857395,2.3458394915828065e-11,9.028817332399868e-13,4.550987918989339e-12
40,12,6,20,20,0,1.4138506276597217e-12,0.55454520505026,0.14891863004037798,1.0341703767081507,0.2198983473350655,2.8277012553194433e-11,1.2899641338670915e-12,4.038234171340195e-12
40,12,7,20,20,0,8.765231619899454e-13,-0.0362525913770686,-0.3592756414090198,0.33412695235044343,0.1802775780430404,1.753046323979891e-11,6.843334694449151e-13,2.7809520171235048e-12
40,12,8,20,20,0,1.2805995497729344e-12,0.4080340955000519,-0.027732650561614686,0.8642421624737964,0.22872160473389672,2.5611990995458696e-11,1.1216903067714124e-12,3.519359954235746e-12
40,12,9,20,20,0,1.5771149184375852e-12,0.7340561911611228,0.16538477107976124,1.3678009993874058,0.31207634169893045,3.154229836875171e-11,1.1931176427186479e-12,4.301513037447177e-12
40,14,10,20,20,0,9.716019039262214e-13,0.06828759093618042,-0.3149393742552509,0.48733248246289584,0.20509780757330945,1.9432038078524428e-11,6.217144999985811e-13,2.5681884577508452e-12
40,14,11,20,20,0,1.410001922447557e-12,0.5503135089176028,0.06758216554472504,1.0708770371074667,0.253976804558414,2.8200038448951143e-11,1.1818690437134984e-12,4.548110240689101e-12
40,14,12,20,20,0,1.1939597788231177e-12,0.31277265991287906,-0.18256774036116288,0.9817946897334112,0.30529327248969734,2.3879195576462353e-11,8.733743204186148e-13,5.748737691400564e-12
40,14,13,20,20,0,1.2937885679593943e-12,0.42253557435501365,-0.02740310891780185,0.8756924188870826,0.2308517488250269,2.5875771359187885e-11,1.2900545192552294e-12,3.0799493939386144e-12
40,14,14,20,20,0,1.092491801779661e-12,0.20120743930669027,-0.23002188939008777,0.6777497755597077,0.230599241591876,2.184983603559322e-11,7.595719987386234e-13,3.7229930293279215e-12
40,14,15,20,20,0,1.0216686940923335e-12,0.1233366088892418,-0.3315271040572271,0.6593321035407776,0.25909254542866383,2.043337388184667e-11,6.476136241664091e-13,4.109059484594853e-12
40,14,16,20,20,0,1.2175091357866802e-12,0.33866545172096374,-0.019485472362117374,0.6649875026806199,0.17419592286290655,2.4350182715733603e-11,1.2360557559655885e-12,2.1840504896778374e-12
40,14,17,20,20,0,1.3292680987943358e-12,0.4615457310560689,-0.22605944860951746,1.170533324147488,0.36363208382821394,2.6585361975886722e-11,8.079706843538166e-13,4.512750885139059e-12
40,14,18,20,20,0,9.416955582073363e-13,0.035405216073977286,-0.438207437750245,0.558759360770001,0.256388368822614,1.883391116414673e-11,5.886845121635698e-13,3.5968431155351163e-12
40,14,19,20,20,0,1.555804326875812e-12,0.710624947944168,0.030757125257403383,1.5692621726820555,0.3977233728169128,3.111608653751623e-11,1.0430892064860646e-12,6.6241782148487365e-12
40,14,1,20,20,0,1.1939158659214006e-12,0.31272437716683177,-0.1669108494987236,0.888722262241673,0.26855566806267717,2.3878317318428014e-11,1.0196225916404303e-12,4.1076957936458655e-12
40,14,20,20,20,0,9.772897772713358e-13,0.07454147381645093,-0.29694007147273027,0.49574218843593,0.20491856151671017,1.954579554542672e-11,6.851064634212722e-13,2.61322799724237e-12
40,14,21,20,20,0,1.593045430598205e-12,0.7515719745181513,0.2283393426783606,1.329367422724246,0.2803821599559676,3.1860908611964096e-11,1.1904552373295705e-12,3.5924437094423407e-12
40,14,22,20,20,0,8.566574057471512e-13,-0.05809522136058454,-0.40451091049000426,0.35977690357865855,0.19675079916489907,1.713314811494302e-11,5.290175857310494e-13,3.216761739195356e-12
40,14,23,20,20,0,1.4026792917413846e-12,0.5422621913102565,0.01263300817758169,1.2213610325502053,0.302327747422494,2.8053585834827695e-11,1.300365172333608e-12,5.594182727355836e-12
40,14,24,20,20,0,9.626445243782851e-13,0.058438847968821594,-0.27857429033038406,0.44054944725556516,0.1830092574390189,1.92528904875657e-11,8.680749869913768e-13,2.7808975996980236e-12
40,14,25,20,20,0,1.2947990864582343e-12,0.4236466511945709,-0.17465748252105837,1.2309076818469242,0.35536274796215256,2.5895981729164685e-11,8.707526013650359e-13,6.638842940432465e-12
40,14,26,20,20,0,1.4756515295949602e-12,0.6224960153350989,0.22141132126409674,1.0611899784106262,0.21652516949105002,2.95130305918992e-11,1.4884996046937965e-12,3.703085977094983e-12
40,14,27,20,20,0,1.3767632476096037e-12,0.5137671994414075,-0.045995955636851146,1.129891382757045,0.2962886394785992,2.7535264952192072e-11,9.73724547863464e-13,4.9579451546059415e-12
40,14,28,20,20,0,9.411244732780407e-13,0.034777301553769124,-0.3257476701285541,0.49481314360362694,0.21224275230158893,1.8822489465560812e-11,7.386350084971189e-13,3.919310072184207e-12
40,14,29,20,20,0,1.1456829085247906e-12,0.2596916796672346,-0.17892408242419683,0.7373901412343813,0.23215914897749468,2.2913658170495812e-11,8.693376229447703e-13,3.0972779223375374e-12
40,14,2,20,20,0,1.1343842124592772e-12,0.24726863196449567,-0.21592334464663163,0.7881957604711842,0.26147536587748077,2.268768424918555e-11,6.814181827150099e-13,4.049246093772136e-12
40,14,30,20,20,0,1.3276050061100019e-12,0.4597171413115746,-0.1479091364057691,1.1786746079379606,0.33948139408235595,2.6552100122200037e-11,8.927364320630715e-13,4.792128072549622e-12
40,14,31,20,20,0,1.2903241066512545e-12,0.4187263588627339,-0.012294923342301084,0.8985318731280991,0.23601937340207005,2.5806482133025093e-11,1.2109058314915759e-12,3.887579531910469e-12
40,14,32,20,20,0,1.0860628801842484e-12,0.19413876525847384,-0.24661247806773803,0.6911965264940465,0.24042479364058775,2.1721257603684973e-11,8.085397154915495e-13,4.031644991262149e-12
40,14,33,20,20,0,1.367026428860342e-12,0.503061454009047,-0.17775344430154724,1.4839328729503394,0.43881918742679704,2.734052857720685e-11,8.451664866041141e-13,8.467135181733219e-12
40,14,34,20,20,0,1.4486467485696896e-12,0.5928039445922693,-0.012022974178086843,1.2919370748238443,0.337205126042267,2.8972934971393786e-11,9.558865256776882e-13,4.96325725670946e-12
40,14,35,20,20,0,1.0403101983775274e-12,0.1438331596100486,-0.3166550557246958,0.6769625456444202,0.2532434905487991,2.0806203967550554e-11,6.228618707735783e-13,4.032398501915372e-12
40,14,36,20,20,0,1.1550732754032089e-12,0.2700164972391381,-0.07976500305065692,0.655867683371901,0.1859496406426766,2.3101465508064176e-11,1.0072668911223098e-12,3.1003557466989527e-12
40,14,37,20,20,0,1.243280886939855e-12,0.36700179178202896,-0.2502549507061792,1.0156980433057776,0.3298061746155004,2.4865617738797098e-11,5.611632005891742e-13,5.0659918756052e-12
40,14,38,20,20,0,1.5431778170393487e-12,0.6967419535607486,0.22156107723082413,1.1802373460258933,0.2444291696461463,3.086355634078697e-11,1.4167824930072536e-12,3.757787064994611e-12
40,14,39,20,20,0,1.473225790400288e-12,0.6198288868846049,0.09728975918043323,1.2066392241920885,0.28305652363835887,2.946451580800576e-11,1.275019841990061e-12,4.71451865640965e-12
40,14,3,20,20,0,1.0589645425685352e-12,0.1643438279565974,-0.31069509182261273,0.7958364558701317,0.2817145396217996,2.1179290851370697e-11,6.32221547050439e-13,4.8790413506605725e-12
40,14,40,20,20,0,1.8119093869805978e-12,0.9922154394616514,0.2142915907303992,1.9466679762452113,0.45219260235466396,3.623818773961197e-11,1.3234546504080392e-12,7.17177711578522e-12
40,14,41,20,20,0,1.5299384111302523e-12,0.6821850728188508,0.007978692019666422,1.635476823127587,0.4207460184301716,3.059876822260505e-11,1.115633601391629e-12,8.108357101308104e-12
40,14,42,20,20,0,1.7742944501093004e-12,0.9508573789935997,0.3151072926534986,1.6861911941766525,0.35645306358254497,3.548588900218601e-11,1.3895867595022123e-12,4.958368497362873e-12
40,14,43,20,20,0,1.4432023136356912e-12,0.5868177250756681,-0.03619092230021929,1.2935420094334174,0.3445252534625595,2.886404627271383e-11,8.324428996482435e-13,5.500149045197747e-12
40,14,44,20,20,0,1.2780515014065787e-12,0.4052324866931081,-0.09301943924250948,0.9545690215567383,0.2711283941300067,2.5561030028131576e-11,9.38896283715599e-13,3.347265474134723e-12
40,14,45,20,20,0,1.2862556854395623e-12,0.4142530824337878,-0.1122544907305858,1.1315839139315675,0.3207572371149064,2.572511370879125e-11,9.458289564137933e-13,5.892290484778118e-12
40,14,46,20,20,0,1.5124058697868413e-12,0.6629078397473069,0.009254110191929676,1.3161826646312753,0.3329551553547384,3.0248117395736825e-11,1.0039409205021895e-12,3.9316972552692515e-12
40,14,47,20,20,0,1.1723237347704523e-12,0.28898357789789975,-0.0900234845485155,0.7272481358912644,0.21126907762841088,2.3446474695409055e-11,9.543981057436144e-13,3.111728292290609e-12
40,14,48,20,20,0,1.396411095172357e-12,0.5353702362974251,-0.10972933796228505,1.235399983325081,0.34138467232197606,2.7928221903447135e-11,7.606585475596434e-13,4.462197412907397e-12
40,14,49,20,20,0,1.0461901409672534e-12,0.15029822485810773,-0.1713555430883688,0.45964741130347936,0.16367120120072862,2.0923802819345068e-11,9.420503074933827e-13,2.3392874498498796e-12
40,14,4,20,20,0,7.932472430591286e-13,-0.1278154325552332,-0.43884734412602044,0.18633919649373215,0.15691562407105383,1.5864944861182568e-11,5.299345244171396e-13,2.1438421415938395e-12
40,14,50,20,20,0,1.2612878392993942e-12,0.38680064528215086,-0.03619548734053149,0.8282568977790319,0.22658317656349508,2.5225756785987883e-11,1.2107055683573399e-12,3.386292844888785e-12
40,14,5,20,20,0,1.0612643061117014e-12,0.16687244471344398,-0.30455409226462177,0.7147083999475227,0.2648777138580422,2.122528612223403e-11,5.999892078547442e-13,3.873699286778751e-12
