dataset,source_file,cycle,rmse_v,mae_v,cost,Qmax_Ah,R0_Ohm,kappa_V,tau_s,alpha_ocv,beta_temp,gamma_age
CS2_36,CS2_36_1_24_11.xlsx,31,0.08489895678055072,0.05445952521652964,2.024167176980738,1.1758136229407004,0.010000008399117834,0.09548389436100753,449.96244203097626,0.9428321144616698,0.0199999999,0.17992415567365858
CS2_36,CS2_36_1_24_11.xlsx,32,0.08253908612546886,0.052580311466477035,1.964424661852164,1.1908382129135495,0.0478896009009328,0.09865197481583209,426.29586461250676,0.9344064075816958,0.0199999999,0.010986856886788021
CS2_36,CS2_36_1_24_11.xlsx,33,0.07962737680065261,0.051681289766913496,1.8040050979824076,1.1430583755337818,0.03688057273607567,0.09294322988894309,447.8118806369414,0.9333365731089651,0.0199999999,0.17335677539081537
CS2_36,CS2_36_1_24_11.xlsx,34,0.08100327613657604,0.05221957036701135,1.8409926782418666,1.1535786606284872,0.01276241231719194,0.09489968738263409,447.5303909258519,0.9409043672102964,0.0199999999,0.17990992580344364
CS2_36,CS2_36_1_24_11.xlsx,35,0.09300802151761649,0.06060265685638631,2.2712193459405263,1.117535559124536,0.03420181336941567,0.09713394098699485,356.7052183269811,0.9374050076151311,0.0199999999,0.0023987019493328455
CS2_36,CS2_36_1_24_11.xlsx,36,0.08356588994186555,0.0546251358532037,1.9127529783691581,1.1387348075673642,0.013544612535764599,0.094794648048374,444.5025344591802,0.9404735888203618,0.0199999999,0.17996723649175703
CS2_36,CS2_36_1_24_11.xlsx,37,0.08294295211773672,0.054028815140151176,1.9208249640969,1.13014383514141,0.04275061953226869,0.09404469149192342,408.2935438196474,0.9322513656209839,0.0199999999,0.1405688387088669
CS2_36,CS2_36_1_24_11.xlsx,38,0.08875377946718267,0.05722536480151331,2.136167717755187,1.1663804625348704,0.010003435347328704,0.0970763374026274,449.94639975403413,0.943891257854465,0.0199999999,0.17999999914103587
CS2_36,CS2_36_1_24_11.xlsx,39,0.08469888829398552,0.053763858768511905,2.0874837974126996,1.160680168148853,0.04753354542907075,0.09453006906200985,363.68348759179787,0.9323958039116768,0.0199999999,0.1003162909635268
CS2_36,CS2_36_1_24_11.xlsx,40,0.08627083787675428,0.054947228767363215,2.065639847370707,1.1711107232717202,0.010018741056787503,0.09558150916751644,449.98578414801176,0.9432991997825814,0.0199999999,0.1799987345817162
CS2_36,CS2_36_1_24_11.xlsx,41,0.08885579688333821,0.056663331968479363,2.157146882565147,1.1672070356400208,0.01000406766619679,0.09559863000740887,449.9999890835295,0.9437373843259127,0.0199999999,0.17999999540484934
CS2_36,CS2_36_1_24_11.xlsx,42,0.08262189608862658,0.052557589332426324,1.9062994452645778,1.152713912020767,0.010096137177839033,0.09389565759075062,449.97863456105625,0.9417974930812609,9.99999999999994e-05,0.17999999183459042
CS2_36,CS2_36_1_24_11.xlsx,43,0.0906642137308985,0.05905824666156376,2.070437628616207,1.1091262350928484,0.010013620023215323,0.09649686541724538,448.4644001126771,0.9448777399956032,0.0199999999,0.16043362497819127
CS2_36,CS2_36_1_24_11.xlsx,44,0.08402699957530817,0.05509030940734649,1.8323401436037687,1.108370580049391,0.010023433681632141,0.09620096423076226,449.9949014341513,0.9428129167144197,9.94999999999989e-05,0.17999994405131636
CS2_36,CS2_36_1_24_11.xlsx,45,0.08900968397206761,0.058949410971037786,1.9725879502578343,1.0972737511530515,0.010005772924413533,0.09809509680097307,449.9472321236464,0.9443091564281991,0.0199999999,0.17999951297189576
CS2_36,CS2_36_1_24_11.xlsx,46,0.08089662065303356,0.05369803919848731,1.6859601326459521,1.0848325459674146,0.023911107367360122,0.0962613623478823,443.8848223842454,0.9385832852036,0.0199999999,0.17910826790278697
CS2_36,CS2_36_1_24_11.xlsx,47,0.08339829465400776,0.05550142486818991,1.7404617713191617,1.0775331662390386,0.012377200327418628,0.09719724193016703,445.44694947591324,0.9422322397080359,0.0199999999,0.179973303945718
CS2_36,CS2_36_1_24_11.xlsx,48,0.0863727151202008,0.05858421685536469,1.8089167145156044,1.0494598055724258,0.012746665708531545,0.09573201461864916,443.2737905192447,0.9414027629701286,0.0199999999,0.17999969795588228
CS2_36,CS2_36_1_24_11.xlsx,49,0.0894285753982496,0.060158943778825615,1.9013001968527792,1.062688902370592,0.011399110972107726,0.0987947184515711,448.54595800041363,0.9438674455879503,0.0199999999,0.17999294968042204
CS2_36,CS2_36_1_24_11.xlsx,50,0.08793532596785958,0.059068387690316915,1.8370622147028637,1.0578353595524994,0.01004015410067919,0.09836316451250081,448.20571315192916,0.9437041567948607,0.0199999999,0.17495740330412504
CS2_36,CS2_36_1_28_11.xlsx,2,0.08775535255255755,0.05670285093417588,2.022508341471623,1.1448530803933448,0.01001123178954827,0.09629584879194901,449.9999999952204,0.9475471340861431,0.0199999999,0.17687972726100046
CS2_36,CS2_36_1_28_11.xlsx,3,0.09180154629254492,0.06011836085494376,2.0679907151645813,1.109885027965734,0.010004460545136118,0.09856983920572818,449.99999971690454,0.9487786049087639,0.0199999999,0.17102426247822264
CS2_36,CS2_36_1_28_11.xlsx,4,0.08236182891745655,0.054713631603654625,1.7164938475302205,1.0878302927812524,0.0100007712197556,0.09584571251609447,449.9999986347115,0.9445654751733308,0.0199999999,0.17941498100654735
CS2_36,CS2_36_1_28_11.xlsx,5,0.08802988560084252,0.05890384321659302,1.8899052830581047,1.0875650258326086,0.010021946669462755,0.09908890776000011,449.9999369215329,0.9460239201931554,0.0199999999,0.1781115375082305
CS2_36,CS2_36_1_28_11.xlsx,6,0.08577223244293915,0.05785094129172069,1.7592771842638482,1.060265976249264,0.010000000000142313,0.09838944097113995,449.999999996081,0.9450605940083739,0.0199999999,0.1271589322845961
CS2_36,CS2_36_1_28_11.xlsx,7,0.08204984911910179,0.0552319941983097,1.641252332919337,1.0519816675169211,0.010000447978371374,0.09690923050976741,449.99998982567735,0.942851604577684,0.0199999999,0.17788345761638083
CS2_36,CS2_36_1_28_11.xlsx,8,0.08267589633331567,0.05582010904554138,1.6294277813080618,1.0431479084362378,0.010000003325458902,0.0978535177394737,449.99951450516045,0.9436524387213538,0.0199999999,0.17692555334896096
CS2_36,CS2_36_1_28_11.xlsx,9,0.08469177838286253,0.05749219787889448,1.6664121651701698,1.0370060312909515,0.010000000000000024,0.09946621774028018,449.9995123683541,0.9449480813910016,0.0199999999,0.15040436749157285
CS2_36,CS2_36_1_28_11.xlsx,10,0.08815426144793483,0.06024555815874487,1.7525903370027989,1.028009009606989,0.010013113562979608,0.10042740454595037,449.981834842484,0.9457932785149114,0.0199999999,0.12494919881976503
CS2_36,CS2_36_1_28_11.xlsx,11,0.08025975848315589,0.054767170382061636,1.529354609389729,1.0282868835111916,0.010007948494123831,0.09766394532897466,449.99995796931546,0.9424877590564272,9.999999950000005e-05,0.1799718041437826
NASA,B0005.mat,2,0.38719159586749347,0.3393268106921884,265.2296566551561,1.1999999999999997,0.07999999999999999,0.035000000000000114,40.00000000000002,1.0545634668350816,6.751157908542928e-27,2.0621915005460868e-16
NASA,B0005.mat,4,0.3894473348047424,0.34171353882238525,269.6851968546051,1.1999999999999997,0.07999999999999999,0.03500000000000005,40.00000000000001,1.0559826528793754,2.951609358545924e-26,9.513902104983067e-17
NASA,B0005.mat,6,0.3912693244894641,0.34397900216099014,288.33429962553964,1.1999999999999997,0.07999999999999999,0.03500000000000007,40.00000000000001,1.0569677138531046,1.1555294628691646e-26,1.5544909617358123e-16
NASA,B0005.mat,8,0.3903731917057781,0.3426592146781958,272.8811479808893,1.1999999999999997,0.07999999999999999,0.03500000000000002,40.00000000000001,1.056228215363648,1.5953627894722263e-26,2.5695534826034495e-17
NASA,B0005.mat,10,0.3897539137187321,0.3417610722093284,263.02566441499096,1.1999999999999997,0.07999999999999999,0.03500000000000008,40.00000000000002,1.0559151656237495,2.2874718305978254e-26,1.5270619669521866e-16
NASA,B0005.mat,12,0.3891346919361381,0.3411213703998235,257.7864599176851,1.1999999999999997,0.07999999999999999,0.035000000000000094,40.00000000000002,1.0564723322040361,6.194471709977686e-27,1.8265393369660142e-16
NASA,B0005.mat,14,0.3886903171094324,0.3403591374958738,250.4572750898463,1.1999999999999997,0.07999999999999999,0.03500000000000004,40.00000000000001,1.0564165142864803,7.854165721084697e-27,7.608569401662809e-17
NASA,B0005.mat,16,0.39121554926846325,0.3434111598252739,282.8713146074169,1.1999999999999997,0.07999999999999999,0.03500000000000001,40.00000000000001,1.0569522265601206,2.0137812388004596e-29,4.401979681621528e-20
NASA,B0005.mat,18,0.39035941540027863,0.34196500248868206,267.9041479936893,1.1999999999999997,0.07999999999999999,0.03500000000000001,40.00000000000001,1.0557516495500314,1.2233508691936423e-27,1.4940022305665495e-19
NASA,B0005.mat,20,0.3897199900481472,0.34109213197029536,257.4703000351567,1.1999999999999997,0.07999999999999999,0.03500000000000001,40.00000000000001,1.0553320202343273,8.752755589329747e-26,5.256111992109183e-18
NASA,B0005.mat,22,0.3894075046972695,0.340102979168092,242.48228335685226,1.1999999999999997,0.07999999999999999,0.03500000000000001,40.00000000000001,1.0540506366183513,1.8865592432238908e-26,1.0718638248957316e-17
NASA,B0005.mat,25,0.39054101027376537,0.3419705897139086,272.2689311936846,1.1999999999999997,0.07999999999999999,0.03500000000000001,40.000000000000014,1.0552088550356833,1.572924302700521e-26,1.3850678793698254e-17
NASA,B0005.mat,27,0.39014689950431874,0.3410531536680008,257.19026787944836,1.1999999999999997,0.07999999999999999,0.03500000000000001,40.00000000000001,1.0539639603970357,9.51694140667719e-27,2.170122226235458e-18
NASA,B0005.mat,29,0.38985661290104434,0.3405197826999014,249.72530497185488,1.1999999999999997,0.07999999999999999,0.03500000000000001,40.00000000000001,1.0532448781076322,1.4303115351383536e-26,2.6783102644567287e-18
NASA,B0005.mat,31,0.3911239443379696,0.3425419872650987,282.20269630923394,1.1999999999999997,0.07999999999999999,0.03500000000000001,40.00000000000001,1.054202069024323,3.840765436320292e-26,8.969517063532248e-18
NASA,B0005.mat,33,0.39038308114886,0.3414785118885674,269.78338367113935,1.1999999999999997,0.07999999999999999,0.035000000000000024,40.00000000000003,1.05304946611341,2.3570066988770787e-25,3.126164057375524e-17
NASA,B0005.mat,35,0.38994646713287323,0.3406234772943048,256.33545900886105,1.1999999999999997,0.07999999999999999,0.03500000000000001,40.00000000000001,1.051997197514205,2.83275442944348e-26,2.491285696502976e-18
NASA,B0005.mat,37,0.3898158506580951,0.3399011748140185,242.6179666703719,1.1999999999999997,0.07999999999999999,0.03500000000000001,40.00000000000001,1.0508728425970753,2.636062985064434e-26,1.828522081979591e-18
NASA,B0005.mat,39,0.3895101522543244,0.33941740734202913,236.82274254184375,1.1999999999999997,0.07999999999999999,0.03500000000000001,40.00000000000001,1.0504812436760507,6.878358006446492e-26,4.5834513352322175e-18
NASA,B0005.mat,42,0.3904617593228828,0.3413555516939082,266.92050725800857,1.1999999999999997,0.07999999999999999,0.03500000000000001,40.00000000000001,1.0571542448337639,3.128340971741658e-28,9.791539990092919e-20
Oxford,ExampleDC_C1.mat,1,0.11941829179231887,0.10447634452550422,1453.757151891738,1.1999999999999997,0.010000000000033052,0.035000000000024345,40.00000000008348,0.9747534668707027,3.675271419353979e-15,0.17999999999991367
