dataset,source_file,cycle,n_points,duration_s,capacity_ah,v_mean,v_min,v_max,i_mean,i_std,temp_mean,temp_max
CS2_36,CS2_36_1_10_11.xlsx,34,66,1921.2489932396566,0.5869765471158175,3.484761798020565,2.699855327606201,3.987536668777466,-1.0998904705047607,0.00011417718714085267,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,35,65,1912.4362677260651,0.5842782309048857,3.491943223659809,2.699693441390991,3.987212657928467,-1.0998596851642315,0.00011312987383816136,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,36,48,1403.6636874306714,0.42884358266914546,3.446939989924431,2.699855327606201,3.8545572757720947,-1.099837412436803,0.00011717968928956841,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,37,64,1890.3897672433523,0.5775431757555438,3.4925588592886925,2.699531316757202,3.987374782562256,-1.099856361746788,0.0001240275404373862,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,38,64,1882.8586439719074,0.5752441616843562,3.488193191587925,2.699693441390991,3.987536668777466,-1.0998506769537926,0.00012647865963698904,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,39,64,1866.4679424905335,0.5702301573035697,3.4792720526456833,2.699855327606201,3.987374782562256,-1.0998847857117653,7.856540229401028e-05,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,40,64,1869.8119753893698,0.571258005712906,3.481673814356327,2.699855327606201,3.987536668777466,-1.0998705737292767,0.00012082692851955467,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,41,64,1873.733821060625,0.5724617288591958,3.4876566492021084,2.699855327606201,3.987536668777466,-1.099867731332779,0.00011369585990905762,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,42,66,1932.202643792145,0.5903360242690354,3.507963122743549,2.699693441390991,3.988508462905884,-1.0998959848375032,0.00012252730849489254,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,43,66,1932.7188290246995,0.5904940675810373,3.5078551516388403,2.699855327606201,3.988670587539673,-1.0999014973640442,0.0001221546461127842,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,44,66,1928.218529152684,0.5891194540003539,3.5064440207047896,2.699693441390991,3.988670587539673,-1.0999014955578428,0.00010444746834077087,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,45,66,1925.890378033684,0.5884061052384624,3.504924911441225,2.699855327606201,3.988670587539673,-1.0998987392945723,0.00012030070925519491,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,46,66,1923.2809826625744,0.5876103025185415,3.503550587278424,2.699693441390991,3.988508462905884,-1.0998877142414902,0.00012055304452826729,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,47,66,1921.3437450152705,0.5870215894134674,3.5028340021769204,2.699855327606201,3.988670587539673,-1.0998711766618672,0.00011474135630223583,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,48,66,1924.9688432855764,0.5881321938698818,3.506686954787283,2.699693441390991,3.988832473754883,-1.0998932267680313,0.00012860264837930997,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,49,66,1925.2030925920117,0.5881978492992701,3.5071311755613848,2.699855327606201,3.988832473754883,-1.0999097643476543,0.00012317135816095672,25.0,25.0
CS2_36,CS2_36_1_10_11.xlsx,50,66,1923.5626234931988,0.5876961668886338,3.5069642933932217,2.699855327606201,3.988832473754883,-1.0998739329251377,0.00010371756793556092,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,1,70,2042.499667542953,0.6240410372620651,3.5323222364698137,2.699855327606201,3.989642381668091,-1.0998982667922974,0.00012080752216429438,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,2,68,2002.422028585086,0.6117895251638741,3.5306122793870816,2.699855327606201,3.9894802570343018,-1.0999065216849833,9.734187630469499e-05,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,3,67,1964.7191483015376,0.6002764997962511,3.5188366192490306,2.699855327606201,3.989318370819092,-1.0999339125049648,0.00012607071296697725,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,4,66,1934.7660398088337,0.5911207719329792,3.512297110124068,2.699855327606201,3.989156484603882,-1.0999097643476543,0.00011028497873014083,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,5,65,1910.7787814503026,0.5837923156880622,3.5101389518150916,2.699693441390991,3.989156484603882,-1.099904465675354,0.00012070544939587113,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,6,65,1894.765827802752,0.5788972196624069,3.500624939111563,2.699855327606201,3.9889943599700928,-1.0998764771681566,0.00011194669283353366,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,7,64,1881.0787020840435,0.5747096228583479,3.506232887506485,2.699855327606201,3.9889943599700928,-1.0998734161257744,0.00011910964085708978,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,8,64,1875.407393092013,0.5729886444422609,3.504129771143198,2.699855327606201,3.988832473754883,-1.0999160520732403,9.575965883437738e-05,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,9,64,1866.1260735780234,0.5701477850503007,3.4998096749186516,2.699855327606201,3.989156484603882,-1.0998791009187698,0.00010105509073155812,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,10,65,1916.6575595441682,0.5855914388069312,3.521429678109976,2.699855327606201,3.989318370819092,-1.0999044638413649,0.0001248469148907158,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,11,65,1894.691241550885,0.5788734692414046,3.5094661419208233,2.699693441390991,3.989156484603882,-1.0999100611760066,0.00011991889420241272,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,12,65,1891.4709945946088,0.5778892932889264,3.5082176978771504,2.699693441390991,3.989156484603882,-1.0999072643426748,0.00011821388370949196,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,13,64,1878.6743205704697,0.5739734799169174,3.5142555870115757,2.699855327606201,3.989156484603882,-1.0998535193502903,0.00011674605138262737,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,14,63,1858.2054760719038,0.5677202811269639,3.5106330901857405,2.699693441390991,3.989156484603882,-1.0998846954769559,9.706514455068938e-05,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,15,63,1835.3305063689477,0.5607166046945284,3.498372032528832,2.699693441390991,3.9889943599700928,-1.099852932824029,0.00010827214586780026,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,16,62,1824.2212761239643,0.557332891981714,3.505524842969833,2.699855327606201,3.988832473754883,-1.0998464592041508,0.00012520680018261537,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,17,62,1815.4716321991,0.5546624470576198,3.501579999923706,2.699855327606201,3.9889943599700928,-1.0998816701673693,0.00011972966657448776,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,18,62,1811.0810164035356,0.5533132352713697,3.4990354853291668,2.699693441390991,3.988832473754883,-1.0998669978111022,0.0001199750888970517,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,19,62,1803.0341462872748,0.5508900966206749,3.4945368151510916,2.699855327606201,3.988832473754883,-1.0999315477186633,0.00011968772300201214,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,20,61,1795.5811593105318,0.5486068818859646,3.503661120524172,2.699855327606201,3.988670587539673,-1.0999262586968843,0.00011794327739600145,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,21,62,1808.6436337009072,0.5525975516785149,3.500937331107355,2.699693441390991,3.9889943599700928,-1.0999139431984193,0.00010061821411659607,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,22,65,1915.585631158785,0.5852786426516197,3.535359316605788,2.699855327606201,3.989642381668091,-1.0999156603446374,0.0001230827864538291,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,23,62,1823.3150501600176,0.5570695016543201,3.511737246667185,2.699855327606201,3.989156484603882,-1.0998816682446388,0.00011517925449598962,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,24,61,1798.6575103990035,0.5495328901893064,3.506751877362611,2.699855327606201,3.988670587539673,-1.0998755595723138,0.00010568895845654529,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,25,61,1772.767126676481,0.5416271522335734,3.488199378623337,2.699855327606201,3.988508462905884,-1.099884506131782,0.00011394918576362606,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,26,60,1753.8611896491784,0.5358429118177614,3.489290396372477,2.699693441390991,3.988346576690674,-1.09985408782959,0.0001091480255126953,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,27,59,1738.5648566758318,0.5311670220354614,3.492411447783648,2.699693441390991,3.988508462905884,-1.0998750541169764,0.00010742910684739659,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,28,45,1307.0093942722888,0.3993213106012874,3.4436150550842286,2.699855327606201,3.8624939918518066,-1.0998783429463705,0.00011115090863708835,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,29,59,1720.8928892004187,0.5257707766516635,3.483107671899311,2.699855327606201,3.988346576690674,-1.0998565544516354,0.00011829503761833337,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,30,59,1713.392985447601,0.5234716034854614,3.477479829626568,2.699693441390991,3.9881844520568848,-1.0998781394150297,0.00012013550617482386,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,31,58,1701.190191821137,0.5197530254364082,3.482241149606376,2.699855327606201,3.988346576690674,-1.0999061526923344,8.468381289778084e-05,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,32,58,1693.3620320984337,0.5173493937651266,3.4768318266704163,2.699855327606201,3.9881844520568848,-1.099862242567128,0.00010575888710981123,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,33,58,1706.7838155426143,0.5214575545236109,3.490094020448882,2.699855327606201,3.988508462905884,-1.0998653790046429,0.00012840254949059984,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,34,58,1697.8934849732905,0.518736390475226,3.4838161879572374,2.699855327606201,3.988508462905884,-1.0998559696920986,0.00010388191657527747,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,35,58,1705.2213813508279,0.5209858458967922,3.4896192715085785,2.699855327606201,3.988508462905884,-1.099877924754702,0.00012577075326317336,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,36,58,1694.9402699879138,0.5178406222976761,3.4841121969551874,2.699693441390991,3.988346576690674,-1.0998936069422756,0.00010941627587069286,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,37,57,1669.925176638295,0.5101955065481185,3.4767777083212867,2.699855327606201,3.9881844520568848,-1.0998777046538235,0.00011229233174101725,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,38,57,1662.3934537825407,0.507888224357437,3.471412750712612,2.699855327606201,3.9881844520568848,-1.0998681323570119,0.00011338268690753212,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,39,57,1651.565761602018,0.5045790490707631,3.463888122324358,2.699693441390991,3.9881844520568848,-1.0998457900264806,0.00011444854135498552,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,40,55,1608.5328657696373,0.4914303254423906,3.4582783092151987,2.699693441390991,3.987698554992676,-1.0998507803136652,0.00011342416864052645,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,41,55,1597.5197996753268,0.4880746118528094,3.450285694815896,2.699855327606201,3.987860679626465,-1.0998507803136652,0.00012835548432787384,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,42,54,1581.5355486785993,0.4831854171037513,3.453609342928286,2.699855327606201,3.987536668777466,-1.099860151608785,0.00012981775677894876,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,43,54,1575.9106961603975,0.4814662647423411,3.448867157653526,2.699855327606201,3.987536668777466,-1.099839939011468,0.00011829119300682112,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,44,54,1579.8325397314038,0.48266048415499085,3.455178070951391,2.699855327606201,3.987860679626465,-1.0998534140763458,0.00011279080072724012,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,45,54,1589.2699659161735,0.48554740129768703,3.4627577861150107,2.699693441390991,3.987698554992676,-1.0998769954398826,0.00010415972381294968,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,46,54,1586.923731763789,0.4848300200533586,3.460601157612271,2.699855327606201,3.987860679626465,-1.0998534140763458,0.000123178972517745,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,47,54,1575.8013893240714,0.48143935600523236,3.455037090513441,2.699855327606201,3.987860679626465,-1.0998803642061021,0.00010743142836778082,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,48,54,1563.5650608885917,0.47769954173985596,3.445246775945028,2.699855327606201,3.987536668777466,-1.0998534140763458,0.00011279080072724011,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,49,53,1545.520604015037,0.4721784373855904,3.4452130389663407,2.699693441390991,3.987374782562256,-1.0998527148984514,0.00011373390057555523,25.0,25.0
CS2_36,CS2_36_1_18_11.xlsx,50,53,1531.2080320868408,0.46780467591148067,3.433841345445165,2.699855327606201,3.987536668777466,-1.0998836058490682,0.00011700160727349996,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,1,56,1623.5351930704219,0.496016428451054,3.4611173953328813,2.699693441390991,3.988832473754883,-1.0998449921607971,0.0001153086476965889,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,2,54,1576.3798329235942,0.4816064852957129,3.4556819995244346,2.699855327606201,3.988346576690674,-1.099873626673663,0.00011752118519444791,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,3,53,1536.130223517459,0.46930925253577704,3.4373589011858092,2.699693441390991,3.988022565841675,-1.0998561472262975,0.00010030387218675501,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,4,52,1508.5525051027143,0.460884780482973,3.430781153532175,2.699693441390991,3.987860679626465,-1.099830998824193,0.00012724514232083522,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,5,51,1490.8342800992468,0.4554691206120749,3.4345054345972397,2.699855327606201,3.987860679626465,-1.0998405334996242,0.00011990400209202803,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,6,51,1475.178393081609,0.4506823335069532,3.423297554838891,2.699855327606201,3.987860679626465,-1.0998441004285626,0.00010712669980003097,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,7,50,1462.3052846293867,0.44674749376896905,3.4294118642807008,2.699693441390991,3.987860679626465,-1.0998468112945556,0.00012894052931698528,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,8,36,1030.0920025066298,0.3147102161556039,3.389250761932797,2.699855327606201,3.8592543601989746,-1.0998803675174713,0.00013522221946006942,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,9,50,1444.8974049770186,0.44143497807704923,3.418977575302124,2.699855327606201,3.987536668777466,-1.0998468112945556,0.00011822970014070965,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,10,49,1438.1944425271504,0.43938552456082736,3.429174520531479,2.699855327606201,3.987860679626465,-1.0998422077723913,0.00012611636876443252,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,11,50,1441.6630555630982,0.44044665469963284,3.4179927921295166,2.699855327606201,3.987860679626465,-1.0998686408996583,0.00012412838906616212,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,12,50,1452.5538247509103,0.44377676458720305,3.430059757232666,2.699855327606201,3.987860679626465,-1.0998468112945556,0.0001237010955810547,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,13,51,1477.585180711918,0.4514267366309257,3.4429819630641565,2.699855327606201,3.988346576690674,-1.0998762027890074,0.00011302156422228867,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,14,48,1409.2421318856068,0.43054474016825317,3.429679796099663,2.699693441390991,3.987860679626465,-1.099875311056773,0.00012773577922450626,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,15,48,1392.7422002491076,0.425503042922764,3.419468785325686,2.699855327606201,3.987860679626465,-1.0998525718847911,0.00011717968928956841,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,16,47,1367.492537344995,0.41779158280832895,3.4135578439590777,2.699855327606201,3.987698554992676,-1.0998633770232504,0.00011854089300824877,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,17,47,1368.508232976048,0.41809486145073116,3.411159287107752,2.699855327606201,3.987698554992676,-1.0998556360285332,0.00013858326467296625,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,18,45,1309.8215801046463,0.40016294810018493,3.4004943741692437,2.699855327606201,3.987212657928467,-1.0998500453101263,0.00011433971702688763,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,19,45,1297.8371825334034,0.3965087110309433,3.390124543507894,2.699693441390991,3.987374782562256,-1.0998621728685167,0.000126937685978848,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,20,44,1276.1969527823094,0.3898991624520374,3.390837376767939,2.699855327606201,3.987212657928467,-1.0998615297404202,0.00012229705058729127,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,21,44,1272.3711456036544,0.38872384379505576,3.3856395049528643,2.699693441390991,3.987212657928467,-1.0998491265557029,0.00012180688007535402,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,22,44,1264.509620248573,0.38632069543870884,3.3806220563975247,2.699855327606201,3.987212657928467,-1.0998491265557029,0.00013910257524665844,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,23,43,1256.0877938709164,0.38375189008027455,3.38779018091601,2.699855327606201,3.987212657928467,-1.0998397039812664,0.0001320309220435085,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,24,44,1262.181083568692,0.38561030228422943,3.3752033331177453,2.699855327606201,3.987212657928467,-1.0998119170015508,0.00011889530673233416,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,25,45,1300.3216660006728,0.3972632284349231,3.392798890007867,2.699855327606201,3.987374782562256,-1.0998055775960287,0.00012486085569974708,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,26,45,1292.4311994401505,0.3948483047173159,3.388727961646186,2.699855327606201,3.987212657928467,-1.0998217503229777,0.0001344488891514716,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,27,45,1297.80602770095,0.3964938358401682,3.3925757090250652,2.699855327606201,3.987212657928467,-1.099825790193346,0.000133709043044164,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,28,45,1312.9305405606865,0.4011144784286049,3.4027619891696506,2.699855327606201,3.987374782562256,-1.0998136626349555,0.00010494990935987992,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,29,45,1307.444382972928,0.39942600111835525,3.4053895367516414,2.699855327606201,3.987536668777466,-1.0997974925571017,0.00013074285425367907,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,30,43,1259.6191894302028,0.3848214421278193,3.391888463219931,2.699855327606201,3.987212657928467,-1.0998185512631438,9.721049151993941e-05,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,31,43,1246.2131541453418,0.3807197270243119,3.3804411610891654,2.699855327606201,3.987212657928467,-1.0997847069141478,0.0001254982049111209,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,32,43,1252.0566002360138,0.38250491925766283,3.3800983927970707,2.699855327606201,3.987050771713257,-1.0997762458268987,0.0001178493084518464,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,33,42,1228.3540052010212,0.37526186640505266,3.381373887970334,2.699855327606201,3.987050771713257,-1.0997735261917114,0.00014758134119325394,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,34,42,1223.7759268461377,0.37387047533107953,3.3798814444314864,2.699855327606201,3.987050771713257,-1.0998384952545166,0.00010714972333725095,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,35,43,1230.6976105216017,0.3759784453131907,3.3668279481488605,2.699855327606201,3.987212657928467,-1.0998185512631438,0.00012492645612936337,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,36,42,1217.8385742165265,0.3720701777340949,3.3746944665908813,2.699693441390991,3.986888885498047,-1.0998774766921997,0.00010793471348977925,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,37,42,1221.1039402333263,0.3730703248226632,3.377270596367972,2.699855327606201,3.986726760864258,-1.0998644828796387,0.0001350356612384374,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,38,43,1235.9164827921195,0.37759622220590394,3.372775726540144,2.699855327606201,3.987050771713257,-1.0999031621356343,0.0001202546443263885,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,39,43,1251.4506282021757,0.3823382970381086,3.3883363757022593,2.699855327606201,3.987212657928467,-1.099860856699389,0.00011724026402096889,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,40,43,1242.3382619316399,0.3795518296035425,3.38008330589117,2.699855327606201,3.987050771713257,-1.0998397039812664,0.00011980732233846248,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,41,43,1238.4632199647604,0.3783781380652087,3.3803884206816206,2.699855327606201,3.987212657928467,-1.0999031621356343,0.00011367495123021967,25.0,25.0
CS2_36,CS2_36_1_24_11.xlsx,42,42,1221.6354463100433,0.37322927691765173,3.3854926427205405,2.699855327606201,3.987212657928467,-1.0998558203379314,0.00011393794709350932,25.0,25.0
