N2_vs_N3,N2_vs_N4,simulation_index,ratio_N2N4_over_N2N3,log10_ratio
0.00024969534385648867,3.817262853580326e-05,170,0.1528768135850495,-0.8156583778686093
2.8979369094081272e-05,2.3548676178548912e-05,171,0.8126014097166276,-0.0901224285864945
2.6112517483906408e-06,6.490663821990155e-05,172,24.856522646621347,1.3954403720524093
1.1622388741297048e-05,5.413020476324641e-05,173,4.657407867533221,0.6681442724748424
2.8960860458827974e-06,4.853215793729153e-05,174,16.75784392051713,1.2242181411643829
1.4381375717217715e-05,8.203882732497246e-05,175,5.704518742720398,0.7562190113840264
2.741271993349701e-06,2.9851157540134837e-05,176,10.889527785843015,1.0370090473912992
8.365714970764417e-06,2.7885872589562345e-05,177,3.3333519833050533,0.5228811751474817
4.371082735240136e-06,0.00026195453362789405,178,59.928980871487205,1.7776368923193318
2.936761250139788e-05,9.783178234356945e-05,179,3.3312814359326186,0.522611324648367
2.0010790162221105e-05,0.00013487632919714003,180,6.740180078034929,0.8286714997774773
2.7077268659627543e-05,0.00021775019425408136,181,8.041807945671748,0.9053536970768956
1.8014570181376727e-05,9.398695745625617e-05,182,5.217274490035788,0.7174436863240451
4.960142763813725e-06,0.00015233612382609623,183,30.712044205148835,1.4873087242082803
3.342331274259445e-05,7.514307056807229e-06,184,0.22482233029017035,-0.6481605550239492
0.000136722979847075,6.388008486313955e-05,185,0.4672227370599265,-0.33047603075142057
3.0112635031363864e-05,4.0155557580561953e-05,186,1.333511914142946,0.12499690020843976
1.3063311787903913e-05,0.00037436973843527673,187,28.658103282961342,1.4572474435281035
4.795438230821984e-06,0.00015220033456100784,188,31.73856636975579,1.501587305791049
8.066061352994762e-06,2.3464503186210256e-05,189,2.909041000227251,0.4637498422669872
3.1461731369961964e-05,7.820831686458633e-05,190,2.485823680360312,0.39547032086144823
5.848967835843359e-05,6.114454220456806e-05,191,1.04539029655566,0.019278464604384933
2.5961078827600362e-05,8.624747026416875e-05,192,3.322183597874033,0.5214236297229253
4.450580202511486e-05,1.472301686219225e-05,193,0.3308111794925968,-0.48041982224553165
4.0585486104395226e-05,7.701827749216685e-05,194,1.8976803011317416,0.2782230494247538
3.319059872671462e-05,3.802490676802028e-05,195,1.145652932660555,0.059053071157318254
1.0352817224665584e-05,7.017293688862054e-05,196,6.7781489198354175,0.8311111063060641
2.379929088603493e-05,2.0963038326683687e-05,197,0.8808261736480766,-0.055109788834166056
8.562176909435814e-06,2.477777791723524e-05,198,2.893864279997447,0.4614781591844186
2.0351634468222977e-05,0.00020451338585987763,199,10.048990717635217,1.002122445062691
2.7843395828355357e-05,1.415638749659587e-05,200,0.5084289137670193,-0.2937697595885111
0.00010718068776277716,1.5467139236442823e-05,201,0.14430901274561903,-0.8407065444196218
5.397847695368441e-06,4.6998961079274215e-05,202,8.70698169561196,0.9398676314581227
3.237025367196721e-05,1.9801437878796277e-05,203,0.611717105446857,-0.21344937515478263
8.796762641782911e-05,1.728758556852932e-05,204,0.1965221328857579,-0.7065885310450088
4.2716276889575696e-05,5.671927901705024e-05,205,1.3278141998113084,0.12313730873530315
4.600167074527756e-05,8.214853985049134e-06,206,0.17857729625814633,-0.7481737567384596
3.599669668232847e-05,1.4916505082437326e-05,207,0.4143853869169098,-0.3825955681596604
7.326381005707448e-05,0.0005881239381982452,208,8.027482296376352,0.9045793564565983
6.741308903765021e-06,8.678146623171153e-05,209,12.87308851597708,1.1096827554923903
5.001838813788963e-06,2.0412490291973877e-05,210,4.08099721960275,0.6107662988870679
1.9873717558275037e-05,8.258937987737433e-05,211,4.155708645611988,0.6186450918113938
2.303823582904923e-06,9.877253475637392e-05,212,42.873306571430376,1.6321869794366557
6.84687938841187e-05,0.00016489688011671235,213,2.408350881655593,0.38171976118439366
6.779222203036473e-05,4.292420002695809e-05,214,0.6331729325486921,-0.1984776590276232
1.2966663509454532e-05,0.00016138942750354047,215,12.446488442139703,1.0950468401615197
1.38040451620371e-05,4.331384234505877e-06,216,0.3137764462273523,-0.5033796600397509
1.860415231234298e-05,1.407574704807776e-05,217,0.7565916904872448,-0.12113843279658439
2.1067949908202688e-05,6.086563243021821e-05,218,2.8890154331779816,0.4607498618601655
2.271229011534751e-05,7.426080171889389e-05,219,3.2696307303997147,0.5144987065423873
3.4951604652584944e-05,1.6741392744986873e-05,220,0.4789878150486781,-0.319675534444373
1.6829039242153253e-05,6.82602082933444e-05,221,4.056096566841839,0.6081082860558787
5.1363385642093674e-05,2.3651220183824503e-05,222,0.46046848135419044,-0.3368000915093034
3.1239397876914714e-05,3.586177956719762e-05,223,1.1479664143494506,0.0599291822465607
1.0900065819262932e-05,0.00017101505032499613,224,15.689359418616819,1.1956052121249108
7.600848215475348e-05,0.00014882155960089879,225,1.9579598931853115,0.29180379147799673
5.142170607128732e-06,1.5112929150486276e-05,226,2.939017451022494,0.4682021647933584
1.8239078503572708e-05,1.4059822347700686e-05,227,0.7708625380907604,-0.11302305939542748
5.259650510310352e-05,3.0527103573653486e-05,228,0.5804017493902308,-0.2362712872243449
9.705174225926423e-06,4.842070173245416e-05,229,4.98916357452945,0.6980277429351645
2.725638812718072e-05,2.2704083975911695e-05,230,0.8329821203738526,-0.07936432044952728
3.443494426893892e-05,0.00017430278607909368,231,5.0617995695819555,0.7043049445464744
8.458809186152316e-06,7.58600970415138e-05,232,8.968176887794357,0.9527041656702564
1.8601729382670794e-05,8.13959190537954e-05,233,4.375717836730982,0.641049309234507
1.710256484753134e-05,1.093727205405209e-05,234,0.6395106319758129,-0.19415223090378786
1.151896055644658e-05,0.00020291189423642103,235,17.61546914255744,1.245894213983953
0.00019981803464007007,1.6952333801174767e-06,236,0.00848388576722357,-2.071405187750767
9.324318876322563e-06,0.00013603191776473723,237,14.58893883500337,1.1640237034861258
5.463433698639836e-05,0.0001534227358254696,238,2.808174204871661,0.4484240457183698
1.3503261605523442e-05,2.9759296801224007e-05,239,2.2038599021921574,0.3431839832656243
6.746987336050909e-06,0.00023033050739687468,240,34.1382747476283,1.533241569311886
2.216571036665245e-05,4.6353923687591416e-05,241,2.0912446711985058,0.3204048473251275
3.827609913590517e-05,5.388979077117023e-05,242,1.407922750430399,0.14857882669375588
5.021138775193081e-05,7.514785330434517e-05,243,1.4966296824061682,0.1751143542622506
9.539225438346375e-05,0.002289097466891246,244,23.9966806706275,1.3801511722896271
0.00038030690195804977,0.0002509725812526823,245,0.6599211846025507,-0.18050792981591365
2.5693716743201505e-05,0.0001159756721519742,246,4.513775617249345,0.6545399662143816
1.0305112174515115e-05,1.67208696941925e-05,247,1.6225800758912423,0.2102061388527203
3.1456530238888006e-05,5.940217227603472e-05,248,1.8883892096464927,0.27609151018519984
1.532551862708454e-05,1.8845498760129903e-05,249,1.229680979723881,0.08979245557267966
5.0486117798232016e-05,0.0001340960081545084,250,2.656096646021064,0.42424387343318426
5.466114184196591e-06,5.9179983982219744e-05,251,10.826701014281504,1.0344961436471287
0.00021359182117087688,1.2969455162017652e-05,252,0.06072074806479542,-1.2166628866776037
4.707680271450567e-05,5.511227706191726e-05,253,1.1706886169849346,0.06844139557766733
3.712584466383565e-06,1.8042354863182656e-05,254,4.859782996602834,0.6866168771878012
9.842437277916462e-06,5.994829681829704e-05,255,6.090797952332743,0.7846741930587398
4.523238522977004e-05,1.7834418712943192e-05,256,0.39428428596786297,-0.4041905312033121
6.484996231976106e-05,5.1676760074959594e-05,257,0.7968664626226416,-0.09861445075589699
5.604078556566683e-06,0.00012304951554242239,258,21.95713609300441,1.341575693696294
4.0803102655099857e-05,4.691608662853917e-05,259,1.1498166456877335,0.06062859155817527
2.8530608513179285e-06,3.127931713828341e-05,260,10.963424465284152,1.0399462287908614
1.8290767202580626e-05,6.38128429785739e-05,261,3.488800785216413,0.5426761714110467
6.081151215219701e-05,0.00011542744495668828,262,1.898118314634248,0.27832327963569903
1.1521519452067894e-05,1.3242125601857904e-05,263,1.1493384754457185,0.06044794546030851
4.431818402391958e-06,6.836154036140793e-05,264,15.425167313830272,1.188229883439746
2.3148895525941745e-05,0.0002430025624262705,265,10.497371771104602,1.0210805782905135
1.092455935924666e-05,9.952524806376654e-05,266,9.110229968179663,0.9595293399423593
3.7535630915910525e-05,5.358815106553946e-05,267,1.427660858707576,0.15462505289914727
8.25158944125292e-06,0.00010773860975511277,268,13.056709925058238,1.1158337556984843
9.235875244728792e-06,8.605776464987032e-05,269,9.317770364967439,0.9693120031226777
2.6504513670366564e-06,0.00012351274343088325,270,46.600645070117615,1.6683919284593889
2.3704786377461824e-05,4.407488703410062e-06,271,0.18593243715541938,-0.7306448380456055
1.7027460004902393e-05,7.751416842415671e-06,272,0.45523036554976215,-0.341768776597912
6.094261573807583e-06,0.00016697063937062343,273,27.39800997191252,1.4377190194041929
2.4277038533653036e-05,8.21275139030958e-06,274,0.33829296678526066,-0.4707070312339023
5.585743126329003e-05,8.095305091465435e-05,275,1.4492798734885142,0.16115226109214711
1.6121670006570773e-05,3.27716370819264e-05,276,2.0327693761607533,0.30808810940920583
2.6151308392151616e-05,1.5128734926360564e-05,277,0.5785077633400902,-0.2376908086169168
2.628618518760784e-05,7.606610113175763e-05,278,2.893767223690475,0.46146359328867037
5.997858245232307e-06,6.364133686251118e-05,279,10.610677055113737,1.0257430966174974
0.00015638455878821654,0.0006291905726158154,280,4.023354847123336,0.6045883376548954
1.2489426963130592e-05,2.3623679082978412e-05,281,1.8914942336999676,0.27680502166571647
3.854585129511516e-05,0.00028150639066623206,282,7.3031566616848025,0.8635106168916881
4.316144201665551e-05,7.631965469470315e-05,283,1.7682369061082868,0.24754045079182535
1.7394205724762526e-05,2.26191467193216e-05,284,1.3003839943735291,0.11407161539342599
3.669084609019717e-05,0.00013046679558801605,285,3.5558404749590484,0.5509422690588469
2.557336794592504e-05,9.858402308217117e-05,286,3.85494876117324,0.5860186099128879
4.84570388904287e-06,5.2197518699048464e-05,287,10.771916711022676,1.0322929867666641
1.434583379680948e-05,6.882571455368434e-05,288,4.797609921355091,0.6810249339423864
1.0839332007625228e-05,2.442576623024424e-05,289,2.2534383311684945,0.3528456774282094
1.2603659801366268e-05,1.85612941924326e-05,290,1.4726908282958027,0.1681115821051121
5.4288596121860045e-06,0.00012438151972635173,291,22.911168940002817,1.3600472476897043
6.169272349338774e-05,3.821758294579141e-05,292,0.6194828300923948,-0.20797072625234872
9.925823894550729e-05,4.541867697335922e-05,293,0.4575809268416906,-0.3395320863567279
5.3182811367870704e-05,6.995197397836497e-05,294,1.315311699009297,0.11902868295412386
7.125475100524998e-05,6.874259482910492e-05,295,0.9647440185994058,-0.015587905368459911
1.416958033110352e-05,8.996460662429421e-06,296,0.6349136990798077,-0.19728530236243513
1.0585397304646376e-05,0.00023404783304123108,297,22.11044387899334,1.3445974613603695
9.181083506906326e-06,5.782617846188426e-05,298,6.298404585731675,0.7992305546344645
3.808411235130827e-05,3.920636437180232e-05,299,1.0294677216089951,0.012612734104254862
2.509817982806582e-05,8.385073145714654e-05,300,3.3409088639719284,0.5238646287617664
1.85136919168388e-05,6.641172603249919e-05,301,3.5871681526738373,0.55475173521143
7.303076697365491e-05,0.00012552415784242247,302,1.718784603312519,0.2352214546660651
2.998429148527544e-05,9.535467988930095e-05,303,3.180154513109884,0.5024482214186444
8.645808491387738e-06,0.00011832540283002571,304,13.685869048324632,1.1362723801830095
1.0123135464884808e-05,0.00025295603332486867,305,24.987913497979363,1.397729993855733
3.95563237039104e-05,0.00014436899165870448,306,3.649707003596814,0.5622580009417811
5.668247761551423e-05,4.124127358860736e-05,307,0.7275841728082728,-0.13811675674543178
3.4723354670193245e-05,1.299470046925432e-05,308,0.3742351680210511,-0.4268554029401745
0.0001333025052959223,0.00036995468495142287,309,2.7753018154471225,0.4433102197670365
0.00010258989506954375,3.759063527018536e-05,310,0.36641654857628403,-0.43602492039428603
3.108632800081146e-05,2.8340563266866305e-05,311,0.9116729150553425,-0.040160947489236584
8.646474054388228e-06,6.221125407777368e-06,312,0.7194985341591402,-0.1429700865185438
5.3964685198193135e-06,7.505271488703036e-05,313,13.907746262465606,1.1432567586709659
1.3576638095240715e-05,5.978094293631968e-05,314,4.403221365772125,0.643770519553706
4.2476276495386914e-05,8.116386817495359e-06,315,0.19108046860879696,-0.7187837023166451
0.0001242603986553466,8.613810290471259e-05,316,0.6932063942884051,-0.15913743991172397
3.0361619914293553e-05,2.7500184138248575e-05,317,0.905754838374158,-0.04298933736675055
6.435760235540643e-05,0.00126193434120275,318,19.608162750282133,1.2924369029592462
1.564927808809831e-05,2.524907635163685e-05,319,1.6134339366644292,0.20775118757105288
3.72816556029451e-05,2.9659752935631732e-05,320,0.7955589003748195,-0.0993276611955112
4.5562686499644595e-05,1.7501586541298326e-05,321,0.38412104039200684,-0.41553190351985464
2.7625053339992443e-06,0.0002317072753181696,322,83.87577481442538,1.923636545052759
1.3227440150741964e-05,3.19666142045879e-05,323,2.4166893851184654,0.38322083452107375
5.169870112192994e-05,2.094973549831216e-05,324,0.40522750172973965,-0.3923010878819431
2.631661816922677e-05,0.00011678901511902572,325,4.437842824941408,0.6471719167627287
6.044913806992441e-06,9.541011269479167e-06,326,1.5783535670008433,0.19820429608350934
1.7605211934027223e-06,0.0001058640433466732,327,60.13221751796124,1.779107219778584
1.387309743254921e-05,0.0004239869452906781,328,30.561808374236264,1.4851790483236809
1.86183300249565e-05,9.868691901008064e-05,329,5.300524745119358,0.7243188663231982
8.263178532361196e-06,0.00010750108977305024,330,13.009653531270358,1.1142657307306068
