simulation_index,mode,difference,ell
192,ell_2,0.00046378965670903696,2
193,ell_2,0.00015305428073695605,2
194,ell_2,0.000319568696884804,2
195,ell_2,0.0007909596651048115,2
196,ell_2,0.0001819290566307564,2
197,ell_2,0.00021377199206833357,2
198,ell_2,0.00038789566525713456,2
199,ell_2,0.00032818365177073776,2
200,ell_2,0.0003574864732277269,2
201,ell_2,0.00038313064463736153,2
202,ell_2,0.00041204938510965494,2
203,ell_2,0.0005225038726774205,2
204,ell_2,0.0003682241305278493,2
205,ell_2,0.00026590886767301,2
206,ell_2,0.0004199221450884933,2
207,ell_2,0.0007756671068340657,2
208,ell_2,0.0002807502829530087,2
209,ell_2,0.0001842913302979156,2
210,ell_2,0.0005218200566017969,2
211,ell_2,0.00028247552020194534,2
212,ell_2,0.00010123531937523455,2
213,ell_2,0.0004582859403582597,2
214,ell_2,0.0002295494286470904,2
215,ell_2,0.00028672278226339647,2
216,ell_2,0.00035416844735393854,2
217,ell_2,0.0003299800884288561,2
218,ell_2,0.0004277369411857904,2
219,ell_2,0.0002412995938297746,2
220,ell_2,0.00038774014029722314,2
221,ell_2,0.0002634883450948872,2
222,ell_2,0.0004340621450026895,2
223,ell_2,0.00040808121732406654,2
224,ell_2,0.00018792879172023876,2
225,ell_2,0.0005163441666340431,2
226,ell_2,0.000229476528536694,2
227,ell_2,0.0004493541698491237,2
228,ell_2,0.00036047627073579086,2
229,ell_2,0.0007521037749658925,2
230,ell_2,0.0002682849021209951,2
231,ell_2,0.00025192314897038814,2
232,ell_2,0.0002971011554965718,2
233,ell_2,0.0002578021894361165,2
234,ell_2,0.00044753440866354986,2
235,ell_2,0.00013370383541733404,2
236,ell_2,0.0001771401567161084,2
237,ell_2,0.00017589390730297154,2
238,ell_2,0.00048247845679031266,2
239,ell_2,0.0007056286876363952,2
240,ell_2,0.00028473469881750763,2
241,ell_2,0.00027571607240863563,2
242,ell_2,0.00031069401591777223,2
243,ell_2,0.0005363149736897025,2
244,ell_2,0.0001886900850541672,2
245,ell_2,0.00033797332289553305,2
246,ell_2,0.0004885204285516851,2
247,ell_2,0.00038541842396547655,2
248,ell_2,0.0003298286519038767,2
249,ell_2,0.0004948751561397565,2
250,ell_2,7.764648863472553e-05,2
251,ell_2,0.0004210367552155895,2
252,ell_2,0.00021631693698194628,2
253,ell_2,0.00012011697098570604,2
254,ell_2,0.00038737134254290465,2
255,ell_2,0.0005962212048225324,2
256,ell_2,0.00028007522207087446,2
257,ell_2,0.00048309810465618823,2
258,ell_2,0.000671773750916938,2
259,ell_2,0.0005789636537646077,2
260,ell_2,0.0006811378709583731,2
261,ell_2,0.0004347826365848333,2
262,ell_2,0.00031153113781263894,2
263,ell_2,0.0001346662598951106,2
264,ell_2,0.00026527081050032854,2
265,ell_2,0.000196794330742034,2
266,ell_2,0.0008882505316213121,2
267,ell_2,0.0002747439487408332,2
268,ell_2,0.0003190618202985172,2
269,ell_2,0.00039525264288228985,2
270,ell_2,0.00030661218189068567,2
271,ell_2,0.0007001593800212471,2
272,ell_2,0.00021974280489270008,2
273,ell_2,0.000330658526963117,2
274,ell_2,0.000206964479476106,2
275,ell_2,0.0001550536551141622,2
276,ell_2,0.00022094149306441343,2
277,ell_2,0.0002944956040431935,2
278,ell_2,0.00024204686450748108,2
279,ell_2,0.0002122090735560434,2
280,ell_2,0.00014850575962145482,2
281,ell_2,0.0002877896088487281,2
282,ell_2,0.00014137589818712744,2
283,ell_2,0.00043869765222814177,2
284,ell_2,0.0003126243628476621,2
285,ell_2,0.00014474979857626407,2
286,ell_2,0.0002570261771007271,2
287,ell_2,0.00020596459227602043,2
288,ell_2,0.0003519079831314615,2
289,ell_2,0.0005864032528257244,2
290,ell_2,0.0001174715574272946,2
291,ell_2,0.00031775972462075606,2
292,ell_2,0.0002769165166626901,2
293,ell_2,0.00041966321177723553,2
294,ell_2,0.0003337461882832376,2
295,ell_2,0.00020598385847185865,2
296,ell_2,0.00025576409272250346,2
297,ell_2,0.00020149600326048353,2
298,ell_2,0.0005137753172708115,2
299,ell_2,0.00030321383994776497,2
300,ell_2,0.0007761748504391321,2
301,ell_2,0.00029103748338191166,2
302,ell_2,0.00021051966963446333,2
303,ell_2,0.00014074155684794517,2
304,ell_2,0.00012177957356954178,2
305,ell_2,0.00013587216808364126,2
306,ell_2,0.00034286809144837017,2
307,ell_2,0.00038689176862164614,2
308,ell_2,0.00013607240362122175,2
309,ell_2,0.00046932788142209527,2
310,ell_2,0.00023562744830072084,2
311,ell_2,0.00032284714652758344,2
312,ell_2,0.0006717543941247962,2
313,ell_2,0.00046975070194578487,2
314,ell_2,0.0002623074137074981,2
315,ell_2,0.0001921327159121871,2
316,ell_2,0.00010229642989807172,2
317,ell_2,0.00020939152294732855,2
318,ell_2,0.00026994476263695287,2
319,ell_2,0.0001831293458475776,2
320,ell_2,0.00028094361507694345,2
321,ell_2,0.0003117521297509179,2
322,ell_2,0.0002680985089687436,2
323,ell_2,0.00021675792638547035,2
324,ell_2,0.00032639549164732956,2
325,ell_2,0.0003741859249565768,2
326,ell_2,0.00017391782819832212,2
327,ell_2,0.0006074371205130452,2
328,ell_2,0.0002855703499898793,2
329,ell_2,0.00030284080946015534,2
330,ell_2,0.00042747238349757834,2
331,ell_2,0.0003371036804940515,2
332,ell_2,0.0004831614156008392,2
333,ell_2,0.00034631354262021374,2
334,ell_2,0.00022086767959406765,2
335,ell_2,0.00035943531742494783,2
336,ell_2,0.00016934183612661414,2
337,ell_2,0.0003167340071714691,2
338,ell_2,0.00029505668172803186,2
339,ell_2,0.0002703517924783272,2
340,ell_2,0.0002813258817585192,2
341,ell_2,0.0001170800573790133,2
342,ell_2,0.00022801696196843996,2
343,ell_2,0.0003142550524755652,2
344,ell_2,0.0003249627858364472,2
345,ell_2,0.00017945866523950515,2
346,ell_2,0.000564893035253754,2
347,ell_2,0.0001945511383384126,2
348,ell_2,0.0004871202803957303,2
349,ell_2,0.0003714371443358248,2
350,ell_2,0.00021716747275554203,2
351,ell_2,0.0007288281140133303,2
352,ell_2,0.00016516815212883735,2
353,ell_2,0.0004750212602533901,2
354,ell_2,0.0004947604141988388,2
355,ell_2,0.00021453488734715184,2
356,ell_2,0.0006018541406595625,2
357,ell_2,0.0002647429134985547,2
358,ell_2,0.00034658541261124774,2
359,ell_2,0.0003417034972902545,2
360,ell_2,0.0002805152537125052,2
361,ell_2,0.0004499725636487039,2
362,ell_2,0.0004460927254165417,2
363,ell_2,0.00012515043429119348,2
364,ell_2,0.0005759106897146576,2
365,ell_2,0.0001306518929586763,2
366,ell_2,0.0005027311714471972,2
367,ell_2,0.0005269654797472335,2
368,ell_2,0.00017386849881444888,2
369,ell_2,0.0002442947115522783,2
370,ell_2,0.00017259195042816067,2
371,ell_2,0.0002694335950718168,2
372,ell_2,0.0002571771977102439,2
373,ell_2,0.0004430190364493631,2
374,ell_2,0.0005776319191372756,2
375,ell_2,0.0006028234573929393,2
376,ell_2,0.0002264894717192552,2
377,ell_2,0.0002702024621432858,2
378,ell_2,0.0001292907027291658,2
379,ell_2,0.0002005066556400925,2
380,ell_2,0.0004859998383099832,2
381,ell_2,0.0006728846286068057,2
382,ell_2,0.00016183997505345827,2
383,ell_2,0.0002230844378991508,2
384,ell_2,0.00029606516916135943,2
385,ell_2,0.0003451099472926618,2
386,ell_2,0.00020013271364227635,2
387,ell_2,0.0003708556846940704,2
388,ell_2,0.00023671640023314563,2
389,ell_2,0.00029783997309093156,2
390,ell_2,0.0003942260984568246,2
391,ell_2,0.0003009648888366405,2
392,ell_2,0.0002411910913315445,2
393,ell_2,0.0002840009470086896,2
394,ell_2,0.000287034091682006,2
395,ell_2,0.0002493299101120863,2
396,ell_2,0.0002635872527952425,2
397,ell_2,0.0006672108146417226,2
398,ell_2,0.00039712146800070607,2
399,ell_2,0.00025879657170295727,2
400,ell_2,0.00042507247207289783,2
401,ell_2,0.00025388279658990334,2
402,ell_2,0.0005393392576724368,2
403,ell_2,0.00036090095967281386,2
404,ell_2,0.00028432882493155344,2
405,ell_2,0.00037526818770042383,2
406,ell_2,0.00013677597913087588,2
407,ell_2,0.0001707838531343222,2
408,ell_2,0.00016514435520669348,2
409,ell_2,0.00032222627689875,2
410,ell_2,0.0007133983602334049,2
411,ell_2,0.0009154653797751549,2
412,ell_2,0.0004127359430377586,2
413,ell_2,0.0003853703084432932,2
414,ell_2,0.00012190640858464036,2
415,ell_2,0.00022870788428491572,2
416,ell_2,0.00020232809222141257,2
417,ell_2,0.00021994085637057627,2
418,ell_2,0.00027580954284636054,2
419,ell_2,0.00023692347194562065,2
420,ell_2,0.00011151204026038023,2
421,ell_2,0.0004360415786659732,2
422,ell_2,0.00017545997632800164,2
423,ell_2,0.0003381217057017152,2
424,ell_2,0.0008462576038482665,2
425,ell_2,0.00018944337720868567,2
426,ell_2,8.465961718445277e-05,2
427,ell_2,0.00026002567176946166,2
428,ell_2,0.0005202254587640746,2
429,ell_2,0.0007986766749805232,2
430,ell_2,0.0001622287988547733,2
431,ell_2,0.0003845724071397312,2
432,ell_2,0.0002377280198019776,2
433,ell_2,0.00028452135080140326,2
434,ell_2,0.0011254679099965625,2
435,ell_2,0.00014149965946301925,2
436,ell_2,0.0003405807693046859,2
437,ell_2,0.00037903519385195554,2
438,ell_2,0.000516293621276956,2
439,ell_2,0.00031506345134803,2
440,ell_2,0.0003499561092259076,2
441,ell_2,0.000246647006492616,2
442,ell_2,0.00034321118083673177,2
443,ell_2,0.00025269578563426537,2
444,ell_2,0.00040934913371879714,2
445,ell_2,0.0002493798675957002,2
446,ell_2,0.00036224930825041606,2
447,ell_2,0.000295642533615213,2
448,ell_2,0.0005267929568223037,2
449,ell_2,0.00029238914777139586,2
450,ell_2,0.00012362666284283005,2
451,ell_2,0.0005638246083396779,2
452,ell_2,0.00019074096897579975,2
453,ell_2,0.00021635039779465103,2
454,ell_2,0.00022272811840073556,2
455,ell_2,0.0005964536416447364,2
456,ell_2,0.00010312536331125334,2
457,ell_2,0.0014403720704991951,2
458,ell_2,0.0005086758003739149,2
459,ell_2,0.00033542618983651125,2
460,ell_2,0.00029187787379347666,2
461,ell_2,0.00034604177753344464,2
462,ell_2,0.0003892974439539204,2
463,ell_2,0.0004142171145465815,2
464,ell_2,0.000396067522331758,2
465,ell_2,0.00031374257200579976,2
466,ell_2,0.0002718127104222827,2
467,ell_2,0.00027814591019817756,2
468,ell_2,0.00027214318261893465,2
469,ell_2,0.0005288302664973697,2
470,ell_2,0.00040365511425997984,2
471,ell_2,6.89642433061423e-05,2
472,ell_2,0.000416436031060256,2
473,ell_2,0.00033067981205183025,2
474,ell_2,0.00029720677135998137,2
475,ell_2,0.0002470333253844321,2
476,ell_2,0.000526282865155888,2
477,ell_2,0.00048180800543216575,2
478,ell_2,0.0002038416854295924,2
479,ell_2,0.000367715160550896,2
480,ell_2,0.00018455621536286708,2
481,ell_2,0.00015050155137295314,2
482,ell_2,0.00021929631731228868,2
483,ell_2,0.0004617294949542808,2
484,ell_2,0.00048315861604194095,2
485,ell_2,0.00038773618961778536,2
486,ell_2,0.000431095812455956,2
487,ell_2,0.0003883362617202137,2
488,ell_2,0.00021768339204020803,2
489,ell_2,0.00037231629448099886,2
490,ell_2,0.0004476390596526891,2
491,ell_2,0.0004374350071003219,2
492,ell_2,0.0005436138500805841,2
493,ell_2,0.0004274914970582277,2
494,ell_2,0.00035763273445979553,2
495,ell_2,0.0005122729527439363,2
496,ell_2,0.00029604807155253417,2
497,ell_2,0.00019302990962386893,2
498,ell_2,0.0002765105546825577,2
499,ell_2,0.00020671295751245844,2
500,ell_2,0.00021404651199335208,2
501,ell_2,0.00027908688226112354,2
502,ell_2,0.0002018596217844584,2
503,ell_2,0.0002571865532856285,2
504,ell_2,0.0001163933195163736,2
505,ell_2,0.0003337623885720873,2
506,ell_2,0.00030018087580919057,2
507,ell_2,0.0001993851056942143,2
508,ell_2,0.0004171330805407032,2
509,ell_2,0.00047941544722119754,2
510,ell_2,0.00013429012111333596,2
511,ell_2,0.00020487910743850055,2
512,ell_2,0.0002042227479283,2
513,ell_2,0.00018750976500889167,2
514,ell_2,0.00045419194526619225,2
515,ell_2,0.00027229047118890897,2
516,ell_2,0.0002628346307517596,2
517,ell_2,0.00011015090534909325,2
518,ell_2,0.0004121929190025181,2
519,ell_2,0.0001614431837289579,2
520,ell_2,0.0003091259471443101,2
521,ell_2,0.0003446298503867846,2
522,ell_2,0.0005923583499279691,2
523,ell_2,0.0001559245560329562,2
524,ell_2,6.628916080655891e-05,2
525,ell_2,0.0003288847044790013,2
526,ell_2,0.0007380695529959466,2
527,ell_2,0.0005573846918201298,2
528,ell_2,0.00033315644427771366,2
529,ell_2,0.0002346193425399833,2
530,ell_2,0.0004491441005880772,2
531,ell_2,0.00018438194142717323,2
532,ell_2,0.00038068084972826095,2
533,ell_2,0.00038626264063498273,2
534,ell_2,0.0005097331881875485,2
535,ell_2,0.0011922678086918569,2
536,ell_2,0.0003650339847840754,2
537,ell_2,0.00023259544613615937,2
538,ell_2,0.0002961882756664361,2
539,ell_2,0.0001238714732746336,2
540,ell_2,0.000211966005227076,2
541,ell_2,0.00024448189463480434,2
542,ell_2,0.00023084310385999,2
543,ell_2,0.0003237462113893711,2
544,ell_2,0.0001988543224119248,2
545,ell_2,0.0005254724739806926,2
546,ell_2,0.00030003106134563053,2
547,ell_2,0.0002986081904062935,2
548,ell_2,0.00025463601069482174,2
549,ell_2,0.0003242055786495068,2
550,ell_2,0.00045319912887618815,2
551,ell_2,0.00019445822661441164,2
552,ell_2,0.00021588033080788545,2
553,ell_2,0.0002577317873508079,2
554,ell_2,0.00015306260380812595,2
555,ell_2,0.00019916896698681517,2
556,ell_2,0.00023643469480170564,2
557,ell_2,0.0004645072029452501,2
558,ell_2,0.00034208633241112127,2
559,ell_2,0.0003304903399726181,2
560,ell_2,0.0004590831993064854,2
561,ell_2,0.0002800859668346889,2
562,ell_2,0.00036467804637944326,2
563,ell_2,0.0002849095034783689,2
564,ell_2,0.0003425657634542197,2
565,ell_2,0.00022416965326859487,2
566,ell_2,8.862144715396334e-05,2
567,ell_2,0.0002805194024633967,2
568,ell_2,0.000611036406624233,2
569,ell_2,0.00047670134122890267,2
570,ell_2,0.0004861324982811632,2
571,ell_2,0.0005566005490680923,2
572,ell_2,0.0003135977990565085,2
573,ell_2,0.0003311065835935534,2
574,ell_2,0.0002202925700959941,2
575,ell_2,0.00025614560354507974,2
576,ell_2,0.0004081635898435049,2
577,ell_2,0.0005476983576971388,2
578,ell_2,0.0002797956000632885,2
579,ell_2,0.00023953219704239792,2
580,ell_2,0.00030007920428218034,2
581,ell_2,0.0004052020571027944,2
582,ell_2,0.000145744496781947,2
583,ell_2,9.517259170504544e-05,2
584,ell_2,0.000227810478789816,2
585,ell_2,0.0001629472064768597,2
586,ell_2,0.00023269122866082117,2
587,ell_2,0.00027863211158748774,2
588,ell_2,0.00023916609534099976,2
589,ell_2,0.0006201840208925349,2
590,ell_2,0.00035324252368159703,2
591,ell_2,0.00034863295170886306,2
592,ell_2,0.00040947917474562224,2
593,ell_2,0.00016975664572834714,2
594,ell_2,0.0005043842449466594,2
595,ell_2,0.0002888479229336797,2
596,ell_2,0.0004194829088146971,2
597,ell_2,0.00017553770412246552,2
598,ell_2,0.00013795162657595291,2
599,ell_2,0.0004515686019727164,2
600,ell_2,0.00036212419666838407,2
601,ell_2,0.00019109232676884163,2
602,ell_2,0.00019421211421681583,2
603,ell_2,0.0005266308700921958,2
604,ell_2,0.00016551743359675104,2
605,ell_2,0.0006820609008455545,2
606,ell_2,0.00019122908501585843,2
607,ell_2,0.0004128062842232001,2
608,ell_2,0.00025454387978368886,2
609,ell_2,0.0004056035441159982,2
610,ell_2,0.0002285432507487772,2
611,ell_2,0.00027654844722571327,2
612,ell_2,0.0003062010959317139,2
613,ell_2,0.00018176029285788743,2
614,ell_2,0.00043449943630649097,2
615,ell_2,0.00023210171247261557,2
616,ell_2,0.00026759710692035376,2
617,ell_2,0.00018247401646500087,2
618,ell_2,8.331392026692157e-05,2
619,ell_2,0.00027267172343181336,2
620,ell_2,0.001002337634497467,2
621,ell_2,0.00044411547995579367,2
622,ell_2,0.00029712480957521753,2
623,ell_2,0.00026304814073635567,2
624,ell_2,0.00030338888185215865,2
625,ell_2,0.0003943906960225877,2
626,ell_2,0.00016623061429652187,2
627,ell_2,0.0005237127369081956,2
628,ell_2,0.000429006955625925,2
629,ell_2,0.00042960893333082565,2
630,ell_2,0.0003735382257548087,2
631,ell_2,0.0003029569764469175,2
632,ell_2,0.0004199825205358613,2
633,ell_2,0.00040330356504562106,2
634,ell_2,0.00025132881938845747,2
635,ell_2,0.00022519835423140072,2
636,ell_2,0.00031567418523202286,2
637,ell_2,0.000650858688574423,2
638,ell_2,0.0001614553989177192,2
639,ell_2,0.00014402974514908187,2
640,ell_2,0.0003257606454459833,2
641,ell_2,0.0003077310925807582,2
642,ell_2,0.00032716129522070446,2
643,ell_2,0.0003389182993986678,2
644,ell_2,0.00026832028153863724,2
645,ell_2,0.0006318892831792505,2
646,ell_2,0.0001347377754455266,2
647,ell_2,0.0001982510114247396,2
648,ell_2,0.0002849048014823295,2
649,ell_2,0.00013191899620181895,2
650,ell_2,0.0002747482633537188,2
651,ell_2,0.0006885015417952344,2
652,ell_2,0.0003031493895433496,2
653,ell_2,0.00033668000106800534,2
654,ell_2,0.0001597643779572496,2
655,ell_2,0.00022043475835654676,2
656,ell_2,0.0002486843159020023,2
657,ell_2,0.00025593536350171115,2
658,ell_2,0.0005694120698786001,2
659,ell_2,0.000396480954161188,2
660,ell_2,0.0001720961782126055,2
661,ell_2,0.00033935096400052804,2
662,ell_2,0.0003848652792040017,2
663,ell_2,0.0005305196478890499,2
664,ell_2,0.0006611976540622763,2
665,ell_2,0.0001805911034584778,2
666,ell_2,0.00020000727063275127,2
667,ell_2,0.00015997115939403732,2
668,ell_2,0.0002668729080070517,2
669,ell_2,0.0003787823106679925,2
670,ell_2,0.0004914940004747924,2
671,ell_2,0.00028882095487992824,2
672,ell_2,0.0002556626272495204,2
673,ell_2,0.00032364960702086534,2
674,ell_2,0.00019759332884563345,2
675,ell_2,0.0008528228400739152,2
676,ell_2,0.0001342833287062086,2
677,ell_2,0.000329031260873506,2
678,ell_2,0.0008251668301632697,2
679,ell_2,0.0003010217125714626,2
680,ell_2,0.0002728065557863524,2
681,ell_2,0.0002509013322520804,2
682,ell_2,0.00027412566531230986,2
683,ell_2,0.0005959797631213279,2
684,ell_2,9.927080492312048e-05,2
685,ell_2,0.0006458061138047455,2
686,ell_2,0.00014720172109253268,2
687,ell_2,0.0002625538778803563,2
688,ell_2,0.0002420538602735104,2
689,ell_2,0.00040264654177479895,2
690,ell_2,0.00013492516598613525,2
691,ell_2,0.00037799040348714537,2
692,ell_2,0.0008254570940515838,2
693,ell_2,0.00015174408830241707,2
694,ell_2,0.00032984919278960026,2
695,ell_2,0.00021546347072051565,2
696,ell_2,0.0003711944605645911,2
697,ell_2,0.0003028859594961495,2
698,ell_2,0.0002176828136756474,2
699,ell_2,0.0003828788486554108,2
700,ell_2,0.0007394868720678799,2
701,ell_2,0.0002726886256314335,2
702,ell_2,0.0004299467852214312,2
703,ell_2,0.00015714139351944727,2
704,ell_2,0.0001859660790247977,2
705,ell_2,0.0003799294636802172,2
706,ell_2,0.0006300760263962643,2
707,ell_2,0.00035837830596925364,2
708,ell_2,0.00025653201185945956,2
709,ell_2,0.00029989372964026484,2
710,ell_2,0.0001605456952523675,2
711,ell_2,0.0004058729330506519,2
712,ell_2,0.0004663558670207168,2
713,ell_2,0.00023930462172338257,2
714,ell_2,0.0002371662568227796,2
715,ell_2,0.00034265413630744283,2
716,ell_2,0.00024115083440960427,2
717,ell_2,0.0002902423220501791,2
718,ell_2,0.0008571760892881286,2
719,ell_2,0.00026514308516378934,2
720,ell_2,0.0002507891129799209,2
721,ell_2,0.00021702478678622635,2
722,ell_2,0.00043523166842116326,2
723,ell_2,0.0002740115854195117,2
724,ell_2,0.0002168261662885432,2
725,ell_2,0.0005808162784735756,2
726,ell_2,0.0006100762668121841,2
727,ell_2,0.00022219840340570525,2
728,ell_2,0.00011797969094011064,2
729,ell_2,0.0004964780731025971,2
730,ell_2,0.00021303736263875687,2
731,ell_2,0.0004454545734902254,2
732,ell_2,0.00011202595279102468,2
733,ell_2,0.0004687554218381849,2
734,ell_2,0.00016372636201948231,2
735,ell_2,0.00043231934262232934,2
