hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,LCOH_Base,LCOA_Base,LCOH_Derisked,LCOA_Derisked
hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.4141781416959909,231.6544290023153,110.00540957137534,116.02705300250128,149.13229337870234,5.247516546027316,143.98599036098744,4.086869460900791,105.74182294396903
hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,147.35997922659678,28.395464916490816,64.01349026105385,200.5449427652568,5.195502983285868,143.93397679824602,4.034855898159344,105.68980938122758
hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,89.98310211103508,5.452094184965394,375.6895757349587,286.9088608288561,5.507179068759773,144.2456528837199,4.346531983633248,106.00148546670148
hex_014,-23.67902961407203,22.651637219532816,0.6580547713998388,0.4965604043407861,149.7742954129471,67.02744385758652,77.44509931477738,89.50163693020623,5.208934592339592,143.94740840729975,4.048287507213067,105.7032409902813
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,5.220367548614219,143.95884136357438,4.059720463487695,105.71467394655593
hex_016,-22.344982555809985,16.42469730642244,0.7642425736070565,0.4099573479985184,239.8470072441541,99.74497943275716,273.7284282691712,12.333549958945614,5.4052179212939855,144.14369173625414,4.244570836167461,105.8995243192357
hex_017,-28.23419292674989,15.036593455023418,0.8190485354067768,0.5191843663198555,123.16434205101056,97.18192517565193,394.8072979684844,168.7834224864133,5.526296790993299,144.26477060595346,4.365649705866774,106.02060318893501
hex_018,-19.06842593608901,20.554937055649656,0.7072747353663466,0.4074966917634128,196.7701306763201,38.73952824590312,96.43125291441224,192.0226579459201,5.227920745939226,143.96639456089937,4.067273660812702,105.72222714388093
hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.4991450386149156,25.268849980997448,114.39502801329964,146.5424160760417,36.23973410647223,5.278031909100855,144.016505724061,4.117384823974332,105.77233830704256
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423,5.483547621850932,144.22202143681108,4.322900536724409,105.97785401979264
hex_021,-24.74568838244158,11.103071776514078,0.7190653460279761,0.2909019365211477,125.22321361685762,62.29179837857403,437.6036274668256,128.63872419830963,5.56909312049164,144.3075669354518,4.408446035365115,106.06339951843336
hex_022,-17.35162370726116,22.016941285029937,0.7956775237557412,0.6151635465318787,234.7674814688708,31.45984577754473,230.32612192903065,290.0384140822386,5.361815614953845,144.10028942991397,4.20116852982732,105.85612201289555
hex_023,-18.282546544133627,20.30791199228845,0.6838074058933349,0.5856603403498417,145.07337283213846,112.38918483582664,73.31490112255034,180.83255320414,5.204804394147365,143.94327820910752,4.04415730902084,105.69911079208907
hex_024,-19.659398035114855,20.87231530076869,0.7136946153434929,0.4608775066454809,121.00490325895368,20.58833029226016,16.13196659160868,280.2418503720623,5.147621459616423,143.88609527457658,3.986974374489898,105.64192785755813
hex_025,-26.66433550577639,21.93020643430755,0.711826210600167,0.3330913218417318,70.40903745751393,6.344363707687149,111.04865319949631,242.2864701058264,5.242538146224311,143.98101196118444,4.081891061097786,105.73684454416602
hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.77655014036152,68.00177582606926,142.877572458811,5.199491268850883,143.93796508381104,4.038844183724359,105.69379766679259
hex_027,-28.47435481055325,18.962376743340517,0.7986972480785581,0.4705760936404297,132.56473860552677,119.0926921226446,308.1698163896573,236.50521752939528,5.439659309414472,144.1781331243746,4.279012224287947,105.93396570735618
hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382,5.195095795061368,143.9335696100215,4.034448709934844,105.68940219300308
hex_029,-20.803412561090543,12.603421029503629,0.7512494118727687,0.5532778218285165,10.294959570680955,90.08435431537696,232.78516991307853,37.19747904589181,5.364274662937893,144.10274847789805,4.2036275778113685,105.8585810608796
