ML,NO.,Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,Glass (kPa)_max,selection_sheet,file,row_index,inferred_round
RFR-GP,1,0.0,0.2527142641696688,0.03983828851648235,0.11149497883067107,0.3333308161401877,0.26262165234298546,121.27388535031847,EI,ML_ei&pred_20240213.xlsx,11,round1
,2,0.0,0.5052813906643826,0.0,0.07068748451055998,0.15105430447562626,0.27297682034942733,138.20240622788393,EI,ML_ei&pred_20240213.xlsx,12,round1
,3,0.0,0.1394755208280519,0.45021998254641005,0.10996599804341498,0.30033849858212264,0.0,125.35031847133757,EI,ML_ei&pred_20240213.xlsx,13,round1
,4,0.0,0.5862277169858116,0.0,0.08070109448767526,0.33307118852651296,0.0,272.3849964614296,EI,ML_ei&pred_20240213.xlsx,14,round1
,5,0.22026767528275587,0.31950915131503504,0.0,0.13017463865850953,0.3300485347437033,0.0,104.45859872611464,EI,ML_ei&pred_20240213.xlsx,15,round1
,6,0.0,0.6694037395676202,0.1801772670242751,0.08059419584412708,0.06982479756398181,0.0,110.85633404104742,EI,ML_ei&pred_20240213.xlsx,16,round1
,7,0.09019319805734387,0.6394575527072175,0.0,0.07022192728620198,0.20012732194923546,0.0,205.1238499646143,EI,ML_ei&pred_20240213.xlsx,17,round1
,8,0.12007216990540996,0.499946645104958,0.0,0.06998318899510875,0.30999799599452477,0.0,258.1740976645435,EI,ML_ei&pred_20240213.xlsx,18,round1
,9,0.0,0.48425920995183225,0.0,0.09102000698981905,0.4247207830583444,0.0,197.76362349610758,EI,ML_ei&pred_20240213.xlsx,19,round1
,10,0.0,0.6800526006189997,0.0,0.09985284603006436,0.2200945533509406,0.0,321.18895966029726,EI,ML_ei&pred_20240213.xlsx,20,round1
GP-GP,1,0.0,0.2695054826505967,0.0499425117731952,0.12008353248247922,0.3505987978332005,0.20986967526052855,95.96602972399151,EI,ML_ei&pred_20240213.xlsx,21,round1
,2,0.0,0.43921356343284346,0.0,0.05996213303292419,0.13983642447619687,0.3609878790580323,72.13021939136588,EI,ML_ei&pred_20240213.xlsx,22,round1
,3,0.0,0.6866802313494658,0.0,0.10116700465156638,0.21215276399897148,0.0,216.1641896673744,EI,ML_ei&pred_20240213.xlsx,23,round1
,4,0.0,0.6696058409186365,0.0,0.10017596063123838,0.17015598826332723,0.06006221018679824,169.6815286624204,EI,ML_ei&pred_20240213.xlsx,24,round1
,5,0.0,0.6921834555062866,0.0,0.10968910475579655,0.16839063220806516,0.029736807529850716,248.54918612880397,EI,ML_ei&pred_20240213.xlsx,25,round1
,6,0.0,0.6805383235345969,0.0,0.10992958475014866,0.14978719904546114,0.05974489266979317,164.41613588110403,EI,ML_ei&pred_20240213.xlsx,26,round1
,7,0.03981297918803201,0.15005038298283863,0.3800101218052041,0.11010533715715531,0.32002117886676795,0.0,109.32767162066526,EI,ML_ei&pred_20240213.xlsx,27,round1
,8,0.0,0.6802319727129349,0.0,0.0999317619993385,0.16994452648896496,0.04989173879876124,134.80537862703468,EI,ML_ei&pred_20240213.xlsx,28,round1
,9,0.0,0.6698724083478642,0.0,0.09992410157279753,0.16034664571542787,0.06985684436391423,193.97027600849256,EI,ML_ei&pred_20240213.xlsx,29,round1
,10,0.0,0.729439933008693,0.0,0.11007404150995177,0.1400028008912618,0.020483224590092084,199.34890304317057,EI,ML_ei&pred_20240213.xlsx,30,round1
GP-RFR,1,0.0692378865429358,0.3269641513459878,0.029726709642903068,0.3369543479492612,0.22736798017860224,0.009748924340310007,110.2901627742392,EI,ML_ei&pred_20240213.xlsx,31,round1
,2,0.06043102568664179,0.28979046121354424,0.02962688890561993,0.05000242158040647,0.10002218431185886,0.47012701830192644,48.69072894550602,EI,ML_ei&pred_20240213.xlsx,32,round1
,3,0.04972352737245708,0.2400799631010814,0.029760912926648043,0.08012129801856045,0.28995971170185686,0.31035458687939654,74.11181882519462,EI,ML_ei&pred_20240213.xlsx,33,round1
,4,0.10061024173575601,0.4097312981358741,0.0496967656056116,0.04997852531172399,0.21021552666374288,0.17976764254729177,130.72894550601558,EI,ML_ei&pred_20240213.xlsx,34,round1
,5,0.07887924971028838,0.5152114137076993,0.03967127739027571,0.03952070717234672,0.3066737384252711,0.020043613594118773,254.04104741684358,EI,ML_ei&pred_20240213.xlsx,35,round1
,6,0.059479369946234685,0.15959700831454746,0.11013292957208375,0.1702466547149691,0.37014010177039636,0.13040393568176872,136.2208067940552,EI,ML_ei&pred_20240213.xlsx,36,round1
,7,0.020486070904598756,0.3202515436670955,0.03969950138638956,0.040535607064567845,0.0600045549268573,0.5190227220504914,74.73460721868365,EI,ML_ei&pred_20240213.xlsx,37,round1
,8,0.19012443032465587,0.13013187366362483,0.08983645080346277,0.16996133637818892,0.3302152284339405,0.08973068039612707,102.64685067232838,EI,ML_ei&pred_20240213.xlsx,38,round1
,9,0.11973067162975046,0.09030057988743488,0.10973673846413708,0.07998922755566634,0.15020440509944688,0.45003837736356406,42.40622788393489,EI,ML_ei&pred_20240213.xlsx,39,round1
,10,0.119716575156047,0.1496158631863494,0.06968073195358354,0.11989999951338076,0.23020479110423533,0.3108820390864083,63.467799009200284,EI,ML_ei&pred_20240213.xlsx,40,round1
ENU-RFR,1,0.0076698542810283024,0.5908194969948446,0.09188271945307903,0.09522713289899284,0.18602374527201085,0.02837705110004133,118.55626326963906,EI,ML_ei&pred_20240213.xlsx,41,round1
,2,0.13200113246503298,0.5865731464642919,0.00728738191315575,0.07534488114498074,0.09658101745493361,0.10221244055760915,111.76220806794055,EI,ML_ei&pred_20240213.xlsx,42,round1
,3,0.03287831731405658,0.5899099580820163,0.08876638694710208,0.08851667303787093,0.1493610329381764,0.05056763168077526,111.76220806794055,EI,ML_ei&pred_20240213.xlsx,43,round1
,4,0.04770007044429061,0.5916451262972285,0.03582745648021076,0.07729956754504155,0.14629059011329415,0.10123718911993332,102.30714791224345,EI,ML_ei&pred_20240213.xlsx,44,round1
,5,0.03580603356186929,0.5899208919997038,0.020893913662986967,0.11540058049161582,0.17234749165836813,0.06563108862545615,122.12314225053079,EI,ML_ei&pred_20240213.xlsx,45,round1
ENU-GP,1,0.0031130972360894145,0.5209649133930009,0.20697117125103442,0.09989648142802053,0.16687887720925684,0.0021754594825963455,91.38004246284501,EI,ML_ei&pred_20240213.xlsx,46,round1
,2,0.01528745814645494,0.5784187222625344,0.08897746101655464,0.0984151012073523,0.1808930094039388,0.03800824796316653,136.10757254069355,EI,ML_ei&pred_20240213.xlsx,47,round1
,3,0.002746382260607573,0.4926767687012718,0.1597665411373265,0.10694259813533503,0.211762013940233,0.02610569582522884,61.59943382873319,EI,ML_ei&pred_20240213.xlsx,48,round1
,4,0.0005236960839860138,0.4599714558299957,0.2037498977332164,0.10388369722589721,0.17864989944769813,0.05322135367920881,114.93276716206653,EI,ML_ei&pred_20240213.xlsx,49,round1
,5,0.0019028579845820554,0.5729514090767938,0.03579944059130187,0.09798032458636836,0.14406670643449396,0.14729926132645627,127.95470629865534,EI,ML_ei&pred_20240213.xlsx,50,round1
CLMax,1,0.2727129961052581,0.5251512121670532,0.050324860710620076,0.070913586061738,0.08089734495533045,0.0,123.42533616418967,EI,ML_ei&pred_20240213.xlsx,51,round1
,2,0.1103522089490435,0.6299497149346583,0.04962589054630663,0.10004691836928029,0.08988259918717295,0.02014266801353781,132.88039631988676,EI,ML_ei&pred_20240213.xlsx,52,round1
,3,0.09035686515760608,0.6898391619437658,0.059721829623666796,0.10015022979378264,0.05993191348118345,0.0,128.29440905874026,EI,ML_ei&pred_20240213.xlsx,53,round1
,4,0.1198642120418433,0.4502153809025771,0.0699297442560839,0.08027117818202543,0.24001053482350546,0.03970894979396501,121.21726822363765,EI,ML_ei&pred_20240213.xlsx,54,round1
,5,0.0,0.6970201882454375,0.010083299571405182,0.09070948756969056,0.10152379394381653,0.10066323066964568,145.84571832979475,EI,ML_ei&pred_20240213.xlsx,55,round1
CLMin,1,0.0,0.3695976102710987,0.0,0.1399349291370532,0.4795553630002681,0.01091209759157822,198.21656050955414,EI,ML_ei&pred_20240213.xlsx,56,round1
,2,0.0,0.19937068821830842,0.3707979399755839,0.09005216776364515,0.2803564407674301,0.05942276327502887,120.87756546355273,EI,ML_ei&pred_20240213.xlsx,57,round1
,3,0.0,0.1801339715215124,0.0702086980601118,0.07013239349779174,0.2499423835321699,0.42958255338840984,71.56404812455767,EI,ML_ei&pred_20240213.xlsx,58,round1
,4,0.0,0.3201491503123386,0.009693408996871882,0.15022111775922764,0.5199363229315608,0.0,171.0403397027601,EI,ML_ei&pred_20240213.xlsx,59,round1
,5,0.0,0.2401486532429544,0.10994940264700406,0.060495335836426675,0.22988132841259373,0.3595252798610205,123.42533616418967,EI,ML_ei&pred_20240213.xlsx,60,round1
LP_df,1,0.08012643627304614,0.5898369082531372,0.03976721977444278,0.13021460556611913,0.150088490271766,0.009966339861488887,115.32908704883228,EI,ML_ei&pred_20240213.xlsx,61,round1
,2,0.09056945837772513,0.5554798455143414,0.04035248524031987,0.13133097685608386,0.15185796847644026,0.030409265535089748,107.2894550601557,EI,ML_ei&pred_20240213.xlsx,62,round1
,3,0.14918261129691582,0.2305265980696533,0.08040810554340597,0.17988833818832858,0.35999434690169185,0.0,139.7876857749469,EI,ML_ei&pred_20240213.xlsx,63,round1
,4,0.2601666954743901,0.24978520813496735,0.3099899812379255,0.1800581151527174,0.0,0.0,92.90870488322717,EI,ML_ei&pred_20240213.xlsx,64,round1
,5,0.0504726611021973,0.4294863343830935,0.0,0.22978090922018446,0.2800003853226403,0.010259709971881196,116.80113234253362,EI,ML_ei&pred_20240213.xlsx,65,round1
,6,0.08979049976874494,0.5440134459076447,0.03991615583699945,0.13852357302346827,0.1283401472353059,0.0594161782278392,120.36801132342534,EI,ML_ei&pred_20240213.xlsx,66,round1
,7,0.12951825842145334,0.10864140108359957,0.20762502728673082,0.19788827089047695,0.31676702851550625,0.0395600138022286,87.64331210191082,EI,ML_ei&pred_20240213.xlsx,67,round1
,8,0.07971471450684928,0.4901409634787216,0.0,0.1497001443367709,0.13042011805730983,0.15002405962034493,139.95753715498938,EI,ML_ei&pred_20240213.xlsx,68,round1
,9,0.0707870459290299,0.5254581081837406,0.0504040735510668,0.14136330700685024,0.1813954868114702,0.030591978517842608,153.82873319179052,EI,ML_ei&pred_20240213.xlsx,69,round1
,10,0.059071364764711795,0.5443228784748599,0.009804760079407358,0.11942060997329142,0.17835439680695842,0.0890259899007709,112.27176220806794,EI,ML_ei&pred_20240213.xlsx,70,round1
old-SM-GP,1,0.020046971580007317,0.25027701084467574,0.0295662478169173,0.1198353405487493,0.30976504389277365,0.2705093853168772,153.5456475583864,EI,ML_ei&pred_20240213.xlsx,71,round1
,2,0.0,0.6598139129682237,0.0,0.11010760323534784,0.23007848379642823,0.0,269.10120311394195,EI,ML_ei&pred_20240213.xlsx,72,round1
,3,0.0,0.7799311208741685,0.0,0.10026676420724634,0.11980211491858285,0.0,247.0205237084218,EI,ML_ei&pred_20240213.xlsx,73,round1
,4,0.0,0.0,0.09019987158269828,0.13068486508832255,0.6793115071894001,0.09980375613957554,105.19462137296532,EI,ML_ei&pred_20240213.xlsx,74,round1
,5,0.0,0.4309329430216968,0.0,0.17970950741575445,0.389357549562547,0.0,189.83722576079265,EI,ML_ei&pred_20240213.xlsx,75,round1
,6,0.0,0.7496097843652806,0.0,0.09990444682738794,0.15048576880732684,0.0,252.965322009908,EI,ML_ei&pred_20240213.xlsx,76,round1
,7,0.0,0.6199656655199758,0.0,0.14991526075534467,0.23011907372468274,0.0,260.38216560509557,EI,ML_ei&pred_20240213.xlsx,77,round1
,8,0.0,0.6236185243788649,0.0,0.09925911223269186,0.2771223633884463,0.0,216.05095541401275,EI,ML_ei&pred_20240213.xlsx,78,round1
,9,0.0,0.670098009545836,0.0,0.12023606117082955,0.06983834577647466,0.13982758350685942,167.64331210191082,EI,ML_ei&pred_20240213.xlsx,79,round1
,10,0.14996299355778708,0.22960385468129363,0.20996598236824385,0.11023387722483045,0.30023329216784966,0.0,90.70063694267516,EI,ML_ei&pred_20240213.xlsx,80,round1
RFR-GP,1,0.0,0.5862277169858116,0.0,0.08070109448767526,0.33307118852651296,0.0,272.3849964614296,PRED,ML_ei&pred_20240213.xlsx,1,round1
,2,0.0,0.7996691118884616,0.0,0.10025176678241,0.10007912132912954,0.0,189.10120311394198,PRED,ML_ei&pred_20240213.xlsx,2,round1
,3,0.0,0.6800526006189997,0.0,0.09985284603006436,0.2200945533509406,0.0,321.18895966029726,PRED,ML_ei&pred_20240213.xlsx,3,round1
,4,0.0,0.6802357394406793,0.0,0.10983047191845287,0.20993378864086762,0.0,278.3297947629158,PRED,ML_ei&pred_20240213.xlsx,4,round1
,5,0.0,0.5603442178578459,0.0,0.139825675254311,0.2998301068878433,0.0,165.03892427459306,PRED,ML_ei&pred_20240213.xlsx,5,round1
,6,0.09019319805734387,0.6394575527072175,0.0,0.07022192728620198,0.20012732194923546,0.0,205.1238499646143,PRED,ML_ei&pred_20240213.xlsx,6,round1
,7,0.0,0.65651189340022,0.0,0.06067586529899036,0.2828122413007896,0.0,303.86411889596604,PRED,ML_ei&pred_20240213.xlsx,7,round1
,8,0.0,0.46987923926463593,0.0,0.0901977817902402,0.33003920200232817,0.10988377694279143,163.5102618542109,PRED,ML_ei&pred_20240213.xlsx,8,round1
,9,0.0,0.48425920995183225,0.0,0.09102000698981905,0.4247207830583444,0.0,197.76362349610758,PRED,ML_ei&pred_20240213.xlsx,9,round1
,10,0.12007216990540996,0.499946645104958,0.0,0.06998318899510875,0.30999799599452477,0.0,258.1740976645435,PRED,ML_ei&pred_20240213.xlsx,10,round1
GP-GP,1,0.0,0.6698724083478642,0.0,0.09992410157279753,0.16034664571542787,0.06985684436391423,193.97027600849256,PRED,ML_ei&pred_20240213.xlsx,11,round1
,2,0.0,0.6696058409186365,0.0,0.10017596063123838,0.17015598826332723,0.06006221018679824,169.6815286624204,PRED,ML_ei&pred_20240213.xlsx,12,round1
,3,0.0,0.6802319727129349,0.0,0.0999317619993385,0.16994452648896496,0.04989173879876124,134.80537862703468,PRED,ML_ei&pred_20240213.xlsx,13,round1
,4,0.0,0.6703221377604839,0.0,0.09988757091972418,0.2297902913197883,0.0,216.61712668082095,PRED,ML_ei&pred_20240213.xlsx,14,round1
,5,0.0,0.6866802313494658,0.0,0.10116700465156638,0.21215276399897148,0.0,216.1641896673744,PRED,ML_ei&pred_20240213.xlsx,15,round1
,6,0.0,0.6805383235345969,0.0,0.10992958475014866,0.14978719904546114,0.05974489266979317,164.41613588110403,PRED,ML_ei&pred_20240213.xlsx,16,round1
,7,0.0,0.6921834555062866,0.0,0.10968910475579655,0.16839063220806516,0.029736807529850716,248.54918612880397,PRED,ML_ei&pred_20240213.xlsx,17,round1
,8,0.0,0.6868704766183894,0.0,0.1109566680907599,0.2021728552908541,0.0,228.619957537155,PRED,ML_ei&pred_20240213.xlsx,18,round1
,9,0.0,0.633532357801899,0.0,0.11884343999261548,0.2476242022054837,0.0,206.53927813163483,PRED,ML_ei&pred_20240213.xlsx,19,round1
,10,0.0,0.729439933008693,0.0,0.11007404150995177,0.1400028008912618,0.020483224590092084,199.34890304317057,PRED,ML_ei&pred_20240213.xlsx,20,round1
old-SM-GP,1,0.0,0.5881002724572348,0.0,0.09387710903197888,0.3180226185107864,0.0,353.2908704883227,PRED,ML_ei&pred_20240213.xlsx,21,round1
,2,0.0,0.6236185243788649,0.0,0.09925911223269186,0.2771223633884463,0.0,216.05095541401275,PRED,ML_ei&pred_20240213.xlsx,22,round1
,3,0.0,0.7799311208741685,0.0,0.10026676420724634,0.11980211491858285,0.0,247.0205237084218,PRED,ML_ei&pred_20240213.xlsx,23,round1
,4,0.0,0.5698486315050519,0.0,0.06012094390784448,0.3700304245871038,0.0,308.9030431705591,PRED,ML_ei&pred_20240213.xlsx,24,round1
,5,0.0,0.6199656655199758,0.0,0.14991526075534467,0.23011907372468274,0.0,260.38216560509557,PRED,ML_ei&pred_20240213.xlsx,25,round1
,6,0.0,0.7496097843652806,0.0,0.09990444682738794,0.15048576880732684,0.0,252.965322009908,PRED,ML_ei&pred_20240213.xlsx,26,round1
,7,0.0,0.6598139129682237,0.0,0.11010760323534784,0.23007848379642823,0.0,269.10120311394195,PRED,ML_ei&pred_20240213.xlsx,27,round1
,8,0.12004796406587426,0.6293367656982021,0.0,0.07029235349628758,0.18032291673964032,0.0,173.7579617834395,PRED,ML_ei&pred_20240213.xlsx,28,round1
,9,0.03907273745472384,0.5346089048230481,0.0,0.05942050861521831,0.27780921421484706,0.08908863489216619,195.78202406227885,PRED,ML_ei&pred_20240213.xlsx,29,round1
,10,0.0,0.6899042454375599,0.0,0.08013419921814893,0.03017761242531342,0.19978394291897283,120.14154281670206,PRED,ML_ei&pred_20240213.xlsx,30,round1
SM-ETR,1,0.019871410746196794,0.589470441151411,0.05035837280150482,0.050220577493968466,0.09996258375221385,0.19011661405470479,102.19391365888181,PRED,ML_ei&pred_20240213.xlsx,31,round1
,2,0.08954504738520104,0.5701671577137912,0.03062429370020851,0.0498653878422161,0.15991220400448017,0.09988590935409802,84.13305024769993,PRED,ML_ei&pred_20240213.xlsx,32,round1
,3,0.0793836888694998,0.5835438893985819,0.07002319449924065,0.06932849173218752,0.07877168339682292,0.1189490521036631,95.96602972399151,PRED,ML_ei&pred_20240213.xlsx,33,round1
,4,0.020238536735142823,0.6092446188459986,0.03076161661059641,0.07987539447533869,0.08036285436252012,0.17951697897039842,134.12597310686482,PRED,ML_ei&pred_20240213.xlsx,34,round1
,5,0.01011255171544404,0.7193314128847218,0.020744961584032034,0.09996396975865462,0.09024891799467935,0.05959818606247083,171.15357395612173,PRED,ML_ei&pred_20240213.xlsx,35,round1
,6,0.06887181360860153,0.7223007604181749,0.030024938159594575,0.06983061215783835,0.08917849073531789,0.019793384920473236,133.55980184005662,PRED,ML_ei&pred_20240213.xlsx,36,round1
,7,0.010289737411595199,0.5995618726228988,0.029523298739557433,0.06032131289233435,0.050057051839546396,0.25024672649406826,146.46850672328378,PRED,ML_ei&pred_20240213.xlsx,37,round1
,8,0.009847701872140355,0.6528973325652931,0.02961347967694518,0.060113542928981835,0.009590328420616284,0.23793761453602416,176.02264685067232,PRED,ML_ei&pred_20240213.xlsx,38,round1
,9,0.17005614873220806,0.5899004163406562,0.010304479893391581,0.03973672982768094,0.04015561214212441,0.1498466130639411,115.04600141542817,PRED,ML_ei&pred_20240213.xlsx,39,round1
,10,0.11984733797646936,0.580155385346596,0.04047078757740332,0.16975265789731636,0.07980927902961407,0.009964552172604856,171.380042462845,PRED,ML_ei&pred_20240213.xlsx,40,round1
SM-GBM,1,0.1104747490792623,0.5888247985830962,0.03023633637415718,0.08008133529070774,0.18014439007144087,0.010238390601335702,141.54281670205236,PRED,ML_ei&pred_20240213.xlsx,41,round1
,2,0.08982283256502514,0.579292111529773,0.03083776524513135,0.10005188662743054,0.12008474216573424,0.07991066186690277,192.7246992215145,PRED,ML_ei&pred_20240213.xlsx,42,round1
,3,0.010972957447198872,0.585991646863022,0.07041509822760118,0.12097938198984741,0.1511248883310362,0.060516027141294546,250.87048832271762,PRED,ML_ei&pred_20240213.xlsx,43,round1
,4,0.02976827747699041,0.6188375830090551,0.031476067055885286,0.09979645003273162,0.22012162242533798,0.0,224.0339702760085,PRED,ML_ei&pred_20240213.xlsx,44,round1
,5,0.06946658277069218,0.6107117276269584,0.059802954835411905,0.0499025110321438,0.14014367622417273,0.06997254751062079,164.24628450106158,PRED,ML_ei&pred_20240213.xlsx,45,round1
,6,0.05052879400465998,0.565148691763067,0.0205524784129122,0.0604511984177732,0.24261091989772018,0.06070791750386701,173.3050247699929,PRED,ML_ei&pred_20240213.xlsx,46,round1
,7,0.13100512743817244,0.534961886171871,0.03018561369260337,0.10113012317166006,0.16218379029180882,0.04053345923388451,144.60014154281671,PRED,ML_ei&pred_20240213.xlsx,47,round1
,8,0.05004781404957459,0.54968931973543,0.02013587322310775,0.08995521273401551,0.26988930938040046,0.020282470877471488,183.43949044585986,PRED,ML_ei&pred_20240213.xlsx,48,round1
,9,0.0804710252131081,0.5441322771286901,0.04135511631794169,0.15150811610767745,0.13190329862969777,0.050630166602884503,249.2285916489738,PRED,ML_ei&pred_20240213.xlsx,49,round1
,10,0.029717581777783213,0.5492055253073844,0.030660534146412084,0.07018177549934941,0.32023458326907134,0.0,42.1797593772116,PRED,ML_ei&pred_20240213.xlsx,50,round1
RFR-RFR,1,0.06884542092530306,0.32659784674289927,0.029678038914051935,0.33709696774407394,0.22780497069414712,0.009976754979524381,115.3857041755131,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,1,round1
,2,0.0705569241329276,0.28289794171587374,0.019934387044717033,0.040593946600422585,0.38380140523527995,0.20221539527078194,182.9865534324133,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,2,round1
,3,0.019795136119078297,0.45561467165176217,0.0693951389729064,0.049429891497451035,0.16830769773315357,0.2374574640256487,149.58244869072894,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,3,round1
,4,0.07000394945633134,0.3797019603386503,0.03986354608559462,0.05035568111607122,0.13997395371555724,0.32010090928779855,87.98301486199576,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,4,round1
,5,0.09135703872266165,0.42406318890205646,0.060534257477514106,0.2320105921667729,0.14137585140767983,0.05065907132331367,123.14225053078556,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,5,round1
,6,0.09943975697769035,0.08119328219560237,0.1790867092533545,0.06978178038710518,0.14936616968528024,0.4211323015009711,37.310686482661005,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,6,round1
,7,0.227224803109542,0.09873085979990148,0.2572130615716996,0.07912182520738337,0.14841845038052473,0.18929099993094667,65.84571832979476,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,7,round1
,8,0.02050118733233578,0.319769269353473,0.04003455579891344,0.04053218574791113,0.059931601695884,0.5192312000714863,37.14083510261854,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,8,round1
,9,0.12129440786166334,0.34304732594513415,0.04073460810304279,0.040604246190731726,0.4543194118994327,0.0,93.36164189667375,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,9,round1
,10,0.1793287325198463,0.2501117032747501,0.12054717063892714,0.15981108323826002,0.2699873548489832,0.020213955479231358,123.14225053078556,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,10,round1
RFR-GP,1,0.0,0.2527142641696688,0.03983828851648235,0.11149497883067107,0.3333308161401877,0.26262165234298546,121.27388535031847,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,11,round1
,2,0.0,0.5052813906643826,0.0,0.07068748451055998,0.15105430447562626,0.27297682034942733,138.20240622788393,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,12,round1
,3,0.0,0.1394755208280519,0.45021998254641005,0.10996599804341498,0.30033849858212264,0.0,125.35031847133757,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,13,round1
,4,0.0,0.5862277169858116,0.0,0.08070109448767526,0.33307118852651296,0.0,272.3849964614296,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,14,round1
,5,0.22026767528275587,0.31950915131503504,0.0,0.13017463865850953,0.3300485347437033,0.0,104.45859872611464,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,15,round1
,6,0.0,0.6694037395676202,0.1801772670242751,0.08059419584412708,0.06982479756398181,0.0,110.85633404104742,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,16,round1
,7,0.09019319805734387,0.6394575527072175,0.0,0.07022192728620198,0.20012732194923546,0.0,205.1238499646143,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,17,round1
,8,0.12007216990540996,0.499946645104958,0.0,0.06998318899510875,0.30999799599452477,0.0,258.1740976645435,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,18,round1
,9,0.0,0.48425920995183225,0.0,0.09102000698981905,0.4247207830583444,0.0,197.76362349610758,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,19,round1
,10,0.0,0.6800526006189997,0.0,0.09985284603006436,0.2200945533509406,0.0,321.18895966029726,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,20,round1
GP-GP,1,0.0,0.2695054826505967,0.0499425117731952,0.12008353248247922,0.3505987978332005,0.20986967526052855,95.96602972399151,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,21,round1
,2,0.0,0.43921356343284346,0.0,0.05996213303292419,0.13983642447619687,0.3609878790580323,72.13021939136588,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,22,round1
,3,0.0,0.6866802313494658,0.0,0.10116700465156638,0.21215276399897148,0.0,216.1641896673744,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,23,round1
,4,0.0,0.6696058409186365,0.0,0.10017596063123838,0.17015598826332723,0.06006221018679824,169.6815286624204,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,24,round1
,5,0.0,0.6921834555062866,0.0,0.10968910475579655,0.16839063220806516,0.029736807529850716,248.54918612880397,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,25,round1
,6,0.0,0.6805383235345969,0.0,0.10992958475014866,0.14978719904546114,0.05974489266979317,164.41613588110403,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,26,round1
,7,0.03981297918803201,0.15005038298283863,0.3800101218052041,0.11010533715715531,0.32002117886676795,0.0,109.32767162066526,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,27,round1
,8,0.0,0.6802319727129349,0.0,0.0999317619993385,0.16994452648896496,0.04989173879876124,134.80537862703468,EI,ML_ei&pred (1&2&3rounds)_20240408.xlsx,28,round1
