No.,Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,Glass_max_kPa,Steel_max_kPa,Q,Phase Seperation,Modulus (kPa),Tanδ,XlogP3
G-039,0.5236197264079707,0.22160494778735654,0.08613499080519735,0.1686403349994755,0.0,0.0,24.57183297947629,,2.2309736296296294,1.0,5929.0,0.0128,-0.23478602567780077
G-040,0.2907703431335454,0.08835411115546692,0.0,0.2228370531533274,0.39803849255766033,0.0,107.5725406935598,,1.2831842962962963,1.0,7377.0,0.1019,0.1896770455657144
G-041,0.12457265137375594,0.6201755264247695,0.0921295619726014,0.07596144603593272,0.08716081419294035,0.0,123.99150743099787,,0.43897600000000025,0.0,18447.0,0.2438,0.882022551048468
G-042,0.14094187214901174,0.591213469724186,0.07622518060868366,0.09585094387023263,0.0957685336478861,0.0,146.63835810332625,,0.3732480000000001,1.0,5855.0,0.3099,0.7945647355979923
G-043,0.4579286235543928,0.3797911322864173,0.08135668592343984,0.08092355823574997,0.0,0.0,53.61641896673744,,0.43897600000000025,1.0,10215.0,0.1034,0.24905640842018834
G-044,0.5233049315668445,0.22171094565137311,0.08657872904738335,0.16840539373439903,0.0,0.0,41.84005661712668,,2.7049863703703703,1.0,4383.0,0.0122,-0.23384418838755244
G-045,0.4035182343333867,0.31396141710723074,0.08738461599301106,0.19513573256637146,0.0,0.0,56.617126680820945,,2.032296296296296,1.0,6419.0,0.0169,-0.12768634053439593
G-046,0.5754787353907006,0.184678411389549,0.08524606744360373,0.15459678577614663,0.0,0.0,28.931351733899504,,2.515456000000001,1.0,5432.0,0.0108,-0.2699218422355975
G-047,0.5044751788031535,0.2281446122057628,0.08304079363112797,0.1843394153599557,0.0,0.0,34.47983014861996,,2.064554370370371,1.0,4771.0,0.0103,-0.2602831014076571
G-048,0.4300821605833393,0.4001397606227585,0.0,0.1697780787939022,0.0,0.0,67.94055201698514,,1.728,1.0,10283.0,0.0204,0.04382210563825867
G-049,0.3807630807099782,0.40530471623213665,0.2139322030578851,0.0,0.0,0.0,13.81457891012031,91.15357395612173,0.26214400000000004,0.0,9594.0,0.0427,0.5438086214375498
G-050,0.5298512804675678,0.2890317924994711,0.08759982955685314,0.09351709747610815,0.0,0.0,33.57395612172682,,0.7453202962962965,1.0,11057.0,0.0774,0.05925358811024781
G-051,0.5726949622942966,0.1859485796070933,0.15143167820171521,0.08992477989689476,0.0,0.0,88.88888888888889,,0.5649256296296296,1.0,8234.0,0.0128,-0.08811037074127484
G-052,0.22675711882224517,0.4504857591581371,0.22768802819183223,0.0,0.09506909382778546,0.0,51.068648266100496,,0.3237709629629629,0.0,16227.0,0.048,0.8305032614159782
G-053,0.4505051665122059,0.3916595603371927,0.08691852734168357,0.07091674580891781,0.0,0.0,69.80891719745223,,0.30527437037037036,1.0,4299.0,0.1271,0.29603167597140034
G-054,0.41679500029575783,0.39185196609339223,0.09012275152663067,0.10123028208421918,0.0,0.0,64.3170559094126,,0.5119999999999999,1.0,6887.0,0.0944,0.22874667166816925
G-055,0.5569704150956345,0.2129951231361723,0.15068075399837474,0.07935370776981843,0.0,0.0,52.08775654635527,,0.5927039999999999,1.0,13019.0,0.0431,-0.015453623974654357
G-056,0.3437046228426227,0.4849985665669715,0.08294304548967303,0.0883537651007328,0.0,0.0,19.1932059447983,,0.427525037037037,1.0,13050.0,0.1499,0.4230591770171521
G-057,0.2428511021683609,0.5040798563280073,0.18679935636457445,0.0,0.06626968513905737,0.0,7.19037508846426,21.51450813871196,0.19511199999999998,0.0,16056.0,0.07,0.8475706577661497
G-058,0.3742481335670098,0.1988845785427616,0.4268672878902285,0.0,0.0,0.0,9.171974522292993,,0.216,1.0,15920.0,0.0261,0.2733600520949718
G-059,0.5183817041192231,0.2109833677872132,0.19446589802064393,0.07616903007291961,0.0,0.0,95.6829440905874,,0.636056,1.0,13287.0,0.0452,0.009298793302492642
G-060,0.4098362030923597,0.32764769570536023,0.17951878378109073,0.08299731742118932,0.0,0.0,90.30431705590941,,0.26214400000000004,1.0,20274.0,0.0475,0.19741139231741445
G-061,0.5096517710549328,0.21835499019625648,0.18898413985742674,0.08300909889138396,0.0,0.0,87.19037508846426,,0.3943703703703705,1.0,9551.0,0.0579,0.004371145922589276
G-062,0.5589341747767282,0.2817354392186882,0.08087111747857177,0.07845926852601164,0.0,0.0,41.50035385704175,,0.5649256296296296,1.0,13457.0,0.0922,0.07718084867682168
G-063,0.4571355312045974,0.27920171933647336,0.1812631622282353,0.08239958723069381,0.0,0.0,87.75654635527248,,0.3528936296296296,1.0,13497.0,0.0737,0.11203630702458867
G-064,0.4477508507251353,0.4006142559332463,0.15163489334161834,0.0,0.0,0.0,8.492569002123142,28.421797593772116,0.18196296296296308,0.0,14329.0,0.077,0.5052776080751858
G-065,0.4966725444662729,0.07918374671032816,0.25748397147899976,0.16665973734439918,0.0,0.0,8.152866242038217,,2.064554370370371,1.0,1459.0,0.0118,-0.4050781162889674
G-066,0.49049038632698505,0.09949844710503009,0.22859847836757155,0.18141268820041323,0.0,0.0,10.700636942675159,,1.968791703703703,1.0,3764.0,0.00594125,-0.4159549830859568
G-067,0.4444433647189736,0.39303200616969086,0.0789246062816794,0.08360002282965615,0.0,0.0,37.65038924274593,,0.7129197037037038,1.0,13184.0,0.1259,0.2657120894782282
G-068,0.39335822265531895,0.4362951525852957,0.09189883710876065,0.07844778765062471,0.0,0.0,48.35102618542109,,0.45062962962962955,1.0,12097.0,0.13822,0.36193976067910205
G-069,0.4417529062274012,0.18810523115467645,0.0,0.0,0.3701418626179222,0.0,3.340410474168436,,0.33329303703703705,0.0,4984.0,0.2045,0.8203316616062424
G-070,0.47358519647598446,0.3706960444829867,0.0,0.15571875904102897,0.0,0.0,49.9929228591649,,1.3799890370370376,1.0,9087.0,0.015,0.022678529208811138
G-071,0.513202781935495,0.22062304100833166,0.08686027705291874,0.17931390000325462,0.0,0.0,21.06157112526539,,1.9375416296296302,1.0,3791.0,0.0107,-0.2605693886150079
G-072,0.22587184516636166,0.4958855976162014,0.20716263484570568,0.07107992237173136,0.0,0.0,72.80962491153574,,0.4052239999999998,1.0,24397.0,0.1086,0.5420836759492607
G-073,0.20667941213278254,0.5171093498812204,0.1968444839443768,0.07936675404162025,0.0,0.0,87.53007784854918,,0.3943703703703705,1.0,22005.0,0.13,0.5565632239268166
G-074,0.5532939832112999,0.20109334402789553,0.17248319354111652,0.07312947921968825,0.0,0.0,104.74168435951876,,0.2232802962962962,1.0,12727.0,0.123,-0.012248069461321842
G-075,0.22401678887303422,0.5067747226184462,0.20228778006733528,0.06692070844118418,0.0,0.0,73.60226468506723,,0.34299999999999975,1.0,18118.0,0.0508,0.5689091970426825
G-076,0.2413982495267024,0.4912548842322395,0.1801368302525322,0.08721003598852597,0.0,0.0,88.88888888888889,,0.23072237037037033,1.0,11875.0,0.1177,0.4838647621311465
G-077,0.2914859983924214,0.38703204911263317,0.0,0.04535806215127884,0.2761238903436666,0.0,42.1797593772116,,0.4868242962962964,0.0,12152.0,0.2558,0.8802526267305139
G-078,0.2691347579815879,0.0,0.0,0.3599359944079682,0.3709292476104439,0.0,1.7551309271054494,,3.6050370370370364,1.0,7879.0,0.0718,-0.33949187184971097
G-079,0.16851877576964064,0.5414032568127677,0.056558356816402304,0.1504031681454657,0.08311644245572355,0.0,91.66312809624912,,0.7129197037037038,1.0,7715.0,0.1779,0.5441360038583769
G-080,0.5241611938768385,0.2054293967489563,0.0,0.17937014761920717,0.09103926175499823,0.0,23.21302193913659,,1.6710376296296292,1.0,7856.0,0.00637018,-0.1400937229348747
G-081,0.34649267432488273,0.4771066025959439,0.08483410318086682,0.09156661989830668,0.0,0.0,103.4961075725407,,0.7453202962962965,1.0,15579.0,0.1333,0.40237225593644
G-082,0.3543430106171633,0.3997853657501841,0.16031657770077695,0.08555504593187573,0.0,0.0,51.52158527954706,,0.3237709629629629,1.0,12193.0,0.0926,0.31272192779912705
G-083,0.4180970139520085,0.38635598554315326,0.19554700050483825,0.0,0.0,0.0,9.4550601556971,,0.18846103703703704,0.0,17925.0,0.0715,0.5006842682384414
G-084,0.43394697972110363,0.3236309305969088,0.15872654083993437,0.0836955488420533,0.0,0.0,81.8683651804671,,0.34299999999999975,1.0,20602.0,0.0826,0.17852648035641783
G-085,0.5388219292009537,0.30658595106325465,0.07859144199276212,0.07600067774302961,0.0,0.0,66.4685067232838,,0.427525037037037,1.0,12585.0,0.0993,0.12661666135767236
G-086,0.21374070198265824,0.08354786395648549,0.0,0.4838704830025248,0.2188409510583316,0.0,1.1889596602972399,,3.511808000000002,1.0,3465.0,0.0412,-0.7886475882261067
G-087,0.18345672863964677,0.11035370351902216,0.0,0.518383711635602,0.18780585620572912,0.0,8.096249115357395,,4.1474136296296304,1.0,2734.0,0.0357,-0.883711562957424
G-088,0.4181424545885479,0.3637589098339749,0.21809863557747733,0.0,0.0,0.0,11.889596602972398,27.062986553432413,0.33329303703703705,0.0,22859.0,0.0633,0.4707119580140791
G-089,0.34848450611431053,0.19179583904762582,0.45971965483806376,0.0,0.0,0.0,3.6234961075725405,21.06157112526539,0.254037037037037,0.0,12502.0,0.0355,0.2763926821276315
G-090,0.4169362380890351,0.39469599916737685,0.18836776274358796,0.0,0.0,0.0,4.7558386411889595,10.417551309271055,0.30527437037037036,0.0,14885.0,0.0644,0.5122981523646634
G-091,0.449147875117309,0.28302432379461984,0.1843485858418549,0.08347921524621614,0.0,0.0,22.533616418966737,,0.3629757037037036,1.0,14983.0,0.0669,0.1179713697667763
G-092,0.4122866879712421,0.3041081777443921,0.08725510313229543,0.19635003115207023,0.0,0.0,22.929936305732483,,2.6663442962962964,1.0,6145.0,0.0106,-0.14833265316583938
G-093,0.5176079541122226,0.2007162125269858,0.09522633400181664,0.18644949935897495,0.0,0.0,11.889596602972398,,2.0971520000000003,1.0,3284.0,0.0188,-0.3088054022216954
G-094,0.358555631943661,0.3954265408546047,0.24601782720173435,0.0,0.0,0.0,5.152158527954707,,0.23072237037037033,0.0,10223.0,0.0389,0.5414286402207991
G-095,0.24418524182146395,0.3695582317714596,0.38625652640707653,0.0,0.0,0.0,9.228591648973815,19.249823071479124,0.24609896296296288,0.0,14222.0,0.0341,0.5623136571699542
G-096,0.5476479302305517,0.21765412662013084,0.1762466216905773,0.058451321458740234,0.0,0.0,87.69992922859164,,0.3629757037037036,1.0,13898.0,0.0629,0.053002977240199006
G-097,0.12872299071024548,0.6289206218140555,0.1173978677014844,0.0671955638870217,0.057762955887193025,0.0,82.4345364472753,32.32837933474876,0.26214400000000004,0.0,6957.0,0.2093,0.8686812212192021
G-098,0.20808733658546233,0.5495224707418892,0.17887232592251667,0.06351786675013178,0.0,0.0,85.49186128803963,,0.20887970370370365,1.0,8936.0,0.1293,0.6426588201984744
G-099,0.40852844999245186,0.21903378203896726,0.09181042172616684,0.28062734624241414,0.0,0.0,1.4154281670205238,,3.1981810370370374,1.0,3636.0,0.00215142,-0.4922619663532826
G-100,0.548229643012718,0.12178779631727611,0.16982687124531542,0.16015568942469044,0.0,0.0,3.5102618542108988,,3.0696983703703693,1.0,4290.0,0.00664378,-0.35550053623368655
G-101,0.545599273454816,0.20920377557390862,0.17453595267264727,0.07066099829862814,0.0,0.0,49.37013446567587,,0.416274962962963,1.0,9668.0,0.0395,0.009037519474971084
G-102,0.5484979641624895,0.2870444259110734,0.07564531645912276,0.0888122934673143,0.0,0.0,27.912243453644727,,0.6213783703703706,1.0,8162.0,0.0758,0.06063092244699678
G-103,0.0861850092371505,0.48793246216480907,0.20803928603920735,0.217843242558833,0.0,0.0,66.24203821656052,,1.0201336296296295,1.0,6807.0,0.0743,0.1932003124504823
G-104,0.12391808779078436,0.5832265544377092,0.10850785268196853,0.12053533256941358,0.06381217252012436,0.0,97.38145789101203,,0.4624877037037039,1.0,7967.0,0.2158,0.6726832461088303
G-105,0.11330040464902852,0.40477118914103344,0.19584913797893386,0.21088763697617752,0.0751916312548266,0.0,83.79334748761501,,1.1686850370370374,1.0,5367.0,0.0772,0.2097567219949302
G-106,0.5103293592484149,0.1119201390128269,0.1900169751755539,0.18773352656320413,0.0,0.0,2.264685067232838,,3.699901629629631,1.0,4052.0,0.005998,-0.42653516500756417
G-107,0.13153840151429808,0.585805341416514,0.09346979529372941,0.09231488999068535,0.09687157178477324,0.0,137.0134465675867,,0.3528936296296296,1.0,7930.0,0.2874,0.8034778891600595
G-108,0.12131765133120861,0.5865106499216102,0.09573166757103267,0.10734914199275752,0.08909088918339114,0.0,107.5725406935598,,0.45062962962962955,1.0,17441.0,0.281,0.7552984335651876
G-109,0.12012142141492373,0.3980324902961269,0.192678325577721,0.19769337376653343,0.09147438894469508,0.0,77.11252653927814,,1.2136296296296296,1.0,6684.0,0.0786,0.26013279257106436
G-110,0.2345760655408179,0.4938766423590441,0.1785339376587476,0.09301335444139049,0.0,0.0,71.3375796178344,,0.33329303703703705,1.0,4374.0,0.1316,0.4745874040731859
G-111,0.22261017068782285,0.49919322346473005,0.19244834769944247,0.08574825814800462,0.0,0.0,76.20665251238499,,0.30527437037037036,1.0,11315.0,0.1504,0.5074905679067118
G-112,0.24341535780384216,0.4853372979708185,0.16997098617236436,0.1012763580529751,0.0,0.0,93.81457891012032,,0.45062962962962955,1.0,9378.0,0.1323,0.43616229457863803
G-113,0.5391860316789622,0.3096191503436502,0.07216230122930252,0.0,0.07903251674808513,0.0,7.246992215145081,,0.3732480000000001,0.0,13562.0,0.1517,0.4673570251794833
G-114,0.37838672894125835,0.3650971598554051,0.0,0.0,0.25651611120333656,0.0,11.153573956121727,,0.28749600000000003,0.0,7274.0,0.1732,0.9031948148346037
G-115,0.453448475007193,0.28263013170338613,0.18350882201320068,0.08041257127622027,0.0,0.0,93.41825902335457,,0.3629757037037036,1.0,16524.0,0.0773,0.123852043834867
G-116,0.37425081415665234,0.39972266629943853,0.07083021449377222,0.08370056337120889,0.07149574167892792,0.0,40.14154281670205,,0.636056,1.0,6301.0,0.1563,0.4228635317977588
G-117,0.4910678828200969,0.36829612699284403,0.0,0.14063599018705916,0.0,0.0,62.27883934890304,,1.1033703703703706,1.0,4676.0,0.0191,0.0527603451717758
G-118,0.5498863026281411,0.2874712177830317,0.07708836340657559,0.08555411618225164,0.0,0.0,21.684359518754423,,0.7957389629629629,1.0,11173.0,0.0805,0.0695340745923462
G-119,0.5612664153634275,0.29320109823871277,0.07041301552604319,0.0,0.07511947087181638,0.0,15.060155697098372,,0.216,0.0,12606.0,0.1539,0.4286672798237722
G-120,0.13266298912730656,0.39537516919156435,0.20499757653731931,0.17088059166272984,0.09608367348108,0.0,87.19037508846426,,0.9221143703703701,1.0,7792.0,0.102,0.3320792150298013
G-121,0.22668795950622386,0.50214097356411,0.1753172477562139,0.09585381917345212,0.0,0.0,59.447983014862,,0.3943703703703705,1.0,7348.0,0.1294,0.48149373841858323
G-122,0.5156267545493285,0.2998039317620829,0.09740822443676243,0.0871610892518262,0.0,0.0,21.910828025477706,,0.5380290370370371,1.0,7955.0,0.0838,0.09796397944395077
G-123,0.2871380480524351,0.19207442188036408,0.0,0.29937276459677553,0.2214147654704252,0.0,43.76503892427459,,2.3349922962962975,1.0,6267.0,0.0574,-0.1660402551038428
G-124,0.44395709506135683,0.18949018686979524,0.0,0.0,0.3665527180688479,0.0,11.832979476291579,,0.3943703703703705,0.0,5302.0,0.2203,0.8153459166174808
G-125,0.41751294874352585,0.39866146594074414,0.0959258092610319,0.0,0.08789977605469813,0.0,12.738853503184714,,0.238328,0.0,6988.0,0.1522,0.658294311950445
G-126,0.5408646164606482,0.29442519195686906,0.08530167134751504,0.0,0.0794085202349678,0.0,18.343949044585987,,0.24609896296296288,0.0,28703.0,0.1416,0.44701229443526297
G-127,0.2897073520078211,0.0882508295236742,0.0,0.22431275868167375,0.39772905978683093,0.0,63.411181882519465,,1.061208,1.0,3967.0,0.1054,0.18547693208263072
G-128,0.5126470832591984,0.22070585526963613,0.075734279977142,0.19091278149402355,0.0,0.0,19.532908704883226,,2.3349922962962975,1.0,4408.0,0.00523384,-0.2922565541728894
G-129,0.5080259931748321,0.30264225192731725,0.10209309284300998,0.08723866205484065,0.0,0.0,24.118895966029726,,0.8130370370370368,1.0,11711.0,0.0843,0.10517799941539185
G-130,0.08357729671481373,0.41950965278751234,0.202057375761216,0.21374163878472044,0.08111403595173736,0.0,69.63906581740977,,1.5879629629629635,1.0,5073.0,0.0956,0.24524087275259765
G-131,0.09092841797831432,0.495840373158557,0.20848041288395222,0.20475079597917642,0.0,0.0,82.66100495399859,,1.1910160000000003,1.0,5550.0,0.0805,0.23758730146305063
G-132,0.2895698111353848,0.08711089524489309,0.0,0.22476541996611693,0.3985538736536052,0.0,71.9037508846426,,1.4049280000000004,1.0,9929.0,0.0977,0.18410427967202025
G-133,0.5094941751903237,0.2322821711035913,0.08916022918624283,0.16906342451984224,0.0,0.0,25.194621372965322,,2.032296296296296,1.0,4577.0,0.00506556,-0.2149899292185079
G-134,0.47107101049520667,0.35281007775740697,0.1761189117473862,0.0,0.0,0.0,4.18966737438075,,0.3629757037037036,0.0,12753.0,0.0539,0.430668060407662
G-135,0.22168470761105027,0.31250266385558884,0.39272997292204676,0.0,0.07308265561131412,0.0,16.022646850672327,50.16277423920736,0.27042162962962957,0.0,17175.0,0.0304,0.6147929048201288
G-136,0.29705705173127567,0.24237147389579852,0.3859430070370206,0.0,0.07462846733590511,0.0,1.9249823071479122,18.400566171266806,0.24609896296296288,0.0,14112.0,0.0376,0.4879614204632462
G-137,0.276485301440791,0.08239661890924391,0.0,0.2199275355272614,0.42119054412270385,0.0,76.9992922859165,,1.3799890370370376,1.0,10333.0,0.1143,0.2338582872582139
G-138,0.5653235172852438,0.19826046247091347,0.1658107504777617,0.07060526976608099,0.0,0.0,41.953290870488324,,0.4624877037037039,1.0,11590.0,0.0457,-0.01482757415528857
G-139,0.36973028974786887,0.40040174563165526,0.22986796462047576,0.0,0.0,0.0,4.359518754423213,,0.26214400000000004,0.0,12484.0,0.0425,0.5426322832061777
G-140,0.21164360999707796,0.4025153430264303,0.09287501922066868,0.10129852863707643,0.09109104855033559,0.10057645056841101,95.6829440905874,,0.4052239999999998,1.0,9573.0,0.1693,0.4342265986338179
G-141,0.24038480507031545,0.4190266636623315,0.16174875011207296,0.09152076806089708,0.0,0.08731901309438288,101.45789101203114,,0.5249069629629629,1.0,16646.0,0.1176,0.33019942288621446
G-142,0.10455876120721212,0.4094284402235343,0.18659558956413066,0.20504898841919952,0.0,0.09436822058592348,89.68152866242038,,1.5341383703703702,1.0,5999.0,0.0627,0.0653969995410777
G-143,0.19951187055579056,0.3408425136489475,0.36962095764586056,0.0,0.0,0.09002465814940139,11.210191082802547,77.33899504600141,0.216,0.0,21474.0,0.0774,0.4978573120942541
G-144,0.6551647897877959,0.08169038018915961,0.08661260189143336,0.0,0.08627990664164539,0.09025232148996576,11.32342533616419,,0.43897600000000025,1.0,21146.0,0.0917,0.07287053698269638
G-145,0.5680881880046112,0.277493134908946,0.08315374321845595,0.0,0.0,0.07126493386798677,14.94692144373673,,0.24609896296296288,1.0,11241.0,0.1156,0.24608712379937064
G-146,0.13731725974380973,0.5708618210544056,0.10710073093898878,0.0,0.08533666264631296,0.09938352561648296,32.554847841472046,,0.3144320000000001,0.0,12389.0,0.1812,0.9646512826579272
G-147,0.505868351494165,0.30362873891071124,0.12989836278481728,0.0,0.0,0.06060454681030653,17.098372257607927,,0.17561600000000005,1.0,4941.0,0.0533,0.3164193571766744
G-148,0.45763739138809845,0.41394344726194937,0.06616844690456163,0.0,0.0,0.062250714445390716,14.94692144373673,,0.2232802962962962,0.0,18134.0,0.1358,0.48502097519728493
G-149,0.11012284089441772,0.4301319058361455,0.18344093699749087,0.18742939832917896,0.0,0.08887491794276692,83.62349610757254,,1.0201336296296295,1.0,5419.0,0.062,0.1417883821610574
G-150,0.6503990972192661,0.09890803540593152,0.07338191550418281,0.07661330018219,0.0,0.10069765168842962,25.534324133050248,,0.9801330370370369,1.0,5513.0,0.0094913,-0.2577895858336292
G-151,0.6345624607699576,0.11853828483526574,0.09498576497755915,0.0,0.07638119883655282,0.07553229058066467,15.399858457183297,,0.2232802962962962,1.0,16671.0,0.0735,0.12360662111780357
G-152,0.14164926999612998,0.5797928455802961,0.10449837361472324,0.08608844230889631,0.0,0.08797106849995458,113.8004246284501,,0.254037037037037,1.0,11920.0,0.12,0.6055798948562355
G-153,0.16249466873075383,0.575870681244267,0.1038209193654809,0.08804577070242324,0.0,0.06976795995707516,107.8556263269639,,0.33329303703703705,1.0,10617.0,0.1834,0.5946095859362549
